CPU_Core_1_Usage_%,CPU_Core_2_Usage_%,CPU_Core_3_Usage_%,CPU_Core_4_Usage_%,CPU_Core_5_Usage_%,CPU_Core_6_Usage_%,CPU_Core_7_Usage_%,CPU_Core_8_Usage_%,CPU_Core_1_Freq_MHz,CPU_Core_2_Freq_MHz,CPU_Core_3_Freq_MHz,CPU_Core_4_Freq_MHz,CPU_Core_5_Freq_MHz,CPU_Core_6_Freq_MHz,CPU_Core_7_Freq_MHz,CPU_Core_8_Freq_MHz,GPU_Usage_%,GPU_Freq_MHz,GPU_mW,CPU_mW,SOC_mW,CV_mW,VDDRQ_mW,SYS5V_mW,Total_Power_mW,,,
78,83,66,83,0,0,0,0,1803,1803,1804,1803,0,0,0,0,48,905,1865,2487,2020,0,777,3049,10198,,,
75,69,66,76,0,0,0,0,1804,1804,1808,1803,0,0,0,0,0,905,1865,2487,2020,0,777,3049,10198,,,
63,66,60,81,0,0,0,0,1802,1803,1803,1804,0,0,0,0,45,905,1865,2487,2020,0,777,3049,10198,,,
61,58,72,69,0,0,0,0,1803,1804,1804,1804,0,0,0,0,1,905,1865,2487,2020,0,777,3049,10198,,,
57,58,71,69,0,0,0,0,1802,1804,1804,1804,0,0,0,0,0,905,1710,2332,2020,0,777,3009,9848,,,
83,84,58,58,0,0,0,0,1804,1804,1802,1803,0,0,0,0,4,905,1710,2332,2020,0,777,3009,9848,,,
66,71,66,71,0,0,0,0,1803,1804,1798,1804,0,0,0,0,1,905,1866,2331,2020,0,777,3009,10003,,,
75,76,50,63,0,0,0,0,1803,1803,1803,1797,0,0,0,0,0,905,1866,2331,2020,0,777,3009,10003,,,
53,54,61,84,0,0,0,0,1804,1804,1804,1802,0,0,0,0,10,905,1710,2332,2021,0,777,3009,9849,,,
73,46,61,76,0,0,0,0,1804,1804,1804,1804,0,0,0,0,47,905,1710,2332,2021,0,777,3009,9849,,,
76,53,46,69,0,0,0,0,1804,1804,1803,1803,0,0,0,0,44,905,1710,2332,2021,0,777,3009,9849,,,
72,58,76,66,0,0,0,0,1804,1804,1803,1804,0,0,0,0,11,905,1710,2332,2021,0,777,3009,9849,,,
73,76,58,58,0,0,0,0,1803,1804,1800,1803,0,0,0,0,2,905,1710,2332,2021,0,777,3009,9849,,,
80,75,72,60,0,0,0,0,1803,1804,1803,1804,0,0,0,0,2,905,1866,2331,2020,0,777,3009,10003,,,
70,64,63,66,0,0,0,0,1803,1804,1804,1804,0,0,0,0,12,905,1866,2331,2020,0,777,3009,10003,,,
69,63,72,50,0,0,0,0,1804,1804,1804,1807,0,0,0,0,1,905,1710,2332,2020,0,777,3009,9848,,,
76,75,53,61,0,0,0,0,1804,1804,1803,1804,0,0,0,0,2,905,1710,2332,2020,0,777,3009,9848,,,
72,64,66,76,0,0,0,0,1803,1804,1804,1805,0,0,0,0,44,905,1710,2331,2020,0,777,3009,9847,,,
72,66,72,53,0,0,0,0,1803,1802,1804,1805,0,0,0,0,44,905,1710,2332,2020,0,777,3009,9848,,,
84,78,50,50,0,0,0,0,1804,1804,1802,1800,0,0,0,0,47,905,1710,2332,2021,0,777,3009,9849,,,
76,61,63,76,0,0,0,0,1803,1803,1804,1803,0,0,0,0,44,905,1710,2332,2021,0,777,3049,9889,,,
69,63,66,50,0,0,0,0,1804,1810,1803,1804,0,0,0,0,44,905,1710,2332,2021,0,777,3009,9849,,,
80,66,60,50,0,0,0,0,1803,1804,1804,1803,0,0,0,0,11,905,1710,2332,2021,0,777,3009,9849,,,
78,61,70,78,0,0,0,0,1804,1803,1804,1804,0,0,0,0,1,905,1710,2332,2021,0,777,3009,9849,,,
45,58,61,83,0,0,0,0,1803,1803,1804,1804,0,0,0,0,33,905,1710,2332,2021,0,777,3009,9849,,,
71,64,75,61,0,0,0,0,1804,1804,1804,1803,0,0,0,0,10,905,1710,2332,2020,0,777,3009,9848,,,
76,57,84,61,0,0,0,0,1804,1803,1804,1804,0,0,0,0,0,905,1866,2331,2020,0,777,3009,10003,,,
66,54,76,63,0,0,0,0,1803,1804,1804,1804,0,0,0,0,43,905,1865,2331,2020,0,777,3009,10002,,,
66,71,72,83,0,0,0,0,1804,1803,1803,1803,0,0,0,0,24,905,1865,2331,2020,0,777,3009,10002,,,
69,61,83,66,0,0,0,0,1804,1804,1804,1803,0,0,0,0,0,905,1865,2331,2020,0,777,3009,10002,,,
69,72,53,50,0,0,0,0,1804,1804,1804,1804,0,0,0,0,34,905,1710,2331,2020,0,777,3009,9847,,,
75,75,76,66,0,0,0,0,1804,1804,1803,1802,0,0,0,0,19,905,1710,2331,2020,0,777,3009,9847,,,
70,58,81,75,0,0,0,0,1804,1802,1803,1804,0,0,0,0,46,905,1865,2487,2020,0,777,3009,10158,,,
64,71,64,73,0,0,0,0,1804,1804,1803,1804,0,0,0,0,47,905,1710,2331,2020,0,777,3049,9887,,,
53,58,75,90,0,0,0,0,1803,1803,1804,1804,0,0,0,0,0,905,1865,2487,2020,0,777,3049,10198,,,
75,58,66,50,0,0,0,0,1804,1804,1804,1804,0,0,0,0,19,905,1865,2487,2020,0,777,3009,10158,,,
63,83,71,73,0,0,0,0,1804,1805,1800,1804,0,0,0,0,0,905,1865,2487,2020,0,777,3009,10158,,,
78,76,66,54,0,0,0,0,1804,1804,1805,1804,0,0,0,0,46,905,1865,2487,2020,0,777,3009,10158,,,
81,66,66,64,0,0,0,0,1804,1804,1804,1802,0,0,0,0,15,905,1865,2487,2020,0,777,3009,10158,,,
57,71,76,84,0,0,0,0,1802,1803,1803,1802,0,0,0,0,48,905,1710,2487,2020,0,777,3049,10043,,,
66,75,75,69,0,0,0,0,1804,1802,1809,1804,0,0,0,0,28,905,1865,2487,2020,0,777,3049,10198,,,
75,75,75,75,0,0,0,0,1803,1804,1804,1803,0,0,0,0,31,905,1865,2487,2020,0,777,3049,10198,,,
75,76,66,71,0,0,0,0,1802,1804,1805,1803,0,0,0,0,5,905,1865,2487,2020,0,777,3009,10158,,,
66,69,71,66,0,0,0,0,1804,1804,1801,1806,0,0,0,0,47,905,1865,2487,2020,0,777,3009,10158,,,
66,69,58,76,0,0,0,0,1804,1801,1802,1804,0,0,0,0,0,905,1865,2487,2020,0,777,3009,10158,,,
73,84,66,64,0,0,0,0,1803,1803,1802,1803,0,0,0,0,45,905,1866,2487,2020,0,777,3049,10199,,,
75,66,75,45,0,0,0,0,1803,1804,1805,1802,0,0,0,0,47,905,1710,2331,2020,0,777,3009,9847,,,
69,85,66,64,0,0,0,0,1803,1806,1804,1801,0,0,0,0,46,905,1710,2488,2020,0,777,3009,10004,,,
76,66,61,61,0,0,0,0,1802,1803,1803,1804,0,0,0,0,4,905,1710,2487,2020,0,777,3009,10003,,,
81,75,83,58,0,0,0,0,1805,1804,1802,1803,0,0,0,0,6,905,1865,2487,2020,0,777,3009,10158,,,
84,75,53,72,0,0,0,0,1803,1803,1804,1800,0,0,0,0,30,905,1865,2487,2020,0,777,3009,10158,,,
61,76,69,58,0,0,0,0,1803,1804,1803,1802,0,0,0,0,3,905,1865,2487,2020,0,777,3009,10158,,,
78,66,63,53,0,0,0,0,1803,1804,1804,1801,0,0,0,0,10,905,1865,2487,2020,0,777,3009,10158,,,
72,69,61,83,0,0,0,0,1804,1804,1803,1804,0,0,0,0,47,905,1710,2487,2020,0,777,3009,10003,,,
61,81,76,61,0,0,0,0,1804,1804,1808,1804,0,0,0,0,8,905,1710,2487,2020,0,777,3049,10043,,,
66,69,66,58,0,0,0,0,1805,1803,1804,1804,0,0,0,0,45,905,1710,2487,2020,0,777,3009,10003,,,
78,58,58,58,0,0,0,0,1804,1804,1803,1804,0,0,0,0,46,905,1710,2487,2020,0,777,3009,10003,,,
78,71,71,63,0,0,0,0,1804,1804,1804,1804,0,0,0,0,19,905,1866,2487,2020,0,777,3009,10159,,,
66,72,63,76,0,0,0,0,1804,1804,1804,1803,0,0,0,0,0,905,1865,2487,2020,0,777,3009,10158,,,
66,69,61,78,0,0,0,0,1804,1805,1806,1802,0,0,0,0,1,905,1865,2487,2020,0,777,3009,10158,,,
76,58,69,81,0,0,0,0,1804,1804,1804,1804,0,0,0,0,17,905,1866,2487,2020,0,777,3009,10159,,,
71,69,76,83,0,0,0,0,1803,1803,1804,1805,0,0,0,0,46,905,1710,2487,2020,0,777,3009,10003,,,
84,61,61,50,0,0,0,0,1804,1802,1803,1804,0,0,0,0,36,905,1710,2487,2020,0,777,3009,10003,,,
83,63,63,66,0,0,0,0,1803,1804,1804,1804,0,0,0,0,20,905,1710,2487,2020,0,777,3009,10003,,,
45,53,66,83,0,0,0,0,1802,1803,1803,1804,0,0,0,0,46,905,1710,2487,2020,0,777,3009,10003,,,
69,63,66,66,0,0,0,0,1805,1804,1802,1801,0,0,0,0,0,905,1710,2331,2020,0,777,3009,9847,,,
76,50,69,71,0,0,0,0,1803,1802,1803,1804,0,0,0,0,0,905,1710,2331,2020,0,777,3009,9847,,,
72,53,69,76,0,0,0,0,1803,1804,1804,1804,0,0,0,0,5,905,1710,2331,2020,0,777,3009,9847,,,
69,69,69,66,0,0,0,0,1803,1804,1804,1804,0,0,0,0,2,905,1710,2331,2020,0,777,3009,9847,,,
76,76,75,58,0,0,0,0,1804,1804,1805,1805,0,0,0,0,27,905,1710,2331,2020,0,777,3009,9847,,,
61,66,78,75,0,0,0,0,1803,1802,1805,1804,0,0,0,0,3,905,1710,2487,2020,0,777,3009,10003,,,
76,80,60,73,0,0,0,0,1805,1804,1805,1804,0,0,0,0,15,905,1710,2487,2020,0,777,3009,10003,,,
76,75,75,66,0,0,0,0,1804,1804,1800,1804,0,0,0,0,0,905,1710,2487,2020,0,777,3009,10003,,,
84,71,71,72,0,0,0,0,1803,1805,1804,1804,0,0,0,0,36,905,1710,2487,2020,0,777,3009,10003,,,
83,50,58,45,0,0,0,0,1804,1804,1804,1804,0,0,0,0,20,905,1710,2487,2020,0,777,3009,10003,,,
76,75,69,75,0,0,0,0,1804,1805,1806,1804,0,0,0,0,2,905,1710,2487,2020,0,777,3009,10003,,,
72,61,50,71,0,0,0,0,1804,1804,1803,1804,0,0,0,0,0,905,1710,2487,2020,0,777,3009,10003,,,
66,75,83,83,0,0,0,0,1804,1803,1804,1805,0,0,0,0,44,905,1710,2487,2020,0,777,3009,10003,,,
76,66,69,83,0,0,0,0,1805,1804,1803,1804,0,0,0,0,2,905,1710,2487,2020,0,777,3009,10003,,,
83,63,83,84,0,0,0,0,1804,1804,1804,1804,0,0,0,0,46,905,1710,2487,2020,0,777,3049,10043,,,
81,57,53,46,0,0,0,0,1804,1804,1801,1804,0,0,0,0,42,905,1710,2487,2020,0,777,3009,10003,,,
76,66,84,76,0,0,0,0,1804,1804,1805,1804,0,0,0,0,3,905,1710,2487,2020,0,777,3009,10003,,,
69,86,85,69,0,0,0,0,1804,1804,1804,1804,0,0,0,0,33,905,1710,2487,2020,0,777,3009,10003,,,
61,72,66,69,0,0,0,0,1798,1804,1800,1804,0,0,0,0,42,905,1710,2487,2020,0,777,3009,10003,,,
81,76,45,41,0,0,0,0,1804,1800,1805,1803,0,0,0,0,9,905,1710,2487,2020,0,777,3009,10003,,,
69,78,69,69,0,0,0,0,1803,1803,1810,1804,0,0,0,0,44,905,1710,2487,2020,0,777,3009,10003,,,
76,58,75,66,0,0,0,0,1801,1804,1803,1805,0,0,0,0,2,905,1710,2487,2020,0,777,3009,10003,,,
66,75,71,53,0,0,0,0,1803,1804,1804,1804,0,0,0,0,1,905,1710,2487,2020,0,777,3009,10003,,,
85,78,72,53,0,0,0,0,1804,1804,1802,1803,0,0,0,0,0,905,1710,2487,2020,0,777,3009,10003,,,
83,75,66,63,0,0,0,0,1804,1804,1803,1804,0,0,0,0,1,905,1710,2487,2020,0,777,3009,10003,,,
54,63,83,76,0,0,0,0,1803,1803,1803,1806,0,0,0,0,0,905,1710,2487,2020,0,777,3009,10003,,,
72,66,61,66,0,0,0,0,1804,1803,1804,1804,0,0,0,0,5,905,1710,2487,2020,0,777,3009,10003,,,
69,73,69,64,0,0,0,0,1804,1804,1804,1804,0,0,0,0,3,905,1710,2488,2020,0,777,3009,10004,,,
75,50,61,83,0,0,0,0,1804,1804,1804,1802,0,0,0,0,22,905,1710,2488,2020,0,777,3009,10004,,,
54,64,61,76,0,0,0,0,1804,1804,1804,1804,0,0,0,0,12,905,1710,2331,2020,0,777,3009,9847,,,
76,61,66,66,0,0,0,0,1804,1804,1803,1805,0,0,0,0,46,905,1710,2487,2020,0,777,3009,10003,,,
83,75,54,66,0,0,0,0,1802,1804,1804,1805,0,0,0,0,47,905,1710,2487,2020,0,777,3009,10003,,,
73,76,68,61,0,0,0,0,1803,1803,1804,1803,0,0,0,0,46,905,1710,2487,2020,0,777,3009,10003,,,
72,71,75,66,0,0,0,0,1801,1802,1804,1801,0,0,0,0,16,905,1710,2487,2020,0,777,3009,10003,,,
81,81,50,54,0,0,0,0,1803,1799,1804,1803,0,0,0,0,2,905,1710,2487,2020,0,777,3009,10003,,,
61,53,75,78,0,0,0,0,1804,1801,1804,1802,0,0,0,0,6,905,1710,2487,2020,0,777,3009,10003,,,
69,72,61,76,0,0,0,0,1801,1804,1804,1804,0,0,0,0,3,905,1710,2487,2020,0,777,3009,10003,,,
71,53,64,78,0,0,0,0,1804,1803,1803,1803,0,0,0,0,34,905,1710,2332,2020,0,777,3009,9848,,,
81,83,50,75,0,0,0,0,1804,1801,1803,1805,0,0,0,0,11,905,1710,2488,2020,0,777,3009,10004,,,
85,75,61,53,0,0,0,0,1803,1802,1805,1803,0,0,0,0,40,905,1710,2488,2020,0,777,3009,10004,,,
76,80,53,66,0,0,0,0,1804,1804,1804,1804,0,0,0,0,39,905,1710,2487,2020,0,777,3009,10003,,,
61,66,60,84,0,0,0,0,1804,1804,1804,1804,0,0,0,0,8,905,1710,2487,2020,0,777,3009,10003,,,
84,69,58,53,0,0,0,0,1804,1804,1804,1804,0,0,0,0,37,905,1710,2331,2020,0,777,3009,9847,,,
83,66,46,69,0,0,0,0,1804,1802,1804,1804,0,0,0,0,47,905,1710,2331,2020,0,777,3009,9847,,,
58,63,83,83,0,0,0,0,1803,1802,1804,1803,0,0,0,0,47,905,1710,2487,2020,0,777,3009,10003,,,
75,78,58,69,0,0,0,0,1804,1806,1803,1804,0,0,0,0,47,905,1710,2487,2020,0,777,3009,10003,,,
61,61,63,61,0,0,0,0,1803,1803,1803,1804,0,0,0,0,29,905,1710,2331,2020,0,777,3009,9847,,,
60,81,58,50,0,0,0,0,1804,1804,1803,1804,0,0,0,0,17,905,1710,2331,2020,0,777,3009,9847,,,
71,69,75,76,0,0,0,0,1803,1804,1804,1804,0,0,0,0,0,905,1710,2331,2020,0,777,3009,9847,,,
81,76,62,75,0,0,0,0,1807,1804,1804,1806,0,0,0,0,1,905,1710,2487,2020,0,777,3009,10003,,,
81,81,58,76,0,0,0,0,1804,1804,1804,1804,0,0,0,0,11,905,1710,2487,2020,0,777,3009,10003,,,
69,69,61,66,0,0,0,0,1804,1802,1804,1804,0,0,0,0,0,905,1710,2487,2020,0,777,3009,10003,,,
69,64,70,53,0,0,0,0,1804,1804,1804,1805,0,0,0,0,44,905,1710,2332,2021,0,777,3009,9849,,,
76,71,54,61,0,0,0,0,1803,1804,1804,1804,0,0,0,0,46,905,1710,2332,2021,0,777,3009,9849,,,
66,80,76,69,0,0,0,0,1803,1804,1805,1804,0,0,0,0,19,905,1710,2332,2021,0,777,3009,9849,,,
64,57,84,76,0,0,0,0,1804,1803,1804,1804,0,0,0,0,46,905,1710,2332,2021,0,777,3009,9849,,,
64,53,71,84,0,0,0,0,1804,1804,1803,1804,0,0,0,0,40,905,1710,2488,2020,0,777,3009,10004,,,
50,66,66,75,0,0,0,0,1804,1803,1801,1805,0,0,0,0,44,905,1710,2488,2020,0,777,3009,10004,,,
84,76,54,78,0,0,0,0,1804,1805,1802,1805,0,0,0,0,21,905,1710,2488,2020,0,777,3009,10004,,,
75,85,61,75,0,0,0,0,1804,1804,1803,1804,0,0,0,0,20,905,1866,2487,2020,0,777,3009,10159,,,
58,50,66,76,0,0,0,0,1802,1804,1804,1804,0,0,0,0,46,905,1710,2488,2021,0,777,3009,10005,,,
66,69,71,75,0,0,0,0,1803,1804,1803,1804,0,0,0,0,1,905,1865,2487,2020,0,777,3009,10158,,,
69,75,58,69,0,0,0,0,1803,1804,1801,1803,0,0,0,0,44,905,1710,2487,2020,0,777,3009,10003,,,
85,69,61,66,0,0,0,0,1804,1804,1802,1804,0,0,0,0,20,905,1710,2487,2020,0,777,3009,10003,,,
54,63,76,81,0,0,0,0,1804,1804,1804,1803,0,0,0,0,0,905,1710,2487,2020,0,777,3009,10003,,,
69,53,83,69,0,0,0,0,1804,1801,1802,1804,0,0,0,0,0,905,1710,2487,2020,0,777,3009,10003,,,
66,78,64,81,0,0,0,0,1804,1804,1804,1803,0,0,0,0,0,905,1710,2487,2020,0,777,3009,10003,,,
72,76,63,76,0,0,0,0,1805,1804,1805,1804,0,0,0,0,1,905,1710,2487,2020,0,777,3009,10003,,,
69,58,58,78,0,0,0,0,1804,1804,1804,1801,0,0,0,0,5,905,1710,2487,2020,0,777,3009,10003,,,
85,58,66,75,0,0,0,0,1804,1804,1803,1804,0,0,0,0,4,905,1710,2487,2020,0,777,3009,10003,,,
72,75,61,50,0,0,0,0,1804,1804,1804,1804,0,0,0,0,0,905,1710,2487,2020,0,777,3009,10003,,,
76,71,54,63,0,0,0,0,1807,1804,1804,1804,0,0,0,0,3,905,1710,2487,2020,0,777,3009,10003,,,
71,41,76,69,0,0,0,0,1802,1805,1804,1804,0,0,0,0,3,905,1710,2331,2020,0,777,3009,9847,,,
50,50,85,76,0,0,0,0,1801,1804,1807,1804,0,0,0,0,1,905,1710,2331,2020,0,777,3009,9847,,,
71,64,71,60,0,0,0,0,1804,1804,1804,1804,0,0,0,0,48,905,1710,2331,2020,0,777,3009,9847,,,
54,63,66,76,0,0,0,0,1804,1804,1804,1804,0,0,0,0,21,905,1710,2332,2020,0,777,3009,9848,,,
58,83,45,66,0,0,0,0,1804,1804,1804,1807,0,0,0,0,3,905,1710,2331,2020,0,777,3009,9847,,,
64,71,64,80,0,0,0,0,1802,1802,1804,1804,0,0,0,0,4,905,1710,2331,2020,0,777,3009,9847,,,
83,75,58,66,0,0,0,0,1803,1804,1804,1804,0,0,0,0,0,905,1710,2331,2020,0,777,3009,9847,,,
71,78,72,66,0,0,0,0,1804,1802,1804,1804,0,0,0,0,0,905,1865,2487,2020,0,777,3009,10158,,,
64,66,75,66,0,0,0,0,1804,1804,1804,1804,0,0,0,0,0,905,1865,2487,2020,0,777,3009,10158,,,
63,61,71,80,0,0,0,0,1804,1804,1804,1803,0,0,0,0,1,905,1865,2487,2020,0,777,3009,10158,,,
64,58,66,85,0,0,0,0,1803,1804,1804,1804,0,0,0,0,0,905,1710,2487,2020,0,777,3009,10003,,,
60,58,81,83,0,0,0,0,1803,1804,1804,1804,0,0,0,0,44,905,1865,2487,2020,0,777,3009,10158,,,
66,75,66,58,0,0,0,0,1804,1804,1804,1804,0,0,0,0,2,905,1865,2487,2020,0,777,3009,10158,,,
76,76,63,53,0,0,0,0,1805,1804,1799,1803,0,0,0,0,3,905,1865,2487,2020,0,777,3009,10158,,,
61,61,73,72,0,0,0,0,1804,1804,1804,1804,0,0,0,0,5,905,1710,2332,2020,0,777,3009,9848,,,
64,66,75,61,0,0,0,0,1804,1804,1801,1804,0,0,0,0,2,905,1710,2332,2020,0,777,3009,9848,,,
50,50,69,71,0,0,0,0,1804,1803,1804,1804,0,0,0,0,45,905,1710,2332,2020,0,777,3009,9848,,,
46,75,69,66,0,0,0,0,1804,1803,1803,1803,0,0,0,0,44,905,1710,2332,2021,0,777,3009,9849,,,
86,66,64,60,0,0,0,0,1803,1804,1803,1805,0,0,0,0,46,905,1710,2332,2021,0,777,3009,9849,,,
45,66,76,83,0,0,0,0,1804,1804,1803,1803,0,0,0,0,5,905,1710,2331,2020,0,777,3009,9847,,,
58,64,83,69,0,0,0,0,1804,1804,1803,1804,0,0,0,0,3,905,1710,2332,2020,0,777,3009,9848,,,
69,45,75,72,0,0,0,0,1802,1804,1804,1805,0,0,0,0,19,905,1710,2332,2021,0,777,3009,9849,,,
76,69,57,46,0,0,0,0,1803,1804,1804,1804,0,0,0,0,21,905,1710,2332,2021,0,777,3009,9849,,,
75,69,58,69,0,0,0,0,1801,1802,1805,1804,0,0,0,0,4,905,1710,2332,2021,0,777,3009,9849,,,
61,61,58,75,0,0,0,0,1803,1803,1804,1807,0,0,0,0,15,905,1866,2332,2021,0,777,3009,10005,,,
75,64,50,76,0,0,0,0,1804,1804,1800,1805,0,0,0,0,42,905,1710,2332,2021,0,777,3009,9849,,,
66,83,38,53,0,0,0,0,1803,1804,1803,1804,0,0,0,0,8,905,1710,2332,2021,0,777,3009,9849,,,
63,69,61,58,0,0,0,0,1803,1802,1798,1804,0,0,0,0,31,905,1710,2332,2021,0,777,3009,9849,,,
73,66,76,63,0,0,0,0,1804,1804,1804,1802,0,0,0,0,4,905,1866,2332,2020,0,777,3009,10004,,,
58,61,75,76,0,0,0,0,1803,1804,1804,1804,0,0,0,0,42,905,1866,2332,2020,0,777,3009,10004,,,
66,58,76,72,0,0,0,0,1804,1808,1803,1804,0,0,0,0,3,905,1866,2332,2020,0,777,3009,10004,,,
69,75,75,61,0,0,0,0,1804,1804,1804,1802,0,0,0,0,2,905,1866,2332,2020,0,777,3009,10004,,,
57,66,78,63,0,0,0,0,1803,1805,1803,1801,0,0,0,0,0,905,1866,2332,2020,0,777,3009,10004,,,
55,50,75,81,0,0,0,0,1803,1802,1803,1803,0,0,0,0,0,905,1866,2332,2020,0,777,3009,10004,,,
53,57,71,76,0,0,0,0,1804,1803,1804,1804,0,0,0,0,0,905,1866,2332,2020,0,777,3009,10004,,,
54,40,72,83,0,0,0,0,1802,1804,1804,1803,0,0,0,0,42,905,1866,2332,2020,0,777,3009,10004,,,
66,60,61,63,0,0,0,0,1803,1802,1804,1803,0,0,0,0,3,905,1710,2332,2020,0,777,3009,9848,,,
58,84,53,57,0,0,0,0,1805,1803,1804,1804,0,0,0,0,47,905,1710,2332,2021,0,777,3009,9849,,,
61,64,76,69,0,0,0,0,1807,1804,1800,1802,0,0,0,0,6,905,1710,2332,2021,0,777,3009,9849,,,
57,33,76,85,0,0,0,0,1805,1804,1802,1804,0,0,0,0,46,905,1710,2332,2021,0,777,3009,9849,,,
58,66,63,75,0,0,0,0,1804,1797,1804,1804,0,0,0,0,13,905,1710,2332,2021,0,777,3009,9849,,,
58,75,69,61,0,0,0,0,1804,1804,1803,1804,0,0,0,0,43,905,1710,2332,2021,0,777,3009,9849,,,
75,69,66,54,0,0,0,0,1804,1803,1803,1803,0,0,0,0,0,905,1710,2332,2021,0,777,3009,9849,,,
58,58,50,66,0,0,0,0,1803,1804,1804,1805,0,0,0,0,20,905,1710,2332,2021,0,777,3009,9849,,,
75,61,69,69,0,0,0,0,1803,1804,1800,1803,0,0,0,0,5,905,1710,2332,2021,0,777,3009,9849,,,
76,75,76,53,0,0,0,0,1806,1804,1803,1803,0,0,0,0,1,905,1710,2332,2021,0,777,3009,9849,,,
76,76,70,50,0,0,0,0,1802,1802,1804,1803,0,0,0,0,36,905,1865,2331,2020,0,777,3009,10002,,,
58,58,75,66,0,0,0,0,1804,1804,1804,1801,0,0,0,0,3,905,1710,2331,2020,0,777,3009,9847,,,
46,81,71,66,0,0,0,0,1804,1804,1799,1803,0,0,0,0,2,905,1710,2331,2020,0,777,3009,9847,,,
69,58,72,69,0,0,0,0,1798,1804,1802,1804,0,0,0,0,42,905,1710,2331,2020,0,777,3009,9847,,,
81,76,58,41,0,0,0,0,1804,1804,1802,1804,0,0,0,0,10,905,1710,2331,2020,0,777,3009,9847,,,
69,69,69,57,0,0,0,0,1805,1804,1803,1803,0,0,0,0,25,905,1710,2331,2020,0,777,3009,9847,,,
54,72,54,58,0,0,0,0,1803,1804,1804,1802,0,0,0,0,44,905,1710,2331,2020,0,777,3009,9847,,,
53,66,84,58,0,0,0,0,1803,1802,1804,1803,0,0,0,0,38,905,1710,2331,2020,0,777,3009,9847,,,
85,83,76,69,0,0,0,0,1801,1804,1804,1804,0,0,0,0,44,905,1710,2331,2020,0,777,3009,9847,,,
76,71,71,44,0,0,0,0,1804,1804,1803,1803,0,0,0,0,35,905,1710,2487,2020,0,777,3009,10003,,,
76,69,72,69,0,0,0,0,1802,1804,1804,1804,0,0,0,0,2,905,1865,2487,2020,0,777,3049,10198,,,
66,61,57,83,0,0,0,0,1804,1804,1804,1803,0,0,0,0,22,905,1865,2487,2020,0,777,3009,10158,,,
81,76,69,76,0,0,0,0,1802,1805,1804,1805,0,0,0,0,3,905,1865,2487,2020,0,777,3009,10158,,,
75,76,84,61,0,0,0,0,1804,1800,1804,1804,0,0,0,0,39,905,1865,2487,2020,0,777,3049,10198,,,
75,53,63,72,0,0,0,0,1804,1804,1803,1803,0,0,0,0,44,905,1865,2487,2020,0,777,3009,10158,,,
61,50,58,75,0,0,0,0,1804,1804,1804,1803,0,0,0,0,32,905,1710,2487,2020,0,777,3009,10003,,,
76,58,66,75,0,0,0,0,1806,1804,1804,1804,0,0,0,0,0,905,1710,2331,2020,0,777,3009,9847,,,
54,81,76,58,0,0,0,0,1805,1804,1804,1804,0,0,0,0,36,905,1865,2487,2020,0,777,3009,10158,,,
75,75,66,66,0,0,0,0,1804,1799,1804,1804,0,0,0,0,27,905,1865,2487,2020,0,777,3009,10158,,,
61,76,58,50,0,0,0,0,1804,1804,1803,1803,0,0,0,0,3,905,1710,2331,2020,0,777,3009,9847,,,
77,76,66,54,0,0,0,0,1802,1804,1804,1804,0,0,0,0,22,905,1710,2331,2020,0,777,3009,9847,,,
71,71,66,69,0,0,0,0,1804,1798,1804,1804,0,0,0,0,3,905,1865,2487,2020,0,777,3009,10158,,,
58,84,69,60,0,0,0,0,1802,1804,1804,1804,0,0,0,0,15,905,1710,2331,2020,0,777,3009,9847,,,
61,61,75,76,0,0,0,0,1802,1804,1800,1804,0,0,0,0,3,905,1710,2331,2020,0,777,3009,9847,,,
66,58,66,72,0,0,0,0,1801,1802,1804,1804,0,0,0,0,0,905,1710,2332,2020,0,777,3009,9848,,,
53,54,66,61,0,0,0,0,1803,1804,1804,1793,0,0,0,0,5,905,1710,2332,2021,0,777,3009,9849,,,
75,69,66,50,0,0,0,0,1804,1804,1804,1805,0,0,0,0,45,905,1710,2332,2021,0,777,3009,9849,,,
50,78,73,64,0,0,0,0,1803,1804,1804,1804,0,0,0,0,17,905,1710,2332,2021,0,777,3009,9849,,,
53,69,75,71,0,0,0,0,1804,1804,1803,1804,0,0,0,0,30,905,1710,2331,2020,0,777,3009,9847,,,
50,54,66,76,0,0,0,0,1804,1804,1804,1804,0,0,0,0,14,905,1710,2331,2020,0,777,3009,9847,,,
66,66,76,80,0,0,0,0,1803,1804,1803,1804,0,0,0,0,30,905,1710,2331,2020,0,777,3009,9847,,,
53,46,81,83,0,0,0,0,1804,1804,1804,1804,0,0,0,0,24,905,1710,2331,2020,0,777,3009,9847,,,
69,60,71,64,0,0,0,0,1804,1803,1804,1804,0,0,0,0,0,905,1710,2331,2020,0,777,3009,9847,,,
66,71,54,58,0,0,0,0,1803,1804,1803,1802,0,0,0,0,1,905,1710,2331,2020,0,777,3009,9847,,,
69,61,53,63,0,0,0,0,1810,1803,1803,1804,0,0,0,0,31,905,1710,2332,2021,0,777,3009,9849,,,
61,61,66,76,0,0,0,0,1804,1805,1804,1803,0,0,0,0,44,905,1710,2332,2021,0,777,3009,9849,,,
58,81,66,73,0,0,0,0,1802,1804,1804,1804,0,0,0,0,22,905,1710,2332,2020,0,777,3009,9848,,,
