CPU_Core_1_Usage_%,CPU_Core_2_Usage_%,CPU_Core_3_Usage_%,CPU_Core_4_Usage_%,CPU_Core_5_Usage_%,CPU_Core_6_Usage_%,CPU_Core_7_Usage_%,CPU_Core_8_Usage_%,CPU_Core_1_Freq_MHz,CPU_Core_2_Freq_MHz,CPU_Core_3_Freq_MHz,CPU_Core_4_Freq_MHz,CPU_Core_5_Freq_MHz,CPU_Core_6_Freq_MHz,CPU_Core_7_Freq_MHz,CPU_Core_8_Freq_MHz,GPU_Usage_%,GPU_Freq_MHz,GPU_mW,CPU_mW,SOC_mW,CV_mW,VDDRQ_mW,SYS5V_mW,Total_Power_mW,,,
53,61,64,80,0,0,0,0,1802,1804,1806,1802,0,0,0,0,2,905,1710,2332,2020,0,777,3009,9848,,,
69,63,81,69,0,0,0,0,1804,1805,1803,1803,0,0,0,0,0,905,1710,2332,2020,0,777,3009,9848,,,
66,57,63,69,0,0,0,0,1804,1804,1804,1804,0,0,0,0,1,905,1710,2332,2020,0,777,3009,9848,,,
69,66,76,66,0,0,0,0,1804,1804,1804,1804,0,0,0,0,3,905,1710,2331,2020,0,777,3009,9847,,,
69,72,58,58,0,0,0,0,1803,1804,1803,1804,0,0,0,0,1,905,1710,2331,2020,0,777,3009,9847,,,
84,69,64,58,0,0,0,0,1804,1804,1804,1804,0,0,0,0,46,905,1710,2331,2020,0,777,3009,9847,,,
78,78,58,75,0,0,0,0,1803,1804,1803,1802,0,0,0,0,45,905,1710,2487,2020,0,777,3009,10003,,,
72,72,69,66,0,0,0,0,1802,1803,1804,1803,0,0,0,0,33,905,1710,2487,2020,0,777,3009,10003,,,
71,53,73,66,0,0,0,0,1804,1803,1802,1804,0,0,0,0,5,905,1710,2331,2020,0,777,3009,9847,,,
71,83,75,71,0,0,0,0,1804,1804,1802,1804,0,0,0,0,16,905,1710,2487,2020,0,777,3009,10003,,,
75,50,76,58,0,0,0,0,1799,1804,1803,1803,0,0,0,0,11,905,1710,2331,2020,0,777,3009,9847,,,
75,72,66,60,0,0,0,0,1806,1804,1804,1804,0,0,0,0,9,905,1710,2487,2020,0,777,3009,10003,,,
73,54,91,69,0,0,0,0,1804,1803,1803,1804,0,0,0,0,6,905,1710,2487,2020,0,777,3009,10003,,,
81,61,76,75,0,0,0,0,1804,1805,1804,1803,0,0,0,0,4,905,1710,2487,2020,0,777,3009,10003,,,
66,58,63,66,0,0,0,0,1802,1804,1804,1804,0,0,0,0,0,905,1710,2487,2020,0,777,3009,10003,,,
76,66,76,54,0,0,0,0,1805,1803,1802,1804,0,0,0,0,44,905,1710,2487,2020,0,777,3009,10003,,,
76,44,75,75,0,0,0,0,1804,1805,1805,1803,0,0,0,0,5,905,1710,2487,2020,0,777,3009,10003,,,
81,61,50,64,0,0,0,0,1804,1803,1804,1804,0,0,0,0,0,905,1710,2487,2020,0,777,3009,10003,,,
76,72,54,54,0,0,0,0,1806,1804,1804,1804,0,0,0,0,46,905,1710,2487,2020,0,777,3009,10003,,,
66,71,69,76,0,0,0,0,1803,1802,1804,1804,0,0,0,0,0,905,1710,2487,2020,0,777,3009,10003,,,
64,69,69,76,0,0,0,0,1804,1804,1804,1804,0,0,0,0,0,905,1710,2487,2020,0,777,3009,10003,,,
45,58,83,83,0,0,0,0,1804,1804,1803,1804,0,0,0,0,0,905,1710,2487,2020,0,777,3009,10003,,,
75,66,72,69,0,0,0,0,1804,1804,1804,1805,0,0,0,0,1,905,1710,2487,2020,0,777,3009,10003,,,
76,72,76,69,0,0,0,0,1801,1805,1804,1804,0,0,0,0,9,905,1710,2487,2020,0,777,3009,10003,,,
75,78,69,72,0,0,0,0,1804,1804,1803,1804,0,0,0,0,47,905,1710,2487,2020,0,777,3009,10003,,,
69,69,58,84,0,0,0,0,1804,1799,1801,1802,0,0,0,0,4,905,1710,2487,2020,0,777,3009,10003,,,
61,61,69,78,0,0,0,0,1804,1804,1803,1803,0,0,0,0,44,905,1710,2487,2020,0,777,3009,10003,,,
76,58,84,72,0,0,0,0,1801,1804,1804,1803,0,0,0,0,1,905,1710,2487,2020,0,777,3009,10003,,,
64,50,71,69,0,0,0,0,1804,1805,1804,1805,0,0,0,0,25,905,1710,2487,2020,0,777,3009,10003,,,
72,75,58,71,0,0,0,0,1804,1804,1804,1804,0,0,0,0,47,905,1710,2487,2020,0,777,3009,10003,,,
45,53,83,75,0,0,0,0,1804,1803,1804,1804,0,0,0,0,0,905,1710,2331,2020,0,777,3009,9847,,,
64,83,75,61,0,0,0,0,1804,1804,1804,1802,0,0,0,0,2,905,1710,2487,2020,0,777,3009,10003,,,
90,69,70,57,0,0,0,0,1803,1802,1804,1804,0,0,0,0,1,905,1710,2487,2020,0,777,3009,10003,,,
46,63,75,72,0,0,0,0,1803,1804,1804,1802,0,0,0,0,28,905,1710,2488,2021,0,777,3009,10005,,,
66,92,50,53,0,0,0,0,1803,1804,1803,1804,0,0,0,0,45,905,1710,2331,2020,0,777,3009,9847,,,
66,69,54,66,0,0,0,0,1802,1804,1802,1804,0,0,0,0,28,905,1710,2331,2020,0,777,3009,9847,,,
66,46,75,61,0,0,0,0,1803,1804,1804,1803,0,0,0,0,0,905,1710,2331,2020,0,777,3009,9847,,,
73,66,64,69,0,0,0,0,1805,1805,1804,1804,0,0,0,0,1,905,1555,2331,2020,0,777,3009,9692,,,
81,78,83,61,0,0,0,0,1804,1803,1803,1804,0,0,0,0,10,905,1710,2487,2020,0,777,3009,10003,,,
61,83,66,84,0,0,0,0,1803,1804,1804,1802,0,0,0,0,44,905,1710,2487,2020,0,777,3009,10003,,,
78,61,69,66,0,0,0,0,1804,1804,1804,1804,0,0,0,0,5,905,1710,2487,2020,0,777,3049,10043,,,
76,66,75,71,0,0,0,0,1804,1804,1806,1803,0,0,0,0,4,905,1865,2487,2020,0,777,3049,10198,,,
66,69,63,81,0,0,0,0,1805,1804,1804,1804,0,0,0,0,3,905,1865,2487,2020,0,777,3049,10198,,,
72,66,72,75,0,0,0,0,1806,1804,1803,1803,0,0,0,0,0,905,1710,2487,2020,0,777,3049,10043,,,
76,61,75,66,0,0,0,0,1803,1804,1804,1804,0,0,0,0,4,905,1865,2487,2020,0,777,3049,10198,,,
85,53,64,69,0,0,0,0,1803,1804,1804,1804,0,0,0,0,4,905,1710,2487,2020,0,777,3009,10003,,,
46,84,76,71,0,0,0,0,1805,1803,1804,1804,0,0,0,0,0,905,1710,2487,2020,0,777,3009,10003,,,
53,85,69,76,0,0,0,0,1804,1804,1804,1804,0,0,0,0,5,905,1710,2487,2020,0,777,3009,10003,,,
45,76,69,91,0,0,0,0,1804,1804,1804,1804,0,0,0,0,17,905,1710,2487,2020,0,777,3049,10043,,,
75,69,72,76,0,0,0,0,1804,1804,1802,1804,0,0,0,0,39,905,1865,2487,2020,0,777,3009,10158,,,
76,66,78,73,0,0,0,0,1803,1804,1804,1807,0,0,0,0,5,905,1710,2487,2020,0,777,3009,10003,,,
66,75,45,58,0,0,0,0,1803,1802,1803,1804,0,0,0,0,46,905,1710,2487,2020,0,777,3009,10003,,,
83,69,50,50,0,0,0,0,1801,1803,1804,1802,0,0,0,0,44,905,1710,2487,2020,0,777,3009,10003,,,
78,83,69,54,0,0,0,0,1804,1803,1804,1804,0,0,0,0,0,905,1710,2487,2020,0,777,3009,10003,,,
76,76,72,61,0,0,0,0,1803,1804,1803,1803,0,0,0,0,44,905,1865,2487,2020,0,777,3009,10158,,,
81,45,61,70,0,0,0,0,1804,1804,1804,1804,0,0,0,0,0,905,1710,2487,2020,0,777,3009,10003,,,
66,58,69,69,0,0,0,0,1803,1804,1804,1804,0,0,0,0,0,905,1710,2331,2020,0,777,3009,9847,,,
76,69,66,76,0,0,0,0,1804,1803,1804,1803,0,0,0,0,4,905,1710,2331,2020,0,777,3009,9847,,,
53,71,58,81,0,0,0,0,1803,1803,1804,1804,0,0,0,0,1,905,1710,2331,2020,0,777,3009,9847,,,
81,54,69,57,0,0,0,0,1803,1804,1803,1804,0,0,0,0,35,905,1710,2332,2020,0,777,3009,9848,,,
85,61,61,69,0,0,0,0,1802,1803,1804,1799,0,0,0,0,47,905,1710,2332,2020,0,777,3009,9848,,,
69,61,66,76,0,0,0,0,1803,1804,1804,1804,0,0,0,0,2,905,1710,2488,2020,0,777,3009,10004,,,
84,69,76,81,0,0,0,0,1803,1804,1804,1805,0,0,0,0,45,905,1865,2487,2020,0,777,3009,10158,,,
69,66,69,58,0,0,0,0,1805,1803,1804,1804,0,0,0,0,1,905,1866,2487,2020,0,777,3009,10159,,,
72,63,61,66,0,0,0,0,1803,1803,1804,1803,0,0,0,0,0,905,1866,2487,2020,0,777,3009,10159,,,
64,75,63,64,0,0,0,0,1803,1804,1804,1803,0,0,0,0,4,905,1866,2487,2020,0,777,3009,10159,,,
81,76,53,63,0,0,0,0,1804,1804,1804,1804,0,0,0,0,0,905,1866,2487,2020,0,777,3009,10159,,,
69,54,69,76,0,0,0,0,1804,1804,1804,1805,0,0,0,0,1,905,1710,2332,2021,0,777,3009,9849,,,
58,42,78,69,0,0,0,0,1803,1804,1805,1804,0,0,0,0,33,905,1710,2332,2020,0,777,3009,9848,,,
45,53,85,75,0,0,0,0,1804,1803,1804,1802,0,0,0,0,45,905,1710,2331,2020,0,777,3009,9847,,,
73,60,66,62,0,0,0,0,1804,1804,1805,1802,0,0,0,0,47,905,1710,2331,2020,0,777,3009,9847,,,
84,78,66,61,0,0,0,0,1804,1804,1804,1802,0,0,0,0,2,905,1710,2331,2020,0,777,3009,9847,,,
58,83,63,80,0,0,0,0,1803,1803,1804,1806,0,0,0,0,4,905,1710,2487,2020,0,777,3009,10003,,,
72,81,64,54,0,0,0,0,1804,1804,1804,1804,0,0,0,0,1,905,1710,2331,2020,0,777,3009,9847,,,
84,66,66,58,0,0,0,0,1804,1800,1803,1804,0,0,0,0,9,905,1865,2487,2020,0,777,3009,10158,,,
69,76,69,53,0,0,0,0,1803,1804,1804,1804,0,0,0,0,28,905,1710,2331,2020,0,777,3009,9847,,,
60,64,75,72,0,0,0,0,1804,1802,1805,1799,0,0,0,0,21,905,1866,2331,2020,0,777,3009,10003,,,
76,54,83,71,0,0,0,0,1804,1804,1804,1804,0,0,0,0,1,905,1866,2487,2020,0,777,3009,10159,,,
58,72,84,69,0,0,0,0,1803,1801,1802,1804,0,0,0,0,45,905,1710,2487,2020,0,777,3009,10003,,,
66,75,66,54,0,0,0,0,1803,1803,1802,1801,0,0,0,0,36,905,1710,2487,2020,0,777,3009,10003,,,
76,61,57,53,0,0,0,0,1802,1804,1804,1803,0,0,0,0,44,905,1710,2332,2020,0,777,3009,9848,,,
66,66,69,69,0,0,0,0,1803,1804,1803,1804,0,0,0,0,1,905,1865,2331,2020,0,777,3009,10002,,,
58,75,70,61,0,0,0,0,1803,1804,1804,1804,0,0,0,0,2,905,1710,2331,2020,0,777,3009,9847,,,
36,50,78,75,0,0,0,0,1803,1804,1804,1804,0,0,0,0,26,905,1710,2331,2020,0,777,3009,9847,,,
58,66,66,53,0,0,0,0,1804,1804,1799,1795,0,0,0,0,35,905,1710,2331,2020,0,777,3009,9847,,,
66,69,66,75,0,0,0,0,1807,1803,1802,1804,0,0,0,0,3,905,1710,2331,2020,0,777,3009,9847,,,
83,75,78,50,0,0,0,0,1803,1804,1804,1804,0,0,0,0,12,905,1710,2331,2020,0,777,3009,9847,,,
58,53,76,83,0,0,0,0,1804,1804,1802,1804,0,0,0,0,44,905,1710,2331,2020,0,777,3009,9847,,,
61,57,76,78,0,0,0,0,1804,1804,1804,1804,0,0,0,0,28,905,1866,2331,2020,0,777,3049,10043,,,
71,83,53,41,0,0,0,0,1801,1802,1804,1804,0,0,0,0,2,905,1865,2331,2020,0,777,3009,10002,,,
75,58,75,50,0,0,0,0,1804,1804,1804,1804,0,0,0,0,1,905,1866,2331,2020,0,777,3009,10003,,,
66,66,69,66,0,0,0,0,1803,1803,1804,1811,0,0,0,0,3,905,1866,2331,2020,0,777,3009,10003,,,
69,66,58,63,0,0,0,0,1804,1802,1804,1804,0,0,0,0,3,905,1866,2332,2020,0,777,3009,10004,,,
80,71,71,78,0,0,0,0,1804,1803,1803,1803,0,0,0,0,10,905,1866,2332,2020,0,777,3049,10044,,,
61,69,50,83,0,0,0,0,1804,1804,1804,1801,0,0,0,0,2,905,1866,2331,2020,0,777,3049,10043,,,
76,70,66,61,0,0,0,0,1804,1804,1804,1803,0,0,0,0,2,905,1866,2331,2020,0,777,3049,10043,,,
69,86,66,50,0,0,0,0,1804,1802,1804,1804,0,0,0,0,4,905,1866,2487,2020,0,777,3049,10199,,,
50,84,69,69,0,0,0,0,1803,1803,1804,1801,0,0,0,0,45,905,1866,2331,2020,0,777,3009,10003,,,
83,58,50,58,0,0,0,0,1801,1804,1805,1801,0,0,0,0,0,905,1866,2331,2021,0,777,3009,10004,,,
64,54,76,75,0,0,0,0,1804,1804,1805,1804,0,0,0,0,2,905,1866,2332,2021,0,777,3009,10005,,,
80,66,41,58,0,0,0,0,1803,1803,1804,1803,0,0,0,0,34,905,1866,2332,2021,0,777,3009,10005,,,
76,50,58,66,0,0,0,0,1804,1804,1806,1804,0,0,0,0,45,905,1710,2332,2021,0,777,3009,9849,,,
80,63,72,76,0,0,0,0,1804,1804,1804,1804,0,0,0,0,11,905,1710,2332,2021,0,777,3009,9849,,,
76,56,76,83,0,0,0,0,1804,1804,1802,1804,0,0,0,0,1,905,1866,2332,2020,0,777,3049,10044,,,
63,58,61,69,0,0,0,0,1804,1804,1804,1804,0,0,0,0,1,905,1710,2332,2020,0,777,3009,9848,,,
61,41,58,91,0,0,0,0,1802,1804,1804,1804,0,0,0,0,2,905,1866,2332,2020,0,777,3009,10004,,,
69,83,72,69,0,0,0,0,1803,1802,1803,1803,0,0,0,0,0,905,1866,2332,2020,0,777,3009,10004,,,
83,58,69,58,0,0,0,0,1804,1804,1804,1808,0,0,0,0,41,905,1866,2332,2020,0,777,3009,10004,,,
70,64,75,61,0,0,0,0,1801,1804,1803,1804,0,0,0,0,39,905,1866,2332,2020,0,777,3009,10004,,,
76,84,61,61,0,0,0,0,1803,1803,1803,1803,0,0,0,0,35,905,1710,2332,2020,0,777,3009,9848,,,
69,81,69,71,0,0,0,0,1804,1804,1804,1804,0,0,0,0,46,905,1710,2488,2020,0,777,3049,10044,,,
61,84,71,58,0,0,0,0,1803,1804,1804,1804,0,0,0,0,4,905,1865,2487,2020,0,777,3049,10198,,,
83,61,58,50,0,0,0,0,1802,1803,1804,1803,0,0,0,0,44,905,1865,2331,2020,0,777,3049,10042,,,
54,61,80,75,0,0,0,0,1804,1804,1802,1804,0,0,0,0,1,905,1865,2331,2020,0,777,3049,10042,,,
85,75,71,71,0,0,0,0,1803,1804,1804,1802,0,0,0,0,39,905,1865,2487,2020,0,777,3049,10198,,,
69,69,76,50,0,0,0,0,1804,1804,1804,1804,0,0,0,0,19,905,1865,2331,2020,0,777,3049,10042,,,
61,75,69,69,0,0,0,0,1802,1804,1803,1802,0,0,0,0,1,905,1865,2331,2020,0,777,3049,10042,,,
63,69,71,69,0,0,0,0,1804,1804,1804,1799,0,0,0,0,13,905,1865,2331,2020,0,777,3049,10042,,,
71,71,58,63,0,0,0,0,1804,1811,1804,1802,0,0,0,0,2,905,1865,2331,2020,0,777,3049,10042,,,
75,75,72,69,0,0,0,0,1804,1805,1804,1801,0,0,0,0,46,905,1865,2487,2020,0,777,3049,10198,,,
69,71,78,61,0,0,0,0,1803,1804,1803,1804,0,0,0,0,41,905,1865,2487,2020,0,777,3049,10198,,,
54,50,69,76,0,0,0,0,1804,1804,1804,1802,0,0,0,0,47,905,1710,2331,2020,0,777,3009,9847,,,
64,71,84,64,0,0,0,0,1804,1804,1804,1803,0,0,0,0,46,905,1710,2331,2020,0,777,3009,9847,,,
66,58,72,76,0,0,0,0,1804,1804,1802,1803,0,0,0,0,0,905,1865,2487,2020,0,777,3049,10198,,,
66,54,61,83,0,0,0,0,1803,1804,1801,1799,0,0,0,0,34,905,1865,2487,2020,0,777,3049,10198,,,
63,75,71,66,0,0,0,0,1804,1804,1804,1804,0,0,0,0,18,905,1865,2487,2020,0,777,3049,10198,,,
78,69,58,69,0,0,0,0,1805,1803,1804,1804,0,0,0,0,44,905,1865,2331,2020,0,777,3049,10042,,,
57,54,61,85,0,0,0,0,1803,1805,1804,1804,0,0,0,0,0,905,1865,2331,2020,0,777,3009,10002,,,
72,64,91,57,0,0,0,0,1805,1804,1804,1803,0,0,0,0,46,905,1710,2331,2020,0,777,3009,9847,,,
78,72,66,36,0,0,0,0,1804,1804,1804,1804,0,0,0,0,44,905,1710,2331,2020,0,777,3009,9847,,,
69,86,64,64,0,0,0,0,1803,1805,1804,1804,0,0,0,0,15,905,1865,2331,2020,0,777,3049,10042,,,
63,63,63,66,0,0,0,0,1804,1805,1803,1804,0,0,0,0,1,905,1865,2331,2020,0,777,3049,10042,,,
69,78,50,61,0,0,0,0,1804,1803,1802,1803,0,0,0,0,0,905,1865,2331,2020,0,777,3049,10042,,,
53,60,72,71,0,0,0,0,1800,1804,1804,1803,0,0,0,0,45,905,1710,2332,2021,0,777,3009,9849,,,
64,76,66,69,0,0,0,0,1802,1804,1803,1802,0,0,0,0,4,905,1866,2331,2020,0,777,3009,10003,,,
61,69,76,60,0,0,0,0,1804,1805,1804,1804,0,0,0,0,0,905,1710,2331,2020,0,777,3009,9847,,,
66,45,69,76,0,0,0,0,1803,1804,1803,1803,0,0,0,0,6,905,1710,2331,2020,0,777,3009,9847,,,
50,54,84,69,0,0,0,0,1804,1804,1804,1803,0,0,0,0,23,905,1710,2332,2020,0,777,3009,9848,,,
54,71,72,72,0,0,0,0,1803,1804,1804,1804,0,0,0,0,4,905,1710,2331,2020,0,777,3009,9847,,,
53,50,69,76,0,0,0,0,1803,1804,1803,1804,0,0,0,0,45,905,1710,2331,2020,0,777,3009,9847,,,
69,66,84,75,0,0,0,0,1805,1805,1803,1802,0,0,0,0,44,905,1710,2331,2020,0,777,3009,9847,,,
66,61,78,76,0,0,0,0,1804,1804,1805,1803,0,0,0,0,3,905,1865,2331,2020,0,777,3009,10002,,,
64,75,81,66,0,0,0,0,1804,1804,1803,1804,0,0,0,0,0,905,1710,2487,2020,0,777,3009,10003,,,
85,71,66,60,0,0,0,0,1803,1802,1804,1804,0,0,0,0,35,905,1710,2487,2020,0,777,3009,10003,,,
71,76,75,53,0,0,0,0,1803,1804,1804,1803,0,0,0,0,0,905,1710,2487,2020,0,777,3009,10003,,,
63,70,66,69,0,0,0,0,1804,1803,1804,1800,0,0,0,0,8,905,1865,2487,2020,0,777,3009,10158,,,
76,76,61,63,0,0,0,0,1804,1803,1803,1804,0,0,0,0,0,905,1865,2487,2020,0,777,3009,10158,,,
81,69,76,76,0,0,0,0,1804,1804,1806,1803,0,0,0,0,46,905,1866,2487,2020,0,777,3049,10199,,,
61,75,58,66,0,0,0,0,1804,1804,1804,1804,0,0,0,0,0,905,1710,2487,2020,0,777,3009,10003,,,
71,46,75,86,0,0,0,0,1804,1804,1803,1804,0,0,0,0,19,905,1865,2487,2020,0,777,3009,10158,,,
75,66,66,75,0,0,0,0,1806,1804,1804,1804,0,0,0,0,0,905,1865,2487,2020,0,777,3009,10158,,,
69,76,76,54,0,0,0,0,1805,1804,1803,1802,0,0,0,0,0,905,1865,2487,2020,0,777,3009,10158,,,
66,58,71,69,0,0,0,0,1804,1803,1804,1803,0,0,0,0,1,905,1710,2487,2020,0,777,3009,10003,,,
71,61,61,57,0,0,0,0,1803,1803,1804,1803,0,0,0,0,45,905,1710,2331,2020,0,777,3009,9847,,,
81,46,83,75,0,0,0,0,1803,1803,1803,1803,0,0,0,0,45,905,1710,2331,2020,0,777,3009,9847,,,
86,61,53,50,0,0,0,0,1804,1804,1805,1800,0,0,0,0,45,905,1710,2331,2020,0,777,3009,9847,,,
83,69,64,66,0,0,0,0,1804,1804,1803,1804,0,0,0,0,33,905,1710,2332,2020,0,777,3009,9848,,,
46,57,78,76,0,0,0,0,1803,1804,1797,1803,0,0,0,0,18,905,1710,2332,2020,0,777,3009,9848,,,
63,58,58,71,0,0,0,0,1804,1804,1804,1804,0,0,0,0,46,905,1710,2331,2020,0,777,3009,9847,,,
75,75,61,72,0,0,0,0,1804,1807,1803,1803,0,0,0,0,17,905,1710,2331,2020,0,777,3009,9847,,,
76,80,81,71,0,0,0,0,1804,1804,1804,1804,0,0,0,0,47,905,1710,2487,2020,0,777,3009,10003,,,
66,63,81,81,0,0,0,0,1804,1799,1804,1796,0,0,0,0,0,905,1710,2487,2020,0,777,3009,10003,,,
66,66,75,71,0,0,0,0,1800,1803,1804,1804,0,0,0,0,1,905,1710,2487,2020,0,777,3009,10003,,,
76,75,69,50,0,0,0,0,1805,1803,1804,1805,0,0,0,0,45,905,1710,2487,2020,0,777,3009,10003,,,
84,71,57,57,0,0,0,0,1803,1803,1803,1803,0,0,0,0,36,905,1710,2487,2020,0,777,3009,10003,,,
71,53,63,58,0,0,0,0,1807,1802,1803,1804,0,0,0,0,46,905,1710,2331,2020,0,777,3009,9847,,,
78,61,85,50,0,0,0,0,1804,1805,1804,1804,0,0,0,0,47,905,1710,2487,2020,0,777,3009,10003,,,
75,76,58,58,0,0,0,0,1804,1804,1804,1804,0,0,0,0,3,905,1710,2487,2020,0,777,3009,10003,,,
83,76,50,75,0,0,0,0,1804,1804,1804,1802,0,0,0,0,33,905,1710,2487,2020,0,777,3009,10003,,,
60,57,78,73,0,0,0,0,1805,1796,1805,1800,0,0,0,0,48,905,1710,2331,2020,0,777,3009,9847,,,
58,76,76,83,0,0,0,0,1800,1804,1804,1804,0,0,0,0,2,905,1710,2487,2020,0,777,3009,10003,,,
75,58,72,78,0,0,0,0,1805,1801,1804,1803,0,0,0,0,21,905,1865,2487,2020,0,777,3009,10158,,,
69,50,83,75,0,0,0,0,1803,1804,1805,1804,0,0,0,0,19,905,1710,2487,2020,0,777,3009,10003,,,
53,66,69,69,0,0,0,0,1804,1804,1804,1804,0,0,0,0,10,905,1710,2487,2020,0,777,3009,10003,,,
84,80,61,71,0,0,0,0,1804,1804,1803,1804,0,0,0,0,0,905,1710,2487,2020,0,777,3009,10003,,,
50,69,66,53,0,0,0,0,1803,1805,1797,1804,0,0,0,0,46,905,1710,2332,2020,0,777,3009,9848,,,
83,36,50,72,0,0,0,0,1804,1804,1803,1804,0,0,0,0,0,905,1710,2332,2020,0,777,3009,9848,,,
66,81,84,58,0,0,0,0,1804,1804,1803,1804,0,0,0,0,45,905,1710,2332,2020,0,777,3009,9848,,,
70,64,60,63,0,0,0,0,1799,1804,1804,1804,0,0,0,0,0,905,1710,2332,2020,0,777,3009,9848,,,
73,66,78,78,0,0,0,0,1804,1804,1804,1804,0,0,0,0,46,905,1710,2488,2020,0,777,3009,10004,,,
76,76,69,69,0,0,0,0,1803,1804,1808,1804,0,0,0,0,42,905,1710,2487,2020,0,777,3009,10003,,,
66,75,66,75,0,0,0,0,1803,1805,1802,1804,0,0,0,0,39,905,1710,2487,2020,0,777,3049,10043,,,
75,71,50,58,0,0,0,0,1804,1805,1802,1803,0,0,0,0,44,905,1710,2331,2020,0,777,3009,9847,,,
69,61,69,61,0,0,0,0,1803,1804,1805,1804,0,0,0,0,46,905,1710,2331,2020,0,777,3009,9847,,,
78,78,81,75,0,0,0,0,1806,1804,1804,1804,0,0,0,0,44,905,1710,2487,2020,0,777,3009,10003,,,
50,53,72,69,0,0,0,0,1804,1804,1804,1803,0,0,0,0,45,905,1710,2331,2020,0,777,3009,9847,,,
75,76,64,78,0,0,0,0,1804,1804,1804,1804,0,0,0,0,28,905,1710,2487,2020,0,777,3009,10003,,,
78,66,76,69,0,0,0,0,1804,1804,1804,1804,0,0,0,0,7,905,1710,2487,2020,0,777,3009,10003,,,
91,76,58,71,0,0,0,0,1804,1804,1804,1804,0,0,0,0,45,905,1865,2487,2020,0,777,3009,10158,,,
84,63,50,75,0,0,0,0,1803,1803,1802,1802,0,0,0,0,45,905,1865,2487,2020,0,777,3009,10158,,,
58,75,66,71,0,0,0,0,1804,1804,1804,1801,0,0,0,0,0,905,1710,2487,2020,0,777,3009,10003,,,
50,58,84,75,0,0,0,0,1804,1804,1807,1804,0,0,0,0,0,905,1710,2487,2020,0,777,3009,10003,,,
76,69,66,66,0,0,0,0,1804,1804,1803,1804,0,0,0,0,16,905,1866,2487,2020,0,777,3009,10159,,,
66,50,83,69,0,0,0,0,1804,1804,1804,1803,0,0,0,0,23,905,1710,2488,2020,0,777,3009,10004,,,
75,53,58,66,0,0,0,0,1804,1804,1804,1804,0,0,0,0,33,905,1710,2488,2021,0,777,3009,10005,,,
54,64,73,71,0,0,0,0,1804,1801,1804,1805,0,0,0,0,0,905,1710,2332,2021,0,777,3009,9849,,,
66,53,76,83,0,0,0,0,1805,1804,1804,1803,0,0,0,0,0,905,1710,2332,2021,0,777,3009,9849,,,
54,55,72,76,0,0,0,0,1800,1804,1804,1805,0,0,0,0,0,905,1710,2332,2021,0,777,3009,9849,,,
84,58,61,63,0,0,0,0,1803,1804,1804,1804,0,0,0,0,32,905,1710,2332,2020,0,777,3009,9848,,,
63,71,66,76,0,0,0,0,1805,1804,1804,1804,0,0,0,0,1,905,1710,2487,2020,0,777,3009,10003,,,
66,66,84,69,0,0,0,0,1803,1804,1804,1802,0,0,0,0,4,905,1710,2487,2020,0,777,3009,10003,,,
58,58,83,66,0,0,0,0,1805,1804,1804,1804,0,0,0,0,3,905,1710,2487,2020,0,777,3009,10003,,,
75,69,57,66,0,0,0,0,1804,1802,1804,1803,0,0,0,0,46,905,1710,2331,2020,0,777,3009,9847,,,
73,72,58,69,0,0,0,0,1803,1807,1802,1804,0,0,0,0,46,905,1710,2331,2020,0,777,3009,9847,,,
69,71,75,69,0,0,0,0,1804,1800,1804,1804,0,0,0,0,37,905,1710,2487,2020,0,777,3009,10003,,,
58,81,63,83,0,0,0,0,1803,1804,1803,1803,0,0,0,0,18,905,1865,2487,2020,0,777,3009,10158,,,
69,71,58,76,0,0,0,0,1804,1804,1804,1804,0,0,0,0,2,905,1710,2487,2020,0,777,3009,10003,,,
73,64,64,50,0,0,0,0,1801,1804,1802,1807,0,0,0,0,45,905,1710,2332,2021,0,777,3009,9849,,,
66,61,66,58,0,0,0,0,1804,1804,1804,1804,0,0,0,0,46,905,1710,2332,2021,0,777,3009,9849,,,
66,69,78,66,0,0,0,0,1803,1804,1803,1804,0,0,0,0,45,905,1710,2332,2021,0,777,3009,9849,,,
69,76,66,61,0,0,0,0,1804,1804,1805,1804,0,0,0,0,46,905,1710,2332,2021,0,777,3009,9849,,,
53,58,78,71,0,0,0,0,1804,1801,1804,1804,0,0,0,0,47,905,1710,2332,2021,0,777,3009,9849,,,
64,76,69,75,0,0,0,0,1802,1804,1804,1804,0,0,0,0,3,905,1710,2488,2021,0,777,3009,10005,,,
92,75,45,53,0,0,0,0,1803,1803,1804,1804,0,0,0,0,33,905,1710,2488,2021,0,777,3009,10005,,,
83,66,61,54,0,0,0,0,1802,1805,1805,1803,0,0,0,0,2,905,1710,2488,2021,0,777,3009,10005,,,
72,72,66,69,0,0,0,0,1803,1804,1804,1804,0,0,0,0,1,905,1710,2488,2020,0,777,3009,10004,,,
69,71,73,61,0,0,0,0,1804,1804,1803,1804,0,0,0,0,0,905,1710,2332,2021,0,777,3009,9849,,,
92,66,53,64,0,0,0,0,1803,1804,1804,1802,0,0,0,0,2,905,1710,2332,2021,0,777,3009,9849,,,
75,75,63,58,0,0,0,0,1804,1803,1803,1803,0,0,0,0,0,905,1710,2488,2021,0,777,3009,10005,,,
50,53,75,83,0,0,0,0,1804,1804,1804,1804,0,0,0,0,1,905,1710,2332,2021,0,777,3009,9849,,,
