CPU_Core_1_Usage_%,CPU_Core_2_Usage_%,CPU_Core_3_Usage_%,CPU_Core_4_Usage_%,CPU_Core_5_Usage_%,CPU_Core_6_Usage_%,CPU_Core_7_Usage_%,CPU_Core_8_Usage_%,CPU_Core_1_Freq_MHz,CPU_Core_2_Freq_MHz,CPU_Core_3_Freq_MHz,CPU_Core_4_Freq_MHz,CPU_Core_5_Freq_MHz,CPU_Core_6_Freq_MHz,CPU_Core_7_Freq_MHz,CPU_Core_8_Freq_MHz,GPU_Usage_%,GPU_Freq_MHz,GPU_mW,CPU_mW,SOC_mW,CV_mW,VDDRQ_mW,SYS5V_mW,Total_Power_mW
42,27,42,42,46,33,25,33,1957,2261,2261,2259,2260,2260,2256,2261,83,1377,8161,3233,4619,1386,2771,4407,24577
41,50,50,45,8,15,46,33,2261,2257,2255,2259,2260,2258,2260,2258,70,1377,8315,3695,4465,1540,2463,4326,24804
33,23,28,63,0,25,36,50,2258,2259,2259,2258,2259,2257,2260,2258,78,1377,7702,3852,4159,1541,2156,4246,23656
30,18,50,75,25,30,41,16,2260,2257,2260,2256,2258,2258,2260,2259,44,1377,7397,4006,4006,1541,2003,4166,23119
57,38,45,69,33,53,38,61,2260,2257,2258,2257,2259,2258,2260,2259,65,1377,7092,4471,3852,1541,1849,4086,22891
22,33,69,25,25,18,36,36,2260,2259,2259,2260,2261,2260,2260,2259,42,1377,6783,4625,3700,1542,1695,4046,22391
53,23,41,38,23,23,57,27,2262,2259,2259,2260,2259,2260,2260,2260,32,1377,6783,4627,3700,1542,1542,4006,22200
36,25,38,54,27,41,40,27,2258,2259,2259,2256,2259,2260,2260,2261,42,1377,6632,4781,3546,1543,1542,3966,22010
33,61,40,53,41,36,50,42,2260,2259,2260,2260,2261,2261,2260,2260,39,1377,6478,4935,3547,1543,1388,3966,21857
18,0,16,46,36,53,18,27,2261,2259,2260,2260,2260,2261,2257,2259,51,1377,6629,4779,3854,1542,1695,4086,22585
33,30,38,50,33,18,38,30,2260,2260,2260,2259,2260,2259,2259,2260,59,1377,6629,4625,3854,1542,1850,4126,22626
27,41,38,20,27,46,66,30,2260,2261,2260,2259,2257,2259,2260,2260,99,1377,6780,4777,4006,1541,2003,4166,23273
53,33,18,38,56,50,27,36,2184,2185,2116,2214,2257,2259,2125,2104,49,1377,6780,4777,4161,1541,2157,4206,23622
58,46,36,41,36,45,25,25,2259,2258,2260,2260,2260,2259,2259,2259,59,1377,6935,4931,4006,1541,2003,4206,23622
46,16,18,38,16,50,21,9,2261,2255,2260,2261,2260,2260,2259,2260,86,1377,7086,4621,4159,1541,2310,4246,23963
63,30,53,41,36,46,20,41,2261,2261,2256,2260,2259,2261,2260,2260,48,1377,7086,4775,4159,1541,2156,4246,23963
36,33,30,41,46,41,46,42,2260,2257,2182,2184,2190,2260,2260,2260,99,1377,7086,4775,4159,1541,2156,4246,23963
33,27,8,27,45,25,27,33,2259,2257,2260,2263,2260,2259,2260,2260,47,1377,7086,4621,4313,1541,2310,4286,24157
46,27,46,25,33,38,53,38,2261,2260,2260,2258,2257,2261,2259,2188,83,1377,6935,4621,4313,1541,2310,4286,24006
35,25,30,41,16,30,50,38,1722,1718,1716,1717,2258,2207,2104,2100,99,1377,7086,4467,4313,1541,2310,4286,24003
33,41,33,38,27,46,27,41,2259,2260,2260,2259,2192,2184,2184,2183,65,1377,6935,4621,4159,1541,2310,4246,23812
53,25,23,33,41,38,25,18,1717,1715,1763,1719,1715,1717,1709,1784,99,1377,7086,4467,4313,1541,2464,4326,24197
27,46,46,30,64,60,46,30,2262,2264,2260,2260,2260,2260,2260,2255,64,1377,7086,4775,4159,1541,2156,4246,23963
53,33,0,18,33,38,38,27,2259,2259,2261,2261,2261,2260,2261,2260,75,1377,7086,4621,4313,1541,2309,4286,24156
54,50,9,46,38,38,18,46,2261,2260,2259,2257,2258,2258,2258,2261,54,1377,7240,4621,4159,1541,2310,4286,24157
33,45,38,27,25,30,33,16,2188,2185,2183,2185,2181,2181,2184,2181,99,1377,7086,4467,4313,1541,2310,4286,24003
50,30,25,10,18,38,40,25,2258,2260,2259,2261,2256,2256,2260,2262,67,1377,7237,4467,4313,1540,2310,4286,24153
50,46,27,50,36,41,38,33,2260,2261,2261,2261,2261,2260,2259,2261,30,1377,6780,4623,4006,1541,2003,4166,23119
61,54,46,69,53,45,54,61,2260,2260,2259,2259,2261,2260,2259,2260,33,1377,6164,5239,3852,1541,1849,4086,22731
20,61,64,38,53,53,61,50,2260,2259,2262,2260,2260,2261,2262,2260,68,1377,5858,5704,3700,1542,1541,4046,22391
50,50,27,54,54,58,25,91,2260,2255,2259,2261,2261,2257,2258,2261,90,1377,5550,6012,3546,1542,1387,3966,22003
50,61,41,54,50,33,27,83,2259,2266,2260,2259,2259,2260,2260,2259,33,1377,5244,6169,3547,1543,1388,3926,21817
92,86,100,85,83,73,91,66,2262,2260,2261,2256,2260,2260,2261,2261,24,1377,4933,6937,3391,1542,1233,3886,21922
63,75,69,75,84,75,85,76,2258,2263,2261,2261,2262,2261,2261,2261,57,1377,4625,7554,3391,1542,1233,3886,22231
36,75,45,76,76,63,70,58,2261,2261,2260,2261,2260,2260,2260,2263,78,1377,4779,7708,3391,1388,1233,3886,22385
81,69,57,75,68,83,66,66,2262,2261,2259,2261,2262,2261,2263,2261,24,1377,4779,8013,3391,1387,1387,3926,22883
63,69,66,80,66,84,69,84,2260,2261,2261,2260,2261,2262,2261,2259,31,1377,5085,8013,3544,1387,1387,3966,23382
58,50,72,83,76,76,77,81,2261,2261,2261,2262,2261,2260,2262,2262,31,1377,5085,8164,3543,1387,1541,4006,23726
