CPU_Core_1_Usage_%,CPU_Core_2_Usage_%,CPU_Core_3_Usage_%,CPU_Core_4_Usage_%,CPU_Core_5_Usage_%,CPU_Core_6_Usage_%,CPU_Core_7_Usage_%,CPU_Core_8_Usage_%,CPU_Core_1_Freq_MHz,CPU_Core_2_Freq_MHz,CPU_Core_3_Freq_MHz,CPU_Core_4_Freq_MHz,CPU_Core_5_Freq_MHz,CPU_Core_6_Freq_MHz,CPU_Core_7_Freq_MHz,CPU_Core_8_Freq_MHz,GPU_Usage_%,GPU_Freq_MHz,GPU_mW,CPU_mW,SOC_mW,CV_mW,VDDRQ_mW,SYS5V_mW,Total_Power_mW,,
66,81,18,92,0,0,0,0,1802,1804,1804,1803,0,0,0,0,4,905,933,1866,1866,933,622,3170,9390,,
41,61,84,69,0,0,0,0,1803,1804,1804,1804,0,0,0,0,4,905,933,2021,2020,1088,777,3170,10009,,
63,25,53,58,0,0,0,0,1804,1804,1804,1804,0,0,0,0,6,905,933,2020,2020,1088,777,3210,10048,,"10566,7088733799"
46,64,27,58,0,0,0,0,1804,1804,1804,1804,0,0,0,0,4,905,932,2020,2020,1088,777,3210,10047,,
45,33,61,66,0,0,0,0,1804,1804,1803,1804,0,0,0,0,8,905,932,2020,2020,1088,777,3210,10047,,
69,41,46,58,0,0,0,0,1805,1804,1804,1802,0,0,0,0,7,905,932,2020,2020,1088,777,3210,10047,,
46,36,69,46,0,0,0,0,1803,1804,1804,1804,0,0,0,0,4,905,1088,2020,2020,1088,777,3250,10243,,
53,64,46,66,0,0,0,0,1804,1804,1804,1804,0,0,0,0,7,905,1088,2020,2020,1088,777,3250,10243,,
41,38,54,53,0,0,0,0,1802,1804,1803,1804,0,0,0,0,3,905,1088,2020,2020,1088,932,3250,10398,,
30,54,63,60,0,0,0,0,1804,1803,1803,1804,0,0,0,0,8,905,1088,2020,2020,1088,932,3250,10398,,
42,41,53,69,0,0,0,0,1804,1803,1804,1804,0,0,0,0,9,905,1088,2020,2176,1088,932,3250,10554,,
33,41,64,58,0,0,0,0,1806,1805,1803,1804,0,0,0,0,4,905,1088,2020,2176,1088,932,3250,10554,,
