CPU_Core_1_Usage_%,CPU_Core_2_Usage_%,CPU_Core_3_Usage_%,CPU_Core_4_Usage_%,CPU_Core_5_Usage_%,CPU_Core_6_Usage_%,CPU_Core_7_Usage_%,CPU_Core_8_Usage_%,CPU_Core_1_Freq_MHz,CPU_Core_2_Freq_MHz,CPU_Core_3_Freq_MHz,CPU_Core_4_Freq_MHz,CPU_Core_5_Freq_MHz,CPU_Core_6_Freq_MHz,CPU_Core_7_Freq_MHz,CPU_Core_8_Freq_MHz,GPU_Usage_%,GPU_Freq_MHz,GPU_mW,CPU_mW,SOC_mW,CV_mW,VDDRQ_mW,SYS5V_mW,Total_Power_mW,,
33,63,39,29,42,30,44,39,2256,2257,2257,2252,2251,2260,2256,2259,33,1377,4799,5108,3251,0,1083,3410,17651,,
32,63,31,26,30,37,48,51,2255,2260,2257,2257,2258,2255,2257,2256,29,1377,5261,5416,3249,0,1083,3451,18460,,"15182,3444444444"
38,63,52,51,16,28,29,47,2256,2256,2260,2254,2262,2255,2258,2256,28,1377,5416,5414,3403,0,1238,3491,18962,,
75,29,38,40,36,43,29,39,2261,2257,2262,2256,2256,2254,2257,2257,31,1377,5261,5568,3249,0,1237,3491,18806,,
35,32,15,50,19,19,33,60,2257,2257,2258,2255,2256,2256,2262,2257,1,1377,3718,4803,3098,0,929,3330,15878,,
26,48,15,39,28,21,11,56,2257,2255,2255,2255,2258,2258,2259,2258,31,1377,3411,4495,2945,0,775,3330,14956,,
57,34,11,39,17,15,40,26,2257,2257,2257,2257,2255,2256,2257,2256,34,1377,3256,4497,2946,0,775,3330,14804,,
59,30,21,37,15,55,14,15,2257,2257,2255,2252,2258,2257,2256,2257,34,1377,3256,4652,2945,0,775,3290,14918,,
19,20,19,86,35,47,12,18,2261,2253,2261,2256,2257,2259,2257,2258,23,1377,3256,4650,2945,0,775,3330,14956,,
23,33,26,77,59,14,14,18,2257,2258,2258,2258,2257,2255,2258,2258,1,1377,3410,4650,3100,0,930,3330,15420,,
59,17,12,50,36,49,16,15,2257,2256,2261,2257,2255,2257,2256,2255,0,1377,3410,4650,2945,0,930,3330,15265,,
