CPU_Core_1_Usage_%,CPU_Core_2_Usage_%,CPU_Core_3_Usage_%,CPU_Core_4_Usage_%,CPU_Core_5_Usage_%,CPU_Core_6_Usage_%,CPU_Core_7_Usage_%,CPU_Core_8_Usage_%,CPU_Core_1_Freq_MHz,CPU_Core_2_Freq_MHz,CPU_Core_3_Freq_MHz,CPU_Core_4_Freq_MHz,CPU_Core_5_Freq_MHz,CPU_Core_6_Freq_MHz,CPU_Core_7_Freq_MHz,CPU_Core_8_Freq_MHz,GPU_Usage_%,GPU_Freq_MHz,GPU_mW,CPU_mW,SOC_mW,VDDRQ_mW,SYS5V_mW,Total_Power_mW,CV_mW
35,53,100,18,27,25,45,18,2265,2264,2265,2268,2265,2265,2265,2265,0,1377,3407,5265,3097,774,3640,16183,0.0
25,25,100,15,35,23,53,16,2266,2257,2264,2265,2263,2265,2265,2264,0,1377,3098,5113,3098,774,3600,15683,
0,10,100,8,27,16,54,23,2265,2265,2264,2262,2264,2265,2268,2264,0,1377,2945,4960,3100,620,3560,15185,0.0
63,16,100,16,25,25,53,7,2259,2264,2264,2264,2266,2265,2265,2264,0,1377,2790,5115,3100,620,3560,15185,0.0
38,53,100,25,38,46,36,45,2264,2264,2264,2264,2270,2265,2264,2265,54,1377,2790,5268,3100,774,3600,15532,0.0
27,57,100,0,30,27,16,8,2265,2263,2258,2264,2264,2264,2265,2265,18,1377,2790,5115,3100,620,3600,15225,0.0
45,58,100,15,25,27,42,33,2264,2264,2265,2265,2265,2268,2263,2264,35,1377,2635,5115,3100,620,3560,15030,0.0
35,50,100,36,41,61,20,36,2261,2265,2258,2265,2265,2265,2266,2264,34,1377,2635,5425,3100,620,3560,15340,0.0
50,58,100,33,27,50,38,41,2265,2263,2265,2264,2265,2265,2265,2265,0,1377,2634,5732,3098,774,3600,15838,0.0
25,16,100,8,61,23,25,30,2264,2264,2265,2265,2265,2266,2265,2265,34,1377,2635,5580,3100,620,3560,15495,0.0
50,50,100,35,58,36,54,58,2266,2265,2264,2265,2263,2263,2264,2267,39,1377,2479,5732,3098,619,3560,15488,0.0
27,38,100,8,54,35,25,25,2266,2265,2266,2265,2264,2264,2264,2263,0,1377,2480,5580,3100,619,3560,15339,0.0
54,30,100,30,57,25,33,30,2265,2265,2264,2264,2265,2264,2265,2269,34,1377,2480,5735,3100,619,3560,15494,0.0
53,75,100,40,36,66,63,61,2264,2265,2265,2262,2265,2261,2264,2264,1,1377,2479,6197,3098,774,3600,16148,0.0
66,100,100,42,46,38,46,45,2264,2265,2264,2264,2263,2260,2265,2264,9,1377,2632,6504,3097,774,3600,16607,0.0
50,83,100,33,27,58,61,33,2265,2265,2263,2264,2261,2264,2259,2264,21,1377,2632,6504,3097,774,3640,16647,0.0
27,100,100,36,53,36,41,41,2265,2264,2264,2265,2264,2264,2263,2265,13,1377,2632,6659,3097,774,3640,16802,0.0
38,38,100,36,25,53,27,38,2265,2264,2265,2265,2265,2264,2265,2264,0,1377,2632,6350,3097,774,3640,16493,0.0
76,36,100,38,27,25,33,42,2263,2264,2263,2264,2264,2264,2264,2264,7,1377,2479,6350,3098,774,3600,16301,0.0
33,30,53,57,21,14,50,25,2264,2264,2264,2264,2265,2262,2265,2262,0,1377,2479,5887,3098,774,3600,15838,0.0
25,28,9,50,0,8,100,21,2266,2262,2264,2261,2264,2264,2265,2264,0,1377,2480,5425,3100,620,3600,15225,0.0
8,9,7,54,23,18,100,0,2265,2263,2263,2265,2265,2264,2265,2264,6,1377,2480,5115,2945,620,3560,14720,0.0
25,18,0,50,0,30,100,8,2262,2265,2262,2264,2264,2265,2265,2264,0,1377,2481,4962,2946,620,3560,14569,0.0
0,23,0,50,16,16,100,0,2264,2264,2264,2265,2264,2265,2263,2265,0,1377,2481,4652,2946,620,3560,14259,0.0
16,27,8,53,25,18,100,16,2264,2264,2265,2264,2265,2265,2263,2264,0,1377,2481,4807,2946,620,3560,14414,0.0
16,30,0,50,16,16,100,33,2265,2265,2263,2262,2264,2264,2264,2267,32,1377,2481,4807,2946,620,3560,14414,0.0
18,27,15,54,23,25,100,41,2264,2266,2265,2264,2265,2264,2268,2265,5,1377,2481,4807,2946,620,3560,14414,0.0
64,38,30,66,33,50,100,50,2263,2265,2264,2265,2265,2263,2265,2265,0,1377,2480,5270,2945,620,3600,14915,
69,66,45,41,38,30,18,10,2264,2265,2264,2265,2265,2264,2264,2264,0,1377,2171,5270,2946,620,3560,14567,0.0
91,36,46,33,25,25,53,18,2266,2263,2265,2265,2264,2264,2265,2265,0,1377,2171,5270,2945,620,3560,14566,0.0
30,36,61,40,41,27,91,69,2266,2264,2262,2264,2264,2265,2264,2264,34,1377,2170,5580,2945,620,3560,14875,
53,20,54,33,58,50,100,75,2264,2270,2265,2265,2265,2262,2266,2265,57,1377,2480,5887,3098,619,3600,15684,0.0
46,16,36,0,9,33,100,7,2264,2265,2265,2264,2265,2263,2264,2270,46,1377,2480,5580,3100,620,3600,15380,0.0
33,25,38,33,30,66,100,30,2265,2264,2264,2264,2264,2264,2265,2265,20,1377,2480,5577,3100,620,3600,15377,0.0
25,25,9,16,54,23,100,28,2263,2262,2264,2264,2265,2263,2268,2270,34,1377,2480,5425,2945,620,3600,15070,
35,16,28,8,61,15,100,8,2265,2264,2265,2263,2264,2263,2261,2267,35,1377,2480,5115,2945,620,3560,14720,0.0
41,33,41,0,27,83,72,36,2265,2262,2264,2264,2265,2265,2264,2263,32,1377,2480,5425,2945,619,3600,15069,0.0
30,16,8,16,8,54,100,16,2265,2265,2261,2263,2265,2264,2270,2265,33,1377,2480,5115,2945,620,3560,14720,0.0
33,25,41,9,18,53,100,18,2265,2265,2265,2262,2264,2264,2264,2264,32,1377,2480,5115,2945,620,3560,14720,0.0
45,30,50,23,75,50,100,61,2265,2264,2265,2264,2264,2265,2265,2265,0,1377,2480,5423,2943,619,3600,15065,0.0
61,69,91,64,58,64,100,46,2265,2265,2265,2265,2265,2265,2265,2264,16,1377,2632,6040,3097,774,3640,16183,0.0
50,33,69,58,71,75,100,75,2264,2265,2265,2264,2264,2265,2264,2265,25,1377,2787,6502,3097,774,3640,16800,0.0
64,58,46,53,71,66,100,58,2265,2262,2265,2264,2265,2265,2265,2265,14,1377,2941,6811,3251,774,3640,17417,0.0
11,16,33,36,25,18,100,20,2264,2264,2264,2261,2267,2264,2264,2262,0,1377,2942,6347,3097,774,3640,16800,0.0
41,50,33,25,0,25,100,35,2265,2264,2264,2265,2265,2263,2264,2262,0,1377,2787,6195,3097,774,3600,16453,0.0
27,50,18,33,27,16,100,25,2263,2264,2264,2265,2264,2264,2263,2265,0,1377,2788,5887,3098,774,3600,16147,0.0
25,54,8,25,8,8,100,28,2265,2264,2264,2265,2265,2264,2265,2265,6,1377,2635,5577,3098,619,3600,15529,0.0
52,66,46,61,66,61,100,60,2264,2263,2264,2262,2263,2265,2265,2262,32,1377,2479,6042,3098,619,3560,15798,0.0
83,69,61,66,100,70,38,100,2265,2265,2264,2265,2264,2265,2264,2262,32,1377,2479,6659,3097,619,3600,16454,0.0
16,18,54,9,100,15,0,100,2264,2264,2261,2266,2263,2265,2265,2264,22,1377,2324,6352,3098,619,3560,15953,0.0
30,23,53,23,100,18,0,100,2265,2260,2265,2265,2264,2264,2264,2264,25,1377,2324,6352,3098,619,3560,15953,0.0
30,25,15,38,100,15,46,100,2263,2266,2265,2264,2260,2265,2264,2263,34,1377,2324,6197,3098,619,3560,15798,0.0
9,25,8,16,100,0,50,100,2264,2264,2260,2264,2265,2256,2263,2261,34,1377,2324,6197,3098,619,3560,15798,0.0
8,25,7,27,100,8,50,100,2265,2264,2263,2264,2264,2262,2264,2264,19,1377,2325,6042,2943,619,3560,15489,0.0
23,23,0,30,100,8,50,92,2264,2261,2264,2263,2264,2264,2262,2264,34,1377,2325,5887,2943,619,3560,15334,0.0
25,25,58,33,100,8,9,100,2265,2259,2263,2262,2267,2264,2264,2264,1,1377,2325,6042,2943,619,3560,15489,0.0
16,30,50,23,100,38,15,100,2267,2264,2264,2265,2264,2263,2264,2261,33,1377,2325,6042,2943,619,3560,15489,0.0
50,23,71,25,100,8,16,100,2265,2264,2266,2264,2264,2265,2265,2265,0,1377,2325,6042,3098,619,3560,15644,0.0
38,27,53,23,100,38,50,100,2265,2264,2264,2264,2265,2265,2265,2264,22,1377,2324,6197,3098,619,3560,15798,0.0
30,35,18,27,100,61,58,100,2264,2264,2264,2264,2264,2265,2265,2265,0,1377,2324,6197,3098,619,3600,15838,
9,18,46,23,100,46,9,100,2265,2265,2265,2265,2264,2264,2264,2264,0,1377,2170,6197,3098,619,3560,15644,
50,60,30,27,100,41,33,100,2264,2263,2264,2265,2264,2264,2263,2264,0,1377,2169,6352,3098,619,3560,15798,
33,10,46,27,100,0,66,100,2266,2263,2266,2264,2265,2260,2264,2264,1,1377,2169,6352,3098,619,3560,15798,0.0
72,9,25,33,100,7,15,100,2264,2265,2264,2261,2261,2264,2265,2265,0,1377,2169,6197,3098,619,3560,15643,0.0
50,45,9,25,100,7,33,100,2265,2264,2265,2264,2265,2266,2266,2263,2,1377,2324,6197,3098,619,3560,15798,
33,33,25,9,100,8,50,100,2265,2264,2265,2264,2264,2264,2265,2265,34,1377,2324,6197,3098,619,3560,15798,0.0
41,46,58,33,100,27,14,100,2264,2264,2265,2264,2264,2264,2264,2264,35,1377,2324,6352,3098,619,3560,15953,0.0
30,28,66,40,100,0,25,100,2264,2265,2264,2263,2265,2263,2266,2264,2,1377,2324,6197,3098,619,3560,15798,0.0
72,36,23,42,100,58,35,100,2262,2264,2265,2265,2264,2268,2263,2267,26,1377,2324,6352,3098,619,3560,15953,
66,30,46,43,100,45,25,100,2264,2265,2264,2264,2264,2263,2266,2265,0,1377,2324,6507,3098,619,3560,16108,0.0
16,54,9,9,100,25,30,100,2263,2264,2265,2264,2264,2264,2268,2259,30,1377,2324,6352,3098,619,3560,15953,0.0
41,53,16,16,100,23,25,100,2264,2265,2264,2261,2266,2264,2265,2268,2,1377,2324,6197,3098,619,3560,15798,0.0
69,16,30,35,100,25,25,100,2265,2265,2265,2265,2264,2264,2264,2264,0,1377,2324,6197,3098,619,3600,15838,0.0
41,8,14,16,100,18,54,100,2263,2265,2264,2264,2264,2264,2264,2264,0,1377,2479,6197,3098,619,3600,15993,0.0
42,9,9,18,100,28,58,100,2263,2261,2266,2264,2264,2264,2264,2264,32,1377,2479,6197,3098,619,3560,15953,0.0
36,30,50,28,100,16,61,100,2264,2263,2264,2265,2264,2264,2264,2264,0,1377,2479,6197,3097,774,3600,16147,0.0
33,30,30,18,100,7,33,100,2264,2264,2266,2265,2264,2265,2265,2264,2,1377,2632,6195,3097,774,3600,16298,0.0
45,57,45,69,100,18,0,100,2259,2264,2262,2267,2265,2264,2263,2264,0,1377,2478,6350,3097,774,3600,16299,
38,63,54,36,100,30,15,100,2265,2264,2259,2265,2265,2263,2264,2264,0,1377,2632,6504,3097,774,3600,16607,0.0
33,0,25,33,100,16,54,100,2264,2263,2264,2264,2265,2265,2265,2263,34,1377,2478,6350,3097,774,3600,16299,0.0
41,7,46,8,100,16,25,100,2265,2260,2265,2265,2265,2268,2264,2264,32,1377,2632,6195,3097,774,3600,16298,0.0
38,25,69,42,100,15,14,100,2265,2263,2264,2264,2264,2267,2264,2265,0,1377,2479,6195,3097,774,3600,16145,0.0
41,25,16,61,100,10,8,100,2264,2264,2264,2265,2264,2264,2265,2264,31,1377,2632,6350,3097,774,3600,16453,0.0
41,33,69,46,100,33,25,100,2263,2260,2262,2264,2264,2263,2263,2264,3,1377,2787,6350,3097,774,3640,16648,0.0
53,58,57,38,100,64,30,100,2265,2265,2265,2264,2264,2264,2264,2265,2,1377,2787,6657,3097,774,3640,16955,0.0
63,64,45,40,100,53,33,100,2265,2265,2264,2265,2264,2265,2265,2263,34,1377,2786,6811,3096,774,3640,17107,0.0
41,27,46,25,100,53,33,100,2265,2264,2264,2270,2264,2263,2264,2265,0,1377,2632,6657,3097,774,3640,16800,0.0
61,69,58,50,100,15,21,100,2264,2265,2265,2265,2264,2264,2264,2264,0,1377,2786,6811,3251,774,3640,17262,0.0
81,50,83,63,92,53,58,92,2265,2264,2263,2264,2264,2263,2265,2265,69,1377,2941,7118,3249,928,3680,17916,0.0
83,63,36,41,91,58,100,100,2263,2259,2265,2264,2262,2265,2262,2265,16,1377,3095,7273,3249,928,3720,18265,0.0
42,61,35,61,30,50,42,100,2264,2265,2265,2264,2264,2263,2265,2261,0,1377,2940,7118,3249,928,3680,17915,0.0
60,20,50,45,50,45,41,100,2263,2262,2264,2264,2264,2263,2264,2265,19,1377,2941,6966,3251,928,3680,17766,0.0
66,62,76,61,64,53,53,100,2265,2264,2264,2264,2262,2265,2265,2263,15,1377,2941,7121,3251,928,3680,17921,0.0
27,69,50,36,54,27,16,100,2265,2264,2264,2263,2264,2265,2263,2268,1,1377,2941,6811,3251,928,3680,17611,0.0
66,33,20,54,53,41,33,100,2265,2264,2265,2264,2265,2264,2266,2264,47,1377,2941,6811,3251,928,3640,17571,0.0
35,16,53,57,50,53,38,100,2266,2264,2262,2266,2263,2266,2263,2264,0,1377,2787,6504,3251,774,3640,16956,0.0
60,53,60,86,64,64,75,100,2264,2264,2263,2265,2265,2264,2265,2265,32,1377,2786,7121,3251,774,3640,17572,0.0
41,41,46,33,25,58,36,100,2262,2262,2265,2263,2264,2265,2269,2260,0,1377,2786,6811,3097,774,3640,17108,0.0
10,16,38,35,8,63,15,100,2266,2268,2264,2265,2265,2265,2264,2265,0,1377,2787,6350,3097,774,3600,16608,
46,35,25,45,50,46,10,100,2264,2265,2265,2265,2265,2264,2263,2264,20,1377,2634,6195,3098,774,3600,16301,
40,27,33,33,53,41,85,41,2267,2265,2264,2264,2264,2265,2264,2268,0,1377,2634,6042,3098,774,3600,16148,0.0
41,38,25,46,41,50,100,25,2265,2265,2264,2264,2264,2268,2265,2263,10,1377,2634,6042,3098,774,3600,16148,0.0
54,25,18,20,25,0,100,25,2263,2265,2265,2265,2265,2264,2264,2253,0,1377,2634,5732,3098,619,3600,15683,0.0
61,25,18,16,10,9,100,25,2265,2265,2265,2263,2265,2264,2262,2264,0,1377,2480,5425,3100,620,3560,15185,0.0
18,66,21,23,8,15,100,18,2263,2264,2263,2262,2265,2264,2262,2264,0,1377,2635,5270,3100,620,3560,15185,0.0
50,0,50,83,10,9,100,30,2265,2262,2264,2263,2268,2269,2266,2259,12,1377,2635,5425,3100,620,3560,15340,0.0
58,38,9,100,41,0,100,33,2263,2264,2265,2264,2269,2264,2263,2264,0,1377,2480,5577,3098,774,3600,15529,0.0
41,53,18,84,36,33,100,30,2264,2264,2263,2262,2268,2265,2264,2265,0,1377,2788,5887,3098,774,3600,16147,0.0
58,16,42,38,30,41,75,27,2264,2261,2257,2264,2265,2264,2264,2266,27,1377,2634,5732,3098,774,3600,15838,
71,41,36,58,20,46,100,33,2265,2264,2264,2265,2264,2265,2265,2265,34,1377,2634,5887,3098,774,3600,15993,0.0
54,53,76,91,71,50,80,85,2264,2264,2264,2260,2265,2265,2265,2263,47,1377,2632,6350,3097,774,3640,16493,0.0
100,58,75,75,69,78,84,58,2265,2265,2265,2264,2265,2262,2262,2264,34,1377,2786,6966,3251,928,3680,17611,0.0
83,50,72,58,58,58,100,54,2264,2264,2264,2265,2264,2264,2265,2264,19,1377,2786,7121,3251,928,3680,17766,0.0
27,50,41,61,58,36,100,8,2265,2263,2265,2265,2264,2262,2263,2265,0,1377,2941,6811,3251,928,3680,17611,0.0
33,9,30,36,53,25,100,27,2265,2264,2261,2264,2264,2264,2264,2260,34,1377,2787,6502,3252,774,3640,16955,0.0
46,36,46,50,16,25,100,35,2264,2263,2265,2260,2265,2264,2267,2265,19,1377,2632,6195,3097,774,3640,16338,0.0
30,20,54,50,33,16,100,33,2265,2265,2263,2265,2264,2264,2265,2265,1,1377,2632,6040,3097,774,3600,16143,
30,16,16,58,0,10,100,33,2263,2264,2263,2262,2264,2264,2261,2264,1,1377,2479,5732,3098,774,3600,15683,0.0
50,92,25,61,38,38,100,33,2265,2264,2265,2265,2263,2263,2264,2263,15,1377,2632,5885,3097,774,3600,15988,0.0
54,50,54,54,41,27,100,50,2264,2264,2265,2265,2263,2265,2265,2264,9,1377,2632,6195,3097,774,3640,16338,0.0
58,50,76,45,50,84,53,100,2264,2264,2264,2265,2263,2264,2264,2264,34,1377,2786,6502,3251,928,3680,17147,0.0
45,45,76,50,50,45,61,100,2265,2266,2268,2264,2264,2264,2264,2264,11,1377,2786,6657,3251,928,3680,17302,0.0
33,23,23,69,33,30,9,100,2263,2263,2262,2265,2265,2263,2264,2265,0,1377,2941,6347,3252,774,3680,16994,0.0
23,36,38,45,16,36,0,100,2265,2264,2264,2265,2265,2264,2264,2265,29,1377,2787,6037,3097,774,3640,16335,0.0
58,27,33,63,38,57,16,100,2264,2265,2264,2265,2264,2271,2263,2263,2,1377,2787,5883,3097,774,3640,16181,0.0
9,25,41,25,0,18,30,100,2263,2264,2265,2263,2265,2263,2265,2259,0,1377,2787,5730,3097,774,3600,15988,0.0
15,7,8,50,16,23,9,100,2264,2264,2265,2264,2264,2264,2264,2262,32,1377,2634,5268,3098,619,3600,15219,0.0
9,8,8,58,7,38,35,100,2263,2268,2264,2265,2265,2257,2263,2265,0,1377,2635,4958,3100,619,3560,14872,0.0
15,41,0,50,9,41,18,100,2262,2263,2263,2264,2267,2264,2272,2264,0,1377,2635,5113,3100,619,3560,15027,0.0
0,16,50,16,16,25,83,58,2265,2264,2264,2264,2264,2263,2264,2265,34,1377,2635,4960,2945,620,3560,14720,0.0
23,9,61,15,18,27,100,7,2265,2265,2264,2265,2264,2264,2265,2265,0,1377,2635,4805,2945,620,3560,14565,0.0
66,30,50,0,15,37,100,15,2265,2263,2264,2264,2265,2262,2265,2257,32,1377,2635,4960,2945,620,3560,14720,0.0
18,41,50,38,25,25,100,8,2264,2264,2265,2267,2265,2264,2264,2265,15,1377,2480,4960,2945,620,3560,14565,0.0
38,25,66,23,33,30,100,14,2265,2264,2264,2264,2264,2264,2264,2264,0,1377,2635,4960,2945,620,3560,14720,0.0
18,33,25,50,25,27,100,27,2265,2264,2265,2265,2264,2264,2265,2264,33,1377,2635,5115,2945,620,3560,14875,0.0
41,25,9,64,33,23,100,38,2265,2263,2265,2264,2265,2264,2265,2264,2,1377,2480,4960,2945,620,3560,14565,
25,0,7,50,33,33,100,25,2265,2268,2263,2265,2264,2265,2264,2253,8,1377,2635,4960,2945,620,3560,14720,0.0
23,9,9,8,41,16,100,30,2262,2264,2264,2264,2264,2263,2263,2264,34,1377,2481,4805,2946,620,3520,14372,0.0
75,16,25,16,54,9,100,25,2263,2264,2260,2261,2269,2264,2263,2264,0,1377,2481,4960,2945,620,3560,14566,0.0
0,7,8,16,61,8,100,25,2265,2265,2263,2265,2264,2264,2264,2267,32,1377,2636,4805,2946,620,3560,14567,0.0
15,8,15,16,23,45,100,25,2264,2265,2264,2264,2263,2262,2265,2264,8,1377,2481,4652,2946,620,3520,14219,0.0
16,15,25,25,8,58,100,27,2262,2264,2263,2264,2265,2264,2266,2264,0,1377,2636,4497,2946,620,3560,14259,0.0
9,8,0,16,0,58,100,23,2260,2263,2265,2258,2264,2264,2265,2264,0,1377,2636,4497,2946,620,3520,14219,0.0
25,7,25,16,9,50,100,0,2263,2263,2271,2264,2264,2262,2264,2260,33,1377,2481,4342,2946,620,3520,13909,0.0
21,9,16,16,25,38,91,46,2265,2265,2265,2264,2264,2264,2264,2264,0,1377,2636,4342,2946,620,3520,14064,0.0
18,27,61,23,100,30,9,53,2263,2265,2264,2263,2264,2264,2265,2264,0,1377,2636,4652,2946,620,3520,14374,0.0
9,27,23,0,100,18,8,53,2265,2265,2264,2265,2263,2269,2261,2261,32,1377,2481,4652,2946,620,3520,14219,
30,18,100,15,30,30,15,54,2264,2264,2264,2265,2263,2264,2264,2264,0,1377,2481,4807,2946,620,3520,14374,0.0
41,61,100,50,46,84,50,73,2265,2265,2264,2262,2264,2264,2264,2265,19,1377,2635,5425,3098,619,3560,15337,0.0
75,53,100,46,58,83,72,66,2265,2261,2264,2264,2264,2265,2264,2264,29,1377,2787,6195,3097,774,3640,16493,0.0
36,35,100,50,53,25,33,66,2264,2267,2264,2264,2263,2264,2263,2264,25,1377,2942,6195,3097,774,3640,16648,
54,72,100,72,33,50,25,58,2264,2264,2265,2265,2267,2263,2264,2265,16,1377,2942,6502,3251,774,3640,17109,0.0
50,36,100,45,41,38,83,61,2265,2265,2265,2261,2264,2264,2264,2264,48,1377,2941,6657,3251,928,3680,17457,
53,54,100,66,41,25,66,41,2264,2264,2265,2264,2258,2264,2265,2264,53,1377,2941,6657,3251,928,3680,17457,0.0
33,25,100,8,33,25,27,58,2261,2267,2264,2264,2264,2264,2262,2268,10,1377,2787,6350,3097,774,3640,16648,0.0
46,38,100,8,0,35,21,63,2264,2265,2260,2267,2265,2264,2264,2269,0,1377,2634,5885,3097,774,3600,15990,0.0
18,27,100,30,69,66,33,61,2265,2265,2265,2265,2265,2264,2263,2264,0,1377,2787,6040,3097,774,3600,16298,0.0
27,16,100,30,8,100,53,0,2264,2265,2264,2264,2264,2264,2263,2262,24,1377,2632,6040,3097,774,3600,16143,0.0
69,50,100,50,46,92,38,53,2264,2264,2265,2265,2263,2265,2262,2265,33,1377,2787,6347,3097,774,3640,16645,0.0
92,46,100,58,69,63,64,54,2264,2264,2266,2264,2264,2264,2264,2265,14,1377,2786,6657,3251,928,3680,17302,0.0
33,33,92,8,25,16,8,63,2262,2258,2268,2264,2264,2264,2262,2268,32,1377,2941,6347,3251,928,3640,17107,0.0
46,45,100,25,45,25,9,23,2264,2264,2263,2265,2265,2265,2263,2265,0,1377,2787,6040,3097,774,3640,16338,0.0
57,61,100,30,53,57,54,41,2265,2264,2265,2264,2265,2265,2264,2267,0,1377,2787,6192,3097,774,3640,16490,0.0
16,33,100,0,25,58,28,8,2264,2263,2264,2264,2263,2265,2264,2263,0,1377,2788,5730,3098,774,3600,15990,0.0
9,36,100,33,16,54,0,25,2264,2264,2264,2264,2265,2265,2264,2264,35,1377,2788,5577,3098,774,3600,15837,0.0
38,61,100,28,57,64,33,42,2266,2264,2265,2264,2265,2264,2264,2265,0,1377,2942,5885,3097,774,3640,16338,0.0
42,38,100,30,46,63,38,64,2265,2267,2264,2263,2265,2265,2265,2265,8,1377,2787,5885,3097,774,3640,16183,0.0
60,36,100,46,46,66,57,41,2264,2265,2264,2257,2264,2264,2262,2262,5,1377,3097,6192,3251,774,3640,16954,0.0
61,50,100,50,66,58,50,72,2265,2265,2264,2263,2264,2267,2264,2265,30,1377,3096,6502,3251,928,3680,17457,0.0
72,69,100,66,46,41,71,76,2262,2265,2265,2263,2264,2263,2261,2262,19,1377,3249,6809,3249,928,3720,17955,0.0
36,38,100,10,50,58,20,50,2264,2265,2265,2264,2265,2264,2265,2267,0,1377,3096,6654,3251,928,3680,17609,0.0
36,45,100,57,16,69,54,46,2265,2265,2265,2265,2265,2264,2266,2265,5,1377,3251,6809,3251,928,3680,17919,0.0
23,38,100,42,23,41,46,33,2264,2263,2262,2263,2264,2265,2264,2264,1,1377,3096,6502,3251,774,3640,17263,0.0
57,41,100,45,71,50,61,64,2264,2264,2264,2265,2264,2264,2264,2265,51,1377,3096,6809,3251,928,3680,17764,0.0
64,69,100,75,76,66,75,63,2262,2264,2264,2265,2264,2264,2262,2263,35,1377,3249,7118,3249,928,3720,18264,0.0
33,54,63,41,100,42,53,53,2265,2265,2258,2265,2264,2264,2265,2264,43,1377,3404,7115,3248,928,3720,18415,0.0
50,28,46,38,100,8,38,50,2264,2265,2265,2263,2265,2265,2265,2264,8,1377,3404,6809,3249,928,3680,18070,0.0
25,33,8,53,100,8,40,30,2265,2265,2261,2265,2265,2264,2263,2264,12,1377,3096,6347,3251,774,3680,17148,0.0
38,23,69,9,100,25,30,33,2264,2264,2261,2265,2266,2263,2265,2264,0,1377,3097,6040,3097,774,3640,16648,0.0
41,25,50,9,92,16,0,25,2264,2265,2263,2264,2265,2265,2267,2270,34,1377,2943,5730,3098,774,3640,16185,0.0
16,16,61,35,100,35,0,16,2265,2265,2264,2265,2264,2264,2265,2265,0,1377,2788,5423,3098,774,3640,15723,0.0
93,84,92,84,100,100,87,86,2265,2267,2264,2265,2263,2264,2265,2264,34,1377,2787,6657,3097,774,3640,16955,0.0
46,30,66,46,100,46,33,16,2265,2269,2269,2265,2264,2264,2265,2261,6,1377,2632,6504,3097,774,3640,16647,0.0
0,9,25,27,100,16,27,8,2262,2264,2264,2264,2264,2263,2264,2264,34,1377,2788,6042,3098,774,3600,16302,0.0
30,0,54,38,100,16,25,25,2265,2264,2265,2265,2262,2266,2261,2264,0,1377,2634,5732,3098,774,3600,15838,0.0
9,8,61,30,100,7,15,0,2264,2264,2264,2265,2265,2260,2265,2265,34,1377,2635,5270,3100,620,3600,15225,0.0
58,15,8,38,100,0,25,0,2265,2265,2265,2265,2266,2265,2265,2264,0,1377,2790,5115,3100,620,3600,15225,0.0
69,16,0,33,100,15,16,0,2265,2265,2264,2266,2265,2264,2265,2265,31,1377,2790,4960,3100,620,3600,15070,0.0
66,25,0,38,100,0,18,7,2264,2265,2264,2264,2266,2261,2260,2265,8,1377,2945,4805,3100,620,3560,15030,0.0
66,16,16,53,100,15,16,0,2265,2264,2265,2265,2264,2266,2263,2264,33,1377,2945,4805,3100,620,3600,15070,0.0
58,16,18,41,100,0,8,0,2265,2264,2265,2264,2264,2264,2264,2264,0,1377,3100,4650,3100,620,3600,15070,0.0
18,8,8,38,100,0,58,7,2263,2268,2265,2264,2263,2265,2263,2256,34,1377,3100,4650,3100,620,3600,15070,0.0
16,25,0,36,100,8,69,0,2264,2264,2264,2264,2258,2262,2258,2263,17,1377,3255,4650,3100,775,3600,15380,0.0
16,33,28,30,100,0,61,7,2264,2263,2264,2263,2264,2263,2264,2264,2,1377,3410,4648,3098,774,3600,15530,0.0
15,30,41,8,100,14,0,66,2260,2265,2264,2265,2258,2267,2265,2264,34,1377,3410,4648,3098,774,3600,15530,0.0
15,30,46,25,100,15,30,53,2264,2265,2265,2265,2265,2263,2265,2264,32,1377,3408,4648,3098,774,3600,15528,0.0
25,36,23,27,100,41,50,27,2264,2265,2264,2265,2265,2265,2266,2269,34,1377,3408,4958,3098,774,3600,15838,0.0
18,16,58,9,58,90,25,15,2265,2264,2263,2264,2264,2268,2265,2264,10,1377,3562,5111,3097,774,3640,16184,
30,0,27,91,33,9,25,8,2264,2264,2264,2258,2264,2260,2264,2261,3,1377,3408,4803,3098,774,3600,15683,0.0
18,30,41,50,72,46,23,41,2269,2265,2264,2264,2264,2265,2264,2264,0,1377,3098,4958,3098,774,3640,15568,0.0
90,8,16,0,15,41,0,7,2260,2261,2264,2265,2265,2264,2262,2267,0,1377,2790,4650,2945,620,3600,14605,0.0
76,18,8,15,9,54,50,30,2263,2264,2264,2264,2257,2265,2264,2264,29,1377,2790,4495,2945,620,3560,14410,0.0
16,25,8,8,16,53,100,15,2265,2268,2261,2262,2261,2264,2265,2264,9,1377,2635,4495,2945,620,3560,14255,0.0
18,61,8,8,15,8,76,10,2264,2263,2264,2267,2264,2259,2263,2265,34,1377,2636,4495,2945,620,3560,14256,0.0
25,50,9,15,9,0,100,25,2261,2264,2265,2265,2263,2264,2264,2265,28,1377,2481,4342,2946,620,3520,13909,0.0
18,57,7,9,16,0,100,16,2262,2262,2263,2264,2264,2264,2264,2262,12,1377,2481,4342,2946,620,3520,13909,0.0
30,41,0,0,16,30,100,7,2264,2265,2264,2269,2265,2264,2265,2264,29,1377,2481,4186,2946,620,3520,13753,0.0
