CPU_Core_1_Usage_%,CPU_Core_2_Usage_%,CPU_Core_3_Usage_%,CPU_Core_4_Usage_%,CPU_Core_5_Usage_%,CPU_Core_6_Usage_%,CPU_Core_7_Usage_%,CPU_Core_8_Usage_%,CPU_Core_1_Freq_MHz,CPU_Core_2_Freq_MHz,CPU_Core_3_Freq_MHz,CPU_Core_4_Freq_MHz,CPU_Core_5_Freq_MHz,CPU_Core_6_Freq_MHz,CPU_Core_7_Freq_MHz,CPU_Core_8_Freq_MHz,GPU_Usage_%,GPU_Freq_MHz,GPU_mW,CPU_mW,SOC_mW,CV_mW,VDDRQ_mW,SYS5V_mW,Total_Power_mW
38,27,54,66,69,50,100,30,2264,2264,2264,2263,2264,2265,2265,2262,32,1377,2946,3721,2946,0,620,3560,13793
76,46,61,76,61,66,8,8,2264,2265,2265,2264,2264,2265,2265,2265,32,1377,3408,4338,3098,0,774,3600,15218
18,100,38,90,40,72,50,25,2265,2266,2264,2262,2263,2264,2265,2264,33,1377,3872,4954,3252,0,928,3640,16646
16,100,0,75,64,53,76,38,2264,2265,2265,2265,2264,2265,2264,2267,16,1377,4333,5261,3249,0,928,3680,17451
27,100,7,91,72,58,54,63,2264,2265,2264,2268,2265,2265,2265,2264,33,1377,4795,5723,3403,0,1082,3720,18723
33,100,58,84,46,92,46,50,2262,2266,2264,2264,2265,2265,2265,2264,33,1377,4947,6030,3401,0,1082,3760,19220
25,91,91,92,54,41,30,54,2264,2262,2261,2265,2263,2262,2273,2266,39,1377,5100,6336,3400,0,1081,3760,19677
23,92,33,76,78,58,53,30,2265,2264,2266,2258,2262,2263,2262,2265,33,1377,5409,6336,3554,0,1236,3800,20335
50,61,41,41,66,69,91,66,2264,2264,2264,2265,2264,2263,2265,2266,33,1377,5409,6646,3554,0,1236,3800,20645
81,40,10,23,69,75,83,8,2263,2264,2260,2260,2265,2267,2269,2265,37,1377,5409,6491,3554,0,1236,3800,20490
41,58,76,10,20,83,40,41,2265,2265,2260,2265,2264,2264,2265,2264,33,1377,5409,6336,3554,0,1081,3800,20180
