CPU_Core_1_Usage_%,CPU_Core_2_Usage_%,CPU_Core_3_Usage_%,CPU_Core_4_Usage_%,CPU_Core_5_Usage_%,CPU_Core_6_Usage_%,CPU_Core_7_Usage_%,CPU_Core_8_Usage_%,CPU_Core_1_Freq_MHz,CPU_Core_2_Freq_MHz,CPU_Core_3_Freq_MHz,CPU_Core_4_Freq_MHz,CPU_Core_5_Freq_MHz,CPU_Core_6_Freq_MHz,CPU_Core_7_Freq_MHz,CPU_Core_8_Freq_MHz,GPU_Usage_%,GPU_Freq_MHz,GPU_mW,CPU_mW,SOC_mW,CV_mW,VDDRQ_mW,SYS5V_mW,Total_Power_mW
46,100,7,0,83,78,54,27,2264,2259,2264,2264,2265,2264,2264,2265,33,1377,2637,3876,2946,0.0,620,3560,13639
20,100,0,7,58,100,69,63,2265,2270,2265,2264,2264,2271,2265,2264,29,1377,3100,4495,3100,0.0,775,3600,15070
8,75,0,25,54,100,66,25,2263,2264,2263,2260,2266,2265,2264,2265,27,1377,3563,4801,3097,0.0,774,3600,15835
28,92,30,41,33,100,45,54,2265,2264,2265,2264,2264,2264,2265,2264,33,1377,3717,5108,3097,0.0,774,3640,16336
66,75,38,53,28,100,46,30,2265,2264,2265,2264,2265,2264,2265,2262,34,1377,4023,5571,3249,0.0,928,3680,17451
33,53,8,90,15,100,69,50,2265,2264,2264,2265,2265,2265,2264,2265,16,1377,4178,5725,3249,0.0,928,3680,17760
25,53,0,84,18,100,72,42,2264,2264,2265,2264,2265,2269,2261,2268,32,1377,4333,5878,3249,0.0,928,3680,18068
66,50,38,46,30,100,18,66,2265,2265,2265,2264,2263,2264,2262,2264,42,1377,4485,5878,3249,0.0,928,3720,18260
85,66,91,50,7,100,30,21,2264,2265,2264,2264,2265,2266,2265,2264,26,1377,4485,6032,3403,0.0,928,3720,18568
91,16,78,84,8,100,38,0,2265,2265,2263,2265,2266,2264,2264,2266,33,1377,4640,6187,3403,0.0,1082,3720,19032
76,33,58,72,0,100,25,33,2258,2265,2265,2265,2264,2265,2264,2264,21,1377,4640,6187,3403,0.0,1082,3720,19032
40,75,16,69,8,100,23,84,2265,2264,2265,2264,2264,2265,2264,2258,34,1377,4795,6184,3403,0.0,1082,3720,19184
75,53,7,50,8,100,25,84,2265,2264,2264,2264,2267,2264,2264,2265,10,1377,4795,6184,3403,0.0,1082,3720,19184
50,78,8,58,25,100,18,75,2263,2262,2265,2265,2264,2264,2264,2265,33,1377,4795,6184,3403,0.0,1082,3720,19184
41,72,41,33,8,100,84,27,2264,2265,2265,2265,2267,2265,2265,2265,35,1377,4947,6184,3403,0.0,1082,3760,19376
53,58,54,81,69,100,27,33,2265,2265,2263,2264,2263,2261,2264,2264,20,1377,4793,6494,3401,0.0,1082,3760,19530
20,66,66,69,27,100,50,7,2264,2264,2265,2268,2264,2267,2265,2265,34,1377,4793,6339,3401,,1082,3760,19375
61,25,38,45,7,92,30,81,2264,2265,2265,2260,2271,2265,2265,2265,19,1377,4947,6339,3401,0.0,1082,3760,19529
41,36,66,38,25,75,33,33,2264,2265,2263,2262,2260,2262,2265,2264,34,1377,5102,6030,3401,0.0,1082,3760,19375
38,38,45,33,7,72,50,76,2264,2264,2264,2263,2264,2265,2265,2260,34,1377,5257,6030,3401,0.0,1082,3760,19530
9,16,41,75,36,58,45,46,2265,2265,2264,2265,2264,2264,2264,2264,41,1377,5566,5875,3556,0.0,1236,3800,20033
57,66,46,38,61,38,27,45,2265,2264,2264,2265,2264,2265,2265,2265,35,1377,5718,6027,3554,0.0,1236,3800,20335
72,36,46,83,75,76,41,27,2264,2264,2265,2264,2265,2264,2258,2267,34,1377,5718,6182,3554,0.0,1236,3800,20490
33,41,90,58,18,69,15,14,2265,2262,2265,2265,2265,2264,2264,2266,44,1377,5718,6027,3554,0.0,1236,3800,20335
0,66,81,30,23,75,36,25,2266,2264,2264,2265,2264,2264,2263,2265,34,1377,5873,5873,3554,0.0,1236,3800,20336
30,69,85,9,21,66,46,50,2271,2264,2261,2264,2264,2264,2260,2264,44,1377,6027,5873,3554,0.0,1236,3800,20490
16,75,91,8,0,75,36,41,2265,2264,2265,2263,2265,2265,2264,2266,34,1377,6027,5718,3554,0.0,1236,3800,20335
9,61,81,16,0,69,38,38,2265,2265,2264,2259,2265,2264,2261,2261,37,1377,6182,5718,3554,0.0,1236,3840,20530
30,72,85,15,0,69,27,50,2265,2264,2264,2264,2265,2265,2264,2264,34,1377,6182,5718,3554,0.0,1236,3800,20490
