CPU_Core_1_Usage_%,CPU_Core_2_Usage_%,CPU_Core_3_Usage_%,CPU_Core_4_Usage_%,CPU_Core_5_Usage_%,CPU_Core_6_Usage_%,CPU_Core_7_Usage_%,CPU_Core_8_Usage_%,CPU_Core_1_Freq_MHz,CPU_Core_2_Freq_MHz,CPU_Core_3_Freq_MHz,CPU_Core_4_Freq_MHz,CPU_Core_5_Freq_MHz,CPU_Core_6_Freq_MHz,CPU_Core_7_Freq_MHz,CPU_Core_8_Freq_MHz,GPU_Usage_%,GPU_Freq_MHz,GPU_mW,CPU_mW,SOC_mW,CV_mW,VDDRQ_mW,SYS5V_mW,Total_Power_mW,,
50,38,69,61,27,27,38,63,2257,2259,2258,2257,2251,2257,2258,2255,34,1377,4646,5728,3407,0,1239,3491,18511,,
30,27,54,57,25,38,33,90,2259,2256,2258,2260,2258,2257,2259,2257,33,1377,4799,5573,3407,0,1239,3491,18509,,
36,53,33,41,16,16,92,36,2256,2257,2257,2257,2252,2259,2258,2259,35,1377,4801,5573,3407,0,1239,3491,18511,,
27,38,16,33,41,38,81,53,2256,2253,2257,2256,2258,2258,2257,2258,6,1377,4954,5573,3407,0,1238,3491,18663,,
58,33,16,0,50,16,71,72,2253,2256,2256,2258,2258,2258,2256,2258,33,1377,4801,5420,3407,0,1238,3491,18357,,
41,90,33,25,33,41,30,15,2256,2259,2255,2259,2256,2258,2257,2256,35,1377,4956,5420,3252,0,1084,3451,18163,,
53,61,33,16,28,46,25,90,2258,2258,2258,2257,2255,2256,2258,2260,26,1377,5111,5420,3252,0,1084,3451,18318,,
16,8,64,41,33,50,41,83,2254,2258,2257,2256,2258,2259,2258,2259,33,1377,5111,5420,3407,0,1084,3451,18473,,
16,30,50,16,54,53,36,75,2259,2253,2257,2255,2258,2257,2258,2257,25,1377,5111,5420,3252,0,1084,3451,18318,,
46,15,33,33,15,84,69,53,2256,2254,2259,2257,2255,2257,2257,2257,33,1377,5111,5420,3252,0,1084,3451,18318,,
36,21,64,45,80,16,46,50,2259,2257,2258,2258,2258,2257,2257,2258,32,1377,5265,5420,3252,0,1084,3451,18472,,
8,9,28,57,61,66,54,58,2258,2259,2257,2258,2256,2259,2254,2255,31,1377,5265,5420,3252,0,1084,3451,18472,,
18,30,75,36,46,66,33,41,2257,2259,2256,2257,2255,2262,2259,2257,34,1377,5111,5420,3252,0,1084,3451,18318,,
45,50,16,23,58,85,30,30,2258,2257,2261,2258,2257,2258,2258,2250,18,1377,5111,5420,3252,0,1084,3451,18318,,
18,75,42,46,25,83,38,33,2257,2257,2258,2258,2256,2256,2257,2257,32,1377,5111,5420,3252,0,1084,3451,18318,,
85,0,53,38,50,40,33,38,2257,2254,2258,2256,2256,2256,2258,2256,33,1377,5108,5573,3251,0,1083,3451,18466,,
91,21,41,16,50,46,30,33,2256,2257,2257,2257,2258,2259,2258,2259,33,1377,5108,5573,3251,0,1083,3451,18466,,
75,75,25,16,33,40,36,27,2258,2258,2258,2258,2257,2258,2260,2257,2,1377,5111,5420,3251,0,1083,3451,18316,,
84,41,7,15,58,66,38,50,2257,2256,2256,2256,2255,2258,2258,2254,17,1377,5111,5418,3251,0,1083,3451,18314,,
27,27,0,0,84,76,20,38,2256,2257,2257,2257,2257,2258,2257,2257,32,1377,5111,5418,3251,0,1083,3451,18314,,
66,41,27,16,38,91,41,36,2257,2257,2257,2252,2257,2258,2260,2261,19,1377,5111,5420,3252,0,1084,3451,18318,,
33,63,36,18,84,7,50,41,2257,2258,2259,2257,2259,2256,2260,2257,33,1377,5111,5573,3405,0,1083,3451,18623,,
54,18,25,27,75,38,45,41,2257,2257,2252,2256,2257,2254,2254,2256,32,1377,5111,5418,3407,0,1083,3451,18470,,
57,83,0,15,50,45,45,45,2257,2258,2256,2256,2258,2257,2255,2255,23,1377,5111,5418,3252,0,1084,3451,18316,,
45,84,38,41,33,16,58,25,2254,2257,2257,2256,2257,2257,2257,2256,33,1377,5265,5418,3405,0,1238,3451,18777,,
76,54,50,33,54,50,9,21,2256,2258,2256,2256,2257,2258,2260,2258,12,1377,5265,5420,3251,0,1084,3451,18471,,
30,0,58,41,46,36,91,27,2257,2256,2255,2256,2256,2256,2255,2257,32,1377,5263,5420,3251,0,1084,3451,18469,,
75,41,36,25,8,18,25,23,2256,2258,2258,2257,2257,2256,2253,2256,11,1377,4956,5265,3252,0,1084,3451,18008,,
54,9,46,36,8,16,45,25,2257,2259,2257,2258,2258,2257,2257,2257,29,1377,4493,4958,3253,0,1084,3410,17198,,
15,15,41,30,15,35,42,63,2258,2258,2252,2258,2257,2257,2257,2257,0,1377,4340,4805,3100,0,930,3370,16545,,
15,8,38,36,25,75,27,53,2258,2258,2259,2253,2258,2258,2254,2254,15,1377,4031,4650,3100,0,930,3370,16081,,
61,50,25,33,8,0,46,41,2257,2257,2253,2256,2256,2258,2255,2255,33,1377,3876,4652,3101,0,930,3370,15929,,
53,50,9,0,16,33,9,72,2258,2257,2258,2258,2258,2257,2257,2257,0,1377,3876,4652,3101,0,930,3370,15929,,
38,50,8,16,58,63,8,0,2260,2256,2254,2255,2253,2257,2257,2253,0,1377,3876,4652,3101,0,930,3330,15889,,
33,75,30,9,54,53,8,8,2256,2255,2258,2256,2256,2254,2251,2255,14,1377,3721,4652,3101,0,930,3330,15734,,
41,33,57,30,33,58,15,25,2258,2260,2258,2262,2253,2259,2257,2249,1,1377,3568,4652,3101,0,930,3330,15581,,
30,8,53,23,30,41,25,50,2256,2257,2257,2259,2260,2256,2257,2257,0,1377,3721,4652,3101,0,930,3330,15734,,
18,0,76,45,20,53,9,15,2258,2256,2256,2257,2258,2262,2256,2256,0,1377,3566,4497,3101,0,930,3330,15424,,
15,7,58,27,54,58,25,27,2256,2254,2257,2254,2258,2256,2256,2255,30,1377,3568,4498,3101,0,930,3330,15427,,
61,25,15,0,28,58,41,50,2256,2257,2258,2255,2255,2259,2253,2249,2,1377,3568,4652,3101,0,930,3330,15581,,
23,23,33,27,33,30,45,45,2257,2255,2257,2256,2255,2257,2256,2257,14,1377,3566,4497,3101,0,930,3330,15424,,
27,72,0,15,28,18,61,63,2254,2254,2252,2253,2258,2257,2256,2255,12,1377,3566,4497,3101,0,930,3330,15424,,
75,8,27,27,36,27,30,33,2262,2258,2258,2257,2258,2258,2258,2259,0,1377,3721,4652,3101,0,930,3330,15734,,
58,18,27,50,41,26,35,0,2256,2255,2257,2257,2256,2257,2258,2257,0,1377,3566,4652,3101,0,930,3330,15579,,
54,57,33,61,18,0,18,8,2256,2257,2254,2257,2257,2253,2258,2256,0,1377,3566,4652,3101,0,930,3330,15579,,
50,72,38,50,25,28,15,20,2256,2254,2258,2257,2257,2256,2256,2260,34,1377,3411,4497,3101,0,930,3330,15269,,
18,8,38,66,45,58,0,16,2256,2257,2255,2250,2257,2257,2258,2258,29,1377,3412,4497,3101,0,775,3330,15115,,
23,15,30,71,58,53,15,9,2258,2256,2257,2257,2258,2257,2256,2258,17,1377,3257,4652,3101,0,930,3330,15270,,
33,83,18,7,54,58,8,18,2257,2254,2263,2254,2257,2258,2258,2257,6,1377,3411,4652,3101,0,930,3330,15424,,
16,25,33,10,50,30,33,41,2258,2258,2257,2252,2261,2258,2257,2256,32,1377,3412,4652,3101,0,930,3330,15425,,
58,9,10,23,36,30,41,57,2258,2259,2258,2249,2258,2257,2259,2251,24,1377,3412,4654,3102,0,930,3330,15428,,
45,16,23,25,41,50,16,54,2257,2257,2258,2258,2258,2258,2257,2258,26,1377,3566,4652,3101,0,930,3330,15579,,
0,8,25,16,54,53,27,76,2257,2257,2253,2257,2258,2257,2253,2256,10,1377,3412,4652,3101,0,930,3330,15425,,
33,33,16,25,63,58,27,9,2256,2255,2255,2257,2257,2259,2257,2253,34,1377,3412,4652,3101,0,930,3330,15425,,
25,27,45,36,61,25,33,33,2256,2257,2252,2257,2256,2257,2259,2261,33,1377,3566,4652,3101,0,930,3370,15619,,
