CPU_Core_1_Usage_%,CPU_Core_2_Usage_%,CPU_Core_3_Usage_%,CPU_Core_4_Usage_%,CPU_Core_5_Usage_%,CPU_Core_6_Usage_%,CPU_Core_7_Usage_%,CPU_Core_8_Usage_%,CPU_Core_1_Freq_MHz,CPU_Core_2_Freq_MHz,CPU_Core_3_Freq_MHz,CPU_Core_4_Freq_MHz,CPU_Core_5_Freq_MHz,CPU_Core_6_Freq_MHz,CPU_Core_7_Freq_MHz,CPU_Core_8_Freq_MHz,GPU_mW,CPU_mW,SOC_mW,CV_mW,VDDRQ_mW,SYS5V_mW,Total_Power_mW
85,84,83,82,0,0,0,0,1804,1804,1804,1804,0,0,0,0,1865,2798,2176,0,932,3290,11061
85,80,84,81,0,0,0,0,1804,1804,1804,1803,0,0,0,0,1865,2798,2176,0,932,3290,11061
89,85,88,86,0,0,0,0,1804,1804,1804,1804,0,0,0,0,1710,2953,2176,0,932,3250,11021
87,84,86,84,0,0,0,0,1804,1804,1803,1804,0,0,0,0,1865,2798,2176,0,932,3290,11061
97,97,99,99,0,0,0,0,1802,1803,1803,1802,0,0,0,0,1710,2953,2020,0,777,3250,10710
85,88,89,87,0,0,0,0,1803,1808,1803,1800,0,0,0,0,2020,2797,2175,0,932,3290,11214
82,80,87,80,0,0,0,0,1802,1804,1804,1800,0,0,0,0,2020,2798,2176,0,932,3290,11216
80,81,83,85,0,0,0,0,1804,1804,1803,1803,0,0,0,0,1865,2798,2176,0,932,3330,11101
79,88,79,83,0,0,0,0,1801,1804,1804,1804,0,0,0,0,2020,2798,2176,0,932,3290,11216
78,77,81,89,0,0,0,0,1804,1808,1804,1805,0,0,0,0,1865,2798,2176,0,932,3290,11061
79,80,78,82,0,0,0,0,1804,1802,1803,1804,0,0,0,0,2020,2798,2176,0,932,3290,11216
79,76,76,78,0,0,0,0,1804,1805,1803,1805,0,0,0,0,2020,2642,2176,0,932,3290,11060
75,77,78,80,0,0,0,0,1803,1804,1804,1804,0,0,0,0,1865,2642,2176,0,932,3290,10905
78,80,85,76,0,0,0,0,1804,1804,1804,1800,0,0,0,0,1865,2798,2176,0,932,3290,11061
86,83,77,81,0,0,0,0,1804,1804,1803,1801,0,0,0,0,1865,2798,2176,0,932,3290,11061
92,91,92,90,0,0,0,0,1805,1804,1804,1804,0,0,0,0,1710,2953,2176,0,932,3290,11061
79,80,78,79,0,0,0,0,1802,1805,1804,1804,0,0,0,0,1865,2797,2176,0,932,3290,11060
81,79,78,78,0,0,0,0,1804,1804,1804,1804,0,0,0,0,1865,2798,2176,0,932,3290,11061
82,74,76,79,0,0,0,0,1804,1804,1806,1805,0,0,0,0,1865,2642,2176,0,932,3290,10905
79,82,77,80,0,0,0,0,1804,1804,1804,1803,0,0,0,0,1865,2798,2176,0,932,3290,11061
81,81,86,80,0,0,0,0,1804,1804,1804,1804,0,0,0,0,1865,2798,2176,0,932,3290,11061
74,78,78,81,0,0,0,0,1804,1804,1804,1804,0,0,0,0,1865,2798,2176,0,932,3290,11061
83,77,80,81,0,0,0,0,1804,1805,1804,1804,0,0,0,0,1865,2798,2176,0,932,3290,11061
77,76,83,83,0,0,0,0,1804,1804,1804,1804,0,0,0,0,1865,2798,2176,0,932,3290,11061
86,84,85,87,0,0,0,0,1804,1804,1804,1803,0,0,0,0,1865,2798,2176,0,932,3290,11061
88,77,75,76,0,0,0,0,1806,1804,1804,1804,0,0,0,0,1865,2798,2176,0,932,3290,11061
80,85,80,85,0,0,0,0,1804,1804,1802,1803,0,0,0,0,2020,2798,2176,0,932,3290,11216
81,82,76,82,0,0,0,0,1804,1804,1804,1804,0,0,0,0,1865,2798,2176,0,932,3290,11061
87,90,92,91,0,0,0,0,1804,1804,1804,1804,0,0,0,0,1865,2798,2176,0,932,3290,11061
82,78,81,78,0,0,0,0,1804,1804,1804,1804,0,0,0,0,2020,2798,2176,0,932,3290,11216
80,76,76,79,0,0,0,0,1804,1805,1804,1804,0,0,0,0,1865,2642,2176,0,932,3290,10905
76,76,80,83,0,0,0,0,1804,1804,1804,1804,0,0,0,0,2020,2798,2176,0,932,3290,11216
93,94,94,93,0,0,0,0,1804,1804,1804,1803,0,0,0,0,1710,2953,2176,0,932,3290,11061
92,93,92,92,0,0,0,0,1803,1804,1803,1804,0,0,0,0,1865,2798,2176,0,932,3290,11061
78,78,79,82,0,0,0,0,1804,1804,1804,1804,0,0,0,0,2020,2798,2176,0,932,3290,11216
84,79,84,77,0,0,0,0,1804,1801,1804,1803,0,0,0,0,2020,2798,2176,0,932,3290,11216
81,84,77,83,0,0,0,0,1805,1804,1804,1804,0,0,0,0,2020,2798,2176,0,932,3290,11216
86,78,83,80,0,0,0,0,1801,1803,1804,1804,0,0,0,0,1865,2798,2176,0,932,3290,11061
77,78,80,82,0,0,0,0,1803,1804,1804,1804,0,0,0,0,2020,2798,2176,0,932,3290,11216
81,83,86,86,0,0,0,0,1803,1804,1803,1804,0,0,0,0,1865,2798,2176,0,932,3290,11061
87,90,89,88,0,0,0,0,1805,1804,1804,1804,0,0,0,0,1710,2953,2020,0,777,3250,10710
87,82,85,84,0,0,0,0,1804,1805,1804,1804,0,0,0,0,1865,2798,2176,0,932,3290,11061
83,82,75,75,0,0,0,0,1803,1804,1804,1804,0,0,0,0,1865,2642,2176,0,932,3290,10905
88,78,81,80,0,0,0,0,1804,1799,1801,1805,0,0,0,0,1865,2798,2176,0,932,3290,11061
86,81,76,80,0,0,0,0,1803,1804,1805,1804,0,0,0,0,1865,2798,2176,0,932,3290,11061
85,84,81,82,0,0,0,0,1803,1804,1805,1805,0,0,0,0,1865,2798,2176,0,932,3290,11061
79,80,81,87,0,0,0,0,1803,1804,1800,1804,0,0,0,0,2020,2798,2176,0,932,3290,11216
77,80,79,79,0,0,0,0,1804,1804,1805,1804,0,0,0,0,1865,2798,2176,0,932,3290,11061
78,81,80,80,0,0,0,0,1804,1804,1805,1804,0,0,0,0,1865,2642,2176,0,932,3290,10905
76,84,76,78,0,0,0,0,1804,1804,1803,1804,0,0,0,0,1865,2798,2176,0,932,3290,11061
97,96,97,98,0,0,0,0,1803,1804,1804,1804,0,0,0,0,1710,2953,2020,0,777,3250,10710
83,86,85,82,0,0,0,0,1804,1804,1804,1804,0,0,0,0,1865,2798,2176,0,932,3290,11061
83,82,80,81,0,0,0,0,1804,1804,1804,1804,0,0,0,0,1865,2798,2176,0,932,3250,11021
88,87,86,94,0,0,0,0,1804,1804,1804,1804,0,0,0,0,1399,2954,2021,0,777,3210,10361
85,69,82,83,0,0,0,0,1805,1803,1804,1803,0,0,0,0,777,2956,1867,0,622,3129,9351
74,81,87,86,0,0,0,0,1804,1805,1804,1805,0,0,0,0,622,2956,1867,0,622,3129,9196
86,79,89,72,0,0,0,0,1804,1800,1804,1804,0,0,0,0,622,2956,1867,0,466,3129,9040
88,88,93,68,0,0,0,0,1804,1804,1800,1803,0,0,0,0,622,2954,2021,0,622,3210,9429
