CPU_Core_1_Usage_%,CPU_Core_2_Usage_%,CPU_Core_3_Usage_%,CPU_Core_4_Usage_%,CPU_Core_5_Usage_%,CPU_Core_6_Usage_%,CPU_Core_7_Usage_%,CPU_Core_8_Usage_%,CPU_Core_1_Freq_MHz,CPU_Core_2_Freq_MHz,CPU_Core_3_Freq_MHz,CPU_Core_4_Freq_MHz,CPU_Core_5_Freq_MHz,CPU_Core_6_Freq_MHz,CPU_Core_7_Freq_MHz,CPU_Core_8_Freq_MHz,GPU_Usage_%,GPU_Freq_MHz,GPU_mW,CPU_mW,SOC_mW,CV_mW,VDDRQ_mW,SYS5V_mW,Total_Power_mW
98,98,0,0,0,0,0,0,2109,2107,0,0,0,0,0,0,95,420,1089,2333,2022,0,777,3210,9431
99,98,0,0,0,0,0,0,2108,2108,0,0,0,0,0,0,41,522,1089,2333,2022,0,777,3210,9431
97,98,0,0,0,0,0,0,2106,2106,0,0,0,0,0,0,16,522,1244,2333,2022,0,777,3210,9586
100,96,0,0,0,0,0,0,2109,2108,0,0,0,0,0,0,12,522,1244,2332,2021,0,777,3210,9584
98,98,0,0,0,0,0,0,2107,2110,0,0,0,0,0,0,74,522,1244,2333,2021,0,777,3210,9585
99,99,0,0,0,0,0,0,2108,2106,0,0,0,0,0,0,5,522,1089,2333,2022,0,622,3210,9276
100,99,0,0,0,0,0,0,2109,2106,0,0,0,0,0,0,59,522,1244,2333,2022,0,777,3210,9586
98,97,0,0,0,0,0,0,2108,2107,0,0,0,0,0,0,8,522,1244,2333,2022,0,777,3210,9586
97,98,0,0,0,0,0,0,2109,2107,0,0,0,0,0,0,79,522,1244,2332,2021,0,777,3210,9584
97,99,0,0,0,0,0,0,2109,2109,0,0,0,0,0,0,8,522,1244,2333,2022,0,777,3210,9586
96,97,0,0,0,0,0,0,2109,2109,0,0,0,0,0,0,11,522,1244,2333,2022,0,777,3210,9586
99,97,0,0,0,0,0,0,2109,2106,0,0,0,0,0,0,2,522,1089,2333,2022,0,777,3250,9471
97,96,0,0,0,0,0,0,2108,2107,0,0,0,0,0,0,18,522,1244,2333,2022,0,777,3210,9586
99,99,0,0,0,0,0,0,2109,2110,0,0,0,0,0,0,40,522,1244,2333,2021,0,777,3210,9585
99,99,0,0,0,0,0,0,2105,2108,0,0,0,0,0,0,28,522,1244,2333,2022,0,777,3210,9586
98,99,0,0,0,0,0,0,2110,2108,0,0,0,0,0,0,24,522,1244,2333,2022,0,777,3210,9586
98,98,0,0,0,0,0,0,2109,2109,0,0,0,0,0,0,22,522,1244,2332,2021,0,777,3210,9584
98,96,0,0,0,0,0,0,2108,2108,0,0,0,0,0,0,56,522,1244,2332,2021,0,777,3210,9584
99,98,0,0,0,0,0,0,2110,2108,0,0,0,0,0,0,56,522,1089,2333,2022,0,777,3210,9431
98,96,0,0,0,0,0,0,2107,2107,0,0,0,0,0,0,16,522,1244,2333,2022,0,777,3210,9586
98,98,0,0,0,0,0,0,2108,2111,0,0,0,0,0,0,2,522,1244,2333,2022,0,777,3210,9586
97,98,0,0,0,0,0,0,2107,2109,0,0,0,0,0,0,49,522,1244,2332,2021,0,777,3210,9584
100,100,0,0,0,0,0,0,2107,2108,0,0,0,0,0,0,22,522,1089,2333,2022,0,777,3210,9431
99,99,0,0,0,0,0,0,2108,2108,0,0,0,0,0,0,20,522,1089,2333,2022,0,777,3210,9431
98,97,0,0,0,0,0,0,2109,2104,0,0,0,0,0,0,7,624,1244,2333,2022,0,777,3210,9586
