CPU_Core_1_Usage_%,CPU_Core_2_Usage_%,CPU_Core_3_Usage_%,CPU_Core_4_Usage_%,CPU_Core_5_Usage_%,CPU_Core_6_Usage_%,CPU_Core_7_Usage_%,CPU_Core_8_Usage_%,CPU_Core_1_Freq_MHz,CPU_Core_2_Freq_MHz,CPU_Core_3_Freq_MHz,CPU_Core_4_Freq_MHz,CPU_Core_5_Freq_MHz,CPU_Core_6_Freq_MHz,CPU_Core_7_Freq_MHz,CPU_Core_8_Freq_MHz,GPU_Usage_%,GPU_Freq_MHz,GPU_mW,CPU_mW,SOC_mW,CV_mW,VDDRQ_mW,SYS5V_mW,Total_Power_mW
61,91,81,76,0,0,0,0,1186,1188,1187,1187,0,0,0,0,4,675,933,1089,1400,0,622,2808,6852
90,100,76,84,0,0,0,0,1184,1187,1187,1187,0,0,0,0,57,675,1089,1244,1400,0,622,2808,7163
100,71,83,91,0,0,0,0,1187,1187,1187,1187,0,0,0,0,0,675,1089,1244,1555,0,622,2849,7359
69,76,92,92,0,0,0,0,1185,1186,1186,1187,0,0,0,0,5,675,1244,1400,1555,0,622,2849,7670
64,92,69,91,0,0,0,0,1189,1187,1187,1187,0,0,0,0,60,675,1244,1399,1555,0,777,2849,7824
91,92,54,69,0,0,0,0,1188,1187,1188,1188,0,0,0,0,8,675,1399,1399,1555,0,777,2849,7979
93,91,66,61,0,0,0,0,1187,1185,1183,1187,0,0,0,0,7,675,1399,1399,1555,0,777,2849,7979
83,75,69,66,0,0,0,0,1186,1187,1184,1186,0,0,0,0,59,675,1399,1399,1555,0,777,2849,7979
71,92,69,92,0,0,0,0,1188,1187,1187,1188,0,0,0,0,4,675,1399,1399,1555,0,777,2849,7979
84,84,73,76,0,0,0,0,1186,1184,1184,1187,0,0,0,0,4,675,1399,1399,1555,0,777,2849,7979
60,93,86,80,0,0,0,0,1187,1186,1186,1187,0,0,0,0,8,675,1399,1399,1555,0,777,2849,7979
85,53,92,73,0,0,0,0,1186,1187,1186,1185,0,0,0,0,44,675,1399,1399,1555,0,777,2849,7979
81,85,75,81,0,0,0,0,1186,1185,1187,1185,0,0,0,0,58,675,1399,1399,1555,0,777,2849,7979
85,75,64,76,0,0,0,0,1187,1189,1188,1188,0,0,0,0,33,675,1399,1399,1555,0,777,2849,7979
60,75,92,66,0,0,0,0,1187,1187,1187,1187,0,0,0,0,56,675,1399,1399,1555,0,777,2849,7979
75,76,83,78,0,0,0,0,1187,1187,1190,1188,0,0,0,0,8,675,1399,1399,1555,0,777,2849,7979
69,83,84,83,0,0,0,0,1186,1186,1186,1186,0,0,0,0,36,675,1399,1399,1555,0,777,2849,7979
76,92,75,69,0,0,0,0,1188,1188,1189,1188,0,0,0,0,33,675,1399,1399,1555,0,777,2849,7979
78,86,50,85,0,0,0,0,1187,1188,1187,1187,0,0,0,0,59,675,1399,1399,1555,0,777,2849,7979
61,78,83,66,0,0,0,0,1187,1187,1188,1187,0,0,0,0,5,675,1555,1399,1555,0,777,2849,8135
84,75,93,73,0,0,0,0,1186,1188,1187,1186,0,0,0,0,5,675,1555,1399,1555,0,777,2849,8135
91,50,84,83,0,0,0,0,1188,1187,1188,1187,0,0,0,0,4,675,1399,1399,1555,0,777,2889,8019
75,73,64,83,0,0,0,0,1188,1188,1186,1188,0,0,0,0,17,675,1399,1399,1555,0,777,2889,8019
80,63,76,86,0,0,0,0,1188,1188,1186,1187,0,0,0,0,59,675,1399,1399,1555,0,777,2849,7979
84,69,75,75,0,0,0,0,1186,1187,1186,1187,0,0,0,0,59,675,1399,1399,1555,0,777,2889,8019
66,100,76,64,0,0,0,0,1187,1187,1186,1188,0,0,0,0,20,675,1399,1399,1555,0,777,2849,7979
100,69,71,76,0,0,0,0,1187,1187,1187,1187,0,0,0,0,27,675,1399,1399,1555,0,777,2849,7979
78,73,53,83,0,0,0,0,1185,1184,1186,1186,0,0,0,0,1,675,1399,1399,1555,0,777,2849,7979
76,63,84,92,0,0,0,0,1187,1185,1187,1188,0,0,0,0,3,675,1555,1399,1554,0,777,2889,8174
69,78,80,92,0,0,0,0,1187,1187,1187,1184,0,0,0,0,20,675,1399,1399,1555,0,777,2889,8019
85,72,69,85,0,0,0,0,1188,1187,1187,1186,0,0,0,0,14,675,1555,1399,1554,0,777,2889,8174
72,61,92,83,0,0,0,0,1187,1188,1186,1185,0,0,0,0,42,675,1399,1399,1554,0,777,2889,8018
92,61,92,71,0,0,0,0,1187,1188,1190,1187,0,0,0,0,4,675,1555,1399,1554,0,777,2889,8174
76,69,81,85,0,0,0,0,1188,1189,1188,1188,0,0,0,0,4,675,1555,1399,1554,0,777,2889,8174
57,92,78,84,0,0,0,0,1187,1187,1187,1187,0,0,0,0,5,675,1555,1399,1555,0,777,2889,8175
92,83,58,69,0,0,0,0,1188,1186,1188,1187,0,0,0,0,2,675,1399,1399,1555,0,777,2889,8019
92,84,57,75,0,0,0,0,1187,1187,1187,1187,0,0,0,0,60,675,1399,1399,1555,0,777,2849,7979
85,84,66,78,0,0,0,0,1187,1188,1187,1187,0,0,0,0,38,675,1399,1399,1555,0,777,2849,7979
85,92,27,66,0,0,0,0,1189,1188,1187,1188,0,0,0,0,4,675,1399,1399,1555,0,777,2849,7979
76,71,76,92,0,0,0,0,1187,1189,1187,1187,0,0,0,0,24,675,1555,1399,1555,0,777,2849,8135
66,91,64,84,0,0,0,0,1187,1189,1187,1187,0,0,0,0,2,675,1399,1399,1555,0,777,2849,7979
78,93,64,76,0,0,0,0,1189,1187,1187,1187,0,0,0,0,2,675,1555,1399,1555,0,777,2849,8135
69,91,71,76,0,0,0,0,1187,1186,1188,1187,0,0,0,0,6,675,1399,1399,1555,0,777,2889,8019
63,83,78,75,0,0,0,0,1187,1187,1187,1185,0,0,0,0,50,675,1399,1399,1555,0,777,2889,8019
66,84,58,61,0,0,0,0,1187,1186,1183,1186,0,0,0,0,1,675,1399,1399,1555,0,777,2889,8019
78,84,92,57,0,0,0,0,1187,1188,1187,1187,0,0,0,0,1,675,1399,1399,1555,0,777,2889,8019
85,76,69,92,0,0,0,0,1186,1187,1185,1184,0,0,0,0,1,675,1399,1399,1555,0,777,2889,8019
66,66,75,92,0,0,0,0,1187,1187,1187,1188,0,0,0,0,2,675,1555,1399,1555,0,777,2889,8175
69,66,69,84,0,0,0,0,1187,1187,1187,1184,0,0,0,0,2,675,1555,1399,1555,0,777,2889,8175
84,76,71,84,0,0,0,0,1187,1187,1187,1187,0,0,0,0,6,675,1399,1399,1555,0,777,2889,8019
69,71,84,76,0,0,0,0,1184,1185,1185,1188,0,0,0,0,45,675,1399,1399,1555,0,777,2849,7979
75,66,66,61,0,0,0,0,1187,1188,1186,1192,0,0,0,0,1,675,1399,1399,1555,0,777,2849,7979
88,76,71,93,0,0,0,0,1188,1187,1187,1189,0,0,0,0,4,675,1399,1399,1555,0,777,2849,7979
63,80,87,84,0,0,0,0,1188,1187,1187,1186,0,0,0,0,10,675,1399,1399,1555,0,777,2849,7979
69,53,91,85,0,0,0,0,1186,1186,1187,1186,0,0,0,0,3,675,1399,1399,1555,0,777,2849,7979
86,84,71,84,0,0,0,0,1188,1188,1187,1185,0,0,0,0,20,675,1399,1399,1555,0,777,2849,7979
83,90,72,61,0,0,0,0,1186,1187,1187,1190,0,0,0,0,21,675,1399,1399,1555,0,777,2889,8019
