CPU_Core_1_Usage_%,CPU_Core_2_Usage_%,CPU_Core_3_Usage_%,CPU_Core_4_Usage_%,CPU_Core_5_Usage_%,CPU_Core_6_Usage_%,CPU_Core_7_Usage_%,CPU_Core_8_Usage_%,CPU_Core_1_Freq_MHz,CPU_Core_2_Freq_MHz,CPU_Core_3_Freq_MHz,CPU_Core_4_Freq_MHz,CPU_Core_5_Freq_MHz,CPU_Core_6_Freq_MHz,CPU_Core_7_Freq_MHz,CPU_Core_8_Freq_MHz,GPU_Usage_%,GPU_Freq_MHz,GPU_mW,CPU_mW,SOC_mW,VDDRQ_mW,SYS5V_mW,Total_Power_mW,CV_mW
36,16,16,92,25,91,50,75,2265,2265,2265,2262,2264,2264,2264,2264,34,1377,2791,3721,2947,620,3560,13639,
50,8,7,100,45,36,41,83,2265,2264,2264,2263,2273,2266,2265,2264,34,1377,3563,4338,3098,774,3600,15373,0.0
41,41,0,100,0,46,50,83,2265,2265,2266,2265,2262,2262,2262,2262,23,1377,3872,4646,3097,774,3640,16029,0.0
21,75,14,91,8,38,53,61,2264,2264,2268,2264,2264,2265,2265,2265,21,1377,4334,4954,3251,928,3640,17107,0.0
9,15,0,100,36,41,72,75,2259,2268,2261,2263,2264,2264,2264,2263,34,1377,4487,5106,3251,928,3680,17452,0.0
72,9,7,100,41,41,53,33,2265,2265,2265,2261,2260,2264,2264,2264,34,1377,4797,5261,3249,928,3680,17915,0.0
69,41,0,100,53,83,25,53,2265,2262,2265,2264,2265,2265,2264,2264,34,1377,4950,5723,3403,928,3720,18724,0.0
16,84,14,100,42,66,16,45,2265,2265,2264,2260,2266,2265,2265,2264,34,1377,5104,5723,3403,928,3760,18918,0.0
16,84,0,100,54,66,0,50,2265,2265,2265,2265,2264,2265,2264,2265,8,1377,5104,5723,3403,1082,3760,19072,0.0
8,80,14,100,33,66,0,45,2264,2264,2267,2264,2265,2265,2264,2264,34,1377,5259,5723,3403,1082,3760,19227,0.0
15,83,8,100,45,66,0,46,2267,2269,2265,2264,2263,2266,2262,2262,30,1377,5259,5721,3403,1082,3760,19225,0.0
9,81,0,100,57,53,0,41,2264,2264,2261,2260,2265,2265,2261,2265,33,1377,5414,5721,3403,1082,3760,19380,0.0
16,84,8,100,63,36,26,50,2264,2264,2265,2263,2264,2264,2263,2264,34,1377,5568,5721,3401,1082,3760,19532,0.0
15,83,14,100,69,41,8,53,2264,2264,2265,2265,2265,2265,2264,2267,34,1377,5566,5721,3401,1082,3760,19530,0.0
15,85,28,100,76,56,57,21,2265,2265,2263,2265,2265,2265,2265,2265,35,1377,5721,5875,3401,1082,3760,19839,0.0
84,81,58,100,53,81,36,54,2264,2265,2265,2265,2264,2265,2265,2265,44,1377,5718,6491,3554,1081,3760,20604,0.0
83,58,30,100,15,75,45,66,2265,2265,2264,2267,2265,2265,2264,2265,14,1377,5718,6646,3554,1081,3800,20799,0.0
41,69,33,100,9,69,16,53,2265,2264,2264,2264,2265,2264,2264,2265,35,1377,5564,6646,3554,1081,3760,20605,0.0
66,75,46,100,63,70,66,58,2264,2265,2265,2263,2264,2265,2265,2264,40,1377,5718,6952,3554,1235,3800,21259,0.0
91,46,58,91,69,69,63,75,2265,2265,2265,2264,2263,2265,2264,2265,44,1377,5716,7106,3553,1235,3800,21410,0.0
66,63,46,100,66,46,75,64,2265,2265,2265,2264,2266,2265,2265,2265,35,1377,5716,7261,3553,1235,3800,21565,0.0
50,78,8,100,33,45,53,36,2264,2264,2264,2264,2265,2263,2264,2266,22,1377,5716,7106,3553,1235,3800,21410,0.0
75,18,7,100,21,57,85,53,2264,2265,2261,2264,2264,2264,2264,2264,34,1377,5718,6800,3554,1235,3800,21107,0.0
69,54,23,100,50,58,92,58,2264,2265,2264,2265,2265,2265,2263,2265,18,1377,5716,7106,3553,1235,3800,21410,0.0
38,61,61,100,45,27,69,64,2264,2265,2261,2265,2265,2265,2263,2263,44,1377,5561,6952,3554,1236,3800,21103,0.0
53,69,9,100,63,30,75,45,2265,2264,2264,2264,2263,2264,2265,2264,39,1377,5564,6952,3554,1236,3800,21106,0.0
58,9,16,100,66,0,58,46,2264,2261,2256,2264,2267,2264,2266,2267,21,1377,5718,6646,3554,1236,3800,20954,0.0
30,7,8,100,75,70,36,50,2264,2263,2258,2257,2265,2265,2262,2263,35,1377,5566,6491,3554,1081,3760,20452,0.0
58,0,18,100,69,35,16,53,2265,2264,2265,2264,2265,2264,2265,2264,20,1377,5566,6182,3556,1081,3760,20145,0.0
66,27,8,100,57,25,23,41,2264,2264,2264,2262,2265,2265,2265,2265,31,1377,5411,6030,3401,1082,3760,19684,0.0
84,69,66,100,81,69,72,71,2265,2265,2265,2265,2264,2265,2265,2264,30,1377,5255,6646,3554,1081,3760,20296,0.0
83,58,69,100,64,78,71,70,2264,2263,2265,2265,2264,2264,2264,2265,35,1377,5407,7106,3553,1235,3800,21101,0.0
81,36,41,92,41,50,54,53,2265,2265,2264,2265,2265,2265,2265,2265,30,1377,5255,7106,3553,1235,3800,20949,0.0
57,42,61,100,50,30,63,71,2262,2264,2265,2264,2260,2270,2265,2265,39,1377,5100,7106,3554,1081,3800,20641,0.0
18,66,50,100,25,23,33,64,2265,2264,2263,2264,2265,2265,2264,2265,32,1377,4791,6800,3554,1081,3760,19986,0.0
69,38,28,100,23,23,41,45,2265,2264,2264,2265,2254,2265,2264,2264,16,1377,4638,6494,3401,1082,3760,19375,0.0
72,16,8,100,50,8,9,36,2265,2264,2265,2267,2264,2264,2264,2264,33,1377,4640,6187,3403,1082,3720,19032,0.0
16,63,0,100,35,50,23,41,2265,2265,2264,2261,2261,2265,2265,2265,3,1377,4485,6032,3403,928,3720,18568,0.0
25,66,16,100,46,36,0,33,2264,2263,2264,2264,2267,2269,2264,2264,34,1377,4487,5878,3403,928,3720,18416,0.0
53,54,15,100,25,15,80,50,2264,2263,2265,2265,2264,2267,2265,2264,39,1377,4333,5880,3404,928,3720,18265,0.0
69,28,0,100,8,23,54,41,2264,2263,2262,2264,2265,2264,2265,2265,10,1377,4333,5725,3249,928,3720,17955,0.0
8,23,16,100,71,8,33,50,2263,2265,2264,2264,2264,2260,2265,2264,34,1377,4333,5571,3249,928,3680,17761,0.0
0,30,16,90,66,9,15,46,2260,2263,2265,2265,2265,2265,2265,2264,17,1377,4180,5416,3249,928,3680,17453,0.0
28,28,100,23,72,28,36,50,2264,2262,2265,2265,2265,2266,2262,2265,33,1377,4180,5416,3249,928,3680,17453,0.0
27,27,83,75,27,18,33,58,2265,2265,2264,2265,2265,2264,2264,2264,20,1377,4333,5571,3249,928,3680,17761,0.0
53,8,16,75,100,18,41,7,2265,2264,2261,2263,2262,2257,2262,2263,1,1377,4180,5571,3249,928,3680,17608,0.0
50,8,8,61,92,16,30,16,2265,2265,2265,2264,2263,2268,2264,2265,38,1377,4180,5416,3249,928,3680,17453,0.0
8,8,66,8,100,0,58,46,2260,2264,2265,2269,2266,2263,2255,2265,0,1377,4334,5263,3251,928,3680,17456,0.0
21,0,63,8,100,8,40,30,2264,2265,2265,2265,2268,2263,2265,2265,13,1377,4334,5263,3251,928,3720,17496,0.0
16,33,41,30,100,16,53,30,2268,2267,2265,2264,2260,2265,2264,2267,35,1377,4334,5263,3251,928,3680,17456,0.0
25,50,15,63,100,16,27,0,2264,2265,2264,2265,2265,2264,2264,2264,43,1377,4334,5263,3251,928,3680,17456,0.0
61,8,9,66,100,8,41,0,2264,2264,2264,2259,2264,2261,2259,2264,30,1377,4334,5108,3251,928,3680,17301,0.0
36,9,14,72,100,9,38,15,2264,2265,2265,2265,2264,2265,2264,2264,34,1377,4334,5108,3251,928,3680,17301,0.0
9,8,8,66,100,8,46,46,2264,2263,2263,2265,2265,2264,2264,2266,32,1377,4334,4954,3251,928,3680,17147,0.0
41,8,36,76,38,15,50,38,2264,2264,2264,2265,2264,2265,2265,2264,21,1377,4334,5108,3251,928,3680,17301,0.0
16,21,8,100,8,72,50,46,2263,2264,2264,2265,2265,2264,2265,2265,22,1377,4180,4954,3251,928,3680,16993,0.0
38,16,18,100,27,53,23,50,2265,2263,2265,2265,2265,2265,2264,2265,34,1377,4180,5108,3252,928,3680,17148,0.0
18,64,38,100,71,9,36,25,2265,2265,2265,2268,2264,2264,2262,2264,26,1377,4180,5263,3251,928,3680,17302,0.0
16,45,41,100,63,23,7,8,2265,2265,2265,2265,2265,2263,2263,2266,2,1377,4180,5263,3251,928,3680,17302,0.0
23,50,33,100,69,23,15,0,2265,2264,2265,2265,2264,2266,2266,2264,34,1377,4334,5263,3251,928,3680,17456,
0,50,33,100,69,16,8,15,2265,2264,2264,2263,2265,2265,2263,2265,32,1377,4334,5108,3251,928,3680,17301,0.0
16,50,33,100,63,25,7,0,2266,2264,2257,2264,2262,2262,2257,2265,2,1377,4334,5108,3251,928,3680,17301,0.0
28,53,38,100,41,33,8,7,2265,2264,2265,2266,2265,2265,2265,2265,34,1377,4334,5108,3251,928,3680,17301,0.0
8,57,38,100,9,66,7,7,2265,2269,2264,2264,2265,2263,2263,2265,1,1377,4334,5108,3251,929,3680,17302,0.0
58,8,33,100,30,16,8,41,2264,2265,2264,2264,2263,2265,2265,2263,34,1377,4334,5108,3251,928,3680,17301,0.0
0,21,9,100,40,33,16,63,2267,2266,2262,2262,2265,2265,2260,2258,0,1377,4336,5108,3251,928,3680,17303,0.0
21,9,15,92,41,23,41,66,2264,2265,2264,2264,2264,2265,2265,2271,18,1377,4334,5108,3251,928,3680,17301,0.0
9,8,0,100,53,30,25,66,2265,2264,2268,2264,2264,2265,2264,2265,33,1377,4334,5108,3251,928,3680,17301,
25,8,23,100,33,9,25,66,2264,2265,2269,2265,2261,2265,2264,2264,16,1377,4334,5108,3251,928,3680,17301,0.0
15,8,46,100,57,15,8,71,2264,2264,2264,2265,2266,2265,2265,2265,33,1377,4336,4954,3251,928,3680,17149,0.0
9,8,9,100,46,0,38,60,2264,2261,2263,2256,2270,2266,2264,2264,1,1377,4181,4954,3252,928,3680,16995,0.0
30,8,0,100,50,16,15,76,2264,2264,2265,2264,2264,2264,2265,2264,9,1377,4181,4954,3251,928,3680,16994,
38,15,16,100,53,8,69,9,2265,2267,2265,2266,2265,2264,2264,2265,34,1377,4180,5108,3251,928,3680,17147,0.0
71,64,35,100,57,60,75,80,2265,2261,2265,2265,2268,2265,2268,2265,23,1377,4180,5571,3249,928,3680,17608,0.0
61,36,64,100,46,50,66,30,2265,2265,2261,2265,2265,2264,2265,2262,34,1377,4331,6187,3403,928,3720,18569,0.0
63,35,36,100,26,50,69,40,2263,2263,2264,2265,2263,2264,2264,2264,34,1377,4178,6032,3404,928,3720,18262,0.0
41,46,9,100,41,33,16,75,2265,2264,2264,2264,2265,2264,2265,2269,32,1377,4333,6032,3404,928,3720,18417,0.0
25,23,15,100,45,46,81,8,2265,2265,2264,2265,2265,2264,2265,2262,32,1377,4333,5880,3404,928,3720,18265,0.0
30,16,23,100,38,25,69,21,2265,2265,2265,2265,2265,2265,2264,2264,34,1377,4333,5725,3249,928,3680,17915,0.0
64,27,33,100,45,8,8,16,2264,2264,2264,2256,2265,2265,2265,2264,34,1377,4333,5571,3249,928,3680,17761,0.0
72,16,33,100,41,18,15,7,2265,2265,2264,2263,2264,2264,2263,2262,34,1377,4333,5416,3249,928,3680,17606,0.0
83,15,38,100,53,0,16,0,2265,2265,2263,2268,2263,2264,2265,2264,7,1377,4334,5418,3251,928,3680,17611,0.0
76,9,41,100,53,7,0,9,2264,2265,2262,2267,2265,2265,2264,2263,13,1377,4334,5263,3251,928,3680,17456,0.0
54,30,27,100,27,27,9,0,2265,2264,2265,2255,2264,2260,2262,2265,34,1377,4334,5263,3251,928,3680,17456,0.0
30,69,0,100,46,57,15,8,2264,2266,2264,2265,2265,2265,2264,2265,23,1377,4334,5108,3251,928,3680,17301,0.0
75,9,14,100,46,54,15,15,2265,2265,2263,2265,2259,2264,2264,2265,22,1377,4334,5108,3251,928,3680,17301,0.0
7,21,0,100,36,53,83,8,2263,2261,2265,2264,2263,2263,2263,2264,11,1377,4334,5108,3251,928,3680,17301,0.0
9,16,0,100,36,50,18,75,2263,2261,2261,2266,2265,2265,2264,2265,34,1377,4489,5263,3251,928,3680,17611,0.0
50,21,0,100,38,7,50,54,2265,2264,2265,2267,2265,2265,2263,2264,45,1377,4489,5263,3251,928,3680,17611,0.0
15,8,75,100,38,0,16,45,2265,2265,2263,2263,2264,2263,2265,2263,34,1377,4489,5108,3251,928,3680,17456,0.0
18,16,53,100,53,16,54,36,2263,2264,2263,2265,2264,2264,2265,2265,16,1377,4489,5263,3251,928,3720,17651,0.0
38,35,7,100,45,41,66,30,2263,2264,2265,2265,2264,2262,2262,2263,34,1377,4489,5418,3249,928,3720,17804,0.0
38,16,9,83,0,46,7,76,2264,2263,2263,2265,2264,2266,2265,2265,32,1377,4489,5263,3251,928,3720,17651,0.0
16,30,100,30,8,53,9,50,2265,2264,2264,2260,2266,2265,2265,2264,36,1377,4334,5263,3251,928,3720,17496,0.0
15,40,100,71,0,41,7,0,2265,2265,2264,2265,2264,2262,2265,2265,34,1377,4489,5108,3251,928,3680,17456,0.0
27,27,100,72,8,58,16,8,2264,2265,2264,2264,2265,2262,2265,2265,17,1377,4489,5108,3251,928,3680,17456,0.0
42,21,91,66,0,50,9,0,2264,2265,2265,2264,2265,2265,2264,2265,34,1377,4489,5108,3251,928,3680,17456,0.0
46,25,15,60,8,45,100,0,2262,2264,2266,2264,2265,2262,2265,2264,34,1377,4489,5108,3251,928,3680,17456,0.0
18,36,7,73,0,45,100,33,2262,2263,2265,2264,2264,2264,2269,2265,20,1377,4334,5108,3251,928,3680,17301,0.0
8,46,0,54,16,41,100,0,2264,2265,2265,2264,2265,2264,2264,2265,0,1377,4336,5108,3251,928,3680,17303,0.0
16,38,23,16,33,50,100,7,2268,2265,2262,2265,2265,2266,2265,2264,17,1377,4181,4956,3252,929,3680,16998,
25,33,58,8,8,46,100,0,2263,2264,2267,2265,2264,2265,2264,2263,34,1377,4181,4956,3252,929,3680,16998,0.0
16,36,63,8,33,50,100,8,2265,2265,2265,2264,2265,2263,2260,2261,31,1377,4181,4956,3252,928,3680,16997,0.0
38,23,69,8,14,50,100,0,2265,2264,2264,2256,2263,2263,2264,2272,22,1377,4181,4956,3252,929,3680,16998,0.0
18,8,58,23,16,46,92,7,2264,2265,2265,2264,2263,2264,2264,2265,33,1377,4181,4956,3252,929,3680,16998,0.0
28,41,63,16,8,50,100,0,2263,2266,2264,2263,2260,2265,2264,2263,8,1377,4181,4956,3252,929,3680,16998,0.0
8,42,23,50,0,62,100,8,2263,2263,2265,2265,2263,2264,2265,2263,7,1377,4181,4956,3252,929,3680,16998,0.0
16,53,71,16,33,58,100,7,2264,2265,2264,2264,2264,2265,2263,2262,34,1377,4181,4954,3251,928,3680,16994,0.0
27,58,25,45,53,15,100,16,2262,2261,2262,2265,2264,2257,2265,2264,5,1377,4334,5263,3251,928,3680,17456,0.0
50,66,8,25,27,8,100,0,2263,2264,2265,2265,2264,2265,2264,2264,15,1377,4334,5108,3251,928,3680,17301,0.0
45,8,16,58,30,0,100,7,2265,2264,2264,2265,2264,2265,2265,2265,21,1377,4334,4954,3251,928,3680,17147,0.0
30,41,15,33,38,38,100,7,2265,2264,2265,2262,2257,2264,2265,2264,24,1377,4334,5108,3251,928,3680,17301,0.0
0,15,27,58,36,18,100,33,2265,2264,2263,2264,2265,2265,2266,2262,34,1377,4334,5108,3251,928,3680,17301,0.0
27,8,16,58,38,8,100,33,2268,2266,2265,2265,2265,2264,2263,2265,22,1377,4334,5108,3251,928,3680,17301,0.0
50,9,15,61,33,15,100,7,2266,2264,2264,2264,2266,2267,2265,2265,34,1377,4178,4952,3249,928,3680,16987,0.0
46,23,41,33,33,8,100,0,2264,2264,2264,2264,2265,2265,2264,2265,12,1377,4178,4952,3249,928,3680,16987,0.0
16,53,58,8,38,16,100,15,2265,2264,2264,2264,2264,2264,2264,2262,34,1377,4180,4952,3251,928,3680,16991,0.0
9,50,63,8,36,16,100,0,2267,2265,2262,2265,2265,2264,2264,2263,18,1377,4180,4954,3251,928,3680,16993,0.0
23,15,58,16,38,36,100,0,2265,2265,2265,2264,2261,2265,2265,2259,2,1377,4180,4954,3251,928,3680,16993,0.0
9,0,64,0,53,41,100,0,2263,2264,2259,2265,2265,2264,2264,2264,40,1377,4334,4954,3251,928,3680,17147,0.0
23,0,63,30,41,27,100,8,2264,2265,2264,2264,2264,2264,2264,2259,0,1377,4334,4954,3251,928,3680,17147,0.0
61,16,66,0,25,7,100,0,2265,2265,2264,2264,2264,2268,2265,2265,34,1377,4334,4954,3251,928,3640,17107,0.0
50,18,61,15,33,8,100,0,2264,2264,2265,2264,2264,2265,2264,2264,2,1377,4334,4954,3251,928,3640,17107,0.0
25,53,72,16,36,0,100,0,2265,2265,2265,2265,2261,2264,2265,2262,34,1377,4334,4954,3251,928,3680,17147,0.0
53,23,58,16,38,9,100,18,2263,2262,2264,2265,2263,2265,2264,2265,32,1377,4180,4954,3251,928,3680,16993,
45,25,63,23,23,58,100,15,2264,2265,2263,2272,2260,2265,2264,2266,33,1377,4180,5263,3251,928,3680,17302,0.0
50,23,15,70,0,36,100,0,2264,2264,2264,2264,2261,2265,2273,2258,17,1377,4180,5108,3251,928,3680,17147,0.0
81,16,20,15,33,33,100,0,2264,2263,2264,2265,2265,2264,2265,2262,27,1377,4334,5108,3251,928,3680,17301,0.0
71,8,46,0,0,30,100,0,2265,2264,2259,2265,2263,2265,2265,2264,4,1377,4334,5108,3251,928,3680,17301,0.0
72,7,45,16,35,18,100,8,2267,2262,2266,2264,2265,2264,2265,2265,34,1377,4181,5108,3251,928,3680,17148,0.0
75,0,23,50,27,8,100,0,2264,2265,2265,2263,2265,2264,2265,2265,1,1377,4181,4954,3252,929,3640,16956,0.0
25,58,15,45,46,8,100,0,2265,2264,2264,2266,2263,2265,2265,2264,34,1377,4180,4954,3252,928,3640,16954,0.0
25,58,8,50,33,15,100,0,2264,2265,2264,2264,2264,2265,2265,2265,16,1377,4334,4954,3251,928,3680,17147,0.0
28,75,33,36,9,8,100,8,2263,2264,2264,2264,2262,2264,2261,2264,34,1377,4180,4954,3251,928,3680,16993,0.0
54,69,15,38,8,8,100,0,2264,2263,2264,2265,2264,2267,2266,2263,9,1377,4181,4956,3252,928,3680,16997,0.0
18,66,38,0,50,16,100,14,2264,2265,2263,2264,2264,2265,2257,2265,33,1377,4181,4956,3252,928,3680,16997,0.0
16,66,33,0,46,16,100,15,2264,2265,2264,2264,2262,2260,2263,2265,13,1377,4180,4954,3251,928,3680,16993,0.0
9,69,41,8,38,50,92,8,2264,2265,2264,2264,2262,2263,2264,2265,2,1377,4334,4954,3251,928,3680,17147,0.0
30,54,33,8,0,45,100,0,2264,2264,2264,2265,2263,2254,2266,2265,34,1377,4334,5108,3251,928,3680,17301,0.0
61,33,33,0,9,53,100,0,2264,2265,2265,2264,2263,2265,2265,2264,33,1377,4336,5108,3251,928,3680,17303,0.0
8,58,41,15,8,57,100,8,2264,2265,2263,2264,2264,2265,2264,2261,18,1377,4336,4954,3251,928,3680,17149,0.0
15,61,38,7,38,45,100,0,2267,2264,2265,2263,2263,2265,2263,2265,34,1377,4334,5108,3251,928,3680,17301,0.0
40,66,0,50,33,16,100,15,2264,2264,2264,2265,2266,2264,2265,2262,2,1377,4334,5263,3251,928,3680,17456,0.0
16,63,15,33,0,36,100,8,2265,2264,2262,2264,2262,2261,2263,2263,34,1377,4334,5108,3251,928,3680,17301,0.0
23,69,15,27,21,50,100,0,2260,2264,2264,2264,2269,2267,2263,2259,13,1377,4334,5108,3251,928,3680,17301,0.0
8,66,15,41,8,50,100,15,2263,2263,2263,2264,2264,2265,2265,2265,34,1377,4334,5108,3251,928,3680,17301,0.0
35,69,8,38,8,45,100,0,2263,2265,2265,2262,2264,2264,2263,2263,1,1377,4334,5108,3251,928,3680,17301,0.0
27,50,8,46,15,50,100,8,2265,2265,2263,2264,2265,2264,2265,2264,34,1377,4334,5108,3251,928,3680,17301,0.0
18,69,30,8,8,53,100,7,2265,2264,2265,2265,2263,2269,2264,2265,34,1377,4334,5108,3251,928,3680,17301,0.0
23,54,33,0,25,33,100,7,2262,2264,2260,2262,2265,2264,2264,2267,34,1377,4181,4954,3252,928,3640,16955,0.0
41,61,60,20,25,33,36,0,2264,2263,2265,2264,2263,2264,2264,2263,34,1377,4026,4956,3252,928,3640,16802,0.0
16,69,100,21,7,38,0,57,2265,2264,2265,2269,2269,2264,2263,2264,8,1377,4181,4956,3252,928,3680,16997,0.0
27,33,100,16,25,30,16,41,2264,2265,2263,2264,2264,2264,2264,2264,8,1377,4181,4954,3251,928,3640,16954,0.0
28,0,100,0,61,23,46,25,2265,2265,2264,2258,2265,2265,2265,2265,27,1377,4026,4801,3252,929,3640,16648,
9,7,100,16,18,46,50,54,2265,2265,2264,2259,2264,2265,2264,2264,33,1377,4181,4954,3251,928,3640,16954,0.0
50,15,100,7,15,27,50,38,2265,2265,2256,2262,2263,2264,2264,2263,18,1377,4180,4954,3251,928,3640,16953,0.0
10,9,100,8,18,8,41,46,2265,2263,2263,2265,2263,2260,2265,2264,0,1377,4025,4954,3251,774,3640,16644,0.0
16,21,100,0,38,46,50,27,2264,2264,2261,2265,2264,2264,2264,2265,9,1377,4026,4801,3251,774,3640,16492,0.0
18,16,100,42,0,66,53,27,2265,2264,2265,2265,2263,2265,2265,2263,33,1377,4025,4954,3251,928,3640,16798,0.0
66,50,100,8,0,61,15,8,2265,2264,2263,2263,2265,2264,2265,2264,29,1377,3872,5108,3251,928,3680,16839,0.0
40,16,100,7,0,57,16,8,2260,2268,2259,2263,2266,2263,2265,2263,31,1377,3872,4956,3252,774,3640,16494,0.0
53,8,100,9,9,60,38,7,2264,2263,2264,2265,2265,2265,2265,2265,13,1377,3872,4801,3252,774,3640,16339,0.0
45,16,100,23,7,66,33,16,2266,2265,2260,2260,2265,2264,2264,2266,33,1377,3872,4956,3252,774,3640,16494,0.0
54,9,100,8,8,58,33,8,2264,2264,2265,2265,2263,2265,2262,2265,2,1377,4026,4956,3252,774,3640,16648,0.0
45,16,100,7,14,66,41,15,2264,2264,2264,2264,2263,2264,2262,2263,3,1377,4026,4956,3252,774,3640,16648,0.0
23,50,100,8,0,69,33,8,2263,2265,2264,2264,2265,2263,2262,2264,23,1377,4181,4954,3252,929,3680,16996,0.0
16,64,100,8,30,61,38,8,2265,2264,2265,2264,2264,2265,2265,2265,34,1377,4180,4954,3251,928,3680,16993,0.0
16,41,100,0,75,36,0,0,2265,2265,2265,2266,2264,2256,2263,2261,34,1377,4334,5108,3251,928,3680,17301,0.0
16,41,100,0,0,40,0,76,2264,2264,2259,2266,2265,2264,2264,2265,10,1377,4334,5108,3251,928,3680,17301,0.0
15,36,100,7,23,41,0,75,2265,2264,2271,2265,2265,2265,2265,2265,8,1377,4334,5108,3251,928,3680,17301,0.0
18,41,100,9,58,0,7,66,2264,2264,2264,2264,2264,2259,2261,2263,3,1377,4334,5108,3251,928,3680,17301,0.0
16,41,100,0,46,15,8,66,2266,2265,2263,2265,2262,2264,2264,2264,34,1377,4489,5108,3251,928,3680,17456,0.0
21,33,100,7,50,8,8,75,2263,2264,2265,2264,2265,2265,2264,2265,34,1377,4489,4954,3251,928,3680,17302,0.0
23,41,100,8,45,0,0,66,2265,2264,2265,2265,2265,2265,2265,2264,34,1377,4489,5108,3251,928,3680,17456,0.0
9,46,100,0,50,8,0,72,2264,2263,2265,2265,2256,2265,2265,2267,3,1377,4489,4954,3251,928,3680,17302,
41,15,100,33,45,14,8,66,2265,2265,2264,2265,2265,2262,2261,2265,24,1377,4489,5108,3251,928,3680,17456,0.0
36,9,100,27,30,36,50,41,2265,2264,2264,2264,2267,2266,2265,2265,34,1377,4489,5263,3251,928,3680,17611,0.0
23,16,100,50,0,30,69,7,2264,2264,2265,2265,2267,2265,2264,2264,32,1377,4180,5108,3251,928,3680,17147,
25,38,100,0,0,38,69,0,2265,2265,2258,2271,2264,2261,2265,2264,33,1377,4026,4956,3252,928,3680,16842,0.0
50,23,100,8,7,25,54,9,2263,2265,2264,2267,2265,2265,2265,2265,34,1377,4181,4956,3252,928,3680,16997,0.0
54,16,100,0,7,36,0,69,2265,2265,2264,2264,2265,2264,2264,2263,30,1377,4180,4956,3251,928,3680,16995,0.0
54,0,100,0,0,38,0,75,2266,2265,2265,2263,2269,2265,2264,2268,18,1377,4180,5108,3251,928,3680,17147,
30,15,100,0,8,33,35,72,2265,2264,2264,2265,2265,2263,2266,2264,4,1377,4334,5108,3251,928,3680,17301,0.0
15,15,92,18,9,33,41,76,2264,2264,2264,2264,2269,2264,2265,2263,19,1377,4334,5108,3251,928,3680,17301,0.0
42,27,100,7,33,7,0,72,2264,2265,2264,2265,2263,2265,2265,2265,1,1377,4334,4954,3251,928,3680,17147,0.0
53,21,100,7,27,0,23,75,2265,2265,2264,2264,2265,2264,2264,2265,23,1377,4334,4954,3251,928,3680,17147,0.0
20,58,100,0,42,8,15,53,2264,2265,2265,2265,2256,2266,2262,2266,32,1377,4334,4954,3251,928,3680,17147,0.0
71,58,100,8,45,8,15,15,2265,2265,2265,2263,2265,2265,2261,2264,32,1377,4334,4954,3251,928,3680,17147,0.0
58,15,100,33,69,26,8,15,2265,2265,2264,2263,2265,2265,2269,2274,23,1377,4334,5108,3251,928,3680,17301,0.0
50,8,100,27,50,8,8,8,2267,2266,2264,2264,2265,2264,2264,2269,32,1377,4334,4956,3251,928,3680,17149,0.0
50,0,100,41,63,15,8,0,2262,2264,2260,2264,2265,2264,2265,2264,34,1377,4181,4956,3252,928,3680,16997,
40,0,100,30,53,0,8,8,2263,2266,2257,2265,2265,2265,2264,2265,12,1377,4181,4801,3252,929,3640,16803,0.0
50,23,100,33,25,53,30,16,2265,2266,2264,2263,2265,2264,2264,2265,31,1377,4181,4956,3252,929,3640,16958,0.0
45,16,100,16,41,45,38,35,2264,2265,2265,2265,2259,2265,2265,2265,32,1377,4180,5108,3251,928,3640,17107,0.0
69,8,100,7,30,33,33,18,2265,2265,2264,2264,2265,2263,2265,2265,7,1377,4180,5108,3251,928,3640,17107,
61,10,0,9,91,38,9,50,2264,2265,2263,2263,2262,2263,2265,2265,17,1377,4025,5108,3251,928,3640,16952,0.0
9,53,7,100,9,38,16,46,2264,2263,2264,2264,2265,2265,2264,2262,32,1377,4180,4954,3251,928,3640,16953,0.0
16,58,0,100,33,16,0,50,2265,2263,2263,2265,2263,2267,2265,2265,13,1377,4180,4954,3251,928,3680,16993,0.0
42,9,0,83,33,33,25,63,2264,2264,2264,2263,2268,2265,2264,2263,15,1377,4180,4954,3251,928,3680,16993,0.0
0,8,25,0,58,33,50,100,2264,2265,2258,2265,2265,2263,2262,2265,18,1377,4180,4954,3251,928,3680,16993,0.0
23,16,38,7,53,53,8,100,2263,2264,2264,2265,2265,2264,2263,2264,25,1377,4180,4954,3251,928,3680,16993,0.0
61,9,33,0,66,0,8,100,2264,2265,2265,2264,2261,2266,2262,2275,34,1377,4180,4954,3251,928,3680,16993,0.0
50,16,33,8,58,18,8,92,2263,2264,2261,2263,2264,2263,2264,2265,35,1377,4181,4801,3252,928,3680,16842,0.0
61,61,54,21,50,7,15,100,2264,2265,2259,2264,2265,2264,2265,2269,32,1377,4180,5108,3251,928,3680,17147,0.0
58,33,16,8,66,23,42,100,2264,2265,2264,2264,2263,2266,2262,2266,1,1377,4180,5108,3251,928,3680,17147,0.0
60,46,0,0,61,8,0,100,2265,2263,2266,2264,2264,2265,2265,2265,32,1377,4180,5108,3251,928,3680,17147,0.0
