CPU_Core_1_Usage_%,CPU_Core_2_Usage_%,CPU_Core_3_Usage_%,CPU_Core_4_Usage_%,CPU_Core_5_Usage_%,CPU_Core_6_Usage_%,CPU_Core_7_Usage_%,CPU_Core_8_Usage_%,CPU_Core_1_Freq_MHz,CPU_Core_2_Freq_MHz,CPU_Core_3_Freq_MHz,CPU_Core_4_Freq_MHz,CPU_Core_5_Freq_MHz,CPU_Core_6_Freq_MHz,CPU_Core_7_Freq_MHz,CPU_Core_8_Freq_MHz,GPU_Usage_%,GPU_Freq_MHz,GPU_mW,CPU_mW,SOC_mW,VDDRQ_mW,SYS5V_mW,Total_Power_mW,CV_mW
53,8,25,33,58,0,0,100,2265,2264,2266,2265,2265,2263,2263,2264,34,1377,4181,4801,3252,929,3680,16843,
50,8,23,38,57,7,8,100,2265,2264,2264,2264,2261,2265,2264,2264,21,1377,4181,4801,3252,929,3640,16803,0.0
54,15,16,38,50,18,0,100,2264,2264,2266,2263,2259,2263,2259,2266,21,1377,4180,4956,3251,928,3640,16955,0.0
50,8,38,10,18,69,15,100,2265,2265,2263,2264,2264,2264,2262,2264,9,1377,4334,4954,3251,928,3640,17107,
50,46,45,16,9,25,41,100,2264,2265,2267,2263,2264,2264,2265,2266,34,1377,4180,5108,3251,928,3680,17147,0.0
23,53,58,16,42,0,7,100,2269,2263,2264,2265,2264,2263,2263,2263,21,1377,4180,5108,3251,928,3680,17147,0.0
50,0,61,25,33,8,8,100,2264,2264,2263,2259,2264,2264,2262,2264,20,1377,4180,4954,3251,928,3680,16993,0.0
58,7,8,66,33,0,0,100,2264,2263,2265,2265,2263,2263,2262,2261,13,1377,4180,4954,3251,928,3640,16953,0.0
53,15,8,61,27,7,0,100,2264,2264,2264,2263,2263,2264,2263,2259,9,1377,4180,4799,3251,928,3640,16798,0.0
21,9,8,61,100,50,0,100,2263,2264,2265,2265,2263,2265,2264,2263,20,1377,4334,5263,3251,928,3640,17416,0.0
9,26,69,23,100,53,8,100,2260,2265,2265,2263,2264,2264,2264,2264,8,1377,4334,5418,3251,928,3640,17571,0.0
85,100,75,80,84,91,92,100,2263,2263,2265,2264,2263,2262,2265,2265,2,1377,3405,6654,3096,773,3640,17568,0.0
100,92,76,91,100,100,100,100,2265,2264,2265,2262,2265,2264,2258,2265,0,1377,2785,7582,3095,773,3600,17835,0.0
100,92,92,78,92,86,86,100,2265,2264,2264,2265,2264,2264,2265,2265,4,1377,2321,8511,3095,619,3560,18106,0.0
92,53,61,63,100,45,50,100,2264,2261,2265,2264,2264,2263,2265,2265,0,1377,2012,8511,2941,619,3560,17643,0.0
0,100,58,28,41,58,8,100,2264,2263,2266,2257,2265,2264,2262,2264,0,1377,1703,8053,2942,619,3520,16837,0.0
8,100,8,75,0,100,0,100,2264,2264,2268,2267,2262,2264,2264,2264,0,1377,1549,7744,2943,464,3520,16220,0.0
7,100,7,75,8,100,7,100,2265,2258,2259,2263,2264,2259,2264,2266,0,1377,1394,7437,2788,464,3520,15603,0.0
0,100,16,75,8,100,9,100,2265,2264,2263,2267,2264,2265,2265,2265,0,1377,1240,7282,2790,465,3480,15257,0.0
8,100,16,73,14,100,7,100,2265,2265,2264,2263,2261,2264,2265,2265,0,1377,1240,7130,2790,465,3480,15105,0.0
15,100,38,54,33,92,16,100,2265,2262,2264,2264,2265,2264,2265,2265,0,1377,1085,7130,2790,465,3480,14950,0.0
16,100,18,18,100,33,0,100,2264,2265,2267,2265,2264,2263,2265,2263,0,1377,1085,6975,2790,465,3480,14795,0.0
23,100,15,58,90,16,0,100,2264,2265,2264,2262,2264,2263,2265,2264,0,1377,1085,6820,2791,465,3480,14641,0.0
21,100,15,81,23,100,0,100,2261,2265,2264,2265,2265,2257,2264,2264,0,1377,1085,6820,2791,465,3480,14641,0.0
16,92,9,66,8,100,0,100,2264,2260,2262,2265,2264,2264,2264,2264,0,1377,1085,6823,2791,465,3480,14644,0.0
8,100,0,75,0,100,8,100,2263,2271,2264,2265,2263,2264,2263,2264,0,1377,930,6668,2791,310,3480,14179,0.0
8,100,7,54,7,100,0,100,2264,2261,2260,2264,2262,2265,2262,2264,0,1377,930,6513,2791,310,3480,14024,0.0
16,100,9,25,9,100,41,100,2264,2264,2263,2265,2262,2263,2264,2264,0,1377,930,6513,2791,310,3480,14024,0.0
15,100,0,8,8,91,75,100,2263,2263,2264,2264,2264,2264,2262,2264,6,1377,930,6513,2791,310,3480,14024,0.0
9,100,0,8,0,100,75,100,2264,2265,2259,2264,2262,2264,2264,2265,0,1377,930,6513,2791,310,3480,14024,0.0
15,100,28,0,0,100,50,100,2264,2265,2263,2268,2265,2265,2265,2264,0,1377,930,6513,2791,310,3480,14024,0.0
0,100,36,45,23,100,0,100,2261,2265,2264,2263,2264,2263,2264,2262,0,1377,930,6513,2791,310,3480,14024,0.0
