Frame,Captura,Procesamiento,Tracking,Escritura,Cantidad Objetos,Tiempo Total(ms),Tiempo por Objeto tracking(ms),FPS,Preprocess,Inference,Postprocess,
612,"0,005383","0,034427","0,044729","0,014654",22,"99,193066","2,03313",0,"2,201319","23,397446","5,202532",
613,"0,006971","0,048151","0,014182","0,011002",21,"80,306164","0,675323",0,"3,261328","24,973154","12,62641",
614,"0,007345","0,036165","0,014514","0,011332",21,"69,356871","0,691142",0,"5,286694","23,15712","3,710032",
615,"0,005539","0,037058","0,015475","0,011494",22,"69,566958","0,70341",0,"2,430677","24,427414","4,373789",
616,"0,005568","0,035321","0,014589","0,011094",24,"66,571082","0,607871",0,"2,103329","23,27776","4,743814",
617,"0,006852","0,035121","0,026695","0,012334",25,"81,001227","1,06779",0,"4,301548","22,970676","3,78561",
618,"0,005467","0,036585","0,015106","0,012889",24,"70,047229","0,629409",0,"2,73633","25,24662","4,269361",
619,"0,005637","0,034814","0,013535","0,011895",24,"65,881394","0,563963",0,"2,534866","23,494482","4,773617",
620,"0,005681","0,033425","0,013931","0,011863",24,"64,899698","0,580466",0,"2,233505","23,373604","3,680229",
621,"0,005547","0,033541","0,017584","0,010792",24,"67,464102","0,732686",0,"2,316952","23,275375","4,301548",
622,"0,005537","0,033796","0,026266","0,015268",25,"80,86743","1,05063",0,"2,104044","23,382425","4,377842",
623,"0,00538","0,037663","0,01468","0,011755",24,"69,477865","0,611676",0,"3,391504","23,454428","4,800797",
624,"0,005753","0,03512","0,014448","0,010663",24,"65,983254","0,601981",0,"2,65789","23,557186","4,46701",
625,"0,007512","0,03601","0,014319","0,0123",24,"70,141247","0,596624",0,"4,874706","23,102999","4,00424",
626,"0,005914","0,033944","0,016248","0,012574",25,"68,68024","0,64991",0,"2,58112","22,969246","4,7791",
627,"0,006149","0,037483","0,016878","0,012554",26,"73,064577","0,649167",0,"4,912138","23,980856","4,246473",
628,"0,005407","0,036365","0,015376","0,011942",26,"69,09078","0,591382",0,"5,100727","23,189783","4,356623",
629,"0,005284","0,035282","0,031773","0,01514",26,"87,478659","1,222026",0,"3,535032","23,317337","4,68421",
630,"0,006032","0,039179","0,016736","0,011882",27,"73,828987","0,619849",0,"2,280474","23,957729","8,20756",
631,"0,005875","0,037857","0,014883","0,012036",27,"70,650482","0,551205",0,"4,961491","24,063587","4,288435",
632,"0,005855","0,035467","0,033823","0,017653",26,"92,798226","1,300878",0,"2,24328","23,423433","3,873825",
633,"0,006777","0,042344","0,018385","0,011816",27,"79,322131","0,680938",0,"1,983881","24,004698","11,110306",
634,"0,005323","0,039555","0,017632","0,012469",27,"74,978753","0,653047",0,"4,840851","24,057865","5,052328",
635,"0,00616","0,035733","0,03734","0,042251",28,"121,482608","1,333555",0,"2,309561","23,531914","5,148172",
636,"0,006611","0,045941","0,030042","0,018741",28,"101,335118","1,072921",0,"3,736734","23,936749","12,673378",
637,"0,00623","0,052079","0,028321","0,015055",28,"101,685083","1,011478",0,"6,079435","23,916245","4,02379",
638,"0,005652","0,049808","0,018447","0,013422",29,"87,328541","0,636105",0,"16,374826","23,566246","4,330397",
639,"0,005667","0,035946","0,024631","0,014843",28,"81,087021","0,879684",0,"2,296209","23,378611","4,878283",
640,"0,007106","0,035873","0,026363","0,015546",27,"84,888362","0,9764",0,"2,21467","24,392366","4,458904",
641,"0,005629","0,036374","0,048961","0,018756",26,"109,72061","1,883101",0,"2,145767","24,960995","4,587889",
642,"0,00581","0,052066","0,029018","0,015324",26,"102,217834","1,116078",0,"2,470732","26,587248","12,900829",
643,"0,006591","0,038108","0,017791","0,012915",27,"75,404045","0,658917",0,"2,260685","24,764061","6,029129",
644,"0,00541","0,036001","0,025011","0,01479",26,"81,21208","0,961979",0,"2,639055","24,191141","3,910542",
645,"0,005892","0,034483","0,045121","0,015911",26,"101,406318","1,735419",0,"2,330542","23,772955","4,38571",
646,"0,00589","0,051603","0,029035","0,015921",27,"102,449649","1,075369",0,"1,990557","25,394917","14,877558",
647,"0,005402","0,038011","0,015793","0,012378",27,"71,584271","0,58492",0,"2,401829","24,530172","6,443739",
648,"0,014767","0,035934","0,018408","0,012573",28,"81,682207","0,657424",0,"2,536535","24,168253","4,985809",
649,"0,012301","0,035956","0,01805","0,012677",28,"78,984645","0,644626",0,"2,29764","23,486614","3,777504",
650,"0,006997","0,03681","0,029846","0,018378",28,"92,031415","1,065946",0,"2,453089","24,071455","4,916191",
651,"0,005428","0,038626","0,018888","0,016386",29,"79,328271","0,651325",0,"2,671719","23,637056","7,637501",
652,"0,005399","0,03985","0,019197","0,015748",29,"80,193132","0,661949",0,"2,295971","24,894476","4,540682",
653,"0,005381","0,042361","0,016219","0,015103",30,"79,064551","0,540638",0,"6,660461","23,883343","4,032373",
654,"0,005371","0,036788","0,016511","0,015397",30,"74,06672","0,550383",0,"2,532959","23,536205","3,690958",
655,"0,005915","0,037","0,051696","0,01675",30,"111,360794","1,723216",0,"2,973318","22,89319","4,015684",
656,"0,005389","0,048324","0,046701","0,0241",30,"124,513806","1,556696",0,"2,532244","23,729086","12,410879",
657,"0,005457","0,052237","0,019285","0,014814",30,"91,791439","0,642822",0,"4,965544","25,98238","12,116432",
658,"0,00536","0,036332","0,016715","0,01891",30,"77,316813","0,55715",0,"3,010273","23,63658","5,666018",
659,"0,005502","0,040035","0,020355","0,020826",30,"86,71815","0,678496",0,"5,966425","22,826195","3,581524",
660,"0,005587","0,039245","0,022514","0,01413",37,"81,475991","0,608488",0,"5,67317","23,358583","4,112005",
661,"0,006008","0,0427","0,020652","0,015239",36,"84,599391","0,57368",0,"6,272078","22,891521","3,790379",
662,"0,00536","0,040868","0,055112","0,016236",36,"117,576264","1,530899",0,"3,807068","26,320457","3,997087",
663,"0,005708","0,055341","0,038599","0,019604",36,"119,251937","1,072194",0,"3,519535","26,182652","10,961294",
664,"0,006347","0,046145","0,022478","0,01382",36,"88,788906","0,624375",0,"3,338337","24,861813","10,58197",
665,"0,006171","0,04127","0,020047","0,013034",36,"80,522453","0,556867",0,"5,707264","24,349928","3,627062",
666,"0,00595","0,035165","0,017607","0,012876",36,"71,597548","0,489074",0,"2,495527","23,721695","3,628492",
667,"0,005342","0,038535","0,017888","0,014029",35,"75,79436","0,511084",0,"2,353907","23,083687","4,6134",
668,"0,005613","0,035174","0,017272","0,013839",35,"71,897302","0,493474",0,"2,227783","23,260117","3,68309",
669,"0,005527","0,036265","0,017728","0,013107",35,"72,627311","0,506517",0,"2,241135","23,562193","3,925323",
670,"0,006527","0,036381","0,037642","0,019946",35,"100,495404","1,075488",0,"2,374411","23,453236","3,644705",
671,"0,006585","0,044892","0,035522","0,015943",34,"102,941438","1,044753",0,"2,280951","24,120569","9,840488",
672,"0,007235","0,045256","0,01797","0,013931",34,"84,390709","0,528532",0,"3,680468","26,922941","8,755445",
673,"0,006116","0,037651","0,01769","0,013304",34,"74,759637","0,520284",0,"2,375841","24,506569","3,66807",
674,"0,005881","0,036258","0,019361","0,013778",34,"75,278023","0,569439",0,"2,275944","23,249865","3,634214",
675,"0,005541","0,04104","0,0195","0,013415",35,"79,495986","0,557134",0,"4,17757","23,799658","3,844738",
676,"0,006196","0,038223","0,056684","0,014464",36,"115,567873","1,574569",0,"2,948761","23,37718","4,239321",
677,"0,007422","0,054111","0,056187","0,014608",36,"132,327728","1,560747",0,"2,891302","27,495384","10,173559",
678,"0,007072","0,053863","0,053041","0,014794",34,"128,770842","1,560042",0,"3,161192","24,855614","13,458014",
679,"0,007613","0,050982","0,05047","0,015255",36,"124,319589","1,401947",0,"4,711866","23,566246","11,5695",
680,"0,006339","0,05575","0,039053","0,026724",36,"127,866619","1,084812",0,"2,884626","24,249792","14,889717",
681,"0,006005","0,046687","0,024272","0,015587",37,"92,551204","0,656003",0,"2,965212","23,941278","9,814739",
682,"0,00541","0,037221","0,020328","0,015783",37,"78,742011","0,5494",0,"2,505064","23,555756","4,847288",
683,"0,005421","0,034633","0,036332","0,018282",34,"94,668108","1,068593",0,"3,192186","23,001432","3,752232",
684,"0,005847","0,044059","0,021935","0,016025",36,"87,866089","0,609292",0,"2,377033","23,959637","11,27553",
685,"0,006062","0,036485","0,022048","0,014157",36,"78,751961","0,612438",0,"3,064871","23,823261","3,672123",
686,"0,005878","0,040795","0,02379","0,015141",36,"85,603807","0,660836",0,"3,744602","25,33555","3,86095",
687,"0,006037","0,03609","0,059803","0,014937",38,"116,866955","1,573754",0,"2,285004","23,435354","5,203724",
688,"0,006576","0,050957","0,05592","0,015585",38,"129,039263","1,471584",0,"3,125429","24,023771","13,163328",
689,"0,005371","0,053965","0,047845","0,013972",37,"121,154264","1,293121",0,"3,138781","24,797201","13,647795",
690,"0,005664","0,051915","0,053679","0,020284",37,"131,54213","1,450784",0,"3,427744","22,97616","13,596535",
691,"0,005491","0,052596","0,053312","0,015183",37,"126,581868","1,440863",0,"2,92325","24,254799","14,140368",
692,"0,00549","0,053479","0,052951","0,014609",36,"126,528874","1,470861",0,"4,769564","23,365736","14,374256",
693,"0,007004","0,051702","0,050722","0,013805",37,"123,233916","1,370867",0,"2,96092","25,398254","11,526108",
694,"0,006121","0,050506","0,052549","0,014535",37,"123,711438","1,420248",0,"3,249168","23,606777","12,304068",
695,"0,007307","0,052079","0,046817","0,013955",37,"120,158104","1,265329",0,"3,416061","24,251938","10,656595",
696,"0,008597","0,047984","0,048903","0,016906",36,"122,390784","1,358418",0,"2,940893","23,480415","10,546207",
697,"0,00579","0,053556","0,029754","0,016855",36,"105,954368","0,826508",0,"3,273964","24,258137","13,386488",
698,"0,005618","0,04299","0,018546","0,014436",36,"81,591574","0,515178",0,"5,542517","24,572372","6,857157",
699,"0,005606","0,039777","0,019037","0,017795",36,"82,215499","0,52881",0,"2,434015","24,989367","4,261255",
700,"0,006411","0,035642","0,019004","0,015833",36,"76,889722","0,527876",0,"2,531767","23,539543","3,596067",
701,"0,006428","0,035416","0,020441","0,015537",37,"77,82284","0,552472",0,"2,739191","23,390055","3,973961",
702,"0,005703","0,035621","0,019329","0,013698",37,"74,351205","0,522407",0,"2,856731","23,083687","3,787994",
703,"0,007114","0,035002","0,02098","0,016014",36,"79,109892","0,582779",0,"2,820969","23,150206","3,666878",
704,"0,008104","0,037822","0,021155","0,015774",36,"82,854624","0,587633",0,"3,587484","23,951292","3,656864",
705,"0,006311","0,037855","0,019196","0,017418",37,"80,780412","0,518822",0,"3,684282","23,131847","5,174875",
706,"0,005619","0,035807","0,019751","0,014922",37,"76,098111","0,533802",0,"2,620459","23,958921","3,832579",
707,"0,005933","0,036714","0,019587","0,014009",39,"76,242213","0,502218",0,"2,895594","24,639368","3,544331",
708,"0,00623","0,036198","0,020035","0,014601",38,"77,064833","0,527243",0,"3,484011","23,601532","3,583908",
709,"0,005456","0,03551","0,020987","0,014325",38,"76,277285","0,552282",0,"2,510071","23,672819","3,679514",
710,"0,006311","0,040231","0,019268","0,014019",37,"79,828794","0,520747",0,"4,238129","24,132252","4,937172",
711,"0,005776","0,035402","0,018581","0,014914",37,"74,671951","0,502181",0,"3,249168","23,382187","3,843069",
712,"0,005795","0,039428","0,018696","0,01644",37,"80,359277","0,505288",0,"4,254818","24,045229","3,720284",
713,"0,006457","0,035188","0,031964","0,016298",37,"89,906505","0,863883",0,"2,876759","23,323536","3,741741",
714,"0,009183","0,043182","0,020517","0,013511",37,"86,391986","0,554513",0,"2,852917","23,672104","10,188103",
715,"0,007982","0,039403","0,020781","0,014235",39,"82,400687","0,532846",0,"3,795624","24,326324","4,267216",
716,"0,006609","0,036378","0,023688","0,013977",39,"80,651189","0,607373",0,"2,765417","23,554087","3,899574",
717,"0,007023","0,039592","0,02227","0,015909",39,"84,79459","0,57103",0,"5,864143","23,064375","3,68166",
718,"0,007302","0,037572","0,037021","0,020196",39,"102,091162","0,949264",0,"2,510786","24,703264","4,59981",
719,"0,006614","0,043844","0,022009","0,015111",39,"87,57721","0,564342",0,"2,499342","23,725986","10,439157",
720,"0,005414","0,040591","0,023926","0,016149",38,"86,080745","0,629623",0,"3,705502","25,06876","4,239559",
721,"0,006118","0,038177","0,019633","0,014274",38,"78,201635","0,516653",0,"6,127357","23,358345","3,996849",
722,"0,005756","0,03897","0,020407","0,014291",38,"79,424173","0,537013",0,"4,871368","23,302794","3,704071",
723,"0,005809","0,038994","0,037559","0,018766",38,"101,12694","0,988389",0,"4,105568","24,744034","3,627777",
724,"0,005784","0,04517","0,019564","0,014846",36,"85,36408","0,543454",0,"5,590916","24,007797","9,221554",
725,"0,005411","0,03874","0,017977","0,013836",37,"75,964311","0,485871",0,"2,395391","23,907661","5,5058",
726,"0,00972","0,036825","0,019037","0,013795",37,"79,376137","0,5145",0,"2,505064","23,988962","3,896236",
727,"0,007018","0,036382","0,021473","0,01438",38,"79,252295","0,565088",0,"2,319098","23,979425","3,993273",
728,"0,006981","0,041281","0,020305","0,014526",39,"83,09207","0,520631",0,"5,312681","23,713589","3,863573",
729,"0,007549","0,040543","0,021258","0,015321",39,"84,671258","0,54508",0,"5,287409","24,220228","4,957676",
730,"0,005508","0,039583","0,036418","0,020462",39,"101,97068","0,933795",0,"5,578041","23,25058","3,70574",
731,"0,007027","0,04504","0,024605","0,014149",39,"90,82055","0,630891",0,"2,724409","24,817228","10,724068",
732,"0,005836","0,044281","0,022243","0,016591",39,"88,951143","0,570327",0,"3,604174","24,041653","4,559278",
733,"0,006296","0,035961","0,033178","0,019564",36,"94,998672","0,9216",0,"2,253771","23,855686","4,247189",
734,"0,006656","0,042161","0,019843","0,013618",37,"82,27745","0,536285",0,"2,652407","24,351358","8,38685",
735,"0,005476","0,040372","0,017679","0,014462",37,"77,988475","0,477807",0,"4,188538","24,368525","3,95155",
736,"0,008522","0,034799","0,019275","0,013636",37,"76,231328","0,520938",0,"2,284288","23,317337","3,664255",
737,"0,006643","0,038315","0,018615","0,014579",37,"78,151102","0,503097",0,"3,497362","23,136616","3,868818",
738,"0,008053","0,034137","0,020905","0,014111",37,"77,205888","0,564997",0,"2,06542","23,338318","3,81875",
739,"0,006894","0,035129","0,033213","0,018261",37,"93,497275","0,897653",0,"3,460884","23,407221","3,522873",
740,"0,005605","0,042506","0,022419","0,014737",38,"85,267147","0,589979",0,"2,209663","26,554585","7,598877",
741,"0,006011","0,034707","0,019628","0,013291",38,"73,637512","0,516537",0,"2,206087","23,599625","4,174709",
742,"0,005571","0,035751","0,033548","0,01705",39,"91,919304","0,860209",0,"2,49052","24,517536","3,566027",
743,"0,006386","0,042439","0,021313","0,013844",39,"83,982945","0,54649",0,"2,072573","24,358988","9,239197",
744,"0,005947","0,037836","0,019567","0,014243",39,"77,594574","0,501731",0,"2,322674","24,411678","4,840851",
745,"0,006181","0,041025","0,019832","0,014807",40,"81,844281","0,495801",0,"6,672859","22,862434","4,313231",
746,"0,005779","0,036096","0,020393","0,016537",40,"78,805078","0,509824",0,"2,371311","23,767948","4,297733",
747,"0,005585","0,035476","0,023569","0,013944",37,"78,573389","0,637001",0,"2,183676","23,119926","3,685236",
748,"0,005597","0,044712","0,019855","0,015755",38,"85,919714","0,5225",0,"8,743286","22,892475","5,769491",
749,"0,007047","0,035606","0,01993","0,013492",37,"76,073691","0,538647",0,"2,59614","22,849083","4,570007",
750,"0,007087","0,036257","0,019657","0,013359",37,"76,360132","0,531281",0,"3,038645","23,331404","3,66807",
751,"0,006013","0,040228","0,020125","0,016661",38,"83,028031","0,529614",0,"5,804062","22,930384","3,781319",
752,"0,009053","0,035665","0,02026","0,014826",35,"79,803765","0,578868",0,"2,536535","23,721933","3,718853",
753,"0,006117","0,040648","0,018206","0,014259",36,"79,229826","0,505722",0,"2,681017","23,548603","5,345821",
754,"0,005394","0,037251","0,051103","0,018548",36,"112,296107","1,419527",0,"2,360582","23,897171","4,347324",
755,"0,006969","0,052836","0,040751","0,017898",36,"118,454807","1,131969",0,"2,122164","24,527073","12,640238",
756,"0,006126","0,047945","0,033427","0,01808",36,"105,577675","0,928527",0,"2,65789","26,095629","10,171413",
757,"0,005945","0,042987","0,021103","0,015161",38,"85,196584","0,555336",0,"2,631664","25,469065","9,002447",
758,"0,005465","0,042526","0,018848","0,013226",36,"80,065087","0,523552",0,"3,549337","23,65303","3,472567",
759,"0,009072","0,037604","0,018989","0,013404",36,"79,068574","0,527471",0,"2,148151","23,890495","4,592896",
760,"0,005644","0,037932","0,018916","0,013689",36,"76,181534","0,525448",0,"4,433393","23,266077","3,857851",
761,"0,005578","0,03926","0,018335","0,01349",36,"76,664333","0,509311",0,"5,498648","23,361444","3,796816",
762,"0,00568","0,038612","0,020677","0,014255",37,"79,224033","0,558825",0,"2,440929","23,999453","5,296707",
763,"0,005681","0,03455","0,019067","0,01418",34,"73,478146","0,560796",0,"2,0895","22,965193","3,969908",
764,"0,005795","0,035852","0,04019","0,019419",35,"101,255641","1,148279",0,"2,388239","23,220539","3,810883",
765,"0,005944","0,047106","0,020887","0,013256",35,"87,193384","0,596775",0,"2,485752","24,83964","12,200832",
766,"0,005407","0,039273","0,02046","0,01315",35,"78,290241","0,584569",0,"2,693653","24,786949","4,088163",
767,"0,005371","0,036697","0,019671","0,013267",36,"75,005941","0,546408",0,"2,543211","23,235798","3,713131",
768,"0,005461","0,038047","0,032704","0,015967",36,"92,179246","0,908456",0,"2,377033","24,186611","3,733158",
769,"0,005596","0,043268","0,042422","0,024117",39,"115,402415","1,087746",0,"2,351046","23,785114","10,306358",
770,"0,00533","0,048336","0,024987","0,015716",39,"94,368726","0,6407",0,"2,202511","25,220633","10,170221",
771,"0,005874","0,037499","0,022137","0,016822",38,"82,330952","0,582549",0,"2,7318","24,169445","4,304886",
772,"0,005816","0,035621","0,060605","0,014693",40,"116,733626","1,515113",0,"2,613544","23,965597","3,782272",
773,"0,005529","0,052172","0,055418","0,016003",40,"129,121652","1,385439",0,"2,351999","26,725292","10,666847",
774,"0,006275","0,054498","0,052719","0,013623",41,"127,114802","1,285836",0,"4,767895","23,394823","13,51738",
775,"0,006724","0,053449","0,055444","0,014549",41,"130,166134","1,3523",0,"2,418756","22,870541","14,865875",
776,"0,005858","0,061142","0,061887","0,014219",43,"143,106852","1,439231",0,"5,872488","24,000883","14,0481",
777,"0,005741","0,056313","0,052896","0,015777",43,"130,727082","1,230145",0,"4,210711","27,060986","11,054039",
778,"0,006497","0,058484","0,060877","0,014177",44,"140,035293","1,383575",0,"2,585649","23,292303","15,079975",
779,"0,006142","0,061856","0,060805","0,01476",43,"143,562707","1,41407",0,"2,974033","23,517132","15,187263",
780,"0,005435","0,054658","0,055229","0,015716",41,"131,038293","1,347049",0,"3,174305","26,681185","12,457609",
781,"0,005385","0,061779","0,047505","0,021442",42,"136,111067","1,131067",0,"5,098104","23,295879","15,231133",
782,"0,006934","0,052711","0,043125","0,01967",43,"122,439732","1,002917",0,"3,311872","24,348736","11,329174",
783,"0,006381","0,04783","0,042683","0,0225",44,"119,393872","0,970064",0,"2,830505","23,812056","13,016462",
784,"0,006617","0,05084","0,029126","0,015522",43,"102,10453","0,677343",0,"2,8162","24,375916","14,231205",
785,"0,006592","0,040836","0,024","0,0167",45,"88,128421","0,533335",0,"6,831408","23,490667","4,565954",
786,"0,006306","0,038847","0,0272","0,018649",46,"91,002564","0,591307",0,"3,468513","25,530577","3,954172",
787,"0,007399","0,037827","0,022214","0,016614",46,"84,053886","0,482907",0,"2,78616","23,830414","5,475044",
788,"0,005367","0,037048","0,023763","0,015457",47,"81,634189","0,505587",0,"2,424717","25,04158","4,00281",
789,"0,005587","0,038541","0,024377","0,016778",46,"85,283303","0,529939",0,"5,881548","23,068905","3,530502",
790,"0,005316","0,039652","0,025044","0,017993",46,"88,004192","0,544435",0,"3,051758","24,273872","4,705429",
791,"0,005334","0,039447","0,026048","0,014312",45,"85,140673","0,578839",0,"4,204035","23,518324","5,641222",
792,"0,005628","0,041735","0,043741","0,022605",46,"113,70853","0,950882",0,"8,985996","23,343086","3,637552",
793,"0,006713","0,050624","0,028374","0,014429",45,"100,140721","0,630535",0,"2,719641","24,363995","12,37607",
794,"0,005372","0,044096","0,023029","0,01708",43,"89,575859","0,535547",0,"6,705523","23,838997","3,934622",
795,"0,005359","0,03769","0,025144","0,016523",46,"84,716467","0,546616",0,"2,987385","24,086952","5,077839",
796,"0,005928","0,041822","0,024146","0,015743",45,"87,638612","0,536587",0,"5,880117","23,646116","3,965139",
797,"0,006042","0,036122","0,024243","0,017382",46,"83,789077","0,527027",0,"2,004862","23,417711","4,885912",
798,"0,006131","0,037267","0,047027","0,019608",45,"110,03372","1,045037",0,"4,412413","23,293018","3,994226",
799,"0,006339","0,054672","0,025816","0,017847",46,"104,672552","0,561208",0,"2,216339","26,816368","17,026901",
800,"0,007282","0,037771","0,023531","0,016598",46,"85,182019","0,511533",0,"2,267122","23,678541","4,796028",
801,"0,00701","0,037064","0,049679","0,030347",46,"124,100331","1,079971",0,"2,505541","24,046659","5,238533",
802,"0,00694","0,053165","0,03568","0,017621",47,"113,405736","0,759143",0,"2,708197","24,493933","11,623621",
803,"0,006092","0,044567","0,022916","0,017423",47,"90,997251","0,487565",0,"2,586842","23,982286","7,325649",
804,"0,005708","0,036498","0,023675","0,018901",46,"84,782326","0,514671",0,"2,295256","24,559021","4,352093",
805,"0,005657","0,036249","0,023755","0,0196",46,"85,261573","0,516423",0,"2,619743","23,872375","4,679203",
806,"0,006854","0,036302","0,022719","0,01914",44,"85,014941","0,51633",0,"2,346992","23,754358","4,756927",
807,"0,007321","0,037018","0,025367","0,015595",45,"85,301028","0,563719",0,"2,691746","24,008989","4,876852",
808,"0,006268","0,040161","0,058945","0,014424",46,"119,798648","1,281424",0,"5,43499","23,456812","4,677057",
809,"0,006857","0,054638","0,059206","0,01464",47,"135,340315","1,259696",0,"2,286911","24,024963","14,052629",
810,"0,005895","0,059468","0,058743","0,01403",48,"138,13615","1,223815",0,"4,351616","23,93651","15,231609",
811,"0,005934","0,056972","0,058221","0,015256",47,"136,38342","1,238741",0,"5,097866","24,318218","14,286518",
812,"0,005792","0,058965","0,057704","0,01444",48,"136,901679","1,202176",0,"4,631758","23,523331","13,638735",
813,"0,005859","0,058149","0,059092","0,014558",47,"137,657704","1,257281",0,"5,843639","24,308443","13,997793",
814,"0,005691","0,058461","0,058389","0,014742",48,"137,282075","1,216428",0,"5,353451","24,394512","14,539719",
815,"0,009021","0,060227","0,062348","0,014776",47,"146,371688","1,326561",0,"6,141663","24,288416","15,487671",
816,"0,006076","0,056183","0,054699","0,015781",45,"132,739652","1,215527",0,"5,280018","24,060249","14,323473",
817,"0,008138","0,058091","0,055976","0,016859",45,"139,063958","1,243902",0,"7,011652","23,512602","14,037848",
818,"0,005938","0,053867","0,054887","0,017652",46,"132,344537","1,193199",0,"6,157637","24,189234","12,672663",
819,"0,006041","0,063164","0,041311","0,025843",47,"136,358492","0,878959",0,"3,422499","23,843765","16,927958",
820,"0,005423","0,051217","0,028008","0,019203",49,"103,851978","0,571602",0,"2,985716","24,492741","12,382746",
821,"0,005978","0,041482","0,0265","0,020009",49,"93,968547","0,540807",0,"6,016254","24,350882","5,148888",
822,"0,005527","0,040733","0,027938","0,019229",49,"93,427281","0,570162",0,"2,26593","25,012255","5,540133",
823,"0,00688","0,040327","0,049454","0,023541",48,"120,201316","1,030297",0,"5,603313","24,371147","4,984379",
824,"0,005951","0,05573","0,057921","0,04917",50,"168,772042","1,158419",0,"3,180981","24,224281","14,67371",
825,"0,006781","0,055478","0,052776","0,019861",48,"134,896649","1,099508",0,"3,432035","25,752068","8,554935",
826,"0,006243","0,067789","0,066248","0,017199",48,"157,478737","1,380164",0,"8,139372","23,650885","28,689861",
827,"0,006058","0,059451","0,059698","0,02855",48,"153,757687","1,243716",0,"2,226591","24,196625","8,820295",
828,"0,006258","0,047217","0,046857","0,017129",46,"117,461","1,018621",0,"4,36902","23,744106","10,758877",
829,"0,006651","0,060616","0,056101","0,01833",47,"141,697608","1,19363",0,"3,16453","25,088072","15,541077",
830,"0,007768","0,053649","0,051707","0,017951",48,"131,074473","1,077229",0,"3,424644","24,721861","12,425423",
831,"0,005932","0,053162","0,059751","0,017038",49,"135,881544","1,219403",0,"1,945496","23,164034","15,185833",
832,"0,006946","0,062466","0,060151","0,015088",50,"144,650538","1,203013",0,"8,692265","23,855925","14,317513",
833,"0,007858","0,059871","0,057281","0,016083",50,"141,092979","1,145617",0,"5,743265","24,114847","15,161037",
834,"0,006677","0,058409","0,060711","0,015645",51,"141,441087","1,190403",0,"4,067898","23,914814","15,673637",
835,"0,006438","0,062142","0,058896","0,015133",50,"142,609862","1,177929",0,"6,580591","24,086475","15,51652",
836,"0,005879","0,057702","0,058375","0,015165",50,"137,121072","1,167507",0,"5,425692","23,875713","15,331268",
837,"0,007444","0,054295","0,053673","0,015177",52,"130,588667","1,032174",0,"2,784014","25,671244","11,577606",
838,"0,006474","0,055749","0,071508","0,028003",52,"161,733854","1,37515",0,"3,542662","23,077488","14,248371",
839,"0,009022","0,069604","0,061613","0,021769",53,"162,008807","1,16251",0,"5,320787","24,09339","14,097691",
840,"0,006268","0,077748","0,052992","0,036485",50,"173,491682","1,059832",0,"6,585836","26,239872","28,711796",
841,"0,005679","0,056652","0,040698","0,01919",51,"122,219203","0,797998",0,"4,291773","25,039196","9,943008",
842,"0,005799","0,050277","0,063687","0,015443",50,"135,206797","1,27375",0,"2,820969","25,495291","12,91585",
843,"0,007643","0,054566","0,057858","0,016569",49,"136,63523","1,180776",0,"2,467871","25,208712","12,976646",
844,"0,006269","0,057667","0,058092","0,015418",49,"137,447384","1,185559",0,"3,499985","24,055243","16,340256",
845,"0,005752","0,055992","0,050517","0,015082",49,"127,342026","1,030953",0,"4,902124","23,629904","13,066292",
846,"0,006469","0,051458","0,054587","0,015362",48,"127,87545","1,137227",0,"2,614021","24,018526","10,708809",
847,"0,006116","0,056829","0,059338","0,015924",50,"138,205809","1,186751",0,"3,112555","23,57316","14,637709",
848,"0,005658","0,060716","0,057279","0,016686",49,"140,338199","1,168952",0,"6,965637","23,493528","16,232252",
849,"0,00633","0,055708","0,056262","0,015997",50,"134,296847","1,125234",0,"3,360987","23,608446","14,91642",
850,"0,007097","0,058013","0,059519","0,015795",49,"140,42393","1,214668",0,"2,863646","24,317026","16,35313",
851,"0,005781","0,057303","0,05771","0,019836",50,"140,631329","1,154204",0,"3,60918","24,714231","13,68928",
852,"0,006007","0,055178","0,052021","0,015341",51,"128,547058","1,020019",0,"5,632639","23,267269","11,122942",
853,"0,006536","0,054466","0,059439","0,025827",52,"146,267738","1,143062",0,"2,813578","23,31233","14,912128",
854,"0,005797","0,05939","0,059058","0,016406",50,"140,649986","1,181158",0,"4,248857","26,076794","14,847994",
855,"0,006386","0,05793","0,055891","0,019043",52,"139,249748","1,074826",0,"4,44293","25,157928","15,775919",
856,"0,005949","0,054545","0,053009","0,016071",53,"129,574195","1,000174",0,"3,824472","24,089813","12,729645",
857,"0,009379","0,055792","0,056173","0,015469",52,"136,812769","1,080245",0,"3,38006","23,679018","15,987635",
858,"0,006011","0,057054","0,057903","0,015241",52,"136,209486","1,113526",0,"3,395081","24,334192","15,66124",
859,"0,007352","0,054464","0,053624","0,017012",49,"132,452659","1,094375",0,"5,183697","24,331093","10,637045",
860,"0,006148","0,056289","0,062075","0,017959",52,"142,471162","1,193751",0,"2,899885","23,274422","16,598701",
861,"0,005956","0,061397","0,058366","0,023958",53,"149,677127","1,101251",0,"6,274223","25,002718","15,02347",
862,"0,007092","0,056948","0,056425","0,018959",52,"139,424596","1,085095",0,"6,108522","24,126053","13,951302",
863,"0,008169","0,057294","0,057151","0,017463",52,"140,077258","1,099058",0,"3,332138","23,785114","16,509771",
864,"0,007747","0,058672","0,061875","0,016566",52,"144,859911","1,189906",0,"3,181934","23,947001","16,783953",
