Frame,Captura,Procesamiento,Tracking,Escritura,Cantidad Objetos,Tiempo Total(ms),Tiempo por Objeto tracking(ms),FPS,Preprocess,Inference,Postprocess,
1142,"0,010636","0,065066","0,070747","0,05284",98,"199,289349","0,721912",0,"4,664183","23,826838","14,710188",
1143,"0,007279","0,071884","0,070843","0,048919",97,"198,925911","0,730345",0,"9,581804","23,774862","16,247988",
1144,"0,009462","0,061708","0,068565","0,052463",96,"192,197722","0,714214",0,"4,082203","23,887634","18,643618",
1145,"0,009676","0,071522","0,070731","0,048617",97,"200,545707","0,729185",0,"2,880096","23,507595","22,934437",
1146,"0,008941","0,07025","0,07061","0,02687",96,"176,671523","0,735526",0,"3,247976","24,192333","23,227215",
1147,"0,005622","0,072061","0,079425","0,043261",97,"200,369573","0,818818",0,"3,206015","24,630547","22,217751",
1148,"0,006607","0,060322","0,068853","0,045413",97,"181,194069","0,70982",0,"3,989697","24,151802","16,619205",
1149,"0,005875","0,063751","0,068302","0,052458",99,"190,385918","0,689917",0,"8,53467","23,5672","16,492605",
1150,"0,005842","0,066052","0,073415","0,052087",100,"197,39549","0,734149",0,"5,649328","25,063038","12,970448",
1151,"0,005922","0,067001","0,076017","0,060097",99,"209,037277","0,767849",0,"2,92635","24,318218","16,970873",
1152,"0,006919","0,069346","0,077371","0,023431",99,"177,067439","0,781527",0,"3,291368","24,740696","18,381596",
1153,"0,006516","0,063806","0,070541","0,042634",99,"183,497406","0,712534",0,"2,646685","24,239302","11,806965",
1154,"0,009619","0,062829","0,071245","0,05964",101,"203,334401","0,7054",0,"4,305124","24,389029","14,005423",
1155,"0,007342","0,062334","0,077652","0,053296",100,"200,62481","0,776521",0,"9,687662","23,469925","10,721445",
1156,"0,006109","0,061496","0,074018","0,050573",101,"192,196377","0,732847",0,"2,668142","24,538279","18,225908",
1157,"0,007866","0,066974","0,075385","0,048228",101,"198,453057","0,746388",0,"3,189087","24,763584","20,277977",
1158,"0,007738","0,058271","0,073768","0,055401",100,"195,177843","0,737679",0,"2,686977","23,462057","18,324137",
1159,"0,005735","0,059495","0,072508","0,073095",99,"210,832464","0,732405",0,"3,879309","24,117947","17,357349",
1160,"0,008406","0,066247","0,079451","0,026255",100,"180,359029","0,794513",0,"3,006458","25,401115","15,253544",
1161,"0,005957","0,060653","0,086052","0,02643",100,"179,091757","0,860518",0,"3,651381","25,27976","17,004251",
1162,"0,005494","0,072112","0,081323","0,05518",98,"214,108249","0,829826",0,"2,637386","23,814678","21,764517",
1163,"0,006897","0,055093","0,070814","0,024695",98,"157,498641","0,722588",0,"2,53582","25,10643","11,408806",
1164,"0,007624","0,060132","0,064932","0,025995",98,"158,682391","0,662571",0,"3,044844","23,49782","18,477678",
1165,"0,006026","0,062537","0,066797","0,025734",98,"161,092901","0,681598",0,"5,770445","23,917913","18,351078",
1166,"0,008276","0,072241","0,081","0,049436",99,"210,952404","0,81818",0,"8,849859","26,412249","11,728048",
1167,"0,007339","0,064998","0,073301","0,056353",99,"201,991505","0,740413",0,"2,637148","24,758816","14,868975",
1168,"0,005646","0,060453","0,07405","0,074253",97,"214,401988","0,763402",0,"3,926039","24,165154","13,440371",
1169,"0,006145","0,062915","0,081847","0,07009",96,"220,996441","0,852574",0,"9,674072","24,001122","12,706757",
1170,"0,005783","0,065009","0,07936","0,036674",96,"186,826275","0,826662",0,"3,08013","23,427963","18,605232",
1171,"0,006082","0,080379","0,083276","0,024492",96,"194,229617","0,867461",0,"2,514601","25,53606","30,11179",
1172,"0,005966","0,061","0,067748","0,056304",96,"191,018631","0,705711",0,"2,720833","25,484085","16,165972",
1173,"0,010032","0,06031","0,073448","0,025993",98,"169,783322","0,74947",0,"2,575397","23,555279","16,251087",
1174,"0,006178","0,061898","0,067716","0,02526",97,"161,050846","0,698101",0,"5,395174","23,734808","17,282724",
1175,"0,010535","0,052393","0,069807","0,062257",97,"194,992425","0,71966",0,"2,443552","24,773836","10,282993",
1176,"0,006782","0,057298","0,076183","0,064052",98,"204,314552","0,777378",0,"2,681971","24,456739","13,023138",
1177,"0,006059","0,060371","0,076318","0,022709",95,"165,458061","0,803352",0,"2,459526","26,30806","14,708519",
1178,"0,005852","0,062133","0,07755","0,024773",96,"170,30785","0,807813",0,"11,430025","22,987843","11,073351",
1179,"0,005699","0,061593","0,067117","0,026281",98,"160,689908","0,684868",0,"4,657984","23,724556","15,892744",
1180,"0,013016","0,079214","0,070295","0,054228",100,"216,753706","0,702954",0,"3,629923","24,808645","29,309034",
1181,"0,010902","0,076741","0,076385","0,023228",100,"187,255887","0,76385",0,"3,899336","24,702787","28,172493",
1182,"0,011","0,061081","0,066591","0,057599",100,"196,271313","0,665912",0,"2,665758","24,181843","19,014359",
1183,"0,005578","0,05586","0,073517","0,025178",100,"160,132574","0,73517",0,"3,588676","25,028467","12,168884",
1184,"0,007148","0,069192","0,070399","0,057823",99,"204,562202","0,711102",0,"11,419296","23,628473","13,591051",
1185,"0,007598","0,054376","0,074396","0,064207",96,"200,577143","0,774958",0,"2,525806","24,867296","10,205746",
1186,"0,005513","0,054427","0,077989","0,063731",101,"201,65945","0,772164",0,"2,625704","26,031494","9,328604",
1187,"0,005535","0,074341","0,075233","0,061767",97,"216,875943","0,775595",0,"9,441614","24,316788","18,027782",
1188,"0,005608","0,073816","0,076363","0,070268",98,"226,055472","0,779214",0,"2,665043","24,710655","24,665594",
1189,"0,007793","0,056207","0,084106","0,027449",97,"175,556653","0,867077",0,"2,33984","23,514748","16,36672",
1190,"0,011292","0,052507","0,066143","0,025143",100,"155,085211","0,661427",0,"2,454996","24,04213","9,158373",
1191,"0,005695","0,05647","0,067687","0,03034",98,"160,192127","0,690681",0,"2,818346","27,854443","11,162519",
1192,"0,00947","0,071976","0,069904","0,027807",102,"179,157187","0,685335",0,"15,296221","23,130417","10,811567",
1193,"0,006473","0,052312","0,082164","0,076134",103,"217,082796","0,797711",0,"2,289772","25,093079","10,963678",
1194,"0,005858","0,063831","0,084358","0,069188",101,"223,234614","0,835231",0,"2,549171","23,77367","19,536495",
1195,"0,01248","0,057088","0,075684","0,027497",96,"172,747636","0,788371",0,"2,561569","25,76685","11,770725",
1196,"0,005601","0,060935","0,066451","0,057517",98,"190,503184","0,678067",0,"3,31974","23,526907","18,328905",
1197,"0,005614","0,073622","0,075117","0,060667",95,"215,020392","0,790703",0,"10,131836","23,269415","19,532681",
1198,"0,008693","0,067236","0,07371","0,025618",96,"175,256449","0,767813",0,"2,690077","24,037838","23,877144",
1199,"0,010166","0,073857","0,068223","0,053017",95,"205,263434","0,718142",0,"2,750397","24,614334","23,949623",
1200,"0,005617","0,079777","0,073174","0,062567",97,"221,133803","0,754367",0,"5,445242","24,788141","27,165651",
1201,"0,005756","0,053817","0,072902","0,024994",95,"157,469344","0,767395",0,"2,430916","24,389982","12,180805",
1202,"0,005528","0,05527","0,065517","0,026065",95,"152,380285","0,689651",0,"3,185272","24,562597","12,172699",
1203,"0,011243","0,058033","0,067314","0,065881",94,"202,470191","0,716102",0,"2,501249","25,252581","15,968323",
1204,"0,00578","0,057447","0,075408","0,047675",99,"186,309252","0,761697",0,"2,341986","24,591684","16,513586",
1205,"0,006618","0,082201","0,068849","0,058945",97,"216,61244","0,709779",0,"11,423111","23,93651","24,833679",
1206,"0,006289","0,06996","0,07132","0,062525",99,"210,093477","0,720404",0,"5,111694","23,810148","19,931793",
1207,"0,008998","0,055425","0,077183","0,026647",99,"168,252701","0,779624",0,"2,598047","24,348259","12,814283",
1208,"0,010028","0,06578","0,066078","0,024685",98,"166,570279","0,674266",0,"4,059553","23,447037","16,073942",
1209,"0,010105","0,069084","0,078672","0,024622",98,"182,48356","0,80278",0,"9,501696","23,295164","16,074419",
1210,"0,006996","0,054012","0,080306","0,059211",98,"200,525967","0,819454",0,"2,558947","24,661064","12,110472",
1211,"0,005992","0,067636","0,074772","0,079346",97,"227,746524","0,770848",0,"15,338421","22,951365","10,690212",
1212,"0,005525","0,06806","0,08163","0,025163",99,"180,377536","0,824541",0,"2,788782","23,251057","24,027824",
1213,"0,005566","0,055104","0,067949","0,07185",99,"200,469449","0,686353",0,"2,206087","24,123669","13,189793",
1214,"0,005682","0,053282","0,075762","0,057438",98,"192,164539","0,773085",0,"3,414631","24,760723","10,60605",
1215,"0,006702","0,072829","0,074583","0,023806",97,"177,920305","0,768893",0,"2,70319","23,650646","26,970863",
1216,"0,011852","0,063854","0,078648","0,057044",97,"211,39809","0,810801",0,"2,629995","25,515556","13,760567",
1217,"0,011163","0,067139","0,077588","0,025493",98,"181,382945","0,79171",0,"2,702475","23,4797","20,628452",
1218,"0,008004","0,076266","0,06979","0,055801",99,"209,861048","0,704948",0,"12,729883","23,727655","19,161463",
1219,"0,006501","0,05656","0,072784","0,06159",98,"197,435015","0,742693",0,"2,314329","24,408817","11,623144",
1220,"0,01137","0,060594","0,076353","0,054184",99,"202,50065","0,771239",0,"2,345085","24,47772","19,876003",
1221,"0,00576","0,059522","0,07386","0,051361",99,"190,502662","0,74606",0,"2,727509","24,753332","15,642881",
1222,"0,011859","0,069517","0,071154","0,033572",94,"186,101817","0,756957",0,"8,478403","23,090839","18,360615",
1223,"0,006053","0,078382","0,067631","0,025609",93,"177,675047","0,72722",0,"2,557278","23,992538","25,962114",
1224,"0,005515","0,05639","0,067639","0,027339",94,"156,882856","0,719566",0,"2,22373","25,144815","12,912989",
1225,"0,006931","0,066846","0,081943","0,030957",98,"186,676679","0,836155",0,"3,665447","23,497105","20,282984",
1226,"0,01037","0,071578","0,070894","0,049814",99,"202,65697","0,716106",0,"5,471945","24,250984","17,537594",
1227,"0,00698","0,060597","0,072733","0,038961",96,"179,27084","0,757639",0,"2,253771","24,419308","15,678883",
1228,"0,010101","0,067638","0,070432","0,064071",96,"212,242719","0,733671",0,"16,074181","22,913694","11,014223",
1229,"0,011895","0,05019","0,077793","0,072434",93,"212,311617","0,83648",0,"2,305269","23,960352","10,374784",
1230,"0,005544","0,062537","0,076968","0,06061",92,"205,659241","0,836613",0,"8,265018","23,020983","15,494585",
1231,"0,005647","0,065544","0,077321","0,081477",91,"229,988923","0,849686",0,"3,800631","23,393869","22,480249",
1232,"0,00554","0,060043","0,079173","0,022452",90,"167,208401","0,879697",0,"3,584623","24,094105","15,781641",
1233,"0,008419","0,062168","0,081081","0,03019",91,"181,858122","0,890997",0,"7,782698","23,15712","14,785051",
1234,"0,01231","0,055139","0,072107","0,068362",94,"207,918131","0,767097",0,"2,3489","24,412394","13,193607",
1235,"0,005582","0,054272","0,075403","0,034733",92,"169,9907","0,819594",0,"4,288197","24,372816","10,765791",
1236,"0,011501","0,061044","0,083167","0,028584",94,"184,29513","0,884756",0,"2,903938","24,835587","15,500307",
1237,"0,005944","0,058765","0,084254","0,023891",93,"172,855622","0,905962",0,"2,789974","27,837276","11,939526",
1238,"0,005535","0,069297","0,067181","0,062575",95,"204,58746","0,707166",0,"3,96204","23,406506","16,667604",
1239,"0,007154","0,056998","0,078211","0,026138",93,"168,500855","0,840981",0,"2,501726","27,141094","12,079",
1240,"0,005617","0,073444","0,081329","0,067424",92,"227,813966","0,884013",0,"3,199577","24,543047","25,269747",
1241,"0,012676","0,080752","0,078984","0,024839",89,"197,251862","0,887465",0,"2,984285","24,502754","28,258324",
1242,"0,011494","0,070305","0,066457","0,065912",88,"214,16764","0,755192",0,"9,494066","24,17469","15,001774",
1243,"0,00606","0,076381","0,07737","0,053498",92,"213,309338","0,840977",0,"2,646446","23,358583","29,283524",
1244,"0,009073","0,059836","0,074132","0,033917",91,"176,957479","0,814638",0,"2,953768","24,447441","16,24155",
1245,"0,005637","0,056806","0,070727","0,028041",91,"161,212012","0,777225",0,"6,392002","25,067091","12,660742",
1246,"0,005908","0,072799","0,067569","0,053284",93,"199,559168","0,726546",0,"2,590895","24,463892","25,368929",
1247,"0,005706","0,0626","0,072922","0,058025",95,"199,253046","0,7676",0,"4,676819","28,914452","11,565924",
1248,"0,007722","0,062789","0,072106","0,034794",97,"177,410871","0,743361",0,"6,193399","24,695873","15,93256",
1249,"0,011187","0,052755","0,072388","0,030307",98,"166,636858","0,738651",0,"2,593517","24,465799","11,56497",
1250,"0,010663","0,072979","0,068426","0,063057",97,"215,125363","0,705422",0,"6,825447","23,629427","20,75386",
1251,"0,012114","0,061213","0,077545","0,052578",95,"203,449882","0,81626",0,"4,440069","23,851633","15,363932",
1252,"0,008612","0,077382","0,073132","0,054331",95,"213,457338","0,769812",0,"3,155708","23,433447","28,057098",
1253,"0,008065","0,05177","0,071943","0,067497",95,"199,275441","0,757298",0,"2,599955","25,136709","11,147022",
1254,"0,009204","0,07722","0,078766","0,054041",94,"219,23154","0,837935",0,"2,610683","23,667812","27,994394",
1255,"0,005612","0,071205","0,070738","0,052447",93,"200,001864","0,760624",0,"3,241539","24,725914","18,066406",
1256,"0,006036","0,055226","0,070637","0,061082",92,"192,9802","0,767794",0,"2,403259","25,722504","14,104128",
1257,"0,010591","0,05333","0,071983","0,024968",91,"160,872157","0,791023",0,"2,610683","25,156498","10,950089",
1258,"0,0061","0,069974","0,065527","0,046961",90,"188,561368","0,728076",0,"5,549669","23,791552","17,268658",
1259,"0,00695","0,059459","0,067746","0,057526",88,"191,68102","0,769846",0,"2,459049","24,214029","18,611193",
1260,"0,005575","0,059943","0,072247","0,02343",90,"161,195591","0,802745",0,"2,643347","24,130106","17,366409",
1261,"0,007898","0,053464","0,066957","0,05756",90,"185,878177","0,743962",0,"3,129721","24,579525","11,122942",
1262,"0,006107","0,072874","0,070506","0,025418",91,"174,905377","0,774792",0,"3,034353","25,0175","23,652554",
1263,"0,005728","0,070011","0,065675","0,046513",92,"187,926178","0,713857",0,"10,597467","23,676395","11,403561",
1264,"0,005615","0,068382","0,068141","0,058921",94,"201,058183","0,724903",0,"8,863926","24,569988","14,341831",
1265,"0,010927","0,073176","0,07322","0,05495",93,"212,273681","0,787312",0,"6,068945","23,41342","24,853468",
1266,"0,006839","0,066327","0,071953","0,055534",94,"200,653144","0,765456",0,"3,412962","23,34547","20,07556",
1267,"0,005632","0,067196","0,072912","0,065518",93,"211,257773","0,783998",0,"2,454758","23,913622","17,203331",
1268,"0,005562","0,069461","0,076403","0,057008",98,"208,434163","0,779625",0,"2,76804","23,255587","24,212837",
1269,"0,007095","0,053647","0,069747","0,065098",93,"195,58706","0,749968",0,"2,512932","24,965525","12,678623",
1270,"0,011449","0,059537","0,072439","0,088769",93,"232,192943","0,77891",0,"2,640963","23,121834","13,541698",
1271,"0,005753","0,063964","0,075864","0,049088",94,"194,668696","0,807066",0,"3,933668","24,215221","20,430565",
1272,"0,007583","0,057754","0,078648","0,056598",94,"200,583668","0,836682",0,"2,654791","24,802923","14,685631",
1273,"0,011307","0,059527","0,072582","0,025665",92,"169,081503","0,788938",0,"3,782034","23,003817","19,628048",
1274,"0,010578","0,052708","0,066788","0,059689",93,"189,7646","0,718155",0,"3,326416","23,955584","12,396336",
1275,"0,007395","0,05659","0,06897","0,066244",93,"199,198343","0,741609",0,"4,043341","25,006533","12,826681",
1276,"0,007681","0,068847","0,072764","0,062072",91,"211,363791","0,799609",0,"3,153086","23,737192","20,938635",
1277,"0,006697","0,063696","0,071917","0,056611",91,"198,921663","0,790298",0,"2,628088","24,461985","17,418861",
1278,"0,008958","0,069552","0,071939","0,060889",92,"211,339341","0,781949",0,"2,289534","24,837732","20,179987",
1279,"0,005902","0,072767","0,080243","0,031316",91,"190,227877","0,881787",0,"2,751589","23,801804","27,169943",
1280,"0,008697","0,067587","0,072529","0,064929",91,"213,742006","0,797027",0,"8,920193","24,297714","15,389919",
1281,"0,008643","0,068948","0,074469","0,028143",91,"180,203873","0,818345",0,"2,421141","25,25115","23,657322",
1282,"0,011597","0,096036","0,066145","0,052318",91,"226,095684","0,726869",0,"2,745628","23,478746","44,059038",
1283,"0,005651","0,054618","0,068134","0,053389",92,"181,79154","0,740583",0,"4,986525","23,437738","8,957386",
1284,"0,008115","0,070311","0,069242","0,045318",94,"192,986044","0,736616",0,"4,176617","24,318933","20,236969",
1285,"0,006175","0,054111","0,065641","0,023137",91,"149,063158","0,721329",0,"2,361536","24,848223","14,053106",
1286,"0,011373","0,066512","0,063797","0,050921",90,"192,602609","0,708853",0,"2,780199","23,820162","22,884846",
1287,"0,007877","0,075194","0,072586","0,02772",93,"183,375656","0,780489",0,"3,901958","23,242474","29,365301",
1288,"0,007273","0,06713","0,066385","0,056946",94,"197,733875","0,706219",0,"8,775234","24,2064","13,74197",
1289,"0,010205","0,069365","0,071861","0,060228",93,"211,658386","0,772698",0,"2,616167","24,153709","21,763325",
1290,"0,012576","0,069371","0,071019","0,0537",93,"206,666547","0,763648",0,"8,67486","28,497696","9,702921",
1291,"0,010939","0,055945","0,069564","0,026882",93,"163,329153","0,748001",0,"2,817631","25,863647","12,660265",
1292,"0,009594","0,061153","0,083193","0,056915",92,"210,854646","0,904268",0,"3,181458","23,956537","19,380331",
1293,"0,009705","0,053889","0,070322","0,052293",91,"186,207805","0,772767",0,"2,804518","25,216341","10,612011",
1294,"0,007212","0,06509","0,068742","0,022898",91,"163,941105","0,755403",0,"9,727955","23,118734","12,306452",
1295,"0,011745","0,065838","0,06564","0,024507",88,"167,731435","0,745913",0,"3,371239","23,329735","19,473314",
1296,"0,005985","0,059137","0,07924","0,049524",89,"193,885586","0,890334",0,"10,227919","24,028301","9,798527",
1297,"0,00956","0,053269","0,068929","0,071959",91,"203,717007","0,757464",0,"3,360271","24,313927","11,205196",
1298,"0,00579","0,074424","0,073954","0,05527",93,"209,43799","0,795205",0,"13,459682","23,266315","15,9266",
1299,"0,007657","0,053821","0,071814","0,064508",93,"197,800464","0,772192",0,"2,386808","25,402069","11,733294",
1300,"0,01008","0,066288","0,072522","0,065467",94,"214,357252","0,771511",0,"3,404856","24,149418","19,078016",
1301,"0,007569","0,066063","0,078007","0,063758",94,"215,397509","0,829866",0,"2,802134","24,117708","20,378351",
1302,"0,005586","0,060483","0,078372","0,024736",91,"169,17548","0,861228",0,"2,460957","23,502827","17,709732",
1303,"0,013751","0,062041","0,072858","0,025094",92,"173,744172","0,791931",0,"5,161047","24,195194","15,859604",
1304,"0,005749","0,06838","0,081149","0,047858",94,"203,136154","0,863291",0,"2,525806","23,679256","22,183657",
1305,"0,01007","0,066119","0,070355","0,026609",93,"173,153368","0,75651",0,"2,962351","23,094177","18,263817",
1306,"0,010027","0,055583","0,067674","0,027557",95,"160,840653","0,712362",0,"3,06201","24,723053","10,135651",
1307,"0,008768","0,060688","0,068231","0,056382",97,"194,068499","0,703409",0,"2,656221","23,691893","19,164562",
1308,"0,00708","0,065246","0,072956","0,027447",97,"172,728231","0,752119",0,"3,043652","23,24152","17,64679",
1309,"0,012927","0,078358","0,068274","0,052472",95,"212,031893","0,718672",0,"3,808022","23,108006","38,523912",
1310,"0,005781","0,065561","0,069963","0,051285",94,"192,591139","0,744292",0,"12,55846","24,139643","11,879444",
1311,"0,010072","0,070454","0,071509","0,060453",93,"212,487618","0,768913",0,"2,656698","23,198843","25,357246",
1312,"0,009385","0,072877","0,07237","0,025324",95,"179,955887","0,761786",0,"3,439903","23,312092","27,147293",
1313,"0,009422","0,074988","0,079791","0,054593",90,"218,79502","0,886568",0,"6,145","23,164272","24,760962",
1314,"0,0055","0,059554","0,07203","0,051206",92,"188,290266","0,782933",0,"3,471613","24,269342","15,141964",
1315,"0,009323","0,057625","0,069244","0,057525",92,"193,716872","0,752654",0,"3,413677","24,219513","15,719414",
1316,"0,006129","0,066121","0,072447","0,072118",95,"216,814636","0,762595",0,"11,463642","23,06509","10,518074",
1317,"0,005769","0,052701","0,079045","0,024677",96,"162,192531","0,823382",0,"2,6896","24,44005","10,518312",
1318,"0,006018","0,055284","0,066619","0,056188",98,"184,10882","0,679788",0,"2,482176","25,529146","11,50775",
1319,"0,010074","0,062892","0,075082","0,053552",97,"201,599841","0,774046",0,"3,945589","24,876833","16,722679",
1320,"0,00841","0,051625","0,07135","0,023657",96,"155,042733","0,743234",0,"2,257347","24,508476","10,421991",
1321,"0,009851","0,065832","0,066922","0,059128",96,"201,732677","0,697101",0,"10,980129","23,468971","11,639118",
1322,"0,009796","0,068644","0,074358","0,025134",96,"177,932007","0,77456",0,"2,449989","23,383141","20,783186",
1323,"0,011493","0,069627","0,065123","0,02445",98,"170,692992","0,66452",0,"3,380299","24,233341","23,396969",
1324,"0,008294","0,063107","0,064636","0,053003",94,"189,039755","0,68762",0,"3,474712","29,811382","13,790131",
1325,"0,005724","0,067688","0,067462","0,027104",92,"167,977449","0,733279",0,"3,111601","23,789644","20,564556",
1326,"0,005527","0,05748","0,069131","0,026092",95,"158,230865","0,7277",0,"3,071308","23,605585","14,288425",
1327,"0,010871","0,064845","0,067225","0,064684",96,"207,625952","0,700264",0,"2,747297","24,088144","18,335819",
1328,"0,005611","0,076286","0,072653","0,055022",96,"209,572638","0,756807",0,"2,749205","23,335695","24,679422",
1329,"0,006318","0,054851","0,070397","0,024627",95,"156,193455","0,74102",0,"2,536535","24,483681","11,443853",
1330,"0,010828","0,072237","0,064162","0,024602",94,"171,828004","0,682573",0,"3,061771","24,535894","18,372297",
1331,"0,007081","0,06853","0,0689","0,052011",97,"196,522396","0,710308",0,"9,232998","23,370981","14,293432",
1332,"0,012568","0,055632","0,076092","0,024904",98,"169,195151","0,776445",0,"2,266884","24,79744","12,161732",
1333,"0,005613","0,071742","0,067926","0,058998",95,"204,280114","0,715014",0,"2,624035","23,612499","22,138596",
1334,"0,009838","0,050849","0,073573","0,025936",97,"160,196878","0,758484",0,"2,295494","24,662971","10,774374",
1335,"0,005516","0,051884","0,081502","0,067157",95,"206,059338","0,857917",0,"2,465248","23,87619","11,192083",
1336,"0,010578","0,058718","0,074753","0,068903",96,"212,952932","0,778682",0,"3,097296","25,036812","15,023232",
1337,"0,010915","0,05597","0,073655","0,024032",93,"164,571255","0,791989",0,"5,152941","25,240183","11,138678",
1338,"0,010442","0,051101","0,065062","0,075837",95,"202,442771","0,684865",0,"4,009962","23,88835","10,348797",
1339,"0,011427","0,07066","0,083579","0,07307",95,"238,735774","0,879783",0,"9,286404","23,258924","19,850016",
1340,"0,005537","0,065004","0,080825","0,066452",93,"217,817503","0,869088",0,"2,574444","24,768353","19,106627",
1341,"0,012127","0,050649","0,078665","0,06865",95,"210,0906","0,828056",0,"2,390385","24,026871","10,03933",
1342,"0,009489","0,055874","0,080298","0,024478",94,"170,139913","0,854235",0,"3,319979","24,489164","11,991262",
1343,"0,005443","0,065329","0,071611","0,02667",95,"169,052775","0,753802",0,"6,653786","23,295641","15,692234",
1344,"0,009427","0,05299","0,072011","0,078834",98,"213,261773","0,734808",0,"2,500057","25,553465","10,946989",
1345,"0,005563","0,062801","0,081529","0,054385",96,"204,277486","0,849259",0,"2,144814","23,635864","19,487858",
1346,"0,006727","0,06341","0,073168","0,093966",97,"237,271247","0,754309",0,"3,240824","23,660898","19,632816",
1347,"0,008365","0,071954","0,097238","0,034972",94,"212,528308","1,034446",0,"2,693176","23,645878","26,886463",
1348,"0,006207","0,072716","0,069233","0,047048",95,"195,204073","0,728769",0,"2,533197","24,321795","28,262615",
1349,"0,006229","0,055058","0,070385","0,056444",95,"188,116099","0,740893",0,"2,194881","24,171829","12,473345",
1350,"0,009385","0,080838","0,077643","0,049567",97,"217,433135","0,800448",0,"3,061533","23,769379","26,552677",
1351,"0,005823","0,079181","0,071118","0,058239",91,"214,360268","0,781515",0,"3,063679","23,295164","29,265642",
1352,"0,005533","0,075322","0,077522","0,058851",95,"217,227877","0,816023",0,"2,562523","24,705648","24,580002",
1353,"0,005552","0,078255","0,073132","0,073245",94,"230,183429","0,777997",0,"2,777576","24,382591","30,19166",
1354,"0,007379","0,056487","0,081893","0,028235",91,"173,994015","0,899923",0,"3,810167","23,771524","12,428522",
1355,"0,00731","0,058549","0,071588","0,058368",96,"195,815322","0,745706",0,"3,683567","25,823832","13,478994",
1356,"0,005651","0,068939","0,072225","0,064279",94,"211,093828","0,768347",0,"2,373457","26,042938","20,801783",
1357,"0,005653","0,062647","0,077518","0,029417",94,"175,235462","0,824662",0,"3,894329","23,864031","17,736435",
1358,"0,010126","0,136595","0,069905","0,029486",91,"246,111205","0,768183",0,"3,938675","31,713247","40,18712",
1359,"0,008751","0,062938","0,072882","0,055979",89,"200,550096","0,818901",0,"3,494501","24,511576","17,521858",
1360,"0,005516","0,064628","0,073545","0,027239",91,"170,928539","0,808192",0,"6,33812","23,705721","16,441107",
1361,"0,011185","0,066524","0,069856","0,058918",95,"206,482669","0,735328",0,"8,216381","23,508072","14,452457",
1362,"0,010745","0,058511","0,074838","0,024889",90,"168,983867","0,831533",0,"3,478289","24,333954","18,601179",
1363,"0,011165","0,069627","0,066132","0,043089",92,"190,01222","0,718824",0,"8,735418","23,185015","15,404224",
1364,"0,007413","0,063908","0,069294","0,058861",92,"199,476009","0,753198",0,"2,510548","23,052454","21,248817",
1365,"0,005551","0,080563","0,074587","0,054551",90,"215,250912","0,82874",0,"5,4636","24,080515","28,289795",
1366,"0,006022","0,054736","0,070986","0,057249",88,"188,993754","0,806663",0,"3,283501","26,889801","10,361195",
1367,"0,007645","0,057079","0,071519","0,067057",89,"203,300419","0,803588",0,"6,382942","23,300171","15,376091",
1368,"0,008517","0,060404","0,075246","0,054417",90,"198,584204","0,836069",0,"1,999855","23,697138","19,476414",
1369,"0,012031","0,05624","0,072664","0,063677",93,"204,611853","0,781336",0,"3,537655","25,745392","12,145519",
1370,"0,005998","0,053305","0,07223","0,027947",95,"159,4803","0,760317",0,"2,293587","24,699688","11,399746",
1371,"0,00615","0,062508","0,065944","0,069409",93,"204,010425","0,709071",0,"2,819777","24,829626","18,094301",
1372,"0,008741","0,055385","0,074085","0,070799",93,"209,010905","0,796611",0,"4,417419","24,594784","11,584997",
1373,"0,005827","0,070947","0,075782","0,049532",93,"202,088348","0,814864",0,"2,67601","24,142981","20,22481",
1374,"0,008375","0,055577","0,067297","0,065944",92,"197,193022","0,731488",0,"2,267122","24,471998","13,399839",
1375,"0,010246","0,059386","0,073898","0,027112",91,"170,641934","0,812066",0,"6,05154","24,609804","13,774157",
1376,"0,011947","0,070927","0,064706","0,04801",94,"195,589097","0,688359",0,"10,05435","24,20783","13,570547",
1377,"0,005637","0,067912","0,067685","0,057153",94,"198,387008","0,720053",0,"2,528429","23,288727","20,644903",
1378,"0,006206","0,067322","0,069898","0,055322",92,"198,74814","0,75976",0,"4,415512","24,300814","15,450478",
1379,"0,011292","0,073352","0,071851","0,052096",93,"208,590823","0,772591",0,"2,878666","25,032043","23,44346",
1380,"0,005592","0,071307","0,067822","0,024069",93,"168,790478","0,729266",0,"11,709929","23,859501","11,332035",
1381,"0,005478","0,07058","0,078124","0,089685",92,"243,867659","0,849174",0,"2,441883","26,293278","22,705078",
1382,"0,008523","0,056635","0,078574","0,0573",92,"201,032564","0,854066",0,"3,187895","24,53804","13,246775",
1383,"0,006854","0,063217","0,081012","0,078793",90,"229,876749","0,900137",0,"3,670216","23,185015","25,10047",
1384,"0,007074","0,076913","0,076588","0,064192",92,"224,766508","0,83248",0,"4,260302","23,72241","27,85778",
1385,"0,00553","0,063154","0,075215","0,027253",93,"171,152186","0,808765",0,"9,538889","23,349524","11,147022",
1386,"0,011152","0,075545","0,084402","0,029066",93,"200,164569","0,907552",0,"2,434731","25,164843","27,183771",
1387,"0,012509","0,050616","0,073341","0,063492",92,"199,957969","0,797185",0,"2,547264","24,64056","10,278463",
1388,"0,010447","0,065185","0,075988","0,028",91,"179,620584","0,835034",0,"3,200531","24,295092","14,844418",
1389,"0,010975","0,066942","0,067356","0,08205",92,"227,322777","0,732128",0,"2,179623","23,694277","18,553257",
