Frame,Captura,Procesamiento,Tracking(ms),Escritura,Cantidad Objetos,Tiempo Total(ms),Tiempo por Objeto tracking(ms)
1063,"0,007625","0,052897","60,564414","0,044009",76,"165,094938","0,7969"
1064,"0,007742","0,03999","67,033762","0,047528",81,"162,293803","0,827577"
1065,"0,00634","0,053257","65,981454","0,070329",87,"195,907363","0,758408"
1066,"0,006601","0,035511","78,847218","0,0545",88,"175,459137","0,895991"
1067,"0,007744","0,043815","75,562381","0,051921",87,"179,042195","0,868533"
1068,"0,006341","0,040141","67,910542","0,054354",88,"168,746447","0,771711"
1069,"0,011256","0,038538","73,467716","0,053118",86,"176,37995","0,854276"
1070,"0,007901","0,041116","66,990624","0,045073",85,"161,079887","0,788125"
1071,"0,006799","0,036775","64,592487","0,073575",85,"181,742043","0,759912"
1072,"0,009503","0,040689","75,092086","0,056144",87,"181,428203","0,863127"
1073,"0,006982","0,034947","71,310744","0,047842",84,"161,081167","0,848937"
1074,"0,008462","0,04576","60,973682","0,037853",83,"153,048796","0,734623"
1075,"0,005387","0,048987","56,486321","0,043015",84,"153,875877","0,672456"
1076,"0,00909","0,043359","59,576044","0,038784",85,"150,809229","0,700895"
1077,"0,0076","0,063419","57,776754","0,048174",85,"176,969323","0,679727"
1078,"0,005641","0,058526","60,949808","0,047887",86,"173,003587","0,708719"
1079,"0,005617","0,042525","62,983286","0,068396",88,"179,521226","0,715719"
1080,"0,006198","0,057215","77,455724","0,060713",86,"201,5807","0,900648"
1081,"0,010706","0,046179","83,273072","0,044775",86,"184,933178","0,968292"
1082,"0,010819","0,044495","75,302688","0,039405",84,"170,021199","0,896461"
1083,"0,005816","0,062448","71,547779","0,063183",84,"202,994755","0,851759"
1084,"0,008054","0,04886","80,625547","0,044758",86,"182,297111","0,937506"
1085,"0,005892","0,037278","73,486149","0,067387",88,"184,043052","0,83507"
1086,"0,005608","0,035776","77,706904","0,046368",85,"165,459177","0,914199"
1087,"0,010888","0,034961","61,599121","0,041697",84,"149,144664","0,733323"
1088,"0,01087","0,037414","59,992896","0,041035",87,"149,312416","0,689574"
1089,"0,00847","0,037971","59,54369","0,043253",86,"149,237275","0,692368"
1090,"0,01163","0,047476","59,742836","0,046198",85,"165,045811","0,702857"
1091,"0,010546","0,061857","62,734378","0,060084",83,"195,220925","0,755836"
1092,"0,008128","0,068304","81,283148","0,04254",84,"200,255096","0,967657"
1093,"0,005585","0,060792","71,339929","0,061676",84,"199,393549","0,849285"
1094,"0,010272","0,052506","81,419729","0,076042",85,"220,239297","0,957879"
1095,"0,005756","0,066153","83,273966","0,066757",81,"221,938998","1,028074"
1096,"0,00744","0,054745","81,153125","0,044185",84,"187,522938","0,966109"
1097,"0,010318","0,064212","60,695779","0,036211",85,"171,43698","0,714068"
1098,"0,010136","0,042191","56,068667","0,046998",82,"155,393392","0,683764"
1099,"0,010872","0,041523","67,03008","0,04171",83,"161,135246","0,807591"
1100,"0,010124","0,039899","57,814194","0,0381",84,"145,937493","0,688264"
1101,"0,009158","0,04121","55,787244","0,037712",83,"143,86734","0,672135"
1102,"0,009037","0,041132","56,742845","0,042401",80,"149,312638","0,709286"
1103,"0,007865","0,065789","66,776915","0,044848",82,"185,278537","0,814353"
1104,"0,005392","0,054818","66,859352","0,037559",83,"164,628701","0,805534"
1105,"0,006066","0,065195","67,987793","0,042547",82,"181,795802","0,829119"
1106,"0,012183","0,07006","62,676038","0,026417",84,"171,336141","0,746143"
1107,"0,00566","0,079486","67,907788","0,039347",84,"192,400654","0,808426"
1108,"0,005968","0,039807","74,500342","0,040779",79,"161,054984","0,943042"
1109,"0,009955","0,038504","60,642719","0,037704",82,"146,806047","0,739545"
1110,"0,005442","0,045842","60,320816","0,042442",81,"154,046154","0,744701"
1111,"0,011337","0,036885","66,63294","0,074343",82,"189,197387","0,812597"
1112,"0,005899","0,03643","81,466964","0,040561",84,"164,357134","0,969845"
1113,"0,010982","0,03877","58,541399","0,04492",83,"153,213697","0,705318"
1114,"0,015524","0,049194","57,635241","0,03961",83,"161,96223","0,6944"
1115,"0,005678","0,05639","55,482589","0,039222",84,"156,771795","0,660507"
1116,"0,016684","0,056645","55,718121","0,034223",83,"163,270648","0,671303"
1117,"0,009346","0,056338","55,559617","0,037817",83,"159,060005","0,669393"
1118,"0,010811","0,056874","54,06271","0,036269",83,"158,016752","0,651358"
1119,"0,013638","0,069396","55,454204","0,036659",83,"175,14718","0,668123"
1120,"0,010801","0,04179","57,918423","0,036313",81,"146,823327","0,715042"
1121,"0,005363","0,040663","54,207454","0,038101",81,"138,334295","0,669228"
1122,"0,005959","0,051149","53,520347","0,050546",81,"161,173838","0,660745"
1123,"0,008532","0,077918","61,126232","0,035329",82,"182,904529","0,745442"
1124,"0,005389","0,040075","56,700825","0,038571",83,"140,735725","0,683142"
1125,"0,010267","0,042275","57,245909","0,039456",85,"149,243736","0,673481"
1126,"0,007003","0,035013","57,693708","0,054132",82,"153,841727","0,703582"
1127,"0,00684","0,037847","69,527292","0,052947",81,"167,160505","0,858362"
1128,"0,008315","0,03844","67,164134","0,05053",83,"164,449651","0,809206"
1129,"0,005539","0,035737","62,199789","0,053127",83,"156,602343","0,749395"
1130,"0,006857","0,036808","63,689016","0,031151",80,"138,505405","0,796113"
1131,"0,008595","0,042574","65,398925","0,054437",79,"171,00393","0,827834"
1132,"0,009017","0,038582","66,894809","0,050623",79,"165,117492","0,84677"
1133,"0,005317","0,035795","72,141279","0,073168",79,"186,421824","0,913181"
1134,"0,010856","0,048606","79,475407","0,038795",78,"177,731979","1,018915"
1135,"0,007233","0,038997","56,914629","0,042781",78,"145,925042","0,729675"
1136,"0,007559","0,04015","57,596806","0,03462",78,"139,926724","0,738421"
1137,"0,009688","0,037985","51,412497","0,040528",77,"139,613109","0,667695"
1138,"0,005586","0,062764","52,5114","0,034688",77,"155,549715","0,681966"
1139,"0,007454","0,055981","51,438449","0,062303",76,"177,176493","0,676822"
1140,"0,009453","0,050618","66,075919","0,04286",75,"169,006421","0,881012"
1141,"0,011259","0,050195","71,820783","0,035768",75,"169,043127","0,95761"
1142,"0,005999","0,047152","62,257424","0,049967",77,"165,375327","0,808538"
1143,"0,011555","0,056472","64,592612","0,036553",77,"169,173566","0,838865"
1144,"0,009463","0,073999","58,956074","0,072458",77,"214,87643","0,765663"
1145,"0,008541","0,065989","77,930081","0,057774",75,"210,233543","1,039068"
1146,"0,00725","0,042363","83,515673","0,02617",74,"159,297903","1,12859"
1147,"0,005505","0,041802","71,064009","0,067881",75,"186,251445","0,94752"
1148,"0,009589","0,036432","80,822033","0,040254",76,"167,097525","1,063448"
1149,"0,010951","0,038168","63,644821","0,037239",74,"150,002364","0,860065"
1150,"0,008351","0,035172","61,587437","0,033735",73,"138,846028","0,843664"
1151,"0,007439","0,053139","56,406314","0,035108",73,"152,092356","0,772689"
1152,"0,00637","0,061801","55,498845","0,032126",73,"155,795775","0,760258"
1153,"0,005498","0,051056","60,43138","0,05114",73,"168,125128","0,827827"
1154,"0,005918","0,053863","60,967918","0,033959",71,"154,708326","0,858703"
1155,"0,005528","0,055798","50,595239","0,033335",71,"145,255661","0,712609"
1156,"0,007707","0,076845","50,120687","0,031605",71,"166,276843","0,705925"
1157,"0,00889","0,072137","48,109482","0,039596",71,"168,73223","0,677598"
1158,"0,009779","0,070561","53,613214","0,044016",70,"177,969301","0,765903"
1159,"0,01085","0,078346","61,299807","0,032873",71,"183,368131","0,863378"
1160,"0,006012","0,053737","40,015796","0,037415",74,"137,1798","0,540754"
1161,"0,010186","0,049606","43,662987","0,03832",74,"141,775037","0,59004"
1162,"0,006924","0,045456","44,506421","0,038543",74,"135,429312","0,601438"
1163,"0,005392","0,04199","45,586444","0,033276",74,"126,244437","0,616033"
1164,"0,005352","0,049094","40,424073","0,03442",72,"129,290127","0,561445"
1165,"0,009879","0,052551","43,038348","0,043654",72,"149,122095","0,597755"
1166,"0,005458","0,038715","43,926393","0,033308",72,"121,40749","0,610089"
1167,"0,007882","0,036765","37,32795","0,035514",71,"117,489278","0,525746"
1168,"0,013811","0,035563","42,308808","0,033361",71,"125,043897","0,595899"
1169,"0,006165","0,044064","37,592188","0,032584",71,"120,405327","0,529467"
1170,"0,011307","0,050327","39,565182","0,015622",70,"116,82102","0,565217"
