Frame,Captura,Procesamiento,Tracking,Escritura,Cantidad Objetos,Tiempo Total(ms),Tiempo por Objeto tracking(ms),FPS
370,"0,007877","0,019395","0,011768","0,008714",6,"47,754566","1,961399",0
371,"0,005948","0,022758","0,007627","0,013257",6,"49,589342","1,271132",0
372,"0,006415","0,01645","0,009757","0,009863",6,"42,484335","1,626098",0
373,"0,006259","0,018027","0,00873","0,011636",6,"44,651797","1,455034",0
374,"0,005892","0,017192","0,012055","0,008519",6,"43,657798","2,009204",0
375,"0,00548","0,019127","0,00761","0,007705",6,"39,921334","1,268252",0
376,"0,006587","0,021399","0,007943","0,008113",6,"44,040153","1,323769",0
377,"0,006028","0,019998","0,007831","0,010881",6,"44,738137","1,305181",0
378,"0,005616","0,018651","0,007699","0,010067",6,"42,033816","1,283218",0
379,"0,005498","0,016195","0,011173","0,009327",6,"42,193471","1,862173",0
380,"0,005256","0,018638","0,008155","0,008225",6,"40,273574","1,359088",0
381,"0,005429","0,018502","0,00766","0,009728",6,"41,319448","1,276732",0
382,"0,005352","0,015789","0,007934","0,007325",6,"36,399025","1,32235",0
383,"0,005596","0,019055","0,010828","0,013648",6,"49,126375","1,804592",0
384,"0,006178","0,018528","0,015357","0,010025",6,"50,088979","2,559582",0
385,"0,006283","0,022543","0,011193","0,01013",6,"50,148151","1,865512",0
386,"0,006233","0,01889","0,007236","0,008052",6,"40,411053","1,205977",0
387,"0,006721","0,016431","0,010496","0,009758",6,"43,406267","1,749416",0
388,"0,006254","0,018041","0,007548","0,010263",6,"42,106014","1,25807",0
389,"0,006237","0,016803","0,008491","0,008215",6,"39,745741","1,415085",0
390,"0,005876","0,019425","0,008267","0,007625",6,"41,193363","1,377883",0
391,"0,005207","0,019028","0,010636","0,009196",6,"44,067674","1,77267",0
392,"0,006096","0,017403","0,008746","0,009492",6,"41,738027","1,457717",0
393,"0,006145","0,017506","0,014674","0,008525",6,"46,850652","2,445688",0
394,"0,006226","0,021076","0,008917","0,009014",6,"45,23352","1,486235",0
395,"0,005343","0,017259","0,008702","0,009878",6,"41,181682","1,450324",0
396,"0,00522","0,016819","0,008662","0,008973",6,"39,67329","1,443636",0
397,"0,006853","0,019685","0,007384","0,011622",6,"45,544254","1,230719",0
398,"0,005592","0,018522","0,007941","0,007604",6,"39,659018","1,323427",0
399,"0,005737","0,018115","0,010647","0,009032",6,"43,530655","1,774553",0
400,"0,005663","0,017468","0,008097","0,007173",6,"38,401487","1,349573",0
401,"0,006197","0,016828","0,009544","0,010513",6,"43,082507","1,590699",0
402,"0,007103","0,01701","0,007964","0,007252",6,"39,328923","1,327385",0
403,"0,007634","0,018626","0,011049","0,011344",6,"48,654193","1,841559",0
404,"0,006169","0,018763","0,010365","0,007711",6,"43,008007","1,727468",0
405,"0,005249","0,022673","0,007185","0,011078",6,"46,18531","1,197427",0
406,"0,007596","0,015046","0,011993","0,010077",6,"44,711511","1,998787",0
407,"0,007438","0,019305","0,012866","0,00998",6,"49,589117","2,144383",0
408,"0,005389","0,020353","0,012392","0,010485",6,"48,618896","2,065292",0
409,"0,006124","0,019479","0,011295","0,01034",6,"47,237934","1,882462",0
410,"0,005936","0,020426","0,012221","0,008367",6,"46,950304","2,036853",0
411,"0,005265","0,019477","0,00876","0,009006",6,"42,508528","1,459962",0
412,"0,006019","0,016648","0,009206","0,008117",6,"39,989272","1,534307",0
413,"0,006034","0,017837","0,008954","0,00817",5,"40,995337","1,790843",0
414,"0,007155","0,019325","0,007829","0,007724",5,"42,033144","1,565898",0
415,"0,006619","0,017467","0,007013","0,007472",5,"38,570743","1,402632",0
416,"0,007613","0,016915","0,009677","0,007748",5,"41,951765","1,935349",0
417,"0,006517","0,017599","0,008579","0,008579",5,"41,273686","1,715729",0
418,"0,005753","0,019311","0,007825","0,009097",5,"41,985784","1,564982",0
419,"0,005367","0,015543","0,008299","0,006815",4,"36,023966","2,074721",0
420,"0,008291","0,023535","0,007414","0,01034",4,"49,579708","1,853543",0
421,"0,005214","0,016087","0,008491","0,010644",4,"40,436686","2,122852",0
422,"0,007019","0,017289","0,007063","0,008771",4,"40,141155","1,765635",0
423,"0,006523","0,020906","0,007124","0,007438",4,"41,991799","1,780972",0
424,"0,005994","0,018174","0,008157","0,007734",4,"40,058621","2,03916",0
425,"0,007155","0,017155","0,007231","0,008965",4,"40,505971","1,807733",0
426,"0,00556","0,016249","0,006811","0,007728",4,"36,348302","1,702768",0
427,"0,00583","0,018142","0,008013","0,008733",4,"40,717468","2,003294",0
428,"0,006654","0,015729","0,010574","0,008573",4,"41,530786","2,64362",0
429,"0,005735","0,017611","0,010296","0,007243",4,"40,884515","2,573961",0
430,"0,008738","0,020204","0,007881","0,007422",4,"44,246016","1,970364",0
431,"0,006095","0,016559","0,005901","0,007395",4,"35,950202","1,475301",0
432,"0,006091","0,018493","0,006619","0,007935",4,"39,138098","1,654782",0
433,"0,005775","0,0167","0,007032","0,010205",4,"39,712652","1,758099",0
434,"0,005753","0,016588","0,005701","0,00827",4,"36,312108","1,425243",0
435,"0,005643","0,016243","0,009537","0,007062",4,"38,484595","2,384272",0
436,"0,005895","0,018577","0,006563","0,00819",4,"39,225684","1,640853",0
437,"0,00921","0,020495","0,006309","0,008362",4,"44,375816","1,577202",0
438,"0,006486","0,016087","0,006733","0,006852",4,"36,157509","1,683231",0
439,"0,006651","0,019028","0,006175","0,006906",4,"38,759424","1,543641",0
440,"0,007806","0,017552","0,007049","0,006896",4,"39,302522","1,762155",0
441,"0,007226","0,01773","0,006768","0,006799",4,"38,522068","1,691895",0
442,"0,006277","0,020684","0,006429","0,007033",4,"40,422766","1,607196",0
443,"0,005323","0,015178","0,008068","0,011811",4,"40,380524","2,017079",0
444,"0,0062","0,017307","0,010088","0,010264",4,"43,860271","2,522119",0
445,"0,006101","0,019051","0,00673","0,007523",4,"39,405789","1,682583",0
446,"0,005783","0,017599","0,008548","0,011985",5,"43,915026","1,709584",0
447,"0,005768","0,015816","0,009828","0,009999",5,"41,411868","1,965552",0
448,"0,006307","0,018565","0,007935","0,01032",5,"43,127725","1,587044",0
449,"0,006502","0,016969","0,008296","0,010756",5,"42,523058","1,659297",0
450,"0,005711","0,018128","0,0088","0,007643",5,"40,282215","1,760051",0
451,"0,00582","0,02085","0,009737","0,010107",5,"46,513517","1,947336",0
452,"0,005594","0,017228","0,010512","0,010081",5,"43,414427","2,102358",0
453,"0,005385","0,018338","0,008776","0,009447",5,"41,945876","1,755129",0
454,"0,005814","0,017716","0,009929","0,00997",5,"43,429083","1,985764",0
455,"0,005744","0,018338","0,009439","0,007481",5,"41,002761","1,887846",0
456,"0,005878","0,019553","0,006496","0,009899",5,"41,825679","1,299248",0
457,"0,005489","0,01649","0,008218","0,010489",5,"40,686395","1,643661",0
458,"0,005802","0,019148","0,007594","0,007381",5,"39,925687","1,518721",0
459,"0,005338","0,018978","0,007351","0,006759",5,"38,425648","1,470143",0
460,"0,006757","0,017968","0,007396","0,008355",5,"40,475729","1,479225",0
461,"0,005993","0,017152","0,006996","0,007501",5,"37,642155","1,399112",0
462,"0,005804","0,016467","0,006951","0,0074",5,"36,621786","1,390133",0
463,"0,006153","0,018373","0,007206","0,007187",5,"38,91927","1,441181",0
464,"0,006417","0,016553","0,008816","0,007746",5,"39,532677","1,763289",0
465,"0,00774","0,019564","0,008076","0,011064",5,"46,44372","1,615129",0
466,"0,009755","0,016249","0,008461","0,00784",5,"42,304774","1,69222",0
467,"0,005778","0,018842","0,008881","0,009664",5,"43,165902","1,776288",0
468,"0,006588","0,01796","0,007085","0,009579",5,"41,211507","1,416988",0
469,"0,006089","0,015274","0,006473","0,008589",5,"36,423697","1,294576",0
470,"0,005394","0,016882","0,00659","0,008882",5,"37,748464","1,318084",0
471,"0,005771","0,015084","0,008267","0,007429",5,"36,551065","1,653467",0
472,"0,006496","0,017762","0,006961","0,007694",5,"38,91332","1,392226",0
473,"0,006978","0,017195","0,006656","0,006837",5,"37,665387","1,331135",0
474,"0,006306","0,019925","0,006925","0,007561",5,"40,718139","1,385089",0
475,"0,005943","0,016895","0,007459","0,009076",5,"39,373948","1,491853",0
476,"0,006679","0,015343","0,007256","0,007591",5,"36,868743","1,45114",0
477,"0,006375","0,020068","0,006444","0,007239",5,"40,12576","1,288707",0
478,"0,005621","0,017763","0,010545","0,012569",5,"46,497482","2,109002",0
479,"0,005851","0,017721","0,011164","0,008844",6,"43,579426","1,860583",0
480,"0,005779","0,020624","0,008145","0,008206",6,"42,754331","1,357483",0
481,"0,008145","0,018175","0,009139","0,009584",6,"45,043463","1,523213",0
482,"0,0091","0,017754","0,008224","0,009909",6,"44,98602","1,37063",0
483,"0,006964","0,015352","0,00855","0,009055",6,"39,92111","1,425006",0
484,"0,006886","0,017289","0,007055","0,00862",6,"39,850611","1,17581",0
485,"0,005607","0,015481","0,007779","0,009731",6,"38,598104","1,296562",0
486,"0,005389","0,017731","0,012113","0,008976",6,"44,208704","2,018788",0
487,"0,008607","0,019465","0,008875","0,00769",6,"44,63746","1,479147",0
488,"0,005635","0,019565","0,007081","0,011018",6,"43,298166","1,180168",0
489,"0,005616","0,015006","0,010079","0,012087",6,"42,787964","1,679759",0
490,"0,005774","0,01805","0,008094","0,007987",6,"39,904982","1,34904",0
491,"0,005704","0,01812","0,007912","0,008372",6,"40,108607","1,318622",0
492,"0,006303","0,018056","0,009273","0,009603",6,"43,235826","1,545571",0
493,"0,005915","0,017723","0,009402","0,009706",6,"42,745754","1,566943",0
494,"0,006704","0,016598","0,012475","0,010569",7,"46,345315","1,782072",0
495,"0,00616","0,020282","0,008801","0,009247",7,"44,490382","1,257289",0
496,"0,005607","0,018756","0,009581","0,007957",6,"41,901426","1,596913",0
497,"0,006036","0,017196","0,009999","0,010159",8,"43,390361","1,249899",0
498,"0,005212","0,018018","0,011434","0,011617",8,"46,280706","1,429255",0
499,"0,006733","0,019948","0,015348","0,009052",9,"51,08077","1,705385",0
500,"0,005392","0,021876","0,009745","0,008644",9,"45,657508","1,08281",0
501,"0,005232","0,018851","0,009843","0,009399",9,"43,325814","1,093673",0
502,"0,005644","0,017071","0,014405","0,009471",10,"46,592015","1,440544",0
503,"0,005823","0,022346","0,009189","0,010673",10,"48,029749","0,918891",0
504,"0,006778","0,017444","0,013844","0,008771",10,"46,836955","1,384398",0
505,"0,008201","0,020509","0,010475","0,012184",10,"51,370705","1,04754",0
506,"0,005224","0,018402","0,009459","0,011552",10,"44,636852","0,945859",0
507,"0,006715","0,017581","0,01312","0,008733",10,"46,148922","1,311991",0
508,"0,005999","0,019904","0,009005","0,010873",10,"45,780745","0,900474",0
509,"0,005564","0,01778","0,009333","0,009289",10,"41,965814","0,933318",0
510,"0,005478","0,016834","0,012842","0,009535",10,"44,689399","1,284172",0
511,"0,005308","0,021509","0,00989","0,009983",10,"46,689492","0,989006",0
512,"0,006524","0,016704","0,009324","0,012151",10,"44,702294","0,932434",0
513,"0,006143","0,017056","0,009549","0,00965",10,"42,399499","0,954938",0
514,"0,008229","0,017324","0,013042","0,009528",10,"48,123","1,304183",0
515,"0,005746","0,020551","0,012433","0,01072",11,"49,451222","1,130302",0
516,"0,006395","0,019108","0,017051","0,009743",12,"52,296796","1,420928",0
517,"0,007197","0,023794","0,012077","0,010235",12,"53,301964","1,006426",0
518,"0,00701","0,020584","0,014301","0,010896",12,"52,791634","1,191744",0
519,"0,005262","0,021475","0,013959","0,013044",12,"53,740031","1,16322",0
520,"0,0067","0,024737","0,0166","0,01427",12,"62,306514","1,383358",0
521,"0,006488","0,023785","0,01602","0,01199",12,"58,282837","1,335031",0
522,"0,005454","0,024332","0,012441","0,014384",13,"56,610503","0,956968",0
523,"0,006863","0,020771","0,013761","0,012628",13,"54,022574","1,058524",0
524,"0,00851","0,022994","0,018193","0,009673",13,"59,369768","1,399463",0
525,"0,006728","0,02425","0,014591","0,010666",13,"56,2349","1,122404",0
526,"0,005318","0,02224","0,011881","0,01506",12,"54,499939","0,990121",0
527,"0,006655","0,01953","0,014571","0,013013",12,"53,768352","1,214233",0
528,"0,006237","0,022253","0,015115","0,01216",12,"55,765408","1,259619",0
529,"0,006276","0,022108","0,016799","0,012444",12,"57,626933","1,399941",0
530,"0,006915","0,023865","0,011344","0,014589",12,"56,712875","0,945314",0
531,"0,006609","0,020976","0,011357","0,013622",13,"52,563592","0,873634",0
532,"0,005378","0,021663","0,011324","0,010876",13,"49,240588","0,871044",0
533,"0,007181","0,019703","0,022233","0,012296",13,"61,413609","1,710269",0
534,"0,006605","0,028012","0,016526","0,015114",13,"66,257069","1,271216",0
535,"0,006775","0,02412","0,012795","0,011188",14,"54,876979","0,913917",0
536,"0,005666","0,02773","0,013132","0,012358",13,"58,88597","1,010187",0
537,"0,006876","0,020155","0,01242","0,01171",13,"51,160839","0,955366",0
538,"0,007135","0,020152","0,016895","0,01086",14,"55,04227","1,206804",0
539,"0,00533","0,02499","0,011288","0,01148",14,"53,08813","0,806321",0
540,"0,005837","0,020007","0,01229","0,011632",14,"49,766533","0,877854",0
541,"0,005282","0,021186","0,017958","0,011692",14,"56,117745","1,282707",0
542,"0,007202","0,024957","0,01251","0,012456",13,"57,125887","0,962322",0
543,"0,005473","0,020081","0,012789","0,011532",13,"49,875212","0,983793",0
544,"0,005878","0,020486","0,01354","0,009834",13,"49,738309","1,041555",0
545,"0,005427","0,021615","0,010014","0,012971",13,"50,027153","0,770279",0
546,"0,005329","0,019143","0,011994","0,010663",13,"47,129383","0,922653",0
547,"0,006856","0,020108","0,011218","0,011913",13,"50,094579","0,86294",0
548,"0,005653","0,02092","0,012941","0,010482",13,"49,996622","0,995481",0
549,"0,007555","0,019919","0,015783","0,010962",14,"54,218039","1,127326",0
550,"0,005274","0,02268","0,014525","0,010948",14,"53,426224","1,037509",0
551,"0,005349","0,022099","0,010754","0,012569",15,"50,770483","0,716925",0
552,"0,007665","0,019578","0,012265","0,012965",15,"52,473283","0,81769",0
553,"0,007765","0,021891","0,017147","0,013973",15,"60,777036","1,143124",0
554,"0,006394","0,02527","0,013735","0,013661",14,"59,060122","0,981095",0
555,"0,007291","0,023163","0,018845","0,015425",15,"64,724133","1,256364",0
556,"0,006478","0,029807","0,014485","0,010303",14,"61,073145","1,034613",0
557,"0,006509","0,023736","0,012011","0,0106",14,"52,855798","0,857921",0
558,"0,005313","0,019746","0,013401","0,012997",14,"51,4565","0,957197",0
559,"0,006142","0,021458","0,01366","0,015703",14,"56,964087","0,975735",0
560,"0,006182","0,021719","0,011685","0,011651",14,"51,236553","0,834608",0
561,"0,006041","0,021569","0,013076","0,010323",14,"51,009567","0,933996",0
562,"0,007285","0,021118","0,017049","0,013468",15,"58,920851","1,136615",0
563,"0,005487","0,027372","0,014411","0,013997",15,"61,266753","0,960726",0
564,"0,005327","0,021605","0,01914","0,014822",15,"60,893712","1,275992",0
565,"0,006135","0,025732","0,017638","0,013557",16,"63,06159","1,102368",0
566,"0,005733","0,024959","0,012793","0,012088",16,"55,573142","0,799558",0
567,"0,005706","0,022113","0,018358","0,011978",17,"58,155439","1,079908",0
568,"0,006404","0,024471","0,023068","0,012319",19,"66,26238","1,21411",0
569,"0,006702","0,029512","0,014897","0,011309",19,"62,420184","0,784062",0
570,"0,005694","0,022629","0,014073","0,011908",19,"54,303546","0,740661",0
571,"0,006007","0,023836","0,014823","0,014211",18,"58,877394","0,823513",0
572,"0,005644","0,023679","0,013646","0,010527",18,"53,496147","0,758109",0
573,"0,005956","0,022311","0,01519","0,01111",17,"54,568199","0,893555",0
574,"0,005273","0,024496","0,014833","0,013018",17,"57,61935","0,872529",0
575,"0,005609","0,022086","0,018656","0,014882",18,"61,23171","1,036427",0
576,"0,005429","0,026542","0,013088","0,011217",18,"56,275925","0,727122",0
577,"0,010195","0,022518","0,014685","0,013162",18,"60,560224","0,815852",0
578,"0,006864","0,023953","0,013384","0,012457",17,"56,658216","0,787294",0
579,"0,005789","0,022612","0,012498","0,013362",17,"54,261721","0,735189",0
580,"0,005275","0,02283","0,018412","0,012876",17,"59,393","1,08308",0
581,"0,005703","0,0247","0,015884","0,010276",17,"56,563844","0,934363",0
582,"0,008188","0,023904","0,017725","0,011762",17,"61,578448","1,042624",0
583,"0,006757","0,024699","0,015693","0,011606",17,"58,755563","0,923119",0
584,"0,005688","0,023563","0,017268","0,012469",17,"58,98783","1,015748",0
585,"0,008183","0,02781","0,014747","0,011848",17,"62,588191","0,867476",0
586,"0,005448","0,022769","0,013802","0,011204",17,"53,222119","0,811861",0
587,"0,005299","0,021757","0,014","0,012484",18,"53,53935","0,777775",0
588,"0,006972","0,022939","0,018409","0,012462",17,"60,781898","1,082886",0
589,"0,006098","0,027118","0,018119","0,012666",17,"64,000642","1,065825",0
590,"0,007175","0,026662","0,017436","0,011574",18,"62,846828","0,96865",0
591,"0,006236","0,027504","0,018383","0,015002",18,"67,125845","1,021291",0
592,"0,005246","0,027265","0,01486","0,012958",18,"60,328695","0,82558",0
593,"0,00592","0,024049","0,014693","0,012748",18,"57,409131","0,816259",0
594,"0,00581","0,022178","0,017012","0,015018",17,"60,017542","1,000698",0
595,"0,00583","0,02655","0,016591","0,016326",17,"65,297919","0,975959",0
596,"0,006415","0,024265","0,016124","0,012199",18,"59,002422","0,895783",0
597,"0,005761","0,024266","0,013436","0,01377",18,"57,233058","0,746467",0
598,"0,006871","0,022409","0,015708","0,016234",18,"61,22339","0,872681",0
599,"0,006298","0,025133","0,019508","0,015637",18,"66,575739","1,083765",0
600,"0,005314","0,029503","0,016639","0,012404",18,"63,858649","0,924369",0
601,"0,005418","0,027382","0,022395","0,013511",20,"68,706078","1,119731",0
602,"0,006013","0,030352","0,015117","0,012452",20,"63,933504","0,755872",0
603,"0,010883","0,023561","0,018302","0,012603",18,"65,348098","1,016768",0
604,"0,006807","0,027067","0,015746","0,013461",18,"63,081365","0,874777",0
605,"0,005593","0,023072","0,016774","0,013429",19,"58,867249","0,882847",0
606,"0,005379","0,024781","0,014284","0,012158",19,"56,60183","0,751779",0
607,"0,007322","0,024494","0,018483","0,012715",19,"63,014836","0,972812",0
608,"0,006553","0,02465","0,022283","0,014019",19,"67,503879","1,172788",0
609,"0,005605","0,028687","0,020826","0,014909",20,"70,026621","1,041315",0
610,"0,005836","0,028104","0,027443","0,016653",22,"78,036213","1,24739",0
611,"0,007926","0,03341","0,017288","0,013191",22,"71,814226","0,785803",0
612,"0,005368","0,025272","0,016231","0,014262",22,"61,133499","0,737785",0
613,"0,007746","0,024445","0,015222","0,014796",21,"62,209453","0,724849",0
614,"0,005906","0,025302","0,01783","0,014625",21,"63,663379","0,849037",0
615,"0,005967","0,025014","0,0197","0,015012",22,"65,692627","0,89545",0
616,"0,008338","0,0282","0,018067","0,016337",24,"70,941","0,752782",0
617,"0,009713","0,027393","0,021827","0,014074",25,"73,006984","0,873093",0
618,"0,005894","0,028851","0,018975","0,015568",24,"69,287194","0,790635",0
619,"0,006048","0,027168","0,018317","0,016168",24,"67,702064","0,763216",0
620,"0,005653","0,026905","0,017725","0,013596",24,"63,879036","0,738551",0
621,"0,006585","0,025102","0,022154","0,013795",24,"67,635883","0,923101",0
622,"0,009274","0,032059","0,023151","0,017537",25,"82,021233","0,926054",0
623,"0,011818","0,030386","0,022936","0,01777",24,"82,909914","0,955666",0
624,"0,007696","0,029445","0,020468","0,014507",24,"72,115167","0,852827",0
625,"0,005786","0,027578","0,018018","0,016922",24,"68,303629","0,75077",0
626,"0,006107","0,025033","0,023284","0,015509",25,"69,9334","0,931358",0
627,"0,00713","0,030837","0,023049","0,016191",26,"77,207535","0,886497",0
628,"0,007213","0,030163","0,021722","0,015335",26,"74,431852","0,83545",0
629,"0,00587","0,028538","0,017378","0,011833",26,"63,61912","0,668402",0
630,"0,007333","0,025757","0,031144","0,020492",27,"84,726159","1,153482",0
631,"0,006333","0,03518","0,023752","0,017095",27,"82,360511","0,879701",0
632,"0,006272","0,030428","0,02089","0,013139",26,"70,72931","0,803445",0
633,"0,005299","0,031567","0,025996","0,016168",27,"79,028675","0,962803",0
634,"0,005501","0,033105","0,027223","0,01936",27,"85,188133","1,008248",0
635,"0,005331","0,034446","0,021642","0,016531",28,"77,950194","0,772922",0
636,"0,00577","0,031519","0,019687","0,016638",28,"73,613862","0,703105",0
637,"0,005339","0,027909","0,022984","0,020457",28,"76,688309","0,820841",0
638,"0,007793","0,030214","0,02317","0,016194",29,"77,370932","0,798958",0
639,"0,006144","0,030044","0,020853","0,016351",28,"73,391803","0,74475",0
640,"0,005486","0,031436","0,025623","0,0177",27,"80,245501","0,948989",0
641,"0,005459","0,032171","0,020623","0,016757",26,"75,010279","0,793209",0
642,"0,005271","0,03067","0,021957","0,017098",26,"74,99623","0,844494",0
643,"0,005395","0,029186","0,019822","0,020039",27,"74,442477","0,734164",0
644,"0,005501","0,028074","0,023856","0,017908",26,"75,339447","0,917548",0
645,"0,005258","0,028901","0,021422","0,017844",26,"73,424604","0,823923",0
646,"0,005648","0,029639","0,021082","0,018651",27,"75,020998","0,78082",0
647,"0,005462","0,028125","0,019937","0,01422",27,"67,743537","0,738393",0
648,"0,00571","0,028025","0,021739","0,022089",28,"77,563615","0,776384",0
649,"0,006833","0,028663","0,02178","0,015037",28,"72,313064","0,777857",0
650,"0,005967","0,029395","0,021816","0,01974",28,"76,917951","0,779149",0
651,"0,006795","0,030178","0,023051","0,01498",29,"75,004903","0,794872",0
652,"0,008155","0,030759","0,023458","0,017378",29,"79,749413","0,808912",0
653,"0,007076","0,0317","0,021946","0,016001",30,"76,724311","0,731545",0
654,"0,00746","0,029071","0,019984","0,017919",30,"74,434251","0,666126",0
655,"0,005618","0,028746","0,021668","0,019725",30,"75,757449","0,722265",0
656,"0,006544","0,028514","0,019855","0,016569",30,"71,482017","0,66184",0
657,"0,006053","0,027484","0,027893","0,02226",30,"83,690271","0,929752",0
658,"0,006552","0,03342","0,027034","0,021194",30,"88,20069","0,901135",0
659,"0,005569","0,036644","0,031564","0,020039",30,"93,815482","1,052121",0
660,"0,005601","0,042332","0,029736","0,016508",37,"94,177035","0,803674",0
661,"0,005322","0,036359","0,028831","0,020826",36,"91,338342","0,800875",0
662,"0,005773","0,035533","0,025832","0,015383",36,"82,520648","0,717562",0
663,"0,006443","0,033548","0,029436","0,020051",36,"89,478382","0,817679",0
664,"0,007383","0,036185","0,025349","0,016162",36,"85,078847","0,704126",0
665,"0,006494","0,033274","0,025535","0,014224",36,"79,526715","0,7093",0
666,"0,005722","0,032876","0,038502","0,021839",36,"98,940075","1,069507",0
667,"0,006288","0,032402","0,034475","0,024717",35,"97,882105","0,984997",0
668,"0,006759","0,042603","0,035649","0,022787",35,"107,798731","1,018548",0
669,"0,005957","0,038202","0,031092","0,020355",35,"95,606735","0,888348",0
670,"0,005737","0,037387","0,027753","0,016028",35,"86,903733","0,792937",0
671,"0,006059","0,036951","0,022628","0,018125",34,"83,762946","0,665535",0
672,"0,006302","0,033402","0,025541","0,018954",34,"84,19903","0,751205",0
673,"0,005912","0,032615","0,024121","0,01932",34,"81,967917","0,709427",0
674,"0,00746","0,034398","0,026751","0,015228",34,"83,837091","0,786783",0
675,"0,006828","0,034639","0,025436","0,017708",35,"84,611338","0,726752",0
676,"0,006114","0,034134","0,027505","0,019969",36,"87,722076","0,764032",0
677,"0,008406","0,033705","0,029272","0,022631",36,"94,013475","0,813123",0
678,"0,009815","0,034907","0,031999","0,021949",34,"98,670559","0,941137",0
679,"0,007129","0,038493","0,030485","0,021273",36,"97,380513","0,846811",0
680,"0,006915","0,036039","0,028819","0,015645",36,"87,419053","0,800533",0
681,"0,009785","0,037311","0,03319","0,018846",37,"99,131475","0,897036",0
682,"0,00858","0,038894","0,025755","0,020532",37,"93,761175","0,69607",0
683,"0,005666","0,031767","0,028069","0,021372",35,"86,87343","0,801973",0
684,"0,006624","0,034668","0,027893","0,0179",36,"87,084605","0,774797",0
685,"0,005699","0,033572","0,028006","0,016548",36,"83,823908","0,777933",0
686,"0,005233","0,035651","0,030523","0,015816",36,"87,222373","0,847848",0
687,"0,006783","0,036891","0,027689","0,017281",38,"88,644519","0,728666",0
688,"0,005777","0,037011","0,026018","0,019039",38,"87,844001","0,684672",0
689,"0,005674","0,033911","0,024797","0,017542",37,"81,924364","0,670186",0
690,"0,005488","0,03305","0,028976","0,019956",37,"87,469968","0,783145",0
691,"0,005334","0,034782","0,029365","0,019392",37,"88,873074","0,793648",0
692,"0,005538","0,035813","0,026405","0,021229",36,"88,984823","0,733468",0
693,"0,005312","0,034473","0,031318","0,018845",37,"89,947075","0,846428",0
694,"0,005802","0,036678","0,031657","0,031671",37,"105,807853","0,855594",0
695,"0,006102","0,037538","0,032005","0,024755",37,"100,399792","0,864988",0
696,"0,005543","0,037736","0,029512","0,023717",36,"96,507832","0,819785",0
697,"0,005629","0,036833","0,027176","0,016977",36,"86,614791","0,754887",0
698,"0,006816","0,035436","0,023608","0,017849",36,"83,70771","0,655764",0
699,"0,006684","0,032597","0,024425","0,016568",36,"80,273501","0,67846",0
700,"0,005958","0,033995","0,025591","0,018559",36,"84,1036","0,710863",0
701,"0,005628","0,033443","0,031209","0,01596",37,"86,240565","0,843481",0
702,"0,007437","0,039559","0,02934","0,017324",37,"93,659986","0,792984",0
703,"0,00751","0,036521","0,026493","0,016234",37,"86,757742","0,71602",0
704,"0,00668","0,034278","0,024921","0,016445",37,"82,32467","0,673549",0
705,"0,007919","0,033526","0,028054","0,021031",38,"90,52963","0,738253",0
706,"0,008482","0,034584","0,029608","0,01596",37,"88,634183","0,800211",0
707,"0,008801","0,038874","0,0269","0,018349",39,"92,924015","0,689746",0
708,"0,006406","0,034313","0,025865","0,015825",38,"82,408897","0,680667",0
709,"0,006282","0,033956","0,025708","0,019186",38,"85,13165","0,676525",0
710,"0,005768","0,038223","0,028789","0,019925",36,"92,705638","0,799695",0
711,"0,0068","0,035241","0,027182","0,02205",37,"91,272418","0,734642",0
712,"0,006292","0,034619","0,031003","0,018508",37,"90,42201","0,837931",0
713,"0,006638","0,037687","0,03045","0,015516",37,"90,29138","0,822965",0
714,"0,005643","0,038387","0,027677","0,01841",37,"90,116043","0,748025",0
715,"0,007538","0,036847","0,026674","0,020437",39,"91,495502","0,683944",0
716,"0,006329","0,036898","0,02973","0,022217",39,"95,173657","0,762297",0
717,"0,005532","0,035887","0,02853","0,019622",39,"89,571026","0,731547",0
718,"0,007177","0,038692","0,026598","0,01866",39,"91,127322","0,681997",0
719,"0,005933","0,034924","0,025686","0,020558",39,"87,101821","0,658622",0
720,"0,010438","0,03551","0,025646","0,016076",38,"87,670809","0,674897",0
721,"0,006432","0,034834","0,0266","0,026846",38,"94,711972","0,699992",0
722,"0,006793","0,033086","0,028069","0,017086",38,"85,034332","0,738654",0
723,"0,006436","0,039161","0,023996","0,016211",38,"85,804992","0,63148",0
724,"0,008354","0,032984","0,02621","0,019931",36,"87,479152","0,728056",0
725,"0,007472","0,03396","0,03126","0,020972",37,"93,664562","0,844873",0
726,"0,010011","0,036027","0,032238","0,015446",37,"93,721525","0,871284",0
727,"0,00549","0,040606","0,026156","0,017023",38,"89,274148","0,688314",0
728,"0,006091","0,033573","0,0286","0,020539",39,"88,803022","0,733325",0
729,"0,005398","0,034813","0,031252","0,021272",39,"92,734598","0,801335",0
730,"0,00709","0,037582","0,028315","0,017538",39,"90,524767","0,726033",0
731,"0,005665","0,036971","0,026111","0,016803",39,"85,550324","0,669525",0
732,"0,007684","0,035267","0,02743","0,015689",39,"86,069998","0,703341",0
733,"0,006564","0,036527","0,026354","0,020201",36,"89,646005","0,732049",0
734,"0,010089","0,033889","0,02797","0,016698",37,"88,645542","0,75594",0
735,"0,006672","0,035145","0,036035","0,025862",37,"103,715018","0,973921",0
