Frame,Captura,Procesamiento,Tracking,Escritura,Cantidad Objetos,Tiempo Total(ms),Tiempo por Objeto tracking(ms),FPS
736,"0,006494","0,035654","0,037145","0,024939",37,"104,231075","1,003915",0
737,"0,006697","0,041269","0,032098","0,020684",37,"100,74851","0,867514",0
738,"0,006464","0,038546","0,030057","0,020925",37,"95,990688","0,81235",0
739,"0,006917","0,035875","0,030154","0,021517",37,"94,462871","0,814972",0
740,"0,005824","0,037727","0,027792","0,021627",38,"92,970738","0,731369",0
741,"0,007232","0,035409","0,028041","0,017932",38,"88,613988","0,737911",0
742,"0,006637","0,035598","0,026826","0,017944",39,"87,004762","0,687844",0
743,"0,005466","0,035201","0,030723","0,021992",39,"93,382853","0,787763",0
744,"0,005567","0,037573","0,028679","0,021644",39,"93,462888","0,73537",0
745,"0,006324","0,035826","0,031098","0,021356",40,"94,605085","0,777458",0
746,"0,006745","0,036522","0,031983","0,020375",40,"95,625742","0,799571",0
747,"0,005309","0,03574","0,030899","0,01514",37,"87,088254","0,835109",0
748,"0,005337","0,038635","0,025139","0,018717",37,"87,828191","0,679434",0
749,"0,007079","0,034799","0,02509","0,018554",37,"85,521682","0,678097",0
750,"0,007157","0,033881","0,026941","0,018548",37,"86,527745","0,728144",0
751,"0,005585","0,033114","0,028809","0,017873",38,"85,381261","0,758144",0
752,"0,006022","0,034137","0,026522","0,019291",35,"85,971433","0,757773",0
753,"0,005366","0,033551","0,025684","0,01585",36,"80,451524","0,713457",0
754,"0,006761","0,034201","0,025739","0,016315",36,"83,015838","0,714959",0
755,"0,006207","0,034478","0,027059","0,020065",36,"87,80883","0,751642",0
756,"0,005535","0,033767","0,031513","0,020465",36,"91,2808","0,87537",0
757,"0,00539","0,037339","0,030386","0,0194",38,"92,514749","0,799623",0
758,"0,005629","0,037912","0,025488","0,018909",36,"87,938564","0,707992",0
759,"0,005304","0,03423","0,02426","0,015108",36,"78,902748","0,673901",0
760,"0,006654","0,032779","0,024587","0,018834",36,"82,854613","0,682981",0
761,"0,006645","0,033002","0,034429","0,01884",36,"92,915023","0,956353",0
762,"0,005799","0,039427","0,033772","0,019119",37,"98,116866","0,912747",0
763,"0,009224","0,037256","0,031968","0,016213",35,"94,661153","0,913375",0
764,"0,007154","0,038575","0,029579","0,017933",35,"93,240606","0,845109",0
765,"0,005862","0,03654","0,029012","0,015169",35,"86,58378","0,828912",0
766,"0,01056","0,036776","0,031248","0,021432",35,"100,016123","0,892794",0
767,"0,00645","0,035631","0,03173","0,015673",36,"89,482892","0,881385",0
768,"0,005684","0,039258","0,029369","0,016804",36,"91,115","0,815795",0
769,"0,006602","0,038117","0,031967","0,0168",39,"93,485705","0,819667",0
770,"0,006076","0,039731","0,034923","0,019369",39,"100,098751","0,895455",0
771,"0,005294","0,038804","0,032377","0,017401",38,"93,875322","0,852027",0
772,"0,006705","0,038995","0,028734","0,018726",40,"93,160121","0,718342",0
773,"0,006812","0,035995","0,031805","0,018217",40,"92,828873","0,795131",0
774,"0,006871","0,038462","0,034058","0,021196",41,"100,587094","0,830679",0
775,"0,00602","0,041774","0,037912","0,019969",41,"105,674949","0,924687",0
776,"0,007626","0,041884","0,03798","0,025628",43,"113,117475","0,883249",0
777,"0,0056","0,040149","0,041417","0,027438",43,"114,604297","0,963186",0
778,"0,005693","0,038313","0,042389","0,02522",44,"111,615293","0,963396",0
779,"0,006287","0,049105","0,035631","0,020164",43,"111,186248","0,828618",0
780,"0,006331","0,041265","0,032503","0,019561",41,"99,659083","0,792758",0
781,"0,006384","0,039502","0,031367","0,019587",42,"96,84039","0,746839",0
782,"0,008612","0,03763","0,031906","0,019252",43,"97,399296","0,741992",0
783,"0,005465","0,037666","0,03487","0,018246",44,"96,246857","0,792492",0
784,"0,006433","0,040813","0,036632","0,024393",43,"108,271168","0,851905",0
785,"0,008114","0,041215","0,035708","0,023031",45,"108,068822","0,79352",0
786,"0,006908","0,04499","0,036631","0,025139",46,"113,668028","0,796319",0
787,"0,008612","0,043936","0,041446","0,033153",46,"127,146709","0,900995",0
788,"0,008419","0,045876","0,039756","0,021747",47,"115,798593","0,845875",0
789,"0,008786","0,045144","0,036348","0,03182",45,"122,097449","0,807736",0
790,"0,005269","0,040531","0,04084","0,023835",46,"110,475878","0,887828",0
791,"0,008325","0,04569","0,037232","0,022117",45,"113,363629","0,82738",0
792,"0,005711","0,043758","0,035963","0,022583",46,"108,014931","0,781811",0
793,"0,00584","0,041661","0,032563","0,018568",45,"98,632858","0,723629",0
794,"0,006643","0,039679","0,034313","0,01972",43,"100,35457","0,797968",0
795,"0,005284","0,041439","0,039437","0,023361",46,"109,521115","0,857323",0
796,"0,009411","0,043763","0,041516","0,022972",45,"117,662551","0,922581",0
797,"0,005358","0,045867","0,036503","0,019055",46,"106,782457","0,793535",0
798,"0,007519","0,041605","0,035373","0,020673",45,"105,170317","0,786062",0
799,"0,00587","0,040906","0,037289","0,026283",46,"110,348896","0,81064",0
800,"0,007665","0,042105","0,042994","0,028792",46,"121,55547","0,934644",0
801,"0,005324","0,04638","0,039247","0,02487",47,"115,821217","0,835037",0
802,"0,008909","0,044018","0,038748","0,036828",47,"128,503253","0,824431",0
803,"0,005824","0,042833","0,039317","0,026029",47,"114,001963","0,836525",0
804,"0,005948","0,044486","0,044994","0,027411",46,"122,838954","0,978123",0
805,"0,006008","0,049833","0,039103","0,030072",46,"125,016433","0,850058",0
806,"0,006092","0,045516","0,035726","0,030402",44,"117,736315","0,811955",0
807,"0,008202","0,042475","0,03246","0,017775",45,"100,91242","0,721328",0
808,"0,006108","0,043332","0,030971","0,019471",46,"99,882709","0,673285",0
809,"0,008956","0,036829","0,035467","0,027718",47,"108,970367","0,754616",0
810,"0,005517","0,03977","0,038459","0,018832",48,"102,578066","0,801225",0
811,"0,005621","0,043976","0,038215","0,027922",47,"115,73395","0,813089",0
812,"0,008477","0,041983","0,037059","0,019104",48,"106,623089","0,772072",0
813,"0,005353","0,042401","0,035917","0,02273",47,"106,402245","0,764201",0
814,"0,007677","0,041102","0,033842","0,021054",48,"103,674919","0,705048",0
815,"0,007298","0,041272","0,032426","0,019143",47,"100,139616","0,689919",0
816,"0,005671","0,04264","0,036433","0,022484",45,"107,228365","0,809631",0
817,"0,006984","0,041212","0,034657","0,021114",45,"103,966676","0,770148",0
818,"0,007493","0,041652","0,034358","0,028056",46,"111,558296","0,746923",0
819,"0,005665","0,041007","0,036235","0,020925",47,"103,832142","0,770951",0
820,"0,005413","0,043512","0,038548","0,029913",49,"117,386218","0,786687",0
821,"0,007349","0,044219","0,04088","0,025726",49,"118,174351","0,834284",0
822,"0,005541","0,045487","0,03886","0,024244",49,"114,132785","0,793061",0
823,"0,007329","0,04316","0,037384","0,020091",48,"107,963534","0,778827",0
824,"0,007196","0,042832","0,038339","0,025507",49,"113,872932","0,78242",0
825,"0,007438","0,043464","0,037864","0,024577",47,"113,343021","0,805615",0
826,"0,007007","0,043209","0,037978","0,028086",48,"116,279287","0,791211",0
827,"0,007738","0,041198","0,039096","0,019797",48,"107,830024","0,814509",0
828,"0,006803","0,043579","0,039529","0,021681",47,"111,591033","0,841032",0
829,"0,006756","0,045584","0,038979","0,025715",47,"117,033786","0,829334",0
830,"0,008618","0,042802","0,040573","0,030709",48,"122,702501","0,845272",0
831,"0,006894","0,044159","0,038622","0,0202",49,"109,875848","0,788204",0
832,"0,005278","0,04618","0,03963","0,026172",50,"117,259843","0,792607",0
833,"0,005644","0,043831","0,04215","0,031999",50,"123,623663","0,843007",0
834,"0,007341","0,045321","0,045939","0,029071",51,"127,672461","0,900764",0
835,"0,006014","0,046188","0,044148","0,028832",50,"125,181049","0,882957",0
836,"0,008599","0,048623","0,044507","0,030356",50,"132,084252","0,89014",0
837,"0,006935","0,047832","0,044806","0,026177",52,"125,750578","0,86165",0
838,"0,007498","0,04834","0,043321","0,037857",52,"137,015875","0,833091",0
839,"0,007123","0,046473","0,04547","0,02622",53,"125,285212","0,857916",0
840,"0,008241","0,048693","0,041683","0,026995",50,"125,612204","0,833668",0
841,"0,007559","0,044519","0,048101","0,027648",51,"127,826547","0,943154",0
842,"0,005423","0,042785","0,044545","0,046241",50,"138,994623","0,890908",0
843,"0,008632","0,054228","0,045327","0,022714",49,"130,899778","0,925034",0
844,"0,010608","0,053097","0,036044","0,02447",49,"124,219339","0,735586",0
845,"0,009518","0,039921","0,037862","0,024508",49,"111,808516","0,772697",0
846,"0,005987","0,041851","0,039275","0,027315",48,"114,42819","0,818238",0
847,"0,005554","0,043768","0,039682","0,038376",50,"127,379518","0,79364",0
848,"0,010033","0,044547","0,06308","0,064141",49,"181,801498","1,287351",0
849,"0,008427","0,051041","0,062998","0,042963",50,"165,429177","1,25996",0
850,"0,011261","0,082586","0,063756","0,034759",49,"192,360907","1,301139",0
851,"0,007643","0,052007","0,051914","0,023301",50,"134,864862","1,038272",0
852,"0,008778","0,061435","0,04193","0,038284",51,"150,42716","0,822166",0
853,"0,008793","0,049509","0,040076","0,021942",52,"120,319954","0,770701",0
854,"0,006289","0,048285","0,039835","0,026411",50,"120,819498","0,796695",0
855,"0,009001","0,042956","0,04206","0,02811",52,"122,127079","0,808852",0
856,"0,006667","0,044929","0,041479","0,027368",53,"120,443321","0,782617",0
857,"0,007037","0,045906","0,040877","0,026024",52,"119,844156","0,786102",0
858,"0,005838","0,044829","0,039862","0,026981",52,"117,50939","0,766578",0
859,"0,006681","0,044187","0,044512","0,02893",49,"124,309775","0,90841",0
860,"0,024998","0,0467","0,043996","0,027245",52,"142,939066","0,846072",0
861,"0,015018","0,047221","0,045962","0,034396",53,"142,597001","0,867216",0
862,"0,018529","0,049914","0,047017","0,034202",52,"149,660725","0,904166",0
863,"0,007519","0,051806","0,046236","0,031789",51,"137,350258","0,906592",0
864,"0,007009","0,051326","0,054126","0,024136",52,"136,595599","1,040876",0
865,"0,007576","0,042712","0,041932","0,035541",52,"127,759983","0,806384",0
866,"0,008256","0,059085","0,043223","0,03409",49,"144,654825","0,882111",0
867,"0,009618","0,047899","0,046262","0,02844",51,"132,21968","0,907095",0
868,"0,005748","0,049828","0,049107","0,031484",52,"136,16713","0,944367",0
869,"0,009569","0,05174","0,045412","0,043086",53,"149,807674","0,856838",0
870,"0,008757","0,048265","0,050964","0,02317",53,"131,15579","0,96158",0
871,"0,005328","0,055196","0,042836","0,030391",52,"133,751113","0,823766",0
872,"0,00932","0,048093","0,042729","0,028855",53,"128,996425","0,806202",0
873,"0,005345","0,047494","0,041988","0,032381",53,"127,207925","0,792226",0
874,"0,013963","0,046609","0,044491","0,03227",54,"137,33253","0,823912",0
875,"0,006037","0,048315","0,041768","0,024262",55,"120,381972","0,759415",0
876,"0,010103","0,046871","0,039788","0,029117",54,"125,878646","0,73681",0
877,"0,005618","0,042294","0,043825","0,062811",54,"154,548985","0,811578",0
878,"0,005549","0,045518","0,047605","0,050397",53,"149,06876","0,898199",0
879,"0,008895","0,052835","0,044771","0,034085",52,"140,586601","0,860988",0
880,"0,005687","0,049429","0,044498","0,026551",52,"126,16618","0,855732",0
881,"0,005827","0,050005","0,039374","0,022594",52,"117,799803","0,757183",0
882,"0,009069","0,044168","0,039722","0,038202",51,"131,160559","0,778856",0
883,"0,005442","0,044692","0,050365","0,034217",53,"134,716118","0,950282",0
884,"0,00751","0,045671","0,053422","0,023943",55,"130,544818","0,971301",0
885,"0,008357","0,049876","0,046345","0,033949",51,"138,527784","0,908723",0
886,"0,007751","0,058065","0,044427","0,037339",53,"147,582161","0,838239",0
887,"0,005357","0,048681","0,045433","0,020296",53,"119,76735","0,857231",0
888,"0,00951","0,052179","0,040587","0,026127",53,"128,402893","0,765791",0
889,"0,009788","0,046301","0,040268","0,027036",54,"123,391778","0,745695",0
890,"0,007225","0,045906","0,040524","0,030286",55,"123,940795","0,736796",0
891,"0,006536","0,045343","0,044599","0,026032",55,"122,510264","0,810898",0
892,"0,006425","0,048688","0,041777","0,034546",56,"131,434972","0,746009",0
893,"0,006966","0,045805","0,048162","0,040625",54,"141,556824","0,891881",0
894,"0,008354","0,052041","0,055284","0,055208",56,"170,886073","0,987209",0
895,"0,00789","0,058756","0,054553","0,032773",57,"153,972349","0,957068",0
896,"0,005295","0,0597","0,048465","0,028088",59,"141,54767","0,821432",0
897,"0,006913","0,053126","0,046483","0,038047",57,"144,569858","0,815499",0
898,"0,007495","0,0487","0,050813","0,037012",58,"144,019081","0,876079",0
899,"0,007621","0,055903","0,051721","0,041728",57,"156,974761","0,907393",0
900,"0,008696","0,054677","0,046183","0,034994",56,"144,549541","0,824704",0
901,"0,005516","0,051494","0,047177","0,040449",57,"144,634983","0,82766",0
902,"0,010121","0,049737","0,046926","0,032148",57,"138,931578","0,823266",0
903,"0,007468","0,051837","0,045234","0,031635",57,"136,174521","0,793577",0
904,"0,007974","0,051516","0,047937","0,025721",60,"133,149003","0,79895",0
905,"0,007877","0,052773","0,044993","0,036312",58,"141,954921","0,775739",0
906,"0,006651","0,048022","0,049778","0,032039",59,"136,490151","0,843688",0
907,"0,010331","0,052108","0,048174","0,036936",58,"147,548878","0,830592",0
908,"0,008886","0,052056","0,052893","0,035696",59,"149,529995","0,896484",0
909,"0,009064","0,055929","0,049328","0,052618",57,"166,939292","0,865403",0
910,"0,009607","0,051764","0,050998","0,038615",58,"150,984144","0,879269",0
911,"0,009057","0,055698","0,049386","0,031373",58,"145,514063","0,851476",0
912,"0,006495","0,057452","0,046635","0,044677",56,"155,259352","0,832765",0
913,"0,007273","0,048581","0,04619","0,028151",58,"130,195327","0,796378",0
914,"0,006673","0,051403","0,044531","0,045594",59,"148,201293","0,754768",0
915,"0,009896","0,049235","0,049035","0,025768",60,"133,9332","0,817245",0
916,"0,006541","0,055318","0,044919","0,031721",59,"138,498917","0,761337",0
917,"0,009574","0,048411","0,047976","0,040177",60,"146,138541","0,799601",0
918,"0,005616","0,051041","0,050792","0,045335",59,"152,784196","0,860885",0
919,"0,011268","0,053715","0,052009","0,041123",62,"158,114176","0,838847",0
920,"0,00539","0,055278","0,060989","0,033779",62,"155,436737","0,983699",0
921,"0,008565","0,053532","0,052403","0,056196",64,"170,696685","0,818798",0
922,"0,007965","0,063388","0,058709","0,040052",64,"170,113426","0,917323",0
923,"0,006387","0,06139","0,050234","0,038576",61,"156,587412","0,823508",0
924,"0,0077","0,055081","0,055256","0,04516",61,"163,196748","0,905837",0
925,"0,008168","0,057663","0,055113","0,038351",61,"159,295349","0,90349",0
926,"0,008267","0,059981","0,055109","0,038964",62,"162,321219","0,888863",0
927,"0,011573","0,057662","0,064843","0,050174",61,"184,252778","1,063003",0
928,"0,005918","0,048643","0,057233","0,041852",63,"153,646411","0,908454",0
929,"0,009025","0,054284","0,056357","0,049372",64,"169,039134","0,880585",0
930,"0,006523","0,053877","0,057619","0,032757",66,"150,77527","0,87301",0
931,"0,008072","0,065703","0,052244","0,039949",65,"165,967632","0,803754",0
932,"0,005861","0,068678","0,060302","0,026269",65,"161,110699","0,92772",0
933,"0,008876","0,051801","0,052743","0,044267",65,"157,687047","0,81143",0
934,"0,009324","0,058661","0,056287","0,04235",64,"166,62075","0,879481",0
935,"0,009221","0,062203","0,053515","0,055759",64,"180,698401","0,836177",0
936,"0,008161","0,057387","0,0536","0,030163",63,"149,310689","0,850789",0
937,"0,008036","0,060005","0,051705","0,043643",61,"163,389269","0,847626",0
938,"0,005393","0,049442","0,057348","0,044294",62,"156,476721","0,924968",0
939,"0,006018","0,057209","0,054318","0,04158",62,"159,125421","0,876097",0
940,"0,010784","0,061513","0,056724","0,032081",62,"161,102474","0,914899",0
941,"0,008517","0,053691","0,056253","0,035243",65,"153,70443","0,86543",0
942,"0,006252","0,061505","0,056036","0,033996",65,"157,789038","0,862092",0
943,"0,006446","0,056074","0,057091","0,032881",64,"152,492566","0,892044",0
944,"0,010601","0,049497","0,057233","0,043904",66,"161,235246","0,867165",0
945,"0,006166","0,051842","0,056483","0,037128",65,"151,619117","0,868962",0
946,"0,005275","0,064229","0,051834","0,037413",67,"158,750587","0,773641",0
947,"0,010372","0,059835","0,057372","0,044917",66,"172,495839","0,869269",0
948,"0,010727","0,055844","0,061784","0,029825",67,"158,180289","0,922153",0
949,"0,005432","0,053712","0,057926","0,04516",67,"162,229663","0,864565",0
950,"0,009268","0,065351","0,060117","0,05206",65,"186,795808","0,924876",0
951,"0,005452","0,058511","0,055766","0,039242",63,"158,970692","0,885175",0
952,"0,008721","0,063501","0,058609","0,03432",64,"165,150791","0,91577",0
953,"0,005406","0,055767","0,054788","0,043056",64,"159,016422","0,856058",0
954,"0,011016","0,049842","0,057575","0,033344",64,"151,7773","0,899616",0
955,"0,012702","0,053605","0,054689","0,041776",64,"162,771736","0,854521",0
956,"0,005648","0,055211","0,055302","0,05506",62,"171,219395","0,89196",0
957,"0,010713","0,050554","0,057912","0,070068",66,"189,247218","0,877458",0
958,"0,006173","0,072373","0,055901","0,059044",66,"193,49084","0,846985",0
959,"0,005768","0,0631","0,053865","0,059238",65,"181,971739","0,828696",0
960,"0,005365","0,059924","0,056177","0,04988",67,"171,344873","0,838458",0
961,"0,005578","0,061599","0,058346","0,052613",67,"178,136455","0,870831",0
962,"0,005389","0,061159","0,058161","0,050629",68,"175,337506","0,855304",0
963,"0,006127","0,060898","0,055718","0,041925",67,"164,668015","0,83161",0
964,"0,010978","0,058415","0,05109","0,035085",63,"155,567748","0,810948",0
965,"0,005934","0,055129","0,050418","0,045646",65,"157,127022","0,775662",0
966,"0,005557","0,054191","0,052263","0,043803",64,"155,813904","0,816608",0
967,"0,008439","0,055379","0,052181","0,059058",63,"175,055928","0,828266",0
968,"0,009273","0,056054","0,060944","0,0458",63,"172,07121","0,967364",0
969,"0,00605","0,063892","0,054293","0,038364",65,"162,598414","0,835281",0
970,"0,010285","0,054711","0,05563","0,050404",65,"171,030107","0,85584",0
971,"0,006964","0,056388","0,057804","0,041805",66,"162,960832","0,875822",0
972,"0,00651","0,06069","0,051463","0,033939",65,"152,602394","0,791743",0
973,"0,006393","0,058588","0,051709","0,044195",65,"160,885788","0,795529",0
974,"0,011134","0,054697","0,055044","0,047346",65,"168,220597","0,846829",0
975,"0,009688","0,057337","0,054772","0,037591",66,"159,387703","0,829878",0
976,"0,010157","0,058028","0,058726","0,049637",65,"176,546813","0,90347",0
977,"0,011273","0,042459","0,058956","0,052013",66,"164,701071","0,893266",0
978,"0,009273","0,053287","0,057681","0,060796",65,"181,038","0,887401",0
979,"0,009566","0,053022","0,059721","0,052912",65,"175,220798","0,918785",0
980,"0,011076","0,04828","0,058777","0,054008",66,"172,141068","0,890562",0
981,"0,009802","0,057164","0,058751","0,050047",64,"175,763863","0,917989",0
982,"0,012014","0,058726","0,055593","0,057655",64,"183,987351","0,868641",0
983,"0,011031","0,057429","0,06259","0,048383",64,"179,43354","0,977976",0
984,"0,008691","0,060662","0,059484","0,050442",65,"179,279068","0,915132",0
985,"0,007602","0,05821","0,055048","0,03873",63,"159,58976","0,873782",0
986,"0,008027","0,052019","0,052925","0,046964",64,"159,934704","0,826955",0
987,"0,008332","0,049714","0,054472","0,044288",64,"156,805854","0,851129",0
988,"0,009807","0,050052","0,057851","0,051142",65,"168,852691","0,890016",0
989,"0,007319","0,053771","0,064208","0,05057",65,"175,866972","0,987812",0
990,"0,005988","0,056282","0,058937","0,062831",64,"184,036985","0,920884",0
991,"0,00561","0,059677","0,06019","0,052016",66,"177,493417","0,911975",0
992,"0,008288","0,062693","0,059311","0,056827",67,"187,119371","0,885241",0
993,"0,006095","0,063939","0,061645","0,050102",66,"181,781776","0,934015",0
994,"0,006617","0,061287","0,061799","0,050723",68,"180,425776","0,908808",0
995,"0,009814","0,069654","0,061505","0,075061",68,"216,033144","0,904487",0
996,"0,008741","0,060952","0,072102","0,051715",71,"193,509846","1,015527",0
997,"0,00681","0,053407","0,07008","0,042172",72,"172,469724","0,973339",0
998,"0,010417","0,069839","0,063764","0,05673",73,"200,751337","0,873486",0
999,"0,006458","0,055481","0,066465","0,050072",75,"178,476661","0,886206",0
1000,"0,007743","0,060119","0,065076","0,050627",79,"183,564836","0,823743",0
1001,"0,009332","0,056673","0,064843","0,068477",77,"199,325223","0,842117",0
1002,"0,006797","0,065604","0,080137","0,060096",78,"212,634616","1,027398",0
1003,"0,007472","0,061002","0,067718","0,064998",77,"201,19024","0,87946",0
1004,"0,008282","0,073955","0,072483","0,054095",76,"208,815525","0,953719",0
1005,"0,00909","0,073011","0,069022","0,075412",83,"226,533923","0,831587",0
1006,"0,008854","0,063479","0,083968","0,041111",86,"197,412333","0,976378",0
1007,"0,005469","0,061859","0,0756","0,070244",87,"213,172399","0,868964",0
1008,"0,007651","0,066195","0,079634","0,070337",85,"223,815843","0,93687",0
1009,"0,007953","0,061828","0,077166","0,077158",85,"224,105745","0,907834",0
1010,"0,014515","0,057205","0,077141","0,065811",86,"214,672055","0,896991",0
1011,"0,007085","0,062976","0,083158","0,059949",86,"213,168976","0,966958",0
1012,"0,00878","0,058992","0,073783","0,063236",84,"204,790662","0,87837",0
1013,"0,006504","0,066308","0,072011","0,060725",86,"205,54737","0,837332",0
1014,"0,005631","0,068301","0,072472","0,081749",89,"228,152687","0,814287",0
1015,"0,006435","0,056652","0,078097","0,063117",83,"204,300623","0,940927",0
1016,"0,009173","0,058863","0,087219","0,057871",84,"213,125997","1,038321",0
1017,"0,006078","0,061963","0,079738","0,068187",85,"215,96674","0,938098",0
1018,"0,007271","0,070733","0,074353","0,058894",81,"211,250291","0,917941",0
1019,"0,006918","0,054795","0,074736","0,052242",80,"188,691827","0,934206",0
1020,"0,005757","0,076253","0,075567","0,038772",81,"196,348571","0,932923",0
1021,"0,008775","0,058326","0,067721","0,051096",84,"185,918225","0,806207",0
1022,"0,007108","0,068547","0,067634","0,060044",83,"203,333985","0,814873",0
1023,"0,006138","0,058872","0,07987","0,070434",82,"215,314899","0,974025",0
1024,"0,005698","0,071005","0,080753","0,079974",86,"237,430016","0,938991",0
1025,"0,006257","0,057963","0,084838","0,064106",88,"213,163725","0,964067",0
1026,"0,011898","0,058749","0,079669","0,070949",88,"221,26561","0,905335",0
1027,"0,0054","0,060445","0,076819","0,068481",89,"211,145135","0,863135",0
1028,"0,006044","0,055187","0,074697","0,071216",84,"207,143444","0,889253",0
1029,"0,006405","0,059246","0,082344","0,067214",87,"215,209166","0,946482",0
1030,"0,006425","0,071175","0,082691","0,065567",86,"225,858242","0,961527",0
1031,"0,007413","0,068278","0,077664","0,0623",89,"215,65549","0,872624",0
1032,"0,011433","0,056359","0,076666","0,067219",84,"211,677064","0,912687",0
1033,"0,006095","0,056061","0,079616","0,063369",86,"205,141749","0,925767",0
1034,"0,007757","0,066444","0,081546","0,046362",83,"202,109479","0,982483",0
1035,"0,007602","0,070816","0,073214","0,058357",86,"209,988697","0,85133",0
1036,"0,005925","0,076496","0,074539","0,053756",81,"210,715834","0,920231",0
1037,"0,005398","0,082102","0,070334","0,066165",79,"223,998377","0,890304",0
1038,"0,010516","0,067022","0,06968","0,068268",80,"215,486428","0,870998",0
1039,"0,006186","0,064897","0,068452","0,053463",79,"192,99718","0,866476",0
1040,"0,006369","0,073339","0,064405","0,057009",76,"201,122327","0,84744",0
1041,"0,008194","0,065197","0,064094","0,051766",74,"189,250636","0,866134",0
1042,"0,007036","0,060074","0,064158","0,050626",75,"181,893298","0,855438",0
1043,"0,006067","0,048157","0,060442","0,065614",75,"180,279496","0,805892",0
1044,"0,006009","0,044841","0,065608","0,051771",79,"168,228594","0,830486",0
1045,"0,006925","0,042301","0,068454","0,066076",80,"183,756135","0,855671",0
1046,"0,006425","0,041704","0,069842","0,063429",84,"181,400186","0,831457",0
1047,"0,00597","0,048019","0,075277","0,046751",87,"176,016862","0,865258",0
1048,"0,007127","0,057812","0,068836","0,05072",88,"184,495179","0,782231",0
1049,"0,007351","0,066368","0,071277","0,055208",87,"200,203308","0,819276",0
1050,"0,005338","0,06055","0,072769","0,075805",88,"214,462184","0,82692",0
1051,"0,007607","0,061766","0,07331","0,059377",89,"202,060228","0,823712",0
1052,"0,009064","0,057393","0,072657","0,087542",91,"226,655269","0,798426",0
1053,"0,006561","0,062513","0,077321","0,095063",91,"241,457884","0,849677",0
1054,"0,008335","0,050095","0,076906","0,07189",87,"207,225813","0,88398",0
1055,"0,005428","0,058087","0,071122","0,079499",88,"214,135802","0,808205",0
1056,"0,006759","0,062667","0,071595","0,081274",89,"222,295353","0,804438",0
1057,"0,006277","0,057062","0,072225","0,072302",88,"207,865427","0,820734",0
1058,"0,007378","0,064662","0,086213","0,065209",89,"223,461197","0,96868",0
1059,"0,006674","0,05509","0,077216","0,076003",91,"214,98304","0,848523",0
1060,"0,006546","0,04957","0,081214","0,079856",93,"217,185576","0,87327",0
1061,"0,007631","0,056437","0,078306","0,081756",93,"224,129196","0,841999",0
1062,"0,007793","0,059106","0,085112","0,064446",94,"216,455845","0,905446",0
1063,"0,008751","0,056364","0,074097","0,071267",92,"210,479084","0,805402",0
1064,"0,008204","0,071028","0,078812","0,060524",93,"218,567143","0,847439",0
1065,"0,005891","0,080113","0,072482","0,068514",92,"227,000498","0,787851",0
1066,"0,008398","0,079099","0,071824","0,095953",94,"255,275297","0,764088",0
1067,"0,010621","0,071139","0,078239","0,080185",90,"240,184158","0,869321",0
1068,"0,010605","0,073634","0,0827","0,076215",93,"243,153287","0,889247",0
1069,"0,007913","0,076077","0,078953","0,07496",94,"237,903154","0,839929",0
1070,"0,007172","0,061089","0,076634","0,075577",94,"220,471521","0,815251",0
1071,"0,006235","0,083308","0,078035","0,069118",96,"236,696056","0,812863",0
1072,"0,005519","0,061995","0,074683","0,077579",95,"219,776799","0,78614",0
1073,"0,010547","0,078644","0,076616","0,07592",95,"241,727684","0,806489",0
1074,"0,005694","0,064987","0,0767","0,075471",95,"222,851503","0,80737",0
1075,"0,005584","0,070195","0,077768","0,068357",95,"221,903716","0,818609",0
1076,"0,006902","0,053117","0,07414","0,067786",95,"201,945277","0,780425",0
1077,"0,005514","0,059346","0,070652","0,070398",94,"205,911093","0,751617",0
1078,"0,005556","0,078877","0,071237","0,072413",94,"228,083299","0,757846",0
1079,"0,008581","0,077514","0,0757","0,050685",90,"212,480458","0,841113",0
1080,"0,009921","0,064335","0,068467","0,05572",93,"198,442967","0,736203",0
1081,"0,005754","0,060975","0,067652","0,046992",95,"181,373463","0,712127",0
1082,"0,010148","0,068595","0,066008","0,078024",94,"222,775597","0,702216",0
1083,"0,007246","0,059189","0,076832","0,077075",93,"220,341209","0,826149",0
1084,"0,012926","0,077518","0,07806","0,04354",93,"212,042612","0,839353",0
1085,"0,006505","0,063165","0,070283","0,081308",93,"221,260035","0,755731",0
1086,"0,007942","0,076217","0,078511","0,070548",93,"233,218835","0,84421",0
1087,"0,013206","0,071742","0,076213","0,067981",93,"229,141301","0,819494",0
1088,"0,005584","0,055249","0,077942","0,090552",94,"229,326173","0,829169",0
1089,"0,010538","0,056182","0,080185","0,066271",95,"213,175433","0,844051",0
1090,"0,007798","0,073652","0,079219","0,070804",95,"231,47293","0,833885",0
1091,"0,008075","0,053211","0,076881","0,074944",97,"213,111589","0,792586",0
1092,"0,007085","0,052447","0,077033","0,062275",97,"198,84004","0,794153",0
1093,"0,008082","0,049435","0,075577","0,052781",97,"185,87476","0,779144",0
1094,"0,008964","0,079194","0,068561","0,089871",94,"246,590757","0,729374",0
1095,"0,011093","0,059569","0,079728","0,066229",95,"216,619241","0,839246",0
1096,"0,011275","0,056531","0,074108","0,05442",95,"196,334451","0,78008",0
1097,"0,010678","0,079236","0,068169","0,042184",95,"200,267116","0,717571",0
1098,"0,011741","0,058724","0,069216","0,053108",94,"192,788716","0,736343",0
1099,"0,008737","0,069582","0,066736","0,066047",95,"211,101861","0,702485",0
