Frame,Captura,Procesamiento,Tracking,Escritura,Cantidad Objetos,Tiempo Total(ms),Tiempo por Objeto tracking(ms)
367,"0,006301","0,017899","0,010257","0,010228",6,"44,685030","1,709420"
368,"0,005577","0,020579","0,012692","0,009431",6,"48,279343","2,115312"
369,"0,007450","0,020294","0,010823","0,012063",6,"50,630600","1,803866"
370,"0,006495","0,020376","0,009589","0,008865",6,"45,325438","1,598183"
371,"0,006143","0,021552","0,009782","0,011641",6,"49,117679","1,630313"
372,"0,005869","0,018710","0,011681","0,009149",6,"45,408833","1,946826"
373,"0,007114","0,018848","0,010015","0,011722",6,"47,699129","1,669130"
374,"0,006454","0,019865","0,010986","0,009815",6,"47,119556","1,831035"
375,"0,006191","0,018866","0,009515","0,007729",6,"42,301643","1,585884"
376,"0,007177","0,018881","0,008221","0,010655",6,"44,933550","1,370121"
377,"0,007287","0,016870","0,009129","0,009486",6,"42,771358","1,521514"
378,"0,005297","0,016670","0,011545","0,008910",6,"42,421168","1,924143"
379,"0,006374","0,018207","0,010497","0,008390",6,"43,468792","1,749555"
380,"0,006899","0,018163","0,007257","0,009790",6,"42,109157","1,209550"
381,"0,005654","0,016575","0,007452","0,008871",6,"38,552350","1,241989"
382,"0,006312","0,015372","0,009572","0,007926",6,"39,181428","1,595293"
383,"0,005295","0,016630","0,008425","0,009101",6,"39,450846","1,404171"
384,"0,005295","0,015869","0,007959","0,009445",6,"38,567933","1,326466"
385,"0,006347","0,016568","0,010239","0,010407",6,"43,560155","1,706465"
386,"0,005362","0,018769","0,010475","0,008149",6,"42,754845","1,745778"
387,"0,007331","0,017753","0,009956","0,009984",6,"45,024404","1,659317"
388,"0,006365","0,019490","0,010334","0,010257",6,"46,445801","1,722274"
389,"0,006524","0,018585","0,007281","0,008444",6,"40,834228","1,213550"
390,"0,005378","0,018866","0,006926","0,010693",6,"41,863707","1,154396"
391,"0,005397","0,014528","0,009240","0,007785",6,"36,950111","1,540005"
392,"0,005654","0,019843","0,006948","0,009693",6,"42,137445","1,157943"
393,"0,005867","0,015274","0,010500","0,010456",6,"42,098050","1,750003"
394,"0,007944","0,017996","0,006823","0,007547",6,"40,309408","1,137190"
395,"0,005769","0,017859","0,008144","0,009983",6,"41,755510","1,357289"
396,"0,006312","0,016670","0,015281","0,009054",6,"47,317034","2,546876"
397,"0,006844","0,020975","0,013554","0,010684",6,"52,058110","2,259019"
398,"0,007128","0,020831","0,007571","0,007519",6,"43,048487","1,261765"
399,"0,007971","0,016376","0,007383","0,008669",6,"40,398884","1,230441"
400,"0,005519","0,016068","0,008385","0,007871",6,"37,843490","1,397573"
401,"0,006150","0,015608","0,007824","0,010484",6,"40,065335","1,303943"
402,"0,006316","0,015614","0,007769","0,008868",6,"38,566971","1,294780"
403,"0,005619","0,015547","0,011017","0,008135",6,"40,317568","1,836145"
404,"0,005819","0,019649","0,010804","0,012478",6,"48,750112","1,800607"
405,"0,006204","0,017799","0,008113","0,009193",6,"41,308517","1,352163"
406,"0,007020","0,017356","0,010092","0,009026",6,"43,494071","1,681941"
407,"0,008046","0,018238","0,010927","0,010051",6,"47,262471","1,821147"
408,"0,005512","0,019509","0,011612","0,011820",6,"48,453589","1,935370"
409,"0,005548","0,020818","0,009093","0,013632",6,"49,090157","1,515455"
410,"0,007681","0,018428","0,012991","0,008030",6,"47,130242","2,165197"
411,"0,005562","0,027232","0,007865","0,009777",6,"50,436417","1,310887"
412,"0,005957","0,016767","0,007366","0,008534",6,"38,625086","1,227695"
413,"0,005514","0,016191","0,009783","0,009173",5,"40,661644","1,956631"
414,"0,005876","0,017394","0,012136","0,008539",5,"43,944074","2,427235"
415,"0,005883","0,019499","0,011460","0,010785",5,"47,627414","2,292023"
416,"0,006938","0,018702","0,006753","0,007483",5,"39,875375","1,350656"
417,"0,006329","0,016135","0,008207","0,007139",5,"37,810176","1,641381"
418,"0,006205","0,017933","0,009033","0,009485",5,"42,656280","1,806590"
419,"0,007998","0,016961","0,007583","0,009380",4,"41,922205","1,895696"
420,"0,005376","0,016657","0,010672","0,009241",4,"41,946462","2,668086"
421,"0,008757","0,016772","0,010478","0,009482",4,"45,489028","2,619396"
422,"0,008218","0,018015","0,009316","0,008057",4,"43,606077","2,329089"
423,"0,005827","0,017210","0,008197","0,007248",4,"38,481594","2,049350"
424,"0,005774","0,016643","0,009415","0,008569",4,"40,400548","2,353722"
425,"0,005761","0,019143","0,007955","0,007184",4,"40,042612","1,988692"
426,"0,008237","0,018440","0,007868","0,008521",4,"43,065736","1,966955"
427,"0,005901","0,015284","0,010780","0,008722",4,"40,687758","2,695047"
428,"0,006938","0,018326","0,007654","0,007040",4,"39,958033","1,913569"
429,"0,006185","0,017367","0,006714","0,006807",4,"37,073734","1,678560"
430,"0,005747","0,018513","0,006785","0,007327",4,"38,372053","1,696184"
431,"0,006646","0,015908","0,009356","0,007499",4,"39,410046","2,339081"
432,"0,006594","0,017955","0,010055","0,011171",4,"45,775023","2,513856"
433,"0,005438","0,017000","0,009356","0,010318",4,"42,111653","2,339001"
434,"0,005372","0,017931","0,006373","0,008230",4,"37,906499","1,593260"
435,"0,006179","0,016949","0,007072","0,006785",4,"36,985344","1,767995"
436,"0,006651","0,015504","0,007470","0,007173",4,"36,796858","1,867375"
437,"0,005753","0,017141","0,009710","0,009873",4,"42,476563","2,427564"
438,"0,005952","0,016608","0,007100","0,008700",4,"38,360341","1,774947"
439,"0,006510","0,017437","0,008029","0,006716",4,"38,692674","2,007308"
440,"0,006412","0,017526","0,007038","0,006805",4,"37,780927","1,759603"
441,"0,005537","0,019159","0,007706","0,007355",4,"39,756968","1,926409"
442,"0,006066","0,017686","0,007178","0,006457",4,"37,386928","1,794452"
443,"0,006749","0,016600","0,007385","0,007087",4,"37,821345","1,846367"
444,"0,007331","0,017766","0,007796","0,009680",4,"42,574131","1,949106"
445,"0,005370","0,016184","0,008164","0,010373",4,"40,091287","2,040990"
446,"0,007118","0,016497","0,008487","0,008937",5,"41,039164","1,697396"
447,"0,006486","0,016463","0,005815","0,009982",5,"38,747012","1,163072"
448,"0,006785","0,016264","0,009780","0,006938",5,"39,765801","1,955921"
449,"0,007106","0,020515","0,008402","0,010617",5,"46,640624","1,680378"
450,"0,005671","0,017786","0,010304","0,011522",5,"45,282748","2,060815"
451,"0,007369","0,019990","0,010445","0,008693",5,"46,496907","2,089008"
452,"0,005740","0,017860","0,010050","0,007711",5,"41,361480","2,010022"
453,"0,006181","0,020736","0,006855","0,007166",5,"40,937303","1,370945"
454,"0,006169","0,017167","0,010779","0,008757",5,"42,872609","2,155858"
455,"0,006154","0,019696","0,007008","0,006996",5,"39,854572","1,401615"
456,"0,006105","0,018237","0,006332","0,009049",5,"39,722631","1,266307"
457,"0,006416","0,015182","0,008704","0,011732",5,"42,033633","1,740790"
458,"0,005504","0,018225","0,006866","0,007548",5,"38,142572","1,373172"
459,"0,007634","0,018554","0,006962","0,007584",5,"40,734862","1,392475"
460,"0,006131","0,021152","0,008184","0,007278",5,"42,744572","1,636850"
461,"0,007423","0,019362","0,009096","0,011198",5,"47,079648","1,819109"
462,"0,005342","0,017067","0,010302","0,007442",5,"40,153497","2,060379"
463,"0,005544","0,019327","0,010229","0,009495",5,"44,594594","2,045761"
464,"0,005727","0,018131","0,009471","0,009760",5,"43,089192","1,894133"
465,"0,005537","0,017203","0,009975","0,009143",5,"41,858234","1,994924"
466,"0,005268","0,019257","0,007983","0,009077",5,"41,585296","1,596682"
467,"0,006244","0,016121","0,009845","0,008102",5,"40,312479","1,969067"
468,"0,005893","0,019526","0,008696","0,009250",5,"43,365298","1,739298"
469,"0,006705","0,015987","0,007048","0,009035",5,"38,774692","1,409647"
470,"0,007310","0,017523","0,006689","0,007951",5,"39,473342","1,337868"
471,"0,005667","0,015851","0,011502","0,009295",5,"42,315179","2,300472"
472,"0,006351","0,018555","0,009760","0,011585",5,"46,250625","1,951959"
473,"0,006283","0,017201","0,008507","0,007061",5,"39,051439","1,701326"
474,"0,008428","0,019292","0,006945","0,008613",5,"43,277936","1,388923"
475,"0,005298","0,014697","0,008468","0,009062",5,"37,525429","1,693697"
476,"0,005447","0,016622","0,006539","0,007353",5,"35,961626","1,307832"
477,"0,005334","0,018104","0,009701","0,007621",5,"40,760431","1,940119"
478,"0,006126","0,016577","0,008118","0,007381",5,"38,202671","1,623563"
479,"0,005823","0,016751","0,008167","0,008791",6,"39,532126","1,361097"
480,"0,007156","0,015527","0,007907","0,009324",6,"39,914192","1,317757"
481,"0,005718","0,016274","0,008183","0,009307",6,"39,482880","1,363908"
482,"0,006321","0,015883","0,007520","0,008828",6,"38,551804","1,253408"
483,"0,005525","0,015779","0,007739","0,007764",6,"36,806843","1,289814"
484,"0,006786","0,018204","0,008228","0,007355",6,"40,572873","1,371343"
485,"0,006263","0,018019","0,006306","0,010726",6,"41,313606","1,051016"
486,"0,005963","0,014630","0,010898","0,008236",6,"39,726632","1,816256"
487,"0,005337","0,020303","0,008991","0,010028",6,"44,658660","1,498457"
488,"0,006663","0,018389","0,011671","0,008892",6,"45,613546","1,945146"
489,"0,007726","0,018572","0,007086","0,009418",6,"42,801982","1,180946"
490,"0,006341","0,015766","0,008635","0,007867",6,"38,609470","1,439217"
491,"0,006100","0,017300","0,007800","0,010411",6,"41,611249","1,300081"
492,"0,006061","0,016719","0,010711","0,010454",6,"43,945130","1,785204"
493,"0,006576","0,018828","0,008941","0,008438",6,"42,782910","1,490121"
494,"0,006315","0,017312","0,009749","0,009113",7,"42,489168","1,392656"
495,"0,005958","0,020051","0,008260","0,008479",7,"42,748827","1,180054"
496,"0,007375","0,016397","0,014648","0,009039",6,"47,458735","2,441282"
497,"0,008418","0,021468","0,009336","0,009774",8,"48,996233","1,167004"
498,"0,006925","0,016511","0,018395","0,011971",8,"53,801345","2,299316"
499,"0,007662","0,024102","0,009982","0,008959",9,"50,705962","1,109091"
500,"0,005469","0,017768","0,011567","0,009900",9,"44,704710","1,285272"
501,"0,006762","0,020588","0,014317","0,008866",9,"50,532100","1,590727"
502,"0,006576","0,022153","0,014752","0,008497",10,"51,977916","1,475167"
503,"0,005570","0,021900","0,008684","0,009123",10,"45,276317","0,868363"
504,"0,007040","0,017657","0,011447","0,008865",10,"45,009106","1,144690"
505,"0,006516","0,022882","0,009988","0,011139",10,"50,524484","0,998761"
506,"0,007301","0,017878","0,016061","0,008825",10,"50,065137","1,606144"
507,"0,005851","0,023142","0,012062","0,009033",10,"50,088436","1,206158"
508,"0,006487","0,020464","0,012424","0,008639",10,"48,014788","1,242422"
509,"0,009061","0,023247","0,008006","0,009795",10,"50,109044","0,800645"
510,"0,006318","0,017014","0,009955","0,008122",10,"41,410056","0,995545"
511,"0,005926","0,018566","0,008240","0,010157",10,"42,888353","0,823993"
512,"0,005329","0,018321","0,008190","0,008928",10,"40,769328","0,819049"
513,"0,005638","0,015706","0,008040","0,009457",10,"38,839719","0,803973"
514,"0,005303","0,016939","0,009300","0,010905",10,"42,446577","0,930048"
515,"0,007113","0,017314","0,011327","0,010119",11,"45,873874","1,029712"
516,"0,007979","0,019422","0,011352","0,009745",12,"48,498583","0,946041"
517,"0,005435","0,019164","0,013355","0,009670",12,"47,625366","1,112954"
518,"0,008724","0,021768","0,015730","0,010262",12,"56,483303","1,310807"
519,"0,005369","0,024867","0,019756","0,013607",12,"63,598422","1,646332"
520,"0,005364","0,025088","0,015645","0,013455",12,"59,552220","1,303738"
521,"0,005737","0,025667","0,015010","0,010289",12,"56,702382","1,250832"
522,"0,006782","0,022975","0,016718","0,011343",13,"57,819033","1,286030"
523,"0,006110","0,024149","0,014191","0,012045",13,"56,493959","1,091591"
524,"0,005860","0,021919","0,012316","0,010012",13,"50,106483","0,947347"
525,"0,005936","0,019315","0,016111","0,012445",13,"53,807136","1,239277"
526,"0,006590","0,022799","0,011652","0,012141",12,"53,181545","0,970962"
527,"0,005649","0,021406","0,014815","0,014463",12,"56,332033","1,234575"
528,"0,006294","0,022840","0,010905","0,009765",12,"49,803655","0,908744"
529,"0,005314","0,018275","0,013489","0,015025",12,"52,103168","1,124102"
530,"0,005501","0,020364","0,012292","0,017430",12,"55,585604","1,024298"
531,"0,005260","0,019949","0,014287","0,012973",13,"52,468782","1,099003"
532,"0,005356","0,020923","0,013144","0,011228",13,"50,650312","1,011046"
533,"0,005396","0,019504","0,011857","0,010389",13,"47,147300","0,912109"
534,"0,007047","0,019735","0,015421","0,013069",13,"55,271959","1,186253"
535,"0,007372","0,022078","0,013092","0,014129",14,"56,671597","0,935167"
536,"0,007260","0,021026","0,011119","0,011832",13,"51,237726","0,855304"
537,"0,005313","0,018918","0,013518","0,014693",13,"52,441294","1,039821"
538,"0,006416","0,020966","0,014218","0,013096",14,"54,696001","1,015593"
539,"0,007250","0,021469","0,012520","0,013101",14,"54,340725","0,894265"
540,"0,007465","0,020487","0,013503","0,009956",14,"51,411047","0,964508"
541,"0,005818","0,021149","0,012355","0,011527",14,"50,848048","0,882466"
542,"0,007541","0,019911","0,011427","0,013457",13,"52,335432","0,878977"
543,"0,007815","0,020216","0,013502","0,014709",13,"56,242110","1,038646"
544,"0,005633","0,020485","0,018877","0,010296",13,"55,290968","1,452058"
545,"0,006467","0,023907","0,017284","0,010817",13,"58,474706","1,329508"
546,"0,005876","0,024636","0,011202","0,010265",13,"51,979420","0,861702"
547,"0,007001","0,019268","0,013075","0,012773",13,"52,116672","1,005776"
548,"0,010006","0,020530","0,015608","0,015077",13,"61,221818","1,200644"
549,"0,007659","0,023957","0,014813","0,011194",14,"57,622898","1,058072"
550,"0,006805","0,021408","0,010955","0,011024",14,"50,191606","0,782480"
551,"0,005461","0,019497","0,014663","0,011880",15,"51,501767","0,977520"
552,"0,006094","0,024836","0,015762","0,012510",15,"59,203086","1,050824"
553,"0,006407","0,023710","0,011410","0,011550",15,"53,077123","0,760663"
554,"0,005357","0,019664","0,017742","0,012459",14,"55,221462","1,267292"
555,"0,006840","0,024205","0,015171","0,011605",15,"57,821337","1,011428"
556,"0,005705","0,024023","0,016982","0,014993",14,"61,702508","1,212983"
557,"0,005404","0,023677","0,012842","0,011034",14,"52,957695","0,917297"
558,"0,006345","0,020816","0,016166","0,010860",14,"54,186448","1,154700"
559,"0,010345","0,022942","0,010646","0,012735",14,"56,668174","0,760406"
560,"0,006394","0,018613","0,013536","0,010555",14,"49,098702","0,966871"
561,"0,007831","0,020860","0,017987","0,012882",14,"59,560411","1,284771"
562,"0,005438","0,024092","0,013996","0,010432",15,"53,958342","0,933083"
563,"0,005542","0,021857","0,013146","0,012692",15,"53,236970","0,876394"
564,"0,005389","0,019701","0,012299","0,011099",15,"48,488150","0,819954"
565,"0,005979","0,021359","0,013561","0,011556",16,"52,455150","0,847568"
566,"0,006552","0,021979","0,011686","0,010769",16,"50,985300","0,730350"
567,"0,006256","0,019730","0,015543","0,012040",17,"53,569560","0,914318"
568,"0,006613","0,023771","0,014487","0,010970",19,"55,841581","0,762476"
569,"0,007991","0,021965","0,017960","0,012065",19,"59,981259","0,945245"
570,"0,006410","0,027316","0,017543","0,016207",19,"67,475529","0,923306"
571,"0,006331","0,024343","0,020653","0,020122",18,"71,448576","1,147373"
572,"0,006034","0,028598","0,012990","0,011614",18,"59,236304","0,721684"
573,"0,008513","0,021904","0,016680","0,012827",17,"59,924072","0,981167"
574,"0,006794","0,023734","0,012511","0,012611",17,"55,650534","0,735926"
575,"0,007343","0,022094","0,017589","0,016027",18,"63,052671","0,977171"
576,"0,006134","0,024221","0,017657","0,014531",18,"62,542507","0,980932"
577,"0,006394","0,024620","0,016375","0,016015",18,"63,403853","0,909722"
578,"0,006632","0,023836","0,016596","0,015346",17,"62,409992","0,976212"
579,"0,005748","0,026478","0,017222","0,016746",17,"66,193206","1,013034"
580,"0,006301","0,023546","0,014755","0,011457",17,"56,059093","0,867924"
581,"0,005976","0,021720","0,024304","0,010874",17,"62,874361","1,429666"
582,"0,006255","0,030693","0,019325","0,012602",17,"68,874718","1,136785"
583,"0,006503","0,025057","0,021831","0,012855",17,"66,245915","1,284179"
584,"0,008231","0,027683","0,017940","0,012818",17,"66,671978","1,055306"
585,"0,007336","0,025347","0,019507","0,019332",17,"71,521473","1,147456"
586,"0,005663","0,028424","0,016856","0,012020",17,"62,961884","0,991505"
587,"0,005480","0,025886","0,019345","0,012371",18,"63,081441","1,074695"
588,"0,008024","0,026561","0,017697","0,014558",17,"66,839087","1,041003"
589,"0,007050","0,026298","0,016065","0,013585",17,"62,998589","0,945000"
590,"0,006184","0,023273","0,016499","0,014471",18,"60,427323","0,916623"
591,"0,006084","0,023587","0,016029","0,013694",18,"59,392788","0,890482"
592,"0,005334","0,023867","0,015485","0,014351",18,"59,036998","0,860301"
593,"0,005448","0,025430","0,014882","0,013660",18,"59,420277","0,826759"
594,"0,005283","0,023210","0,013299","0,013716",17,"55,507776","0,782266"
595,"0,009184","0,022431","0,014900","0,016566",17,"63,081664","0,876481"
596,"0,007556","0,022286","0,023882","0,016557",18,"70,281300","1,326785"
597,"0,005534","0,028674","0,014202","0,015165",18,"63,575347","0,789008"
598,"0,011320","0,023306","0,018818","0,015161",18,"68,604371","1,045435"
599,"0,005294","0,028740","0,016805","0,012092",18,"62,931770","0,933632"
600,"0,008387","0,025278","0,023093","0,011981",18,"68,738552","1,282943"
601,"0,006947","0,031708","0,024598","0,014880",20,"78,132223","1,229900"
602,"0,005567","0,030960","0,017962","0,015392",20,"69,880612","0,898108"
603,"0,005325","0,025581","0,015524","0,012442",18,"58,871456","0,862442"
604,"0,005891","0,024697","0,022421","0,013025",18,"66,034770","1,245614"
605,"0,005592","0,028740","0,022509","0,013908",19,"70,748357","1,184688"
606,"0,005525","0,029183","0,022970","0,012679",19,"70,355797","1,208922"
607,"0,005745","0,029772","0,020083","0,019470",19,"75,069866","1,057005"
608,"0,007458","0,026859","0,025597","0,018982",19,"78,895322","1,347187"
609,"0,006335","0,031177","0,024708","0,024167",20,"86,388152","1,235417"
610,"0,005991","0,036355","0,028553","0,016482",22,"87,381854","1,297875"
611,"0,005738","0,035218","0,029573","0,017024",22,"87,553476","1,344242"
612,"0,008449","0,025026","0,021514","0,018517",22,"73,505934","0,977899"
613,"0,005429","0,036721","0,017451","0,015836",21,"75,435862","0,830992"
614,"0,005772","0,026299","0,023866","0,029175",21,"85,112711","1,136491"
615,"0,008435","0,034496","0,028889","0,012980",22,"84,800731","1,313152"
616,"0,005322","0,036714","0,023536","0,015691",24,"81,263158","0,980660"
617,"0,005258","0,032666","0,022479","0,014070",25,"74,472946","0,899178"
618,"0,005702","0,028016","0,020577","0,016084",24,"70,378775","0,857363"
619,"0,005269","0,029791","0,017583","0,015557",24,"68,200644","0,732617"
620,"0,007242","0,026344","0,019036","0,016215",24,"68,836284","0,793168"
621,"0,007339","0,025303","0,021041","0,014337",24,"68,019835","0,876704"
622,"0,017010","0,028683","0,019397","0,014505",25,"79,594837","0,775887"
623,"0,007293","0,025278","0,021957","0,016117",24,"70,643968","0,914878"
624,"0,006266","0,028044","0,018443","0,012515",24,"65,268564","0,768473"
625,"0,005281","0,026935","0,017981","0,015972",24,"66,167478","0,749190"
626,"0,005327","0,025861","0,022119","0,013634",25,"66,941395","0,884754"
627,"0,005693","0,030949","0,019936","0,015830",26,"72,408293","0,766765"
628,"0,005384","0,027284","0,023097","0,017404",26,"73,168704","0,888338"
629,"0,005434","0,028228","0,019633","0,015399",26,"68,694838","0,755130"
630,"0,012373","0,025551","0,022269","0,013232",27,"73,426281","0,824792"
631,"0,006947","0,029015","0,028281","0,016613",27,"80,856932","1,047448"
632,"0,006068","0,033882","0,021866","0,018251",26,"80,067398","0,840999"
633,"0,006440","0,029913","0,022701","0,014157",27,"73,209890","0,840767"
634,"0,005445","0,028611","0,021171","0,016102",27,"71,328921","0,784116"
635,"0,006253","0,028449","0,023444","0,019547",28,"77,692909","0,837287"
636,"0,005720","0,029017","0,024616","0,024749",28,"84,102080","0,879148"
637,"0,006591","0,031848","0,030092","0,015870",28,"84,401676","1,074728"
638,"0,005354","0,036777","0,041116","0,021362",29,"104,609802","1,417808"
639,"0,005512","0,031618","0,032550","0,033981",28,"103,660168","1,162492"
640,"0,006764","0,039243","0,032706","0,018732",27,"97,445147","1,211344"
641,"0,006389","0,043554","0,021302","0,014822",26,"86,067435","0,819317"
642,"0,007331","0,028267","0,021201","0,014989",26,"71,788395","0,815421"
643,"0,005436","0,029354","0,020265","0,017001",27,"72,056822","0,750572"
644,"0,006197","0,028644","0,025102","0,017619",26,"77,562375","0,965455"
645,"0,006102","0,028546","0,022884","0,014080",26,"71,612454","0,880137"
646,"0,009703","0,029117","0,022701","0,017616",27,"79,136803","0,840768"
647,"0,005529","0,028104","0,029569","0,018891",27,"82,092051","1,095134"
648,"0,010196","0,032758","0,026078","0,018279",28,"87,310521","0,931366"
649,"0,005736","0,032487","0,026698","0,013860",28,"78,781653","0,953514"
650,"0,008113","0,032856","0,024990","0,019954",28,"85,913413","0,892498"
651,"0,005973","0,033188","0,024294","0,015093",29,"78,547757","0,837718"
652,"0,009702","0,031428","0,030450","0,018528",29,"90,109156","1,050012"
653,"0,005944","0,035069","0,025476","0,019440",30,"85,928709","0,849202"
654,"0,005722","0,032409","0,028106","0,021694",30,"87,930578","0,936871"
655,"0,005938","0,032353","0,022572","0,020125",30,"80,988553","0,752415"
656,"0,008318","0,029224","0,023280","0,019711",30,"80,532695","0,775986"
657,"0,006090","0,029277","0,020935","0,015561",30,"71,862254","0,697827"
658,"0,008725","0,028254","0,019225","0,020186",30,"76,389370","0,640822"
659,"0,005404","0,028413","0,023501","0,018921",30,"76,239411","0,783363"
660,"0,005711","0,032683","0,035834","0,019015",37,"93,243644","0,968490"
661,"0,007253","0,039793","0,028060","0,015634",36,"90,739421","0,779439"
662,"0,005289","0,034755","0,023855","0,016403",36,"80,302033","0,662637"
663,"0,007288","0,032698","0,025833","0,017577",36,"83,395205","0,717591"
664,"0,009032","0,032315","0,026542","0,015880",36,"83,769299","0,737274"
665,"0,006284","0,033645","0,029826","0,019490",36,"89,245220","0,828496"
666,"0,005562","0,035031","0,032342","0,018168",36,"91,103339","0,898395"
667,"0,006249","0,037387","0,029510","0,021669",35,"94,814615","0,843136"
668,"0,006019","0,034134","0,028706","0,021657",35,"90,516051","0,820161"
669,"0,005620","0,035172","0,031703","0,021782",35,"94,276483","0,905812"
670,"0,006279","0,035389","0,025078","0,017277",35,"84,023325","0,716526"
671,"0,005727","0,033396","0,027488","0,017892",34,"84,502191","0,808457"
672,"0,006509","0,033790","0,025590","0,014910",34,"80,799137","0,752647"
673,"0,005677","0,032342","0,021951","0,015854",34,"75,825028","0,645629"
674,"0,006220","0,030152","0,023948","0,022230",34,"82,550628","0,704353"
675,"0,005753","0,032798","0,029076","0,020747",35,"88,374114","0,830749"
676,"0,005401","0,035120","0,030423","0,018810",36,"89,753526","0,845073"
677,"0,006323","0,035429","0,028175","0,018387",36,"88,313247","0,782641"
678,"0,005468","0,033578","0,030018","0,017044",34,"86,107948","0,882880"
679,"0,006243","0,036255","0,024693","0,018939",36,"86,129741","0,685920"
680,"0,006396","0,030809","0,026904","0,022121",36,"86,230543","0,747347"
681,"0,005357","0,032927","0,031190","0,017459",37,"86,932042","0,842961"
682,"0,006156","0,037721","0,027565","0,020020",37,"91,462582","0,744997"
683,"0,005539","0,033069","0,027514","0,020416",35,"86,537723","0,786101"
684,"0,005718","0,034803","0,027188","0,017310",36,"85,019235","0,755217"
685,"0,006068","0,032774","0,031215","0,020775",36,"90,831263","0,867078"
686,"0,005990","0,035867","0,028964","0,020989",36,"91,811140","0,804569"
687,"0,005469","0,035770","0,029395","0,027310",38,"97,943757","0,773540"
688,"0,008011","0,034783","0,031574","0,026241",38,"100,608434","0,830907"
689,"0,006784","0,035779","0,031145","0,030066",37,"103,775498","0,841769"
690,"0,007800","0,035687","0,029677","0,018301",37,"91,464920","0,802091"
691,"0,006362","0,036637","0,027175","0,017505",37,"87,678951","0,734453"
692,"0,005893","0,034455","0,026782","0,018898",36,"86,027561","0,743951"
693,"0,005482","0,032614","0,032282","0,019066",37,"89,444619","0,872488"
694,"0,005400","0,035421","0,034641","0,018109",37,"93,571527","0,936256"
695,"0,008033","0,038075","0,027043","0,019768",37,"92,918348","0,730889"
696,"0,006553","0,032552","0,027930","0,020710",36,"87,745065","0,775825"
697,"0,007062","0,033061","0,025647","0,019804",36,"85,573525","0,712406"
698,"0,005852","0,032444","0,024826","0,015725",36,"78,846518","0,689604"
699,"0,005586","0,032507","0,024099","0,019968",36,"82,159797","0,669409"
700,"0,007405","0,032407","0,026090","0,015708",36,"81,609537","0,724714"
701,"0,005889","0,033233","0,028324","0,021326",37,"88,771888","0,765505"
702,"0,005844","0,033393","0,032136","0,033774",37,"105,147679","0,868534"
703,"0,005383","0,038471","0,034582","0,019110",37,"97,544862","0,934636"
704,"0,005519","0,041325","0,030107","0,021518",37,"98,468608","0,813695"
705,"0,006477","0,036234","0,030572","0,019780",38,"93,062611","0,804523"
706,"0,005307","0,036654","0,029259","0,018064",37,"89,284516","0,790786"
707,"0,005778","0,034729","0,030628","0,021154",39,"92,289623","0,785343"
708,"0,005402","0,034683","0,026725","0,020531",38,"87,341115","0,703298"
709,"0,007224","0,032762","0,028203","0,019784",38,"87,973042","0,742174"
710,"0,005890","0,033333","0,027176","0,017931",36,"84,330632","0,754881"
711,"0,006038","0,032571","0,024681","0,024236",37,"87,526464","0,667054"
712,"0,005800","0,030922","0,030998","0,022157",37,"89,877081","0,837772"
713,"0,005583","0,036228","0,029641","0,014572",37,"86,024455","0,801108"
714,"0,005235","0,038796","0,030133","0,017444",37,"91,607805","0,814392"
715,"0,005711","0,035515","0,033951","0,019252",39,"94,430631","0,870546"
716,"0,005668","0,037964","0,032931","0,021726",39,"98,289179","0,844382"
717,"0,007856","0,037600","0,035733","0,023821",39,"105,010233","0,916219"
718,"0,005390","0,038198","0,032047","0,023470",39,"99,104633","0,821722"
719,"0,005411","0,038327","0,032709","0,019882",39,"96,330031","0,838691"
720,"0,006814","0,035860","0,029687","0,017757",38,"90,117666","0,781234"
721,"0,007158","0,035208","0,028711","0,023327",38,"94,403366","0,755540"
722,"0,008161","0,033713","0,032598","0,024928",38,"99,400547","0,857853"
723,"0,005515","0,037097","0,031380","0,018940",38,"92,933006","0,825793"
724,"0,007954","0,037251","0,029709","0,020306",36,"95,219846","0,825240"
725,"0,009761","0,035633","0,027891","0,021408",37,"94,693808","0,753820"
726,"0,005795","0,035194","0,028349","0,020133",37,"89,471275","0,766188"
727,"0,008211","0,034904","0,032586","0,024456",38,"100,157153","0,857531"
728,"0,007342","0,036006","0,034121","0,013867",39,"91,335696","0,874895"
729,"0,006278","0,043499","0,027546","0,017403",39,"94,725682","0,706296"
730,"0,008136","0,034612","0,024878","0,015897",39,"83,523495","0,637897"
731,"0,006227","0,034394","0,031218","0,017722",39,"89,560109","0,800456"
732,"0,005724","0,036902","0,028136","0,018455",39,"89,216801","0,721441"
733,"0,005418","0,033583","0,030110","0,028566",36,"97,676865","0,836379"
734,"0,007417","0,036007","0,028832","0,016766",37,"89,022041","0,779256"
735,"0,005297","0,038041","0,026642","0,019476",37,"89,457289","0,720058"
736,"0,007234","0,032562","0,030241","0,018053",37,"88,088598","0,817312"
737,"0,007284","0,035082","0,033140","0,024271",37,"99,778545","0,895686"
738,"0,005593","0,037402","0,030777","0,022570",37,"96,342063","0,831811"
739,"0,006323","0,036861","0,027169","0,021513",37,"91,865925","0,734304"
740,"0,006319","0,038660","0,029052","0,019265",38,"93,295866","0,764538"
741,"0,007071","0,034549","0,027155","0,015775",38,"84,549839","0,714613"
742,"0,006828","0,034016","0,025891","0,018322",39,"85,056994","0,663860"
