Frame,Captura,Procesamiento,Tracking,Escritura,Cantidad Objetos,Tiempo Total(ms),Tiempo por Objeto tracking(ms)
743,"0,006138","0,033258","0,030580","0,017249",39,"87,225011","0,784104"
744,"0,006413","0,038089","0,030279","0,025722",39,"100,503181","0,776383"
745,"0,007093","0,034929","0,031115","0,021768",40,"94,905272","0,777883"
746,"0,007472","0,037216","0,028697","0,017412",40,"90,797116","0,717429"
747,"0,005545","0,036966","0,030989","0,019421",37,"92,920750","0,837543"
748,"0,005980","0,035634","0,026450","0,020287",37,"88,351807","0,714869"
749,"0,007168","0,033574","0,026210","0,015603",37,"82,554690","0,708376"
750,"0,009386","0,034608","0,026035","0,015967",37,"85,995462","0,703657"
751,"0,005686","0,033470","0,030306","0,022113",38,"91,573785","0,797516"
752,"0,005965","0,036922","0,029615","0,017839",35,"90,341514","0,846149"
753,"0,009345","0,036009","0,026594","0,020606",36,"92,555103","0,738726"
754,"0,006119","0,032699","0,026691","0,019301",36,"84,811224","0,741426"
755,"0,007275","0,032069","0,028424","0,017668",36,"85,436529","0,789547"
756,"0,008232","0,033627","0,031036","0,017512",36,"90,406797","0,862115"
757,"0,006659","0,036994","0,030056","0,022495",38,"96,204874","0,790956"
758,"0,007280","0,035616","0,029621","0,022525",36,"95,042396","0,822816"
759,"0,005482","0,035145","0,030955","0,022269",36,"93,850639","0,859856"
760,"0,005717","0,035541","0,028231","0,020743",36,"90,232071","0,784194"
761,"0,005566","0,033429","0,026709","0,020137",36,"85,840832","0,741918"
762,"0,005912","0,034690","0,025757","0,018540",37,"84,898556","0,696139"
763,"0,005365","0,033776","0,028443","0,020135",35,"87,719270","0,812654"
764,"0,008132","0,035443","0,030256","0,019732",35,"93,562661","0,864447"
765,"0,005497","0,038775","0,031934","0,018637",35,"94,843062","0,912410"
766,"0,005399","0,036966","0,030212","0,019526",35,"92,102831","0,863204"
767,"0,005476","0,035010","0,030672","0,019400",36,"90,557331","0,852000"
768,"0,007774","0,036343","0,032297","0,017694",36,"94,107802","0,897147"
769,"0,005404","0,037018","0,035455","0,022483",39,"100,360774","0,909100"
770,"0,006376","0,038611","0,034428","0,019029",39,"98,443934","0,882759"
771,"0,005603","0,039092","0,031146","0,017531",38,"93,372989","0,819636"
772,"0,006531","0,036378","0,028017","0,020941",40,"91,865444","0,700414"
773,"0,007830","0,033750","0,032656","0,018233",40,"92,469211","0,816389"
774,"0,005341","0,038049","0,034905","0,021705",41,"100,000282","0,851340"
775,"0,005285","0,038600","0,032969","0,018465",41,"95,318983","0,804132"
776,"0,006103","0,038923","0,031063","0,020128",43,"96,217130","0,722397"
777,"0,008207","0,036582","0,033739","0,021196",43,"99,724400","0,784638"
778,"0,009316","0,038602","0,034145","0,023554",44,"105,617582","0,776029"
779,"0,006543","0,038845","0,034217","0,018792",43,"98,397436","0,795756"
780,"0,006441","0,038142","0,032006","0,019787",41,"96,376496","0,780628"
781,"0,005458","0,038100","0,032427","0,028206",42,"104,191256","0,772083"
782,"0,008437","0,040696","0,034085","0,025063",43,"108,280244","0,792669"
783,"0,006418","0,039889","0,041455","0,020196",44,"107,958632","0,942158"
784,"0,006044","0,045537","0,036307","0,024625",43,"112,512757","0,844351"
785,"0,005730","0,040667","0,035081","0,022005",45,"103,482143","0,779570"
786,"0,007332","0,038860","0,036095","0,020736",46,"103,022892","0,784673"
787,"0,005539","0,040410","0,034491","0,022731",46,"103,170769","0,749808"
788,"0,006296","0,039644","0,035058","0,027513",47,"108,511549","0,745919"
789,"0,007598","0,037280","0,038917","0,019010",45,"102,804516","0,864822"
790,"0,005822","0,041606","0,045796","0,029103",46,"122,327369","0,995571"
791,"0,006424","0,049416","0,041103","0,026503",45,"123,445587","0,913396"
792,"0,005506","0,042723","0,045792","0,025621",46,"119,642403","0,995485"
793,"0,007387","0,044497","0,041055","0,028042",45,"120,980823","0,912340"
794,"0,005523","0,044719","0,039414","0,028996",43,"118,651485","0,916604"
795,"0,005440","0,042291","0,043202","0,026648",46,"117,580756","0,939167"
796,"0,005337","0,044573","0,044811","0,022339",45,"117,060929","0,995804"
797,"0,007365","0,043292","0,040440","0,024517",46,"115,614314","0,879130"
798,"0,005437","0,043424","0,042186","0,024174",45,"115,220571","0,937472"
799,"0,008387","0,040542","0,041398","0,039003",46,"129,330834","0,899964"
800,"0,006304","0,045941","0,040028","0,023484",46,"115,756881","0,870181"
801,"0,010912","0,046048","0,038545","0,026774",47,"122,279336","0,820109"
802,"0,008746","0,040985","0,036111","0,031084",47,"116,926141","0,768327"
803,"0,007719","0,043639","0,037382","0,030073",47,"118,812867","0,795368"
804,"0,008617","0,041319","0,040799","0,024319",46,"115,053588","0,886933"
805,"0,005395","0,045148","0,037179","0,020810",46,"108,531165","0,808232"
806,"0,005516","0,041098","0,034848","0,022757",44,"104,219514","0,791994"
807,"0,006321","0,039934","0,036270","0,037516",45,"120,040913","0,805998"
808,"0,008252","0,039020","0,041145","0,042065",46,"130,482015","0,894449"
809,"0,006285","0,046169","0,038903","0,018649",47,"110,007061","0,827733"
810,"0,005475","0,045415","0,034758","0,026106",48,"111,753495","0,724130"
811,"0,007660","0,037873","0,039104","0,028257",47,"112,893411","0,831991"
812,"0,006097","0,042657","0,042449","0,025298",48,"116,500908","0,884349"
813,"0,007502","0,041054","0,042130","0,029493",47,"120,179287","0,896383"
814,"0,008565","0,043798","0,041783","0,018593",48,"112,740606","0,870488"
815,"0,010035","0,046631","0,036459","0,026181",47,"119,306967","0,775727"
816,"0,005553","0,041103","0,037628","0,018702",45,"102,986346","0,836175"
817,"0,008169","0,041528","0,036025","0,024884",45,"110,605995","0,800556"
818,"0,006641","0,039561","0,037607","0,022732",46,"106,540881","0,817550"
819,"0,011700","0,040884","0,041430","0,029348",47,"123,361840","0,881486"
820,"0,006263","0,045220","0,043007","0,044755",49,"139,245258","0,877695"
821,"0,006826","0,046586","0,041619","0,028539",49,"123,570679","0,849358"
822,"0,006486","0,048902","0,034082","0,021098",49,"110,568490","0,695545"
823,"0,006072","0,040360","0,033690","0,024224",48,"104,345885","0,701872"
824,"0,009361","0,041688","0,035574","0,023081",49,"109,703913","0,725999"
825,"0,005352","0,041751","0,035016","0,036315",47,"118,433587","0,745021"
826,"0,005617","0,039404","0,045675","0,026308",48,"117,003966","0,951565"
827,"0,008315","0,048316","0,039144","0,030127",48,"125,902001","0,815504"
828,"0,008797","0,041901","0,040346","0,029969",47,"121,012759","0,858430"
829,"0,005326","0,042313","0,039613","0,019428",47,"106,679956","0,842819"
830,"0,008365","0,042658","0,050256","0,028704",48,"129,981836","1,046994"
831,"0,005714","0,036027","0,045271","0,018493",49,"105,505065","0,923889"
832,"0,005770","0,050521","0,043479","0,027326",50,"127,096220","0,869588"
833,"0,006713","0,051878","0,046096","0,027429",50,"132,115804","0,921915"
834,"0,005951","0,038681","0,042072","0,034409",51,"121,112665","0,824934"
835,"0,006263","0,052236","0,042874","0,027450",50,"128,822399","0,857477"
836,"0,006338","0,045658","0,045670","0,030752",50,"128,417777","0,913392"
837,"0,005986","0,042372","0,060053","0,021891",52,"130,303255","1,154874"
838,"0,008811","0,054969","0,048625","0,027360",52,"139,764862","0,935088"
839,"0,007644","0,046658","0,050703","0,028288",53,"133,293608","0,956658"
840,"0,007631","0,046342","0,047664","0,029623",50,"131,259897","0,953290"
841,"0,007397","0,045270","0,044420","0,034629",51,"131,716685","0,870988"
842,"0,005429","0,043647","0,047041","0,026350",50,"122,467116","0,940823"
843,"0,008588","0,049439","0,047327","0,041037",49,"146,391066","0,965855"
844,"0,012175","0,045559","0,048290","0,017596",49,"123,620407","0,985517"
845,"0,008889","0,051998","0,042515","0,030113",49,"133,514321","0,867644"
846,"0,005756","0,057500","0,045907","0,025249",48,"134,412017","0,956388"
847,"0,007374","0,036565","0,041769","0,031917",50,"117,624694","0,835383"
848,"0,007154","0,043610","0,039724","0,042163",49,"132,650064","0,810685"
849,"0,006777","0,048718","0,043619","0,030489",50,"129,602170","0,872371"
850,"0,006097","0,048021","0,041778","0,026523",49,"122,419082","0,852604"
851,"0,006750","0,043941","0,040013","0,029397",50,"120,100595","0,800252"
852,"0,006021","0,043066","0,045094","0,025160",51,"119,341270","0,884189"
853,"0,005521","0,043004","0,045475","0,027744",52,"121,743794","0,874518"
854,"0,005922","0,046487","0,047618","0,034249",50,"134,277101","0,952360"
855,"0,005717","0,036389","0,043868","0,037040",52,"123,014402","0,843619"
856,"0,005820","0,043173","0,044324","0,030793",53,"124,109260","0,836293"
857,"0,006398","0,045789","0,048004","0,026794",52,"126,984951","0,923152"
858,"0,005494","0,053136","0,044357","0,027646",52,"130,633666","0,853018"
859,"0,006045","0,049163","0,046046","0,026178",49,"127,431497","0,939710"
860,"0,005932","0,046196","0,044900","0,021102",52,"118,130344","0,863466"
861,"0,007910","0,040615","0,044172","0,027596",53,"120,293369","0,833426"
862,"0,008677","0,048887","0,041146","0,031551",52,"130,261587","0,791269"
863,"0,008767","0,044699","0,045051","0,029721",51,"128,238151","0,883348"
864,"0,009230","0,046212","0,044861","0,028243",52,"128,546067","0,862715"
865,"0,006695","0,045661","0,042761","0,037824",52,"132,941785","0,822333"
866,"0,009692","0,046112","0,048727","0,044096",49,"148,626286","0,994419"
867,"0,007376","0,049963","0,047237","0,031638",51,"136,214679","0,926220"
868,"0,007714","0,051243","0,043255","0,036188",52,"138,399944","0,831830"
869,"0,005436","0,044090","0,042616","0,027384",53,"119,525212","0,804069"
870,"0,005671","0,046438","0,043329","0,027785",53,"123,222953","0,817524"
871,"0,005783","0,041456","0,045989","0,029113",52,"122,340262","0,884402"
872,"0,005432","0,036424","0,043384","0,027453",53,"112,692791","0,818557"
873,"0,006010","0,044196","0,045190","0,032042",53,"127,438344","0,852650"
874,"0,005597","0,044537","0,046097","0,025286",54,"121,516040","0,853642"
875,"0,006754","0,046346","0,043593","0,038993",55,"135,686209","0,792606"
876,"0,007215","0,042108","0,045171","0,027796",54,"122,290020","0,836501"
877,"0,007051","0,046343","0,042911","0,033038",54,"129,343856","0,794653"
878,"0,006262","0,040588","0,046688","0,029679",53,"123,216999","0,880897"
879,"0,010780","0,040317","0,040270","0,031798",52,"123,165511","0,774430"
880,"0,007312","0,041988","0,043304","0,031073",52,"123,677851","0,832769"
881,"0,006451","0,044224","0,050301","0,036821",52,"137,796626","0,967320"
882,"0,008210","0,042200","0,055372","0,032976",51,"138,757973","1,085732"
883,"0,005472","0,056193","0,053613","0,027025",53,"142,303324","1,011557"
884,"0,007383","0,048504","0,051692","0,043786",55,"151,364340","0,939853"
885,"0,007265","0,044253","0,056652","0,030726",51,"138,896188","1,110832"
886,"0,005894","0,036696","0,049840","0,024270",53,"116,699760","0,940376"
887,"0,006587","0,047416","0,045711","0,026821",53,"126,534629","0,862478"
888,"0,008185","0,048859","0,044696","0,031629",53,"133,369610","0,843323"
889,"0,006507","0,043026","0,050599","0,031653",54,"131,785389","0,937026"
890,"0,006212","0,051687","0,048568","0,017225",55,"123,691673","0,883048"
891,"0,006068","0,045089","0,044493","0,032448",55,"128,098784","0,808963"
892,"0,008992","0,046219","0,042988","0,046029",56,"144,227654","0,767646"
893,"0,005636","0,054005","0,053373","0,028559",54,"141,572034","0,988382"
894,"0,008763","0,047723","0,046978","0,031357",56,"134,820736","0,838886"
895,"0,006267","0,047680","0,049731","0,026802",57,"130,480284","0,872471"
896,"0,005942","0,039430","0,045902","0,031197",59,"122,471211","0,778003"
897,"0,005946","0,048834","0,049809","0,039026",57,"143,614830","0,873840"
898,"0,005857","0,051074","0,050099","0,023985",58,"131,013809","0,863769"
899,"0,007716","0,044872","0,051949","0,029565",57,"134,101701","0,911380"
900,"0,005960","0,050702","0,053012","0,029352",56,"139,026303","0,946636"
901,"0,006136","0,051380","0,048639","0,033126",57,"139,280681","0,853310"
902,"0,008919","0,049938","0,048624","0,032604",57,"140,084679","0,853049"
903,"0,005246","0,047587","0,049548","0,067817",57,"170,197726","0,869265"
904,"0,006262","0,043190","0,069778","0,084324",60,"203,554289","1,162970"
905,"0,008767","0,050548","0,078019","0,040980",58,"178,314769","1,345157"
906,"0,006017","0,115108","0,054610","0,042512",59,"218,248256","0,925602"
907,"0,005856","0,074685","0,047242","0,043163",58,"170,945497","0,814511"
908,"0,005647","0,046614","0,052624","0,042202",59,"147,087408","0,891935"
909,"0,007505","0,054301","0,051911","0,040263",57,"153,979829","0,910718"
910,"0,005932","0,047602","0,050656","0,038440",58,"142,630407","0,873382"
911,"0,006193","0,053519","0,047744","0,039649",58,"147,104593","0,823169"
912,"0,007288","0,043756","0,049187","0,039198",56,"139,428494","0,878348"
913,"0,005539","0,049170","0,046559","0,031912",58,"133,181249","0,802746"
914,"0,007966","0,045576","0,047001","0,035843",59,"136,385850","0,796626"
915,"0,007268","0,051425","0,053309","0,041204",60,"153,204985","0,888478"
916,"0,006029","0,048699","0,051431","0,032858",59,"139,017151","0,871717"
917,"0,006017","0,052060","0,053359","0,042051",60,"153,486819","0,889312"
918,"0,006723","0,050724","0,054659","0,045998",59,"158,103955","0,926421"
919,"0,006301","0,050285","0,055796","0,038235",62,"150,616982","0,899933"
920,"0,006253","0,057079","0,053740","0,037175",62,"154,245824","0,866769"
921,"0,006469","0,051838","0,055251","0,027253",64,"140,812001","0,863303"
922,"0,006548","0,047736","0,051852","0,048043",64,"154,179517","0,810180"
923,"0,005778","0,047530","0,067118","0,031440",61,"151,865893","1,100287"
924,"0,006069","0,045067","0,054124","0,044818",61,"150,078241","0,887280"
925,"0,006415","0,049364","0,058800","0,051548",61,"166,127042","0,963940"
926,"0,010552","0,049605","0,057409","0,050097",62,"167,663036","0,925957"
927,"0,006657","0,049172","0,055534","0,045654",61,"157,016777","0,910393"
928,"0,006228","0,050795","0,057076","0,041903",63,"156,003040","0,905965"
929,"0,006086","0,057635","0,058011","0,032130",64,"153,862289","0,906427"
930,"0,006266","0,050893","0,055893","0,033292",66,"146,343188","0,846858"
931,"0,005505","0,055605","0,053410","0,042865",65,"157,384565","0,821685"
932,"0,007958","0,052593","0,056920","0,040729",65,"158,199637","0,875691"
933,"0,005871","0,041240","0,062774","0,033791",65,"143,676206","0,965757"
934,"0,006561","0,041945","0,050082","0,047154",64,"145,741565","0,782529"
935,"0,006680","0,045680","0,056875","0,046686",64,"155,920863","0,888668"
936,"0,008184","0,042072","0,055593","0,040394",63,"146,243118","0,882421"
937,"0,005655","0,044379","0,051291","0,036251",61,"137,577350","0,840844"
938,"0,005704","0,042477","0,051402","0,049291",62,"148,875187","0,829062"
939,"0,008463","0,052250","0,053422","0,046120",62,"160,255554","0,861652"
940,"0,006287","0,053541","0,058432","0,053901",62,"172,161383","0,942454"
941,"0,005954","0,047376","0,060394","0,046273",65,"159,996825","0,929140"
942,"0,007803","0,050631","0,056836","0,047599",65,"162,869959","0,874401"
943,"0,006435","0,045971","0,057171","0,048152",64,"157,728866","0,893303"
944,"0,010913","0,055759","0,054594","0,049029",66,"170,295678","0,827187"
945,"0,006393","0,053859","0,054639","0,040409",65,"155,299750","0,840597"
946,"0,005624","0,060101","0,054603","0,048911",67,"169,238775","0,814963"
947,"0,006125","0,057493","0,054904","0,053258",66,"171,779702","0,831874"
948,"0,007222","0,056876","0,058032","0,042502",67,"164,631176","0,866143"
949,"0,006739","0,056174","0,058870","0,040795",67,"162,578137","0,878660"
950,"0,007381","0,057763","0,062140","0,045233",65,"172,517234","0,956005"
951,"0,007272","0,049409","0,055498","0,040395",63,"152,573822","0,880926"
952,"0,006532","0,054546","0,050516","0,045148",64,"156,741405","0,789309"
953,"0,006372","0,052510","0,054057","0,037741",64,"150,680439","0,844639"
954,"0,006403","0,051963","0,062337","0,032433",64,"153,135988","0,974009"
955,"0,010984","0,048824","0,055270","0,034124",64,"149,202559","0,863598"
956,"0,010268","0,052087","0,051435","0,043152",62,"156,941635","0,829589"
957,"0,006099","0,042966","0,059399","0,040405",66,"148,869489","0,899991"
958,"0,005762","0,050620","0,051853","0,039022",66,"147,256308","0,785647"
959,"0,007776","0,050702","0,055567","0,054228",65,"168,273330","0,854874"
960,"0,005741","0,040508","0,061498","0,037916",67,"145,662391","0,917879"
961,"0,005508","0,039808","0,053485","0,051345",67,"150,146436","0,798285"
962,"0,009668","0,044359","0,063525","0,035916",68,"153,468095","0,934195"
963,"0,005503","0,049591","0,057780","0,033619",67,"146,492694","0,862391"
964,"0,007326","0,052351","0,048282","0,043213",63,"151,171529","0,766376"
965,"0,006728","0,049965","0,054319","0,040049",65,"151,061347","0,835675"
966,"0,012086","0,044262","0,059150","0,046274",64,"161,772668","0,924220"
967,"0,007838","0,063912","0,058305","0,047486",63,"177,540945","0,925470"
968,"0,005625","0,050023","0,061177","0,038012",63,"154,837778","0,971066"
969,"0,005707","0,057430","0,053112","0,035999",65,"152,248817","0,817113"
970,"0,005482","0,044731","0,055077","0,039792",65,"145,082434","0,847333"
971,"0,010158","0,041044","0,055530","0,036786",66,"143,518311","0,841367"
972,"0,005918","0,046101","0,054174","0,045073",65,"151,267085","0,833450"
973,"0,008046","0,054104","0,059642","0,044135",65,"165,926199","0,917569"
974,"0,006715","0,045813","0,059990","0,043322",65,"155,840183","0,922926"
975,"0,008708","0,051777","0,055768","0,041399",66,"157,651741","0,844967"
976,"0,009172","0,055663","0,056214","0,046916",65,"167,964389","0,864828"
977,"0,005690","0,041039","0,060320","0,033678",66,"140,726268","0,913939"
978,"0,005801","0,049677","0,052616","0,037817",65,"145,911328","0,809478"
979,"0,005805","0,042395","0,050299","0,032458",65,"130,956552","0,773838"
980,"0,008359","0,049599","0,051261","0,051225",66,"160,444039","0,776685"
981,"0,008450","0,041510","0,055971","0,048392",64,"154,323073","0,874553"
982,"0,005611","0,053825","0,053625","0,048589",64,"161,649397","0,837885"
983,"0,005795","0,042087","0,054383","0,049614",64,"151,878849","0,849741"
984,"0,007651","0,040843","0,055427","0,045419",65,"149,340770","0,852718"
985,"0,008158","0,047676","0,053252","0,037563",63,"146,648604","0,845263"
986,"0,005921","0,044966","0,051442","0,029089",64,"131,418267","0,803783"
987,"0,009640","0,054000","0,048152","0,033684",64,"145,476239","0,752376"
988,"0,005489","0,039632","0,049376","0,035448",65,"129,944993","0,759637"
989,"0,005649","0,047071","0,052844","0,029714",65,"135,277900","0,812982"
990,"0,005748","0,043477","0,053864","0,033925",64,"137,013391","0,841618"
991,"0,005592","0,042207","0,050442","0,038225",66,"136,465145","0,764268"
992,"0,005402","0,053976","0,054893","0,039343",67,"153,613252","0,819291"
993,"0,006152","0,053171","0,050124","0,035008",66,"144,455560","0,759452"
994,"0,006604","0,046916","0,051308","0,045900",68,"150,728757","0,754533"
995,"0,005554","0,053461","0,057835","0,045507",68,"162,356047","0,850508"
996,"0,007330","0,045002","0,064438","0,058978",71,"175,747756","0,907573"
997,"0,009787","0,039082","0,072425","0,039205",72,"160,499079","1,005907"
998,"0,006926","0,040044","0,057859","0,034272",73,"139,100317","0,792585"
999,"0,005586","0,038303","0,058783","0,040336",75,"143,008336","0,783778"
1000,"0,006508","0,044279","0,058766","0,041470",79,"151,022657","0,743872"
1001,"0,006159","0,047287","0,059909","0,048079",77,"161,433356","0,778034"
1002,"0,005784","0,043470","0,066589","0,043257",78,"159,099507","0,853709"
1003,"0,005618","0,052875","0,058117","0,040687",77,"157,296368","0,754767"
1004,"0,006158","0,037005","0,057139","0,044316",76,"144,618317","0,751830"
1005,"0,005919","0,039798","0,063281","0,044698",83,"153,695942","0,762420"
1006,"0,005510","0,060090","0,062605","0,060814",86,"189,019105","0,727969"
1007,"0,007080","0,060772","0,067529","0,056789",87,"192,169657","0,776199"
1008,"0,008308","0,071516","0,071158","0,042844",85,"193,825655","0,837151"
1009,"0,005432","0,043437","0,068440","0,066090",85,"183,400044","0,805180"
1010,"0,008637","0,045029","0,073135","0,050726",86,"177,528077","0,850409"
1011,"0,007189","0,042017","0,070055","0,044953",86,"164,214004","0,814596"
1012,"0,005500","0,044893","0,063172","0,049171",84,"162,736668","0,752053"
1013,"0,006173","0,050791","0,066546","0,048548",86,"172,056829","0,773787"
1014,"0,008927","0,038984","0,065692","0,062687",89,"176,289824","0,738111"
1015,"0,007791","0,035295","0,067336","0,040498",83,"150,919132","0,811276"
1016,"0,009338","0,042302","0,062331","0,050773",84,"164,744263","0,742040"
1017,"0,010661","0,039885","0,064404","0,057627",85,"172,577136","0,757691"
1018,"0,007485","0,054343","0,065142","0,063483",81,"190,452152","0,804217"
1019,"0,010508","0,048164","0,068799","0,051151",80,"178,621847","0,859989"
1020,"0,009236","0,047311","0,062463","0,047410",81,"166,419975","0,771143"
1021,"0,006415","0,055291","0,065048","0,045480",84,"172,234051","0,774383"
1022,"0,008090","0,046842","0,061613","0,063728",83,"180,272566","0,742326"
1023,"0,011061","0,042697","0,065847","0,056937",82,"176,542024","0,803015"
1024,"0,005472","0,047054","0,060954","0,060561",86,"174,040616","0,708767"
1025,"0,010485","0,046175","0,064084","0,050366",88,"171,110042","0,728230"
1026,"0,009348","0,052969","0,062128","0,047899",88,"172,344425","0,705999"
1027,"0,013243","0,045104","0,062902","0,050690",89,"171,939065","0,706762"
1028,"0,006317","0,049039","0,062842","0,046956",84,"165,154520","0,748117"
1029,"0,007190","0,056444","0,064991","0,064913",87,"193,538443","0,747028"
1030,"0,011722","0,052240","0,074520","0,054061",86,"192,543525","0,866513"
1031,"0,005558","0,047576","0,066175","0,052223",89,"171,531080","0,743536"
1032,"0,007120","0,050057","0,061884","0,049324",84,"168,384626","0,736709"
1033,"0,005656","0,043123","0,063529","0,051280",86,"163,586907","0,738707"
1034,"0,005383","0,050358","0,074722","0,046564",83,"177,026808","0,900266"
1035,"0,010506","0,042450","0,061782","0,044173",86,"158,911306","0,718399"
1036,"0,006513","0,044510","0,063248","0,042220",81,"156,490895","0,780842"
1037,"0,005998","0,040810","0,056588","0,051092",79,"154,488225","0,716307"
1038,"0,007299","0,044484","0,060137","0,044340",80,"156,260613","0,751718"
1039,"0,010270","0,047810","0,057299","0,044662",79,"160,040435","0,725307"
1040,"0,009782","0,044082","0,057944","0,047150",76,"158,957643","0,762417"
1041,"0,007550","0,056697","0,057947","0,048231",74,"170,425630","0,783071"
1042,"0,005794","0,048312","0,061534","0,038204",75,"153,843240","0,820448"
1043,"0,005411","0,042692","0,055939","0,043934",75,"147,976009","0,745852"
1044,"0,005857","0,046472","0,057217","0,037521",79,"147,066824","0,724261"
1045,"0,011406","0,051698","0,061264","0,055053",80,"179,421266","0,765805"
1046,"0,010445","0,037241","0,065269","0,053223",84,"166,178907","0,777017"
1047,"0,009328","0,046682","0,066405","0,050548",87,"172,962750","0,763277"
1048,"0,011107","0,038223","0,065939","0,055203",88,"170,470879","0,749304"
1049,"0,005686","0,044988","0,065143","0,054613",87,"170,430300","0,748766"
1050,"0,009514","0,042462","0,065373","0,049675",88,"167,023612","0,742873"
1051,"0,007689","0,041929","0,066076","0,053168",89,"168,861538","0,742427"
1052,"0,014797","0,040703","0,069111","0,045370",91,"169,981772","0,759457"
1053,"0,007049","0,047704","0,062958","0,045691",91,"163,401876","0,691848"
1054,"0,006958","0,037067","0,064325","0,056590",87,"164,940142","0,739371"
1055,"0,009006","0,036505","0,064508","0,051249",88,"161,267264","0,733046"
1056,"0,007306","0,045772","0,065311","0,057516",89,"175,905548","0,733837"
1057,"0,010895","0,050004","0,065992","0,050081",88,"176,971860","0,749906"
1058,"0,010318","0,051919","0,061883","0,055451",89,"179,570550","0,695317"
1059,"0,008501","0,047083","0,065208","0,071389",91,"192,181076","0,716574"
1060,"0,009463","0,048394","0,068850","0,048751",93,"175,456922","0,740318"
1061,"0,006205","0,053375","0,063753","0,055007",93,"178,340616","0,685515"
1062,"0,006122","0,044981","0,067611","0,063355",94,"182,068565","0,719263"
1063,"0,009443","0,049827","0,066458","0,054633",92,"180,360533","0,722367"
1064,"0,005728","0,043478","0,067040","0,055860",93,"172,105339","0,720857"
1065,"0,006894","0,043754","0,068158","0,046979",92,"165,785644","0,740852"
1066,"0,009129","0,048145","0,063492","0,062288",94,"183,053018","0,675446"
1067,"0,010395","0,047773","0,070876","0,052770",90,"181,814443","0,787514"
1068,"0,009661","0,047289","0,067710","0,053037",93,"177,697456","0,728069"
1069,"0,011222","0,042939","0,069442","0,063300",94,"186,903469","0,738748"
1070,"0,010377","0,044187","0,074710","0,047551",94,"176,823917","0,794782"
1071,"0,010403","0,057292","0,066237","0,045716",96,"179,647737","0,689965"
1072,"0,010300","0,042392","0,062682","0,042302",95,"157,675929","0,659809"
1073,"0,006030","0,047344","0,061295","0,055562",95,"170,230164","0,645209"
1074,"0,014145","0,045375","0,065991","0,049022",95,"174,532439","0,694643"
1075,"0,006148","0,049037","0,063786","0,049087",95,"168,057793","0,671432"
1076,"0,005330","0,047424","0,062262","0,052346",95,"167,362695","0,655392"
1077,"0,010938","0,042240","0,065258","0,050631",94,"169,067784","0,694236"
1078,"0,005978","0,056789","0,064075","0,052251",94,"179,092708","0,681644"
1079,"0,005930","0,044888","0,064081","0,057354",90,"172,253280","0,712016"
1080,"0,010769","0,054275","0,065348","0,044158",93,"174,550233","0,702669"
1081,"0,005899","0,056561","0,060978","0,045065",95,"168,503825","0,641875"
1082,"0,009844","0,044572","0,061262","0,062120",94,"177,797713","0,651723"
1083,"0,011280","0,040801","0,066649","0,057416",93,"176,146803","0,716661"
1084,"0,009810","0,039145","0,065722","0,047183",93,"161,859382","0,706687"
1085,"0,011022","0,047897","0,062765","0,056335",93,"178,019673","0,674891"
1086,"0,007328","0,043644","0,066312","0,054613",93,"171,896658","0,713035"
1087,"0,012373","0,040249","0,065276","0,052677",93,"170,575839","0,701897"
1088,"0,005623","0,044552","0,067073","0,058569",94,"175,816709","0,713547"
1089,"0,005572","0,044732","0,068158","0,065077",95,"183,538603","0,717449"
1090,"0,007438","0,045195","0,072682","0,047834",95,"173,149153","0,765072"
1091,"0,006243","0,045553","0,067387","0,044299",97,"163,482386","0,694710"
1092,"0,006341","0,039067","0,062982","0,061212",97,"169,602042","0,649297"
1093,"0,005528","0,037780","0,075126","0,063593",97,"182,026896","0,774495"
1094,"0,011506","0,047768","0,074350","0,055818",94,"189,442986","0,790957"
1095,"0,005617","0,048212","0,065752","0,044628",95,"164,209678","0,692122"
1096,"0,007710","0,042188","0,063976","0,043373",95,"157,246533","0,673436"
1097,"0,011043","0,051315","0,062822","0,055972",95,"181,151183","0,661281"
1098,"0,011069","0,044348","0,068314","0,045252",94,"168,982306","0,726746"
1099,"0,013909","0,050451","0,064624","0,045953",95,"174,937156","0,680255"
1100,"0,013257","0,050211","0,065739","0,049063",96,"178,268961","0,684777"
1101,"0,010126","0,060660","0,068208","0,064712",94,"203,706245","0,725617"
1102,"0,010013","0,045297","0,070585","0,060531",94,"186,426391","0,750901"
1103,"0,012376","0,041334","0,068770","0,048943",94,"171,422302","0,731592"
1104,"0,011212","0,054467","0,070569","0,096847",95,"233,095838","0,742836"
1105,"0,012279","0,054369","0,088280","0,087441",95,"242,369086","0,929260"
1106,"0,006279","0,042633","0,094716","0,066422",96,"210,049046","0,986622"
1107,"0,015503","0,041518","0,071457","0,049474",97,"177,952245","0,736674"
1108,"0,009793","0,038848","0,065752","0,059390",96,"173,783288","0,684921"
1109,"0,011406","0,047266","0,072229","0,050319",96,"181,220369","0,752386"
1110,"0,005708","0,041452","0,063938","0,051605",97,"162,702548","0,659152"
1111,"0,009655","0,043380","0,064074","0,042606",96,"159,715235","0,667440"
1112,"0,009413","0,045616","0,063084","0,058720",96,"176,833034","0,657128"
1113,"0,006352","0,055171","0,069854","0,056432",96,"187,808618","0,727647"
1114,"0,011102","0,051226","0,066942","0,051237",95,"180,506998","0,704653"
1115,"0,013820","0,051166","0,066275","0,097358",95,"228,618706","0,697628"
