Frame,Captura,Procesamiento,Tracking,Escritura,Cantidad Objetos,Tiempo Total(ms),Tiempo por Objeto tracking(ms),FPS,Preprocess,Inference,Postprocess,,Captura,Procesamiento,Tracking,Escritura
538,"0,013463","0,042587","0,021492","0,020253",14,0,0,0,"3,705263","10,100603","20,926476",,,,,
539,"0,010856","0,030037","0,03096","0,022862",14,0,0,0,"6,629944","10,152578","6,895304",,,,,
540,"0,010934","0,041309","0,024125","0,017687",14,0,0,0,"6,96373","12,795925","16,256094",,,,,
541,"0,011452","0,039517","0,029811","0,020765",14,0,0,0,"9,570599","9,583712","13,315916",,,,,
542,"0,014647","0,04245","0,020785","0,022006",13,0,0,0,"4,386902","8,904696","20,68305",,,,,
543,"0,013075","0,033744","0,027024","0,02083",13,0,0,0,"5,201817","12,289524","10,212898",,,,,
544,"0,010472","0,03977","0,020904","0,018339",13,0,0,0,"4,711628","12,330055","15,516043",,,,,
545,"0,012164","0,034862","0,021608","0,017726",13,0,0,0,"3,980875","12,326717","11,876583",,,,,
546,"0,012895","0,037321","0,024802","0,017825",13,0,0,0,"6,090164","10,10704","14,379263",,,,,
547,"0,010804","0,038433","0,02829","0,019985",13,0,0,0,"4,598618","10,831118","17,201424",,,,,
548,"0,014053","0,042153","0,026219","0,019465",13,0,0,0,"3,997564","10,976553","18,731594",,,,,
549,"0,011015","0,044813","0,022542","0,01796",14,0,0,0,"3,960848","12,649536","18,432379",,,,,
550,"0,013335","0,037316","0,022475","0,018066",14,0,0,0,"3,902912","9,804487","16,793489",,,,,
551,"0,010137","0,03697","0,026844","0,023154",15,0,0,0,"4,959345","9,741068","15,216589",,,,,
552,"0,013423","0,039438","0,023813","0,017743",15,0,0,0,"5,076885","12,725353","14,942408",,,,,
553,"0,011076","0,040159","0,020362","0,019292",15,0,0,0,"4,436016","10,256052","16,408443",,,,,
554,"0,01783","0,036646","0,031145","0,021215",14,0,0,0,"7,026672","11,85894","11,285305",,,,,
555,"0,011337","0,045955","0,0349","0,02286",15,0,0,0,"6,24156","11,771917","19,946814",,,,,
556,"0,013874","0,044179","0,024047","0,01954",14,0,0,0,"3,93343","11,215448","22,828102",,,,,
557,"0,010672","0,040933","0,022597","0,018677",14,0,0,0,"3,621578","8,267879","22,145987",,,,,
558,"0,014758","0,038918","0,028201","0,01975",14,0,0,0,"5,858898","10,034561","15,859842",,,,,
559,"0,010845","0,042983","0,034755","0,025166",14,0,0,0,"3,739357","15,266895","17,328978",,,,,
560,"0,012444","0,046676","0,025767","0,022394",14,0,0,0,"4,508018","12,10022","23,419857",,,,,
561,"0,01151","0,040028","0,026838","0,020076",14,0,0,0,"4,067183","8,76236","20,296812",,,,,
562,"0,011696","0,037913","0,035508","0,021842",15,0,0,0,"4,245758","12,211561","15,995502",,,,,
563,"0,011273","0,045241","0,029226","0,021419",15,0,0,0,"3,87454","11,930943","23,581505",,,,,
564,"0,01286","0,040828","0,031042","0,018337",15,0,0,0,"4,282951","11,676311","18,563032",,,,,
565,"0,011418","0,044267","0,031319","0,022027",16,0,0,0,"4,07052","13,482571","18,261671",,,,,
566,"0,011298","0,046301","0,031009","0,019517",16,0,0,0,"6,543875","10,859013","20,507097",,,,,
567,"0,010462","0,045175","0,0333","0,022314",17,0,0,0,"5,012274","11,767864","19,955158",,,,,
568,"0,014988","0,044019","0,04041","0,024165",19,0,0,0,"6,594181","10,133743","20,678997",,,,,
569,"0,016842","0,051181","0,025047","0,025073",19,0,0,0,"3,767252","13,375044","26,805639",,,,,
570,"0,010348","0,041647","0,026032","0,019136",19,0,0,0,"7,980824","11,923313","13,661861",,,,,
571,"0,011421","0,041682","0,028332","0,025087",18,0,0,0,"9,289742","9,642363","14,340639",,,,,
572,"0,015659","0,042963","0,025941","0,018794",18,0,0,0,"3,546","11,473894","20,119667",,,,,
573,"0,010665","0,038371","0,025182","0,020937",17,0,0,0,"10,472059","12,15291","8,536339",,,,,
574,"0,015181","0,039018","0,029676","0,026903",17,0,0,0,"6,598473","9,649992","14,759064",,,,,
575,"0,011743","0,045845","0,025629","0,021872",18,0,0,0,"4,476786","12,23135","18,707991",,,,,
576,"0,01367","0,038771","0,0267","0,019707",18,0,0,0,"9,179592","8,597374","14,364958",,,,,
577,"0,012191","0,041812","0,026439","0,023696",18,0,0,0,"3,425837","9,689093","20,656586",,,,,
578,"0,014365","0,037364","0,025001","0,026034",17,0,0,0,"5,53298","8,140564","17,034531",,,,,
579,"0,013556","0,035577","0,028682","0,025755",17,0,0,0,"3,691435","8,090734","17,319202",,,,,
580,"0,015992","0,038964","0,028226","0,019427",17,0,0,0,"5,139351","9,279013","17,502785",,,,,
581,"0,012451","0,043755","0,025738","0,023629",17,0,0,0,"5,437374","8,368969","20,707846",,,,,
582,"0,010615","0,038439","0,031089","0,022294",17,0,0,0,"7,658482","11,581182","12,52985",,,,,
583,"0,012688","0,044958","0,028897","0,022245",17,0,0,0,"4,001141","13,607025","19,733906",,,,,
584,"0,011683","0,042041","0,023788","0,019417",17,0,0,0,"9,693861","9,782314","16,469479",,,,,
585,"0,010231","0,041493","0,024089","0,022652",17,0,0,0,"9,299755","11,83033","12,509346",,,,,
586,"0,013046","0,037975","0,033981","0,023808",17,0,0,0,"4,935741","11,587381","13,544083",,,,,
587,"0,015088","0,048117","0,031214","0,024457",18,0,0,0,"4,676104","11,725187","19,088268",,,,,
588,"0,011088","0,045361","0,027648","0,019885",17,0,0,0,"7,983446","10,219097","19,305706",,,,,
589,"0,012513","0,040934","0,025796","0,024527",17,0,0,0,"5,393982","9,873867","17,640591",,,,,
590,"0,012297","0,037914","0,02751","0,026003",18,0,0,0,"3,719091","9,906054","17,614603",,,,,
591,"0,013984","0,041142","0,026314","0,02358",18,0,0,0,"4,580736","9,175777","17,784595",,,,,
592,"0,016718","0,042154","0,03078","0,024139",18,0,0,0,"3,903627","10,461569","19,118071",,,,,
593,"0,012567","0,050349","0,031654","0,022332",18,0,0,0,"5,439281","10,751724","20,991087",,,,,
594,"0,012089","0,044575","0,029476","0,020837",17,0,0,0,"4,93288","11,775732","21,260977",,,,,
595,"0,012126","0,044573","0,02909","0,021407",17,0,0,0,"6,147623","8,698463","20,691872",,,,,
596,"0,010424","0,047984","0,027819","0,022288",18,0,0,0,"7,120848","9,538651","21,256208",,,,,
597,"0,012589","0,043136","0,029139","0,021925",18,0,0,0,"4,062176","11,515141","18,342972",,,,,
598,"0,013656","0,041417","0,030698","0,026562",18,0,0,0,"3,740788","9,609461","21,43836",,,,,
599,"0,010965","0,040411","0,037763","0,023159",18,0,0,0,"3,661871","8,285046","20,436764",,,,,
600,"0,010552","0,050313","0,036192","0,019506",18,0,0,0,"4,90737","10,686874","26,049852",,,,,
601,"0,012215","0,04949","0,043589","0,032678",20,0,0,0,"5,256653","11,724949","20,717621",,,,,
602,"0,012123","0,053866","0,035613","0,024642",20,0,0,0,"5,963802","9,497404","27,786732",,,,,
603,"0,011343","0,048142","0,036099","0,021911",18,0,0,0,"6,745577","12,713194","20,750523",,,,,
604,"0,011648","0,051893","0,033814","0,024399",18,0,0,0,"5,531549","12,445927","25,734663",,,,,
605,"0,011695","0,046009","0,036957","0,023545",19,0,0,0,"3,955364","10,228872","24,056196",,,,,
606,"0,010149","0,052625","0,029657","0,023775",19,0,0,0,"4,682541","11,292696","28,098822",,,,,
607,"0,011597","0,044772","0,040813","0,026231",19,0,0,0,"5,390406","12,167454","20,021439",,,,,
608,"0,014192","0,053377","0,041238","0,033006",19,0,0,0,"4,263878","12,129784","29,454231",,,,,
609,"0,011566","0,049963","0,03434","0,026902",20,0,0,0,"7,161856","9,209394","17,633438",,,,,
610,"0,01071","0,045859","0,033825","0,027761",22,0,0,0,"9,158134","8,68392","21,252394",,,,,
611,"0,015463","0,049011","0,046223","0,042575",22,0,0,0,"14,286757","8,5783","18,539429",,,,,
612,"0,010231","0,053157","0,037559","0,021421",22,0,0,0,"4,786015","9,774685","20,742655",,,,,
613,"0,013207","0,048884","0,031293","0,025649",21,0,0,0,"10,488749","8,214712","21,934986",,,,,
614,"0,010075","0,042089","0,038729","0,024161",21,0,0,0,"3,695011","8,221388","21,354437",,,,,
615,"0,011068","0,051379","0,038495","0,025922",22,0,0,0,"4,513264","11,574507","27,437687",,,,,
616,"0,016751","0,048242","0,034623","0,023084",24,0,0,0,"4,854202","9,476185","23,981094",,,,,
617,"0,010488","0,046984","0,036504","0,024264",25,0,0,0,"4,743576","9,348154","23,512125",,,,,
618,"0,011818","0,047086","0,034011","0,026094",24,0,0,0,"6,388187","8,557558","23,544073",,,,,
619,"0,014163","0,046235","0,040261","0,030539",24,0,0,0,"6,592274","8,187532","23,052216",,,,,
620,"0,0134","0,051167","0,035568","0,024714",24,0,0,0,"4,404783","10,574579","26,575804",,,,,
621,"0,010779","0,046579","0,03843","0,022468",24,0,0,0,"8,201122","8,373737","22,921562",,,,,
622,"0,011183","0,048231","0,035049","0,026845",25,0,0,0,"7,49445","8,713245","22,957325",,,,,
623,"0,012357","0,047069","0,033894","0,026902",24,0,0,0,"6,056786","8,777857","24,061203",,,,,
624,"0,012022","0,044657","0,041865","0,040058",24,0,0,0,"5,748272","8,213282","22,593975",,,,,
625,"0,010384","0,051874","0,040456","0,02656",24,0,0,0,"4,595757","9,697199","20,006895",,,,,
626,"0,012446","0,049382","0,035436","0,027545",25,0,0,0,"10,590792","7,91502","21,742821",,,,,
627,"0,016371","0,047714","0,038363","0,028239",26,0,0,0,"6,723404","7,936239","23,716211",,,,,
628,"0,014139","0,048604","0,035714","0,027251",26,0,0,0,"5,410671","9,866476","24,161339",,,,,
629,"0,015459","0,046679","0,033127","0,027353",26,0,0,0,"5,471945","9,729624","22,710085",,,,,
630,"0,014699","0,044111","0,035968","0,030115",27,0,0,0,"3,579378","10,076284","22,69125",,,,,
631,"0,012572","0,046829","0,036932","0,029037",27,0,0,0,"3,766298","9,452581","24,585724",,,,,
632,"0,010665","0,049515","0,048264","0,030949",26,0,0,0,"5,259037","7,995367","26,695728",,,,,
633,"0,011622","0,054366","0,045433","0,029156",27,0,0,0,"3,550529","9,373426","19,417286",,,,,
634,"0,010999","0,053971","0,048144","0,029217",27,0,0,0,"5,224943","9,76181","22,115231",,,,,
635,"0,010373","0,054355","0,043713","0,030348",28,0,0,0,"4,760981","10,127783","26,136637",,,,,
636,"0,013065","0,051134","0,044726","0,027904",28,0,0,0,"4,145384","8,778572","21,627426",,,,,
637,"0,011073","0,051075","0,042813","0,02669",28,0,0,0,"5,021095","8,822441","19,106627",,,,,
638,"0,010481","0,055078","0,037611","0,031124",29,0,0,0,"4,753113","11,738539","27,449846",,,,,
639,"0,01074","0,049044","0,041179","0,030114",28,0,0,0,"6,032228","9,11808","25,304317",,,,,
640,"0,017789","0,050418","0,04221","0,039187",27,0,0,0,"3,553391","7,964611","22,048712",,,,,
641,"0,011787","0,050595","0,041418","0,026632",26,0,0,0,"4,055977","8,760691","20,234823",,,,,
642,"0,013711","0,053351","0,039716","0,029691",26,0,0,0,"8,345842","8,319616","25,647163",,,,,
643,"0,011309","0,051146","0,040703","0,030308",27,0,0,0,"5,801201","7,911444","28,302431",,,,,
644,"0,010877","0,051098","0,036722","0,029361",26,0,0,0,"5,865574","10,16283","25,044203",,,,,
645,"0,013145","0,047937","0,03605","0,024319",26,0,0,0,"6,683111","8,729935","23,533821",,,,,
646,"0,010822","0,048337","0,038286","0,032104",27,0,0,0,"3,847361","8,186579","26,56889",,,,,
647,"0,011576","0,047967","0,04347","0,028648",27,0,0,0,"6,427288","8,198738","22,881508",,,,,
648,"0,014297","0,054205","0,038871","0,03301",28,0,0,0,"4,108429","10,470867","30,234098",,,,,
649,"0,013368","0,055481","0,040937","0,027522",28,0,0,0,"3,31974","7,892847","25,844097",,,,,
650,"0,010189","0,057446","0,048969","0,034516",28,0,0,0,"5,89776","9,098291","31,753778",,,,,
651,"0,012704","0,058965","0,044959","0,033925",29,0,0,0,"5,805492","10,376215","28,625488",,,,,
652,"0,012","0,058179","0,041217","0,036451",29,0,0,0,"5,565166","11,120081","31,422853",,,,,
653,"0,0109","0,053049","0,045598","0,031448",30,0,0,0,"4,85754","8,329868","29,799938",,,,,
654,"0,010308","0,053641","0,046182","0,030166",30,0,0,0,"5,043268","9,940863","23,606539",,,,,
655,"0,012265","0,054799","0,037033","0,031293",30,0,0,0,"4,137278","8,909702","22,828341",,,,,
656,"0,010453","0,048455","0,051532","0,03892",30,0,0,0,"6,831169","8,764744","25,026798",,,,,
657,"0,010296","0,049519","0,049209","0,033205",30,0,0,0,"3,954172","8,283854","19,412279",,,,,
658,"0,010638","0,055659","0,049221","0,035857",30,0,0,0,"4,042387","9,381294","20,123243",,,,,
659,"0,011115","0,0615","0,04494","0,043531",30,0,0,0,"6,743193","9,780169","30,735016",,,,,
660,"0,010144","0,055851","0,051785","0,03262",37,0,0,0,"4,20928","8,317709","23,503065",,,,,
661,"0,012542","0,064569","0,046959","0,031388",36,0,0,0,"10,528803","8,351088","30,791759",,,,,
662,"0,010055","0,060505","0,053549","0,047076",36,0,0,0,"5,585909","8,604288","31,387329",,,,,
663,"0,010363","0,062383","0,057417","0,036303",36,0,0,0,"3,498077","8,699179","24,989367",,,,,
664,"0,011323","0,065229","0,054541","0,044624",36,0,0,0,"4,792452","8,595705","24,985552",,,,,
665,"0,012576","0,062542","0,058512","0,031318",36,0,0,0,"5,330801","8,947134","20,555019",,,,,
666,"0,011666","0,065978","0,050275","0,039215",36,0,0,0,"5,863667","10,435581","26,533842",,,,,
667,"0,011245","0,061696","0,055872","0,039407",35,0,0,0,"10,604143","9,992599","25,597572",,,,,
668,"0,010398","0,062954","0,060294","0,038031",35,0,0,0,"6,465912","8,055449","24,071455",,,,,
669,"0,014561","0,063863","0,06077","0,042597",35,0,0,0,"4,03142","10,248423","25,089741",,,,,
670,"0,010506","0,068869","0,056914","0,038174",35,0,0,0,"8,682489","9,518147","25,686979",,,,,
671,"0,010222","0,064831","0,058713","0,029762",34,0,0,0,"5,26309","9,768724","22,424459",,,,,
672,"0,011927","0,067769","0,047853","0,029215",34,0,0,0,"8,491039","13,68165","18,806696",,,,,
673,"0,012129","0,059304","0,042336","0,026944",34,0,0,0,"3,566027","9,02319","22,483349",,,,,
674,"0,011329","0,055985","0,051228","0,03166",34,0,0,0,"6,445408","8,860111","29,132128",,,,,
675,"0,01137","0,059122","0,057555","0,030942",35,0,0,0,"5,457163","8,46839","22,017956",,,,,
676,"0,010505","0,065416","0,058438","0,040968",36,0,0,0,"5,454302","9,898424","24,169207",,,,,
677,"0,013376","0,063688","0,056791","0,032222",36,0,0,0,"4,45962","11,065006","18,821239",,,,,
678,"0,010283","0,065097","0,050565","0,034973",34,0,0,0,"5,802631","10,150671","32,613993",,,,,
679,"0,011639","0,059062","0,051807","0,036721",36,0,0,0,"3,75843","12,384176","28,6479",,,,,
680,"0,014708","0,061855","0,054567","0,038663",36,0,0,0,"4,889011","13,445377","24,913788",,,,,
681,"0,010066","0,063977","0,055667","0,033101",37,0,0,0,"4,274368","11,762381","23,771524",,,,,
682,"0,015637","0,065216","0,044264","0,032132",37,0,0,0,"3,880501","11,336565","23,90027",,,,,
683,"0,010334","0,057738","0,053214","0,036539",35,0,0,0,"4,497528","12,755394","28,231621",,,,,
684,"0,011405","0,061696","0,061907","0,049664",36,0,0,0,"5,591154","11,81221","23,005009",,,,,
685,"0,012515","0,069437","0,066245","0,043157",36,0,0,0,"5,29027","15,957594","22,163868",,,,,
686,"0,010811","0,076742","0,05991","0,041894",36,0,0,0,"9,069443","11,075497","27,456284",,,,,
687,"0,014352","0,075433","0,059714","0,035946",38,0,0,0,"11,769772","11,59668","27,372599",,,,,
688,"0,011248","0,07072","0,059282","0,038592",38,0,0,0,"6,685972","13,936758","27,220249",,,,,
689,"0,012479","0,07046","0,057666","0,025845",37,0,0,0,"4,91333","15,039206","25,529385",,,,,
690,"0,011337","0,0898","0,050501","0,031235",37,0,0,0,"4,960537","15,627384","27,269125",,,,,
691,"0,011413","0,078797","0,044564","0,02742",37,0,0,0,"4,602909","22,304773","24,936199",,,,,
692,"0,012961","0,063169","0,040714","0,032344",36,0,0,0,"5,923986","17,552614","18,513203",,,,,
693,"0,010363","0,089002","0,060752","0,028049",37,0,0,0,"8,143425","14,149427","22,546768",,,,,
694,"0,010417","0,076049","0,052915","0,028607",37,0,0,0,"5,382776","17,239809","29,421806",,,,,
695,"0,010204","0,076575","0,046587","0,031553",37,0,0,0,"6,303549","14,553547","34,755468",,,,,
696,"0,011516","0,061275","0,051016","0,024453",36,0,0,0,"4,198074","14,143944","27,938366",,,,,
697,"0,017462","0,065535","0,047881","0,027059",36,0,0,0,"4,297733","13,891697","23,793459",,,,,
698,"0,01109","0,070751","0,053498","0,038204",36,0,0,0,"3,74341","16,091108","31,594992",,,,,
699,"0,010705","0,065211","0,051704","0,030491",36,0,0,0,"7,432461","12,595892","20,980597",,,,,
700,"0,014796","0,068702","0,043423","0,038088",36,0,0,0,"7,175922","14,501333","26,466131",,,,,
701,"0,010858","0,072211","0,046617","0,042159",37,0,0,0,"11,468649","13,458014","26,560545",,,,,
702,"0,010067","0,061169","0,060459","0,047396",37,0,0,0,"6,20079","13,75699","29,277563",,,,,
703,"0,021016","0,07356","0,051476","0,029668",37,0,0,0,"5,813837","20,13135","25,068283",,,,,
704,"0,011196","0,063978","0,04669","0,031526",37,0,0,0,"18,146515","8,06284","26,46637",,,,,
705,"0,011122","0,051825","0,049111","0,033707",38,0,0,0,"6,153345","8,256197","26,650906",,,,,
706,"0,01079","0,057071","0,053243","0,045832",37,0,0,0,"4,302502","8,198261","19,716978",,,,,
707,"0,012562","0,061438","0,056851","0,044981",39,0,0,0,"4,508972","9,569168","23,177147",,,,,
708,"0,015613","0,063508","0,058709","0,042494",38,0,0,0,"9,494781","7,838726","18,553495",,,,,
709,"0,01546","0,067408","0,061359","0,040319",38,0,0,0,"3,863096","8,291245","29,412031",,,,,
710,"0,010072","0,067375","0,054886","0,032783",36,0,0,0,"6,507635","8,973122","24,82748",,,,,
711,"0,01159","0,059976","0,05161","0,034807",37,0,0,0,"4,295111","8,613825","22,922754",,,,,
712,"0,01619","0,060831","0,052118","0,038184",37,0,0,0,"4,428625","9,965897","24,046183",,,,,
713,"0,010104","0,0594","0,052886","0,03492",37,0,0,0,"4,649162","9,256363","19,231558",,,,,
714,"0,015142","0,060265","0,058264","0,031129",37,0,0,0,"3,782272","8,939981","23,476839",,,,,
715,"0,012623","0,0633","0,055567","0,035548",39,0,0,0,"5,009413","9,601831","22,841454",,,,,
716,"0,010798","0,061703","0,053521","0,035676",39,0,0,0,"4,124641","8,95524","23,516655",,,,,
717,"0,010468","0,062432","0,05979","0,042001",39,0,0,0,"4,155874","10,021925","23,987532",,,,,
718,"0,010724","0,066582","0,054612","0,042521",39,0,0,0,"4,153967","10,339737","23,65303",,,,,
719,"0,011408","0,061518","0,057863","0,044096",39,0,0,0,"5,075455","8,333206","23,918867",,,,,
720,"0,015532","0,062796","0,060743","0,03715",38,0,0,0,"6,397009","9,599209","22,925854",,,,,
721,"0,010212","0,064656","0,05649","0,037511",38,0,0,0,"6,586552","8,198738","21,226406",,,,,
722,"0,012964","0,060848","0,054486","0,03471",38,0,0,0,"4,240274","9,445667","21,623373",,,,,
723,"0,012396","0,062258","0,053937","0,037925",38,0,0,0,"4,740238","11,099815","24,090767",,,,,
724,"0,010624","0,062825","0,048345","0,033682",36,0,0,0,"4,810095","9,379625","22,467375",,,,,
725,"0,011232","0,062275","0,04795","0,032056",37,0,0,0,"13,247967","8,048773","29,047012",,,,,
726,"0,011127","0,058676","0,048939","0,035172",37,0,0,0,"3,368855","10,480642","26,261091",,,,,
727,"0,010889","0,058109","0,056311","0,03298",38,0,0,0,"4,371166","8,993149","24,727583",,,,,
728,"0,011106","0,063562","0,0575","0,043836",39,0,0,0,"5,209684","11,248589","23,188591",,,,,
729,"0,010259","0,065176","0,058425","0,051214",39,0,0,0,"4,823923","9,359598","23,679256",,,,,
730,"0,011801","0,063907","0,057158","0,035805",39,0,0,0,"8,602142","8,462906","22,654772",,,,,
731,"0,012787","0,068559","0,055764","0,049773",39,0,0,0,"11,635065","9,93371","24,381161",,,,,
732,"0,011635","0,064746","0,056625","0,041239",39,0,0,0,"4,374504","10,008097","24,348021",,,,,
733,"0,016006","0,064377","0,054964","0,039594",36,0,0,0,"11,480093","9,019613","22,198915",,,,,
734,"0,010555","0,061614","0,05167","0,040506",37,0,0,0,"4,591942","9,906054","20,955324",,,,,
735,"0,011507","0,06041","0,053543","0,034405",37,0,0,0,"4,87566","8,403301","22,811651",,,,,
736,"0,011754","0,06123","0,057593","0,030818",37,0,0,0,"6,887436","8,177519","26,403427",,,,,
737,"0,01112","0,066132","0,053533","0,045224",37,0,0,0,"4,901648","9,444237","28,208017",,,,,
738,"0,010717","0,061123","0,057505","0,039763",37,0,0,0,"3,629684","10,371447","23,165226",,,,,
739,"0,014525","0,064179","0,060264","0,050173",37,0,0,0,"6,07729","9,717226","22,897243",,,,,
740,"0,011424","0,063994","0,061821","0,044689",38,0,0,0,"4,807472","10,784864","17,83371",,,,,
741,"0,013744","0,068598","0,060128","0,043147",38,0,0,0,"7,851601","8,47888","22,500753",,,,,
742,"0,011372","0,064741","0,058275","0,038886",39,0,0,0,"4,851103","9,520292","21,817684",,,,,
743,"0,011046","0,0641","0,056277","0,054459",39,0,0,0,"4,259109","9,364843","20,935774",,,,,
744,"0,011939","0,061616","0,062132","0,039999",39,0,0,0,"4,361391","8,19397","20,862579",,,,,
745,"0,017492","0,06858","0,060653","0,040384",40,0,0,0,"4,581213","8,140802","28,223515",,,,,
746,"0,011106","0,065585","0,057367","0,044312",40,0,0,0,"3,884792","7,92861","23,649693",,,,,
747,"0,012865","0,06229","0,058662","0,035918",37,0,0,0,"4,282475","8,455753","18,7006",,,,,
748,"0,010743","0,06378","0,056404","0,043976",37,0,0,0,"4,320383","8,759975","22,386312",,,,,
749,"0,010974","0,061483","0,055933","0,03753",37,0,0,0,"3,876686","9,082556","21,972418",,,,,
750,"0,010086","0,062304","0,056531","0,041978",37,0,0,0,"3,965855","8,341312","22,141695",,,,,
751,"0,014454","0,067799","0,05548","0,037442",38,0,0,0,"5,519867","12,732029","26,493311",,,,,
752,"0,014987","0,0649","0,057327","0,036429",35,0,0,0,"12,682676","8,95977","26,361942",,,,,
753,"0,014318","0,065606","0,056093","0,037549",36,0,0,0,"6,265163","10,204554","22,676229",,,,,
754,"0,010742","0,061277","0,057617","0,039332",36,0,0,0,"4,537821","9,117126","18,785477",,,,,
755,"0,013263","0,062579","0,063119","0,034469",36,0,0,0,"4,314423","9,536028","25,282621",,,,,
756,"0,011672","0,066084","0,058056","0,033086",36,0,0,0,"4,142523","8,257866","26,715279",,,,,
757,"0,010892","0,064873","0,054095","0,048551",38,0,0,0,"3,75247","8,805752","21,894932",,,,,
758,"0,013066","0,063454","0,06054","0,04292",36,0,0,0,"7,23362","8,828878","21,28315",,,,,
759,"0,013184","0,064898","0,053724","0,03217",36,0,0,0,"4,099607","7,998466","26,301146",,,,,
760,"0,012938","0,063787","0,054894","0,03528",36,0,0,0,"3,760099","8,123875","28,521299",,,,,
761,"0,01437","0,063407","0,055329","0,038445",36,0,0,0,"4,886866","11,926413","23,987293",,,,,
762,"0,010213","0,065013","0,057971","0,02757",37,0,0,0,"4,495621","8,194208","25,356531",,,,,
763,"0,012641","0,074063","0,056927","0,046186",35,0,0,0,"8,353949","9,664297","29,830694",,,,,
764,"0,010044","0,065697","0,053367","0,029402",35,0,0,0,"7,501602","11,993408","17,828941",,,,,
765,"0,013331","0,068402","0,049794","0,031691",35,0,0,0,"13,065338","9,429216","34,099579",,,,,
766,"0,012981","0,060382","0,058035","0,041848",35,0,0,0,"8,081675","8,987427","28,0509",,,,,
767,"0,013738","0,062791","0,059376","0,031548",36,0,0,0,"6,468773","8,048058","18,917322",,,,,
768,"0,013525","0,067163","0,052767","0,041125",36,0,0,0,"11,451244","8,761644","21,549463",,,,,
769,"0,009965","0,060596","0,055304","0,034303",39,0,0,0,"3,67856","9,323835","21,731138",,,,,
770,"0,011343","0,06604","0,059393","0,033975",39,0,0,0,"14,686108","9,262085","27,059555",,,,,
771,"0,012954","0,068775","0,059505","0,033054",38,0,0,0,"5,867481","9,379148","25,71559",,,,,
772,"0,015251","0,065009","0,057334","0,033202",40,0,0,0,"4,190445","8,864641","21,458864",,,,,
773,"0,010881","0,065062","0,058136","0,030881",40,0,0,0,"4,552364","9,363174","24,677277",,,,,
774,"0,010095","0,06676","0,063947","0,038441",41,0,0,0,"4,276037","9,826422","26,384115",,,,,
775,"0,010305","0,072278","0,060255","0,034531",41,0,0,0,"4,757643","8,956909","22,313118",,,,,
776,"0,010827","0,069586","0,06018","0,034662",43,0,0,0,"5,00989","10,06484","26,992321",,,,,
777,"0,012842","0,065958","0,06107","0,048002",43,0,0,0,"3,913164","9,884119","23,922205",,,,,
778,"0,014791","0,068085","0,075719","0,060272",44,0,0,0,"5,203009","10,360479","23,731709",,,,,
779,"0,010752","0,078664","0,066767","0,039024",43,0,0,0,"6,169558","11,641741","22,838354",,,,,
780,"0,01259","0,077206","0,061311","0,033223",41,0,0,0,"9,980679","12,713432","27,576208",,,,,
781,"0,01336","0,06978","0,062211","0,035137",42,0,0,0,"5,554199","10,718107","23,401976",,,,,
782,"0,011264","0,075754","0,061178","0,037958",43,0,0,0,"4,309654","13,488531","25,503635",,,,,
783,"0,010245","0,075585","0,063332","0,035191",44,0,0,0,"4,624128","14,648914","34,716606",,,,,
784,"0,010855","0,073208","0,069676","0,036385",43,0,0,0,"8,153439","17,444849","22,328138",,,,,
785,"0,012743","0,081052","0,075257","0,038697",45,0,0,0,"5,565643","17,175198","26,869535",,,,,
786,"0,011395","0,082558","0,07436","0,0378",46,0,0,0,"6,614923","14,181614","21,426201",,,,,
787,"0,011397","0,085719","0,072047","0,04738",46,0,0,0,"8,041859","14,825821","25,671005",,,,,
788,"0,010592","0,077301","0,077084","0,047473",47,0,0,0,"5,098343","13,886452","25,394678",,,,,
789,"0,011367","0,082112","0,070946","0,031473",45,0,0,0,"6,071091","16,504526","25,030851",,,,,
790,"0,010531","0,077743","0,065731","0,034522",46,0,0,0,"4,029512","13,858318","31,909466",,,,,
791,"0,011629","0,074322","0,067042","0,049761",45,0,0,0,"4,388809","16,561985","24,929762",,,,,
792,"0,013057","0,07504","0,06761","0,046072",46,0,0,0,"4,16398","14,79125","23,077011",,,,,
793,"0,010962","0,077812","0,068317","0,048929",45,0,0,0,"9,979963","13,547182","25,543451",,,,,
794,"0,012249","0,077432","0,092955","0,038279",43,0,0,0,"6,422281","13,064384","25,910616",,,,,
795,"0,011999","0,101614","0,074985","0,072196",46,0,0,0,"6,772757","15,063524","34,209967",,,,,
796,"0,010929","0,082395","0,085249","0,03948",45,0,0,0,"5,647182","14,013767","21,816492",,,,,
797,"0,010765","0,098679","0,068366","0,034862",46,0,0,0,"21,440029","14,514208","35,19249",,,,,
798,"0,012381","0,076414","0,064971","0,036524",45,0,0,0,"6,071091","14,750242","22,219419",,,,,
799,"0,01271","0,075018","0,071944","0,042735",46,0,0,0,"4,585743","15,280724","25,907278",,,,,
800,"0,017404","0,083733","0,06732","0,034179",46,0,0,0,"5,856276","16,889095","25,27833",,,,,
801,"0,013752","0,075835","0,069991","0,038586",47,0,0,0,"5,239725","12,952805","26,92008",,,,,
802,"0,01311","0,078453","0,081294","0,043493",47,0,0,0,"8,25429","13,869762","23,808956",,,,,
803,"0,01098","0,084389","0,070862","0,063952",47,0,0,0,"7,648706","13,642788","24,844408",,,,,
804,"0,012888","0,079076","0,074746","0,037716",46,0,0,0,"5,315542","15,257597","27,065754",,,,,
