Frame,Captura,Procesamiento,Tracking,Escritura,Cantidad Objetos,Tiempo Total(ms),Tiempo por Objeto tracking(ms),FPS,Preprocess,Inference,Postprocess,,Captura,Procesamiento,Tracking,Escritura
1100,"0,011453","0,069843","0,127843","0,088042",96,0,0,0,"4,798889","13,742447","21,29364",,,,,
1101,"0,011792","0,086776","0,119492","0,07825",94,0,0,0,"4,014492","15,91897","24,424791",,,,,
1102,"0,017155","0,094927","0,122489","0,114708",94,0,0,0,"6,640673","15,815973","31,712532",,,,,
1103,"0,010952","0,108184","0,138049","0,078784",94,0,0,0,"7,160187","17,901659","27,299881",,,,,
1104,"0,013673","0,076195","0,123317","0,076304",95,0,0,0,"5,381346","15,871763","26,320457",,,,,
1105,"0,022428","0,104462","0,116359","0,082659",95,0,0,0,"18,631935","14,91642","28,920412",,,,,
1106,"0,021954","0,091186","0,127047","0,115651",96,0,0,0,"7,926226","24,368525","21,811485",,,,,
1107,"0,01125","0,093878","0,131333","0,120175",97,0,0,0,"6,418943","16,086578","25,341272",,,,,
1108,"0,011858","0,082801","0,143482","0,108773",96,0,0,0,"5,887032","14,340878","28,820276",,,,,
1109,"0,013984","0,076813","0,129422","0,075154",96,0,0,0,"8,067846","17,395496","21,037579",,,,,
1110,"0,015614","0,083142","0,128648","0,086051",97,0,0,0,"4,513502","19,813538","23,012161",,,,,
1111,"0,017887","0,093134","0,130667","0,087234",96,0,0,0,"8,468151","16,16478","21,353483",,,,,
1112,"0,010694","0,076019","0,124436","0,091985",96,0,0,0,"4,703283","15,480995","23,173809",,,,,
1113,"0,010854","0,082474","0,124594","0,07578",96,0,0,0,"4,317522","19,313812","18,810272",,,,,
1114,"0,014591","0,092664","0,121134","0,085481",95,0,0,0,"4,69017","13,696194","27,97246",,,,,
1115,"0,011312","0,079317","0,123362","0,0973",95,0,0,0,"4,327059","21,511555","20,342588",,,,,
1116,"0,016496","0,071323","0,124802","0,095684",96,0,0,0,"5,342007","16,482353","19,51766",,,,,
1117,"0,011041","0,080476","0,12349","0,092439",96,0,0,0,"4,830122","16,059399","26,839018",,,,,
1118,"0,023257","0,095241","0,125788","0,104712",95,0,0,0,"16,184807","15,660763","22,512197",,,,,
1119,"0,011156","0,102628","0,128209","0,093294",95,0,0,0,"5,090952","15,7547","34,787416",,,,,
1120,"0,010495","0,084516","0,125702","0,098676",95,0,0,0,"5,146027","13,556242","25,975704",,,,,
1121,"0,023459","0,089077","0,124308","0,109511",94,0,0,0,"5,966425","22,958279","23,994207",,,,,
1122,"0,013539","0,073839","0,132723","0,108207",94,0,0,0,"6,831169","16,053677","22,316933",,,,,
1123,"0,020359","0,074753","0,128762","0,079373",94,0,0,0,"5,045414","15,082121","25,485754",,,,,
1124,"0,016857","0,08049","0,115879","0,123713",94,0,0,0,"7,06315","20,25795","22,971153",,,,,
1125,"0,017169","0,081089","0,145402","0,112203",94,0,0,0,"4,272223","20,825148","19,933939",,,,,
1126,"0,011938","0,074641","0,136721","0,120699",94,0,0,0,"5,201817","18,728733","21,639347",,,,,
1127,"0,019539","0,087958","0,133652","0,085679",94,0,0,0,"5,335331","19,474983","23,230791",,,,,
1128,"0,024328","0,081932","0,12395","0,081722",94,0,0,0,"4,897118","15,365124","23,754358",,,,,
1129,"0,019564","0,084019","0,122831","0,081851",94,0,0,0,"4,778624","18,721342","24,048805",,,,,
1130,"0,016967","0,093491","0,12029","0,11867",95,0,0,0,"5,178213","14,433384","25,470972",,,,,
1131,"0,020157","0,079751","0,132146","0,109605",95,0,0,0,"6,684303","16,171217","22,479057",,,,,
1132,"0,010521","0,075846","0,136145","0,102947",94,0,0,0,"6,465197","16,147375","24,199486",,,,,
1133,"0,017233","0,103465","0,128122","0,104474",94,0,0,0,"26,215792","13,55195","28,41568",,,,,
1134,"0,023004","0,088358","0,129892","0,099592",95,0,0,0,"8,329153","14,528275","25,751114",,,,,
1135,"0,016217","0,062564","0,12709","0,122676",99,0,0,0,"4,776001","13,982773","21,502256",,,,,
1136,"0,010645","0,116883","0,146008","0,087698",100,0,0,0,"5,207539","16,985416","37,111282",,,,,
1137,"0,023526","0,119451","0,125935","0,084134",97,0,0,0,"23,550272","17,621756","33,720493",,,,,
1138,"0,018692","0,103208","0,131691","0,08877",100,0,0,0,"18,799782","15,994787","26,109695",,,,,
1139,"0,022216","0,079083","0,130777","0,092817",102,0,0,0,"5,045176","18,546343","20,673275",,,,,
1140,"0,011115","0,079327","0,12811","0,092901",98,0,0,0,"4,387379","23,273468","23,675203",,,,,
1141,"0,018655","0,086302","0,138698","0,087837",97,0,0,0,"4,390478","19,526005","26,757956",,,,,
1142,"0,020126","0,098908","0,128778","0,091676",98,0,0,0,"5,899668","18,042326","22,435904",,,,,
1143,"0,027064","0,11273","0,129443","0,122602",97,0,0,0,"21,027327","17,470121","37,508488",,,,,
1144,"0,018118","0,093544","0,144948","0,085653",96,0,0,0,"4,362345","17,721176","26,237965",,,,,
1145,"0,01323","0,08188","0,133473","0,082437",97,0,0,0,"7,152557","14,554024","24,045944",,,,,
1146,"0,01098","0,070729","0,119005","0,086809",96,0,0,0,"5,930424","18,251181","23,008347",,,,,
1147,"0,020447","0,105187","0,125263","0,096487",97,0,0,0,"5,227089","18,146992","25,871992",,,,,
1148,"0,022214","0,07772","0,125933","0,09303",97,0,0,0,"4,736185","20,013809","21,006823",,,,,
1149,"0,021497","0,081485","0,126075","0,087929",99,0,0,0,"5,466938","18,474817","22,025108",,,,,
1150,"0,010551","0,076217","0,130335","0,104407",100,0,0,0,"4,400015","19,335508","22,246361",,,,,
1151,"0,011379","0,065083","0,129887","0,10704",99,0,0,0,"4,528046","16,225576","21,004438",,,,,
1152,"0,011033","0,094625","0,132035","0,087416",99,0,0,0,"4,179239","22,98975","27,368069",,,,,
1153,"0,018536","0,086052","0,124672","0,09165",99,0,0,0,"5,203009","18,75782","27,939081",,,,,
1154,"0,016222","0,079369","0,128573","0,084368",101,0,0,0,"5,134821","16,285896","25,065422",,,,,
1155,"0,017485","0,107065","0,123369","0,073396",100,0,0,0,"21,95549","14,299154","27,409792",,,,,
1156,"0,021777","0,086507","0,132856","0,094686",101,0,0,0,"8,441925","17,205954","25,815487",,,,,
1157,"0,02775","0,076067","0,137928","0,12282",101,0,0,0,"4,64344","19,841194","20,904779",,,,,
1158,"0,011879","0,080854","0,153586","0,085797",100,0,0,0,"4,747391","17,210007","21,416664",,,,,
1159,"0,013411","0,083332","0,130546","0,106079",99,0,0,0,"6,353617","20,838737","19,394398",,,,,
1160,"0,023615","0,07722","0,147575","0,173826",100,0,0,0,"4,817724","16,83116","23,847342",,,,,
1161,"0,025893","0,079576","0,180823","0,13308",100,0,0,0,"4,808664","20,513535","27,535915",,,,,
1162,"0,019891","0,078058","0,143149","0,09299",98,0,0,0,"4,714489","15,952826","24,042845",,,,,
1163,"0,016933","0,088609","0,12889","0,088636",98,0,0,0,"8,737803","18,052578","25,644541",,,,,
1164,"0,019676","0,066695","0,123173","0,106275",98,0,0,0,"4,906416","16,868353","20,194769",,,,,
1165,"0,020918","0,083598","0,132162","0,104611",98,0,0,0,"4,778862","20,442724","23,774147",,,,,
1166,"0,013611","0,076553","0,130571","0,103017",99,0,0,0,"4,020691","16,807556","23,015261",,,,,
1167,"0,010887","0,094414","0,130104","0,091743",99,0,0,0,"5,605936","18,592834","34,690857",,,,,
1168,"0,011076","0,090237","0,120764","0,107275",97,0,0,0,"6,324291","16,626835","34,594536",,,,,
1169,"0,011609","0,10673","0,130549","0,096659",95,0,0,0,"5,660057","18,326521","32,281637",,,,,
1170,"0,011779","0,075338","0,12728","0,092278",96,0,0,0,"4,850626","16,69383","23,724794",,,,,
1171,"0,021666","0,079888","0,122682","0,079181",94,0,0,0,"4,461288","23,362637","34,710407",,,,,
1172,"0,019365","0,155415","0,122604","0,079438",94,0,0,0,"42,463303","14,850378","55,649996",,,,,
1173,"0,015202","0,098509","0,121193","0,088604",97,0,0,0,"8,238554","20,242453","23,62752",,,,,
1174,"0,013916","0,08234","0,133518","0,081663",96,0,0,0,"4,70233","20,018339","27,493238",,,,,
1175,"0,023393","0,076249","0,125377","0,086465",97,0,0,0,"5,550385","18,269539","24,610758",,,,,
1176,"0,023864","0,093745","0,125609","0,083545",97,0,0,0,"15,796185","15,923738","20,740271",,,,,
1177,"0,016558","0,086576","0,12096","0,078094",95,0,0,0,"6,035328","14,109373","28,278589",,,,,
1178,"0,010818","0,089584","0,121308","0,089318",96,0,0,0,"4,95863","15,636921","24,87731",,,,,
1179,"0,014526","0,071956","0,121276","0,090886",98,0,0,0,"5,228519","15,577555","23,605108",,,,,
1180,"0,022952","0,083726","0,124757","0,08142",100,0,0,0,"6,999254","18,371105","19,123554",,,,,
1181,"0,01321","0,08607","0,122607","0,08378",99,0,0,0,"5,196571","17,248631","22,795439",,,,,
1182,"0,010885","0,071806","0,126578","0,103123",100,0,0,0,"6,225586","16,559124","20,694017",,,,,
1183,"0,029472","0,081613","0,13788","0,102762",100,0,0,0,"5,567074","16,548634","23,962021",,,,,
1184,"0,022516","0,071754","0,134772","0,098566",99,0,0,0,"4,897833","18,686533","21,302223",,,,,
1185,"0,019854","0,090432","0,131546","0,099563",97,0,0,0,"5,095005","21,487236","25,680304",,,,,
1186,"0,023153","0,080913","0,133866","0,105203",101,0,0,0,"5,394459","18,298388","25,744677",,,,,
1187,"0,019698","0,078499","0,134001","0,113775",97,0,0,0,"4,424572","18,213749","23,974419",,,,,
1188,"0,021441","0,075116","0,131878","0,107972",98,0,0,0,"4,827976","19,426346","20,534039",,,,,
1189,"0,020999","0,073591","0,130518","0,084187",97,0,0,0,"4,924059","20,025015","18,636227",,,,,
1190,"0,018775","0,077129","0,126448","0,091599",99,0,0,0,"6,459236","19,759178","19,665003",,,,,
1191,"0,018194","0,078635","0,136999","0,125282",99,0,0,0,"5,513668","19,215584","20,249844",,,,,
1192,"0,01088","0,066371","0,135568","0,113872",102,0,0,0,"5,142927","16,899347","20,280838",,,,,
1193,"0,020187","0,080991","0,134093","0,08732",102,0,0,0,"4,575253","18,960953","23,513556",,,,,
1194,"0,011743","0,090126","0,125328","0,122122",100,0,0,0,"4,491568","18,497944","26,622534",,,,,
1195,"0,021154","0,091604","0,132074","0,101406",96,0,0,0,"4,846334","17,137766","22,248268",,,,,
1196,"0,011088","0,08647","0,137366","0,089018",97,0,0,0,"4,789352","19,18292","24,672747",,,,,
1197,"0,012403","0,086154","0,124087","0,094418",94,0,0,0,"5,633116","18,349648","24,130583",,,,,
1198,"0,023001","0,092185","0,126591","0,113379",96,0,0,0,"4,402876","20,674706","20,338297",,,,,
1199,"0,016449","0,084722","0,12886","0,080939",96,0,0,0,"11,861801","15,797615","20,727634",,,,,
1200,"0,014188","0,085892","0,12276","0,082336",98,0,0,0,"6,368637","19,490004","19,268274",,,,,
1201,"0,019625","0,079053","0,119402","0,088846",95,0,0,0,"4,397869","17,806768","24,609566",,,,,
1202,"0,022915","0,098779","0,124519","0,103405",95,0,0,0,"4,621267","17,338514","39,076328",,,,,
1203,"0,012641","0,093514","0,126641","0,085307",96,0,0,0,"4,171848","16,144037","29,675484",,,,,
1204,"0,023627","0,083945","0,128259","0,081515",99,0,0,0,"4,964352","17,237663","26,272058",,,,,
1205,"0,021364","0,070924","0,128282","0,078803",97,0,0,0,"4,884005","19,336224","19,818783",,,,,
1206,"0,017407","0,078513","0,119439","0,118163",99,0,0,0,"5,666971","18,566847","20,359755",,,,,
1207,"0,022204","0,08743","0,148881","0,071347",99,0,0,0,"6,003141","21,3027","29,147863",,,,,
1208,"0,024103","0,069329","0,122504","0,083321",98,0,0,0,"4,623652","17,17782","23,481607",,,,,
1209,"0,017221","0,079664","0,119644","0,114685",98,0,0,0,"8,816004","14,735222","23,710251",,,,,
1210,"0,012248","0,080987","0,130776","0,08962",98,0,0,0,"5,832434","17,484426","19,857168",,,,,
1211,"0,014044","0,078498","0,126536","0,113198",97,0,0,0,"5,613565","23,153305","19,659042",,,,,
1212,"0,010457","0,067787","0,135827","0,087383",99,0,0,0,"4,835844","17,041922","22,143602",,,,,
1213,"0,010933","0,082895","0,128224","0,102892",99,0,0,0,"4,632473","18,321276","27,014017",,,,,
1214,"0,021023","0,077643","0,126415","0,081118",98,0,0,0,"4,837275","14,620066","25,767326",,,,,
1215,"0,02425","0,086042","0,130354","0,103242",97,0,0,0,"4,491806","21,89064","26,062489",,,,,
1216,"0,010672","0,075368","0,128209","0,088491",97,0,0,0,"6,464481","21,92688","20,244837",,,,,
1217,"0,026584","0,071611","0,12565","0,111844",98,0,0,0,"4,160881","20,124912","20,72072",,,,,
1218,"0,027355","0,116368","0,14137","0,081097",99,0,0,0,"18,430948","15,2421","29,866934",,,,,
1219,"0,01227","0,087254","0,123099","0,100375",99,0,0,0,"4,163265","22,746086","24,055004",,,,,
1220,"0,023286","0,077015","0,126603","0,07384",99,0,0,0,"4,197359","19,466877","23,136854",,,,,
1221,"0,014597","0,090928","0,127856","0,098538",99,0,0,0,"5,099058","16,507149","24,066925",,,,,
1222,"0,011081","0,081431","0,129905","0,097407",94,0,0,0,"6,6998","16,166687","24,659395",,,,,
1223,"0,014749","0,109638","0,12592","0,10656",93,0,0,0,"19,557476","15,61141","28,133392",,,,,
1224,"0,018623","0,085409","0,136679","0,092141",95,0,0,0,"6,238699","18,447638","26,411295",,,,,
1225,"0,022239","0,07795","0,128221","0,113559",97,0,0,0,"4,956484","13,987064","23,951054",,,,,
1226,"0,018506","0,077954","0,129498","0,106772",98,0,0,0,"11,566401","16,93511","21,526575",,,,,
1227,"0,011978","0,092183","0,132895","0,099913",96,0,0,0,"5,298853","18,766403","22,861719",,,,,
1228,"0,011084","0,077763","0,129468","0,094723",96,0,0,0,"5,75614","19,991875","21,711588",,,,,
1229,"0,014707","0,101252","0,123109","0,081518",93,0,0,0,"4,648209","18,484831","26,344061",,,,,
1230,"0,01152","0,07936","0,120663","0,093766",92,0,0,0,"5,135059","16,440868","24,801254",,,,,
1231,"0,01054","0,07936","0,125037","0,104059",90,0,0,0,"5,365372","16,134262","23,484468",,,,,
1232,"0,012289","0,087367","0,122475","0,091544",90,0,0,0,"5,651236","22,915125","24,846792",,,,,
1233,"0,022723","0,089806","0,12387","0,104189",91,0,0,0,"7,88641","16,575575","24,962425",,,,,
1234,"0,019464","0,077287","0,133535","0,076094",93,0,0,0,"5,581379","15,729666","22,776127",,,,,
1235,"0,011159","0,090953","0,122254","0,071738",92,0,0,0,"6,197214","18,642426","26,955128",,,,,
1236,"0,011686","0,076797","0,120832","0,084862",94,0,0,0,"5,735636","17,375231","21,724224",,,,,
1237,"0,012385","0,088822","0,121412","0,084066",94,0,0,0,"6,308556","18,016815","20,571709",,,,,
1238,"0,017622","0,093172","0,121866","0,079252",95,0,0,0,"4,629612","16,047955","30,189991",,,,,
1239,"0,024092","0,084629","0,123894","0,085012",93,0,0,0,"4,634142","17,772675","23,035288",,,,,
1240,"0,018448","0,065539","0,11951","0,108466",92,0,0,0,"5,558014","17,343998","20,047188",,,,,
1241,"0,011673","0,077024","0,141651","0,077903",90,0,0,0,"5,648136","16,173601","25,385141",,,,,
1242,"0,018869","0,09308","0,123225","0,077735",88,0,0,0,"5,809784","18,09454","22,130489",,,,,
1243,"0,010869","0,076226","0,130043","0,09429",92,0,0,0,"5,392551","16,201258","21,336794",,,,,
1244,"0,020963","0,080181","0,122683","0,093201",91,0,0,0,"7,970095","17,989397","19,109964",,,,,
1245,"0,018723","0,078301","0,122426","0,088043",91,0,0,0,"5,197048","16,741753","23,728609",,,,,
1246,"0,013866","0,083777","0,122028","0,096069",93,0,0,0,"4,240274","15,745878","29,933214",,,,,
1247,"0,019273","0,075354","0,1224","0,087727",94,0,0,0,"5,019903","21,397829","19,403458",,,,,
1248,"0,019153","0,065903","0,134071","0,08623",97,0,0,0,"4,670382","19,315958","18,676996",,,,,
1249,"0,024572","0,071904","0,127803","0,091601",98,0,0,0,"6,946087","18,382788","19,273758",,,,,
1250,"0,019363","0,075318","0,129627","0,088252",97,0,0,0,"4,776955","20,486116","20,20359",,,,,
1251,"0,020816","0,078152","0,126286","0,085567",95,0,0,0,"4,834175","19,514084","19,448757",,,,,
1252,"0,016279","0,094146","0,128032","0,083702",95,0,0,0,"7,638931","18,161774","34,639359",,,,,
1253,"0,020728","0,079184","0,131038","0,098719",94,0,0,0,"4,723787","17,846823","26,785374",,,,,
1254,"0,015737","0,083689","0,126061","0,098339",93,0,0,0,"6,19626","18,009424","24,622202",,,,,
1255,"0,013719","0,077845","0,129496","0,08256",93,0,0,0,"4,611492","17,830372","22,043705",,,,,
1256,"0,024166","0,071596","0,123486","0,099077",92,0,0,0,"6,257057","16,133308","21,286011",,,,,
1257,"0,011023","0,073474","0,121436","0,105925",91,0,0,0,"4,348516","17,089605","23,456573",,,,,
1258,"0,010605","0,077166","0,128295","0,081065",90,0,0,0,"5,861998","19,705057","17,394304",,,,,
1259,"0,024869","0,091419","0,121173","0,078804",88,0,0,0,"7,106543","19,19508","27,739286",,,,,
1260,"0,018936","0,070512","0,121637","0,082556",90,0,0,0,"7,182598","16,078234","20,717859",,,,,
1261,"0,011114","0,082933","0,122966","0,088343",90,0,0,0,"4,611015","19,574404","23,795366",,,,,
1262,"0,013705","0,079106","0,119486","0,075539",91,0,0,0,"5,587101","18,412352","28,145552",,,,,
1263,"0,01909","0,065834","0,119064","0,096643",92,0,0,0,"5,62191","17,151117","21,646023",,,,,
1264,"0,011201","0,078911","0,128691","0,132135",94,0,0,0,"6,356716","22,033453","23,19932",,,,,
1265,"0,010734","0,092467","0,142271","0,090939",93,0,0,0,"18,265963","14,457703","22,86911",,,,,
1266,"0,021264","0,103244","0,128826","0,091264",94,0,0,0,"17,424107","16,750813","27,975082",,,,,
1267,"0,018092","0,077356","0,12752","0,087993",93,0,0,0,"5,375385","19,253731","18,186808",,,,,
1268,"0,021303","0,076285","0,137246","0,104132",98,0,0,0,"4,81534","19,001961","18,422127",,,,,
1269,"0,018996","0,084264","0,128369","0,093572",93,0,0,0,"5,76067","18,886566","22,118807",,,,,
1270,"0,011636","0,077176","0,143392","0,118615",93,0,0,0,"5,922079","18,795252","21,329403",,,,,
1271,"0,023404","0,073747","0,136854","0,11267",94,0,0,0,"4,748106","19,95945","22,58873",,,,,
1272,"0,017433","0,073275","0,134793","0,099953",94,0,0,0,"5,31292","17,608166","23,648262",,,,,
1273,"0,014315","0,070707","0,126747","0,167346",92,0,0,0,"5,239964","17,37237","22,656441",,,,,
1274,"0,010579","0,082019","0,173559","0,098449",93,0,0,0,"10,681868","17,603636","18,088579",,,,,
1275,"0,010998","0,075665","0,119339","0,082563",93,0,0,0,"6,896734","15,210629","29,996634",,,,,
1276,"0,021","0,110084","0,126775","0,1183",91,0,0,0,"22,367239","14,168262","27,708769",,,,,
1277,"0,011144","0,083086","0,133578","0,081323",92,0,0,0,"6,104469","18,628597","24,793625",,,,,
1278,"0,010866","0,084981","0,12048","0,10346",91,0,0,0,"4,940748","13,084412","24,977446",,,,,
1279,"0,01854","0,08104","0,124994","0,122464",91,0,0,0,"5,319595","16,966105","28,033495",,,,,
1280,"0,015928","0,08573","0,131321","0,083713",91,0,0,0,"4,994631","16,052246","28,042793",,,,,
1281,"0,012879","0,10784","0,121408","0,088362",92,0,0,0,"9,989738","18,12768","38,033485",,,,,
1282,"0,010518","0,10424","0,118122","0,103667",91,0,0,0,"13,991594","15,296221","19,361019",,,,,
1283,"0,010562","0,108181","0,128142","0,1005",91,0,0,0,"17,478943","16,169548","34,001827",,,,,
1284,"0,019599","0,089533","0,120789","0,083499",94,0,0,0,"5,863428","15,941143","24,471998",,,,,
1285,"0,012967","0,164586","0,114353","0,112628",91,0,0,0,"21,161318","22,015333","67,905664",,,,,
1286,"0,015327","0,087041","0,129992","0,082518",90,0,0,0,"4,665852","22,348404","20,938396",,,,,
1287,"0,010936","0,091565","0,126967","0,072197",93,0,0,0,"5,214691","21,286726","23,32449",,,,,
1288,"0,015642","0,092526","0,123759","0,103034",94,0,0,0,"6,322145","16,704798","28,8589",,,,,
1289,"0,015051","0,078153","0,137572","0,089324",93,0,0,0,"4,687309","18,341064","27,059317",,,,,
1290,"0,020507","0,083515","0,143808","0,09327",93,0,0,0,"5,352497","16,281366","23,86117",,,,,
1291,"0,023084","0,090733","0,144952","0,132068",93,0,0,0,"6,111145","17,805576","23,808479",,,,,
1292,"0,018989","0,083281","0,142036","0,096239",91,0,0,0,"5,312681","16,708612","28,964996",,,,,
1293,"0,013623","0,077536","0,133414","0,138528",91,0,0,0,"6,142616","15,148163","19,268036",,,,,
1294,"0,014918","0,094603","0,147891","0,089533",91,0,0,0,"16,575098","18,047333","23,8235",,,,,
1295,"0,018076","0,08169","0,128234","0,09103",88,0,0,0,"5,445242","14,117241","26,159763",,,,,
1296,"0,011075","0,067036","0,125354","0,121822",89,0,0,0,"5,611658","16,06822","21,913767",,,,,
1297,"0,019336","0,094322","0,154266","0,092631",91,0,0,0,"5,130291","17,794847","28,274536",,,,,
1298,"0,011894","0,084655","0,129626","0,082729",92,0,0,0,"4,000425","18,47744","23,248434",,,,,
1299,"0,019134","0,091521","0,122611","0,083002",92,0,0,0,"5,819082","22,954226","24,163961",,,,,
1300,"0,021506","0,094065","0,125463","0,082524",94,0,0,0,"5,69582","17,888546","29,610395",,,,,
1301,"0,022047","0,122026","0,127762","0,121537",94,0,0,0,"7,355928","25,4848","29,022694",,,,,
1302,"0,016044","0,106783","0,138457","0,088857",91,0,0,0,"6,346941","16,382694","45,061111",,,,,
1303,"0,013995","0,117296","0,129713","0,089737",91,0,0,0,"13,568163","13,328552","37,265062",,,,,
1304,"0,012518","0,100797","0,139442","0,09237",94,0,0,0,"4,236221","18,833637","28,769255",,,,,
1305,"0,01849","0,122752","0,130585","0,091125",93,0,0,0,"18,708706","13,153076","35,992861",,,,,
1306,"0,011683","0,08323","0,133718","0,066731",95,0,0,0,"4,529238","20,699978","27,063608",,,,,
1307,"0,012882","0,070649","0,142428","0,079098",97,0,0,0,"5,035877","16,670704","22,833586",,,,,
1308,"0,014242","0,131936","0,145211","0,101005",96,0,0,0,"23,665905","13,084412","29,096603",,,,,
1309,"0,018397","0,08304","0,148236","0,087607",95,0,0,0,"4,61936","14,409304","31,721354",,,,,
1310,"0,010649","0,084744","0,137919","0,153226",93,0,0,0,"4,451513","18,399239","23,54002",,,,,
1311,"0,022396","0,080815","0,161649","0,093619",93,0,0,0,"5,715847","18,786907","26,102781",,,,,
1312,"0,013857","0,094043","0,138448","0,078363",95,0,0,0,"6,943226","17,298937","32,171011",,,,,
1313,"0,010687","0,116437","0,121501","0,079821",90,0,0,0,"17,742634","13,560295","26,801348",,,,,
1314,"0,020167","0,081756","0,148648","0,117179",92,0,0,0,"5,8043","19,510508","21,898985",,,,,
1315,"0,024595","0,101044","0,140924","0,088779",92,0,0,0,"8,576632","25,44713","22,712708",,,,,
1316,"0,020014","0,085347","0,121092","0,09359",94,0,0,0,"4,317999","17,689466","24,187803",,,,,
1317,"0,027396","0,082504","0,126468","0,085724",95,0,0,0,"4,851818","17,956972","26,280642",,,,,
1318,"0,013424","0,106516","0,119669","0,116753",97,0,0,0,"3,93796","26,793003","29,081583",,,,,
1319,"0,024967","0,117755","0,136666","0,09452",97,0,0,0,"4,813433","30,047655","30,546665",,,,,
1320,"0,010951","0,1246","0,123681","0,099164",96,0,0,0,"7,199049","28,624296","40,302277",,,,,
1321,"0,010805","0,113076","0,127252","0,094411",96,0,0,0,"16,934633","23,477316","23,905754",,,,,
1322,"0,016716","0,125401","0,130367","0,098776",96,0,0,0,"6,706476","17,920494","26,384592",,,,,
1323,"0,011813","0,105609","0,127404","0,093815",98,0,0,0,"4,715919","16,472578","34,127951",,,,,
1324,"0,016","0,094366","0,114009","0,09068",94,0,0,0,"4,669428","15,574694","26,239634",,,,,
1325,"0,010586","0,129336","0,118156","0,088854",92,0,0,0,"12,794256","20,48111","42,402029",,,,,
1326,"0,013178","0,091902","0,11312","0,078721",95,0,0,0,"4,932165","18,844604","31,413078",,,,,
1327,"0,010646","0,06441","0,111558","0,086596",96,0,0,0,"3,598213","10,402679","25,355101",,,,,
1328,"0,02432","0,075272","0,120671","0,092466",96,0,0,0,"4,413128","19,07897","27,384043",,,,,
1329,"0,011551","0,072823","0,122744","0,092252",95,0,0,0,"4,687786","14,725447","22,949934",,,,,
1330,"0,010482","0,102941","0,117293","0,085605",94,0,0,0,"10,621786","10,980129","26,799679",,,,,
1331,"0,013496","0,07867","0,112638","0,08001",97,0,0,0,"3,884554","9,785652","28,767109",,,,,
1332,"0,016052","0,09309","0,11648","0,122051",98,0,0,0,"18,423319","10,154963","22,001266",,,,,
1333,"0,018794","0,072973","0,139","0,096715",95,0,0,0,"4,535675","13,80825","24,413586",,,,,
1334,"0,010347","0,070746","0,114803","0,088037",97,0,0,0,"8,358955","14,824152","24,344206",,,,,
1335,"0,011168","0,065301","0,119299","0,091578",95,0,0,0,"4,097223","8,450508","22,922277",,,,,
1336,"0,01334","0,065422","0,112284","0,090076",96,0,0,0,"9,53269","10,730982","23,285866",,,,,
1337,"0,010569","0,069084","0,112306","0,110529",93,0,0,0,"13,207436","10,602474","18,258333",,,,,
1338,"0,013159","0,060622","0,119615","0,094185",95,0,0,0,"5,708933","9,869814","23,035765",,,,,
1339,"0,012958","0,063744","0,116746","0,111873",95,0,0,0,"3,909349","13,333321","22,441387",,,,,
1340,"0,025937","0,067739","0,129053","0,083629",93,0,0,0,"4,34804","17,037392","20,855904",,,,,
1341,"0,012517","0,069918","0,119872","0,091989",95,0,0,0,"4,146576","9,519815","25,577307",,,,,
1342,"0,01721","0,055994","0,116935","0,091975",94,0,0,0,"8,290291","11,283159","13,984919",,,,,
1343,"0,01639","0,064188","0,118133","0,088751",95,0,0,0,"4,751921","8,364201","24,434566",,,,,
1344,"0,020871","0,093423","0,120802","0,081699",99,0,0,0,"3,678799","15,437603","25,72298",,,,,
1345,"0,0131","0,057165","0,116695","0,094136",99,0,0,0,"6,052256","10,288954","17,163277",,,,,
1346,"0,019319","0,075439","0,124211","0,083866",97,0,0,0,"4,884005","9,500027","27,947426",,,,,
1347,"0,019695","0,060361","0,118369","0,084245",94,0,0,0,"4,806042","14,091969","20,001888",,,,,
1348,"0,018883","0,072266","0,1243","0,100316",95,0,0,0,"4,366398","10,663033","23,028851",,,,,
1349,"0,011549","0,084527","0,130646","0,08358",96,0,0,0,"4,279852","8,603811","29,518127",,,,,
1350,"0,016928","0,072562","0,122961","0,086882",97,0,0,0,"3,911257","12,813091","23,620129",,,,,
1351,"0,021677","0,082761","0,130084","0,083551",92,0,0,0,"15,588999","10,484219","19,924164",,,,,
1352,"0,020601","0,072509","0,123585","0,098195",95,0,0,0,"4,367352","12,987375","26,459455",,,,,
1353,"0,013153","0,072614","0,131237","0,105468",95,0,0,0,"4,280329","10,421991","24,152994",,,,,
1354,"0,01525","0,075606","0,131776","0,107087",92,0,0,0,"11,867285","10,922432","18,326521",,,,,
1355,"0,023364","0,063505","0,129944","0,118364",96,0,0,0,"4,368782","11,724949","25,571585",,,,,
1356,"0,013747","0,063349","0,134004","0,082931",94,0,0,0,"3,782034","8,49843","25,450945",,,,,
1357,"0,021927","0,071353","0,126342","0,116402",96,0,0,0,"4,925966","15,069008","25,175571",,,,,
1358,"0,01579","0,063543","0,142334","0,077333",92,0,0,0,"4,423857","14,755011","20,844221",,,,,
1359,"0,017386","0,066907","0,121382","0,090902",89,0,0,0,"4,344702","17,648935","21,425962",,,,,
1360,"0,018311","0,079245","0,12574","0,083842",91,0,0,0,"4,571438","9,174347","38,700104",,,,,
1361,"0,017222","0,065535","0,12358","0,111259",95,0,0,0,"3,662109","19,449711","21,579981",,,,,
