Frame,Captura,Procesamiento,Tracking,Escritura,Cantidad Objetos,Tiempo Total(ms),Tiempo por Objeto tracking(ms),FPS,Preprocess,Inference,Postprocess
134,0,"0,013314",0,0,0,"0,000000",0,0,"2,135277","6,127357","2,068043"
135,0,"0,013490",0,0,0,"0,000000",0,0,"2,539158","6,111622","2,214432"
136,0,"0,015578",0,0,0,"0,000000",0,0,"3,151655","7,769346","2,149343"
137,0,"0,014279",0,0,0,"0,000000",0,0,"2,336264","7,522821","1,986742"
138,0,"0,013241",0,0,0,"0,000000",0,0,"2,039433","6,406069","1,899242"
139,0,"0,012738",0,0,0,"0,000000",0,0,"2,057076","6,076574","2,054691"
140,0,"0,013150",0,0,0,"0,000000",0,0,"2,426624","6,144285","1,844406"
141,0,"0,013809",0,0,0,"0,000000",0,0,"2,736807","6,148815","1,747847"
142,0,"0,013730",0,0,0,"0,000000",0,0,"2,503633","6,164074","1,924038"
143,0,"0,014297",0,0,0,"0,000000",0,0,"3,222466","6,004333","2,143383"
144,0,"0,014846",0,0,0,"0,000000",0,0,"2,461195","6,922722","1,810312"
145,0,"0,014810",0,0,0,"0,000000",0,0,"2,348423","7,004976","2,052784"
146,0,"0,017059",0,0,0,"0,000000",0,0,"4,652262","5,867958","3,785849"
147,0,"0,013857",0,0,0,"0,000000",0,0,"2,202749","6,258965","2,396345"
148,0,"0,014765",0,0,0,"0,000000",0,0,"2,153635","7,561207","2,034903"
149,0,"0,016076",0,0,0,"0,000000",0,0,"2,268314","7,884741","3,015041"
150,0,"0,016629",0,0,0,"0,000000",0,0,"4,376173","7,080078","2,560377"
151,0,"0,016126",0,0,0,"0,000000",0,0,"3,834963","6,824255","2,042532"
152,0,"0,015078",0,0,0,"0,000000",0,0,"2,378941","8,244276","1,957655"
153,0,"0,015361",0,0,0,"0,000000",0,0,"2,321959","6,478310","2,367258"
154,0,"0,013431",0,0,0,"0,000000",0,0,"1,960754","6,850243","2,273321"
155,0,"0,014736",0,0,0,"0,000000",0,0,"2,628088","6,957054","2,131939"
156,0,"0,014033",0,0,0,"0,000000",0,0,"2,253771","6,934881","1,982927"
157,0,"0,012196",0,0,0,"0,000000",0,0,"2,222300","5,745173","1,895905"
158,0,"0,012186",0,0,0,"0,000000",0,0,"1,874924","5,784035","2,146244"
159,0,"0,013044",0,0,0,"0,000000",0,0,"2,701044","5,784512","2,143621"
160,0,"0,013795",0,0,0,"0,000000",0,0,"2,029419","5,977869","2,099991"
161,0,"0,015648",0,0,0,"0,000000",0,0,"1,945972","8,439779","2,635002"
162,0,"0,021068",0,0,0,"0,000000",0,0,"2,171278","6,904364","6,159782"
163,0,"0,020553",0,0,0,"0,000000",0,0,"2,428770","6,773472","6,165028"
164,0,"0,025012",0,0,0,"0,000000",0,0,"2,298117","8,241177","4,939079"
165,0,"0,018287",0,0,0,"0,000000",0,0,"2,389669","7,364750","4,233122"
166,0,"0,019818",0,0,0,"0,000000",0,0,"2,306223","7,722378","4,083633"
167,0,"0,019193",0,0,0,"0,000000",0,0,"2,189636","5,798578","3,967047"
168,0,"0,019669",0,0,0,"0,000000",0,0,"2,909422","7,712603","4,037380"
169,0,"0,018272",0,0,0,"0,000000",0,0,"2,006531","6,678820","5,134344"
170,0,"0,017224",0,0,0,"0,000000",0,0,"2,497435","5,945921","4,416466"
