Frame,Captura,Procesamiento,Tracking,Escritura,Cantidad Objetos,Tiempo Total(ms),Tiempo por Objeto tracking(ms),FPS,Preprocess,Inference,Postprocess
231,"0,006757","0,018882","0,007263","0,009977",4,0,0,0,"6,007433","5,697489","4,175663"
232,"0,00599","0,019663","0,008623","0,012081",4,0,0,0,"4,544258","7,951736","4,091978"
233,"0,006805","0,016964","0,009737","0,010739",4,0,0,0,"2,44236","7,640839","3,846407"
234,"0,005784","0,019349","0,008164","0,010874",4,0,0,0,"4,584551","6,679058","3,522873"
235,"0,007097","0,017559","0,007877","0,009899",4,0,0,0,"3,06797","6,840229","4,741907"
236,"0,005358","0,01753","0,009117","0,01005",4,0,0,0,"4,531622","6,472826","3,526449"
237,"0,005643","0,017805","0,007853","0,009912",4,0,0,0,"4,072428","7,250786","3,547192"
238,"0,007424","0,016618","0,009045","0,009934",4,0,0,0,"3,451109","6,437778","3,530979"
239,"0,007173","0,01737","0,007845","0,008196",4,0,0,0,"2,435684","7,405043","3,493309"
240,"0,005563","0,019214","0,005884","0,007958",4,0,0,0,"4,783154","5,907297","3,478527"
241,"0,005819","0,016645","0,007241","0,008987",4,0,0,0,"2,643824","5,815506","3,782034"
242,"0,005821","0,018079","0,006555","0,008875",4,0,0,0,"2,902985","5,80287","4,1399"
243,"0,00654","0,016076","0,00846","0,009909",4,0,0,0,"3,475428","5,801916","3,799915"
244,"0,005614","0,018949","0,010668","0,009096",4,0,0,0,"3,104448","6,515503","5,567551"
245,"0,00641","0,017757","0,010703","0,009097",4,0,0,0,"2,309561","6,474018","4,616499"
246,"0,005519","0,018764","0,007575","0,008019",4,0,0,0,"2,788067","9,423018","3,705978"
247,"0,006155","0,01896","0,006937","0,00953",4,0,0,0,"3,607273","7,187605","3,74341"
248,"0,006306","0,016709","0,009219","0,01006",4,0,0,0,"2,938747","6,39677","3,561735"
249,"0,005771","0,017547","0,00809","0,01389",4,0,0,0,"3,145933","7,215977","4,059076"
250,"0,006331","0,017335","0,009998","0,009682",4,0,0,0,"4,90737","6,181955","3,50976"
251,"0,006775","0,019323","0,006906","0,007036",4,0,0,0,"4,483461","7,891417","3,878355"
252,"0,00669","0,01656","0,006603","0,008084",4,0,0,0,"2,544403","7,367849","3,587484"
253,"0,005572","0,01657","0,009716","0,009575",4,0,0,0,"2,646923","6,345272","3,477335"
254,"0,005689","0,016937","0,010351","0,008919",4,0,0,0,"2,659082","6,744623","4,269123"
255,"0,006331","0,017614","0,010323","0,007636",4,0,0,0,"2,524614","7,097483","3,51119"
256,"0,008011","0,019882","0,007801","0,007807",4,0,0,0,"2,57802","7,368565","5,265236"
257,"0,005296","0,016322","0,008012","0,008865",5,0,0,0,"2,084494","5,778551","4,09317"
258,"0,006063","0,018495","0,00759","0,009592",5,0,0,0,"3,577948","5,843639","5,274773"
259,"0,00624","0,015935","0,00893","0,009578",5,0,0,0,"2,578497","6,234407","4,059315"
260,"0,005325","0,018213","0,009849","0,009528",6,0,0,0,"3,894567","7,464409","3,756285"
261,"0,006787","0,017959","0,008818","0,008196",6,0,0,0,"3,180265","7,267237","4,299879"
262,"0,005297","0,018973","0,012327","0,013165",6,0,0,0,"2,814293","8,947611","3,736734"
263,"0,005933","0,021086","0,00917","0,011866",6,0,0,0,"2,891541","8,020401","5,478859"
264,"0,006195","0,018869","0,010383","0,009862",5,0,0,0,"2,703667","7,548571","4,054785"
265,"0,006234","0,019203","0,00918","0,010506",6,0,0,0,"2,691031","8,524895","4,530907"
266,"0,007007","0,019241","0,009311","0,010795",6,0,0,0,"4,953623","6,748438","3,933668"
267,"0,007158","0,01824","0,009891","0,010327",6,0,0,0,"4,13847","7,139683","3,945827"
268,"0,005478","0,021035","0,009535","0,01037",6,0,0,0,"3,081083","10,469198","4,199028"
269,"0,005628","0,016973","0,007271","0,01063",6,0,0,0,"3,093719","6,472588","3,958225"
270,"0,007855","0,017979","0,011395","0,009025",6,0,0,0,"2,728701","8,742809","3,71623"
271,"0,008468","0,018681","0,00836","0,011269",5,0,0,0,"3,111839","6,82807","5,766153"
272,"0,005655","0,017413","0,009253","0,009325",5,0,0,0,"3,391027","6,803751","3,547668"
273,"0,005459","0,020768","0,008786","0,016059",5,0,0,0,"5,310297","5,717993","3,925085"
274,"0,005443","0,019963","0,011185","0,011674",5,0,0,0,"6,272316","6,775856","3,712893"
275,"0,005571","0,019712","0,009866","0,013199",4,0,0,0,"6,886005","6,267786","3,592491"
276,"0,006086","0,018281","0,008513","0,014138",4,0,0,0,"2,777815","7,932186","4,054308"
277,"0,006747","0,016936","0,013092","0,016475",4,0,0,0,"2,398968","6,227493","3,931761"
278,"0,007396","0,02179","0,008005","0,011203",4,0,0,0,"5,920887","6,978035","5,150318"
279,"0,006052","0,015803","0,007055","0,010786",4,0,0,0,"3,056049","6,051064","3,781796"
280,"0,007037","0,016921","0,007808","0,01236",4,0,0,0,"2,46048","7,966042","3,461599"
281,"0,009089","0,015559","0,016486","0,014373",4,0,0,0,"2,477169","6,152153","3,983736"
282,"0,006828","0,022833","0,009244","0,012846",4,0,0,0,"4,563808","9,477615","5,460262"
