Frame,Captura,Procesamiento,Tracking,Escritura,Cantidad Objetos,Tiempo Total (ms),Tiempo por Objeto Tracking (ms),Preprocess,Inference,Postprocess,Frames Per Second
128,"0,005596","0,018301","0,005795","0,014019",9,"43,709789","0,643862","2,223730","6,468058","3,597736",
129,"0,005323","0,019677","0,006269","0,008458",9,"39,726934","0,696528","2,243519","5,876780","5,447388",
129,"0,005323","0,019677","0,006269","0,008458",9,"39,726934","0,696528","2,243519","5,876780","5,447388",
130,"0,006048","0,020328","0,005761","0,010985",8,"43,122216","0,720185","1,923323","6,147385","3,642321",
130,"0,006048","0,020328","0,005761","0,010985",8,"43,122216","0,720185","1,923323","6,147385","3,642321",
131,"0,007386","0,024951","0,006169","0,008736",8,"47,241594","0,771169","2,167702","6,286621","4,422188",
131,"0,007386","0,024951","0,006169","0,008736",8,"47,241594","0,771169","2,167702","6,286621","4,422188",
132,"0,005613","0,020650","0,005688","0,008331",8,"40,282120","0,710984","4,847288","5,840778","3,947973",
132,"0,005613","0,020650","0,005688","0,008331",8,"40,282120","0,710984","4,847288","5,840778","3,947973",
133,"0,006148","0,018885","0,006057","0,008573",8,"39,662351","0,757072","2,299309","7,053614","3,611803",
133,"0,006148","0,018885","0,006057","0,008573",8,"39,662351","0,757072","2,299309","7,053614","3,611803",
134,"0,005365","0,021265","0,005747","0,008097",8,"40,474136","0,718325","2,128363","7,817268","4,028320",
134,"0,005365","0,021265","0,005747","0,008097",8,"40,474136","0,718325","2,128363","7,817268","4,028320",
135,"0,005318","0,022066","0,006502","0,009944",8,"43,829319","0,812701","1,940012","6,077051","8,318901",
135,"0,005318","0,022066","0,006502","0,009944",8,"43,829319","0,812701","1,940012","6,077051","8,318901",
136,"0,005724","0,020173","0,005633","0,008942",8,"40,473177","0,704187","2,207518","5,800009","4,143000",
136,"0,005724","0,020173","0,005633","0,008942",8,"40,473177","0,704187","2,207518","5,800009","4,143000",
137,"0,006444","0,019141","0,006458","0,009587",8,"41,630241","0,807189","2,318621","5,827904","4,764557",
137,"0,006444","0,019141","0,006458","0,009587",8,"41,630241","0,807189","2,318621","5,827904","4,764557",
138,"0,005238","0,021797","0,005263","0,016930",8,"49,228109","0,657907","2,001524","8,181810","4,781246",
138,"0,005238","0,021797","0,005263","0,016930",8,"49,228109","0,657907","2,001524","8,181810","4,781246",
139,"0,005347","0,025532","0,006902","0,010547",8,"48,328860","0,862738","4,485369","9,010315","3,536701",
139,"0,005347","0,025532","0,006902","0,010547",8,"48,328860","0,862738","4,485369","9,010315","3,536701",
140,"0,005292","0,022094","0,005178","0,011115",8,"43,679610","0,647270","2,389193","5,881310","5,403996",
140,"0,005292","0,022094","0,005178","0,011115",8,"43,679610","0,647270","2,389193","5,881310","5,403996",
141,"0,005317","0,021985","0,005669","0,008176",8,"41,146710","0,708664","1,962185","6,071806","3,869534",
141,"0,005317","0,021985","0,005669","0,008176",8,"41,146710","0,708664","1,962185","6,071806","3,869534",
142,"0,005270","0,017406","0,004844","0,009584",8,"37,103850","0,605486","1,981258","5,899191","3,795624",
142,"0,005270","0,017406","0,004844","0,009584",8,"37,103850","0,605486","1,981258","5,899191","3,795624",
143,"0,005250","0,019369","0,006273","0,013116",8,"44,008183","0,784170","2,016544","5,792618","4,941940",
143,"0,005250","0,019369","0,006273","0,013116",8,"44,008183","0,784170","2,016544","5,792618","4,941940",
144,"0,005298","0,020435","0,005010","0,007800",8,"38,541516","0,626212","2,539158","7,803679","3,597498",
144,"0,005298","0,020435","0,005010","0,007800",8,"38,541516","0,626212","2,539158","7,803679","3,597498",
145,"0,005346","0,020601","0,006070","0,009483",8,"41,499829","0,758716","2,002716","5,786419","3,543377",
145,"0,005346","0,020601","0,006070","0,009483",8,"41,499829","0,758716","2,002716","5,786419","3,543377",
146,"0,005296","0,017710","0,006059","0,010074",8,"39,138114","0,757356","2,149343","6,264687","3,588915",
146,"0,005296","0,017710","0,006059","0,010074",8,"39,138114","0,757356","2,149343","6,264687","3,588915",
147,"0,005403","0,020823","0,005718","0,008824",8,"40,767220","0,714780","2,756357","7,048368","4,486561",
147,"0,005403","0,020823","0,005718","0,008824",8,"40,767220","0,714780","2,756357","7,048368","4,486561",
148,"0,005618","0,021555","0,004876","0,010652",8,"42,700673","0,609491","2,201080","9,961367","3,779888",
148,"0,005618","0,021555","0,004876","0,010652",8,"42,700673","0,609491","2,201080","9,961367","3,779888",
149,"0,005300","0,022078","0,008323","0,009712",8,"45,412821","1,040390","2,194643","5,930185","7,333517",
149,"0,005300","0,022078","0,008323","0,009712",8,"45,412821","1,040390","2,194643","5,930185","7,333517",
150,"0,006385","0,020751","0,005010","0,011330",8,"43,476550","0,626256","2,815247","5,713224","3,962517",
150,"0,006385","0,020751","0,005010","0,011330",8,"43,476550","0,626256","2,815247","5,713224","3,962517",
151,"0,005641","0,022119","0,005796","0,013310",8,"46,864535","0,724477","2,374411","5,787134","4,509687",
151,"0,005641","0,022119","0,005796","0,013310",8,"46,864535","0,724477","2,374411","5,787134","4,509687",
152,"0,005270","0,025277","0,006639","0,008684",8,"45,870779","0,829919","3,765583","10,013103","4,226685",
152,"0,005270","0,025277","0,006639","0,008684",8,"45,870779","0,829919","3,765583","10,013103","4,226685",
153,"0,005282","0,021287","0,005952","0,007401",8,"39,922789","0,744027","3,126860","6,837130","4,283428",
153,"0,005282","0,021287","0,005952","0,007401",8,"39,922789","0,744027","3,126860","6,837130","4,283428",
154,"0,005356","0,022190","0,005430","0,007850",8,"40,826517","0,678769","1,992226","8,717299","5,149126",
154,"0,005356","0,022190","0,005430","0,007850",8,"40,826517","0,678769","1,992226","8,717299","5,149126",
155,"0,005465","0,019793","0,005809","0,008403",8,"39,470491","0,726101","2,115726","5,752563","5,649328",
155,"0,005465","0,019793","0,005809","0,008403",8,"39,470491","0,726101","2,115726","5,752563","5,649328",
156,"0,005368","0,020310","0,004841","0,011127",8,"41,646751","0,605170","2,519369","5,844355","3,544092",
156,"0,005368","0,020310","0,004841","0,011127",8,"41,646751","0,605170","2,519369","5,844355","3,544092",
157,"0,006511","0,018603","0,006358","0,009753",8,"41,225977","0,794787","2,322674","6,832838","3,844261",
157,"0,006511","0,018603","0,006358","0,009753",8,"41,225977","0,794787","2,322674","6,832838","3,844261",
158,"0,005411","0,020300","0,007278","0,007564",8,"40,552604","0,909690","3,803015","5,862474","4,046917",
158,"0,005411","0,020300","0,007278","0,007564",8,"40,552604","0,909690","3,803015","5,862474","4,046917",
159,"0,006503","0,019630","0,005863","0,007861",8,"39,856542","0,732838","2,008915","7,323265","4,207373",
159,"0,006503","0,019630","0,005863","0,007861",8,"39,856542","0,732838","2,008915","7,323265","4,207373",
160,"0,005384","0,018097","0,004594","0,008222",8,"36,296638","0,574224","2,077103","6,045818","3,751516",
160,"0,005384","0,018097","0,004594","0,008222",8,"36,296638","0,574224","2,077103","6,045818","3,751516",
161,"0,008536","0,017285","0,006013","0,008944",7,"40,777905","0,859017","2,222300","5,756855","4,194498",
161,"0,008536","0,017285","0,006013","0,008944",7,"40,777905","0,859017","2,222300","5,756855","4,194498",
162,"0,005479","0,020507","0,006251","0,009467",8,"41,704101","0,781382","1,925707","8,428574","3,864288",
162,"0,005479","0,020507","0,006251","0,009467",8,"41,704101","0,781382","1,925707","8,428574","3,864288",
163,"0,006654","0,025894","0,005438","0,007811",8,"45,797684","0,679781","2,102137","6,073475","9,339094",
163,"0,006654","0,025894","0,005438","0,007811",8,"45,797684","0,679781","2,102137","6,073475","9,339094",
164,"0,005379","0,022129","0,005147","0,008787",8,"41,441613","0,643330","4,224300","5,810738","3,663778",
164,"0,005379","0,022129","0,005147","0,008787",8,"41,441613","0,643330","4,224300","5,810738","3,663778",
165,"0,007581","0,021721","0,005936","0,011856",8,"47,094793","0,742055","2,087593","6,195068","4,202366",
165,"0,007581","0,021721","0,005936","0,011856",8,"47,094793","0,742055","2,087593","6,195068","4,202366",
166,"0,005517","0,017965","0,005345","0,007722",8,"36,548853","0,668100","2,304792","5,741119","3,703356",
166,"0,005517","0,017965","0,005345","0,007722",8,"36,548853","0,668100","2,304792","5,741119","3,703356",
167,"0,005350","0,023177","0,005648","0,007987",8,"42,160878","0,705948","2,032280","8,761883","6,255865",
167,"0,005350","0,023177","0,005648","0,007987",8,"42,160878","0,705948","2,032280","8,761883","6,255865",
168,"0,005352","0,021233","0,005036","0,008291",8,"39,912835","0,629549","2,186775","7,583618","4,184484",
168,"0,005352","0,021233","0,005036","0,008291",8,"39,912835","0,629549","2,186775","7,583618","4,184484",
169,"0,005392","0,021053","0,005900","0,008003",8,"40,347818","0,737502","2,218723","6,096601","4,883528",
169,"0,005392","0,021053","0,005900","0,008003",8,"40,347818","0,737502","2,218723","6,096601","4,883528",
170,"0,006566","0,018775","0,006130","0,008775",8,"40,246848","0,766261","2,248287","6,114483","3,963709",
170,"0,006566","0,018775","0,006130","0,008775",8,"40,246848","0,766261","2,248287","6,114483","3,963709",
171,"0,005432","0,019104","0,005650","0,008615",8,"38,800094","0,706211","2,444983","5,874634","4,808187",
171,"0,005432","0,019104","0,005650","0,008615",8,"38,800094","0,706211","2,444983","5,874634","4,808187",
172,"0,005565","0,022393","0,005528","0,008280",8,"41,766697","0,691026","3,381252","8,121729","3,574610",
172,"0,005565","0,022393","0,005528","0,008280",8,"41,766697","0,691026","3,381252","8,121729","3,574610",
173,"0,005294","0,022359","0,005600","0,007628",7,"40,880475","0,799962","3,574133","6,685495","3,741741",
173,"0,005294","0,022359","0,005600","0,007628",7,"40,880475","0,799962","3,574133","6,685495","3,741741",
174,"0,005359","0,018206","0,005493","0,010746",8,"39,803642","0,686594","2,350092","6,137848","3,694057",
174,"0,005359","0,018206","0,005493","0,010746",8,"39,803642","0,686594","2,350092","6,137848","3,694057",
175,"0,005384","0,022698","0,007330","0,007445",8,"42,857229","0,916286","2,109528","7,428885","4,185438",
175,"0,005384","0,022698","0,007330","0,007445",8,"42,857229","0,916286","2,109528","7,428885","4,185438",
176,"0,005329","0,023853","0,005899","0,011997",8,"47,076966","0,737318","3,759623","9,017467","3,735781",
176,"0,005329","0,023853","0,005899","0,011997",8,"47,076966","0,737318","3,759623","9,017467","3,735781",
177,"0,005479","0,020968","0,006173","0,008915",8,"41,533717","0,771581","2,456665","8,997679","3,490686",
177,"0,005479","0,020968","0,006173","0,008915",8,"41,533717","0,771581","2,456665","8,997679","3,490686",
178,"0,006326","0,020667","0,005241","0,008113",8,"40,348009","0,655171","2,162695","5,965710","5,850077",
178,"0,006326","0,020667","0,005241","0,008113",8,"40,348009","0,655171","2,162695","5,965710","5,850077",
179,"0,006192","0,018557","0,005916","0,008755",8,"39,420181","0,739530","2,357721","5,832434","4,647017",
179,"0,006192","0,018557","0,005916","0,008755",8,"39,420181","0,739530","2,357721","5,832434","4,647017",
180,"0,005681","0,019755","0,006206","0,009004",8,"40,645188","0,775730","2,006769","7,076263","4,625082",
180,"0,005681","0,019755","0,006206","0,009004",8,"40,645188","0,775730","2,006769","7,076263","4,625082",
181,"0,005496","0,020640","0,006801","0,008212",7,"41,148274","0,971562","2,321720","7,936001","4,235744",
181,"0,005496","0,020640","0,006801","0,008212",7,"41,148274","0,971562","2,321720","7,936001","4,235744",
182,"0,005303","0,021905","0,005317","0,008821",7,"41,346981","0,759625","2,117872","6,163836","7,119894",
182,"0,005303","0,021905","0,005317","0,008821",7,"41,346981","0,759625","2,117872","6,163836","7,119894",
183,"0,006506","0,022592","0,005678","0,008875",8,"43,650419","0,709732","2,437353","7,482052","4,135132",
183,"0,006506","0,022592","0,005678","0,008875",8,"43,650419","0,709732","2,437353","7,482052","4,135132",
184,"0,008457","0,019799","0,005973","0,008692",8,"42,921009","0,746635","3,884554","6,057978","3,858566",
184,"0,008457","0,019799","0,005973","0,008692",8,"42,921009","0,746635","3,884554","6,057978","3,858566",
185,"0,007636","0,020039","0,008193","0,007510",9,"43,377050","0,910293","3,264666","5,779982","4,438162",
185,"0,007636","0,020039","0,008193","0,007510",9,"43,377050","0,910293","3,264666","5,779982","4,438162",
186,"0,005293","0,020557","0,005187","0,007564",9,"38,600172","0,576350","2,202272","8,640289","3,838062",
186,"0,005293","0,020557","0,005187","0,007564",9,"38,600172","0,576350","2,202272","8,640289","3,838062",
187,"0,005505","0,019815","0,006137","0,008944",8,"40,401135","0,767077","2,201319","5,756855","3,679276",
187,"0,005505","0,019815","0,006137","0,008944",8,"40,401135","0,767077","2,201319","5,756855","3,679276",
188,"0,005621","0,017023","0,005389","0,008423",8,"36,456011","0,673565","2,106190","5,707264","3,788948",
188,"0,005621","0,017023","0,005389","0,008423",8,"36,456011","0,673565","2,106190","5,707264","3,788948",
189,"0,005437","0,022512","0,006307","0,007615",8,"41,870771","0,788387","2,197504","10,336876","4,054070",
189,"0,005437","0,022512","0,006307","0,007615",8,"41,870771","0,788387","2,197504","10,336876","4,054070",
190,"0,005614","0,024904","0,005138","0,007792",8,"43,447840","0,642258","3,695011","8,444786","4,270315",
190,"0,005614","0,024904","0,005138","0,007792",8,"43,447840","0,642258","3,695011","8,444786","4,270315",
191,"0,006139","0,021086","0,007299","0,007971",8,"42,495306","0,912414","2,277136","5,851984","7,442951",
191,"0,006139","0,021086","0,007299","0,007971",8,"42,495306","0,912414","2,277136","5,851984","7,442951",
192,"0,007505","0,020044","0,005072","0,008777",8,"41,397766","0,633961","2,036095","6,151676","3,698826",
192,"0,007505","0,020044","0,005072","0,008777",8,"41,397766","0,633961","2,036095","6,151676","3,698826",
193,"0,006088","0,017590","0,008404","0,009281",8,"41,362338","1,050518","2,164841","5,790710","3,787041",
193,"0,006088","0,017590","0,008404","0,009281",8,"41,362338","1,050518","2,164841","5,790710","3,787041",
194,"0,005266","0,020659","0,005331","0,008068",8,"39,324106","0,666428","2,943754","7,011175","3,888369",
194,"0,005266","0,020659","0,005331","0,008068",8,"39,324106","0,666428","2,943754","7,011175","3,888369",
195,"0,005650","0,019871","0,006535","0,008820",7,"40,876278","0,933624","2,110481","5,948544","5,816221",
195,"0,005650","0,019871","0,006535","0,008820",7,"40,876278","0,933624","2,110481","5,948544","5,816221",
196,"0,005483","0,021138","0,005479","0,007992",8,"40,091888","0,684890","2,229929","5,826235","4,645586",
196,"0,005483","0,021138","0,005479","0,007992",8,"40,091888","0,684890","2,229929","5,826235","4,645586",
197,"0,007799","0,019821","0,006092","0,008599",8,"42,309974","0,761440","2,295494","6,870031","4,732847",
197,"0,007799","0,019821","0,006092","0,008599",8,"42,309974","0,761440","2,295494","6,870031","4,732847",
198,"0,005436","0,018259","0,004930","0,012402",8,"41,028067","0,616251","2,375126","5,869865","3,956079",
198,"0,005436","0,018259","0,004930","0,012402",8,"41,028067","0,616251","2,375126","5,869865","3,956079",
199,"0,005617","0,022503","0,005705","0,008388",8,"42,213165","0,713152","2,143621","6,153822","8,166552",
199,"0,005617","0,022503","0,005705","0,008388",8,"42,213165","0,713152","2,143621","6,153822","8,166552",
200,"0,005994","0,022398","0,005453","0,008267",8,"42,111460","0,681621","2,771854","5,843163","3,882647",
200,"0,005994","0,022398","0,005453","0,008267",8,"42,111460","0,681621","2,771854","5,843163","3,882647",
201,"0,007454","0,018925","0,005598","0,007567",8,"39,544671","0,699735","2,013206","6,918430","4,215002",
201,"0,007454","0,018925","0,005598","0,007567",8,"39,544671","0,699735","2,013206","6,918430","4,215002",
202,"0,008159","0,017885","0,005020","0,008996",8,"40,060364","0,627488","2,218246","6,186247","3,628016",
202,"0,008159","0,017885","0,005020","0,008996",8,"40,060364","0,627488","2,218246","6,186247","3,628016",
203,"0,005585","0,019936","0,007276","0,007881",8,"40,677380","0,909442","2,118587","7,757187","4,497766",
203,"0,005585","0,019936","0,007276","0,007881",8,"40,677380","0,909442","2,118587","7,757187","4,497766",
204,"0,007091","0,019641","0,004830","0,008272",8,"39,833463","0,603702","2,381325","5,945444","3,661633",
204,"0,007091","0,019641","0,004830","0,008272",8,"39,833463","0,603702","2,381325","5,945444","3,661633",
205,"0,009434","0,018034","0,005866","0,012416",8,"45,749898","0,733238","2,163649","5,779028","4,112005",
205,"0,009434","0,018034","0,005866","0,012416",8,"45,749898","0,733238","2,163649","5,779028","4,112005",
206,"0,005350","0,020885","0,005052","0,009856",8,"41,143596","0,631545","3,703594","6,526709","4,639387",
206,"0,005350","0,020885","0,005052","0,009856",8,"41,143596","0,631545","3,703594","6,526709","4,639387",
207,"0,005847","0,022962","0,006059","0,008617",7,"43,486271","0,865632","2,370834","8,542538","4,065514",
207,"0,005847","0,022962","0,006059","0,008617",7,"43,486271","0,865632","2,370834","8,542538","4,065514",
208,"0,005353","0,021447","0,004827","0,008169",8,"39,797364","0,603434","2,402544","6,139994","4,004478",
208,"0,005353","0,021447","0,004827","0,008169",8,"39,797364","0,603434","2,402544","6,139994","4,004478",
209,"0,005344","0,017704","0,005945","0,008721",8,"37,713850","0,743183","1,996279","5,881786","3,618479",
209,"0,005344","0,017704","0,005945","0,008721",8,"37,713850","0,743183","1,996279","5,881786","3,618479",
210,"0,005459","0,017617","0,004650","0,007980",8,"35,706756","0,581296","2,247095","5,856276","3,749609",
210,"0,005459","0,017617","0,004650","0,007980",8,"35,706756","0,581296","2,247095","5,856276","3,749609",
211,"0,006529","0,022369","0,006596","0,008318",8,"43,811197","0,824442","4,730225","8,143663","3,607035",
211,"0,006529","0,022369","0,006596","0,008318",8,"43,811197","0,824442","4,730225","8,143663","3,607035",
212,"0,006310","0,019968","0,005592","0,008218",8,"40,086927","0,698979","2,279758","5,871058","5,579472",
212,"0,006310","0,019968","0,005592","0,008218",8,"40,086927","0,698979","2,279758","5,871058","5,579472",
213,"0,005678","0,020868","0,006954","0,010920",9,"44,420181","0,772656","2,020121","6,869555","4,804134",
213,"0,005678","0,020868","0,006954","0,010920",9,"44,420181","0,772656","2,020121","6,869555","4,804134",
214,"0,005997","0,018304","0,006527","0,010137",9,"40,964191","0,725196","2,684355","5,791426","4,316568",
214,"0,005997","0,018304","0,006527","0,010137",9,"40,964191","0,725196","2,684355","5,791426","4,316568",
215,"0,005413","0,022077","0,010374","0,009521",10,"47,384030","1,037351","2,003908","9,212255","4,864216",
215,"0,005413","0,022077","0,010374","0,009521",10,"47,384030","1,037351","2,003908","9,212255","4,864216",
216,"0,005430","0,021131","0,008049","0,007509",9,"42,120645","0,894374","2,500057","5,865574","3,947020",
216,"0,005430","0,021131","0,008049","0,007509",9,"42,120645","0,894374","2,500057","5,865574","3,947020",
217,"0,005482","0,021117","0,008126","0,011105",10,"45,829970","0,812601","2,315283","6,117582","4,351616",
217,"0,005482","0,021117","0,008126","0,011105",10,"45,829970","0,812601","2,315283","6,117582","4,351616",
218,"0,005437","0,018712","0,007818","0,008818",10,"40,786285","0,781840","2,242804","6,119967","3,653288",
218,"0,005437","0,018712","0,007818","0,008818",10,"40,786285","0,781840","2,242804","6,119967","3,653288",
219,"0,005985","0,019700","0,007517","0,009319",10,"42,521130","0,751661","3,420353","6,605864","3,780842",
219,"0,005985","0,019700","0,007517","0,009319",10,"42,521130","0,751661","3,420353","6,605864","3,780842",
220,"0,005554","0,022162","0,008015","0,010655",11,"46,386722","0,728668","2,882004","5,886078","5,295277",
220,"0,005554","0,022162","0,008015","0,010655",11,"46,386722","0,728668","2,882004","5,886078","5,295277",
221,"0,006151","0,024260","0,008015","0,008656",10,"47,082563","0,801496","2,416611","5,772352","3,572464",
221,"0,006151","0,024260","0,008015","0,008656",10,"47,082563","0,801496","2,416611","5,772352","3,572464",
222,"0,006226","0,022031","0,008724","0,010933",14,"47,913901","0,623167","2,327919","5,822420","3,646135",
222,"0,006226","0,022031","0,008724","0,010933",14,"47,913901","0,623167","2,327919","5,822420","3,646135",
223,"0,005377","0,020658","0,007845","0,009113",13,"42,993429","0,603498","2,806664","7,653952","3,849506",
223,"0,005377","0,020658","0,007845","0,009113",13,"42,993429","0,603498","2,806664","7,653952","3,849506",
224,"0,005573","0,021274","0,008387","0,013457",15,"48,690099","0,559105","3,073931","7,720470","4,289150",
224,"0,005573","0,021274","0,008387","0,013457",15,"48,690099","0,559105","3,073931","7,720470","4,289150",
225,"0,005463","0,022196","0,008240","0,009990",13,"45,889144","0,633849","3,195047","7,627487","4,456758",
225,"0,005463","0,022196","0,008240","0,009990",13,"45,889144","0,633849","3,195047","7,627487","4,456758",
226,"0,006549","0,021951","0,008184","0,011363",15,"48,046778","0,545574","2,025366","5,780220","6,098509",
226,"0,006549","0,021951","0,008184","0,011363",15,"48,046778","0,545574","2,025366","5,780220","6,098509",
227,"0,008308","0,021792","0,010830","0,009864",14,"50,793457","0,773544","2,031088","5,917311","6,492376",
227,"0,008308","0,021792","0,010830","0,009864",14,"50,793457","0,773544","2,031088","5,917311","6,492376",
228,"0,005807","0,025704","0,009236","0,009703",13,"50,450033","0,710442","2,084494","6,070852","4,780054",
228,"0,005807","0,025704","0,009236","0,009703",13,"50,450033","0,710442","2,084494","6,070852","4,780054",
229,"0,005324","0,020284","0,007832","0,009515",13,"42,954159","0,602442","2,305269","5,810738","3,876925",
229,"0,005324","0,020284","0,007832","0,009515",13,"42,954159","0,602442","2,305269","5,810738","3,876925",
230,"0,005349","0,019708","0,008456","0,011196",14,"44,710222","0,604031","2,372980","5,798340","3,750563",
230,"0,005349","0,019708","0,008456","0,011196",14,"44,710222","0,604031","2,372980","5,798340","3,750563",
231,"0,005533","0,022108","0,007628","0,010121",13,"45,389897","0,586785","2,839327","7,743359","3,718853",
231,"0,005533","0,022108","0,007628","0,010121",13,"45,389897","0,586785","2,839327","7,743359","3,718853",
232,"0,005787","0,028836","0,007091","0,010460",14,"52,174186","0,506528","7,083893","7,677794","4,634857",
232,"0,005787","0,028836","0,007091","0,010460",14,"52,174186","0,506528","7,083893","7,677794","4,634857",
233,"0,006890","0,021387","0,009642","0,009972",14,"47,891335","0,688729","2,632141","6,059170","5,451202",
233,"0,006890","0,021387","0,009642","0,009972",14,"47,891335","0,688729","2,632141","6,059170","5,451202",
234,"0,006785","0,021365","0,008114","0,012059",13,"48,321934","0,624157","2,447844","5,808115","3,858805",
234,"0,006785","0,021365","0,008114","0,012059",13,"48,321934","0,624157","2,447844","5,808115","3,858805",
235,"0,005532","0,018926","0,008327","0,014555",13,"47,340248","0,640569","2,326727","6,142139","3,795147",
235,"0,005532","0,018926","0,008327","0,014555",13,"47,340248","0,640569","2,326727","6,142139","3,795147",
236,"0,005548","0,020261","0,010861","0,012792",14,"49,461972","0,775756","3,104925","5,842686","3,926039",
236,"0,005548","0,020261","0,010861","0,012792",14,"49,461972","0,775756","3,104925","5,842686","3,926039",
237,"0,006340","0,021706","0,009384","0,009312",14,"46,742881","0,670286","2,214432","8,701801","4,132271",
237,"0,006340","0,021706","0,009384","0,009312",14,"46,742881","0,670286","2,214432","8,701801","4,132271",
238,"0,005297","0,027980","0,007090","0,010382",13,"50,749031","0,545346","2,206564","11,454105","4,780293",
238,"0,005297","0,027980","0,007090","0,010382",13,"50,749031","0,545346","2,206564","11,454105","4,780293",
239,"0,005321","0,022397","0,007178","0,008737",13,"43,632040","0,552131","2,469301","5,926609","5,897284",
239,"0,005321","0,022397","0,007178","0,008737",13,"43,632040","0,552131","2,469301","5,926609","5,897284",
240,"0,005339","0,019439","0,006911","0,010129",13,"41,816968","0,531578","2,330542","6,160498","3,835440",
240,"0,005339","0,019439","0,006911","0,010129",13,"41,816968","0,531578","2,330542","6,160498","3,835440",
241,"0,005367","0,021805","0,007786","0,009036",13,"43,993481","0,598919","2,612829","6,384134","5,693674",
241,"0,005367","0,021805","0,007786","0,009036",13,"43,993481","0,598919","2,612829","6,384134","5,693674",
242,"0,005389","0,021018","0,010258","0,010517",14,"47,182152","0,732706","3,353119","5,869389","4,302740",
242,"0,005389","0,021018","0,010258","0,010517",14,"47,182152","0,732706","3,353119","5,869389","4,302740",
243,"0,005325","0,021136","0,008640","0,009608",14,"44,709577","0,617171","2,313137","8,435011","3,843546",
243,"0,005325","0,021136","0,008640","0,009608",14,"44,709577","0,617171","2,313137","8,435011","3,843546",
244,"0,006327","0,020276","0,008315","0,010032",14,"44,950207","0,593960","2,360821","6,096601","4,768848",
244,"0,006327","0,020276","0,008315","0,010032",14,"44,950207","0,593960","2,360821","6,096601","4,768848",
245,"0,005337","0,020418","0,007313","0,008677",14,"41,744735","0,522392","2,071619","5,949497","4,687309",
245,"0,005337","0,020418","0,007313","0,008677",14,"41,744735","0,522392","2,071619","5,949497","4,687309",
246,"0,005393","0,019724","0,007248","0,009386",13,"41,751200","0,557524","2,155542","6,133795","4,631758",
246,"0,005393","0,019724","0,007248","0,009386",13,"41,751200","0,557524","2,155542","6,133795","4,631758",
247,"0,009118","0,023506","0,007100","0,008778",14,"48,501660","0,507108","2,624035","7,830858","4,937410",
247,"0,009118","0,023506","0,007100","0,008778",14,"48,501660","0,507108","2,624035","7,830858","4,937410",
248,"0,007552","0,022248","0,007504","0,011603",14,"48,906915","0,536030","2,925158","5,975008","4,411936",
248,"0,007552","0,022248","0,007504","0,011603",14,"48,906915","0,536030","2,925158","5,975008","4,411936",
249,"0,006513","0,021160","0,007612","0,009135",14,"44,419536","0,543697","2,206564","5,828857","4,248857",
249,"0,006513","0,021160","0,007612","0,009135",14,"44,419536","0,543697","2,206564","5,828857","4,248857",
250,"0,005339","0,019659","0,007251","0,011230",15,"43,479546","0,483427","2,318859","7,017136","3,627539",
250,"0,005339","0,019659","0,007251","0,011230",15,"43,479546","0,483427","2,318859","7,017136","3,627539",
251,"0,006928","0,018985","0,008346","0,010373",14,"44,630882","0,596122","2,325535","6,003380","4,089355",
251,"0,006928","0,018985","0,008346","0,010373",14,"44,630882","0,596122","2,325535","6,003380","4,089355",
252,"0,005576","0,027698","0,007202","0,012383",13,"52,858244","0,554002","2,166271","12,655020","4,067183",
252,"0,005576","0,027698","0,007202","0,012383",13,"52,858244","0,554002","2,166271","12,655020","4,067183",
253,"0,005306","0,021689","0,007427","0,009737",14,"44,158007","0,530480","2,357244","8,942366","3,871202",
253,"0,005306","0,021689","0,007427","0,009737",14,"44,158007","0,530480","2,357244","8,942366","3,871202",
254,"0,007628","0,021271","0,007341","0,009732",13,"45,972506","0,564666","2,132893","5,836964","6,025076",
254,"0,007628","0,021271","0,007341","0,009732",13,"45,972506","0,564666","2,132893","5,836964","6,025076",
255,"0,006224","0,020023","0,007509","0,008495",12,"42,251372","0,625768","2,090693","7,308483","3,849983",
255,"0,006224","0,020023","0,007509","0,008495",12,"42,251372","0,625768","2,090693","7,308483","3,849983",
256,"0,005336","0,018383","0,010165","0,010667",13,"44,550684","0,781958","2,233744","5,757570","3,899097",
256,"0,005336","0,018383","0,010165","0,010667",13,"44,550684","0,781958","2,233744","5,757570","3,899097",
257,"0,005411","0,020613","0,008655","0,009263",13,"43,942438","0,665783","2,449512","7,448912","4,391432",
257,"0,005411","0,020613","0,008655","0,009263",13,"43,942438","0,665783","2,449512","7,448912","4,391432",
258,"0,006373","0,021097","0,009764","0,009410",14,"46,644088","0,697450","2,113104","5,852461","6,180763",
258,"0,006373","0,021097","0,009764","0,009410",14,"46,644088","0,697450","2,113104","5,852461","6,180763",
259,"0,007434","0,022499","0,008489","0,009815",14,"48,237445","0,606354","2,055168","6,082296","4,934072",
259,"0,007434","0,022499","0,008489","0,009815",14,"48,237445","0,606354","2,055168","6,082296","4,934072",
260,"0,005712","0,019719","0,008458","0,010807",14,"44,696039","0,604166","2,563953","6,227732","4,578114",
260,"0,005712","0,019719","0,008458","0,010807",14,"44,696039","0,604166","2,563953","6,227732","4,578114",
261,"0,005817","0,023101","0,008818","0,008419",14,"46,154474","0,629839","2,163887","5,820751","5,598068",
261,"0,005817","0,023101","0,008818","0,008419",14,"46,154474","0,629839","2,163887","5,820751","5,598068",
