Frame,Captura,Procesamiento,Tracking,Escritura,Cantidad Objetos,Tiempo Total (ms),Tiempo por Objeto Tracking (ms),Preprocess,Inference,Postprocess,Frames Per Second
262,"0,005680","0,022381","0,009463","0,009834",15,"47,358549","0,630896","3,446102","6,978989","4,682302",
262,"0,005680","0,022381","0,009463","0,009834",15,"47,358549","0,630896","3,446102","6,978989","4,682302",
263,"0,005565","0,021170","0,011855","0,009058",16,"47,648240","0,740942","4,380465","5,851030","3,970861",
263,"0,005565","0,021170","0,011855","0,009058",16,"47,648240","0,740942","4,380465","5,851030","3,970861",
264,"0,005322","0,021626","0,010938","0,009390",18,"47,275761","0,607669","2,918005","8,199930","4,170895",
264,"0,005322","0,021626","0,010938","0,009390",18,"47,275761","0,607669","2,918005","8,199930","4,170895",
265,"0,005576","0,024184","0,017802","0,011758",17,"59,319814","1,047166","2,446651","5,833387","3,631592",
265,"0,005576","0,024184","0,017802","0,011758",17,"59,319814","1,047166","2,446651","5,833387","3,631592",
266,"0,005894","0,020742","0,010212","0,013424",19,"50,272092","0,537488","2,300739","5,987167","3,729343",
266,"0,005894","0,020742","0,010212","0,013424",19,"50,272092","0,537488","2,300739","5,987167","3,729343",
267,"0,008911","0,021767","0,010832","0,015056",21,"56,566001","0,515813","2,666950","6,067276","4,784107",
267,"0,008911","0,021767","0,010832","0,015056",21,"56,566001","0,515813","2,666950","6,067276","4,784107",
268,"0,005988","0,019377","0,012357","0,011780",22,"49,502456","0,561693","2,230644","6,686211","3,768921",
268,"0,005988","0,019377","0,012357","0,011780",22,"49,502456","0,561693","2,230644","6,686211","3,768921",
269,"0,005569","0,022408","0,012467","0,012673",23,"53,116922","0,542037","2,149820","5,846024","6,310225",
269,"0,005569","0,022408","0,012467","0,012673",23,"53,116922","0,542037","2,149820","5,846024","6,310225",
270,"0,005601","0,021857","0,014353","0,012041",24,"53,851355","0,598048","1,982689","9,572983","3,862858",
270,"0,005601","0,021857","0,014353","0,012041",24,"53,851355","0,598048","1,982689","9,572983","3,862858",
271,"0,005600","0,022632","0,012796","0,011040",23,"52,066844","0,556327","2,207994","5,811453","4,905462",
271,"0,005600","0,022632","0,012796","0,011040",23,"52,066844","0,556327","2,207994","5,811453","4,905462",
272,"0,005446","0,026016","0,012098","0,012129",25,"55,689245","0,483913","3,249168","5,823374","5,166054",
272,"0,005446","0,026016","0,012098","0,012129",25,"55,689245","0,483913","3,249168","5,823374","5,166054",
273,"0,005665","0,021073","0,016330","0,011343",21,"54,411147","0,777627","2,605677","5,900860","5,122185",
273,"0,005665","0,021073","0,016330","0,011343",21,"54,411147","0,777627","2,605677","5,900860","5,122185",
274,"0,005389","0,020329","0,013185","0,012455",24,"51,358168","0,549372","2,387524","5,685568","4,756451",
274,"0,005389","0,020329","0,013185","0,012455",24,"51,358168","0,549372","2,387524","5,685568","4,756451",
275,"0,007883","0,021436","0,014128","0,012433",24,"55,880206","0,588663","2,881289","6,091356","3,607035",
275,"0,007883","0,021436","0,014128","0,012433",24,"55,880206","0,588663","2,881289","6,091356","3,607035",
276,"0,005425","0,026341","0,012149","0,012208",24,"56,124325","0,506223","2,714634","8,972406","3,875256",
276,"0,005425","0,026341","0,012149","0,012208",24,"56,124325","0,506223","2,714634","8,972406","3,875256",
277,"0,008492","0,024546","0,010531","0,012913",24,"56,482725","0,438802","2,774000","8,447409","5,089283",
277,"0,008492","0,024546","0,010531","0,012913",24,"56,482725","0,438802","2,774000","8,447409","5,089283",
278,"0,005718","0,022487","0,012921","0,016462",23,"57,587206","0,561766","2,156258","5,849600","4,087925",
278,"0,005718","0,022487","0,012921","0,016462",23,"57,587206","0,561766","2,156258","5,849600","4,087925",
279,"0,005494","0,022038","0,011064","0,014723",23,"53,320074","0,481032","1,975298","6,023407","4,165173",
279,"0,005494","0,022038","0,011064","0,014723",23,"53,320074","0,481032","1,975298","6,023407","4,165173",
280,"0,007034","0,027159","0,014934","0,015384",24,"64,510387","0,622230","2,110720","9,641409","4,902601",
280,"0,007034","0,027159","0,014934","0,015384",24,"64,510387","0,622230","2,110720","9,641409","4,902601",
281,"0,006025","0,021656","0,012336","0,012464",24,"52,481181","0,513997","2,526760","6,476164","5,091429",
281,"0,006025","0,021656","0,012336","0,012464",24,"52,481181","0,513997","2,526760","6,476164","5,091429",
282,"0,006359","0,026077","0,011212","0,014385",24,"58,032687","0,467155","3,219604","9,281874","6,429911",
282,"0,006359","0,026077","0,011212","0,014385",24,"58,032687","0,467155","3,219604","9,281874","6,429911",
283,"0,005346","0,023771","0,013489","0,014905",23,"57,511167","0,586490","2,045870","7,975578","5,671501",
283,"0,005346","0,023771","0,013489","0,014905",23,"57,511167","0,586490","2,045870","7,975578","5,671501",
284,"0,005735","0,024677","0,010996","0,016120",23,"57,527873","0,478098","2,098083","8,399963","5,072117",
284,"0,005735","0,024677","0,010996","0,016120",23,"57,527873","0,478098","2,098083","8,399963","5,072117",
285,"0,005412","0,028574","0,011467","0,012539",23,"57,992009","0,498550","1,952410","6,027222","7,325649",
285,"0,005412","0,028574","0,011467","0,012539",23,"57,992009","0,498550","1,952410","6,027222","7,325649",
286,"0,005394","0,022404","0,010543","0,012841",23,"51,181739","0,458385","2,227545","8,440018","4,898071",
286,"0,005394","0,022404","0,010543","0,012841",23,"51,181739","0,458385","2,227545","8,440018","4,898071",
287,"0,005723","0,022906","0,009942","0,011850",23,"50,420613","0,432259","2,785444","6,155968","3,889084",
287,"0,005723","0,022906","0,009942","0,011850",23,"50,420613","0,432259","2,785444","6,155968","3,889084",
288,"0,005412","0,026882","0,011104","0,011730",23,"55,128363","0,482772","2,539158","9,468079","3,764868",
288,"0,005412","0,026882","0,011104","0,011730",23,"55,128363","0,482772","2,539158","9,468079","3,764868",
289,"0,005960","0,019045","0,010842","0,011880",24,"47,727058","0,451746","2,173424","6,180048","3,686428",
289,"0,005960","0,019045","0,010842","0,011880",24,"47,727058","0,451746","2,173424","6,180048","3,686428",
290,"0,006409","0,019984","0,014037","0,012964",22,"53,393040","0,638030","3,719091","5,793810","3,586531",
290,"0,006409","0,019984","0,014037","0,012964",22,"53,393040","0,638030","3,719091","5,793810","3,586531",
291,"0,005440","0,022607","0,010091","0,011937",21,"50,075238","0,480535","1,954079","8,721113","5,153894",
291,"0,005440","0,022607","0,010091","0,011937",21,"50,075238","0,480535","1,954079","8,721113","5,153894",
292,"0,005423","0,023285","0,010660","0,014080",21,"53,448435","0,507642","2,157688","7,974863","5,733013",
292,"0,005423","0,023285","0,010660","0,014080",21,"53,448435","0,507642","2,157688","7,974863","5,733013",
293,"0,005359","0,023732","0,011719","0,012664",21,"53,473942","0,558034","2,493382","5,819082","6,579638",
293,"0,005359","0,023732","0,011719","0,012664",21,"53,473942","0,558034","2,493382","5,819082","6,579638",
294,"0,005360","0,020274","0,013139","0,011922",20,"50,694558","0,656944","1,900434","6,102800","5,681276",
294,"0,005360","0,020274","0,013139","0,011922",20,"50,694558","0,656944","1,900434","6,102800","5,681276",
295,"0,005455","0,022101","0,013097","0,010801",20,"51,452993","0,654839","2,207279","5,830050","4,722118",
295,"0,005455","0,022101","0,013097","0,010801",20,"51,452993","0,654839","2,207279","5,830050","4,722118",
296,"0,005714","0,020562","0,009865","0,012228",21,"48,369038","0,469766","1,931667","6,579399","3,674746",
296,"0,005714","0,020562","0,009865","0,012228",21,"48,369038","0,469766","1,931667","6,579399","3,674746",
297,"0,005377","0,023999","0,010235","0,014317",21,"53,927584","0,487379","2,797365","6,591558","6,265879",
297,"0,005377","0,023999","0,010235","0,014317",21,"53,927584","0,487379","2,797365","6,591558","6,265879",
298,"0,005397","0,022303","0,009217","0,012737",20,"49,654526","0,460865","2,981424","6,434202","3,784180",
298,"0,005397","0,022303","0,009217","0,012737",20,"49,654526","0,460865","2,981424","6,434202","3,784180",
299,"0,005385","0,021540","0,010845","0,011188",20,"48,957858","0,542263","2,440453","8,013964","4,025221",
299,"0,005385","0,021540","0,010845","0,011188",20,"48,957858","0,542263","2,440453","8,013964","4,025221",
300,"0,005394","0,024234","0,013135","0,010302",20,"53,065554","0,656742","2,254009","6,264925","5,125523",
300,"0,005394","0,024234","0,013135","0,010302",20,"53,065554","0,656742","2,254009","6,264925","5,125523",
301,"0,005359","0,026369","0,010273","0,012178",20,"54,179797","0,513668","5,607605","5,677462","4,630089",
301,"0,005359","0,026369","0,010273","0,012178",20,"54,179797","0,513668","5,607605","5,677462","4,630089",
302,"0,006011","0,021249","0,009794","0,012374",20,"49,427373","0,489705","4,384518","5,764484","3,718138",
302,"0,006011","0,021249","0,009794","0,012374",20,"49,427373","0,489705","4,384518","5,764484","3,718138",
303,"0,005436","0,022239","0,009772","0,012506",21,"49,953178","0,465331","1,908541","9,136438","4,610777",
303,"0,005436","0,022239","0,009772","0,012506",21,"49,953178","0,465331","1,908541","9,136438","4,610777",
304,"0,005454","0,022282","0,009248","0,012558",21,"49,541750","0,440390","1,972675","5,747318","8,083344",
304,"0,005454","0,022282","0,009248","0,012558",21,"49,541750","0,440390","1,972675","5,747318","8,083344",
305,"0,005387","0,027928","0,010454","0,010470",21,"54,238618","0,497800","1,875401","6,210089","11,703730",
305,"0,005387","0,027928","0,010454","0,010470",21,"54,238618","0,497800","1,875401","6,210089","11,703730",
306,"0,005420","0,024110","0,009056","0,013135",19,"51,720023","0,476625","2,249241","7,096529","5,317211",
306,"0,005420","0,024110","0,009056","0,013135",19,"51,720023","0,476625","2,249241","7,096529","5,317211",
307,"0,005389","0,020435","0,010517","0,010441",18,"46,782428","0,584262","1,935244","7,156134","4,915237",
307,"0,005389","0,020435","0,010517","0,010441",18,"46,782428","0,584262","1,935244","7,156134","4,915237",
308,"0,005659","0,022104","0,010235","0,012775",19,"50,774562","0,538706","3,594160","6,649733","5,529404",
308,"0,005659","0,022104","0,010235","0,012775",19,"50,774562","0,538706","3,594160","6,649733","5,529404",
309,"0,005283","0,021052","0,012260","0,011887",19,"50,482308","0,645284","2,152681","7,778168","4,862070",
309,"0,005283","0,021052","0,012260","0,011887",19,"50,482308","0,645284","2,152681","7,778168","4,862070",
310,"0,005454","0,027134","0,010679","0,013864",20,"57,129304","0,533931","2,089739","6,123304","4,021883",
310,"0,005454","0,027134","0,010679","0,013864",20,"57,129304","0,533931","2,089739","6,123304","4,021883",
311,"0,006263","0,029071","0,011788","0,013841",17,"60,962639","0,693423","2,125502","5,896807","9,187222",
311,"0,006263","0,029071","0,011788","0,013841",17,"60,962639","0,693423","2,125502","5,896807","9,187222",
312,"0,005324","0,026612","0,010998","0,010393",16,"53,326277","0,687348","2,193213","5,713940","7,442236",
312,"0,005324","0,026612","0,010998","0,010393",16,"53,326277","0,687348","2,193213","5,713940","7,442236",
313,"0,005311","0,028293","0,011648","0,012733",17,"57,984550","0,685185","2,164602","7,084846","7,992029",
313,"0,005311","0,028293","0,011648","0,012733",17,"57,984550","0,685185","2,164602","7,084846","7,992029",
314,"0,005363","0,026413","0,012036","0,011362",17,"55,173896","0,708011","2,047539","5,801201","7,083654",
314,"0,005363","0,026413","0,012036","0,011362",17,"55,173896","0,708011","2,047539","5,801201","7,083654",
315,"0,007389","0,025228","0,011187","0,010462",16,"54,265240","0,699165","2,172947","6,170988","8,607864",
315,"0,007389","0,025228","0,011187","0,010462",16,"54,265240","0,699165","2,172947","6,170988","8,607864",
316,"0,006767","0,030224","0,010449","0,012032",17,"59,471434","0,614628","2,810955","5,862951","11,195660",
316,"0,006767","0,030224","0,010449","0,012032",17,"59,471434","0,614628","2,810955","5,862951","11,195660",
317,"0,007219","0,027357","0,010805","0,010850",17,"56,231209","0,635581","3,240347","6,645679","8,115053",
317,"0,007219","0,027357","0,010805","0,010850",17,"56,231209","0,635581","3,240347","6,645679","8,115053",
318,"0,005802","0,022501","0,011182","0,012837",17,"52,321515","0,657764","2,795935","7,283449","5,391598",
318,"0,005802","0,022501","0,011182","0,012837",17,"52,321515","0,657764","2,795935","7,283449","5,391598",
319,"0,005736","0,025952","0,010549","0,010734",18,"52,972165","0,586076","3,236055","7,894993","7,090092",
319,"0,005736","0,025952","0,010549","0,010734",18,"52,972165","0,586076","3,236055","7,894993","7,090092",
320,"0,005508","0,028374","0,010174","0,011989",19,"56,045335","0,535479","2,424717","7,817745","6,843328",
320,"0,005508","0,028374","0,010174","0,011989",19,"56,045335","0,535479","2,424717","7,817745","6,843328",
321,"0,005603","0,025883","0,011572","0,012104",17,"55,161671","0,680708","1,970530","8,863449","7,415771",
321,"0,005603","0,025883","0,011572","0,012104",17,"55,161671","0,680708","1,970530","8,863449","7,415771",
322,"0,005693","0,025304","0,014240","0,015310",18,"60,546699","0,791093","3,258467","5,788565","8,757114",
322,"0,005693","0,025304","0,014240","0,015310",18,"60,546699","0,791093","3,258467","5,788565","8,757114",
323,"0,005471","0,026881","0,013163","0,011868",18,"57,383598","0,731264","2,286673","6,152868","6,884336",
323,"0,005471","0,026881","0,013163","0,011868",18,"57,383598","0,731264","2,286673","6,152868","6,884336",
324,"0,005408","0,025125","0,014046","0,010255",17,"54,834026","0,826246","1,935959","6,027699","7,835388",
324,"0,005408","0,025125","0,014046","0,010255",17,"54,834026","0,826246","1,935959","6,027699","7,835388",
325,"0,005412","0,023858","0,011009","0,010253",16,"50,531562","0,688082","2,134085","5,761623","7,360935",
325,"0,005412","0,023858","0,011009","0,010253",16,"50,531562","0,688082","2,134085","5,761623","7,360935",
326,"0,005383","0,026754","0,010029","0,011758",18,"53,923738","0,557179","2,970219","7,755756","3,683090",
326,"0,005383","0,026754","0,010029","0,011758",18,"53,923738","0,557179","2,970219","7,755756","3,683090",
327,"0,011998","0,026670","0,009921","0,010041",17,"58,630464","0,583617","1,885414","7,890940","4,667521",
327,"0,011998","0,026670","0,009921","0,010041",17,"58,630464","0,583617","1,885414","7,890940","4,667521",
328,"0,005786","0,028264","0,009832","0,011059",18,"54,940820","0,546196","2,265930","9,329081","3,491402",
328,"0,005786","0,028264","0,009832","0,011059",18,"54,940820","0,546196","2,265930","9,329081","3,491402",
329,"0,005569","0,026390","0,008782","0,010017",18,"50,757724","0,487905","1,940250","6,509781","4,937649",
329,"0,005569","0,026390","0,008782","0,010017",18,"50,757724","0,487905","1,940250","6,509781","4,937649",
330,"0,005308","0,023684","0,008476","0,010688",17,"48,155445","0,498565","2,111197","6,042004","8,211136",
330,"0,005308","0,023684","0,008476","0,010688",17,"48,155445","0,498565","2,111197","6,042004","8,211136",
331,"0,005970","0,027754","0,008161","0,011635",16,"53,519860","0,510074","2,149820","5,805016","7,755518",
331,"0,005970","0,027754","0,008161","0,011635",16,"53,519860","0,510074","2,149820","5,805016","7,755518",
332,"0,005559","0,026199","0,008145","0,010756",16,"50,659989","0,509080","3,355742","6,371021","6,560087",
332,"0,005559","0,026199","0,008145","0,010756",16,"50,659989","0,509080","3,355742","6,371021","6,560087",
333,"0,005497","0,020254","0,007975","0,009395",16,"43,122386","0,498463","2,565861","5,904436","4,774809",
333,"0,005497","0,020254","0,007975","0,009395",16,"43,122386","0,498463","2,565861","5,904436","4,774809",
334,"0,005439","0,021211","0,011991","0,011076",16,"49,716321","0,749415","2,755642","6,350279","5,019188",
334,"0,005439","0,021211","0,011991","0,011076",16,"49,716321","0,749415","2,755642","6,350279","5,019188",
335,"0,005404","0,023806","0,010496","0,010204",18,"49,908689","0,583103","1,916885","8,259296","6,423235",
335,"0,005404","0,023806","0,010496","0,010204",18,"49,908689","0,583103","1,916885","8,259296","6,423235",
336,"0,005338","0,025884","0,008574","0,009648",15,"49,443720","0,571597","2,144575","6,388426","6,944895",
336,"0,005338","0,025884","0,008574","0,009648",15,"49,443720","0,571597","2,144575","6,388426","6,944895",
337,"0,005321","0,022158","0,011739","0,009846",14,"49,064133","0,838516","2,123594","7,074594","4,656792",
337,"0,005321","0,022158","0,011739","0,009846",14,"49,064133","0,838516","2,123594","7,074594","4,656792",
338,"0,005328","0,019696","0,008590","0,010191",16,"43,805679","0,536892","2,105236","5,867958","5,214214",
338,"0,005328","0,019696","0,008590","0,010191",16,"43,805679","0,536892","2,105236","5,867958","5,214214",
339,"0,005361","0,022324","0,008155","0,009585",16,"45,425088","0,509682","1,917601","5,970716","7,653713",
339,"0,005361","0,022324","0,008155","0,009585",16,"45,425088","0,509682","1,917601","5,970716","7,653713",
340,"0,005476","0,028034","0,012787","0,014551",16,"60,848614","0,799186","2,216816","5,733490","8,133650",
340,"0,005476","0,028034","0,012787","0,014551",16,"60,848614","0,799186","2,216816","5,733490","8,133650",
341,"0,005354","0,027247","0,009831","0,010210",17,"52,641735","0,578286","1,981497","6,764889","7,876635",
341,"0,005354","0,027247","0,009831","0,010210",17,"52,641735","0,578286","1,981497","6,764889","7,876635",
342,"0,005666","0,024314","0,011293","0,011030",17,"52,303911","0,664317","2,042294","6,158113","6,220102",
342,"0,005666","0,024314","0,011293","0,011030",17,"52,303911","0,664317","2,042294","6,158113","6,220102",
343,"0,005364","0,023361","0,010195","0,011028",16,"49,947860","0,637157","2,003193","6,045341","7,066011",
343,"0,005364","0,023361","0,010195","0,011028",16,"49,947860","0,637157","2,003193","6,045341","7,066011",
344,"0,005495","0,028717","0,010655","0,011038",17,"55,905736","0,626789","2,259493","6,368160","8,761168",
344,"0,005495","0,028717","0,010655","0,011038",17,"55,905736","0,626789","2,259493","6,368160","8,761168",
345,"0,005667","0,025524","0,009043","0,009465",17,"49,699611","0,531961","2,662897","6,929874","5,780220",
345,"0,005667","0,025524","0,009043","0,009465",17,"49,699611","0,531961","2,662897","6,929874","5,780220",
346,"0,005402","0,027316","0,010235","0,010594",17,"53,546674","0,602053","2,151012","7,884979","3,714085",
346,"0,005402","0,027316","0,010235","0,010594",17,"53,546674","0,602053","2,151012","7,884979","3,714085",
347,"0,005280","0,026930","0,008653","0,009431",17,"50,293616","0,509022","1,953125","7,283449","3,997087",
347,"0,005280","0,026930","0,008653","0,009431",17,"50,293616","0,509022","1,953125","7,283449","3,997087",
348,"0,005342","0,026851","0,008771","0,009671",17,"50,634575","0,515920","1,943827","5,703688","9,529829",
348,"0,005342","0,026851","0,008771","0,009671",17,"50,634575","0,515920","1,943827","5,703688","9,529829",
349,"0,005297","0,025018","0,008152","0,010194",17,"48,661182","0,479504","1,861095","5,728006","3,859282",
349,"0,005297","0,025018","0,008152","0,010194",17,"48,661182","0,479504","1,861095","5,728006","3,859282",
350,"0,007220","0,026997","0,008463","0,010317",17,"52,996548","0,497816","2,196550","6,944180","3,755569",
350,"0,007220","0,026997","0,008463","0,010317",17,"52,996548","0,497816","2,196550","6,944180","3,755569",
351,"0,005401","0,025568","0,011072","0,010178",17,"52,219484","0,651320","1,989603","5,985498","7,766724",
351,"0,005401","0,025568","0,011072","0,010178",17,"52,219484","0,651320","1,989603","5,985498","7,766724",
352,"0,005505","0,020972","0,008529","0,010453",16,"45,458818","0,533068","2,229929","5,855799","5,753279",
352,"0,005505","0,020972","0,008529","0,010453",16,"45,458818","0,533068","2,229929","5,855799","5,753279",
353,"0,006827","0,026385","0,009090","0,009535",17,"51,837243","0,534679","2,814054","9,433031","5,455971",
353,"0,006827","0,026385","0,009090","0,009535",17,"51,837243","0,534679","2,814054","9,433031","5,455971",
354,"0,005396","0,025032","0,009592","0,010357",17,"50,376761","0,564242","1,863718","7,590294","9,349108",
354,"0,005396","0,025032","0,009592","0,010357",17,"50,376761","0,564242","1,863718","7,590294","9,349108",
355,"0,005768","0,025828","0,012535","0,010553",18,"54,684568","0,696409","2,116919","9,644747","6,201267",
355,"0,005768","0,025828","0,012535","0,010553",18,"54,684568","0,696409","2,116919","9,644747","6,201267",
356,"0,005801","0,023003","0,010521","0,011169",19,"50,493472","0,553730","1,988888","5,926132","4,916430",
356,"0,005801","0,023003","0,010521","0,011169",19,"50,493472","0,553730","1,988888","5,926132","4,916430",
357,"0,009710","0,020339","0,008589","0,009274",17,"47,911898","0,505222","2,278328","6,483555","5,048275",
357,"0,009710","0,020339","0,008589","0,009274",17,"47,911898","0,505222","2,278328","6,483555","5,048275",
358,"0,008423","0,025021","0,009330","0,011413",17,"54,187596","0,548842","2,760887","6,718636","7,122755",
358,"0,008423","0,025021","0,009330","0,011413",17,"54,187596","0,548842","2,760887","6,718636","7,122755",
359,"0,005366","0,025832","0,010341","0,013214",18,"54,753374","0,574506","2,000332","7,842541","7,260561",
359,"0,005366","0,025832","0,010341","0,013214",18,"54,753374","0,574506","2,000332","7,842541","7,260561",
360,"0,006495","0,022780","0,008364","0,012507",18,"50,145603","0,464662","1,913071","5,834341","8,726835",
360,"0,006495","0,022780","0,008364","0,012507",18,"50,145603","0,464662","1,913071","5,834341","8,726835",
361,"0,005491","0,025832","0,008688","0,010805",17,"50,815390","0,511035","2,906084","6,442308","6,655693",
361,"0,005491","0,025832","0,008688","0,010805",17,"50,815390","0,511035","2,906084","6,442308","6,655693",
362,"0,005316","0,021931","0,009207","0,011841",18,"48,295389","0,511477","2,257824","6,971598","5,781889",
362,"0,005316","0,021931","0,009207","0,011841",18,"48,295389","0,511477","2,257824","6,971598","5,781889",
363,"0,005746","0,025110","0,011855","0,011822",17,"54,533354","0,697354","2,068520","7,142544","7,764578",
363,"0,005746","0,025110","0,011855","0,011822",17,"54,533354","0,697354","2,068520","7,142544","7,764578",
364,"0,005437","0,021236","0,009425","0,011335",18,"47,433616","0,523585","2,457142","7,247210","4,706144",
364,"0,005437","0,021236","0,009425","0,011335",18,"47,433616","0,523585","2,457142","7,247210","4,706144",
365,"0,005297","0,022155","0,013431","0,010397",17,"51,280422","0,790045","2,057076","6,006002","5,746126",
365,"0,005297","0,022155","0,013431","0,010397",17,"51,280422","0,790045","2,057076","6,006002","5,746126",
366,"0,008902","0,022354","0,011139","0,011584",17,"53,977785","0,655236","1,915216","6,162643","5,207300",
366,"0,008902","0,022354","0,011139","0,011584",17,"53,977785","0,655236","1,915216","6,162643","5,207300",
367,"0,005712","0,021521","0,011840","0,010862",16,"49,934800","0,739978","2,020836","5,772829","6,400585",
367,"0,005712","0,021521","0,011840","0,010862",16,"49,934800","0,739978","2,020836","5,772829","6,400585",
368,"0,005423","0,023966","0,011076","0,013667",15,"54,132391","0,738383","2,766371","6,399870","4,158258",
368,"0,005423","0,023966","0,011076","0,013667",15,"54,132391","0,738383","2,766371","6,399870","4,158258",
369,"0,005480","0,025994","0,011345","0,013039",14,"55,857825","0,810349","2,058506","7,727861","4,134655",
369,"0,005480","0,025994","0,011345","0,013039",14,"55,857825","0,810349","2,058506","7,727861","4,134655",
370,"0,006495","0,025354","0,016103","0,012217",16,"60,169474","1,006456","2,177000","6,137609","8,585691",
370,"0,006495","0,025354","0,016103","0,012217",16,"60,169474","1,006456","2,177000","6,137609","8,585691",
371,"0,006734","0,024976","0,011296","0,013516",15,"56,520859","0,753049","2,096415","6,184816","8,370876",
371,"0,006734","0,024976","0,011296","0,013516",15,"56,520859","0,753049","2,096415","6,184816","8,370876",
372,"0,005697","0,025069","0,011086","0,012005",17,"53,856334","0,652102","2,047062","5,755663","3,636599",
372,"0,005697","0,025069","0,011086","0,012005",17,"53,856334","0,652102","2,047062","5,755663","3,636599",
373,"0,005468","0,017710","0,012581","0,014316",18,"50,075708","0,698946","4,728317","6,865740","3,520966",
373,"0,005468","0,017710","0,012581","0,014316",18,"50,075708","0,698946","4,728317","6,865740","3,520966",
374,"0,005336","0,022669","0,012684","0,014830",20,"55,519779","0,634220","1,878023","6,420374","6,037951",
374,"0,005336","0,022669","0,012684","0,014830",20,"55,519779","0,634220","1,878023","6,420374","6,037951",
375,"0,010214","0,021648","0,012090","0,014905",21,"58,857069","0,575715","1,950979","5,729437","3,749132",
375,"0,010214","0,021648","0,012090","0,014905",21,"58,857069","0,575715","1,950979","5,729437","3,749132",
376,"0,005415","0,025607","0,012697","0,016868",21,"60,586536","0,604603","3,077507","5,793810","8,896589",
376,"0,005415","0,025607","0,012697","0,016868",21,"60,586536","0,604603","3,077507","5,793810","8,896589",
377,"0,005552","0,027573","0,014296","0,013276",20,"60,696370","0,714779","4,976273","5,812407","4,711628",
377,"0,005552","0,027573","0,014296","0,013276",20,"60,696370","0,714779","4,976273","5,812407","4,711628",
378,"0,005351","0,021256","0,012114","0,012145",20,"50,866339","0,605707","3,994942","5,963802","4,484177",
378,"0,005351","0,021256","0,012114","0,012145",20,"50,866339","0,605707","3,994942","5,963802","4,484177",
379,"0,005335","0,021226","0,013116","0,011654",19,"51,330442","0,690320","2,229452","6,305695","6,780624",
379,"0,005335","0,021226","0,013116","0,011654",19,"51,330442","0,690320","2,229452","6,305695","6,780624",
380,"0,006257","0,021660","0,011045","0,011738",21,"50,700529","0,525961","2,488852","7,230520","3,678799",
380,"0,006257","0,021660","0,011045","0,011738",21,"50,700529","0,525961","2,488852","7,230520","3,678799",
381,"0,005415","0,022927","0,012149","0,012152",19,"52,642111","0,639420","2,435684","6,509304","4,152775",
381,"0,005415","0,022927","0,012149","0,012152",19,"52,642111","0,639420","2,435684","6,509304","4,152775",
382,"0,005241","0,024828","0,010535","0,011343",21,"51,945890","0,501649","2,157688","11,197090","6,135464",
382,"0,005241","0,024828","0,010535","0,011343",21,"51,945890","0,501649","2,157688","11,197090","6,135464",
383,"0,005284","0,026156","0,012727","0,011796",21,"55,962279","0,606041","4,085541","7,462502","6,569862",
383,"0,005284","0,026156","0,012727","0,011796",21,"55,962279","0,606041","4,085541","7,462502","6,569862",
384,"0,005412","0,026039","0,010418","0,015925",21,"57,793737","0,496105","2,872705","9,653330","6,065607",
384,"0,005412","0,026039","0,010418","0,015925",21,"57,793737","0,496105","2,872705","9,653330","6,065607",
385,"0,005522","0,025345","0,013721","0,012100",18,"56,688966","0,762305","1,899242","5,976677","3,754616",
385,"0,005522","0,025345","0,013721","0,012100",18,"56,688966","0,762305","1,899242","5,976677","3,754616",
386,"0,005422","0,025189","0,012348","0,012132",16,"55,090359","0,771751","2,171516","5,742073","3,656149",
386,"0,005422","0,025189","0,012348","0,012132",16,"55,090359","0,771751","2,171516","5,742073","3,656149",
387,"0,005375","0,026421","0,010714","0,016553",15,"59,062458","0,714282","3,633261","9,076595","5,207300",
387,"0,005375","0,026421","0,010714","0,016553",15,"59,062458","0,714282","3,633261","9,076595","5,207300",
388,"0,005836","0,020917","0,010129","0,014098",15,"50,980841","0,675279","2,803564","7,303953","9,211540",
388,"0,005836","0,020917","0,010129","0,014098",15,"50,980841","0,675279","2,803564","7,303953","9,211540",
389,"0,005380","0,020074","0,010834","0,010952",14,"47,240667","0,773879","4,249811","7,989883","7,976294",
389,"0,005380","0,020074","0,010834","0,010952",14,"47,240667","0,773879","4,249811","7,989883","7,976294",
390,"0,005583","0,025283","0,008584","0,010483",14,"49,932939","0,613113","3,271818","7,141590","9,706974",
390,"0,005583","0,025283","0,008584","0,010483",14,"49,932939","0,613113","3,271818","7,141590","9,706974",
391,"0,005526","0,026668","0,008138","0,010601",14,"50,933380","0,581300","2,006292","10,907650","12,604237",
391,"0,005526","0,026668","0,008138","0,010601",14,"50,933380","0,581300","2,006292","10,907650","12,604237",
392,"0,006410","0,027611","0,014469","0,013660",14,"62,148879","1,033466","2,090216","6,823778","6,292820",
392,"0,006410","0,027611","0,014469","0,013660",14,"62,148879","1,033466","2,090216","6,823778","6,292820",
393,"0,005406","0,028759","0,009256","0,011090",14,"54,510340","0,661152","2,053976","9,033680","6,706238",
393,"0,005406","0,028759","0,009256","0,011090",14,"54,510340","0,661152","2,053976","9,033680","6,706238",
394,"0,005958","0,033524","0,009366","0,010666",13,"59,514243","0,720478","2,053976","9,033680","6,706238",
394,"0,005958","0,033524","0,009366","0,010666",13,"59,514243","0,720478","2,053976","9,033680","6,706238",
395,"0,005278","0,022113","0,015298","0,015790",14,"58,479878","1,092719","2,237797","8,140326","5,331516",
