frame_number,capture_stage,inference_stage,tracking_stage,writing_stage
633,0.005405,0.012307,0.020565,0.019171
634,0.005428,0.012286,0.020821,0.018446
635,0.005438,0.01219,0.020045,0.020038
636,0.005332,0.012515,0.019739,0.017134
637,0.005409,0.012144,0.020158,0.01742
638,0.00753,0.01212,0.020448,0.017531
639,0.005874,0.012079,0.021042,0.021749
640,0.005285,0.012359,0.020099,0.018939
641,0.005448,0.012455,0.020366,0.019099
642,0.005429,0.012308,0.020808,0.018201
643,0.005398,0.013852,0.021622,0.020487
644,0.005358,0.012509,0.022279,0.019164
645,0.006232,0.01247,0.021925,0.018586
646,0.005357,0.012101,0.020471,0.020932
647,0.005375,0.012282,0.0202,0.017275
648,0.005382,0.012186,0.020866,0.02366
649,0.005452,0.012235,0.021175,0.020071
650,0.005392,0.012587,0.020303,0.024691
651,0.005401,0.012296,0.019909,0.019757
652,0.005335,0.012278,0.020009,0.024035
653,0.005485,0.0129,0.020362,0.018759
654,0.005364,0.012158,0.021031,0.019256
655,0.005417,0.012438,0.021235,0.019925
656,0.005384,0.012459,0.021239,0.021175
657,0.005382,0.012307,0.021619,0.027494
658,0.005495,0.012596,0.021039,0.019437
659,0.005441,0.012548,0.021282,0.018621
660,0.005366,0.012777,0.021257,0.019724
661,0.005395,0.012432,0.020832,0.022998
662,0.005385,0.012294,0.019953,0.021983
663,0.005526,0.01233,0.021011,0.020893
664,0.008601,0.012455,0.021461,0.021305
665,0.005973,0.014447,0.022013,0.020909
666,0.005515,0.01282,0.021286,0.019117
667,0.005357,0.012547,0.021129,0.021466
668,0.005447,0.012145,0.020598,0.019609
669,0.00538,0.012113,0.020445,0.020977
670,0.005486,0.014773,0.019775,0.019514
671,0.005466,0.012156,0.020186,0.022115
672,0.005523,0.01187,0.019666,0.024574
673,0.005387,0.012435,0.019743,0.022189
674,0.005492,0.012527,0.020666,0.021411
675,0.00534,0.014658,0.023145,0.01977
676,0.005425,0.011971,0.020562,0.020574
677,0.005909,0.012334,0.020216,0.021658
678,0.006245,0.012029,0.020257,0.021902
679,0.005356,0.012183,0.019694,0.02214
680,0.005453,0.012143,0.02041,0.02227
681,0.006594,0.012138,0.02196,0.023959
682,0.005488,0.012225,0.020579,0.023284
683,0.005544,0.012204,0.022059,0.020572
684,0.006122,0.01236,0.021318,0.01928
685,0.006305,0.01267,0.021732,0.024296
686,0.00574,0.016451,0.0207,0.019905
687,0.005465,0.012531,0.023049,0.021114
688,0.007149,0.012335,0.022079,0.020901
689,0.005401,0.012595,0.023672,0.020423
690,0.005382,0.01219,0.021956,0.019084
691,0.005638,0.012159,0.021885,0.021566
692,0.005346,0.012724,0.023824,0.019747
693,0.005392,0.012354,0.023668,0.021371
694,0.005551,0.016737,0.022375,0.020897
695,0.005509,0.012385,0.022331,0.020433
696,0.005729,0.012204,0.022509,0.02007
697,0.005425,0.012392,0.024223,0.019013
698,0.00598,0.01234,0.024146,0.022319
699,0.005341,0.012377,0.022664,0.0176
700,0.007455,0.012459,0.023781,0.023109
701,0.0054,0.012486,0.023042,0.021995
702,0.005405,0.012494,0.023863,0.024617
703,0.005351,0.016684,0.021104,0.020954
704,0.006568,0.012333,0.022404,0.023398
705,0.005643,0.012483,0.023186,0.023298
706,0.005481,0.0123,0.022671,0.020268
707,0.005458,0.012725,0.025099,0.02265
708,0.005497,0.012788,0.023584,0.021573
709,0.005559,0.012037,0.024602,0.025644
710,0.005435,0.012038,0.023826,0.024051
711,0.005486,0.012089,0.021381,0.016899
712,0.005548,0.013794,0.020879,0.023052
713,0.005458,0.01216,0.020791,0.022724
714,0.005432,0.01282,0.026579,0.02487
715,0.005373,0.012138,0.020888,0.022653
716,0.005455,0.012691,0.022334,0.021148
717,0.005481,0.013096,0.021938,0.024382
718,0.005392,0.012471,0.026638,0.023612
719,0.005497,0.012455,0.022756,0.021774
720,0.005429,0.01242,0.022986,0.020338
721,0.005408,0.012638,0.022111,0.019043
722,0.006515,0.012304,0.022268,0.018417
723,0.00685,0.012648,0.028502,0.017818
724,0.005656,0.01215,0.022405,0.019603
725,0.007835,0.013005,0.021395,0.017641
726,0.005342,0.012103,0.021763,0.018956
727,0.005346,0.01245,0.027798,0.018771
728,0.005389,0.012205,0.021417,0.021402
729,0.005429,0.012332,0.021659,0.017921
730,0.005372,0.013389,0.021625,0.020704
731,0.005371,0.013261,0.021584,0.022186
732,0.00538,0.01226,0.02715,0.021321
733,0.005359,0.012043,0.020461,0.018715
734,0.005341,0.012223,0.020432,0.017762
735,0.005437,0.012034,0.020003,0.017674
736,0.005572,0.011998,0.021419,0.022357
737,0.005568,0.01204,0.024084,0.017537
738,0.005467,0.012038,0.022127,0.017906
739,0.006248,0.012273,0.021363,0.023112
740,0.00552,0.012087,0.020532,0.020382
741,0.006378,0.01202,0.021154,0.01819
742,0.005424,0.012137,0.022094,0.018796
743,0.005375,0.012534,0.020684,0.020551
744,0.006411,0.012281,0.020771,0.017953
745,0.005452,0.012466,0.020866,0.023979
746,0.005825,0.012339,0.021258,0.018399
747,0.005508,0.012085,0.021272,0.019152
748,0.005393,0.012852,0.021408,0.02089
749,0.00547,0.01225,0.023701,0.02424
750,0.005429,0.01276,0.022841,0.019816
751,0.005406,0.012081,0.022534,0.020237
752,0.00793,0.012922,0.022045,0.019577
753,0.005296,0.012009,0.02098,0.019985
754,0.005421,0.012072,0.021791,0.025214
755,0.005415,0.014563,0.022945,0.019363
756,0.005448,0.012032,0.02234,0.018435
757,0.005376,0.012105,0.02251,0.018735
758,0.00536,0.012362,0.022025,0.018001
759,0.005421,0.011886,0.022131,0.018091
760,0.005439,0.012064,0.021093,0.021462
761,0.005573,0.012097,0.020835,0.019701
762,0.005424,0.012307,0.02075,0.023333
763,0.005392,0.012215,0.021064,0.021641
764,0.005305,0.012116,0.022052,0.021424
765,0.005435,0.012024,0.021394,0.020765
766,0.005486,0.013187,0.021762,0.020696
767,0.005394,0.012296,0.022595,0.020138
768,0.005341,0.012214,0.022646,0.023672
769,0.005487,0.012191,0.021848,0.020167
770,0.005312,0.012414,0.021213,0.023787
771,0.005356,0.015756,0.021066,0.018621
772,0.006962,0.012297,0.021539,0.021819
773,0.005414,0.012884,0.02101,0.022275
774,0.00542,0.012095,0.019807,0.019401
775,0.005442,0.012085,0.0196,0.018453
776,0.005478,0.012269,0.020991,0.021364
777,0.005412,0.012012,0.020326,0.021779
778,0.00537,0.012362,0.021259,0.022325
779,0.005377,0.012234,0.021067,0.019232
780,0.005384,0.011957,0.021871,0.022169
781,0.005368,0.012447,0.021963,0.020006
782,0.005393,0.012046,0.021534,0.020747
783,0.00543,0.01256,0.021408,0.018714
784,0.005553,0.012316,0.020221,0.021585
785,0.005406,0.012345,0.019929,0.022027
786,0.005367,0.012633,0.020436,0.01991
787,0.005311,0.012319,0.021519,0.022772
788,0.005393,0.012548,0.020994,0.018631
789,0.00538,0.01243,0.02155,0.020749
790,0.005401,0.012586,0.019462,0.018803
791,0.005376,0.012038,0.020436,0.023236
792,0.00529,0.012328,0.020883,0.020901
793,0.005373,0.012421,0.02063,0.02331
794,0.005412,0.012451,0.019957,0.018634
795,0.005384,0.012133,0.019989,0.019398
796,0.005391,0.012221,0.021316,0.023425
797,0.005503,0.012174,0.021433,0.019753
798,0.005451,0.012513,0.021823,0.019932
799,0.005461,0.012293,0.020673,0.022708
800,0.00538,0.012205,0.020209,0.020737
801,0.005376,0.012183,0.020466,0.020708
802,0.005462,0.012613,0.021198,0.020152
803,0.0054,0.011931,0.019871,0.018927
804,0.005383,0.012283,0.019811,0.019152
805,0.005903,0.012486,0.019816,0.020779
806,0.005387,0.01228,0.019526,0.022714
807,0.005363,0.012032,0.019595,0.018612
808,0.005365,0.012822,0.01976,0.021962
809,0.005407,0.012351,0.019376,0.020408
810,0.005366,0.012283,0.019615,0.018536
811,0.005362,0.012174,0.019917,0.021422
812,0.00533,0.012225,0.020116,0.020107
813,0.005384,0.012268,0.020888,0.021165
814,0.005356,0.01261,0.022093,0.019513
815,0.00536,0.012062,0.021354,0.02343
816,0.005404,0.012271,0.02042,0.026523
817,0.005375,0.012096,0.02011,0.019865
818,0.005361,0.012882,0.020635,0.019861
819,0.006942,0.012062,0.020097,0.018866
820,0.005386,0.012195,0.02044,0.018921
821,0.005404,0.012099,0.02069,0.022666
822,0.00544,0.012284,0.019591,0.019036
823,0.005436,0.012525,0.019684,0.021998
824,0.005369,0.012214,0.019664,0.018413
825,0.006455,0.012195,0.020456,0.019254
826,0.005465,0.012351,0.020089,0.021628
827,0.005406,0.012329,0.020042,0.02192
828,0.005339,0.012261,0.019792,0.0191
829,0.005436,0.012968,0.019828,0.018669
830,0.005487,0.012637,0.019795,0.02023
831,0.006068,0.0123,0.020447,0.023384
832,0.005402,0.01268,0.019547,0.020108
833,0.00658,0.012693,0.019776,0.021302
834,0.00549,0.01219,0.01911,0.019553
835,0.005465,0.012165,0.020857,0.020893
836,0.006256,0.012501,0.021416,0.021039
837,0.005445,0.012084,0.021601,0.020553
838,0.005404,0.012215,0.021,0.018442
839,0.005417,0.01208,0.021727,0.020702
840,0.00562,0.012318,0.022229,0.021382
841,0.005503,0.01239,0.022927,0.021395
842,0.00566,0.012595,0.02452,0.020659
843,0.00535,0.012418,0.023457,0.019812
844,0.006023,0.01262,0.022686,0.02107
845,0.010085,0.012805,0.02165,0.022137
846,0.005459,0.012513,0.022301,0.021985
847,0.005481,0.012702,0.023294,0.021209
848,0.005349,0.012455,0.021795,0.019392
849,0.005485,0.012437,0.022043,0.018995
850,0.005339,0.01228,0.022606,0.020388
851,0.005383,0.012327,0.021412,0.019608
852,0.005341,0.012238,0.021608,0.017834
853,0.005382,0.012701,0.020653,0.017782
854,0.005361,0.012932,0.022703,0.018318
855,0.005428,0.012494,0.022685,0.021137
856,0.005448,0.012327,0.022278,0.019396
857,0.008542,0.012809,0.021802,0.018674
858,0.005981,0.012277,0.021116,0.020393
859,0.010273,0.012203,0.022309,0.020697
860,0.005375,0.012457,0.021937,0.021209
861,0.00534,0.012242,0.020529,0.025663
862,0.006263,0.016451,0.020419,0.01969
863,0.005511,0.012089,0.022435,0.020209
864,0.005441,0.012183,0.023275,0.023992
865,0.006301,0.012413,0.023885,0.019324
866,0.005417,0.012221,0.022803,0.019344
867,0.006084,0.012966,0.022577,0.019403
868,0.005375,0.012303,0.021028,0.020202
869,0.005363,0.012563,0.022201,0.022852
870,0.005443,0.012104,0.020262,0.023991
871,0.006655,0.012554,0.020996,0.020823
872,0.005406,0.012165,0.020362,0.022591
873,0.006654,0.012253,0.021172,0.02774
874,0.005795,0.012564,0.022009,0.020981
875,0.006075,0.012084,0.022448,0.019
876,0.00537,0.013572,0.025049,0.022749
877,0.005399,0.012212,0.020658,0.02133
878,0.005412,0.012211,0.021359,0.02086
879,0.005389,0.011808,0.020416,0.017391
880,0.005308,0.012341,0.022496,0.022027
881,0.005496,0.012245,0.022067,0.020518
882,0.005413,0.012081,0.020866,0.020919
883,0.005298,0.012522,0.022294,0.019853
884,0.005367,0.012044,0.022585,0.02016
885,0.005616,0.012543,0.021321,0.01883
886,0.005343,0.0129,0.023575,0.018085
887,0.005416,0.012459,0.021315,0.019365
888,0.005454,0.012056,0.020548,0.018716
889,0.005401,0.012361,0.020515,0.019263
890,0.005371,0.012096,0.021169,0.022724
891,0.005421,0.012234,0.021471,0.019096
892,0.005376,0.012228,0.02157,0.020734
893,0.00539,0.012203,0.020717,0.019541
894,0.005424,0.012412,0.019746,0.019096
895,0.005386,0.012202,0.018983,0.017234
896,0.006283,0.012173,0.020248,0.019953
897,0.006757,0.012265,0.021676,0.021403
898,0.005398,0.012026,0.020434,0.02264
899,0.005323,0.01228,0.020561,0.024585
900,0.006768,0.012333,0.019909,0.022198
901,0.005331,0.012529,0.021107,0.021225
902,0.005413,0.012605,0.022807,0.019929
903,0.00543,0.012222,0.022099,0.017487
904,0.005451,0.012143,0.022466,0.019927
905,0.006197,0.012544,0.020338,0.019235
906,0.005441,0.012945,0.021049,0.021894
907,0.005407,0.012529,0.021445,0.020845
908,0.005467,0.013232,0.020905,0.020547
909,0.006281,0.012641,0.021768,0.020932
910,0.007529,0.012251,0.022025,0.02047
911,0.005434,0.012068,0.021528,0.019669
912,0.005914,0.012293,0.021525,0.018486
913,0.006376,0.012654,0.019402,0.018559
914,0.005489,0.012113,0.019665,0.020145
915,0.005323,0.012409,0.019849,0.019929
916,0.00536,0.012099,0.020718,0.020421
917,0.005319,0.012108,0.020138,0.019835
918,0.00652,0.012166,0.019053,0.019099
919,0.010263,0.012192,0.019553,0.019099
920,0.006596,0.011973,0.020989,0.021355
921,0.005367,0.012721,0.020786,0.020135
922,0.005404,0.012215,0.020596,0.020711
923,0.005381,0.012527,0.020454,0.023064
924,0.005362,0.012294,0.021482,0.023009
925,0.00535,0.012478,0.021208,0.024246
926,0.005492,0.012159,0.021491,0.021328
927,0.006296,0.017106,0.021815,0.018904
928,0.005498,0.011941,0.021723,0.020135
929,0.00556,0.012118,0.023617,0.028131
930,0.00544,0.012107,0.023049,0.022376
931,0.005493,0.012128,0.022191,0.019372
932,0.005622,0.017455,0.020758,0.020012
933,0.010184,0.012397,0.021247,0.02235
934,0.005468,0.012078,0.020011,0.024561
935,0.006167,0.012276,0.021228,0.020762
936,0.005441,0.012065,0.02033,0.019952
937,0.005445,0.012633,0.020869,0.022014
938,0.005418,0.012341,0.020193,0.020359
939,0.00535,0.011988,0.020463,0.019872
940,0.005309,0.012185,0.023011,0.021383
941,0.005302,0.012519,0.019499,0.017788
942,0.006199,0.012418,0.020825,0.025124
943,0.00544,0.012289,0.021883,0.020766
944,0.005488,0.012303,0.020906,0.021144
945,0.005365,0.012131,0.020805,0.020754
946,0.006356,0.012323,0.020441,0.021316
947,0.005399,0.012274,0.020754,0.02378
948,0.008725,0.012144,0.02086,0.02389
949,0.005873,0.012379,0.021263,0.022711
950,0.005439,0.012202,0.022105,0.020173
951,0.009447,0.012265,0.022204,0.016924
952,0.005374,0.012143,0.022843,0.020437
953,0.005312,0.012154,0.02031,0.019465
954,0.005391,0.012104,0.02046,0.018664
955,0.005322,0.012462,0.02061,0.01915
956,0.005332,0.013278,0.020457,0.019238
957,0.005483,0.01198,0.019498,0.020441
958,0.005301,0.012296,0.019799,0.02003
959,0.005359,0.012065,0.02038,0.018284
960,0.005432,0.013647,0.019876,0.018824
961,0.005384,0.012637,0.019777,0.019635
962,0.005338,0.011893,0.021481,0.018752
963,0.00532,0.012335,0.021233,0.021372
964,0.006072,0.012489,0.020956,0.019498
965,0.005452,0.012181,0.020445,0.019198
966,0.005256,0.012089,0.01954,0.018673
967,0.005333,0.012096,0.019596,0.019763
968,0.005338,0.012057,0.020471,0.018014
969,0.00667,0.012168,0.020008,0.022035
970,0.0059,0.012326,0.020197,0.019087
971,0.005339,0.012002,0.020063,0.020959
972,0.005473,0.012069,0.020549,0.019617
973,0.005394,0.011981,0.019015,0.021056
974,0.005363,0.012089,0.020382,0.019559
975,0.006058,0.017669,0.020869,0.017786
976,0.006206,0.015134,0.021577,0.018276
977,0.005366,0.012313,0.019457,0.018778
978,0.005383,0.012284,0.019343,0.01849
979,0.00532,0.01235,0.020076,0.020569
980,0.005371,0.012071,0.0197,0.018915
981,0.00543,0.012236,0.044829,0.029272
982,0.005331,0.012236,0.054298,0.044979
983,0.005364,0.012823,0.05308,0.038175
984,0.005423,0.013206,0.053914,0.044061
985,0.005469,0.012747,0.052699,0.038534
986,0.005459,0.012298,0.053042,0.037338
987,0.005413,0.012512,0.052628,0.038022
988,0.005475,0.012346,0.052332,0.03808
989,0.005444,0.012358,0.053812,0.039395
990,0.005553,0.01221,0.052928,0.037958
991,0.006515,0.01231,0.052888,0.0361
992,0.005481,0.012263,0.052561,0.039127
993,0.005494,0.012229,0.052368,0.037196
994,0.006741,0.012528,0.051835,0.036908
995,0.0054,0.012804,0.052728,0.037883
996,0.005469,0.012337,0.051692,0.037364
997,0.005773,0.012612,0.052806,0.039567
998,0.00542,0.012317,0.051217,0.036853
999,0.00545,0.012451,0.052059,0.046896
1000,0.007136,0.012553,0.051186,0.03719
1001,0.007468,0.012807,0.052493,0.037917
1002,0.005443,0.012269,0.052135,0.036485
1003,0.00552,0.012677,0.05128,0.036774
1004,0.006315,0.012234,0.051785,0.056781
1005,0.005951,0.012332,0.057343,0.045953
1006,0.005457,0.012292,0.059981,0.037399
1007,0.005492,0.01298,0.054511,0.039899
1008,0.006326,0.013603,0.0528,0.037025
1009,0.005584,0.012246,0.050309,0.035944
1010,0.005555,0.012762,0.050772,0.03545
1011,0.006937,0.012148,0.050053,0.03743
1012,0.005489,0.014065,0.050815,0.037551
1013,0.005533,0.012369,0.051826,0.037241
1014,0.005403,0.012504,0.052273,0.038264
1015,0.005438,0.012372,0.052414,0.036337
1016,0.005404,0.012615,0.050959,0.040165
1017,0.005523,0.031301,0.051316,0.036997
1018,0.005857,0.01347,0.051801,0.036213
1019,0.005598,0.012762,0.050836,0.040777
1020,0.005394,0.012656,0.052197,0.041486
1021,0.005512,0.012504,0.051093,0.036675
1022,0.005454,0.012506,0.050727,0.041326
1023,0.005461,0.013822,0.051054,0.039413
1024,0.005674,0.013813,0.050096,0.037557
1025,0.006769,0.012629,0.050496,0.166049
1026,0.005567,0.012279,0.050897,0.033895
1027,0.006077,0.012306,0.050894,0.033459
1028,0.007375,0.012532,0.050855,0.037925
1029,0.005439,0.012463,0.050451,0.032959
1030,0.005577,0.012456,0.050691,0.03492
1031,0.005799,0.012563,0.050275,0.033936
1032,0.006256,0.012799,0.049856,0.03233
1033,0.006387,0.012979,0.050626,0.033777
1034,0.006153,0.012987,0.060605,0.036141
1035,0.005421,0.012666,0.053818,0.038872
1036,0.005523,0.012533,0.051084,0.034732
1037,0.005473,0.012517,0.051285,0.037481
1038,0.005759,0.012622,0.050219,0.033612
1039,0.005435,0.012476,0.049902,0.035368
1040,0.007034,0.012347,0.05028,0.039091
1041,0.006878,0.012191,0.052419,0.03739
1042,0.008087,0.012699,0.050508,0.037494
1043,0.005802,0.012565,0.05024,0.040534
1044,0.006565,0.012428,0.0504,0.035631
1045,0.00683,0.012202,0.049751,0.036877
1046,0.005494,0.012591,0.049831,0.035145
1047,0.006373,0.012511,0.049857,0.039692
1048,0.006566,0.012295,0.050449,0.037878
1049,0.006782,0.012676,0.04946,0.038826
1050,0.005498,0.012402,0.050129,0.039111
1051,0.007548,0.012369,0.050151,0.038576
1052,0.008394,0.015007,0.05023,0.038473
1053,0.009443,0.012644,0.050032,0.036758
1054,0.006446,0.012247,0.05013,0.036987
1055,0.005501,0.012295,0.050304,0.042294
1056,0.005437,0.012238,0.051797,0.037513
1057,0.005521,0.012383,0.050384,0.036038
1058,0.005407,0.012273,0.049624,0.035874
1059,0.00552,0.012501,0.049897,0.039051
1060,0.005662,0.012335,0.050066,0.036599
1061,0.005626,0.012562,0.050267,0.038245
1062,0.005649,0.012399,0.050178,0.039886
1063,0.005667,0.012477,0.050336,0.036044
1064,0.00558,0.012656,0.050808,0.036589
1065,0.005473,0.012492,0.050012,0.036013
1066,0.005551,0.01242,0.050168,0.033185
1067,0.006506,0.012539,0.04999,0.038342
1068,0.005477,0.01524,0.050134,0.037125
1069,0.005546,0.012427,0.049651,0.03692
1070,0.005384,0.012994,0.049658,0.039503
1071,0.005481,0.012794,0.049705,0.041868
1072,0.005894,0.013282,0.051311,0.036887
1073,0.005548,0.01319,0.051036,0.040947
1074,0.005439,0.01425,0.052019,0.040333
1075,0.005835,0.012916,0.051241,0.037266
1076,0.006184,0.012819,0.049975,0.03749
1077,0.005752,0.013032,0.05045,0.036195
1078,0.005671,0.01242,0.051334,0.041736
1079,0.005443,0.012785,0.050946,0.03698
1080,0.006817,0.012489,0.050682,0.034659
1081,0.005579,0.012528,0.050152,0.03463
1082,0.006596,0.013867,0.049384,0.038548
1083,0.005576,0.012552,0.050289,0.038339
1084,0.005705,0.012624,0.05001,0.038063
1085,0.00544,0.012198,0.051066,0.037192
1086,0.005579,0.014798,0.050097,0.038999
1087,0.00548,0.01257,0.049684,0.038826
1088,0.005505,0.014621,0.050526,0.034941
1089,0.006316,0.012322,0.049337,0.035886
1090,0.005544,0.012729,0.051118,0.034256
1091,0.006636,0.012439,0.048934,0.040707
1092,0.005446,0.014607,0.052077,0.037908
1093,0.006447,0.012475,0.050845,0.165367
1094,0.005625,0.012604,0.049795,0.039137
1095,0.007392,0.013741,0.050424,0.041367
1096,0.005533,0.012567,0.050896,0.039425
1097,0.005562,0.012789,0.051055,0.037202
1098,0.005766,0.012603,0.050622,0.036967
1099,0.005462,0.012588,0.051333,0.039715
1100,0.005457,0.012292,0.050368,0.040367
1101,0.005587,0.012693,0.049843,0.039188
1102,0.006405,0.012254,0.050011,0.039705
1103,0.005487,0.01249,0.049592,0.042679
1104,0.006544,0.01637,0.049989,0.045805
1105,0.005502,0.012797,0.050769,0.041684
1106,0.005521,0.012635,0.050552,0.040059
1107,0.005505,0.012583,0.051897,0.039999
1108,0.005353,0.013434,0.05309,0.041591
1109,0.005471,0.012457,0.051945,0.04437
1110,0.006214,0.014875,0.050799,0.040906
1111,0.005449,0.013088,0.050021,0.03799
1112,0.007741,0.012372,0.049454,0.038657
1113,0.005409,0.012875,0.049796,0.041194
1114,0.007216,0.015205,0.050227,0.041363
1115,0.00542,0.01175,0.048889,0.040279
1116,0.008372,0.012396,0.049773,0.043755
1117,0.006864,0.012268,0.047509,0.042164
1118,0.005346,0.012289,0.046499,0.041799
1119,0.00721,0.012237,0.04778,0.035514
1120,0.00545,0.012135,0.047068,0.037607
1121,0.005507,0.012353,0.047665,0.038291
1122,0.005495,0.012158,0.046069,0.037411
1123,0.009532,0.011993,0.046011,0.037834
1124,0.005352,0.012014,0.04635,0.037522
1125,0.005554,0.01226,0.04304,0.037714
1126,0.005439,0.012157,0.043141,0.036212
1127,0.006118,0.012263,0.043887,0.037073
1128,0.005486,0.012848,0.043426,0.034166
1129,0.005919,0.012467,0.042671,0.034568
1130,0.005916,0.01272,0.041718,0.034398
1131,0.005488,0.012217,0.041389,0.02879
1132,0.005371,0.012443,0.041624,0.033195
1133,0.005445,0.012348,0.042046,0.032514
1134,0.006034,0.017053,0.041748,0.030807
1135,0.0054,0.012469,0.041836,0.037705
1136,0.005412,0.012481,0.043793,0.034458
1137,0.006506,0.012513,0.041324,0.038256
1138,0.005406,0.012217,0.040997,0.034635
1139,0.005379,0.012896,0.041736,0.033502
1140,0.005518,0.012203,0.041803,0.033154
1141,0.005566,0.013769,0.042269,0.034818
1142,0.005355,0.012446,0.042459,0.033895
1143,0.005359,0.012086,0.042054,0.034992
1144,0.005389,0.012614,0.043498,0.034636
1145,0.005517,0.012018,0.042387,0.033932
1146,0.006883,0.012025,0.042795,0.034935
1147,0.006444,0.012496,0.042091,0.032998
1148,0.005488,0.012991,0.042714,0.035764
1149,0.005371,0.01232,0.042629,0.034021
1150,0.005396,0.013591,0.042142,0.032486
1151,0.005426,0.013431,0.042303,0.032655
1152,0.006725,0.012394,0.041979,0.03201
1153,0.005474,0.012171,0.041936,0.032949
1154,0.006054,0.012133,0.043036,0.033351
1155,0.005442,0.012289,0.041178,0.030503
1156,0.005417,0.012212,0.042901,0.036557
1157,0.00566,0.01226,0.042724,0.033204
1158,0.005587,0.012321,0.042421,0.036139
1159,0.005517,0.012292,0.043946,0.033535
1160,0.005537,0.012639,0.043543,0.033411
1161,0.005836,0.012223,0.045096,0.033555
1162,0.005466,0.012766,0.04487,0.034291
1163,0.005408,0.012114,0.044827,0.031827
1164,0.005436,0.012068,0.045175,0.033224
1165,0.005515,0.012907,0.045227,0.033256
1166,0.006839,0.012821,0.045051,0.034148
1167,0.005738,0.01224,0.043424,0.031584
1168,0.005478,0.012111,0.044156,0.03344
1169,0.005461,0.012274,0.045245,0.0345
1170,0.005513,0.012167,0.04543,0.033707
1171,0.005468,0.012203,0.047948,0.034541
1172,0.005458,0.011906,0.046038,0.037062
1173,0.006164,0.012579,0.045505,0.039686
1174,0.006313,0.012114,0.047913,0.036154
1175,0.005514,0.012285,0.047221,0.034989
1176,0.00551,0.012079,0.046965,0.035516
1177,0.006825,0.012084,0.045243,0.034299
1178,0.005464,0.012181,0.04509,0.036669
1179,0.005469,0.012299,0.044913,0.033556
1180,0.005412,0.012422,0.04444,0.038499
1181,0.005474,0.013145,0.043922,0.035942
1182,0.006168,0.012231,0.042715,0.034518
1183,0.005634,0.013843,0.043801,0.035035
1184,0.006353,0.012279,0.044871,0.035335
1185,0.005444,0.019204,0.044701,0.040251
1186,0.005349,0.012793,0.047695,0.034067
1187,0.005404,0.012458,0.04431,0.034848
1188,0.005385,0.012669,0.04411,0.036313
1189,0.005591,0.013071,0.044896,0.037966
1190,0.005419,0.012727,0.043466,0.16884
1191,0.005584,0.012511,0.04766,0.031207
1192,0.00545,0.012529,0.044388,0.031505
1193,0.005481,0.012494,0.043927,0.03616
1194,0.0079,0.012317,0.042474,0.032191
1195,0.005442,0.014853,0.042293,0.030083
1196,0.00869,0.012852,0.044072,0.032834
1197,0.005501,0.012322,0.043025,0.035503
1198,0.005412,0.012106,0.043881,0.04059
1199,0.005434,0.012164,0.042641,0.031583
1200,0.006067,0.01222,0.042611,0.030805
1201,0.006378,0.012225,0.043313,0.031799
1202,0.005349,0.012195,0.043499,0.032454
1203,0.005546,0.012479,0.042484,0.033547
1204,0.00548,0.012323,0.041678,0.034766
1205,0.005412,0.012532,0.041993,0.03225
1206,0.005541,0.012644,0.041932,0.033608
1207,0.005363,0.012468,0.041404,0.035983
1208,0.005453,0.012208,0.041491,0.037587
1209,0.00797,0.012685,0.042929,0.033433
1210,0.005334,0.012588,0.042946,0.036316
1211,0.005346,0.012188,0.041811,0.035106
1212,0.005465,0.013058,0.041598,0.030874
1213,0.005439,0.012288,0.041698,0.037093
1214,0.005566,0.012315,0.041901,0.032137
1215,0.005411,0.015972,0.042141,0.033622
1216,0.005708,0.012237,0.041753,0.035133
1217,0.008349,0.012226,0.043289,0.034229
1218,0.008121,0.012815,0.042798,0.037726
1219,0.00543,0.01301,0.043331,0.035617
1220,0.005462,0.017259,0.045099,0.034912
1221,0.005409,0.012873,0.045211,0.03353
1222,0.005375,0.01251,0.045664,0.035982
1223,0.005401,0.012712,0.044458,0.037429
1224,0.005409,0.012334,0.044874,0.034005
1225,0.005504,0.012323,0.044524,0.033653
1226,0.005449,0.01565,0.043927,0.03367
1227,0.005384,0.012484,0.043461,0.031909
1228,0.005409,0.012307,0.043895,0.03502
1229,0.005553,0.014466,0.045005,0.034766
1230,0.005423,0.012301,0.044808,0.035273
1231,0.005374,0.012907,0.045435,0.039403
1232,0.005495,0.012298,0.044101,0.035162
1233,0.006752,0.012631,0.043906,0.039482
1234,0.005529,0.013127,0.044702,0.037637
1235,0.005418,0.013583,0.044159,0.035008
1236,0.005427,0.012246,0.044545,0.036898
1237,0.005415,0.012471,0.044157,0.035541
1238,0.005399,0.012083,0.043845,0.035756
1239,0.006352,0.011958,0.042725,0.034044
1240,0.005373,0.012247,0.042281,0.034144
1241,0.005477,0.012357,0.042362,0.037588
1242,0.005407,0.013213,0.042419,0.032035
1243,0.005499,0.012591,0.041751,0.032149
1244,0.005393,0.012298,0.042414,0.032182
1245,0.005487,0.01212,0.043776,0.033783
1246,0.005497,0.012246,0.044037,0.035542
1247,0.005486,0.012063,0.04406,0.034044
1248,0.005767,0.012352,0.042475,0.033261
1249,0.006638,0.012025,0.043611,0.03296
1250,0.00546,0.011927,0.042245,0.032085
1251,0.00542,0.012319,0.042766,0.033909
1252,0.005649,0.012258,0.044681,0.03252
1253,0.005446,0.012604,0.043475,0.032846
1254,0.005551,0.01226,0.044498,0.035968
1255,0.005342,0.012502,0.044316,0.036503
