frame_number,fps
0,0
30,30
82,52
135,53
187,52
239,52
290,51
338,48
386,48
439,53
489,50
539,50
590,51
641,51
692,51
743,51
791,48
839,48
892,53
940,48
992,52
1044,52
1093,49
1142,49
1193,51
1242,49
1291,49
1344,53
1389,45
1440,51
1491,51
1542,51
1592,50
1640,48
1688,48
1737,49
1789,52
1837,48
1888,51
1937,49
1987,50
2037,50
2086,49
2135,49
2183,48
2230,47
2277,47
2328,51
2378,50
