frame_number,fps
0,0
34,34
93,59
150,57
207,57
264,57
321,57
377,56
435,58
492,57
550,58
605,55
663,57
720,57
777,57
835,58
892,57
948,55
1005,57
1062,57
1118,56
1176,58
1231,55
1288,57
1345,57
1402,57
1460,58
1518,58
1576,58
1634,58
1687,53
1739,52
1792,53
1846,54
1905,59
1960,55
2013,53
2066,53
2120,53
2176,56
2231,55
2288,57
2346,58
