Frame,Captura,Procesamiento,Tracking,Escritura,Cantidad Objetos,Tiempo Total (ms),Tiempo por Objeto Tracking (ms),Preprocess,Inference,Postprocess
596,"0,006076","0,022695","0,007899","0,010254",17,"46,923428","0,464646","2,157450","8,037329","4,781485"
597,"0,006398","0,058299","0,007979","0,009478",17,"82,154258","0,469375","2,532959","24,108410","3,849268"
598,"0,011075","0,030216","0,008130","0,010312",17,"59,734127","0,478237","2,502680","6,922722","3,974199"
599,"0,005644","0,025433","0,009408","0,013859",17,"54,344184","0,553396","2,502680","6,922722","3,974199"
600,"0,005384","0,052995","0,009319","0,010566",17,"78,263712","0,548164","7,614851","26,243925","5,173445"
601,"0,007016","0,026752","0,009781","0,010791",17,"54,340472","0,575362","3,759861","13,191223","10,791540"
602,"0,005362","0,045322","0,007663","0,009643",17,"67,990407","0,450756","3,273249","14,648199","8,373976"
603,"0,006391","0,038690","0,009558","0,010575",17,"65,213288","0,562217","5,949974","25,962830","5,954027"
604,"0,005781","0,041976","0,008957","0,009770",17,"66,484451","0,526912","4,159689","5,972862","9,043932"
605,"0,006865","0,061729","0,008125","0,009787",17,"86,506358","0,477942","4,687309","27,382612","4,495382"
606,"0,005300","0,021998","0,011178","0,009633",18,"48,109915","0,621022","4,159689","5,972862","9,043932"
607,"0,009804","0,041362","0,010144","0,012350",18,"73,658892","0,563532","2,727509","8,651257","4,250288"
608,"0,013991","0,053834","0,008945","0,009567",18,"86,337039","0,496937","2,373934","23,898125","5,708218"
609,"0,005432","0,019237","0,008534","0,009580",18,"42,783078","0,474118","2,682209","7,067919","4,411221"
610,"0,005390","0,046214","0,011114","0,009928",19,"72,645917","0,584970","2,373934","23,898125","5,708218"
611,"0,005566","0,037030","0,011699","0,012531",20,"66,825266","0,584926","4,418850","12,005329","4,463434"
612,"0,005370","0,044910","0,013711","0,009271",21,"73,261623","0,652882","2,368450","24,186611","6,623983"
613,"0,008427","0,036040","0,009975","0,011320",21,"65,761535","0,474993","3,993273","5,823612","5,522490"
614,"0,005411","0,039786","0,009310","0,010215",20,"64,721456","0,465493","3,703833","12,570143","5,167007"
615,"0,006549","0,040111","0,009081","0,011640",20,"67,381003","0,454062","3,993750","22,915125","5,285978"
616,"0,005525","0,043720","0,009779","0,009897",21,"68,921584","0,465684","3,547430","12,337208","6,769180"
617,"0,006866","0,047013","0,011173","0,012217",22,"77,268207","0,507853","3,913879","24,537563","5,412817"
618,"0,006460","0,022532","0,011508","0,011224",23,"51,723902","0,500336","3,547430","12,337208","6,769180"
619,"0,007597","0,055347","0,009846","0,010980",23,"83,769718","0,428092","4,001856","25,940895","4,907370"
620,"0,006304","0,033694","0,011803","0,010438",23,"62,238910","0,513184","3,000498","6,509304","4,376411"
621,"0,010274","0,024856","0,009920","0,015029",23,"60,078493","0,431292","4,231453","12,175798","6,336451"
622,"0,005674","0,042421","0,010303","0,012087",23,"70,484536","0,447956","3,620148","24,254322","4,777431"
623,"0,010475","0,030139","0,010055","0,011464",23,"62,132091","0,437162","2,736568","6,957054","6,864071"
624,"0,005744","0,040200","0,011035","0,009496",23,"66,475361","0,479777","2,736568","6,957054","6,864071"
625,"0,009271","0,045517","0,011958","0,011262",24,"78,009040","0,498267","3,620148","24,254322","4,777431"
626,"0,005316","0,021885","0,010321","0,011855",24,"49,376755","0,430038","3,499985","9,773731","4,742861"
627,"0,007107","0,042277","0,011306","0,014169",24,"74,858464","0,471103","2,108097","24,674177","4,703760"
628,"0,005326","0,032312","0,011591","0,011984",24,"61,213262","0,482978","3,666162","12,413025","9,119987"
629,"0,005573","0,045769","0,012996","0,010673",25,"75,010407","0,519843","2,104521","24,830341","5,382299"
630,"0,006608","0,033188","0,014899","0,013138",26,"67,833246","0,573046","2,545595","6,252289","4,294872"
631,"0,005366","0,042741","0,013149","0,010747",26,"72,002588","0,505738","2,990723","7,216215","5,247593"
632,"0,005374","0,047494","0,011915","0,011394",26,"76,176891","0,458254","2,749443","23,550510","4,013777"
633,"0,005703","0,022613","0,014422","0,010516",26,"53,253922","0,554684","2,475262","12,070417","5,390406"
634,"0,006173","0,045264","0,013560","0,011017",25,"76,014708","0,542413","5,968571","23,170710","5,909920"
635,"0,007482","0,034414","0,010721","0,011410",25,"64,027024","0,428841","2,475262","12,070417","5,390406"
636,"0,005493","0,039995","0,011798","0,010587",23,"67,872609","0,512949","3,668547","8,386374","4,650593"
637,"0,012178","0,055968","0,011827","0,014524",25,"94,496577","0,473098","4,520178","25,032043","4,646778"
638,"0,005319","0,024536","0,011970","0,011655",24,"53,479979","0,498756","8,370876","8,197308","5,673885"
639,"0,006100","0,038988","0,011425","0,012078",24,"68,591489","0,476039","2,667427","24,401903","9,293318"
640,"0,006230","0,032144","0,011074","0,012064",24,"61,511804","0,461430","4,868269","8,189440","7,016420"
641,"0,005674","0,049911","0,011415","0,011384",25,"78,384193","0,456608","4,120588","23,938656","4,535198"
642,"0,006595","0,038648","0,011296","0,012567",24,"69,105656","0,470648","3,273487","13,869524","10,379553"
643,"0,005311","0,043378","0,013971","0,012204",24,"74,864640","0,582131","8,371353","27,407885","7,290840"
644,"0,006379","0,032657","0,018596","0,014934",26,"72,565045","0,715239","3,509760","10,542393","4,907846"
645,"0,005436","0,026982","0,012545","0,017366",26,"62,328641","0,482518","3,488302","9,005547","5,668879"
646,"0,005342","0,046099","0,012617","0,014403",26,"78,460707","0,485255","2,677441","24,093628","7,077217"
647,"0,006207","0,022639","0,013128","0,014176",27,"56,150504","0,486208","10,158777","10,713577","3,629923"
648,"0,006946","0,045691","0,012370","0,010478",28,"75,483705","0,441778","1,892090","28,344154","6,380796"
649,"0,005301","0,048826","0,012089","0,012197",27,"78,412542","0,447723","10,158777","10,713577","3,629923"
650,"0,005482","0,041969","0,012531","0,012282",28,"72,263654","0,447522","2,205372","24,106503","5,428553"
651,"0,005421","0,031735","0,011932","0,011075",27,"60,162557","0,441918","1,969099","5,949736","4,049063"
652,"0,005384","0,048470","0,015870","0,011164",27,"80,888400","0,587776","2,169371","22,751093","6,048918"
653,"0,008144","0,023828","0,012160","0,012498",28,"56,629660","0,434288","3,749847","7,906199","5,692959"
654,"0,009067","0,046247","0,013774","0,011806",28,"80,894417","0,491944","5,139351","22,809744","11,346102"
655,"0,006332","0,030769","0,013242","0,014378",30,"64,720909","0,441392","2,428055","7,993221","4,974842"
656,"0,007916","0,047407","0,013684","0,012133",28,"81,140955","0,488715","6,734848","23,364544","4,228354"
657,"0,005362","0,026735","0,011451","0,011922",27,"55,469447","0,424109","2,700329","7,563353","5,285025"
658,"0,005490","0,055462","0,011756","0,016511",30,"89,219660","0,391872","2,954245","23,410797","5,433321"
659,"0,005402","0,041380","0,014501","0,017034",30,"78,317496","0,483380","2,783775","7,924318","6,539345"
660,"0,005352","0,047845","0,016093","0,012854",35,"82,143944","0,459799","2,392530","23,699045","4,137993"
661,"0,005896","0,029712","0,014306","0,011833",33,"61,746402","0,433523","4,402161","9,028196","4,550934"
662,"0,009297","0,053330","0,014358","0,012248",34,"89,231882","0,422284","2,152681","22,978783","4,272699"
663,"0,005385","0,028913","0,014644","0,012874",35,"61,815847","0,418400","2,758026","5,880356","3,595591"
664,"0,005444","0,050659","0,018209","0,012805",35,"87,116426","0,520251","2,432585","23,504972","3,945589"
665,"0,005400","0,031384","0,014712","0,013949",34,"65,445036","0,432702","3,655910","7,027864","3,695965"
666,"0,006193","0,044789","0,019813","0,011600",35,"82,395123","0,566095","2,133846","23,432016","4,012585"
667,"0,006652","0,046827","0,014004","0,011739",35,"79,221729","0,400104","3,330231","23,561954","4,241467"
668,"0,006170","0,036220","0,015588","0,012811",35,"70,789986","0,445380","2,537012","7,510424","4,565954"
669,"0,011130","0,020748","0,016552","0,015764",35,"64,194803","0,472909","4,254341","7,227659","4,648685"
670,"0,007166","0,050407","0,015092","0,011759",34,"84,424273","0,443894","2,099276","24,086714","3,731251"
671,"0,005359","0,028226","0,013643","0,014311",34,"61,539799","0,401268","3,341198","5,836248","5,259991"
672,"0,005462","0,053981","0,014828","0,011141",33,"85,412828","0,449347","2,099276","24,086714","3,731251"
673,"0,005513","0,027387","0,013005","0,015770",33,"61,674720","0,394103","3,341198","5,836248","5,259991"
674,"0,005378","0,053682","0,013927","0,011632",32,"84,619991","0,435234","1,876354","24,311066","9,962559"
675,"0,005433","0,025072","0,015250","0,012498",34,"58,253475","0,448539","2,380133","5,819559","3,710032"
676,"0,007597","0,049016","0,014111","0,012998",33,"83,721679","0,427599","2,273321","22,960901","4,043579"
677,"0,006892","0,024732","0,014112","0,017480",34,"63,215943","0,415046","2,413511","7,259369","3,935575"
678,"0,005363","0,035875","0,017259","0,015558",36,"74,056022","0,479430","2,325058","23,375273","3,851175"
679,"0,005469","0,023805","0,014853","0,013680",36,"57,806608","0,412592","2,397776","7,589102","6,570339"
680,"0,005414","0,036046","0,016339","0,012564",36,"70,361996","0,453851","2,980232","24,575472","4,309177"
681,"0,005922","0,020368","0,015221","0,012644",36,"54,155369","0,422793","2,889633","7,692099","4,662514"
682,"0,005451","0,042106","0,015771","0,012975",34,"76,303259","0,463863","2,654314","23,151398","4,121780"
683,"0,006330","0,021853","0,013974","0,012496",34,"54,653534","0,411011","3,162146","8,408308","3,854036"
684,"0,007625","0,046322","0,014537","0,011388",35,"79,872540","0,415349","2,056122","23,243904","3,894806"
685,"0,005904","0,021461","0,013595","0,015143",35,"56,103009","0,388426","3,778219","8,237839","3,779411"
686,"0,005936","0,049858","0,014003","0,012088",35,"81,885208","0,400086","4,312038","22,846699","5,625010"
687,"0,005714","0,023884","0,015241","0,013818",35,"58,657172","0,435450","3,453493","8,154392","5,140781"
688,"0,006606","0,036695","0,014812","0,012545",35,"70,656921","0,423197","2,507925","23,187399","4,053593"
689,"0,005956","0,020815","0,014311","0,011992",36,"53,074806","0,397515","3,268003","7,177114","5,721807"
690,"0,005649","0,040132","0,014424","0,011882",36,"72,087481","0,400677","2,301216","23,396015","4,157543"
691,"0,005305","0,050141","0,013559","0,012189",36,"81,193751","0,376639","2,244949","23,188829","4,018068"
692,"0,005394","0,034459","0,016159","0,013027",35,"69,038155","0,461682","2,765894","9,048700","4,909277"
693,"0,005344","0,019657","0,014532","0,012991",35,"52,523419","0,415191","2,566338","5,744696","4,119635"
694,"0,005878","0,036410","0,016744","0,012317",36,"71,348629","0,465120","3,475189","22,985458","5,921841"
695,"0,005506","0,019749","0,014280","0,012335",35,"51,870173","0,408007","2,770901","8,659363","4,354715"
696,"0,005604","0,045190","0,016232","0,011809",36,"78,835595","0,450890","3,475189","22,985458","5,921841"
697,"0,005501","0,023188","0,013801","0,012635",36,"55,125521","0,383371","2,698898","7,501364","5,394459"
698,"0,005846","0,046571","0,014028","0,012101",35,"78,545471","0,400803","1,966715","24,045706","9,216785"
699,"0,005352","0,020805","0,013886","0,014710",35,"54,752128","0,396732","2,377987","5,888700","3,722906"
700,"0,009815","0,037640","0,014458","0,012984",36,"74,896598","0,401605","2,480507","23,143291","4,410982"
701,"0,005417","0,021933","0,014986","0,012648",36,"54,985131","0,416286","3,365993","5,782843","3,502131"
702,"0,005824","0,044000","0,015413","0,012526",36,"77,762586","0,428151","2,276182","23,006916","4,148722"
703,"0,005463","0,023411","0,013864","0,013529",36,"56,266790","0,385102","2,538204","7,246256","5,187273"
704,"0,005469","0,050523","0,014137","0,012846",36,"82,974791","0,392691","2,219677","23,364067","4,021645"
705,"0,005411","0,024325","0,013841","0,013455",36,"57,032232","0,384474","2,264738","8,618593","3,601789"
706,"0,005451","0,048340","0,016099","0,011940",35,"81,830004","0,459974","2,147675","23,850441","4,234314"
707,"0,005488","0,024463","0,015302","0,012565",35,"57,817612","0,437190","2,295971","7,153749","4,832506"
708,"0,006595","0,049684","0,014578","0,012297",36,"83,153904","0,404942","2,860069","22,959709","4,437447"
709,"0,005444","0,023981","0,014149","0,013165",36,"56,738491","0,393016","2,560377","7,191658","5,395174"
710,"0,006153","0,036089","0,014566","0,012603",36,"69,410908","0,404614","2,513885","23,097754","3,755808"
711,"0,005607","0,020088","0,016159","0,013564",36,"55,418367","0,448872","2,369642","6,949186","5,107403"
712,"0,006311","0,053872","0,015413","0,012569",37,"88,164180","0,416558","2,795696","23,211956","3,690243"
713,"0,006808","0,023697","0,014193","0,012433",36,"57,129836","0,394237","2,837658","6,437540","3,559828"
714,"0,007097","0,039349","0,017973","0,012118",36,"76,536736","0,499237","3,123760","24,963140","5,877018"
715,"0,008041","0,047076","0,014415","0,012141",37,"81,672906","0,389598","2,898455","23,323298","3,948212"
716,"0,005574","0,025897","0,015366","0,012864",37,"59,701407","0,415308","2,266645","8,154154","4,626513"
717,"0,005710","0,019359","0,014657","0,013822",37,"53,548072","0,396136","3,924847","6,998062","4,333496"
718,"0,005852","0,036879","0,017154","0,012053",36,"71,938126","0,476504","2,843857","24,400473","3,971577"
719,"0,005354","0,021688","0,015942","0,012064",35,"55,047500","0,455481","2,397537","7,419348","5,747795"
720,"0,005436","0,047039","0,014604","0,011602",36,"78,681152","0,405666","2,843857","24,400473","3,971577"
721,"0,005722","0,021950","0,014148","0,012569",36,"54,389709","0,393002","2,397537","7,419348","5,747795"
722,"0,005529","0,039670","0,017277","0,012715",37,"75,190688","0,466951","2,131701","23,536682","9,122849"
723,"0,005386","0,020593","0,015868","0,014063",37,"55,909938","0,428861","2,166510","7,052422","3,644466"
724,"0,005491","0,049366","0,015049","0,012386",37,"82,291331","0,406728","2,681971","23,061752","4,431725"
725,"0,005522","0,023905","0,014405","0,013540",37,"57,373204","0,389325","4,501581","6,779909","3,583908"
726,"0,005378","0,049141","0,016564","0,013482",37,"84,563946","0,447666","2,402067","23,231268","3,852844"
727,"0,006193","0,024024","0,015998","0,014446",38,"60,660457","0,420995","3,145933","7,466078","5,537033"
728,"0,006586","0,043152","0,016747","0,012913",39,"79,397599","0,429414","2,326965","22,965193","4,232645"
729,"0,005467","0,021077","0,014377","0,014310",39,"55,230418","0,368649","2,914906","9,038925","4,838943"
730,"0,005387","0,040228","0,014727","0,012964",39,"73,306442","0,377627","2,174854","23,128748","3,841400"
731,"0,005355","0,021967","0,014775","0,013904",37,"55,999446","0,399318","3,069639","7,647991","4,208803"
732,"0,005453","0,051511","0,014707","0,012916",37,"84,586507","0,397487","2,762318","23,578644","3,706694"
733,"0,005384","0,025814","0,014236","0,013107",37,"58,539880","0,384744","2,658844","6,528854","3,963709"
734,"0,005816","0,043633","0,015194","0,012498",37,"77,140760","0,410645","2,583504","23,152113","4,523277"
735,"0,005759","0,022792","0,016267","0,013258",37,"58,076085","0,439656","2,354145","7,561684","3,522396"
736,"0,005431","0,047316","0,014788","0,012007",36,"79,542918","0,410784","2,587318","23,360729","3,925562"
737,"0,005387","0,022446","0,017406","0,012724",35,"57,962542","0,497317","4,600048","5,858660","3,721714"
738,"0,005518","0,042277","0,017941","0,015228",34,"80,964390","0,527677","2,325535","23,074865","3,804445"
739,"0,005408","0,046580","0,014017","0,011577",34,"77,582636","0,412273","2,873898","24,126053","4,945993"
740,"0,005498","0,032691","0,014451","0,012081",34,"64,720418","0,425017","3,069878","7,107258","4,345655"
741,"0,006219","0,019767","0,015737","0,012174",35,"53,897461","0,449641","3,165007","9,280920","6,314039"
742,"0,006028","0,037347","0,015533","0,013020",36,"71,927691","0,431466","2,380610","23,373842","4,521132"
743,"0,005842","0,020556","0,015897","0,015462",36,"57,756676","0,441580","3,838539","7,329464","4,328728"
744,"0,005455","0,049522","0,015022","0,012421",36,"82,420329","0,417272","2,380610","23,373842","4,521132"
745,"0,005388","0,024007","0,014443","0,013340",37,"57,178282","0,390355","3,825188","9,211779","5,787373"
746,"0,005640","0,051566","0,015189","0,013545",38,"85,939462","0,399702","2,240419","23,691177","7,426262"
747,"0,005367","0,024915","0,015844","0,013450",37,"59,576182","0,428219","2,854109","5,800724","3,766775"
748,"0,005445","0,044924","0,015073","0,012353",36,"77,794516","0,418704","2,512693","24,776936","3,936529"
749,"0,005408","0,021509","0,014703","0,014811",36,"56,430857","0,408405","3,425598","6,526709","4,569292"
750,"0,005380","0,037663","0,016914","0,012614",35,"72,571237","0,483262","2,506495","23,740530","4,570723"
751,"0,006082","0,019802","0,015080","0,013776",37,"54,739483","0,407567","3,491402","6,870985","5,437613"
752,"0,005742","0,041754","0,014376","0,012197",35,"74,068970","0,410730","3,181934","23,974895","3,981352"
753,"0,005407","0,019626","0,014161","0,011925",34,"51,118644","0,416490","2,771854","7,410049","5,568266"
754,"0,005441","0,037012","0,013568","0,011852",34,"67,872111","0,399050","2,669811","23,633957","4,438400"
755,"0,005417","0,020585","0,013741","0,014919",33,"54,661750","0,416385","2,412558","7,477045","5,144119"
756,"0,005404","0,048441","0,015171","0,013955",33,"82,971357","0,459716","2,273560","23,478985","4,200459"
757,"0,005847","0,022806","0,014691","0,014896",35,"58,240086","0,419749","2,613068","8,097887","3,626108"
758,"0,005532","0,047061","0,016898","0,012751",34,"82,242587","0,497010","3,995895","23,303032","4,512548"
759,"0,005432","0,026084","0,014747","0,013198",35,"59,461424","0,421350","4,626036","7,863998","4,755259"
760,"0,005469","0,054689","0,017105","0,012893",35,"90,155395","0,488711","3,076077","23,809671","3,717184"
761,"0,005388","0,028118","0,015068","0,011828",35,"60,401082","0,430500","4,137039","7,193327","4,321814"
762,"0,005528","0,039014","0,017581","0,011488",34,"73,610163","0,517079","2,550364","24,046421","5,677223"
763,"0,005312","0,048392","0,014166","0,011711",32,"79,580611","0,442697","5,897522","23,380756","3,854990"
764,"0,005328","0,031911","0,014268","0,011867",31,"63,373090","0,460260","3,275871","8,271933","4,830599"
765,"0,005390","0,020750","0,015426","0,013151",33,"54,716983","0,467469","3,528357","8,224249","5,588055"
766,"0,005333","0,041305","0,015676","0,011809",34,"74,123242","0,461056","2,384901","23,282051","4,138231"
767,"0,005412","0,021435","0,015004","0,011432",35,"53,282807","0,428676","2,480507","5,810261","3,932476"
768,"0,005368","0,053168","0,015213","0,011636",35,"85,385131","0,434651","2,384901","23,282051","4,138231"
769,"0,005409","0,030757","0,015452","0,012708",37,"64,327180","0,417628","2,480507","5,810261","3,932476"
770,"0,005392","0,048981","0,015629","0,012354",37,"82,356289","0,422411","2,041817","24,350405","6,815434"
771,"0,005362","0,023707","0,015552","0,011685",36,"56,306752","0,432005","2,438307","5,836010","3,685713"
772,"0,005492","0,044053","0,016774","0,012895",39,"79,214354","0,430104","2,203465","24,869204","3,974438"
773,"0,005448","0,025343","0,015417","0,011834",39,"58,041520","0,395307","3,629446","8,409023","5,306244"
774,"0,005478","0,044096","0,017265","0,011665",38,"78,503441","0,454341","3,054857","23,221731","9,188652"
775,"0,005723","0,022113","0,016516","0,011846",38,"56,196954","0,434619","3,490925","7,371902","5,293608"
776,"0,005411","0,051893","0,016167","0,012233",37,"85,704150","0,436950","2,056599","23,032188","3,931999"
777,"0,005349","0,024838","0,016557","0,012010",39,"58,754126","0,424540","2,499342","7,274866","5,408049"
778,"0,005439","0,051550","0,016158","0,012969",38,"86,115945","0,425213","2,618790","24,050474","4,166603"
779,"0,005389","0,023049","0,014619","0,012491",38,"55,547900","0,384706","2,500057","7,302761","5,254030"
780,"0,005395","0,054211","0,015557","0,011679",36,"86,842984","0,432134","2,441168","23,232698","4,051924"
781,"0,005377","0,025921","0,016928","0,012272",39,"60,497597","0,434046","2,777815","7,243395","5,873680"
782,"0,005389","0,054195","0,016772","0,011963",40,"88,319501","0,419294","2,670050","23,609877","4,043818"
783,"0,005361","0,030890","0,016938","0,012040",40,"65,228531","0,423449","2,274513","10,198593","3,597021"
784,"0,005451","0,037849","0,015456","0,013071",40,"71,826718","0,386398","2,505302","23,253202","4,046202"
785,"0,006463","0,020154","0,018587","0,012363",42,"57,566838","0,442537","2,477169","5,930662","3,568172"
786,"0,006679","0,040513","0,018692","0,012434",43,"78,318021","0,434691","2,755165","23,014784","5,709410"
787,"0,005809","0,050119","0,016405","0,012165",41,"84,497597","0,400120","2,574921","23,246050","4,458666"
788,"0,006147","0,035171","0,017071","0,012595",43,"70,984022","0,397001","4,718781","6,832361","3,556013"
789,"0,006140","0,019639","0,022161","0,012288",42,"60,228366","0,527636","2,485514","5,788803","3,568649"
790,"0,007342","0,047369","0,018217","0,012224",42,"85,150938","0,433728","2,568483","23,281097","4,337072"
791,"0,005391","0,025599","0,016924","0,013532",42,"61,446822","0,402952","3,144264","5,806208","4,531384"
792,"0,006680","0,050925","0,016664","0,012180",43,"86,448791","0,387538","2,568483","23,281097","4,337072"
793,"0,005486","0,027673","0,016126","0,012710",42,"61,995486","0,383963","4,396915","9,443760","4,677296"
794,"0,005468","0,046348","0,016118","0,012207",40,"80,140503","0,402950","2,183199","23,469210","9,343147"
795,"0,005353","0,024286","0,017604","0,012205",42,"59,448106","0,419147","2,565145","7,398129","3,710985"
796,"0,005429","0,051030","0,019873","0,013113",41,"89,444478","0,484709","3,163815","22,904158","4,072428"
797,"0,005921","0,023840","0,015745","0,011998",41,"57,504594","0,384028","2,959967","5,743265","3,801584"
798,"0,008412","0,050903","0,016323","0,011889",41,"87,527462","0,398122","2,852201","22,815943","4,505396"
799,"0,006024","0,027593","0,016080","0,012670",42,"62,365872","0,382849","2,449036","6,591320","3,533840"
800,"0,005410","0,040437","0,016297","0,012525",42,"74,669118","0,388018","2,888918","22,964239","4,182577"
801,"0,005425","0,022721","0,018163","0,012688",41,"58,996758","0,443004","3,925323","5,766392","3,563643"
802,"0,005435","0,038848","0,019970","0,012104",42,"76,356907","0,475478","2,163649","22,915363","3,637791"
803,"0,005398","0,020566","0,015746","0,013552",42,"55,261132","0,374896","2,960205","5,755186","3,850698"
804,"0,005478","0,040442","0,018161","0,012314",44,"76,396172","0,412758","6,531000","23,027658","4,665613"
805,"0,005397","0,022181","0,017281","0,012758",43,"57,617400","0,401874","2,437353","8,513212","5,179644"
806,"0,005428","0,037739","0,017316","0,013297",43,"73,780566","0,402700","2,245665","23,402452","4,464865"
807,"0,005376","0,019824","0,016625","0,012338",43,"54,163386","0,386636","2,283812","7,173777","3,575802"
808,"0,005501","0,038737","0,016920","0,012490",43,"73,648525","0,393500","2,524137","24,388075","3,860950"
809,"0,005566","0,020969","0,018524","0,012989",42,"58,046921","0,441036","2,762079","7,515430","4,828453"
810,"0,005432","0,040698","0,019239","0,012007",43,"77,376502","0,447420","2,682686","23,381472","4,221678"
811,"0,006268","0,049685","0,017040","0,013295",43,"86,288268","0,396276","2,476454","23,042202","6,155968"
812,"0,007013","0,031022","0,018522","0,012337",44,"68,893173","0,420946","3,230572","7,544994","4,574299"
813,"0,005899","0,020103","0,019151","0,012371",43,"57,524304","0,445372","2,936602","5,779028","3,576040"
814,"0,005672","0,040085","0,019274","0,012557",42,"77,587806","0,458907","2,996922","23,061991","3,910303"
815,"0,005394","0,021010","0,016502","0,013438",42,"56,344667","0,392916","2,589464","6,536245","3,825426"
816,"0,005385","0,045771","0,018856","0,012039",42,"82,050186","0,448952","2,996922","23,061991","3,910303"
817,"0,005359","0,020500","0,017078","0,013571",43,"56,507907","0,397157","4,171371","8,526802","5,055428"
818,"0,005364","0,038076","0,018168","0,013089",45,"74,696923","0,403725","2,263784","23,595810","9,840250"
819,"0,005379","0,024030","0,018959","0,013261",44,"61,628458","0,430881","2,907515","6,868124","3,696442"
820,"0,005525","0,036772","0,019298","0,017661",46,"79,256586","0,419531","4,296064","23,089886","4,167318"
821,"0,008986","0,019644","0,018895","0,013485",45,"61,010158","0,419900","2,805710","7,798910","3,798962"
822,"0,005425","0,054758","0,020576","0,013483",45,"94,241426","0,457240","2,950191","23,221254","3,692865"
823,"0,005939","0,027591","0,017354","0,014108",45,"64,992677","0,385654","2,628088","5,840540","5,192041"
824,"0,006309","0,043502","0,018874","0,016422",45,"85,106452","0,419412","2,579689","23,716211","3,768921"
825,"0,005416","0,019915","0,017777","0,013350",45,"56,458623","0,395052","2,656460","7,869005","4,011393"
826,"0,005385","0,044875","0,017745","0,016303",45,"84,307439","0,394329","4,571199","24,153948","4,127741"
827,"0,005380","0,022890","0,017235","0,013550",45,"59,055319","0,383000","2,238989","7,001162","3,883839"
828,"0,005480","0,038742","0,021159","0,013446",45,"78,827541","0,470202","2,638102","22,963285","4,234552"
829,"0,005783","0,022625","0,016733","0,014012",44,"59,153914","0,380302","2,471685","5,762577","3,476143"
830,"0,005339","0,039695","0,017740","0,013667",46,"76,441611","0,385655","2,221346","23,123980","3,940821"
831,"0,005358","0,018972","0,021138","0,015399",47,"60,866151","0,449735","3,132105","6,099939","4,166603"
832,"0,005464","0,039681","0,019006","0,015056",47,"79,206696","0,404387","3,550053","24,020672","3,997326"
833,"0,006590","0,022733","0,019262","0,013747",49,"62,331657","0,393108","3,767729","6,968260","3,863811"
834,"0,006966","0,040199","0,017467","0,014373",47,"79,004926","0,371648","2,116919","22,830009","4,622459"
835,"0,005617","0,051500","0,016868","0,012971",45,"86,957093","0,374848","2,572775","25,128126","4,270792"
836,"0,005453","0,029725","0,029712","0,012893",47,"77,782820","0,632169","3,267288","5,723953","3,623247"
837,"0,005409","0,020168","0,017721","0,013261",44,"56,559617","0,402761","2,612591","7,819653","3,661633"
838,"0,005431","0,049226","0,018412","0,013160",44,"86,229956","0,418466","2,963305","24,087429","6,308317"
839,"0,005429","0,023818","0,016992","0,012690",45,"58,928655","0,377595","2,606153","7,394314","4,695654"
840,"0,005461","0,037932","0,018187","0,012547",43,"74,126846","0,422951","2,963305","24,087429","6,308317"
841,"0,005377","0,024286","0,017396","0,013085",43,"60,144227","0,404556","3,298283","5,807877","3,927469"
842,"0,005375","0,037916","0,017947","0,013619",44,"74,857918","0,407896","1,837969","22,853136","3,851175"
843,"0,005332","0,022915","0,021167","0,014104",45,"63,518045","0,470381","2,353907","5,744696","4,093885"
844,"0,005405","0,042890","0,018720","0,013166",42,"80,181903","0,445722","2,106667","23,695469","5,133390"
845,"0,006641","0,020334","0,016527","0,013016",43,"56,517408","0,384346","3,951550","6,690025","3,603220"
846,"0,005429","0,037284","0,016920","0,013581",42,"73,213779","0,402856","2,302885","23,221970","3,713846"
847,"0,005859","0,020079","0,018116","0,014356",44,"58,410005","0,411721","7,014275","5,785942","5,161524"
848,"0,005743","0,036594","0,018987","0,013443",44,"74,766777","0,431524","2,434492","23,658514","3,911495"
849,"0,007285","0,019875","0,016407","0,015147",43,"58,714019","0,381556","2,136230","6,336451","4,737139"
850,"0,005461","0,045614","0,018904","0,013623",45,"83,601546","0,420089","2,405643","23,112535","4,385471"
851,"0,005341","0,022996","0,019024","0,013943",44,"61,304791","0,432374","3,575087","7,620335","3,568888"
852,"0,005379","0,037216","0,018589","0,012731",44,"73,915731","0,422475","2,756119","22,897005","4,797220"
853,"0,005420","0,018651","0,019516","0,014575",45,"58,161289","0,433685","2,174854","5,813360","3,702402"
854,"0,009725","0,046531","0,018181","0,014067",46,"88,504808","0,395248","2,707958","22,966862","3,829241"
855,"0,005887","0,021561","0,018268","0,016262",47,"61,978038","0,388684","2,862215","6,058693","3,700733"
856,"0,005446","0,053581","0,020132","0,014044",47,"93,202716","0,428335","2,547026","23,359537","3,817558"
857,"0,005418","0,022251","0,019072","0,014918",48,"61,658824","0,397323","2,835512","5,796671","4,033804"
858,"0,005415","0,041998","0,019366","0,014259",46,"81,037238","0,421000","2,554893","23,001671","4,403591"
859,"0,005360","0,035221","0,018766","0,015542",48,"74,888895","0,390952","2,686024","23,168564","5,321503"
860,"0,007466","0,019623","0,019552","0,014201",49,"60,841507","0,399022","2,582073","7,341623","4,079580"
861,"0,005514","0,019024","0,019454","0,016522",49,"60,514227","0,397026","2,927065","7,132769","3,579140"
862,"0,008763","0,043081","0,018862","0,016510",49,"87,217453","0,384949","2,317190","23,198605","3,908873"
