Frame,Captura,Procesamiento,Tracking,Escritura,Cantidad Objetos,Tiempo Total (ms),Tiempo por Objeto Tracking (ms),Preprocess,Inference,Postprocess
1197,"0,005549","0,021081","0,033029","0,020709",84,"80,368686","0,393206","2,215624","5,911827","3,679991"
1198,"0,005455","0,037172","0,030601","0,019007",84,"92,235101","0,364294","2,753735","23,628712","4,010439"
1199,"0,005692","0,022828","0,032996","0,020192",84,"81,708648","0,392806","2,272606","5,956888","3,875256"
1200,"0,006863","0,036433","0,033228","0,018605",85,"95,129149","0,390912","2,073288","23,362875","5,307198"
1201,"0,005455","0,020046","0,031052","0,020117",87,"76,670315","0,356922","2,440929","7,303238","3,470898"
1202,"0,005930","0,036880","0,031777","0,019920",87,"94,507233","0,365257","2,868891","23,280621","3,551006"
1203,"0,006038","0,020053","0,031737","0,019855",86,"77,683351","0,369039","3,597260","6,781816","4,196405"
1204,"0,006791","0,036786","0,035553","0,023295",85,"102,424321","0,418272","2,652168","23,480654","3,610611"
1205,"0,005564","0,019162","0,031554","0,020053",86,"76,333529","0,366903","2,500534","6,934404","3,671169"
1206,"0,007468","0,037026","0,030753","0,023312",85,"98,559698","0,361806","2,597809","23,368120","3,627539"
1207,"0,005545","0,023503","0,033779","0,019792",85,"82,619471","0,397403","2,734184","8,743763","4,218578"
1208,"0,005563","0,038930","0,034567","0,023260",86,"102,319512","0,401938","3,189325","23,546457","3,600597"
1209,"0,005421","0,020983","0,032896","0,019218",85,"78,518232","0,387013","2,284765","8,788347","3,680944"
1210,"0,005908","0,038295","0,032168","0,018571",86,"94,942831","0,374052","3,409863","23,456812","4,840136"
1211,"0,005535","0,021044","0,030175","0,018583",84,"75,336778","0,359224","2,483606","6,231546","3,740311"
1212,"0,005605","0,037707","0,030591","0,020674",86,"94,577120","0,355708","2,430677","23,803473","3,921986"
1213,"0,005623","0,018970","0,031176","0,019358",85,"75,127489","0,366779","8,972168","6,049633","3,901482"
1214,"0,007251","0,037844","0,031685","0,018514",85,"95,294944","0,372768","6,630421","30,573130","3,970146"
1215,"0,006592","0,020227","0,029709","0,020245",84,"76,772938","0,353684","2,797127","7,478237","3,674507"
1216,"0,005955","0,037271","0,031000","0,018709",84,"92,934616","0,369050","6,603956","23,329496","3,741503"
1217,"0,007015","0,022915","0,031024","0,018806",84,"79,760528","0,369333","2,353430","6,343603","5,057812"
1218,"0,005656","0,037796","0,032440","0,017755",85,"93,647383","0,381650","2,507925","23,607254","4,509449"
1219,"0,005842","0,036459","0,029449","0,019250",84,"90,999872","0,350580","2,716780","24,433851","4,776239"
1220,"0,005745","0,023342","0,031284","0,020022",83,"80,392907","0,376912","2,227068","5,809069","4,171610"
1221,"0,005483","0,022928","0,031118","0,019829",86,"79,358109","0,361842","2,424002","5,867004","3,886223"
1222,"0,005525","0,037359","0,029650","0,018678",82,"91,212138","0,361589","3,483057","24,742603","3,871918"
1223,"0,005508","0,020427","0,031336","0,022508",83,"79,778447","0,377538","2,488136","5,901575","4,010916"
1224,"0,005509","0,036608","0,032448","0,018778",86,"93,342761","0,377303","2,789259","23,313522","3,718853"
1225,"0,005495","0,023622","0,031751","0,019696",87,"80,564913","0,364958","2,321482","6,469250","3,817558"
1226,"0,005530","0,036958","0,036518","0,021630",88,"100,635720","0,414979","2,578259","23,731709","3,790379"
1227,"0,005481","0,021585","0,031047","0,019321",85,"77,433669","0,365260","2,469063","5,867004","4,041195"
1228,"0,005543","0,040107","0,030130","0,019346",82,"95,126642","0,367442","2,617121","23,500681","3,916264"
1229,"0,005544","0,022935","0,031318","0,020924",85,"80,721620","0,368444","8,477211","6,356716","3,717422"
1230,"0,005999","0,038640","0,031611","0,019159",84,"95,409279","0,376319","2,848864","23,995161","3,810167"
1231,"0,005518","0,026979","0,033351","0,019595",85,"85,443813","0,392369","2,452850","5,780935","3,664732"
1232,"0,005627","0,050085","0,033495","0,019895",83,"109,102077","0,403558","2,317190","24,029016","4,173994"
1233,"0,006422","0,024259","0,031761","0,020681",81,"83,123103","0,392115","2,142191","6,099939","3,702402"
1234,"0,005976","0,040863","0,032605","0,019953",79,"99,396399","0,412717","6,618977","23,466110","3,721714"
1235,"0,005537","0,021257","0,032320","0,019339",86,"78,452561","0,375811","2,591610","6,921530","3,604174"
1236,"0,005471","0,037982","0,032688","0,018927",87,"95,067760","0,375725","2,545595","23,532867","3,777266"
1237,"0,005635","0,020478","0,031305","0,020274",82,"77,693774","0,381774","3,900766","6,459713","3,635645"
1238,"0,005755","0,038656","0,032617","0,019188",85,"96,215683","0,383726","2,257824","23,393393","3,641605"
1239,"0,005495","0,020309","0,033799","0,019529",83,"79,132173","0,407214","2,383947","6,731749","3,664494"
1240,"0,006795","0,039175","0,031165","0,019466",81,"96,600243","0,384750","2,814293","23,443699","3,666639"
1241,"0,006088","0,018447","0,032617","0,019029",81,"76,181324","0,402682","2,268553","6,036043","3,653526"
1242,"0,006459","0,037364","0,032842","0,019384",81,"96,048252","0,405456","3,596544","23,278475","3,931999"
1243,"0,009446","0,038281","0,036284","0,019214",82,"103,225880","0,442489","2,791166","23,144484","3,761768"
1244,"0,005516","0,019837","0,031691","0,020549",77,"77,593223","0,411565","2,480268","7,557392","3,806114"
1245,"0,008004","0,019223","0,030520","0,020972",75,"78,718969","0,406938","2,535582","5,861759","3,690958"
1246,"0,005502","0,036338","0,035267","0,023759",83,"100,865582","0,424901","2,383947","23,283482","3,682375"
1247,"0,005574","0,025103","0,032178","0,024484",83,"87,339350","0,387689","2,857208","6,140709","3,702164"
1248,"0,005672","0,037223","0,031773","0,019164",80,"93,832823","0,397167","2,523661","23,783445","5,110264"
1249,"0,005503","0,018056","0,030922","0,022170",84,"76,651421","0,368124","2,524614","5,789518","3,653288"
1250,"0,005853","0,037288","0,034017","0,021512",87,"98,669545","0,390997","2,311945","23,657560","3,539801"
1251,"0,006268","0,021498","0,033238","0,022466",87,"83,470570","0,382048","2,880812","6,803513","4,143715"
1252,"0,007028","0,041257","0,033271","0,022246",87,"103,802444","0,382430","2,906084","23,813963","3,719330"
1253,"0,005691","0,019491","0,031128","0,019111",82,"75,420903","0,379616","2,657175","5,738258","3,589869"
1254,"0,005790","0,037578","0,033333","0,020916",86,"97,617084","0,387588","2,646685","23,911476","3,800392"
1255,"0,005777","0,021118","0,029538","0,019871",82,"76,302955","0,360215","2,737761","5,811214","3,933907"
1256,"0,005592","0,035965","0,029563","0,019710",81,"90,830703","0,364974","2,775431","23,396254","3,784657"
1257,"0,005704","0,020060","0,033329","0,019335",81,"78,428235","0,411471","3,258467","6,156683","6,305933"
1258,"0,009323","0,039155","0,032930","0,018432",82,"99,839775","0,401583","2,236366","23,309469","7,132053"
1259,"0,005533","0,019917","0,031548","0,018849",82,"75,846231","0,384726","2,901554","6,247282","4,245043"
1260,"0,005719","0,037339","0,032563","0,019584",83,"95,204240","0,392322","2,738953","24,186373","3,778934"
1261,"0,005499","0,020465","0,029771","0,018857",83,"74,592193","0,358681","2,299309","5,776405","3,352165"
1262,"0,005530","0,037065","0,033024","0,020338",85,"95,956723","0,388513","3,737211","24,384260","3,791332"
1263,"0,008067","0,019670","0,032881","0,022850",83,"83,467849","0,396157","2,281427","5,944490","3,630638"
1264,"0,005853","0,035908","0,030943","0,020926",83,"93,629994","0,372813","2,750158","24,175406","3,616571"
1265,"0,005440","0,019533","0,033133","0,023031",86,"81,138047","0,385273","3,171921","7,068634","4,060268"
1266,"0,005664","0,039043","0,031599","0,019473",85,"95,779047","0,371758","2,633810","24,358988","3,854036"
1267,"0,009737","0,035590","0,031505","0,024250",85,"101,082256","0,370645","2,673388","23,204565","4,235983"
1268,"0,008844","0,018856","0,032059","0,021601",87,"81,359528","0,368490","2,355099","5,930185","4,072905"
1269,"0,005522","0,021645","0,031048","0,019845",87,"78,060309","0,356872","2,562046","6,853104","3,688812"
1270,"0,005594","0,036958","0,034059","0,021339",88,"97,949893","0,387030","3,712893","23,423672","3,517151"
1271,"0,005443","0,018600","0,036647","0,020111",88,"80,800655","0,416442","6,355524","6,048679","3,815174"
1272,"0,006026","0,036908","0,033046","0,018637",88,"94,617233","0,375526","2,393246","23,366690","3,852129"
1273,"0,005539","0,018943","0,031924","0,021485",85,"77,890734","0,375580","3,484249","6,196737","3,703594"
1274,"0,005900","0,036671","0,031906","0,020062",85,"94,539822","0,375368","3,094912","24,078131","4,356146"
1275,"0,005635","0,022101","0,030992","0,021644",85,"80,372060","0,364611","2,664566","5,847454","3,631353"
1276,"0,005862","0,039467","0,031516","0,022706",87,"99,549961","0,362251","2,732277","23,641348","3,745556"
1277,"0,005941","0,019673","0,031887","0,021134",87,"78,634415","0,366516","2,211809","6,949186","4,522562"
1278,"0,005439","0,037641","0,030944","0,022266",84,"96,289275","0,368382","2,789974","24,291515","4,206419"
1279,"0,005761","0,019824","0,030215","0,021461",83,"77,261202","0,364037","2,969265","6,110430","3,659248"
1280,"0,005562","0,038621","0,030960","0,020819",86,"95,962828","0,360003","2,503872","24,056911","3,674030"
1281,"0,005672","0,018560","0,032883","0,020166",85,"77,280660","0,386853","3,499985","6,124258","3,498554"
1282,"0,005539","0,037259","0,033139","0,019528",87,"95,464983","0,380912","2,756119","23,264647","4,835844"
1283,"0,005459","0,022734","0,030665","0,020569",84,"79,426673","0,365058","3,012896","5,925655","3,819704"
1284,"0,005548","0,037268","0,029954","0,019502",85,"92,271656","0,352403","2,544641","24,351358","3,965139"
1285,"0,006316","0,021617","0,031322","0,019827",86,"79,080800","0,364206","2,398729","5,827188","5,376816"
1286,"0,005674","0,036618","0,031902","0,020065",89,"94,257693","0,358446","2,435207","23,440123","4,049540"
1287,"0,005530","0,020796","0,032296","0,021060",87,"79,681945","0,371224","2,572536","6,467104","3,823042"
1288,"0,005570","0,036825","0,033391","0,020423",88,"96,208658","0,379444","2,579451","23,463011","3,674030"
1289,"0,005534","0,023538","0,033969","0,021805",88,"84,845277","0,386008","2,867222","7,822752","3,627300"
1290,"0,007582","0,036169","0,031322","0,019696",88,"94,769235","0,355931","2,177477","23,303986","3,695011"
1291,"0,007824","0,037871","0,030764","0,019392",88,"95,851619","0,349593","2,687216","24,281025","3,877163"
1292,"0,005535","0,020746","0,030761","0,020347",88,"77,389107","0,349555","2,285719","6,100416","3,715515"
1293,"0,006882","0,020740","0,030832","0,021156",84,"79,610294","0,367046","2,659559","6,002426","4,993200"
1294,"0,005464","0,039239","0,031762","0,020405",86,"96,869199","0,369328","2,695084","23,624420","4,636765"
1295,"0,005486","0,020262","0,031667","0,020749",87,"78,164215","0,363988","2,544641","7,299662","3,858089"
1296,"0,005989","0,038317","0,030449","0,018259",85,"93,014758","0,358225","2,514601","24,388552","4,708290"
1297,"0,005649","0,019352","0,030103","0,020214",84,"75,317880","0,358364","2,783298","5,758286","3,900290"
1298,"0,005499","0,037001","0,030655","0,023653",85,"96,807307","0,360643","2,654314","23,530722","5,459547"
1299,"0,005524","0,020634","0,032064","0,020681",85,"78,903382","0,377229","2,356529","5,785942","3,760576"
1300,"0,005577","0,039720","0,031882","0,021126",86,"98,305838","0,370724","2,467871","23,860216","3,619194"
1301,"0,009110","0,020167","0,031643","0,021080",86,"82,001150","0,367946","4,413366","6,156921","3,705740"
1302,"0,005483","0,037768","0,032276","0,019536",85,"95,061982","0,379714","2,354622","23,397446","3,831625"
1303,"0,005667","0,020573","0,030636","0,020550",86,"77,425749","0,356238","3,841162","6,831884","3,502846"
1304,"0,006044","0,036686","0,031848","0,019745",87,"94,323358","0,366070","3,027201","23,804188","5,383253"
1305,"0,005558","0,020538","0,036196","0,020672",88,"82,963334","0,411317","2,946377","5,866289","4,040480"
1306,"0,006386","0,036538","0,032092","0,020350",85,"95,365963","0,377558","5,061865","23,891926","4,114151"
1307,"0,005412","0,020885","0,036150","0,020119",88,"82,565236","0,410797","2,673626","7,751703","3,777027"
1308,"0,005490","0,035721","0,032451","0,019253",87,"92,915131","0,373005","2,583504","23,330688","3,899097"
1309,"0,005430","0,018650","0,034206","0,022472",86,"80,758883","0,397750","3,102779","7,986546","4,065037"
1310,"0,005475","0,038328","0,032008","0,020529",85,"96,339890","0,376568","2,766609","23,488998","4,873514"
1311,"0,005518","0,022139","0,031176","0,020547",86,"79,380263","0,362512","2,534151","7,104397","3,688574"
1312,"0,006347","0,037625","0,031926","0,019987",84,"95,885630","0,380076","2,262354","23,420572","3,741741"
1313,"0,005516","0,020528","0,031538","0,021160",86,"78,741387","0,366716","2,815962","5,832434","3,792048"
1314,"0,009339","0,039246","0,032059","0,021094",87,"101,738336","0,368498","2,369165","24,281502","3,821850"
1315,"0,005803","0,039416","0,030830","0,020686",86,"96,735299","0,358484","2,724171","23,675203","4,047394"
1316,"0,005668","0,022929","0,033609","0,021667",87,"83,873070","0,386313","2,270937","8,910656","3,607035"
1317,"0,005757","0,022077","0,032797","0,021702",87,"82,332168","0,376971","2,765656","8,134604","3,787041"
1318,"0,005714","0,036952","0,032484","0,023146",90,"98,296329","0,360935","2,144575","24,773598","3,678560"
1319,"0,007517","0,021748","0,032958","0,019952",86,"82,175361","0,383237","2,665281","6,681681","3,700495"
1320,"0,006713","0,036330","0,033726","0,025508",85,"102,276214","0,396774","2,642870","23,613691","3,776312"
1321,"0,005601","0,023599","0,033021","0,020190",88,"82,410669","0,375237","3,465652","7,585764","3,863335"
1322,"0,005500","0,042300","0,031679","0,021025",87,"100,503816","0,364123","2,600193","23,563147","3,976583"
1323,"0,005592","0,021735","0,031998","0,020466",85,"79,790873","0,376452","2,617836","5,965948","3,685474"
1324,"0,006628","0,040227","0,033963","0,020387",86,"101,206442","0,394920","4,007578","23,639679","3,930569"
1325,"0,005401","0,021380","0,032587","0,021872",86,"81,240470","0,378914","2,655029","5,823851","4,985809"
1326,"0,005445","0,037553","0,032063","0,021453",87,"96,514326","0,368536","2,855301","24,670124","3,656626"
1327,"0,005513","0,023609","0,032451","0,022693",88,"84,267098","0,368763","2,686739","7,695675","3,823519"
1328,"0,005510","0,038220","0,032013","0,022712",88,"98,455307","0,363787","3,047705","23,681641","3,770113"
1329,"0,005560","0,020080","0,031211","0,021347",88,"78,197198","0,354668","2,921581","7,723331","3,879070"
1330,"0,005502","0,036517","0,032745","0,022202",89,"96,966248","0,367925","2,431154","23,506880","3,617287"
1331,"0,006962","0,021314","0,033337","0,019819",88,"81,430845","0,378825","2,472401","6,082058","3,779173"
1332,"0,005475","0,038222","0,031437","0,019919",88,"95,053620","0,357239","3,115177","23,586988","3,597975"
1333,"0,005510","0,021355","0,032118","0,020636",86,"79,619053","0,373462","2,669811","7,034302","4,666567"
1334,"0,008884","0,037321","0,034205","0,021162",88,"101,573171","0,388697","4,508972","24,838209","3,885984"
1335,"0,007894","0,021240","0,032227","0,020933",90,"82,293090","0,358074","2,530336","5,945683","5,545139"
1336,"0,005527","0,037394","0,032204","0,019882",89,"95,006290","0,361844","2,640486","23,803711","3,844023"
1337,"0,005486","0,020595","0,030036","0,020743",86,"76,859891","0,349251","2,644062","7,342577","3,784180"
1338,"0,005869","0,037002","0,032891","0,019654",88,"95,415140","0,373764","2,775192","24,080276","3,700495"
1339,"0,005615","0,036539","0,032850","0,021111",88,"96,116259","0,373300","2,429724","23,412466","4,336596"
1340,"0,005467","0,021352","0,031959","0,020310",86,"79,088117","0,371611","3,216267","7,207155","3,705263"
1341,"0,006311","0,018635","0,031761","0,020102",84,"76,808752","0,378110","2,527475","5,884647","4,639864"
1342,"0,005689","0,039261","0,032545","0,020579",85,"98,075002","0,382883","2,599955","24,271488","3,699303"
1343,"0,006226","0,019381","0,030557","0,021323",82,"77,487407","0,372645","2,809048","7,873297","3,958702"
1344,"0,005717","0,037315","0,031924","0,020121",82,"95,077398","0,389321","2,466917","23,474216","3,937960"
1345,"0,008387","0,021023","0,031203","0,020109",84,"80,722171","0,371470","2,818108","5,798817","4,745960"
1346,"0,006796","0,037354","0,032008","0,020507",82,"96,665048","0,390336","2,537489","23,714781","4,698038"
1347,"0,005860","0,021249","0,031175","0,019372",84,"77,656115","0,371136","4,383087","5,959272","4,157782"
1348,"0,006379","0,036636","0,032520","0,022923",85,"98,457382","0,382590","2,259731","23,345470","3,725767"
1349,"0,005521","0,018716","0,033638","0,024415",84,"82,288799","0,400453","2,779484","6,186247","3,737450"
1350,"0,005477","0,036570","0,030976","0,021076",81,"94,098757","0,382419","2,219677","23,250818","4,024029"
1351,"0,006153","0,020644","0,028589","0,020612",77,"75,997609","0,371280","2,520323","5,737066","4,086971"
1352,"0,005485","0,040462","0,030280","0,019520",84,"95,748110","0,360480","2,427340","23,339510","4,214048"
1353,"0,008353","0,021845","0,032462","0,019512",79,"82,172762","0,410916","3,288507","6,778717","3,789425"
1354,"0,005988","0,037929","0,032755","0,020149",78,"96,821021","0,419939","2,718687","23,898840","6,081343"
1355,"0,005514","0,020777","0,031352","0,020590",82,"78,233676","0,382342","2,631187","6,077766","3,831625"
1356,"0,005534","0,037504","0,034213","0,019756",83,"97,007077","0,412207","2,680302","23,953199","3,663063"
1357,"0,005495","0,020933","0,031425","0,020039",80,"77,892573","0,392815","2,623796","7,427454","3,772974"
1358,"0,005821","0,036815","0,031504","0,019737",83,"93,877404","0,379569","2,855301","23,178339","3,805637"
1359,"0,005483","0,023254","0,031412","0,020878",82,"81,027686","0,383079","2,264023","6,906748","3,851891"
1360,"0,005530","0,038642","0,032807","0,019943",80,"96,922369","0,410091","2,554655","23,364067","3,894806"
1361,"0,005532","0,021729","0,033774","0,020675",85,"81,709636","0,397339","2,370596","6,046534","3,709793"
1362,"0,006106","0,036992","0,031002","0,020723",80,"94,822982","0,387524","3,351688","23,295403","3,569603"
1363,"0,005418","0,036685","0,029563","0,021495",79,"93,160731","0,374220","2,685308","23,200512","5,423784"
1364,"0,011767","0,020564","0,032573","0,022586",85,"87,489537","0,383207","2,300262","6,970167","4,378796"
1365,"0,005648","0,024178","0,031313","0,022936",85,"84,075565","0,368393","2,189636","6,088972","4,156113"
1366,"0,008719","0,036076","0,030429","0,021005",81,"96,228318","0,375670","2,164602","23,216009","4,874945"
1367,"0,005497","0,019150","0,032425","0,021833",83,"78,904741","0,390668","2,812147","6,753445","4,750252"
1368,"0,005649","0,035799","0,032672","0,021736",87,"95,855661","0,375535","2,246618","23,100376","3,565550"
1369,"0,005523","0,019069","0,034075","0,022746",86,"81,413650","0,396221","2,425909","6,292820","3,870249"
1370,"0,008905","0,036848","0,031678","0,023618",87,"101,049841","0,364117","3,290176","23,419619","3,912926"
1371,"0,005526","0,021150","0,029803","0,020862",86,"77,340098","0,346542","2,510071","9,168625","3,560305"
1372,"0,007551","0,039599","0,032559","0,021835",87,"101,544391","0,374240","2,886295","23,935795","4,649639"
1373,"0,005476","0,021293","0,033351","0,026496",85,"86,616502","0,392368","2,387524","5,799055","4,493475"
1374,"0,005518","0,036571","0,030658","0,020797",85,"93,543560","0,360682","2,251625","23,259401","3,683090"
1375,"0,005746","0,020722","0,030331","0,020872",85,"77,669807","0,356831","2,580404","7,043123","3,848553"
1376,"0,005450","0,035662","0,030379","0,021038",84,"92,529145","0,361654","2,182722","23,236275","3,723621"
1377,"0,006610","0,019514","0,030651","0,020462",86,"77,236155","0,356403","3,983974","6,893635","3,701687"
1378,"0,005461","0,036726","0,030901","0,022964",88,"96,050998","0,351147","2,957821","23,355722","4,471064"
1379,"0,005570","0,019017","0,031530","0,022688",88,"78,805375","0,358294","2,460241","6,724119","4,008770"
1380,"0,005522","0,037234","0,033919","0,019696",88,"96,371363","0,385444","3,028154","23,443460","3,638744"
1381,"0,006209","0,021739","0,032965","0,021433",87,"82,345116","0,378905","2,648830","7,322788","4,035473"
1382,"0,005556","0,037918","0,031251","0,020871",86,"95,596161","0,363383","2,366066","23,312330","3,625631"
1383,"0,005547","0,021637","0,030726","0,024134",87,"82,044718","0,353174","2,490759","6,952763","5,462646"
1384,"0,005510","0,040408","0,032361","0,021268",87,"99,548685","0,371971","2,403021","23,698330","4,333973"
1385,"0,005556","0,021327","0,033509","0,023552",88,"83,945283","0,380787","2,439260","5,777836","5,102873"
1386,"0,005839","0,036342","0,032446","0,021246",87,"95,873322","0,372937","2,358913","23,342133","3,823042"
1387,"0,005559","0,037941","0,031660","0,023019",86,"98,179055","0,368143","2,615690","23,470402","3,646612"
1388,"0,005640","0,018912","0,035295","0,021894",88,"81,740926","0,401077","2,881289","6,837845","3,598928"
1389,"0,005469","0,021955","0,033005","0,026139",89,"86,567311","0,370842","3,385305","7,034302","4,427433"
1390,"0,006516","0,037746","0,032132","0,024957",87,"101,350329","0,369330","2,602577","24,147749","3,872156"
1391,"0,005741","0,022139","0,030713","0,023208",86,"81,800960","0,357132","2,188444","5,736113","3,806114"
1392,"0,005634","0,035593","0,030381","0,019619",88,"91,227132","0,345241","2,787113","23,162127","3,796101"
1393,"0,005402","0,021786","0,031509","0,022886",89,"81,583349","0,354036","2,494812","6,017685","3,633499"
1394,"0,008879","0,035940","0,032716","0,022763",88,"100,298249","0,371771","2,489805","23,419380","3,588438"
1395,"0,005503","0,021802","0,030774","0,025786",87,"83,865722","0,353727","2,442837","6,134987","5,889654"
1396,"0,006638","0,037691","0,031018","0,022408",87,"97,755642","0,356527","2,663612","23,293734","4,494190"
1397,"0,005370","0,020823","0,031418","0,024745",88,"82,356632","0,357028","2,444506","6,780148","3,842592"
1398,"0,005590","0,036469","0,031953","0,025522",87,"99,533832","0,367278","2,334118","23,384809","3,673315"
1399,"0,006425","0,020706","0,034351","0,023575",87,"85,056302","0,394834","2,443075","8,002996","3,897905"
1400,"0,005551","0,035969","0,033074","0,023099",85,"97,691960","0,389104","2,349138","23,460627","3,794193"
1401,"0,009951","0,022397","0,031160","0,022948",86,"86,455339","0,362322","2,578497","6,306648","3,783703"
1402,"0,008087","0,037064","0,031009","0,022076",86,"98,235921","0,360568","2,338648","23,406267","3,652334"
1403,"0,005408","0,020176","0,030744","0,022189",85,"78,515919","0,361690","4,375935","6,581306","3,706455"
1404,"0,005473","0,036249","0,031581","0,019067",88,"92,370222","0,358876","2,371550","23,491621","3,541946"
1405,"0,005413","0,020926","0,030293","0,023277",85,"79,908684","0,356389","2,286911","7,074833","5,070210"
1406,"0,010511","0,036665","0,030674","0,021327",86,"99,177016","0,356677","2,527952","23,829699","3,548145"
1407,"0,005596","0,021453","0,032744","0,022693",84,"82,484986","0,389806","2,259254","7,595539","4,052401"
1408,"0,007722","0,038170","0,032220","0,022928",85,"101,039878","0,379056","3,860712","24,001837","3,712654"
1409,"0,005534","0,020655","0,032312","0,024796",86,"83,296509","0,375717","4,141808","7,356644","3,622532"
1410,"0,006096","0,035991","0,032943","0,028389",85,"103,419310","0,387564","2,524614","23,286581","3,669977"
1411,"0,006545","0,035829","0,032862","0,024604",82,"99,840111","0,400758","2,461433","23,870468","3,713846"
1412,"0,005693","0,018803","0,033763","0,025829",83,"84,087741","0,406779","2,874136","7,431030","3,491163"
1413,"0,005911","0,022932","0,032315","0,021474",84,"82,631711","0,384707","3,792524","5,795002","3,766060"
1414,"0,005811","0,038832","0,031622","0,023662",83,"99,926324","0,380984","2,397060","23,447752","3,839731"
1415,"0,005490","0,021091","0,033453","0,021476",82,"81,509615","0,407959","3,275394","5,935669","3,803492"
1416,"0,005645","0,035900","0,030432","0,023725",79,"95,701594","0,385215","2,397060","23,447752","3,839731"
1417,"0,008473","0,021950","0,032316","0,021023",81,"83,761328","0,398959","3,267288","8,607626","4,846811"
1418,"0,009644","0,036883","0,031208","0,023012",81,"100,747064","0,385281","2,248764","24,548292","4,572630"
1419,"0,005533","0,020702","0,031614","0,021399",83,"79,248777","0,380891","2,300501","5,811691","3,663778"
1420,"0,005450","0,037133","0,033635","0,022591",86,"98,809379","0,391106","2,936125","23,759604","5,036116"
1421,"0,005848","0,022807","0,034915","0,025847",84,"89,416839","0,415660","2,219439","5,878448","6,267309"
1422,"0,006086","0,035945","0,036239","0,030885",86,"109,155176","0,421384","2,446651","23,258209","3,780603"
1423,"0,008625","0,020709","0,036761","0,030660",84,"96,755048","0,437630","2,324581","6,145716","3,633738"
1424,"0,006230","0,037022","0,035128","0,025693",85,"104,072777","0,413266","2,514362","23,281813","3,649235"
1425,"0,005506","0,021199","0,035849","0,024556",85,"87,110112","0,421752","2,460957","6,021500","3,817320"
1426,"0,005902","0,039484","0,036201","0,027016",85,"108,602348","0,425892","2,636909","24,347544","7,672310"
1427,"0,005452","0,021583","0,035827","0,025774",86,"88,635201","0,416591","7,639170","6,130219","4,667997"
1428,"0,006000","0,036297","0,038343","0,020658",82,"101,298251","0,467598","2,760410","24,231672","5,183220"
1429,"0,005471","0,021390","0,034220","0,030477",84,"91,558082","0,407379","3,039837","6,519556","3,993511"
1430,"0,005450","0,037128","0,038363","0,022338",80,"103,279169","0,479534","2,164364","23,325682","4,083157"
1431,"0,005425","0,020373","0,029220","0,021731",80,"76,749465","0,365251","2,620220","7,742882","3,898621"
1432,"0,006544","0,036725","0,029544","0,021392",78,"94,205621","0,378774","2,336025","23,823977","4,817724"
1433,"0,007940","0,022244","0,029672","0,021194",76,"81,049494","0,390416","2,447844","6,136656","4,727125"
1434,"0,005470","0,065426","0,028925","0,024099",75,"123,920103","0,385670","3,721476","23,851871","4,206419"
1435,"0,006420","0,049546","0,029406","0,021121",75,"106,493389","0,392084","3,144741","23,448944","3,497601"
1436,"0,005532","0,023411","0,028219","0,020517",75,"77,678753","0,376249","3,069162","13,756752","5,069971"
1437,"0,005433","0,021013","0,029181","0,021807",70,"77,433944","0,416873","2,502203","5,756855","3,602982"
1438,"0,005541","0,040687","0,029773","0,018735",68,"94,736044","0,437833","2,454758","23,200512","3,574848"
1439,"0,005412","0,021871","0,026026","0,020248",68,"73,556495","0,382739","2,421141","8,325577","3,465414"
1440,"0,006042","0,036666","0,027297","0,016153",66,"86,158100","0,413591","2,138615","23,102760","3,586769"
1441,"0,007425","0,018565","0,025414","0,018330",65,"69,733701","0,390981","2,357483","5,814075","4,929066"
1442,"0,006284","0,036140","0,024573","0,022447",62,"89,443780","0,396336","2,196789","23,301601","4,559517"
1443,"0,005399","0,020283","0,024680","0,017958",60,"68,319721","0,411330","3,844738","5,722284","3,790379"
1444,"0,005446","0,042626","0,025292","0,018485",60,"91,849644","0,421537","2,457857","23,197412","3,639221"
1445,"0,009767","0,027551","0,025736","0,019645",61,"82,697918","0,421895","2,313375","6,020784","3,647804"
1446,"0,005425","0,039141","0,025258","0,018822",60,"88,646080","0,420960","2,561331","24,468899","3,803492"
1447,"0,006372","0,022917","0,025907","0,018508",58,"73,703922","0,446670","4,024506","7,078409","3,760338"
1448,"0,005885","0,039498","0,025368","0,018396",57,"89,145814","0,445045","2,772808","24,309635","3,929377"
1449,"0,005413","0,023030","0,026657","0,018302",57,"73,401923","0,467664","2,845287","6,125450","4,899502"
1450,"0,005469","0,042825","0,026444","0,017525",58,"92,262428","0,455932","3,111124","23,031235","4,516602"
1451,"0,005434","0,026824","0,024286","0,017740",57,"74,283912","0,426076","2,597094","6,070614","3,808975"
1452,"0,005584","0,040835","0,024721","0,014453",56,"85,593015","0,441449","2,601385","23,191214","3,780603"
1453,"0,005674","0,032900","0,024088","0,023336",59,"85,998377","0,408273","2,244949","7,714748","3,694057"
1454,"0,005577","0,039405","0,023637","0,018259",59,"86,877199","0,400620","2,396345","23,020029","3,823519"
1455,"0,006037","0,019237","0,022920","0,016988",53,"65,182685","0,432449","2,593994","5,741119","4,536867"
1456,"0,008688","0,036431","0,023895","0,017220",56,"86,233812","0,426700","2,842903","22,985220","3,788233"
1457,"0,005434","0,022898","0,023909","0,017942",57,"70,183160","0,419455","2,666235","6,698608","3,779888"
1458,"0,013336","0,035939","0,024452","0,017377",58,"91,103273","0,421582","2,834558","23,104429","3,793955"
