Frame,Captura,Procesamiento,Tracking,Escritura,Cantidad Objetos,Tiempo Total (ms),Tiempo por Objeto Tracking (ms),Preprocess,Inference,Postprocess,FPS
1048,"0,017217","0,028354","0,035023","0,019912",80,"100,506345","0,437781","2,564192","5,779028","3,650904",
1049,"0,005558","0,029957","0,030511","0,021421",80,"87,447274","0,38139","2,322674","6,496906","3,701448",
1050,"0,005487","0,02143","0,0309","0,020837",82,"78,65379","0,376824","2,289295","5,800724","4,40073",
1051,"0,005565","0,020494","0,031877","0,020911",84,"78,847424","0,379488","2,705574","5,805492","3,639221",
1052,"0,009705","0,018145","0,032845","0,020804",84,"81,499316","0,391012","2,303362","5,779982","3,597975",
1053,"0,00673","0,018439","0,031316","0,020186",81,"76,672471","0,386623","2,529144","5,784512","3,728867",
1054,"0,005538","0,020211","0,031349","0,024147",77,"81,244464","0,407128","2,756834","6,417751","3,699541",
1055,"0,005473","0,023571","0,030314","0,021894",80,"81,251727","0,378928","2,887487","5,851269","3,633738",
1056,"0,005451","0,020691","0,02995","0,020171",80,"76,262862","0,37438","2,965689","8,90851","3,643513",
1057,"0,00601","0,018532","0,029743","0,020268",79,"74,553229","0,376496","3,385305","5,737305","3,569841",
1058,"0,005426","0,020318","0,031324","0,023141",81,"80,209116","0,386721","6,104708","5,714893","3,708601",
1059,"0,005667","0,020679","0,030647","0,020328",81,"77,32077","0,378362","2,561569","5,710125","3,805161",
1060,"0,008287","0,021701","0,029758","0,020198",77,"79,94399","0,38647","2,171755","5,759239","3,709793",
1061,"0,00567","0,017906","0,031705","0,023078",76,"78,360022","0,417174","3,844976","6,278753","3,71933",
1062,"0,005722","0,019201","0,032195","0,024694",78,"81,811673","0,412753","3,336668","5,844831","3,603935",
1063,"0,005432","0,021231","0,030053","0,019532",78,"76,248365","0,385297","3,206253","6,500006","3,642797",
1064,"0,005564","0,019233","0,029278","0,02039",78,"74,465355","0,375359","2,219677","5,802393","3,681421",
1065,"0,0072","0,02281","0,030577","0,019453",81,"80,039894","0,377493","2,749681","6,025553","5,712748",
1066,"0,00552","0,022544","0,030133","0,020697",82,"78,893183","0,367473","2,69866","6,293535","5,139112",
1067,"0,005526","0,023427","0,031094","0,022899",85,"82,946","0,365812","2,36702","5,759954","3,665924",
1068,"0,00556","0,018613","0,031335","0,019682",83,"75,190393","0,37753","2,815485","5,818844","3,606796",
1069,"0,006128","0,018368","0,038183","0,02074",85,"83,419319","0,449206","2,417326","5,785942","3,822565",
1070,"0,005597","0,021368","0,032148","0,021059",85,"80,172186","0,378213","2,533913","5,774736","5,525827",
1071,"0,00543","0,019671","0,031741","0,019173",82,"76,01511","0,387089","4,068136","6,267548","3,814936",
1072,"0,005654","0,020309","0,033766","0,019351",85,"79,079171","0,397245","2,340794","5,796671","3,782749",
1073,"0,00567","0,019466","0,032396","0,019972",83,"77,503654","0,390308","3,010273","5,834818","3,658772",
1074,"0,005497","0,022305","0,029283","0,018726",79,"75,810755","0,370677","3,077745","5,771875","3,570557",
1075,"0,005693","0,022763","0,030236","0,021574",79,"80,266331","0,382731","3,225327","11,53183","5,218744",
1076,"0,005457","0,018335","0,029973","0,019432",80,"73,197105","0,374664","2,632856","5,765915","4,02689",
1077,"0,006291","0,019347","0,029974","0,020255",81,"75,866534","0,37005","2,799273","5,696297","4,128695",
1078,"0,005496","0,020159","0,030094","0,020013",78,"75,761281","0,385823","2,273321","5,852461","3,922462",
1079,"0,005475","0,021803","0,032164","0,018928",78,"78,370071","0,412356","2,56443","6,000996","3,599167",
1080,"0,005627","0,020473","0,031382","0,02042",78,"77,902283","0,402338","4,215717","5,749941","3,586769",
1081,"0,00554","0,018449","0,029262","0,023118",78,"76,368845","0,375157","2,317429","5,861521","4,042149",
1082,"0,006005","0,019259","0,030844","0,02161",77,"77,718631","0,400576","5,766869","5,815506","3,687382",
1083,"0,005583","0,02181","0,035199","0,020001",77,"82,593478","0,457125","2,043486","6,078243","3,876448",
1084,"0,005466","0,030027","0,030605","0,01914",81,"85,239385","0,377846","2,71368","5,962849","4,114151",
1085,"0,006638","0,019663","0,030715","0,020055",80,"77,071739","0,383943","3,174305","9,108305","4,086494",
1086,"0,005525","0,01975","0,031832","0,019986",82,"77,092861","0,388196","2,479553","5,874634","3,658772",
1087,"0,005497","0,018957","0,031631","0,020948",79,"77,032506","0,400386","3,928423","6,147146","3,771544",
1088,"0,005772","0,019113","0,031615","0,019719",80,"76,219017","0,395187","3,693819","5,821943","3,848314",
1089,"0,005663","0,020338","0,032519","0,019061",81,"77,581285","0,401472","2,279997","5,897999","3,675222",
1090,"0,007358","0,018995","0,032224","0,019063",83,"77,640229","0,388235","2,114534","5,860567","3,646135",
1091,"0,007314","0,024351","0,031277","0,020324",84,"83,265267","0,372344","2,423763","5,781174","3,703833",
1092,"0,005568","0,020134","0,030847","0,01911",81,"75,659325","0,380826","2,479315","5,771637","3,748417",
1093,"0,005422","0,020611","0,033019","0,024865",81,"83,91731","0,407642","2,638578","5,845308","3,685474",
1094,"0,005501","0,024471","0,033217","0,020428",83,"83,617274","0,400204","2,566814","5,841494","3,730774",
1095,"0,006647","0,019023","0,030632","0,021032",82,"77,334369","0,373562","2,177238","5,842686","3,727198",
1096,"0,005454","0,021852","0,032349","0,019675",82,"79,329413","0,394502","3,66497","7,97224","3,902912",
1097,"0,007976","0,020201","0,035724","0,021513",83,"85,415101","0,430415","2,290726","6,299019","3,708601",
1098,"0,005558","0,018538","0,038251","0,021165",82,"83,511736","0,466474","3,002644","6,318808","3,748894",
1099,"0,005626","0,018171","0,037211","0,021514",83,"82,522404","0,448329","2,212763","5,879641","3,729582",
1100,"0,005454","0,01949","0,034966","0,02055",83,"80,45993","0,421272","3,931046","8,687019","5,350828",
1101,"0,005535","0,018486","0,031802","0,02033",82,"76,153351","0,387828","2,403259","6,606579","3,80826",
1102,"0,007069","0,018627","0,030045","0,020365",82,"76,105351","0,3664","3,25942","6,154776","5,108595",
1103,"0,005545","0,0188","0,035567","0,021479",81,"81,392045","0,439102","4,379034","6,871223","3,904581",
1104,"0,005476","0,018319","0,03349","0,018642",83,"75,926658","0,403497","2,485514","5,808592","3,731966",
1105,"0,00752","0,025512","0,031546","0,02496",81,"89,537546","0,389451","2,235889","6,514549","4,527807",
1106,"0,005553","0,020577","0,034715","0,02445",81,"85,29548","0,428586","2,250433","5,972862","4,384518",
1107,"0,005515","0,020068","0,036779","0,023492",80,"85,853123","0,459732","2,337694","5,82552","3,718138",
1108,"0,00699","0,018694","0,033046","0,023631",82,"82,360414","0,402997","2,948523","8,172989","4,455328",
1109,"0,005702","0,030435","0,036464","0,020739",82,"93,340245","0,444682","3,153324","6,645441","3,99518",
1110,"0,005834","0,02103","0,037641","0,020535",82,"85,04037","0,459033","2,779961","8,34918","4,504442",
1111,"0,005475","0,02198","0,032439","0,020346",82,"80,2405","0,395596","5,634308","7,119656","6,623268",
1112,"0,006238","0,028899","0,033565","0,02053",83,"89,23127","0,404393","4,06456","8,078814","4,606247",
1113,"0,005653","0,018945","0,033363","0,020221",82,"78,181327","0,406863","2,489567","5,808115","3,928661",
1114,"0,007205","0,0236","0,033472","0,029424",81,"93,701563","0,413235","3,035307","5,990267","3,788948",
1115,"0,005764","0,01913","0,033815","0,027153",84,"85,861826","0,402556","2,902031","6,179094","4,183531",
1116,"0,005926","0,018955","0,042751","0,02166",84,"89,29226","0,508935","2,225399","6,60491","3,937483",
1117,"0,006017","0,028323","0,033488","0,02053",86,"88,357939","0,389392","2,225399","6,60491","3,937483",
1118,"0,005832","0,023642","0,032231","0,021192",82,"82,896328","0,393061","2,743721","7,693529","3,887177",
1119,"0,005634","0,02697","0,032398","0,021802",83,"86,804723","0,39034","3,210306","5,887508","3,586292",
1120,"0,006296","0,02716","0,033504","0,020937",81,"87,896905","0,413633","2,523899","5,818844","3,623724",
1121,"0,005534","0,025169","0,031769","0,023645",81,"86,116838","0,392209","2,223015","5,800247","4,606485",
1122,"0,006742","0,021147","0,033482","0,019508",79,"80,878816","0,42382","2,156734","6,190062","3,909588",
1123,"0,006855","0,020847","0,031867","0,02084",83,"80,409335","0,383943","4,81534","5,760431","3,729105",
1124,"0,005714","0,020539","0,035818","0,019473",85,"81,543598","0,421387","3,512621","9,235382","3,686666",
1125,"0,005507","0,020201","0,031309","0,02029",84,"77,307099","0,372722","2,319336","5,842447","3,623962",
1126,"0,006346","0,030545","0,032487","0,019765",85,"89,142977","0,382205","2,309799","6,828547","3,71933",
1127,"0,005567","0,022492","0,032383","0,020099",87,"80,540762","0,372214","2,376556","5,774736","3,974199",
1128,"0,008437","0,020839","0,0332","0,019146",83,"81,621678","0,400004","2,621412","6,230593","3,659964",
1129,"0,005657","0,018803","0,030865","0,020381",84,"75,705788","0,367439","2,770185","5,773544","3,747463",
1130,"0,007963","0,020999","0,030423","0,019948",84,"79,333122","0,362181","2,511978","6,523848","4,030943",
1131,"0,006295","0,020169","0,033787","0,021254",84,"81,504523","0,402221","2,642393","8,907557","4,680395",
1132,"0,00555","0,021466","0,032608","0,022512",82,"82,135161","0,397656","2,703428","5,751371","3,774881",
1133,"0,005557","0,023692","0,03143","0,023538",84,"84,217312","0,374172","3,16596","7,739305","4,263163",
1134,"0,005561","0,018176","0,03742","0,02362",84,"84,776716","0,445473","2,506733","5,765438","4,458904",
1135,"0,007679","0,020043","0,036301","0,021921",87,"85,944067","0,417255","2,300501","5,844355","3,628254",
1136,"0,006409","0,018927","0,033704","0,020773",85,"79,813226","0,396516","2,694368","5,889654","6,51598",
1137,"0,005532","0,018995","0,032659","0,024357",85,"81,542446","0,384223","2,333641","8,005857","3,924131",
1138,"0,011346","0,019703","0,033506","0,026981",83,"91,536493","0,403689","2,626181","5,70631","3,944635",
1139,"0,005502","0,020116","0,03598","0,023237",86,"84,834411","0,418375","2,701998","6,126642","3,859758",
1140,"0,005441","0,023211","0,034813","0,01983",83,"83,294638","0,419433","2,959013","5,726814","3,817081",
1141,"0,006033","0,024078","0,034006","0,023428",81,"87,545631","0,419826","2,921343","5,893946","3,757238",
1142,"0,005636","0,022237","0,031009","0,020774",82,"79,656711","0,378161","2,901077","5,948544","3,654003",
1143,"0,005828","0,021039","0,02997","0,025878",81,"82,714242","0,370003","2,221107","5,839825","3,971338",
1144,"0,006695","0,017935","0,034884","0,023597",82,"83,110281","0,425415","2,632618","5,965471","3,824472",
1145,"0,005735","0,021662","0,033545","0,021659",84,"82,601344","0,39935","2,218008","5,734444","3,637552",
1146,"0,005756","0,022538","0,033316","0,021162",84,"82,772548","0,396623","2,387285","12,007236","3,777981",
1147,"0,005534","0,02045","0,031734","0,022559",83,"80,27797","0,38234","2,503157","7,02405","3,731489",
1148,"0,005574","0,019079","0,032697","0,021482",83,"78,832535","0,393943","3,853321","8,57091","4,415512",
1149,"0,005468","0,01901","0,031547","0,022349",83,"78,373647","0,380083","2,645969","5,852699","3,674746",
1150,"0,005496","0,020501","0,034521","0,022968",84,"83,485839","0,410968","2,686262","5,809307","4,493475",
1151,"0,005503","0,020544","0,032914","0,023359",85,"82,318457","0,387218","2,484083","5,854607","3,959894",
1152,"0,005455","0,018547","0,035523","0,020513",85,"80,038703","0,417919","3,916264","5,816936","3,900766",
1153,"0,005453","0,018792","0,033783","0,023546",84,"81,572875","0,402175","2,487659","7,755756","4,017353",
1154,"0,005484","0,017873","0,03219","0,022102",85,"77,649087","0,378709","3,415108","6,022453","3,772259",
1155,"0,005462","0,026501","0,031793","0,022532",86,"86,288679","0,369686","3,261328","6,929874","4,857302",
1156,"0,010101","0,02354","0,032062","0,0203",86,"86,002657","0,372816","2,2645","5,863428","3,732204",
1157,"0,005483","0,024369","0,036565","0,023373",86,"89,79105","0,425176","2,699852","6,033182","5,030632",
1158,"0,005317","0,019073","0,034278","0,020475",85,"79,143291","0,403275","3,712177","9,341717","4,03285",
1159,"0,00556","0,019528","0,033708","0,021257",86,"80,053869","0,391958","2,616644","8,705616","5,627632",
1160,"0,006089","0,018642","0,032276","0,020674",85,"77,680894","0,379722","4,596233","7,041931","3,908396",
1161,"0,006324","0,020036","0,034693","0,025619",86,"86,672171","0,403405","3,212214","8,873463","4,0133",
1162,"0,005506","0,022495","0,034027","0,021859",86,"83,887414","0,395667","2,326488","5,836487","3,843307",
1163,"0,008379","0,019285","0,031546","0,022046",86,"81,255876","0,366816","2,695799","5,87821","3,913879",
1164,"0,006433","0,02317","0,035315","0,020768",86,"85,685306","0,410635","7,422686","7,092476","4,027843",
1165,"0,005492","0,018497","0,031514","0,021075",86,"76,577577","0,366439","2,970219","5,977869","3,673315",
1166,"0,005566","0,023555","0,030888","0,023687",86,"83,695442","0,359157","2,38061","6,316185","3,907919",
1167,"0,007979","0,027387","0,030205","0,022814",84,"88,384686","0,35958","3,282785","6,300926","3,748178",
1168,"0,005681","0,023655","0,030404","0,021469",84,"81,208643","0,361953","2,48003","5,892754","3,67403",
1169,"0,005561","0,025505","0,030629","0,021418",84,"83,113223","0,364634","2,494335","5,795956","4,211426",
1170,"0,007156","0,022933","0,032591","0,024154",83,"86,834094","0,392666","2,736092","5,865812","3,570557",
1171,"0,005498","0,018757","0,030543","0,02029",82,"75,088141","0,372476","2,31266","5,820751","3,662109",
1172,"0,007239","0,019586","0,036142","0,020695",81,"83,662162","0,4462","2,869606","7,247448","4,553556",
1173,"0,009775","0,02558","0,031853","0,019438",83,"86,646539","0,383771","2,265215","5,868196","3,642321",
1174,"0,005588","0,019624","0,03138","0,028371",83,"84,963146","0,378071","3,183603","5,778551","4,096985",
1175,"0,006375","0,020631","0,035131","0,022843",83,"84,980075","0,423267","2,796888","5,922794","3,793716",
1176,"0,006106","0,020149","0,034025","0,019955",84,"80,234382","0,405054","2,352238","6,230831","4,390478",
1177,"0,005604","0,018707","0,034963","0,023425",86,"82,699743","0,406545","9,782791","7,451534","4,037619",
1178,"0,009509","0,019057","0,031368","0,01941",84,"79,343838","0,373426","2,621412","5,978823","3,608942",
1179,"0,005802","0,018708","0,033813","0,020302",82,"78,625232","0,412356","3,704786","5,736828","3,913403",
1180,"0,005618","0,019774","0,033822","0,02822",82,"87,433497","0,412462","3,371954","8,593798","3,871202",
1181,"0,006009","0,022624","0,04408","0,021812",83,"94,524865","0,531085","3,029346","6,226778","3,848553",
1182,"0,005518","0,018169","0,034974","0,020518",83,"79,179097","0,421373","6,275892","7,838011","4,310369",
1183,"0,005643","0,020698","0,037098","0,035108",85,"98,546031","0,436441","2,605915","9,722948","5,112886",
1184,"0,005681","0,019836","0,041582","0,019902",85,"87,000848","0,489204","4,890919","7,39193","4,974604",
1185,"0,00549","0,021755","0,044447","0,021278",84,"92,969123","0,529127","7,394552","7,679701","6,014585",
1186,"0,007462","0,031754","0,03762","0,021459",86,"98,294699","0,437442","2,582788","7,482052","5,377769",
1187,"0,007014","0,019395","0,039894","0,022936",84,"89,239291","0,474934","8,615494","5,944252","4,057646",
1188,"0,005724","0,023593","0,038983","0,021906",87,"90,205518","0,448079","2,317667","5,821943","4,884005",
1189,"0,005856","0,023577","0,037725","0,022936",86,"90,093772","0,438659","4,596233","6,479263","7,258654",
1190,"0,005745","0,020306","0,036578","0,021739",87,"84,367837","0,420437","3,309011","8,082867","4,611492",
1191,"0,005714","0,031448","0,038472","0,023196",87,"98,829811","0,442205","3,742933","6,941319","6,412506",
1192,"0,006138","0,027992","0,036289","0,023784",89,"94,203738","0,407744","5,34606","6,670475","4,062891",
1193,"0,005534","0,028739","0,036508","0,023443",87,"94,224379","0,41963","2,915859","5,84197","3,71027",
1194,"0,01116","0,031162","0,036007","0,022934",86,"101,262242","0,418682","5,246401","7,249832","5,515575",
1195,"0,005658","0,025296","0,037525","0,022111",85,"90,590837","0,441476","3,93796","6,741524","8,244991",
1196,"0,01128","0,027836","0,036293","0,021911",85,"97,320373","0,426976","3,31831","7,525444","5,140781",
1197,"0,006001","0,019381","0,032295","0,02198",84,"79,657505","0,384466","3,321171","6,613731","3,80826",
1198,"0,006043","0,02873","0,031464","0,021097",84,"87,334005","0,374572","3,639936","6,997347","4,299879",
1199,"0,005626","0,027167","0,038226","0,022602",84,"93,620364","0,455066","3,116846","5,966902","5,499363",
1200,"0,005498","0,028843","0,036525","0,020169",85,"91,035419","0,429711","2,425432","5,95665","4,383087",
1201,"0,005511","0,025703","0,03695","0,0211",87,"89,264025","0,424709","2,931833","5,862474","5,980968",
1202,"0,005618","0,01932","0,034242","0,025749",87,"84,928742","0,393591","5,164385","9,754896","5,040884",
1203,"0,005535","0,026426","0,035366","0,02127",86,"88,597036","0,41123","2,750158","6,608248","7,151842",
1204,"0,005576","0,026266","0,035035","0,022603",85,"89,480189","0,412177","2,420425","6,382704","4,782915",
1205,"0,006651","0,028903","0,03369","0,023466",86,"92,709597","0,391743","2,928495","6,441593","4,516125",
1206,"0,006856","0,022714","0,034908","0,033724",85,"98,201894","0,410677","3,039837","7,176876","5,288124",
1207,"0,005703","0,02743","0,039795","0,01959",85,"92,518424","0,468182","2,79665","7,228374","4,274368",
1208,"0,00887","0,023469","0,032291","0,020918",86,"85,548177","0,37548","3,545523","7,112503","3,968716",
1209,"0,005623","0,024647","0,03878","0,023537",85,"92,587352","0,456238","3,600836","6,93202","5,998135",
1210,"0,005909","0,024842","0,035006","0,021151",86,"86,908972","0,407048","2,617598","6,417036","3,923655",
1211,"0,006177","0,029367","0,03734","0,021707",84,"94,59024","0,444522","2,37155","7,196188","5,629539",
1212,"0,010497","0,024975","0,038837","0,023776",86,"98,084834","0,451596","3,860712","7,93457","3,93796",
1213,"0,005731","0,02216","0,041907","0,022787",85,"92,585145","0,493025","2,653122","6,402731","3,979683",
1214,"0,005515","0,022341","0,035598","0,021014",85,"84,467801","0,418795","6,87933","8,781672","4,136324",
1215,"0,005886","0,022989","0,041229","0,021893",84,"91,997773","0,490827","2,440929","5,941868","4,229784",
1216,"0,00672","0,023484","0,033947","0,021455",84,"85,605042","0,404128","3,86858","6,214619","7,163286",
1217,"0,006214","0,025885","0,034532","0,02186",84,"88,491401","0,411095","3,147364","6,49786","8,502722",
1218,"0,005831","0,024513","0,035104","0,021031",85,"86,479329","0,412992","2,422333","6,867647","3,870249",
1219,"0,00621","0,01966","0,033189","0,024008",84,"83,067584","0,395112","3,068924","5,940199","4,468441",
1220,"0,005609","0,028759","0,032786","0,02082",83,"87,972927","0,395008","5,705357","6,343365","4,953146",
1221,"0,00551","0,02492","0,036901","0,024109",86,"91,440449","0,429081","12,166739","5,863428","3,94845",
1222,"0,00604","0,022273","0,046807","0,021969",82,"97,088845","0,570818","2,505064","6,680727","3,750563",
1223,"0,005726","0,03288","0,035745","0,021918",83,"96,269151","0,430662","2,974033","15,651226","4,289865",
1224,"0,005658","0,021874","0,043758","0,021591",86,"92,880573","0,50881","2,784967","7,707596","4,933357",
1225,"0,005549","0,024672","0,037037","0,02013",87,"87,388369","0,425712","2,457857","8,057356","6,595373",
1226,"0,005815","0,027654","0,033545","0,02517",88,"92,183663","0,38119","3,736258","7,264376","5,182266",
1227,"0,005709","0,021449","0,035835","0,021031",85,"84,023698","0,42159","3,362656","5,92041","6,165028",
1228,"0,00694","0,020594","0,03436","0,023531",82,"85,4243","0,419018","5,515814","6,038666","3,844976",
1229,"0,008084","0,025477","0,036144","0,022768",85,"92,472501","0,425226","2,752781","5,898237","3,851414",
1230,"0,005564","0,030147","0,041998","0,020067",84,"97,776058","0,499981","2,752781","5,898237","3,851414",
1231,"0,008534","0,027737","0,031592","0,023049",85,"90,911446","0,371668","2,460241","12,688875","7,056236",
1232,"0,012033","0,031106","0,036112","0,023417",83,"102,667896","0,435084","2,393007","5,884647","3,713608",
1233,"0,005886","0,031061","0,035045","0,019518",81,"91,510272","0,43266","2,189398","5,849838","3,585339",
1234,"0,00797","0,028425","0,032991","0,019489",79,"88,874829","0,417606","3,550291","6,769419","3,975153",
1235,"0,006664","0,024673","0,033752","0,022992",86,"88,081855","0,392465","2,983332","6,35457","3,795624",
1236,"0,006644","0,025747","0,037788","0,020288",87,"90,467149","0,434343","2,640009","5,811214","4,456997",
1237,"0,005774","0,02246","0,04467","0,021915",82,"94,818975","0,544759","2,751112","6,021976","3,844738",
1238,"0,008862","0,025313","0,037119","0,021358",85,"92,652407","0,436692","2,539158","6,206751","3,937244",
1239,"0,005933","0,035195","0,036031","0,019509",83,"96,668676","0,434104","2,393246","8,061409","3,838778",
1240,"0,00564","0,030473","0,033895","0,022522",81,"92,529268","0,418461","2,974987","7,184505","4,271269",
1241,"0,006637","0,018502","0,034739","0,020057",81,"79,934786","0,428881","3,522396","7,665634","5,579472",
1242,"0,009159","0,017924","0,032358","0,020669",81,"80,110117","0,399484","3,15547","5,873919","5,584717",
1243,"0,005528","0,022568","0,032958","0,022233",82,"83,287171","0,401926","3,290415","6,089926","4,001856",
1244,"0,008055","0,020496","0,033514","0,022797",77,"84,860896","0,435242","3,048182","7,65419","3,951073",
1245,"0,005625","0,019297","0,034549","0,022915",75,"82,38501","0,460647","2,753019","5,803823","3,599405",
1246,"0,005683","0,020535","0,033095","0,023043",83,"82,356432","0,398739","3,810644","7,086039","6,916285",
1247,"0,006649","0,02183","0,032067","0,022225",83,"82,770264","0,386347","2,759457","5,826473","3,775835",
1248,"0,005421","0,025169","0,036568","0,019964",80,"87,121356","0,457094","3,168106","5,864859","3,780603",
1249,"0,005471","0,023079","0,035568","0,02336",84,"87,477875","0,423433","2,697945","7,663965","3,767967",
1250,"0,011085","0,02514","0,040238","0,02282",87,"99,28274","0,46251","2,366066","5,910397","3,981829",
1251,"0,00624","0,022526","0,036027","0,022428",87,"87,221356","0,414106","2,660751","5,788088","3,755808",
1252,"0,005606","0,020173","0,036169","0,025079",87,"87,027142","0,415734","2,575874","6,47378","3,900528",
1253,"0,00555","0,021185","0,035464","0,023677",82,"85,876754","0,432489","2,645493","6,432533","3,854752",
1254,"0,006827","0,018835","0,033839","0,020854",86,"80,354631","0,393472","2,897263","5,908728","4,972458",
1255,"0,00568","0,025326","0,030374","0,020532",82,"81,912453","0,370412","2,870083","7,894039","5,917072",
1256,"0,005609","0,01962","0,032769","0,021",81,"78,998797","0,404554","2,409697","5,721331","3,665447",
1257,"0,005431","0,020855","0,032938","0,019394",81,"78,618183","0,406643","2,963066","6,551504","4,175901",
1258,"0,006255","0,021837","0,032558","0,020325",82,"80,975155","0,397047","2,450228","6,177664","3,916502",
1259,"0,007188","0,019139","0,03156","0,023207",82,"81,093943","0,38488","3,029823","5,79524","3,77202",
1260,"0,008191","0,019306","0,030686","0,019577",83,"77,759735","0,369705","2,438784","6,248236","3,855228",
1261,"0,006125","0,02019","0,030577","0,020292",83,"77,183337","0,368395","2,538919","6,009579","3,633976",
1262,"0,006749","0,022902","0,032646","0,023218",85,"85,514859","0,384073","3,44491","6,798506","5,480289",
1263,"0,005512","0,022047","0,033694","0,023383",83,"84,636665","0,405952","2,796888","6,577969","3,726721",
1264,"0,006365","0,024318","0,031766","0,020836",83,"83,284128","0,382727","2,909184","5,779982","4,143238",
1265,"0,005819","0,017949","0,03278","0,021014",86,"77,561363","0,381162","2,744675","5,864382","3,830194",
1266,"0,009525","0,021","0,033589","0,019986",85,"84,099567","0,39516","2,951145","5,786419","3,878117",
1267,"0,005623","0,020076","0,031406","0,020172",85,"77,277612","0,369486","2,419472","5,818605","3,852844",
1268,"0,005529","0,019327","0,033468","0,026379",87,"84,70297","0,384693","2,155542","5,839825","3,778458",
1269,"0,005749","0,018929","0,036356","0,024509",87,"85,543433","0,417882","3,188133","5,950928","3,65448",
1270,"0,005495","0,018583","0,035441","0,020737",88,"80,256421","0,40274","4,718781","6,170511","3,765345",
1271,"0,005559","0,02319","0,033089","0,021718",88,"83,555813","0,376009","3,460407","5,886555","3,902197",
1272,"0,005508","0,023105","0,032292","0,019737",88,"80,641579","0,366952","2,211571","7,422447","5,402088",
1273,"0,006594","0,019475","0,033098","0,022689",85,"81,855459","0,389389","2,313375","5,798578","3,642559",
1274,"0,005951","0,019849","0,033849","0,020028",85,"79,676825","0,398222","2,0926","5,813599","3,706217",
1275,"0,006151","0,019287","0,033182","0,020419",85,"79,039822","0,390381","2,888203","5,85866","3,81422",
1276,"0,007954","0,018988","0,031827","0,021312",87,"80,080705","0,365827","6,109715","5,853891","4,358292",
1277,"0,00558","0,019102","0,036242","0,020842",87,"81,766336","0,41657","2,370358","6,434679","3,703594",
1278,"0,005644","0,0204","0,034928","0,021429",84,"82,401038","0,415814","3,288984","5,835533","3,648996",
1279,"0,0056","0,021464","0,032033","0,020907",83,"80,003519","0,385934","2,75135","5,806923","3,546953",
1280,"0,005901","0,019942","0,033578","0,022243",87,"81,66419","0,385958","2,310514","5,843639","3,957272",
1281,"0,005531","0,023107","0,033194","0,020969",85,"82,801171","0,390519","3,166914","5,795479","3,666401",
1282,"0,006643","0,018256","0,032196","0,02188",87,"78,97422","0,370064","2,453327","5,773783","4,545927",
1283,"0,005774","0,0182","0,032394","0,020088",84,"76,455004","0,38564","2,798319","5,871058","3,90625",
1284,"0,005681","0,021017","0,032233","0,021886",85,"80,817006","0,379214","2,467632","5,795956","4,044056",
1285,"0,005585","0,023146","0,031587","0,0199",86,"80,218307","0,36729","2,349138","5,892038","3,619909",
1286,"0,007062","0,019253","0,033596","0,020151",89,"80,062815","0,377488","2,515316","5,827665","3,748655",
1287,"0,006298","0,019174","0,031485","0,020851",87,"77,807732","0,361892","4,162312","5,800486","3,768206",
1288,"0,005891","0,019235","0,03328","0,021477",88,"79,882268","0,378178","2,547026","5,745888","3,749609",
1289,"0,005507","0,019178","0,032387","0,020785",88,"77,857941","0,368035","2,570152","8,696795","3,711462",
1290,"0,005558","0,022545","0,033624","0,020295",88,"82,022404","0,382091","2,721071","5,90229","3,645658",
1291,"0,00554","0,021135","0,031957","0,020084",86,"78,716452","0,371592","2,900362","5,872488","3,719807",
1292,"0,005499","0,019763","0,031456","0,021867",87,"78,585474","0,361563","2,671242","7,101059","4,689455",
1293,"0,005536","0,020209","0,03254","0,02159",85,"79,875164","0,382829","2,89011","5,767107","3,67713",
1294,"0,006476","0,019987","0,035895","0,021109",86,"83,46704","0,417388","2,735376","5,811214","3,700972",
1295,"0,005551","0,019019","0,03717","0,030062",87,"91,80208","0,427243","2,705336","5,833149","3,720999",
1296,"0,005474","0,01993","0,034914","0,019259",86,"79,577877","0,405978","2,378225","7,993937","8,492231",
1297,"0,005539","0,020666","0,032486","0,019917",84,"78,608228","0,386738","2,368212","8,984327","3,677368",
1298,"0,005574","0,02184","0,031786","0,020672",85,"79,871194","0,373949","2,585888","5,866051","3,898859",
1299,"0,005496","0,018922","0,03343","0,020369",86,"78,216539","0,388715","3,469467","5,737066","3,638029",
1300,"0,00553","0,018995","0,033732","0,020669",86,"78,926089","0,39223","3,870726","5,79071","3,894806",
1301,"0,005607","0,023426","0,032697","0,026117",86,"87,846387","0,380197","3,29423","5,823612","4,558325",
1302,"0,006335","0,019037","0,032638","0,020405",85,"78,414847","0,383973","2,269983","6,116867","4,450083",
1303,"0,005565","0,01961","0,032943","0,020095",86,"78,212955","0,38306","2,281666","5,786419","3,959179",
1304,"0,005535","0,019194","0,031758","0,021168",88,"77,655441","0,360889","2,470732","5,92351","3,784895",
1305,"0,005549","0,028213","0,032257","0,021125",88,"87,143653","0,366554","2,720118","5,740166","3,629208",
1306,"0,005477","0,023364","0,034433","0,02052",86,"83,793861","0,400385","2,993107","5,778313","3,590584",
1307,"0,005751","0,019204","0,035213","0,021303",88,"81,472282","0,400152","2,502918","5,821943","3,882408",
1308,"0,005457","0,018987","0,032807","0,020487",87,"77,737744","0,377094","2,781153","6,154537","3,798723",
1309,"0,005483","0,020057","0,035556","0,023122",86,"84,219085","0,413445","2,751827","5,871773","3,493547",
