Frame,Captura,Procesamiento,Tracking,Escritura,Cantidad Objetos,Tiempo Total (ms),Tiempo por Objeto Tracking (ms),Preprocess,Inference,Postprocess,FPS
545,"0,005352","0,018225","0,011053","0,007869",13,"42,499127","0,850205","3,757","6,069899","4,849911",
546,"0,005467","0,01672","0,008042","0,008912",13,"39,140883","0,618627","2,659321","6,176233","7,764101",
547,"0,005771","0,019738","0,007232","0,009428",13,"42,16968","0,556294","2,29001","6,155014","6,576777",
548,"0,005912","0,024575","0,00756","0,007918",13,"45,965756","0,581565","2,624035","6,106138","3,642082",
549,"0,005454","0,022749","0,007499","0,008164",13,"43,865234","0,576829","2,200603","5,779266","7,73716",
550,"0,005541","0,021056","0,00806","0,008767",14,"43,424745","0,575746","2,056837","6,192923","6,690741",
551,"0,005405","0,020466","0,007861","0,009081",14,"42,813117","0,561481","2,134562","5,771399","8,036375",
552,"0,005425","0,020267","0,008043","0,008306",14,"42,040622","0,574482","2,878428","6,845951","4,663944",
553,"0,005376","0,021287","0,008198","0,010707",14,"45,56786","0,585562","1,814127","5,887747","7,619619",
554,"0,005812","0,019352","0,009375","0,008846",13,"43,384681","0,721149","1,972914","6,05154","5,594254",
555,"0,005318","0,023293","0,011774","0,010726",14,"51,110501","0,840968","1,925468","5,709171","6,85358",
556,"0,005391","0,019943","0,008051","0,011998",13,"45,382128","0,619304","1,897097","5,67317","3,701448",
557,"0,007953","0,020493","0,007623","0,008433",13,"44,501728","0,586422","1,985312","5,747795","4,159451",
558,"0,005349","0,026698","0,007788","0,008582",13,"48,416749","0,599064","3,388405","6,260395","4,879713",
559,"0,005336","0,02186","0,008309","0,010687",13,"46,191649","0,639154","1,839876","5,751371","3,866673",
560,"0,006764","0,023217","0,007835","0,008752",13,"46,56756","0,602661","2,019882","5,796432","5,941629",
561,"0,00538","0,022848","0,00777","0,010212",13,"46,21005","0,597654","1,943827","5,737782","3,617287",
562,"0,005418","0,020361","0,010934","0,008953",13,"45,666293","0,841083","1,892328","5,80883","3,772974",
563,"0,005409","0,019525","0,00805","0,00964",13,"42,624761","0,619269","1,892567","5,796432","6,050825",
564,"0,005337","0,023257","0,00852","0,009056",13,"46,171135","0,655398","2,001762","6,546974","9,031534",
565,"0,005498","0,020196","0,009175","0,009061",13,"43,929874","0,705789","1,847744","5,738497","5,670071",
566,"0,006362","0,023657","0,009488","0,012651",15,"52,156887","0,63252","2,306461","5,712986","6,713152",
567,"0,005502","0,022306","0,010541","0,009554",15,"47,901506","0,702715","3,750086","6,429434","5,941629",
568,"0,00672","0,024767","0,01041","0,008904",14,"50,800379","0,743569","2,004862","5,738258","12,210608",
569,"0,005319","0,02214","0,010063","0,008859",17,"46,382211","0,591969","2,027273","5,902767","12,146235",
570,"0,00539","0,025381","0,010308","0,009094",16,"50,173104","0,644271","2,045393","6,362915","8,02803",
571,"0,005403","0,026628","0,01243","0,0103",16,"54,761516","0,776862","1,93119","5,723476","5,232096",
572,"0,005552","0,022465","0,010196","0,009945",17,"48,158214","0,599792","2,130747","5,744219","4,02689",
573,"0,005391","0,021726","0,012314","0,009582",17,"49,013304","0,724367","2,109051","5,738258","5,598783",
574,"0,005378","0,020568","0,009326","0,010099",17,"45,37064","0,548596","1,908541","5,81646","7,110119",
575,"0,005327","0,017552","0,009079","0,012359",17,"44,317627","0,534083","2,79665","5,984068","9,832621",
576,"0,005462","0,019304","0,011716","0,013769",17,"50,251216","0,689188","2,931356","5,762815","3,992796",
577,"0,005613","0,022916","0,010972","0,011194",17,"50,694843","0,64541","2,196312","7,674932","3,534794",
578,"0,005545","0,026159","0,008374","0,01058",17,"50,657721","0,492605","2,196312","7,674932","3,534794",
579,"0,00627","0,020996","0,008218","0,011117",17,"46,601608","0,483422","3,103733","6,896496","4,000425",
580,"0,007982","0,0257","0,010833","0,009454",17,"53,969371","0,637257","2,402544","5,71394","3,800154",
581,"0,005614","0,019233","0,008481","0,009089",17,"42,416629","0,498862","2,130032","7,684469","4,333973",
582,"0,005901","0,023536","0,01282","0,009106",16,"51,362921","0,801224","2,009869","5,762577","5,983829",
583,"0,005545","0,019545","0,009479","0,009622",16,"44,191511","0,592448","3,066063","5,793571","9,009838",
584,"0,008189","0,01729","0,0116","0,011076",17,"48,155848","0,682374","2,136469","6,5763","9,376049",
585,"0,005326","0,019865","0,01007","0,011943",16,"47,202868","0,629373","2,681971","7,170677","7,328272",
586,"0,005411","0,021791","0,010074","0,01016",17,"47,436184","0,592586","1,91164","5,702257","3,69215",
587,"0,006356","0,024734","0,009501","0,010206",16,"50,796059","0,593784","2,135754","5,657673","3,763676",
588,"0,008293","0,0265","0,010002","0,010252",17,"55,047153","0,588334","2,135754","5,657673","3,763676",
589,"0,005362","0,022584","0,0094","0,011343",16,"48,689169","0,587502","1,992702","8,234262","5,916357",
590,"0,005489","0,022977","0,009193","0,009823",17,"47,481752","0,540775","2,021313","5,869627","12,095213",
591,"0,005497","0,016987","0,009593","0,010773",17,"42,849852","0,564303","2,021313","5,869627","12,095213",
592,"0,005386","0,019776","0,012431","0,010332",16,"47,924098","0,776922","1,963139","9,496689","3,618717",
593,"0,010167","0,025366","0,010613","0,009319",17,"55,465946","0,624314","1,901865","5,75614","7,147789",
594,"0,006071","0,025988","0,008437","0,010049",17,"50,545207","0,496287","1,934528","5,78475","7,754803",
595,"0,005411","0,034448","0,009208","0,011524",17,"60,591071","0,541652","2,243757","6,385326","7,49898",
596,"0,00545","0,021135","0,009151","0,011472",17,"47,208819","0,538311","2,185345","7,869005","5,143166",
597,"0,005413","0,023287","0,008914","0,009854",17,"47,467736","0,52434","1,847982","6,67119","6,328106",
598,"0,005478","0,02311","0,008421","0,010359",17,"47,367414","0,495366","1,915693","6,231546","10,008812",
599,"0,005433","0,020203","0,00863","0,010927",17,"45,193067","0,50763","1,952887","6,217957","7,959366",
600,"0,005483","0,020039","0,008294","0,009105",17,"42,921116","0,487902","2,046347","7,223845","6,563187",
601,"0,005346","0,023627","0,008928","0,011627",17,"49,528002","0,525204","2,038717","5,946636","7,438898",
602,"0,005331","0,02236","0,008238","0,010169",17,"46,098333","0,484601","1,878262","6,422758","6,391764",
603,"0,005485","0,021576","0,008312","0,010677",17,"46,049658","0,488943","1,981735","6,162643","5,809546",
604,"0,008186","0,021328","0,009371","0,010202",17,"49,087287","0,551251","1,839161","5,857468","8,160114",
605,"0,005489","0,020409","0,009329","0,009775",17,"45,001031","0,548745","2,188921","6,853342","6,36673",
606,"0,006446","0,020105","0,010165","0,010022",18,"46,738185","0,564738","1,847506","5,934715","8,613825",
607,"0,005424","0,021523","0,009805","0,009552",18,"46,303616","0,544703","1,870632","5,772114","7,166862",
608,"0,008023","0,020088","0,010491","0,010365",18,"48,966902","0,582824","2,241611","6,016016","3,769398",
609,"0,005529","0,021427","0,009354","0,014787",18,"51,098208","0,519694","1,963377","5,941391","4,536152",
610,"0,005443","0,020312","0,012342","0,010235",19,"48,332232","0,649568","1,850605","5,784035","6,835222",
611,"0,005655","0,022868","0,010894","0,009771",20,"49,187964","0,544697","2,176285","7,264614","3,61371",
612,"0,007509","0,017044","0,016495","0,013835",21,"54,883404","0,785474","5,622625","6,082058","4,462481",
613,"0,005349","0,017643","0,010095","0,011043",21,"44,128883","0,48072","1,873493","5,758286","7,20644",
614,"0,006659","0,020792","0,011482","0,011715",20,"50,649367","0,574124","1,905203","5,677938","3,790617",
615,"0,005443","0,018239","0,010202","0,010027",20,"43,910992","0,510095","5,018234","5,683899","4,227161",
616,"0,005366","0,018361","0,010917","0,011412",21,"46,056315","0,519843","2,052307","5,749941","8,245707",
617,"0,005334","0,021874","0,012706","0,009635",22,"49,549793","0,577553","1,94478","5,695105","8,518219",
618,"0,005468","0,023971","0,012136","0,010769",23,"52,343801","0,527654","1,912594","5,750895","4,137754",
619,"0,006765","0,023875","0,011877","0,010322",23,"52,83834","0,516387","1,929522","5,606413","3,623247",
620,"0,005758","0,016311","0,011411","0,010873",23,"44,35321","0,496121","2,465248","7,077932","5,017519",
621,"0,007026","0,020311","0,012554","0,009846",23,"49,737413","0,545827","2,057791","6,600618","7,734299",
622,"0,006167","0,021513","0,011114","0,010896",23,"49,690756","0,483238","2,111435","5,665541","3,60775",
623,"0,005841","0,02349","0,01184","0,010876",23,"52,046996","0,514782","3,153324","5,73945","3,548622",
624,"0,005551","0,022254","0,01131","0,010292",23,"49,40675","0,491741","1,815557","5,74398","6,387234",
625,"0,005468","0,019906","0,012974","0,011152",24,"49,499521","0,540576","1,937866","5,694389","3,699064",
626,"0,005513","0,016348","0,012136","0,011273",24,"45,270476","0,505667","2,165318","5,712271","3,643751",
627,"0,005502","0,019655","0,012219","0,01196",24,"49,336188","0,509137","2,261877","5,72896","3,751755",
628,"0,005408","0,022869","0,012406","0,011111",24,"51,793581","0,516932","2,0895","5,71394","3,715038",
629,"0,006751","0,020273","0,012926","0,014773",25,"54,724266","0,517045","2,412796","5,740166","3,752232",
630,"0,006482","0,016184","0,012846","0,014761",26,"50,273423","0,494096","2,75898","6,256342","3,748894",
631,"0,00533","0,017783","0,013061","0,014797",26,"50,970623","0,502347","3,867149","6,949663","3,577948",
632,"0,005307","0,023664","0,012723","0,01629",26,"57,985067","0,48935","2,69556","5,768776","3,7117",
633,"0,00541","0,022071","0,013829","0,011147",26,"52,457626","0,531899","3,328085","5,796194","3,805876",
634,"0,005303","0,016738","0,011833","0,013159",25,"47,033423","0,473316","2,298355","5,844355","3,984928",
635,"0,005325","0,017091","0,012895","0,011886",25,"47,197232","0,515808","2,266169","5,740643","3,904104",
636,"0,005428","0,017412","0,011734","0,011092",23,"45,667122","0,510183","2,179861","5,736828","3,883362",
637,"0,006255","0,017111","0,012999","0,01312",25,"49,485599","0,519957","2,242565","7,676363","3,76296",
638,"0,005525","0,017868","0,011719","0,013304",24,"48,416074","0,488274","2,258539","5,753756","3,929615",
639,"0,005767","0,019403","0,013165","0,01332",24,"51,65457","0,54854","2,477407","6,738186","6,139755",
640,"0,005796","0,020162","0,011946","0,012302",24,"50,206317","0,497767","2,077103","5,839109","5,996227",
641,"0,005425","0,018165","0,013224","0,011086",25,"47,900095","0,528968","2,248764","6,525278","5,103827",
642,"0,005337","0,019068","0,012134","0,011942",24,"48,48065","0,505586","2,248764","6,525278","5,103827",
643,"0,005426","0,019608","0,013203","0,011323",24,"49,560577","0,550131","2,304792","6,394625","4,635572",
644,"0,005429","0,019309","0,013231","0,0119",26,"49,868646","0,508884","3,363609","5,838156","4,710674",
645,"0,005307","0,018344","0,017929","0,013474",26,"55,054766","0,689581","2,635241","7,685184","4,62985",
646,"0,005358","0,019668","0,012982","0,0149",26,"52,906914","0,499294","2,723932","9,310246","4,818916",
647,"0,005359","0,018814","0,016154","0,012663",27,"52,98874","0,598292","2,265215","5,599499","4,492044",
648,"0,005331","0,020922","0,016736","0,010824",28,"53,81378","0,597725","2,046824","5,926132","5,885601",
649,"0,006961","0,020507","0,015779","0,011993",27,"55,240785","0,584425","2,702951","6,034136","5,074978",
650,"0,006414","0,021396","0,014228","0,013197",28,"55,234578","0,508147","2,415657","8,283615","5,259991",
651,"0,00536","0,027989","0,013995","0,012003",27,"59,347204","0,51834","3,21722","9,260178","3,907919",
652,"0,00537","0,021462","0,013484","0,011844",27,"52,159957","0,499408","3,114939","7,086515","3,697634",
653,"0,005344","0,021817","0,014319","0,013638",28,"55,118704","0,511395","3,567696","6,829739","3,786325",
654,"0,005482","0,02244","0,013711","0,013401",28,"55,033389","0,489676","3,567696","6,829739","3,786325",
655,"0,005481","0,022984","0,017361","0,021769",30,"67,59524","0,578693","2,925396","7,112741","3,789902",
656,"0,005341","0,019893","0,017521","0,012675",28,"55,429397","0,625751","2,925396","7,112741","3,789902",
657,"0,006351","0,019338","0,016915","0,011927",27,"54,530882","0,626479","2,231359","6,984711","3,825188",
658,"0,005424","0,026924","0,013508","0,019544",30,"65,399932","0,450278","1,973629","8,572578","4,071236",
659,"0,00644","0,025821","0,017418","0,01956",30,"69,239465","0,580614","3,292799","8,222103","4,291296",
660,"0,006093","0,02442","0,016179","0,011851",35,"58,542835","0,462253","3,292799","8,222103","4,291296",
661,"0,008818","0,022624","0,016622","0,012184",33,"60,247894","0,5037","2,650976","7,36165","4,134655",
662,"0,006393","0,020889","0,01581","0,013054",34,"56,146147","0,464999","2,417088","7,250547","5,138397",
663,"0,005424","0,029358","0,022434","0,017135",35,"74,351054","0,64098","2,518654","10,859489","4,444361",
664,"0,005748","0,02412","0,015628","0,013133",35,"58,629235","0,446515","3,481627","7,68733","4,076958",
665,"0,00598","0,028148","0,017604","0,013209",34,"64,941522","0,517768","3,595114","6,093502","6,277084",
666,"0,006793","0,029703","0,018849","0,015609",35,"70,954569","0,538536","3,33333","7,759333","4,354",
667,"0,006103","0,023174","0,017403","0,015164",35,"61,844051","0,497239","2,574205","6,939173","6,660461",
668,"0,006358","0,024528","0,016198","0,013659",35,"60,742845","0,462801","2,591372","7,832527","4,288912",
669,"0,007043","0,031677","0,01659","0,012205",35,"67,515398","0,474004","2,153873","7,496595","4,358292",
670,"0,005604","0,024876","0,015621","0,01291",34,"59,009883","0,459435","2,690792","5,825996","4,977226",
671,"0,006686","0,026286","0,016819","0,013996",34,"63,787003","0,49469","2,424955","8,227348","4,710197",
672,"0,005373","0,024643","0,016131","0,012312",33,"58,458768","0,488804","3,018141","7,465839","5,131483",
673,"0,005392","0,022093","0,016998","0,019128",33,"63,610711","0,515096","3,862619","7,493496","4,931927",
674,"0,006482","0,024836","0,018273","0,013687",32,"63,278224","0,571029","2,673864","8,116961","4,162788",
675,"0,008446","0,024246","0,020516","0,014491",34,"67,699623","0,603414","2,959251","6,766796","5,434513",
676,"0,005346","0,025277","0,018081","0,018978",33,"67,681895","0,547915","4,149914","6,818295","5,829811",
677,"0,005423","0,023224","0,021011","0,015641",34,"65,297849","0,617957","3,079176","12,242079","3,865242",
678,"0,005459","0,023544","0,016212","0,013648",36,"58,861782","0,450322","2,640486","8,414745","3,914118",
679,"0,005856","0,021545","0,016704","0,01336",36,"57,465884","0,464008","2,806425","7,021189","3,717661",
680,"0,005438","0,023061","0,015392","0,014271",36,"58,162344","0,427564","3,16143","9,845734","4,416466",
681,"0,008577","0,02344","0,016024","0,014457",36,"62,497792","0,445116","2,858877","8,369446","4,715681",
682,"0,00807","0,024479","0,021058","0,014787",34,"68,394582","0,619364","2,280712","8,202076","3,842354",
683,"0,009244","0,023926","0,020641","0,012906",34,"66,716243","0,607083","2,919674","7,234097","3,944397",
684,"0,006041","0,023486","0,01832","0,01276",35,"60,60793","0,523438","3,364325","6,428719","3,64542",
685,"0,005519","0,02578","0,01872","0,014394",35,"64,413702","0,534846","2,554417","6,35457","5,955696",
686,"0,005487","0,027714","0,017077","0,013976",35,"64,253219","0,487906","3,782511","9,577513","3,72076",
687,"0,006554","0,025846","0,017448","0,019125",35,"68,973025","0,498507","2,974033","8,776665","3,838301",
688,"0,005695","0,022635","0,015698","0,013686",35,"57,713312","0,448504","5,280495","7,845402","4,824162",
689,"0,006578","0,024308","0,014999","0,015791",36,"61,675853","0,416629","5,280495","7,845402","4,824162",
690,"0,007016","0,024522","0,01924","0,013596",36,"64,374148","0,534452","2,19512","8,59189","3,785372",
691,"0,005528","0,020876","0,016496","0,015357",36,"58,257418","0,458226","2,212048","7,637978","3,662825",
692,"0,005475","0,021042","0,017163","0,019193",35,"62,873287","0,490372","4,012346","6,900549","4,227877",
693,"0,005526","0,026456","0,016992","0,013628",35,"62,600993","0,485487","4,012346","6,900549","4,227877",
694,"0,00656","0,024387","0,018224","0,012803",36,"61,973076","0,50622","1,927376","7,799625","4,523039",
695,"0,006208","0,025528","0,01752","0,012618",35,"61,873554","0,500559","5,051136","7,49445","3,794193",
696,"0,005396","0,024226","0,01925","0,012246",36,"61,119298","0,534732","2,917051","8,022785","4,173994",
697,"0,005501","0,026775","0,016179","0,013",36,"61,454761","0,44941","2,098083","8,796453","3,735542",
698,"0,005526","0,031025","0,018773","0,013289",35,"68,612536","0,536357","2,62785","6,685257","4,086733",
699,"0,005735","0,022725","0,01676","0,013079",35,"58,29934","0,478851","2,254963","7,559061","6,093502",
700,"0,005459","0,019752","0,017198","0,014219",36,"56,628266","0,477731","2,522469","7,554293","5,605936",
701,"0,005423","0,028292","0,021497","0,014557",36,"69,769487","0,597132","2,345324","8,711815","5,18012",
702,"0,005415","0,033844","0,020584","0,01456",36,"74,40366","0,571781","2,705812","9,331226","3,890514",
703,"0,007488","0,021091","0,021075","0,013214",36,"62,869061","0,58543","3,958941","9,449959","4,007816",
704,"0,005507","0,024581","0,018784","0,014152",36,"63,023369","0,521769","2,927542","6,159306","5,396843",
705,"0,00546","0,025106","0,016473","0,013376",36,"60,415252","0,457587","2,266884","6,386518","4,056454",
706,"0,007421","0,023668","0,016889","0,016735",35,"64,712266","0,482532","2,887249","8,690834","4,733324",
707,"0,007124","0,021473","0,017498","0,016268",35,"62,362973","0,499943","2,755404","7,784128","3,734589",
708,"0,005404","0,022837","0,016581","0,013946",36,"58,767444","0,460576","3,064632","6,929159","4,611492",
709,"0,005413","0,02177","0,016315","0,013602",36,"57,099442","0,453182","2,960205","5,836964","4,398346",
710,"0,011119","0,022578","0,016127","0,013879",36,"63,703797","0,447972","2,535343","7,23958","4,468203",
711,"0,007572","0,023702","0,015959","0,013486",36,"60,718874","0,443297","2,535343","7,23958","4,468203",
712,"0,005376","0,028348","0,018708","0,021033",37,"73,464472","0,505619","2,308369","7,97534","5,045414",
713,"0,005438","0,022656","0,016333","0,014854",36,"59,281629","0,453694","2,462387","9,535313","3,985882",
714,"0,005817","0,021335","0,017261","0,013983",36,"58,395756","0,479472","2,406836","6,700754","4,011393",
715,"0,005527","0,025022","0,016162","0,014766",37,"61,477929","0,436823","2,974987","7,867813","5,820036",
716,"0,005629","0,024542","0,0156","0,014507",37,"60,27717","0,421627","2,952814","8,591413","4,410028",
717,"0,008988","0,021801","0,016759","0,017077",37,"64,625031","0,452948","2,58112","8,530617","4,567146",
718,"0,006164","0,020607","0,015895","0,01644",36,"59,105529","0,441536","3,451824","8,424282","4,798174",
719,"0,007226","0,021853","0,017288","0,014439",35,"60,806011","0,493945","3,612518","6,571293","4,295111",
720,"0,005482","0,028802","0,020135","0,013978",36,"68,398353","0,559314","2,257347","9,127617","3,689528",
721,"0,005562","0,024387","0,018705","0,014896",36,"63,549137","0,519585","2,485514","5,819082","5,907059",
722,"0,007506","0,023824","0,017439","0,018288",37,"67,058135","0,471334","4,036665","9,558916","4,208326",
723,"0,005376","0,020464","0,017296","0,013878",37,"57,014384","0,467457","2,694845","8,054495","5,288601",
724,"0,005405","0,026301","0,017376","0,0132",37,"62,280921","0,469611","2,580404","9,901047","3,874063",
725,"0,006472","0,025683","0,019731","0,013901",37,"65,787038","0,533282","2,525091","10,435581","3,750086",
726,"0,006208","0,024738","0,020954","0,013745",37,"65,64393","0,566327","2,020597","11,014462","4,022837",
727,"0,00543","0,023367","0,018782","0,013112",38,"60,690554","0,494265","2,613544","7,585049","5,810261",
728,"0,005711","0,023784","0,020326","0,014423",39,"64,245056","0,521176","2,774715","5,771875","5,77116",
729,"0,005558","0,022502","0,01704","0,017504",39,"62,604127","0,436927","2,525806","8,175611","4,492521",
730,"0,008584","0,024475","0,016711","0,014293",39,"64,063739","0,428487","2,184868","8,461475","3,93486",
731,"0,00685","0,028905","0,018566","0,014015",37,"68,33624","0,501785","3,233194","7,298946","4,766703",
732,"0,006084","0,024596","0,017639","0,013747",37,"62,06565","0,476727","3,195763","7,871389","3,794193",
733,"0,006844","0,024049","0,016542","0,014692",37,"62,127988","0,447091","2,45142","5,979776","5,862713",
734,"0,005419","0,025842","0,018287","0,013107",37,"62,655455","0,494251","2,789736","7,260084","4,470348",
735,"0,005371","0,027389","0,017278","0,015579",37,"65,616378","0,466975","2,45142","5,937338","5,159378",
736,"0,00655","0,025504","0,017473","0,01282",36,"62,347544","0,48537","3,607273","6,66976","4,327774",
737,"0,005345","0,022375","0,016256","0,01239",35,"56,366145","0,464447","5,294561","8,084774","3,650665",
738,"0,007518","0,022352","0,016389","0,015689",34,"61,947537","0,482023","5,265713","8,037806","3,95298",
739,"0,006445","0,023789","0,016491","0,013439",34,"60,163212","0,485019","2,671957","7,899046","3,611088",
740,"0,005843","0,024492","0,016238","0,012775",34,"59,347805","0,477594","3,534555","5,768538","6,265402",
741,"0,008883","0,024399","0,016122","0,013909",35,"63,313228","0,460641","2,162933","5,783558","5,751133",
742,"0,005976","0,02656","0,020548","0,012696",36,"65,780733","0,570789","3,288984","6,771564","3,757477",
743,"0,006368","0,023034","0,020641","0,016381",36,"66,424458","0,573364","3,288984","6,771564","3,757477",
744,"0,008227","0,022354","0,020102","0,012565",36,"63,247883","0,558391","2,49958","8,585691","3,957272",
745,"0,010406","0,022692","0,016323","0,0133",37,"62,721504","0,441167","5,105734","7,273912","4,760027",
746,"0,009194","0,026931","0,021008","0,012866",38,"69,998063","0,552834","2,058029","8,24666","5,378008",
747,"0,011068","0,027885","0,017474","0,012882",37,"69,308706","0,472271","2,539396","7,656097","4,897356",
748,"0,010637","0,026714","0,019831","0,012875",36,"70,057329","0,550858","2,420425","8,01301","3,768206",
749,"0,007034","0,025417","0,016188","0,014768",36,"63,406572","0,44967","2,478361","9,528875","3,842592",
750,"0,009595","0,021561","0,017954","0,012567",35,"61,677225","0,51298","2,853394","6,846428","3,905296",
751,"0,005417","0,02915","0,018592","0,017889",37,"71,047621","0,502488","2,904415","7,629871","7,408857",
752,"0,006359","0,030435","0,01721","0,01448",35,"68,483889","0,491715","4,430056","6,519794","6,301165",
753,"0,005489","0,029204","0,016984","0,015292",34,"66,968371","0,499515","2,200603","7,219315","5,745888",
754,"0,005392","0,025811","0,015703","0,01426",34,"61,166207","0,461863","2,971649","6,920099","5,47123",
755,"0,005375","0,024041","0,016458","0,014105",33,"59,978601","0,498712","2,113581","10,348797","3,991604",
756,"0,005853","0,02395","0,015874","0,015578",33,"61,254273","0,481024","3,157616","6,675959","3,996372",
757,"0,007643","0,025044","0,018568","0,013809",35,"65,063181","0,5305","3,157616","6,675959","3,996372",
758,"0,006631","0,023892","0,017872","0,017831",34,"66,2265","0,52565","2,421618","6,831169","4,062176",
759,"0,007361","0,02423","0,01703","0,015294",35,"63,915221","0,486574","4,542112","6,631613","8,127689",
760,"0,011419","0,027477","0,019378","0,020871",35,"79,145188","0,553648","4,542112","6,631613","8,127689",
761,"0,006154","0,025716","0,017707","0,013163",35,"62,740318","0,505927","3,907204","7,023573","4,840612",
762,"0,007082","0,025002","0,01938","0,012971",34,"64,435584","0,569994","3,063202","8,027077","6,315231",
763,"0,006578","0,02349","0,017678","0,017615",32,"65,360146","0,552427","3,063202","8,027077","6,315231",
764,"0,008684","0,025267","0,015544","0,014663",31,"64,158395","0,501416","2,48456","8,382797","4,379749",
765,"0,007252","0,02147","0,018751","0,013515",33,"60,987548","0,568206","3,593683","6,971598","10,172129",
766,"0,005395","0,029988","0,017996","0,014303",34,"67,681504","0,529285","2,548456","6,53553","6,213427",
767,"0,007707","0,022357","0,018018","0,012719",35,"60,800343","0,514803","2,548456","6,53553","6,213427",
768,"0,005485","0,026808","0,016537","0,013263",35,"62,092466","0,472473","6,6607","7,862091","4,137039",
769,"0,006515","0,026685","0,021825","0,013391",37,"68,416048","0,58987","2,280712","6,220102","4,848957",
770,"0,009927","0,028742","0,016697","0,01533",37,"70,696828","0,451279","2,851725","11,355639","4,413366",
771,"0,01029","0,024667","0,019904","0,014452",36,"69,313791","0,552895","3,730297","7,48229","4,356623",
772,"0,00679","0,026778","0,020476","0,017683",39,"71,727182","0,525013","2,539873","6,575823","3,816843",
773,"0,005453","0,023137","0,022967","0,016601",39,"68,158121","0,588904","2,33531","7,075787","4,453182",
774,"0,006542","0,030983","0,019348","0,01441",38,"71,282374","0,509165","3,662586","5,851507","4,891157",
775,"0,005362","0,024288","0,017384","0,0123",38,"59,333977","0,457478","3,426552","5,857468","3,7992",
776,"0,005568","0,035085","0,017276","0,013551",37,"71,481035","0,466932","3,330469","6,614447","3,755569",
777,"0,00784","0,030272","0,023527","0,01552",39,"77,158171","0,603255","3,330469","6,614447","3,755569",
778,"0,005896","0,020766","0,020193","0,014536",38,"61,391715","0,531405","3,510475","7,059097","3,966093",
779,"0,005796","0,029278","0,020049","0,013123",38,"68,245868","0,527611","3,496408","6,311417","6,33502",
780,"0,005503","0,02693","0,019568","0,014855",36,"66,856175","0,543557","2,348423","7,797718","3,82185",
781,"0,005733","0,028504","0,021915","0,013414",38,"69,566436","0,576723","4,225969","6,34551","3,69978",
782,"0,005435","0,02685","0,02781","0,012781",41,"72,876389","0,678293","2,532244","6,975651","4,052162",
783,"0,016139","0,023571","0,018437","0,013186",40,"71,332967","0,460917","2,532244","6,975651","4,052162",
784,"0,006955","0,020384","0,018167","0,01931",40,"64,816775","0,454179","2,352238","5,971193","4,833937",
785,"0,00643","0,023251","0,019305","0,014684",42,"63,670126","0,459636","3,016949","7,176161","3,710985",
786,"0,006957","0,028631","0,01935","0,014372",43,"69,309567","0,449992","2,471209","6,463051","4,660845",
787,"0,006864","0,02246","0,024417","0,01483",41,"68,570736","0,59554","2,560616","8,401871","4,820824",
788,"0,008347","0,026303","0,019168","0,017156",43,"70,973953","0,445765","2,381325","6,82044","3,779173",
789,"0,006748","0,020717","0,02725","0,01633",42,"71,046017","0,648811","2,305269","7,105112","4,662275",
790,"0,005386","0,023301","0,021363","0,014926",42,"64,975753","0,508633","2,588987","6,362915","3,669262",
791,"0,011956","0,022732","0,020093","0,014669",42,"69,449505","0,478406","4,854679","7,181644","3,727436",
792,"0,005561","0,042516","0,020302","0,015296",43,"83,674298","0,472131","4,671574","5,941391","8,03566",
793,"0,006168","0,020976","0,018781","0,015095",42,"61,019354","0,447158","2,815485","6,345749","3,632069",
794,"0,011033","0,026397","0,017423","0,017047",40,"71,899891","0,435574","3,350258","7,080078","4,2665",
795,"0,009215","0,020341","0,019302","0,016204",42,"65,062219","0,459576","2,780676","5,776644","5,237341",
796,"0,005562","0,02559","0,018253","0,016088",41,"65,491699","0,445188","2,414703","7,998466","4,262447",
797,"0,005479","0,022424","0,022848","0,016904",41,"67,654525","0,557275","3,873587","6,85811","3,833771",
798,"0,007167","0,024312","0,020404","0,012972",41,"64,855748","0,497663","2,600193","6,385565","3,949404",
799,"0,00546","0,01952","0,022968","0,014139",42,"62,087375","0,546854","3,154755","8,087397","4,899263",
800,"0,005429","0,022401","0,018262","0,013126",42,"59,218101","0,434812","2,729177","5,779266","4,037619",
801,"0,006022","0,026588","0,019069","0,012896",41,"64,575198","0,465098","2,634048","9,996653","3,818512",
802,"0,006792","0,019605","0,019537","0,01617",42,"62,103406","0,465159","4,027843","6,884098","4,445791",
803,"0,006527","0,025153","0,021615","0,016764",42,"70,05902","0,514634","4,594803","6,093025","3,682375",
804,"0,005471","0,021424","0,019491","0,014485",44,"60,871253","0,442983","3,650665","7,238865","4,479885",
805,"0,005437","0,021535","0,018145","0,017812",43,"62,92899","0,421985","3,774405","7,744551","3,837824",
806,"0,006986","0,021466","0,019354","0,0225",44,"70,306416","0,439866","2,660036","6,829739","6,387949",
807,"0,006005","0,024318","0,020112","0,012964",43,"63,398377","0,467714","2,803564","5,76973","4,663944",
808,"0,008301","0,026131","0,023461","0,014106",43,"71,998514","0,545594","4,945517","6,911755","4,431248",
809,"0,00748","0,019231","0,018053","0,022157",42,"66,920237","0,429823","4,945517","6,911755","4,431248",
810,"0,005688","0,024112","0,020623","0,014385",43,"64,80778","0,479598","2,053022","6,123781","5,057573",
811,"0,0076","0,023126","0,02156","0,015435",43,"67,720573","0,501401","2,275944","6,805658","3,746748",
