CPU_Core_1_Usage_%,CPU_Core_2_Usage_%,CPU_Core_3_Usage_%,CPU_Core_4_Usage_%,CPU_Core_5_Usage_%,CPU_Core_6_Usage_%,CPU_Core_7_Usage_%,CPU_Core_8_Usage_%,CPU_Core_1_Freq_MHz,CPU_Core_2_Freq_MHz,CPU_Core_3_Freq_MHz,CPU_Core_4_Freq_MHz,CPU_Core_5_Freq_MHz,CPU_Core_6_Freq_MHz,CPU_Core_7_Freq_MHz,CPU_Core_8_Freq_MHz,GPU_Usage_%,GPU_Freq_MHz,GPU_mW,CPU_mW,SOC_mW,VDDRQ_mW,SYS5V_mW,Total_Power_mW,mJ,Total_mJ,Total_J,Total_Time_s,average_mW,average_GPU_Usage_%,average_CPU_Usage_%,CV_mW
8,0,7,8,75,0,15,15,2265,2264,2263,2264,2264,2264,2260,2263,0,318,774,2477,2631,464,3160,9506,57,,,,,,,
8,0,0,0,83,0,0,0,2264,2264,2263,2264,2264,2261,2265,2264,14,318,774,2477,2631,464,3120,9466,57,,,,,,,0.0
0,7,0,21,83,0,7,8,2262,2264,2258,2263,2264,2263,2265,2264,0,318,774,2477,2631,464,3120,9466,57,,,,,,,0.0
0,0,21,8,75,7,0,0,2262,2264,2264,2258,2264,2263,2264,2265,77,318,774,2477,2631,464,3120,9466,57,,,,,,,0.0
0,0,8,8,83,0,0,7,2264,2263,2260,2264,2264,2262,2264,2269,0,318,774,2477,2631,464,3120,9466,57,,,,,,,0.0
21,7,8,0,83,7,0,9,2264,2264,2263,2264,2264,2264,2263,2264,89,318,774,2477,2631,464,3120,9466,57,,,,,,,0.0
0,7,0,7,83,0,0,23,2264,2264,2264,2264,2265,2260,2265,2263,0,318,774,2477,2631,309,3160,9351,56,,,,,,,
8,0,14,0,76,0,7,0,2262,2258,2264,2263,2266,2261,2263,2262,97,318,774,2477,2631,464,3160,9506,57,,,,,,,0.0
0,0,8,8,83,0,15,0,2267,2263,2264,2264,2263,2264,2263,2264,0,318,774,2477,2631,309,3160,9351,56,,,,,,,0.0
7,0,0,15,72,14,75,15,2263,2263,2264,2263,2263,2264,2261,2262,26,318,774,2786,2631,464,3160,9815,59,,,,,,,
8,7,9,27,84,15,66,0,2264,2264,2265,2264,2265,2262,2265,2265,7,318,774,3095,2630,464,3160,10123,61,,,,,,,0.0
8,15,7,7,72,0,0,15,2264,2264,2264,2262,2264,2265,2264,2265,37,318,774,2941,2631,464,3160,9970,60,,,,,,,0.0
8,0,8,0,90,0,0,16,2264,2262,2263,2263,2264,2263,2265,2264,2,318,774,2786,2631,464,3160,9815,59,,,,,,,0.0
8,8,0,0,75,7,8,0,2262,2255,2262,2264,2264,2264,2264,2264,0,318,774,2786,2631,464,3160,9815,59,,,,,,,0.0
0,15,0,0,84,0,0,0,2264,2263,2271,2264,2265,2261,2265,2261,61,318,774,2631,2631,464,3160,9660,58,,,,,,,
8,0,8,7,81,0,15,8,2264,2264,2264,2265,2264,2264,2264,2264,0,318,774,2631,2631,464,3160,9660,58,,,,,,,
15,7,7,8,75,0,8,33,2264,2262,2264,2263,2264,2265,2263,2266,57,318,774,2631,2631,464,3160,9660,58,,,,,,,0.0
0,8,0,0,90,0,8,0,2263,2264,2263,2264,2264,2264,2258,2264,0,318,774,2631,2631,309,3120,9465,57,,,,,,,0.0
0,8,0,8,69,0,0,0,2265,2262,2264,2264,2263,2263,2256,2264,88,318,774,2477,2631,464,3160,9506,57,,,,,,,0.0
8,8,0,0,90,0,0,0,2269,2264,2265,2265,2262,2264,2263,2264,0,318,774,2477,2631,309,3120,9311,56,,,,,,,0.0
16,0,15,0,76,14,8,15,2265,2260,2264,2265,2264,2263,2259,2264,15,318,774,2477,2631,464,3160,9506,57,,,,,,,0.0
15,0,8,0,83,0,7,0,2264,2264,2264,2263,2272,2264,2264,2263,7,318,774,2477,2631,309,3120,9311,56,,,,,,,0.0
8,8,0,8,72,0,0,8,2262,2262,2264,2264,2265,2263,2263,2258,42,318,774,2322,2631,464,3160,9351,56,,,,,,,0.0
8,0,0,0,83,0,0,0,2264,2263,2262,2258,2264,2263,2263,2261,1,318,774,2322,2631,309,3120,9156,55,,,,,,,0.0
15,0,0,0,72,0,7,0,2268,2262,2264,2264,2264,2262,2264,2261,0,318,774,2322,2631,464,3160,9351,56,,,,,,,0.0
0,8,0,0,91,8,8,0,2264,2262,2263,2264,2265,2256,2264,2263,35,318,774,2322,2631,464,3120,9311,56,,,,,,,0.0
21,0,0,7,75,0,15,0,2264,2263,2262,2268,2265,2263,2263,2263,0,318,774,2322,2631,464,3160,9351,56,,,,,,,0.0
0,8,7,0,83,0,0,0,2264,2269,2263,2264,2265,2261,2269,2264,10,318,774,2322,2631,464,3120,9311,56,,,,,,,0.0
0,0,7,0,84,0,7,8,2265,2264,2264,2264,2263,2255,2264,2262,0,318,774,2477,2631,309,3120,9311,56,,,,,,,0.0
15,0,0,0,75,7,0,0,2264,2262,2264,2263,2264,2263,2254,2257,86,318,774,2322,2631,464,3120,9311,56,,,,,,,0.0
16,8,7,7,81,8,7,0,2263,2260,2264,2263,2261,2264,2261,2264,0,318,774,2322,2631,309,3120,9156,55,,,,,,,0.0
8,0,0,8,75,0,0,8,2264,2264,2270,2264,2263,2264,2266,2264,60,318,774,2322,2631,464,3120,9311,56,,,,,,,0.0
0,15,0,0,91,0,14,0,2264,2263,2264,2263,2273,2263,2264,2264,0,318,774,2322,2631,309,3120,9156,55,,,,,,,0.0
8,0,14,14,76,7,0,7,2260,2266,2265,2263,2264,2263,2264,2264,82,318,774,2322,2631,464,3120,9311,56,,,,,,,0.0
0,0,0,16,83,0,7,8,2263,2265,2265,2263,2265,2261,2264,2262,0,318,774,2322,2631,309,3120,9156,55,,,,,,,0.0
0,7,0,0,72,8,0,0,2264,2264,2266,2265,2264,2265,2263,2255,2,318,774,2322,2631,464,3160,9351,56,,,,,,,
15,0,0,8,84,0,8,0,2262,2260,2264,2265,2264,2263,2258,2263,30,318,774,2322,2631,309,3120,9156,55,,,,,,,0.0
0,0,14,8,81,7,14,15,2265,2262,2264,2264,2263,2264,2264,2264,0,318,774,2322,2631,464,3120,9311,56,,,,,,,0.0
21,53,8,8,76,23,0,7,2264,2264,2261,2264,2264,2263,2265,2264,36,318,774,2631,2631,464,3120,9620,57,,,,,,,0.0
0,14,8,0,90,8,0,0,2265,2262,2265,2263,2264,2263,2265,2264,0,318,774,2631,2631,309,3120,9465,57,,,,,,,0.0
7,8,8,7,50,7,25,7,2264,2258,2263,2264,2264,2264,2263,2266,47,318,774,2477,2631,464,3120,9466,57,,,,,,,0.0
9,0,0,0,0,0,90,8,2260,2264,2262,2264,2263,2264,2262,2264,13,318,774,2477,2631,464,3120,9466,57,,,,,,,0.0
8,0,0,0,0,8,75,16,2264,2261,2264,2261,2264,2263,2265,2264,0,318,774,2477,2631,464,3120,9466,57,,,,,,,0.0
8,0,7,0,8,0,83,0,2264,2261,2264,2264,2261,2264,2264,2264,82,318,774,2477,2631,464,3120,9466,57,,,,,,,0.0
8,8,0,7,7,0,75,0,2262,2265,2263,2257,2259,2265,2261,2264,0,318,774,2477,2631,464,3160,9506,57,,,,,,,0.0
7,0,0,8,0,0,85,7,2266,2265,2264,2263,2264,2263,2264,2264,3,318,774,2322,2631,464,3120,9311,56,,,,,,,0.0
0,8,0,0,0,8,72,30,2264,2260,2258,2264,2264,2262,2264,2263,46,318,928,2322,2631,464,3160,9505,57,,,,,,,0.0
15,8,9,15,0,16,90,7,2264,2262,2264,2263,2259,2260,2264,2264,0,318,774,2477,2631,464,3160,9506,57,,,,,,,0.0
0,8,15,8,8,8,75,9,2264,2259,2264,2263,2263,2264,2264,2264,94,318,928,2477,2631,464,3160,9660,58,,,,,,,0.0
16,8,0,0,0,0,66,0,2262,2264,2264,2263,2263,2257,2264,2263,0,318,928,2477,2631,464,3160,9660,58,,,,,,,0.0
8,0,0,16,0,15,90,0,2264,2263,2264,2264,2256,2263,2262,2264,0,318,774,2477,2631,464,3160,9506,57,,,,,,,0.0
7,15,8,7,8,0,76,0,2262,2263,2264,2263,2261,2263,2259,2260,87,318,928,2477,2631,464,3160,9660,58,,,,,,,0.0
8,0,0,15,8,15,72,0,2264,2264,2265,2263,2254,2264,2265,2256,0,318,928,2322,2631,464,3160,9505,57,,,,,,,0.0
8,0,8,0,0,0,83,0,2262,2264,2264,2264,2265,2264,2259,2264,2,318,928,2322,2631,464,3160,9505,57,,,,,,,0.0
9,0,0,0,0,0,75,0,2264,2263,2264,2263,2263,2264,2264,2264,43,318,928,2322,2631,464,3160,9505,57,,,,,,,0.0
0,7,0,0,7,8,83,0,2264,2261,2267,2265,2262,2262,2264,2261,0,318,774,2322,2631,464,3160,9351,56,,,,,,,0.0
8,0,7,14,0,8,75,0,2263,2265,2263,2262,2264,2263,2263,2264,15,318,928,2322,2631,464,3160,9505,57,,,,,,,0.0
8,0,0,0,8,8,83,7,2264,2263,2263,2268,2261,2264,2265,2262,0,318,774,2322,2631,464,3120,9311,56,,,,,,,0.0
0,0,0,0,0,0,76,0,2265,2262,2264,2261,2264,2263,2257,2264,6,318,928,2322,2631,464,3160,9505,57,,,,,,,
8,7,7,7,8,0,91,7,2265,2259,2265,2264,2264,2265,2264,2257,20,318,774,2322,2631,464,3120,9311,56,,,,,,,0.0
26,8,8,0,8,0,76,0,2264,2264,2263,2257,2263,2263,2264,2268,0,318,774,2322,2631,464,3120,9311,56,,,,,,,0.0
8,8,0,0,0,8,81,0,2268,2259,2264,2264,2263,2262,2265,2263,96,318,774,2322,2631,464,3120,9311,56,,,,,,,0.0
9,8,0,14,15,0,84,0,2264,2264,2265,2263,2264,2263,2263,2265,0,318,774,2322,2631,309,3120,9156,55,,,,,,,
8,0,7,0,0,0,75,0,2264,2263,2264,2264,2263,2264,2264,2264,98,318,774,2322,2631,464,3160,9351,56,,,,,,,0.0
7,8,8,7,0,0,83,7,2264,2264,2252,2263,2263,2268,2264,2263,0,318,774,2322,2631,309,3160,9196,55,,,,,,,
23,8,0,0,8,0,75,0,2264,2265,2262,2263,2258,2264,2260,2264,6,318,774,2322,2631,464,3160,9351,56,,,,,,,0.0
8,0,8,0,0,0,90,0,2263,2263,2264,2264,2264,2264,2261,2269,13,318,774,2322,2631,309,3160,9196,55,,,,,,,0.0
0,0,0,7,7,8,75,0,2264,2262,2263,2263,2260,2264,2262,2264,0,318,774,2322,2631,464,3160,9351,56,,,,,,,
8,0,0,8,8,8,81,7,2264,2263,2269,2264,2263,2267,2264,2264,83,318,774,2322,2631,464,3160,9351,56,,,,,,,0.0
0,14,0,8,0,8,84,0,2265,2264,2264,2262,2264,2264,2267,2262,0,318,774,2322,2631,309,3120,9156,55,,,,,,,0.0
8,0,0,8,0,8,72,15,2263,2261,2263,2263,2263,2264,2260,2264,82,318,774,2322,2631,464,3160,9351,56,,,,,,,0.0
16,0,0,8,8,7,91,0,2263,2264,2265,2264,2263,2264,2262,2263,0,318,774,2322,2631,309,3120,9156,55,,,,,,,
0,7,8,0,0,15,72,0,2264,2264,2263,2264,2265,2264,2262,2266,0,318,774,2322,2631,464,3160,9351,56,,,,,,,0.0
15,0,0,0,0,0,83,8,2264,2263,2264,2267,2264,2262,2263,2272,45,318,774,2322,2631,309,3120,9156,55,,,,,,,0.0
0,0,0,23,8,8,76,0,2264,2263,2267,2264,2262,2264,2264,2261,0,318,774,2477,2631,464,3160,9506,57,,,,,,,
8,0,0,0,0,8,83,0,2264,2264,2264,2263,2264,2260,2264,2264,55,318,774,2322,2631,464,3120,9311,56,,,,,,,0.0
8,7,8,7,0,7,90,15,2262,2265,2269,2264,2263,2261,2265,2265,0,318,774,2322,2631,309,3120,9156,55,,,,,,,0.0
15,0,0,8,15,0,75,0,2264,2265,2264,2264,2264,2269,2272,2268,40,318,774,2322,2631,464,3160,9351,56,,,,,,,0.0
0,0,8,0,0,8,83,0,2264,2263,2264,2261,2263,2264,2264,2261,3,318,774,2322,2631,309,3120,9156,55,,,,,,,
15,0,8,0,0,0,72,0,2264,2264,2263,2262,2263,2265,2264,2264,45,318,774,2322,2631,464,3160,9351,56,,,,,,,0.0
16,0,50,0,15,0,84,30,2265,2258,2265,2265,2262,2263,2265,2264,6,318,774,2630,2630,464,3120,9618,57,,,,,,,
0,0,0,15,0,0,83,15,2258,2264,2264,2262,2264,2262,2264,2265,0,318,774,2631,2631,309,3120,9465,57,,,,,,,0.0
16,8,8,0,0,0,80,7,2264,2265,2264,2266,2265,2264,2257,2264,90,318,774,2477,2631,464,3160,9506,57,,,,,,,0.0
7,0,0,0,0,7,86,0,2265,2262,2263,2264,2264,2263,2263,2264,0,318,774,2477,2631,309,3120,9311,56,,,,,,,
9,7,8,7,0,8,75,7,2265,2259,2263,2263,2264,2263,2261,2264,90,318,774,2477,2631,464,3160,9506,57,,,,,,,
0,0,8,8,0,15,83,0,2263,2262,2264,2264,2264,2261,2264,2263,0,318,774,2477,2631,309,3120,9311,56,,,,,,,0.0
8,0,0,0,0,7,75,8,2262,2264,2264,2264,2263,2264,2263,2263,17,318,774,2322,2631,464,3160,9351,56,,,,,,,0.0
0,0,15,0,0,0,90,0,2264,2262,2264,2264,2265,2266,2263,2264,5,318,774,2322,2631,309,3120,9156,55,,,,,,,
15,0,7,7,0,0,75,7,2264,2265,2264,2266,2261,2264,2261,2264,0,318,774,2322,2631,464,3160,9351,56,,,,,,,
0,0,8,8,21,21,83,9,2264,2263,2264,2259,2265,2264,2264,2263,83,318,774,2477,2631,464,3160,9506,57,,,,,,,0.0
0,0,8,0,0,0,81,0,2263,2264,2268,2264,2263,2264,2264,2263,0,318,774,2477,2631,464,3160,9506,57,,,,,,,0.0
8,7,8,16,8,0,75,15,2264,2261,2264,2263,2265,2264,2263,2265,73,318,774,2477,2631,464,3160,9506,57,,,,,,,0.0
0,0,0,8,0,14,90,0,2264,2265,2271,2264,2264,2264,2263,2263,0,318,774,2477,2631,309,3120,9311,56,,,,,,,
15,0,0,0,8,0,75,15,2265,2265,2263,2268,2264,2263,2262,2264,67,318,774,2477,2631,464,3160,9506,57,,,,,,,0.0
15,0,0,8,0,0,83,0,2264,2260,2262,2264,2264,2264,2262,2259,0,318,774,2477,2631,309,3120,9311,56,,,,,,,0.0
15,0,7,0,8,0,72,0,2264,2264,2263,2263,2264,2264,2264,2264,98,318,774,2322,2631,464,3160,9351,56,,,,,,,0.0
8,0,0,0,0,15,84,0,2265,2263,2258,2263,2260,2263,2257,2263,0,318,774,2322,2631,309,3120,9156,55,,,,,,,0.0
0,0,8,0,0,0,75,8,2260,2264,2264,2263,2264,2262,2264,2263,51,318,774,2322,2631,464,3160,9351,56,,,,,,,0.0
7,0,0,14,0,15,83,0,2264,2264,2264,2259,2265,2265,2263,2261,1,318,774,2322,2631,309,3120,9156,55,,,,,,,0.0
15,0,15,0,7,0,75,0,2264,2264,2264,2263,2263,2264,2265,2264,0,318,928,2322,2631,464,3160,9505,57,,,,,,,0.0
0,0,8,0,0,8,90,0,2264,2264,2263,2264,2262,2264,2264,2264,0,318,774,2322,2631,309,3120,9156,55,,,,,,,0.0
8,0,0,14,15,0,75,0,2265,2265,2262,2263,2262,2260,2263,2264,40,318,928,2322,2631,464,3160,9505,57,,,,,,,0.0
0,8,7,8,8,0,81,0,2262,2265,2262,2260,2263,2264,2268,2264,1,318,774,2322,2631,309,3120,9156,55,,,,,,,
8,8,0,0,0,8,75,8,2264,2264,2256,2264,2263,2263,2262,2263,0,318,774,2322,2631,464,3160,9351,56,,,,,,,0.0
0,7,8,0,8,8,83,0,2264,2260,2264,2264,2264,2264,2263,2264,16,318,774,2322,2631,309,3120,9156,55,,,,,,,0.0
7,8,7,0,8,0,75,8,2264,2259,2263,2270,2264,2263,2264,2262,0,318,774,2322,2631,464,3160,9351,56,,,,,,,0.0
0,0,0,7,0,8,83,0,2264,2264,2260,2264,2263,2264,2264,2266,72,318,774,2322,2631,464,3120,9311,56,,,,,,,0.0
0,7,0,8,8,8,81,7,2264,2263,2261,2264,2263,2263,2264,2263,0,318,774,2322,2631,464,3120,9311,56,,,,,,,0.0
8,15,0,0,0,8,83,8,2264,2266,2263,2263,2261,2264,2265,2263,52,318,774,2322,2631,464,3120,9311,56,,,,,,,0.0
8,0,0,0,15,8,84,0,2263,2261,2264,2270,2264,2264,2263,2264,0,318,774,2322,2631,309,3120,9156,55,,,,,,,0.0
7,0,0,0,0,8,75,7,2264,2263,2263,2261,2256,2265,2261,2267,87,318,774,2322,2631,464,3120,9311,56,,,,,,,0.0
15,8,0,0,8,0,83,0,2265,2264,2264,2264,2264,2264,2264,2262,0,318,774,2322,2631,309,3120,9156,55,,,,,,,0.0
15,0,8,7,15,15,72,0,2264,2262,2264,2264,2263,2263,2269,2264,9,318,774,2322,2631,464,3120,9311,56,,,,,,,0.0
0,7,0,0,8,0,83,15,2267,2270,2262,2263,2263,2263,2264,2263,10,318,774,2322,2631,309,3120,9156,55,,,,,,,
7,0,0,8,0,0,75,8,2261,2260,2264,2262,2264,2258,2264,2259,19,318,774,2322,2631,464,3160,9351,56,,,,,,,0.0
0,8,0,0,7,7,91,0,2269,2273,2259,2264,2262,2263,2264,2263,9,318,774,2322,2631,309,3120,9156,55,,,,,,,0.0
8,0,8,8,0,9,75,0,2264,2263,2262,2264,2263,2264,2265,2264,0,318,774,2322,2631,464,3120,9311,56,,,,,,,
0,0,8,0,8,0,83,0,2264,2262,2263,2264,2264,2263,2263,2262,81,318,774,2322,2631,464,3120,9311,56,,,,,,,0.0
0,0,15,8,15,0,81,8,2263,2263,2264,2264,2264,2264,2253,2259,0,318,774,2322,2631,309,3120,9156,55,,,,,,,
0,0,7,0,0,0,76,0,2262,2264,2263,2261,2263,2258,2262,2264,58,318,774,2322,2631,464,3120,9311,56,,,,,,,0.0
8,0,0,0,14,0,83,8,2265,2264,2265,2262,2263,2264,2260,2262,0,318,774,2322,2631,309,3120,9156,55,,,,,,,0.0
14,8,8,8,0,16,75,0,2260,2263,2264,2263,2264,2264,2265,2264,86,318,774,2322,2631,464,3120,9311,56,,,,,,,0.0
0,46,9,8,8,8,91,0,2264,2262,2264,2264,2264,2263,2260,2264,0,318,774,2631,2631,309,3120,9465,57,,,,,,,0.0
15,8,8,8,8,0,75,0,2263,2264,2266,2259,2263,2264,2263,2263,0,318,774,2477,2631,464,3160,9506,57,,,,,,,0.0
8,0,0,7,0,15,83,7,2265,2264,2264,2263,2263,2263,2259,2264,25,318,774,2477,2631,309,3120,9311,56,,,,,,,0.0
8,7,8,8,14,0,75,9,2263,2265,2264,2262,2264,2263,2259,2264,10,318,774,2477,2631,464,3160,9506,57,,,,,,,0.0
0,0,0,8,8,0,83,0,2264,2264,2266,2264,2262,2264,2262,2260,8,318,774,2477,2631,309,3120,9311,56,,,,,,,0.0
0,8,8,0,7,0,81,7,2267,2263,2261,2263,2263,2263,2264,2264,0,318,774,2477,2631,464,3120,9466,57,,,,,,,0.0
8,0,0,0,0,7,81,0,2264,2264,2264,2267,2264,2264,2264,2263,74,318,774,2322,2631,464,3120,9311,56,,,,,,,0.0
15,8,0,8,8,8,84,0,2264,2263,2268,2264,2264,2264,2261,2264,0,318,774,2322,2631,309,3120,9156,55,,,,,,,0.0
0,0,8,0,7,0,72,8,2261,2264,2264,2261,2255,2264,2264,2264,37,318,774,2322,2631,464,3120,9311,56,,,,,,,0.0
0,14,0,8,8,15,83,7,2264,2264,2266,2264,2264,2271,2264,2264,5,318,774,2322,2631,309,3160,9196,55,,,,,,,0.0
0,0,0,0,0,0,75,0,2265,2258,2264,2264,2263,2263,2264,2264,0,318,774,2322,2631,464,3160,9351,56,,,,,,,0.0
8,0,0,0,0,9,83,0,2264,2265,2265,2264,2264,2264,2264,2267,68,318,774,2322,2631,309,3160,9196,55,,,,,,,0.0
8,0,15,14,8,0,92,0,2264,2264,2265,2264,2263,2262,2263,2260,0,318,774,2322,2631,309,3120,9156,55,,,,,,,
8,0,8,9,0,8,75,8,2264,2264,2263,2264,2264,2265,2264,2264,22,318,774,2322,2631,464,3160,9351,56,,,,,,,
0,7,7,0,0,0,83,0,2263,2262,2263,2264,2264,2263,2264,2263,10,318,774,2322,2631,309,3120,9156,55,,,,,,,0.0
0,8,0,7,0,0,72,7,2264,2263,2262,2262,2264,2263,2264,2264,0,318,774,2322,2631,309,3120,9156,55,,,,,,,0.0
0,0,7,8,0,0,83,8,2264,2264,2264,2264,2264,2263,2260,2264,47,318,774,2322,2631,309,3120,9156,55,,,,,,,0.0
8,8,0,0,0,8,90,0,2264,2264,2260,2264,2264,2264,2262,2264,0,318,774,2322,2631,309,3120,9156,55,,,,,,,0.0
0,7,0,8,7,0,75,0,2264,2263,2265,2262,2263,2264,2267,2263,70,318,774,2322,2631,464,3120,9311,56,,,,,,,0.0
8,8,8,0,8,8,83,7,2263,2265,2265,2264,2264,2263,2264,2265,0,318,774,2322,2631,309,3120,9156,55,,,,,,,0.0
8,0,8,7,0,0,75,0,2262,2264,2265,2264,2263,2260,2263,2263,0,318,774,2322,2631,464,3120,9311,56,,,,,,,0.0
15,0,7,0,8,0,84,0,2260,2264,2264,2264,2264,2264,2260,2264,35,318,774,2322,2631,309,3120,9156,55,,,,,,,0.0
0,0,0,8,0,8,80,0,2264,2264,2258,2264,2261,2264,2263,2262,0,318,774,2322,2631,464,3120,9311,56,,,,,,,0.0
15,0,0,0,0,8,75,0,2263,2260,2264,2262,2264,2263,2263,2265,53,318,774,2322,2631,464,3120,9311,56,,,,,,,0.0
15,0,0,8,15,0,90,0,2263,2262,2262,2264,2270,2264,2264,2261,0,318,774,2322,2631,309,3120,9156,55,,,,,,,0.0
15,0,0,0,0,0,78,7,2264,2264,2269,2264,2262,2264,2259,2264,66,318,774,2167,2631,464,3120,9156,55,,,,,,,0.0
0,0,15,15,8,0,83,0,2264,2260,2265,2264,2264,2262,2263,2264,0,318,774,2322,2631,309,3120,9156,55,,,,,,,0.0
7,0,0,0,0,0,75,8,2264,2264,2267,2260,2264,2264,2263,2263,0,318,774,2322,2631,464,3160,9351,56,,,,,,,0.0
0,0,8,8,0,8,84,0,2264,2263,2264,2264,2263,2263,2261,2263,1,318,774,2322,2631,309,3160,9196,55,,,,,,,0.0
8,20,8,0,8,0,75,7,2264,2264,2264,2264,2258,2264,2263,2260,0,318,774,2322,2631,464,3160,9351,56,,,,,,,
0,0,0,8,0,7,90,0,2264,2263,2253,2265,2264,2265,2264,2263,51,318,774,2322,2631,309,3120,9156,55,,,,,,,0.0
0,15,14,0,7,8,83,8,2264,2263,2261,2263,2261,2264,2261,2263,0,318,774,2322,2631,309,3120,9156,55,,,,,,,
0,7,0,8,0,7,75,7,2264,2263,2262,2264,2264,2263,2264,2265,53,318,774,2322,2631,464,3120,9311,56,,,,,,,0.0
8,0,0,8,0,0,83,0,2263,2264,2263,2263,2263,2264,2257,2263,1,318,774,2322,2631,309,3120,9156,55,,,,,,,0.0
0,8,8,7,14,0,72,0,2265,2264,2267,2264,2264,2264,2264,2264,76,318,774,2322,2631,464,3120,9311,56,,,,,,,0.0
15,7,8,0,15,0,84,0,2263,2264,2264,2260,2263,2261,2264,2263,0,318,774,2322,2631,309,3120,9156,55,,,,,,,0.0
8,0,8,15,0,0,72,7,2264,2263,2263,2264,2264,2264,2265,2265,1,318,774,2322,2631,464,3160,9351,56,,,,,,,0.0
0,0,0,14,8,0,91,0,2265,2264,2264,2264,2264,2264,2263,2264,19,318,774,2322,2631,309,3120,9156,55,,,,,,,
15,0,8,8,0,7,75,0,2264,2263,2264,2264,2265,2264,2264,2264,0,318,774,2322,2631,309,3120,9156,55,,,,,,,
8,15,0,23,8,8,83,0,2264,2264,2264,2264,2265,2263,2264,2263,87,318,774,2322,2631,309,3120,9156,55,,,,,,,0.0
8,7,8,0,0,8,84,0,2266,2264,2264,2264,2262,2264,2264,2262,0,318,774,2322,2631,309,3120,9156,55,,,,,,,0.0
0,8,15,15,0,10,72,0,2262,2262,2264,2264,2263,2264,2264,2264,92,318,774,2322,2631,464,3160,9351,56,,,,,,,0.0
21,0,16,0,8,38,92,7,2262,2258,2264,2259,2264,2263,2258,2264,0,318,774,2631,2631,309,3120,9465,57,,,,,,,0.0
0,0,0,15,8,0,72,0,2264,2268,2256,2265,2263,2264,2264,2264,0,318,774,2477,2631,464,3160,9506,57,,,,,,,0.0
8,8,0,0,0,8,83,0,2264,2264,2264,2263,2265,2263,2255,2264,30,318,774,2477,2631,464,3120,9466,57,,,,,,,0.0
8,0,0,0,0,0,83,0,2264,2265,2264,2264,2265,2265,2263,2263,0,318,774,2477,2631,464,3120,9466,57,,,,,,,
8,0,0,8,7,7,75,8,2264,2263,2251,2255,2264,2261,2264,2264,96,318,774,2322,2631,464,3120,9311,56,,,,,,,0.0
0,7,8,7,0,0,90,0,2264,2264,2264,2263,2265,2263,2263,2263,0,318,774,2322,2631,309,3120,9156,55,,,,,,,
15,0,0,8,0,0,69,0,2264,2263,2265,2261,2263,2264,2262,2264,96,318,774,2322,2631,464,3160,9351,56,,,,,,,0.0
0,0,14,0,0,7,90,14,2270,2265,2264,2263,2262,2264,2270,2264,0,318,774,2322,2631,309,3120,9156,55,,,,,,,0.0
8,7,8,0,8,0,76,0,2264,2264,2269,2264,2264,2262,2264,2259,8,318,774,2322,2631,464,3160,9351,56,,,,,,,0.0
8,8,0,0,8,15,84,0,2269,2255,2263,2263,2262,2265,2264,2263,17,318,774,2322,2631,309,3160,9196,55,,,,,,,0.0
8,0,8,15,0,0,75,0,2264,2262,2263,2263,2264,2263,2264,2266,0,318,774,2322,2631,464,3160,9351,56,,,,,,,0.0
8,8,0,8,0,7,83,0,2264,2263,2262,2259,2263,2262,2258,2264,74,318,774,2322,2631,464,3160,9351,56,,,,,,,0.0
15,0,0,8,0,0,75,0,2265,2263,2263,2264,2264,2263,2263,2264,0,318,774,2322,2631,464,3160,9351,56,,,,,,,0.0
0,15,0,0,0,0,90,8,2263,2263,2264,2262,2262,2264,2264,2254,10,318,774,2322,2631,464,3160,9351,56,,,,,,,0.0
15,0,8,15,7,0,75,0,2264,2264,2262,2262,2263,2262,2264,2262,0,318,774,2322,2631,464,3160,9351,56,,,,,,,0.0
8,8,0,0,0,7,81,0,2263,2262,2265,2264,2261,2264,2262,2260,68,318,774,2322,2631,464,3160,9351,56,,,,,,,
8,0,7,8,0,0,81,0,2265,2263,2259,2262,2264,2262,2264,2260,0,318,774,2322,2631,464,3160,9351,56,,,,,,,
0,0,8,7,0,8,75,0,2263,2263,2263,2265,2264,2264,2264,2263,90,318,774,2322,2631,464,3160,9351,56,,,,,,,
0,21,8,0,0,7,83,0,2264,2263,2264,2264,2261,2263,2264,2263,0,318,774,2322,2631,464,3160,9351,56,,,,,,,0.0
7,0,0,0,0,15,75,7,2265,2267,2263,2264,2264,2264,2262,2261,39,318,774,2322,2631,464,3160,9351,56,,,,,,,0.0
15,0,8,15,7,0,84,8,2259,2270,2262,2264,2263,2264,2270,2264,0,318,774,2322,2631,464,3160,9351,56,,,,,,,0.0
8,7,8,8,0,0,83,0,2264,2257,2260,2265,2263,2264,2263,2263,66,318,774,2322,2631,464,3160,9351,56,,,,,,,0.0
0,0,7,8,0,7,81,8,2264,2263,2264,2264,2265,2264,2266,2264,0,318,774,2322,2631,464,3120,9311,56,,,,,,,0.0
8,0,8,0,7,7,76,0,2264,2263,2263,2264,2263,2264,2264,2256,96,318,774,2322,2631,464,3160,9351,56,,,,,,,0.0
0,7,8,7,0,8,81,0,2265,2263,2267,2264,2264,2270,2264,2264,0,318,774,2322,2631,464,3120,9311,56,,,,,,,
8,0,8,0,8,0,76,0,2263,2270,2264,2263,2263,2262,2264,2264,49,318,774,2322,2631,464,3160,9351,56,,,,,,,0.0
