CPU_Core_1_Usage_%,CPU_Core_2_Usage_%,CPU_Core_3_Usage_%,CPU_Core_4_Usage_%,CPU_Core_5_Usage_%,CPU_Core_6_Usage_%,CPU_Core_7_Usage_%,CPU_Core_8_Usage_%,CPU_Core_1_Freq_MHz,CPU_Core_2_Freq_MHz,CPU_Core_3_Freq_MHz,CPU_Core_4_Freq_MHz,CPU_Core_5_Freq_MHz,CPU_Core_6_Freq_MHz,CPU_Core_7_Freq_MHz,CPU_Core_8_Freq_MHz,GPU_Usage_%,GPU_Freq_MHz,GPU_mW,CPU_mW,SOC_mW,VDDRQ_mW,SYS5V_mW,Total_Power_mW,mJ,Total_mJ,Total_J,Total_Time_s,average_mW,average_GPU_Usage_%,average_CPU_Usage_%,CV_mW
33,0,0,0,100,33,0,33,2259,2262,2258,2264,2270,2265,2262,2263,3,318,774,2631,2631,309,3160,9505,57,,,,,,,0.0
0,0,0,25,100,0,0,0,2263,2267,2264,2264,2264,2259,2264,2263,0,318,774,2631,2631,309,3120,9465,57,,,,,,,0.0
0,0,0,0,50,0,0,0,2264,2263,2263,2265,2263,2263,2264,2264,33,318,774,2477,2631,464,3160,9506,57,,,,,,,0.0
33,0,0,0,100,50,0,0,2264,2264,2264,2264,2264,2257,2264,2265,5,318,774,2631,2631,309,3120,9465,57,,,,,,,0.0
0,0,0,0,66,25,0,0,2263,2262,2264,2266,2265,2264,2263,2260,0,318,774,2631,2631,309,3160,9505,57,,,,,,,0.0
33,0,0,0,100,0,0,25,2264,2264,2263,2262,2264,2262,2270,2265,87,318,774,2477,2631,464,3160,9506,57,,,,,,,
0,0,33,0,100,0,0,0,2264,2263,2254,2259,2264,2263,2264,2264,7,318,774,2477,2631,309,3120,9311,56,,,,,,,0.0
0,0,0,0,66,0,0,0,2262,2264,2266,2264,2262,2263,2264,2264,0,318,774,2631,2631,309,3160,9505,57,,,,,,,0.0
50,0,0,0,75,0,25,0,2262,2258,2264,2264,2262,2264,2262,2257,96,318,774,2476,2631,464,3160,9505,57,,,,,,,0.0
33,0,0,0,100,0,0,0,2266,2262,2264,2265,2263,2258,2267,2264,0,318,774,2477,2631,309,3120,9311,56,,,,,,,
0,0,33,0,66,0,0,25,2264,2258,2264,2264,2262,2261,2263,2263,0,318,774,2476,2630,464,3160,9504,57,,,,,,,
0,0,25,25,75,0,0,0,2262,2267,2263,2263,2263,2267,2265,2263,96,318,774,2476,2630,464,3160,9504,57,,,,,,,0.0
25,0,33,0,100,0,0,0,2265,2272,2264,2270,2263,2264,2264,2263,0,318,774,2477,2631,309,3120,9311,56,,,,,,,0.0
33,0,0,0,50,0,0,0,2264,2265,2265,2264,2264,2262,2264,2263,9,318,774,2476,2630,464,3160,9504,57,,,,,,,0.0
0,0,0,25,100,0,25,0,2256,2264,2266,2265,2262,2264,2264,2265,98,318,774,2476,2630,464,3120,9464,57,,,,,,,0.0
25,0,0,0,100,0,0,0,2262,2264,2263,2264,2264,2264,2261,2261,0,318,774,2477,2630,309,3120,9310,56,,,,,,,0.0
0,25,0,0,33,0,0,33,2264,2263,2267,2264,2265,2267,2264,2264,9,318,773,2476,2630,464,3160,9503,57,,,,,,,0.0
33,0,0,0,100,0,0,0,2263,2262,2265,2263,2265,2263,2264,2264,12,318,773,2476,2630,309,3120,9308,56,,,,,,,0.0
0,0,0,0,100,0,33,0,2263,2264,2264,2265,2265,2265,2263,2264,0,318,774,2630,2630,309,3120,9463,57,,,,,,,0.0
0,0,0,0,50,0,0,0,2261,2263,2263,2262,2264,2263,2265,2261,9,318,773,2476,2630,464,3160,9503,57,,,,,,,0.0
33,25,0,33,100,0,25,0,2264,2264,2263,2263,2259,2263,2263,2258,12,318,773,2476,2630,309,3120,9308,56,,,,,,,0.0
0,0,25,0,100,0,0,25,2265,2264,2264,2260,2264,2264,2263,2264,0,318,774,2630,2630,309,3120,9463,57,,,,,,,0.0
50,0,0,33,33,0,0,0,2264,2265,2263,2262,2264,2263,2264,2264,12,318,773,2476,2630,464,3160,9503,57,,,,,,,
0,0,0,0,100,0,0,0,2263,2265,2263,2268,2264,2262,2263,2261,10,318,773,2476,2630,309,3120,9308,56,,,,,,,0.0
25,0,33,25,100,0,0,0,2263,2265,2264,2255,2262,2264,2263,2263,0,318,773,2630,2630,464,3160,9657,58,,,,,,,0.0
0,0,0,0,66,0,0,0,2264,2256,2264,2263,2263,2261,2264,2265,94,318,773,2476,2630,464,3160,9503,57,,,,,,,0.0
33,0,0,0,100,0,0,0,2264,2264,2262,2264,2258,2264,2266,2264,10,318,773,2630,2630,309,3120,9462,57,,,,,,,0.0
0,25,0,25,33,0,0,0,2259,2263,2263,2257,2263,2261,2264,2264,0,318,773,2630,2630,464,3160,9657,58,,,,,,,0.0
0,0,0,0,100,0,0,0,2263,2262,2256,2263,2264,2264,2263,2268,87,318,773,2476,2630,464,3160,9503,57,,,,,,,0.0
25,0,0,50,100,0,0,0,2261,2265,2263,2261,2264,2263,2264,2265,0,318,774,2631,2630,309,3120,9464,57,,,,,,,0.0
33,0,40,0,50,0,33,0,2264,2262,2264,2262,2263,2264,2265,2264,0,318,773,2630,2630,464,3160,9657,58,,,,,,,0.0
33,0,0,33,100,0,0,0,2264,2263,2264,2263,2264,2264,2256,2265,87,318,774,2476,2630,464,3120,9464,57,,,,,,,0.0
0,0,25,0,100,0,0,0,2265,2260,2264,2264,2264,2266,2265,2264,0,318,774,2631,2630,309,3120,9464,57,,,,,,,0.0
0,0,33,0,50,0,0,0,2264,2264,2264,2263,2254,2259,2264,2260,32,318,774,2477,2630,464,3160,9505,57,,,,,,,0.0
33,0,0,25,100,0,33,25,2263,2259,2257,2264,2265,2264,2265,2265,82,318,774,2477,2630,309,3120,9310,56,,,,,,,0.0
0,0,0,0,100,0,0,0,2265,2266,2265,2265,2264,2265,2264,2255,0,318,774,2631,2631,309,3120,9465,57,,,,,,,0.0
33,0,0,50,33,0,0,25,2264,2263,2264,2264,2263,2264,2264,2264,33,318,774,2477,2630,464,3160,9505,57,,,,,,,0.0
0,0,0,0,100,0,0,0,2264,2264,2264,2265,2263,2264,2264,2262,5,318,774,2477,2631,309,3120,9311,56,,,,,,,0.0
0,0,0,50,100,0,0,0,2262,2263,2265,2264,2255,2264,2264,2263,0,318,774,2477,2631,309,3120,9311,56,,,,,,,0.0
33,0,0,0,66,0,0,0,2264,2264,2265,2264,2263,2260,2264,2264,35,318,774,2477,2631,464,3160,9506,57,,,,,,,0.0
0,0,0,0,100,0,0,0,2262,2262,2264,2264,2264,2262,2265,2264,5,318,774,2477,2631,309,3120,9311,56,,,,,,,0.0
0,0,0,0,66,0,33,0,2264,2269,2264,2264,2271,2264,2263,2264,0,318,774,2477,2631,309,3120,9311,56,,,,,,,0.0
33,25,0,0,50,0,0,0,2263,2263,2264,2262,2263,2263,2263,2264,29,318,774,2477,2631,464,3160,9506,57,,,,,,,0.0
0,0,0,25,100,0,0,0,2263,2264,2264,2262,2264,2265,2264,2265,5,318,774,2477,2631,309,3120,9311,56,,,,,,,0.0
25,0,0,0,50,25,0,25,2264,2265,2264,2263,2262,2264,2265,2264,0,318,774,2631,2631,309,3160,9505,57,,,,,,,0.0
0,0,0,25,100,0,0,0,2265,2259,2265,2261,2264,2263,2260,2264,82,318,774,2477,2631,464,3160,9506,57,,,,,,,0.0
33,0,0,0,100,0,0,0,2265,2261,2265,2265,2265,2264,2260,2264,5,318,774,2477,2631,309,3120,9311,56,,,,,,,0.0
40,0,0,0,33,0,0,0,2260,2263,2264,2264,2262,2264,2264,2263,0,318,774,2477,2631,464,3160,9506,57,,,,,,,0.0
0,0,25,0,100,0,0,0,2261,2264,2264,2264,2263,2263,2264,2264,76,318,774,2477,2631,464,3160,9506,57,,,,,,,0.0
0,0,0,0,100,0,0,0,2265,2264,2264,2267,2264,2264,2263,2265,0,318,774,2631,2631,309,3120,9465,57,,,,,,,0.0
25,25,0,0,50,0,0,0,2265,2264,2261,2264,2262,2265,2264,2264,0,318,774,2477,2631,464,3160,9506,57,,,,,,,0.0
33,0,25,0,100,0,0,0,2263,2262,2264,2263,2263,2260,2262,2258,73,318,774,2477,2631,464,3120,9466,57,,,,,,,0.0
25,0,0,0,100,0,0,33,2264,2265,2262,2264,2264,2264,2264,2264,0,318,774,2631,2631,309,3120,9465,57,,,,,,,0.0
0,0,0,0,50,0,33,33,2264,2264,2266,2266,2265,2262,2266,2264,37,318,774,2631,2631,464,3160,9660,58,,,,,,,0.0
33,0,25,0,100,0,0,0,2261,2264,2264,2261,2265,2264,2264,2263,78,318,774,2631,2631,464,3120,9620,57,,,,,,,0.0
33,0,0,0,100,0,0,33,2264,2263,2255,2264,2263,2264,2265,2265,0,318,774,2631,2631,309,3120,9465,57,,,,,,,0.0
0,0,0,0,33,0,0,33,2263,2262,2265,2265,2265,2263,2264,2258,37,318,774,2631,2631,464,3160,9660,58,,,,,,,0.0
33,0,0,25,100,0,0,0,2264,2265,2264,2267,2266,2260,2264,2265,4,318,774,2631,2631,309,3120,9465,57,,,,,,,0.0
0,0,0,0,100,0,33,0,2265,2263,2264,2264,2264,2266,2264,2266,0,318,774,2631,2631,309,3160,9505,57,,,,,,,
0,33,33,0,66,0,33,0,2264,2264,2263,2264,2258,2264,2264,2258,42,318,774,2477,2631,464,3160,9506,57,,,,,,,0.0
33,25,0,25,100,0,100,0,2265,2265,2262,2264,2261,2264,2264,2264,3,318,774,2631,2631,309,3120,9465,57,,,,,,,0.0
0,0,0,0,50,0,75,25,2264,2264,2264,2265,2263,2264,2264,2263,0,318,774,2786,2631,464,3160,9815,59,,,,,,,0.0
60,33,50,0,66,0,0,0,2264,2263,2263,2264,2264,2264,2259,2265,84,318,773,2785,2630,464,3160,9812,59,,,,,,,0.0
0,0,0,0,100,0,0,0,2264,2264,2258,2264,2264,2265,2264,2261,6,318,774,2785,2630,464,3160,9813,59,,,,,,,
33,33,0,0,50,0,40,0,2264,2259,2264,2263,2255,2264,2263,2264,0,318,774,2785,2630,464,3160,9813,59,,,,,,,
0,0,0,0,100,0,0,0,2264,2261,2262,2263,2262,2265,2259,2264,86,318,774,2785,2630,464,3160,9813,59,,,,,,,0.0
0,0,0,0,100,0,0,0,2268,2262,2265,2264,2265,2263,2265,2264,0,318,774,2786,2631,464,3120,9775,58,,,,,,,
33,25,0,25,33,0,0,0,2259,2264,2264,2262,2263,2263,2265,2264,0,318,774,2785,2630,464,3160,9813,59,,,,,,,0.0
0,0,0,0,100,0,0,0,2264,2265,2264,2264,2264,2263,2258,2264,87,318,774,2785,2631,464,3160,9814,59,,,,,,,0.0
0,0,0,0,100,0,0,0,2264,2265,2264,2262,2264,2263,2264,2265,0,318,774,2786,2631,309,3120,9620,57,,,,,,,0.0
33,0,0,0,33,0,0,0,2262,2260,2264,2264,2264,2265,2266,2264,22,318,774,2785,2630,464,3160,9813,59,,,,,,,0.0
33,0,0,0,100,0,0,0,2264,2264,2264,2263,2264,2263,2263,2263,89,318,774,2786,2631,464,3160,9815,59,,,,,,,0.0
0,25,0,0,100,0,0,0,2261,2264,2264,2258,2262,2264,2264,2265,0,318,774,2631,2631,309,3120,9465,57,,,,,,,0.0
33,50,25,40,66,25,0,25,2265,2264,2263,2264,2266,2264,2263,2264,21,318,774,2631,2631,464,3160,9660,58,,,,,,,0.0
0,0,0,0,100,0,0,25,2264,2264,2262,2264,2264,2264,2264,2264,8,318,774,2631,2631,464,3120,9620,57,,,,,,,0.0
0,40,0,0,100,0,0,0,2264,2264,2264,2265,2268,2264,2264,2264,0,318,774,2631,2631,309,3120,9465,57,,,,,,,0.0
33,0,0,0,50,0,0,0,2266,2273,2256,2262,2265,2264,2263,2266,16,318,774,2631,2631,464,3160,9660,58,,,,,,,0.0
33,25,0,0,100,0,0,0,2264,2262,2264,2264,2263,2260,2264,2262,9,318,774,2631,2631,464,3120,9620,57,,,,,,,0.0
25,0,33,0,100,0,0,0,2262,2264,2264,2263,2264,2264,2259,2264,0,318,774,2631,2631,309,3120,9465,57,,,,,,,0.0
33,25,50,0,66,0,25,0,2264,2263,2264,2266,2263,2263,2263,2262,26,318,774,2631,2631,464,3160,9660,58,,,,,,,0.0
0,0,0,0,100,0,0,0,2264,2264,2264,2264,2264,2265,2259,2264,6,318,774,2631,2631,464,3120,9620,57,,,,,,,0.0
25,0,0,0,66,0,0,0,2262,2263,2261,2264,2263,2262,2263,2260,0,318,774,2631,2631,464,3160,9660,58,,,,,,,0.0
0,0,0,0,66,0,0,0,2264,2255,2264,2263,2262,2262,2265,2263,84,318,774,2631,2631,464,3160,9660,58,,,,,,,0.0
33,0,0,25,100,0,0,0,2268,2267,2263,2265,2264,2264,2264,2265,5,318,774,2631,2631,309,3120,9465,57,,,,,,,0.0
0,0,33,0,66,0,33,0,2262,2258,2264,2264,2265,2265,2263,2262,0,318,774,2631,2631,464,3160,9660,58,,,,,,,0.0
0,0,33,0,100,25,0,0,2262,2263,2264,2264,2263,2264,2263,2264,84,318,774,2631,2631,464,3160,9660,58,,,,,,,0.0
0,0,25,0,100,0,0,0,2264,2264,2263,2265,2264,2264,2260,2264,0,318,774,2631,2631,309,3120,9465,57,,,,,,,0.0
33,0,0,0,33,0,0,0,2266,2265,2263,2262,2263,2264,2264,2260,0,318,774,2631,2631,464,3160,9660,58,,,,,,,0.0
0,0,0,25,100,0,0,0,2264,2264,2263,2264,2265,2263,2264,2263,77,318,774,2631,2631,464,3160,9660,58,,,,,,,0.0
0,0,0,33,100,0,0,0,2265,2264,2265,2265,2263,2264,2263,2256,0,318,774,2631,2631,309,3120,9465,57,,,,,,,
33,0,0,0,33,0,25,0,2263,2261,2265,2264,2263,2263,2264,2261,36,318,774,2631,2631,464,3160,9660,58,,,,,,,0.0
0,0,0,50,100,0,0,0,2264,2264,2264,2264,2261,2264,2262,2264,79,318,774,2631,2631,464,3120,9620,57,,,,,,,
0,0,0,0,100,0,0,0,2264,2265,2266,2258,2263,2264,2264,2264,0,318,774,2631,2631,309,3120,9465,57,,,,,,,0.0
33,0,0,0,50,0,0,33,2264,2263,2264,2264,2264,2263,2261,2264,42,318,774,2631,2631,464,3160,9660,58,,,,,,,0.0
33,0,0,0,100,0,25,25,2264,2263,2264,2265,2261,2264,2265,2263,3,318,774,2631,2631,464,3120,9620,57,,,,,,,0.0
0,0,0,0,75,0,0,33,2264,2263,2264,2265,2270,2265,2264,2263,0,318,774,2631,2631,464,3120,9620,57,,,,,,,
33,0,25,0,50,0,0,0,2262,2259,2264,2263,2264,2263,2264,2264,44,318,774,2631,2631,464,3160,9660,58,,,,,,,0.0
0,33,0,25,100,0,0,0,2264,2262,2262,2265,2261,2264,2264,2264,2,318,774,2631,2631,464,3120,9620,57,,,,,,,0.0
33,0,0,25,100,0,0,25,2264,2262,2263,2274,2256,2263,2263,2264,0,318,774,2631,2631,464,3160,9660,58,,,,,,,
50,0,0,0,66,0,0,33,2261,2263,2264,2261,2264,2263,2251,2264,78,318,774,2631,2631,464,3160,9660,58,,,,,,,0.0
0,0,25,0,100,25,0,0,2264,2260,2265,2264,2265,2264,2259,2264,4,318,774,2631,2631,309,3120,9465,57,,,,,,,0.0
33,0,0,0,50,0,0,0,2263,2259,2264,2264,2264,2262,2264,2263,0,318,774,2631,2631,464,3160,9660,58,,,,,,,0.0
33,25,0,25,100,0,0,33,2265,2264,2261,2264,2264,2259,2263,2259,78,318,774,2631,2631,464,3160,9660,58,,,,,,,0.0
0,0,0,0,100,0,25,0,2263,2264,2265,2264,2264,2261,2264,2264,0,318,774,2631,2631,309,3120,9465,57,,,,,,,0.0
33,0,0,0,66,0,33,0,2264,2260,2261,2264,2263,2265,2263,2264,0,318,774,2631,2631,464,3160,9660,58,,,,,,,
0,0,0,0,100,0,0,0,2263,2260,2264,2264,2264,2264,2263,2264,76,318,774,2631,2631,464,3120,9620,57,,,,,,,0.0
33,0,0,0,100,0,25,25,2265,2263,2264,2265,2273,2264,2263,2264,0,318,774,2631,2631,309,3120,9465,57,,,,,,,0.0
0,0,25,0,50,0,33,0,2261,2264,2264,2264,2264,2264,2263,2264,42,318,774,2631,2631,464,3160,9660,58,,,,,,,0.0
0,0,0,25,100,0,0,0,2264,2262,2264,2263,2263,2263,2264,2264,74,318,774,2631,2631,464,3120,9620,57,,,,,,,0.0
33,0,0,0,100,0,40,0,2264,2264,2264,2263,2264,2264,2264,2264,0,318,774,2631,2631,309,3120,9465,57,,,,,,,0.0
0,0,33,0,50,25,0,0,2265,2270,2264,2264,2259,2264,2262,2264,31,318,774,2631,2631,464,3160,9660,58,,,,,,,0.0
0,0,0,0,100,0,0,0,2264,2261,2263,2264,2264,2264,2261,2264,5,318,774,2631,2631,464,3120,9620,57,,,,,,,
50,25,0,0,100,0,0,0,2264,2261,2264,2263,2264,2264,2264,2263,0,318,774,2631,2631,309,3120,9465,57,,,,,,,
0,0,0,0,50,0,33,0,2264,2263,2260,2264,2264,2264,2264,2265,26,318,774,2477,2631,464,3160,9506,57,,,,,,,0.0
0,0,0,0,100,33,25,0,2263,2264,2264,2260,2264,2256,2263,2264,6,318,774,2631,2631,464,3120,9620,57,,,,,,,0.0
33,25,25,25,100,0,33,0,2264,2263,2264,2263,2263,2264,2263,2263,0,318,774,2631,2631,309,3120,9465,57,,,,,,,0.0
33,0,0,0,50,0,33,0,2266,2263,2264,2264,2262,2264,2261,2263,29,318,774,2477,2631,464,3160,9506,57,,,,,,,0.0
0,0,0,0,100,0,0,33,2258,2264,2263,2264,2264,2263,2264,2260,5,318,774,2477,2631,309,3120,9311,56,,,,,,,0.0
33,0,0,0,100,0,0,33,2265,2264,2270,2264,2264,2261,2264,2262,0,318,774,2631,2631,464,3120,9620,57,,,,,,,0.0
0,0,0,0,66,0,0,25,2263,2264,2264,2260,2263,2263,2264,2262,37,318,774,2477,2631,464,3160,9506,57,,,,,,,0.0
33,0,0,0,100,0,0,0,2265,2264,2264,2263,2264,2261,2264,2264,4,318,774,2477,2631,309,3120,9311,56,,,,,,,0.0
0,0,0,0,50,0,0,25,2264,2264,2265,2262,2264,2264,2261,2268,0,318,774,2477,2631,464,3120,9466,57,,,,,,,
0,0,0,0,100,0,0,0,2265,2264,2265,2264,2263,2265,2261,2263,74,318,774,2477,2631,464,3120,9466,57,,,,,,,
33,0,0,0,100,0,25,25,2264,2263,2258,2264,2267,2263,2264,2263,0,318,774,2631,2631,309,3120,9465,57,,,,,,,0.0
0,0,0,0,66,25,0,0,2264,2264,2260,2263,2265,2264,2264,2260,0,318,774,2477,2631,464,3160,9506,57,,,,,,,0.0
33,0,0,0,100,0,0,0,2263,2261,2264,2262,2264,2263,2261,2264,78,318,774,2477,2631,464,3120,9466,57,,,,,,,
0,0,0,0,100,0,0,0,2264,2264,2261,2264,2263,2264,2264,2262,0,318,774,2477,2631,309,3120,9311,56,,,,,,,0.0
25,0,0,25,50,25,33,0,2264,2261,2263,2264,2261,2264,2263,2264,39,318,774,2477,2631,464,3160,9506,57,,,,,,,0.0
0,0,0,0,100,0,33,0,2264,2264,2264,2262,2264,2263,2262,2264,76,318,774,2477,2631,464,3120,9466,57,,,,,,,0.0
33,0,0,25,100,0,0,0,2264,2264,2263,2262,2265,2263,2265,2263,0,318,774,2477,2631,309,3120,9311,56,,,,,,,0.0
25,0,0,0,33,0,0,33,2264,2264,2272,2265,2264,2264,2262,2263,45,318,774,2477,2631,464,3160,9506,57,,,,,,,0.0
0,25,0,0,100,33,0,50,2264,2262,2264,2265,2274,2257,2264,2264,2,318,774,2477,2631,464,3120,9466,57,,,,,,,0.0
25,0,0,0,100,0,0,0,2264,2263,2267,2265,2264,2263,2264,2264,0,318,774,2477,2631,309,3120,9311,56,,,,,,,0.0
0,0,25,0,66,0,0,25,2264,2271,2265,2262,2263,2263,2262,2263,47,318,774,2477,2631,464,3160,9506,57,,,,,,,0.0
0,0,0,0,100,0,33,0,2264,2263,2263,2264,2264,2263,2263,2262,2,318,774,2477,2631,464,3120,9466,57,,,,,,,0.0
33,0,0,0,66,0,0,0,2264,2263,2264,2263,2261,2264,2260,2263,0,318,774,2477,2631,464,3120,9466,57,,,,,,,0.0
0,0,0,25,75,0,40,0,2264,2264,2264,2265,2258,2265,2264,2257,54,318,774,2477,2631,464,3160,9506,57,,,,,,,0.0
0,0,0,0,100,0,0,0,2264,2262,2264,2264,2265,2264,2266,2265,1,318,774,2477,2631,309,3120,9311,56,,,,,,,0.0
33,33,0,0,50,0,0,0,2265,2262,2259,2264,2261,2264,2264,2264,0,318,774,2477,2631,464,3160,9506,57,,,,,,,0.0
0,25,0,0,100,0,0,25,2264,2263,2259,2261,2264,2261,2264,2262,56,318,774,2477,2631,464,3120,9466,57,,,,,,,0.0
25,0,0,0,100,0,0,0,2263,2264,2264,2264,2265,2252,2263,2258,1,318,774,2477,2631,309,3120,9311,56,,,,,,,0.0
33,0,0,0,33,0,0,25,2262,2266,2258,2265,2263,2256,2263,2263,0,318,774,2477,2631,464,3160,9506,57,,,,,,,0.0
33,0,25,0,100,0,0,0,2264,2253,2265,2264,2264,2264,2265,2264,50,318,774,2477,2631,464,3120,9466,57,,,,,,,0.0
0,0,0,0,100,0,33,33,2261,2262,2263,2251,2264,2263,2265,2263,0,318,774,2477,2631,309,3120,9311,56,,,,,,,0.0
33,0,25,0,66,0,0,0,2263,2256,2264,2263,2259,2264,2263,2263,0,318,774,2477,2631,464,3160,9506,57,,,,,,,0.0
0,0,0,0,100,0,33,0,2264,2262,2261,2264,2263,2264,2264,2270,55,318,774,2477,2631,464,3120,9466,57,,,,,,,0.0
33,0,0,0,100,33,0,0,2265,2263,2260,2265,2264,2264,2263,2265,0,318,774,2477,2631,309,3120,9311,56,,,,,,,0.0
33,0,0,0,33,0,0,33,2264,2263,2260,2264,2263,2264,2263,2263,61,318,774,2477,2631,464,3160,9506,57,,,,,,,
25,0,0,0,100,0,0,0,2264,2265,2261,2264,2262,2265,2265,2265,57,318,774,2477,2631,464,3120,9466,57,,,,,,,
0,0,0,0,100,25,50,0,2268,2262,2263,2265,2264,2264,2264,2264,0,318,774,2477,2631,309,3160,9351,56,,,,,,,0.0
25,0,0,0,50,0,0,0,2260,2264,2264,2269,2264,2264,2263,2263,59,318,774,2477,2631,464,3160,9506,57,,,,,,,
0,0,0,0,100,0,0,33,2264,2264,2265,2264,2264,2262,2264,2262,1,318,774,2477,2631,309,3160,9351,56,,,,,,,0.0
0,0,25,0,100,0,0,0,2264,2266,2264,2264,2263,2263,2263,2262,0,318,774,2477,2631,464,3160,9506,57,,,,,,,
33,0,25,25,66,25,0,0,2263,2260,2258,2261,2261,2264,2262,2259,65,318,774,2477,2631,464,3160,9506,57,,,,,,,0.0
0,0,33,0,100,0,0,0,2264,2264,2261,2264,2264,2270,2265,2264,1,318,774,2477,2631,309,3160,9351,56,,,,,,,0.0
0,0,0,25,33,0,0,0,2258,2259,2256,2264,2264,2264,2256,2264,0,318,774,2477,2631,464,3160,9506,57,,,,,,,0.0
25,0,0,0,100,0,0,0,2264,2264,2263,2267,2267,2270,2263,2260,79,318,774,2477,2631,464,3160,9506,57,,,,,,,0.0
0,0,0,33,100,0,0,0,2264,2265,2261,2264,2263,2266,2264,2264,0,318,774,2477,2631,309,3160,9351,56,,,,,,,0.0
0,0,0,0,0,0,0,0,2268,2263,2272,2264,2263,2263,2264,2256,2,318,774,2477,2631,464,3160,9506,57,,,,,,,0.0
25,0,0,0,100,0,0,0,2264,2264,2265,2270,2264,2264,2265,2264,21,318,774,2477,2631,464,3160,9506,57,,,,,,,0.0
33,0,0,0,100,0,0,33,2264,2257,2264,2261,2263,2264,2263,2264,0,318,774,2477,2631,309,3160,9351,56,,,,,,,0.0
0,0,25,25,50,0,0,0,2263,2264,2264,2263,2264,2265,2264,2263,21,318,774,2477,2631,464,3160,9506,57,,,,,,,0.0
33,0,0,33,100,0,0,0,2263,2258,2264,2264,2265,2264,2264,2264,8,318,774,2477,2631,464,3160,9506,57,,,,,,,0.0
0,0,0,0,66,0,0,0,2268,2264,2264,2264,2254,2264,2255,2264,0,318,774,2477,2631,464,3160,9506,57,,,,,,,0.0
40,0,0,0,100,0,0,0,2264,2261,2264,2264,2264,2264,2261,2259,72,318,774,2477,2631,464,3160,9506,57,,,,,,,0.0
0,0,33,25,100,0,0,0,2264,2264,2265,2264,2263,2264,2264,2264,2,318,774,2477,2631,309,3160,9351,56,,,,,,,0.0
0,0,0,33,50,25,25,0,2264,2255,2264,2262,2264,2263,2264,2264,0,318,774,2477,2631,464,3160,9506,57,,,,,,,0.0
33,0,0,0,100,0,0,0,2264,2264,2264,2264,2264,2262,2260,2264,56,318,774,2477,2631,464,3160,9506,57,,,,,,,0.0
33,0,33,0,100,25,0,0,2264,2266,2264,2267,2261,2264,2264,2262,0,318,774,2477,2631,309,3120,9311,56,,,,,,,0.0
0,0,0,0,33,33,0,0,2264,2265,2273,2265,2263,2264,2262,2264,0,318,774,2477,2631,464,3160,9506,57,,,,,,,0.0
0,0,0,33,100,0,0,0,2265,2263,2262,2264,2262,2264,2264,2265,39,318,774,2477,2631,464,3160,9506,57,,,,,,,0.0
33,0,25,33,100,0,0,0,2265,2258,2264,2264,2264,2262,2264,2264,0,318,774,2477,2631,309,3160,9351,56,,,,,,,0.0
0,0,0,0,50,0,0,0,2264,2263,2257,2261,2262,2263,2263,2264,96,318,774,2477,2631,464,3160,9506,57,,,,,,,0.0
33,0,0,0,100,0,0,0,2264,2263,2264,2263,2262,2264,2264,2262,21,318,774,2477,2631,309,3160,9351,56,,,,,,,0.0
0,0,40,25,66,0,0,0,2265,2263,2264,2263,2262,2259,2265,2264,0,318,774,2477,2631,464,3160,9506,57,,,,,,,
0,33,0,0,66,0,0,0,2263,2264,2261,2264,2261,2263,2264,2264,87,318,774,2477,2631,464,3160,9506,57,,,,,,,0.0
33,0,0,0,100,0,0,0,2264,2264,2266,2261,2264,2264,2264,2263,0,318,774,2477,2631,309,3120,9311,56,,,,,,,0.0
0,33,0,25,50,33,0,0,2264,2263,2264,2263,2263,2264,2263,2264,0,318,774,2477,2631,464,3160,9506,57,,,,,,,
33,0,0,0,100,0,25,0,2264,2263,2264,2263,2264,2260,2262,2264,78,318,774,2477,2631,464,3160,9506,57,,,,,,,0.0
0,0,0,0,100,0,0,0,2263,2269,2263,2264,2264,2264,2264,2262,0,318,774,2477,2631,309,3120,9311,56,,,,,,,0.0
0,33,0,0,50,0,0,0,2261,2263,2263,2264,2265,2255,2263,2257,53,318,928,2476,2631,464,3160,9659,58,,,,,,,0.0
50,0,0,0,100,0,0,0,2265,2263,2259,2264,2265,2266,2264,2264,65,318,774,2477,2631,464,3160,9506,57,,,,,,,0.0
25,33,0,25,100,0,0,0,2264,2256,2265,2264,2264,2264,2263,2265,0,318,774,2477,2631,309,3120,9311,56,,,,,,,0.0
33,33,0,0,66,0,0,25,2264,2263,2259,2264,2264,2263,2264,2264,78,318,928,2476,2631,464,3160,9659,58,,,,,,,0.0
0,25,0,0,100,0,0,0,2263,2264,2265,2264,2265,2263,2264,2268,42,318,774,2476,2631,464,3120,9465,57,,,,,,,0.0
33,33,0,0,66,0,0,0,2264,2262,2264,2263,2262,2264,2263,2264,0,318,774,2476,2630,464,3160,9504,57,,,,,,,0.0
0,25,0,25,66,0,33,33,2261,2263,2263,2263,2263,2257,2263,2262,96,318,774,2476,2630,464,3160,9504,57,,,,,,,0.0
33,0,0,50,100,0,0,0,2264,2265,2254,2264,2264,2264,2264,2264,0,318,773,2630,2630,464,3160,9657,58,,,,,,,0.0
25,0,0,0,33,0,25,0,2264,2264,2268,2264,2265,2263,2263,2265,0,318,773,2630,2630,464,3160,9657,58,,,,,,,0.0
0,33,25,0,100,0,0,0,2263,2255,2264,2263,2262,2264,2264,2264,87,318,773,2630,2630,464,3160,9657,58,,,,,,,0.0
