02-20-2025 09:59:59 RAM 13158/30991MB (lfb 1223x4MB) SWAP 3/15495MB (cached 0MB) CPU [23%@2261,84%@2263,23%@2265,15%@2262,16%@2264,86%@2264,41%@2264,50%@2264] EMC_FREQ 3%@2133 GR3D_FREQ 32%@[1377] VIC_FREQ 115 APE 150 AUX@46C CPU@49C thermal@47.1C Tboard@46C AO@46C GPU@48C Tdiode@48.75C PMIC@50C GPU 2172mW/2172mW CPU 3569mW/3569mW SOC 2793mW/2793mW CV 0mW/0mW VDDRQ 465mW/465mW SYS5V 3520mW/3520mW
02-20-2025 10:00:01 RAM 13173/30991MB (lfb 1221x4MB) SWAP 3/15495MB (cached 0MB) CPU [54%@2264,66%@2263,56%@2262,53%@2264,35%@2264,30%@2263,30%@2261,15%@2264] EMC_FREQ 20%@2133 GR3D_FREQ 37%@[1377] VIC_FREQ 115 APE 150 AUX@46.5C CPU@50C thermal@48.6C Tboard@46C AO@47C GPU@49.5C Tdiode@49.25C PMIC@50C GPU 6334mW/4897mW CPU 5870mW/6199mW SOC 3707mW/3417mW CV 0mW/-16mW VDDRQ 1390mW/1113mW SYS5V 3880mW/3774mW
02-20-2025 10:00:01 RAM 13173/30991MB (lfb 1221x4MB) SWAP 3/15495MB (cached 0MB) CPU [25%@2264,41%@2257,50%@2266,27%@2264,9%@2262,28%@2263,60%@2264,38%@2264] EMC_FREQ 20%@2133 GR3D_FREQ 44%@[1377] VIC_FREQ 115 APE 150 AUX@47C CPU@50C thermal@48.6C Tboard@46C AO@46.5C GPU@50C Tdiode@49.25C PMIC@50C GPU 6643mW/4984mW CPU 5561mW/6167mW SOC 3707mW/3431mW CV -308mW/-30mW VDDRQ 1390mW/1127mW SYS5V 3913mW/3780mW
02-20-2025 10:00:01 RAM 13173/30991MB (lfb 1221x4MB) SWAP 3/15495MB (cached 0MB) CPU [16%@2266,58%@2264,42%@2263,50%@2264,16%@2257,25%@2264,75%@2264,40%@2264] EMC_FREQ 21%@2133 GR3D_FREQ 50%@[1377] VIC_FREQ 115 APE 150 AUX@46.5C CPU@50C thermal@48.6C Tboard@46C AO@46.5C GPU@50C Tdiode@49.25C PMIC@50C GPU 6797mW/5070mW CPU 5407mW/6131mW SOC 3707mW/3444mW CV 0mW/-29mW VDDRQ 1390mW/1140mW SYS5V 3920mW/3787mW
02-20-2025 10:00:01 RAM 13174/30991MB (lfb 1221x4MB) SWAP 3/15495MB (cached 0MB) CPU [10%@2263,64%@2263,33%@2261,25%@2263,36%@2266,41%@2262,15%@2263,81%@2264] EMC_FREQ 21%@2133 GR3D_FREQ 55%@[1377] VIC_FREQ 115 APE 150 AUX@47C CPU@50.5C thermal@48.6C Tboard@46C AO@47C GPU@50C Tdiode@49.25C PMIC@50C GPU 6797mW/5149mW CPU 5407mW/6098mW SOC 3707mW/3456mW CV 0mW/-28mW VDDRQ 1390mW/1151mW SYS5V 3913mW/3793mW
02-20-2025 10:00:01 RAM 13174/30991MB (lfb 1221x4MB) SWAP 3/15495MB (cached 0MB) CPU [46%@2263,50%@2264,33%@2264,25%@2264,35%@2263,46%@2267,66%@2263,25%@2263] EMC_FREQ 22%@2133 GR3D_FREQ 44%@[1377] VIC_FREQ 115 APE 150 AUX@47C CPU@50C thermal@48.6C Tboard@46C AO@46.5C GPU@50C Tdiode@49.5C PMIC@50C GPU 6797mW/5220mW CPU 5252mW/6061mW SOC 3707mW/3467mW CV 0mW/-26mW VDDRQ 1544mW/1168mW SYS5V 3913mW/3798mW
02-20-2025 10:00:01 RAM 13175/30991MB (lfb 1221x4MB) SWAP 3/15495MB (cached 0MB) CPU [61%@2263,30%@2263,36%@2264,16%@2264,27%@2264,23%@2261,27%@2262,58%@2261] EMC_FREQ 22%@2133 GR3D_FREQ 39%@[1377] VIC_FREQ 115 APE 150 AUX@47C CPU@50C thermal@48.6C Tboard@46C AO@47C GPU@50C Tdiode@49.5C PMIC@50C GPU 6643mW/5280mW CPU 5100mW/6021mW SOC 3709mW/3477mW CV 0mW/-25mW VDDRQ 1391mW/1177mW SYS5V 3873mW/3801mW
02-20-2025 10:00:02 RAM 13175/30991MB (lfb 1221x4MB) SWAP 3/15495MB (cached 0MB) CPU [33%@2261,41%@2265,0%@2264,8%@2263,66%@2264,45%@2264,54%@2263,61%@2264] EMC_FREQ 22%@2133 GR3D_FREQ 41%@[1377] VIC_FREQ 115 APE 150 AUX@47C CPU@50C thermal@48.6C Tboard@46C AO@47C GPU@50C Tdiode@49.5C PMIC@50C GPU 6491mW/5328mW CPU 5100mW/5984mW SOC 3709mW/3486mW CV 0mW/-24mW VDDRQ 1391mW/1186mW SYS5V 3873mW/3804mW
02-20-2025 10:00:02 RAM 13177/30991MB (lfb 1221x4MB) SWAP 3/15495MB (cached 0MB) CPU [69%@2267,71%@2264,15%@2264,50%@2264,50%@2270,83%@2263,46%@2264,33%@2263] EMC_FREQ 22%@2133 GR3D_FREQ 37%@[1377] VIC_FREQ 115 APE 150 AUX@47C CPU@50.5C thermal@48.8C Tboard@46C AO@47C GPU@50C Tdiode@49.5C PMIC@50C GPU 6488mW/5373mW CPU 5407mW/5962mW SOC 3709mW/3495mW CV 0mW/-23mW VDDRQ 1391mW/1194mW SYS5V 3873mW/3807mW
02-20-2025 10:00:02 RAM 13176/30991MB (lfb 1221x4MB) SWAP 3/15495MB (cached 0MB) CPU [16%@2264,58%@2263,30%@2264,84%@2264,25%@2265,25%@2263,58%@2267,36%@2271] EMC_FREQ 22%@2133 GR3D_FREQ 40%@[1377] VIC_FREQ 115 APE 150 AUX@47C CPU@50.5C thermal@48.8C Tboard@46C AO@47C GPU@49.5C Tdiode@49.5C PMIC@50C GPU 6336mW/5408mW CPU 5407mW/5941mW SOC 3709mW/3503mW CV 0mW/-22mW VDDRQ 1391mW/1201mW SYS5V 3873mW/3809mW
02-20-2025 10:00:02 RAM 13178/30991MB (lfb 1221x4MB) SWAP 3/15495MB (cached 0MB) CPU [27%@2265,36%@2257,63%@2264,75%@2263,33%@2263,58%@2264,21%@2264,50%@2263] EMC_FREQ 22%@2133 GR3D_FREQ 37%@[1377] VIC_FREQ 115 APE 150 AUX@47C CPU@50C thermal@48.8C Tboard@46C AO@47C GPU@50C Tdiode@49.5C PMIC@50C GPU 6336mW/5441mW CPU 5564mW/5928mW SOC 3709mW/3510mW CV 0mW/-22mW VDDRQ 1391mW/1208mW SYS5V 3873mW/3811mW
02-20-2025 10:00:02 RAM 13179/30991MB (lfb 1221x4MB) SWAP 3/15495MB (cached 0MB) CPU [46%@2263,46%@2265,84%@2264,23%@2264,58%@2265,18%@2261,41%@2259,46%@2260] EMC_FREQ 22%@2133 GR3D_FREQ 44%@[1377] VIC_FREQ 115 APE 150 AUX@47C CPU@50.5C thermal@48.8C Tboard@46C AO@47C GPU@49.5C Tdiode@49.5C PMIC@50C GPU 6336mW/5472mW CPU 5561mW/5915mW SOC 3709mW/3517mW CV 0mW/-21mW VDDRQ 1391mW/1214mW SYS5V 3873mW/3813mW
02-20-2025 10:00:02 RAM 13179/30991MB (lfb 1221x4MB) SWAP 3/15495MB (cached 0MB) CPU [50%@2267,33%@2264,63%@2264,46%@2264,30%@2263,33%@2264,45%@2257,41%@2264] EMC_FREQ 22%@2133 GR3D_FREQ 42%@[1377] VIC_FREQ 115 APE 150 AUX@47C CPU@50C thermal@48.8C Tboard@46C AO@47C GPU@50C Tdiode@49.5C PMIC@50C GPU 6336mW/5501mW CPU 5409mW/5898mW SOC 3709mW/3523mW CV 0mW/-20mW VDDRQ 1391mW/1220mW SYS5V 3880mW/3816mW
02-20-2025 10:00:02 RAM 13179/30991MB (lfb 1221x4MB) SWAP 3/15495MB (cached 0MB) CPU [28%@2264,57%@2264,75%@2264,54%@2265,16%@2264,50%@2265,37%@2264,16%@2257] EMC_FREQ 23%@2133 GR3D_FREQ 39%@[1377] VIC_FREQ 115 APE 150 AUX@47C CPU@50C thermal@48.8C Tboard@46C AO@47C GPU@50C Tdiode@49.75C PMIC@50C GPU 6182mW/5523mW CPU 5409mW/5883mW SOC 3709mW/3529mW CV 0mW/-19mW VDDRQ 1390mW/1225mW SYS5V 3880mW/3818mW
02-20-2025 10:00:02 RAM 13179/30991MB (lfb 1221x4MB) SWAP 3/15495MB (cached 0MB) CPU [9%@2264,63%@2265,63%@2263,54%@2264,27%@2264,41%@2263,18%@2264,33%@2264] EMC_FREQ 23%@2133 GR3D_FREQ 35%@[1377] VIC_FREQ 115 APE 150 AUX@47C CPU@50C thermal@48.8C Tboard@46C AO@47C GPU@49.5C Tdiode@49.75C PMIC@50C GPU 6336mW/5548mW CPU 5252mW/5863mW SOC 3709mW/3535mW CV 0mW/-19mW VDDRQ 1391mW/1231mW SYS5V 3873mW/3819mW
02-20-2025 10:00:03 RAM 13179/30991MB (lfb 1221x4MB) SWAP 3/15495MB (cached 0MB) CPU [18%@2264,25%@2264,46%@2264,50%@2264,50%@2264,54%@2264,16%@2264,50%@2264] EMC_FREQ 23%@2133 GR3D_FREQ 41%@[1377] VIC_FREQ 115 APE 150 AUX@47C CPU@50C thermal@48.8C Tboard@46C AO@47C GPU@50C Tdiode@49.5C PMIC@50C GPU 6182mW/5568mW CPU 5252mW/5844mW SOC 3709mW/3540mW CV 0mW/-18mW VDDRQ 1391mW/1235mW SYS5V 3880mW/3821mW
02-20-2025 10:00:03 RAM 13179/30991MB (lfb 1221x4MB) SWAP 3/15495MB (cached 0MB) CPU [40%@2264,25%@2262,53%@2264,53%@2264,27%@2269,84%@2264,16%@2263,50%@2263] EMC_FREQ 23%@2133 GR3D_FREQ 41%@[1377] VIC_FREQ 115 APE 150 AUX@47C CPU@50C thermal@48.8C Tboard@46C AO@47C GPU@49.5C Tdiode@49.5C PMIC@50C GPU 6336mW/5590mW CPU 5252mW/5827mW SOC 3709mW/3545mW CV 0mW/-18mW VDDRQ 1391mW/1240mW SYS5V 3880mW/3823mW
02-20-2025 10:00:03 RAM 13179/30991MB (lfb 1221x4MB) SWAP 3/15495MB (cached 0MB) CPU [20%@2261,33%@2264,16%@2262,41%@2263,50%@2264,75%@2265,36%@2268,50%@2266] EMC_FREQ 23%@2133 GR3D_FREQ 46%@[1377] VIC_FREQ 115 APE 150 AUX@47C CPU@50.5C thermal@48.65C Tboard@46C AO@47C GPU@49.5C Tdiode@49.75C PMIC@50C GPU 6336mW/5611mW CPU 5252mW/5810mW SOC 3709mW/3550mW CV 0mW/-17mW VDDRQ 1390mW/1244mW SYS5V 3873mW/3824mW
02-20-2025 10:00:03 RAM 13180/30991MB (lfb 1221x4MB) SWAP 3/15495MB (cached 0MB) CPU [50%@2264,72%@2264,23%@2264,27%@2261,46%@2260,53%@2264,8%@2263,46%@2264] EMC_FREQ 23%@2133 GR3D_FREQ 42%@[1377] VIC_FREQ 115 APE 150 AUX@47C CPU@50.5C thermal@48.65C Tboard@46C AO@47C GPU@49.5C Tdiode@49.75C PMIC@50C GPU 6182mW/5627mW CPU 5255mW/5795mW SOC 3709mW/3554mW CV 0mW/-17mW VDDRQ 1390mW/1248mW SYS5V 3880mW/3826mW
02-20-2025 10:00:03 RAM 13179/30991MB (lfb 1221x4MB) SWAP 3/15495MB (cached 0MB) CPU [69%@2263,15%@2264,27%@2264,83%@2262,58%@2264,25%@2263,25%@2263,54%@2264] EMC_FREQ 23%@2133 GR3D_FREQ 40%@[1377] VIC_FREQ 115 APE 150 AUX@47C CPU@50C thermal@48.65C Tboard@46C AO@47C GPU@50C Tdiode@49.75C PMIC@50C GPU 6334mW/5646mW CPU 5255mW/5780mW SOC 3707mW/3558mW CV 0mW/-16mW VDDRQ 1390mW/1252mW SYS5V 3880mW/3827mW
02-20-2025 10:00:03 RAM 13179/30991MB (lfb 1221x4MB) SWAP 3/15495MB (cached 0MB) CPU [33%@2263,84%@2264,50%@2264,7%@2263,36%@2265,50%@2263,58%@2263,30%@2264] EMC_FREQ 23%@2133 GR3D_FREQ 44%@[1377] VIC_FREQ 115 APE 150 AUX@47C CPU@50.5C thermal@48.65C Tboard@46C AO@47C GPU@49.5C Tdiode@49.75C PMIC@50C GPU 6334mW/5664mW CPU 5409mW/5771mW SOC 3709mW/3562mW CV 0mW/-16mW VDDRQ 1391mW/1256mW SYS5V 3873mW/3829mW
02-20-2025 10:00:03 RAM 13179/30991MB (lfb 1221x4MB) SWAP 3/15495MB (cached 0MB) CPU [36%@2264,69%@2264,15%@2264,46%@2263,50%@2264,46%@2263,38%@2263,38%@2258] EMC_FREQ 23%@2133 GR3D_FREQ 44%@[1377] VIC_FREQ 115 APE 150 AUX@47C CPU@50.5C thermal@48.65C Tboard@46C AO@47C GPU@50C Tdiode@49.75C PMIC@50C GPU 6182mW/5678mW CPU 5409mW/5761mW SOC 3709mW/3566mW CV 0mW/-15mW VDDRQ 1391mW/1259mW SYS5V 3873mW/3830mW
02-20-2025 10:00:03 RAM 13180/30991MB (lfb 1221x4MB) SWAP 3/15495MB (cached 0MB) CPU [66%@2263,50%@2264,16%@2264,58%@2265,33%@2265,81%@2263,41%@2264,33%@2263] EMC_FREQ 23%@2133 GR3D_FREQ 44%@[1377] VIC_FREQ 115 APE 150 AUX@47C CPU@50.5C thermal@48.65C Tboard@46C AO@47C GPU@50C Tdiode@49.75C PMIC@50C GPU 6182mW/5690mW CPU 5409mW/5752mW SOC 3709mW/3570mW CV 0mW/-15mW VDDRQ 1390mW/1262mW SYS5V 3880mW/3831mW
02-20-2025 10:00:04 RAM 13180/30991MB (lfb 1221x4MB) SWAP 3/15495MB (cached 0MB) CPU [41%@2264,30%@2262,33%@2264,54%@2263,41%@2264,63%@2261,46%@2264,35%@2263] EMC_FREQ 23%@2133 GR3D_FREQ 44%@[1377] VIC_FREQ 115 APE 150 AUX@47C CPU@50.5C thermal@48.65C Tboard@46C AO@47C GPU@50C Tdiode@49.75C PMIC@50C GPU 6336mW/5706mW CPU 5409mW/5744mW SOC 3709mW/3573mW CV 0mW/-15mW VDDRQ 1391mW/1266mW SYS5V 3880mW/3832mW
02-20-2025 10:00:04 RAM 13181/30991MB (lfb 1221x4MB) SWAP 3/15495MB (cached 0MB) CPU [45%@2265,25%@2263,75%@2264,35%@2264,54%@2264,53%@2263,36%@2264,27%@2264] EMC_FREQ 23%@2133 GR3D_FREQ 43%@[1377] VIC_FREQ 115 APE 150 AUX@47.5C CPU@50C thermal@48.65C Tboard@46C AO@47C GPU@49.5C Tdiode@49.75C PMIC@50C GPU 6182mW/5717mW CPU 5409mW/5736mW SOC 3709mW/3576mW CV 0mW/-14mW VDDRQ 1391mW/1269mW SYS5V 3873mW/3833mW
02-20-2025 10:00:04 RAM 13183/30991MB (lfb 1221x4MB) SWAP 3/15495MB (cached 0MB) CPU [58%@2264,36%@2263,83%@2261,50%@2264,64%@2263,41%@2262,61%@2263,33%@2264] EMC_FREQ 23%@2133 GR3D_FREQ 45%@[1377] VIC_FREQ 115 APE 150 AUX@47C CPU@50.5C thermal@48.65C Tboard@46C AO@47C GPU@50C Tdiode@49.75C PMIC@50C GPU 6179mW/5728mW CPU 5716mW/5736mW SOC 3707mW/3579mW CV 0mW/-14mW VDDRQ 1390mW/1271mW SYS5V 3873mW/3834mW
02-20-2025 10:00:04 RAM 13183/30991MB (lfb 1221x4MB) SWAP 3/15495MB (cached 0MB) CPU [58%@2264,16%@2261,83%@2263,36%@2262,33%@2260,33%@2259,61%@2256,36%@2265] EMC_FREQ 23%@2133 GR3D_FREQ 44%@[1377] VIC_FREQ 115 APE 150 AUX@47C CPU@50.5C thermal@49.15C Tboard@46C AO@47C GPU@50C Tdiode@49.75C PMIC@50C GPU 6179mW/5738mW CPU 5718mW/5735mW SOC 3707mW/3582mW CV 0mW/-14mW VDDRQ 1390mW/1274mW SYS5V 3880mW/3835mW
02-20-2025 10:00:04 RAM 13193/30991MB (lfb 1220x4MB) SWAP 3/15495MB (cached 0MB) CPU [10%@2263,66%@2264,23%@2263,57%@2264,63%@2264,20%@2264,33%@2264,53%@2264] EMC_FREQ 23%@2133 GR3D_FREQ 34%@[1377] VIC_FREQ 115 APE 150 AUX@47C CPU@50.5C thermal@49.15C Tboard@46C AO@47C GPU@50C Tdiode@49.75C PMIC@50C GPU 6179mW/5748mW CPU 5718mW/5735mW SOC 3707mW/3585mW CV 0mW/-13mW VDDRQ 1390mW/1277mW SYS5V 3873mW/3836mW
02-20-2025 10:00:04 RAM 13196/30991MB (lfb 1219x4MB) SWAP 3/15495MB (cached 0MB) CPU [64%@2264,57%@2263,36%@2264,50%@2264,50%@2265,21%@2262,50%@2264,41%@2260] EMC_FREQ 23%@2133 GR3D_FREQ 46%@[1377] VIC_FREQ 115 APE 150 AUX@47C CPU@50.5C thermal@49.15C Tboard@46C AO@47C GPU@49.5C Tdiode@49.75C PMIC@50C GPU 6027mW/5754mW CPU 5718mW/5734mW SOC 3709mW/3588mW CV 0mW/-13mW VDDRQ 1391mW/1279mW SYS5V 3880mW/3837mW
