02-11-2025 09:25:56 RAM 9346/30991MB (lfb 2352x4MB) SWAP 0/15495MB (cached 0MB) CPU [30%@2264,36%@2266,78%@2265,75%@2263,72%@2265,45%@2264,75%@2263,46%@2264] EMC_FREQ 2%@2133 GR3D_FREQ 49%@[1377] VIC_FREQ 115 APE 150 AUX@46.5C CPU@50C thermal@47.25C Tboard@48C AO@46.5C GPU@48.5C Tdiode@49.25C PMIC@50C GPU 2016mW/2016mW CPU 3723mW/3723mW SOC 2792mW/2792mW CV 0mW/0mW VDDRQ 465mW/465mW SYS5V 3480mW/3480mW
02-11-2025 09:25:56 RAM 9354/30991MB (lfb 2352x4MB) SWAP 0/15495MB (cached 0MB) CPU [53%@2263,35%@2263,63%@2263,61%@2264,100%@2263,8%@2265,50%@2264,50%@2260] EMC_FREQ 3%@2133 GR3D_FREQ 33%@[1377] VIC_FREQ 115 APE 150 AUX@46.5C CPU@50.5C thermal@48.3C Tboard@48C AO@46.5C GPU@48.5C Tdiode@49.25C PMIC@50C GPU 2788mW/2402mW CPU 4803mW/4263mW SOC 2943mW/2867mW CV 0mW/0mW VDDRQ 774mW/619mW SYS5V 3560mW/3520mW
02-11-2025 09:25:56 RAM 9345/30991MB (lfb 2352x4MB) SWAP 0/15495MB (cached 0MB) CPU [100%@2264,46%@2261,38%@2271,30%@2264,100%@2260,35%@2268,36%@2264,38%@2267] EMC_FREQ 5%@2133 GR3D_FREQ 16%@[1377] VIC_FREQ 115 APE 150 AUX@46.5C CPU@50.5C thermal@48.3C Tboard@48C AO@46.5C GPU@49C Tdiode@49.25C PMIC@50C GPU 3560mW/2788mW CPU 5263mW/4596mW SOC 3096mW/2943mW CV 0mW/0mW VDDRQ 774mW/671mW SYS5V 3640mW/3560mW
02-11-2025 09:25:56 RAM 9338/30991MB (lfb 2352x4MB) SWAP 0/15495MB (cached 0MB) CPU [91%@2264,41%@2262,25%@2264,30%@2264,100%@2259,16%@2263,8%@2264,15%@2264] EMC_FREQ 6%@2133 GR3D_FREQ 34%@[1377] VIC_FREQ 115 APE 150 AUX@46.5C CPU@49.5C thermal@48.3C Tboard@48C AO@46.5C GPU@49C Tdiode@49.5C PMIC@50C GPU 4023mW/3096mW CPU 5416mW/4801mW SOC 3249mW/3020mW CV 0mW/0mW VDDRQ 928mW/735mW SYS5V 3680mW/3590mW
02-11-2025 09:25:56 RAM 9343/30991MB (lfb 2352x4MB) SWAP 0/15495MB (cached 0MB) CPU [91%@2264,42%@2263,27%@2264,8%@2262,100%@2263,15%@2264,15%@2264,9%@2264] EMC_FREQ 7%@2133 GR3D_FREQ 33%@[1377] VIC_FREQ 115 APE 150 AUX@47C CPU@50C thermal@48.3C Tboard@48C AO@46.5C GPU@49C Tdiode@49.5C PMIC@50C GPU 4485mW/3374mW CPU 5414mW/4923mW SOC 3248mW/3065mW CV 0mW/0mW VDDRQ 928mW/773mW SYS5V 3680mW/3608mW
02-11-2025 09:25:56 RAM 9350/30991MB (lfb 2352x4MB) SWAP 0/15495MB (cached 0MB) CPU [27%@2264,91%@2264,41%@2264,21%@2264,100%@2266,8%@2263,8%@2257,23%@2260] EMC_FREQ 8%@2133 GR3D_FREQ 34%@[1377] VIC_FREQ 115 APE 150 AUX@47C CPU@49.5C thermal@48.3C Tboard@48C AO@47C GPU@49C Tdiode@49.75C PMIC@50C GPU 4795mW/3611mW CPU 5414mW/5005mW SOC 3403mW/3121mW CV 0mW/0mW VDDRQ 1082mW/825mW SYS5V 3720mW/3626mW
02-11-2025 09:25:57 RAM 9354/30991MB (lfb 2352x4MB) SWAP 0/15495MB (cached 0MB) CPU [75%@2264,41%@2263,33%@2264,16%@2264,100%@2264,0%@2263,0%@2261,15%@2262] EMC_FREQ 9%@2133 GR3D_FREQ 33%@[1377] VIC_FREQ 115 APE 150 AUX@47C CPU@50C thermal@48.3C Tboard@48C AO@47C GPU@49C Tdiode@49.75C PMIC@50C GPU 4947mW/3802mW CPU 5411mW/5063mW SOC 3403mW/3162mW CV 0mW/0mW VDDRQ 1082mW/861mW SYS5V 3720mW/3640mW
02-11-2025 09:25:57 RAM 9361/30991MB (lfb 2352x4MB) SWAP 0/15495MB (cached 0MB) CPU [91%@2263,27%@2262,0%@2264,38%@2265,100%@2264,7%@2264,15%@2263,9%@2263] EMC_FREQ 10%@2133 GR3D_FREQ 33%@[1377] VIC_FREQ 115 APE 150 AUX@47C CPU@49.5C thermal@48.3C Tboard@48C AO@47C GPU@49.5C Tdiode@49.75C PMIC@50C GPU 5102mW/3964mW CPU 5411mW/5106mW SOC 3401mW/3191mW CV 0mW/0mW VDDRQ 1082mW/889mW SYS5V 3720mW/3650mW
02-11-2025 09:25:57 RAM 9363/30991MB (lfb 2352x4MB) SWAP 0/15495MB (cached 0MB) CPU [41%@2258,25%@2264,25%@2263,33%@2263,100%@2262,9%@2263,84%@2262,57%@2264] EMC_FREQ 10%@2133 GR3D_FREQ 37%@[1377] VIC_FREQ 115 APE 150 AUX@47C CPU@50C thermal@48.3C Tboard@48C AO@47C GPU@49.5C Tdiode@49.75C PMIC@50C GPU 5257mW/4108mW CPU 5721mW/5175mW SOC 3401mW/3215mW CV 0mW/0mW VDDRQ 1082mW/910mW SYS5V 3720mW/3657mW
02-11-2025 09:25:57 RAM 9374/30991MB (lfb 2352x4MB) SWAP 0/15495MB (cached 0MB) CPU [46%@2263,9%@2264,9%@2263,7%@2264,100%@2264,23%@2264,40%@2263,75%@2264] EMC_FREQ 11%@2133 GR3D_FREQ 30%@[1377] VIC_FREQ 115 APE 150 AUX@47C CPU@50C thermal@48.3C Tboard@48C AO@47C GPU@49.5C Tdiode@49.75C PMIC@50C GPU 5411mW/4238mW CPU 5721mW/5229mW SOC 3401mW/3233mW CV 0mW/0mW VDDRQ 1082mW/927mW SYS5V 3720mW/3664mW
02-11-2025 09:25:57 RAM 9379/30991MB (lfb 2352x4MB) SWAP 0/15495MB (cached 0MB) CPU [83%@2264,42%@2264,53%@2263,15%@2262,100%@2263,18%@2262,35%@2263,8%@2263] EMC_FREQ 11%@2133 GR3D_FREQ 32%@[1377] VIC_FREQ 115 APE 150 AUX@47C CPU@50C thermal@48.65C Tboard@48C AO@47C GPU@49.5C Tdiode@49.75C PMIC@50C GPU 5411mW/4345mW CPU 5721mW/5274mW SOC 3401mW/3248mW CV 0mW/0mW VDDRQ 1082mW/941mW SYS5V 3720mW/3669mW
02-11-2025 09:25:57 RAM 9383/30991MB (lfb 2352x4MB) SWAP 0/15495MB (cached 0MB) CPU [16%@2265,0%@2263,46%@2263,7%@2264,100%@2264,7%@2259,58%@2264,69%@2263] EMC_FREQ 12%@2133 GR3D_FREQ 32%@[1377] VIC_FREQ 115 APE 150 AUX@47C CPU@50C thermal@48.65C Tboard@48C AO@47C GPU@49.5C Tdiode@49.75C PMIC@50C GPU 5566mW/4446mW CPU 5566mW/5298mW SOC 3401mW/3261mW CV 0mW/0mW VDDRQ 1082mW/953mW SYS5V 3720mW/3673mW
02-11-2025 09:25:57 RAM 9390/30991MB (lfb 2352x4MB) SWAP 0/15495MB (cached 0MB) CPU [0%@2262,0%@2264,27%@2264,15%@2264,100%@2264,0%@2263,54%@2264,92%@2263] EMC_FREQ 12%@2133 GR3D_FREQ 32%@[1377] VIC_FREQ 115 APE 150 AUX@47C CPU@50C thermal@48.65C Tboard@48C AO@47C GPU@49.5C Tdiode@49.75C PMIC@50C GPU 5721mW/4544mW CPU 5566mW/5319mW SOC 3401mW/3272mW CV 0mW/0mW VDDRQ 1082mW/963mW SYS5V 3720mW/3676mW
02-11-2025 09:25:57 RAM 9396/30991MB (lfb 2352x4MB) SWAP 0/15495MB (cached 0MB) CPU [15%@2263,7%@2264,30%@2263,9%@2263,100%@2263,0%@2262,85%@2262,50%@2261] EMC_FREQ 13%@2133 GR3D_FREQ 32%@[1377] VIC_FREQ 115 APE 150 AUX@47C CPU@50C thermal@48.65C Tboard@48C AO@47C GPU@49.5C Tdiode@49.75C PMIC@50C GPU 5721mW/4628mW CPU 5566mW/5336mW SOC 3401mW/3281mW CV 0mW/0mW VDDRQ 1082mW/971mW SYS5V 3720mW/3680mW
02-11-2025 09:25:57 RAM 9401/30991MB (lfb 2352x4MB) SWAP 0/15495MB (cached 0MB) CPU [0%@2264,0%@2261,36%@2264,25%@2264,100%@2264,7%@2265,76%@2263,54%@2262] EMC_FREQ 13%@2133 GR3D_FREQ 32%@[1377] VIC_FREQ 115 APE 150 AUX@47C CPU@50C thermal@48.65C Tboard@48C AO@47C GPU@49.5C Tdiode@49.75C PMIC@50C GPU 5875mW/4711mW CPU 5411mW/5341mW SOC 3401mW/3289mW CV 0mW/0mW VDDRQ 1082mW/979mW SYS5V 3720mW/3682mW
02-11-2025 09:25:58 RAM 9409/30991MB (lfb 2352x4MB) SWAP 0/15495MB (cached 0MB) CPU [15%@2264,0%@2263,38%@2264,90%@2264,100%@2264,8%@2270,25%@2261,38%@2264] EMC_FREQ 13%@2133 GR3D_FREQ 37%@[1377] VIC_FREQ 115 APE 150 AUX@47C CPU@50C thermal@48.65C Tboard@48C AO@47C GPU@50C Tdiode@49.75C PMIC@50C GPU 5875mW/4784mW CPU 5566mW/5355mW SOC 3401mW/3296mW CV 0mW/0mW VDDRQ 1082mW/985mW SYS5V 3720mW/3685mW
02-11-2025 09:25:58 RAM 9196/30991MB (lfb 2357x4MB) SWAP 0/15495MB (cached 0MB) CPU [58%@2263,15%@2263,0%@2264,0%@2260,25%@2264,0%@2270,0%@2264,0%@2263] EMC_FREQ 13%@2133 GR3D_FREQ 0%@[1377] VIC_FREQ 115 APE 150 AUX@47C CPU@49C thermal@48.65C Tboard@48C AO@47C GPU@49C Tdiode@49.75C PMIC@50C GPU 4797mW/4785mW CPU 4799mW/5323mW SOC 3251mW/3293mW CV 0mW/0mW VDDRQ 774mW/973mW SYS5V 3640mW/3682mW
02-11-2025 09:25:58 RAM 9196/30991MB (lfb 2357x4MB) SWAP 0/15495MB (cached 0MB) CPU [0%@2264,8%@2263,7%@2262,0%@2264,7%@2263,0%@2264,7%@2264,0%@2263] EMC_FREQ 11%@2133 GR3D_FREQ 0%@[1377] VIC_FREQ 115 APE 150 AUX@47C CPU@48C thermal@48.65C Tboard@48C AO@47C GPU@48C Tdiode@49.75C PMIC@50C GPU 3873mW/4734mW CPU 3873mW/5242mW SOC 3098mW/3282mW CV 0mW/0mW VDDRQ 619mW/953mW SYS5V 3560mW/3675mW
02-11-2025 09:25:58 RAM 9196/30991MB (lfb 2357x4MB) SWAP 0/15495MB (cached 0MB) CPU [0%@2264,8%@2262,0%@2262,0%@2264,0%@2264,7%@2264,0%@2263,0%@2264] EMC_FREQ 10%@2133 GR3D_FREQ 0%@[1377] VIC_FREQ 115 APE 150 AUX@47C CPU@48C thermal@48.65C Tboard@48C AO@46.5C GPU@48C Tdiode@49.75C PMIC@50C GPU 3101mW/4648mW CPU 3101mW/5129mW SOC 2946mW/3265mW CV 0mW/0mW VDDRQ 620mW/936mW SYS5V 3520mW/3667mW
02-11-2025 09:25:58 RAM 9196/30991MB (lfb 2357x4MB) SWAP 0/15495MB (cached 0MB) CPU [0%@2263,8%@2263,0%@2264,0%@2264,0%@2265,0%@2263,0%@2263,0%@2257] EMC_FREQ 9%@2133 GR3D_FREQ 0%@[1377] VIC_FREQ 115 APE 150 AUX@47C CPU@48.5C thermal@47.75C Tboard@48C AO@47C GPU@48C Tdiode@49.5C PMIC@50C GPU 2638mW/4548mW CPU 2638mW/5005mW SOC 2793mW/3241mW CV 0mW/0mW VDDRQ 465mW/912mW SYS5V 3480mW/3658mW
02-11-2025 09:25:58 RAM 9196/30991MB (lfb 2357x4MB) SWAP 0/15495MB (cached 0MB) CPU [0%@2264,8%@2259,0%@2269,7%@2264,0%@2263,0%@2263,0%@2263,0%@2264] EMC_FREQ 9%@2133 GR3D_FREQ 0%@[1377] VIC_FREQ 115 APE 150 AUX@47C CPU@48.5C thermal@47.75C Tboard@48C AO@46.5C GPU@47.5C Tdiode@49.5C PMIC@50C GPU 2173mW/4435mW CPU 2328mW/4877mW SOC 2794mW/3220mW CV 0mW/0mW VDDRQ 465mW/891mW SYS5V 3440mW/3647mW
02-11-2025 09:25:58 RAM 9196/30991MB (lfb 2357x4MB) SWAP 0/15495MB (cached 0MB) CPU [8%@2264,15%@2265,0%@2264,0%@2264,7%@2263,0%@2264,0%@2266,16%@2256] EMC_FREQ 8%@2133 GR3D_FREQ 0%@[1377] VIC_FREQ 115 APE 150 AUX@47C CPU@48C thermal@47.75C Tboard@48C AO@46.5C GPU@48C Tdiode@49.5C PMIC@50C GPU 1863mW/4318mW CPU 2019mW/4747mW SOC 2795mW/3200mW CV 0mW/0mW VDDRQ 310mW/864mW SYS5V 3440mW/3638mW
02-11-2025 09:25:58 RAM 9196/30991MB (lfb 2357x4MB) SWAP 0/15495MB (cached 0MB) CPU [8%@2263,0%@2264,7%@2262,0%@2264,0%@2262,7%@2267,0%@2264,0%@2264] EMC_FREQ 7%@2133 GR3D_FREQ 0%@[1377] VIC_FREQ 115 APE 150 AUX@47C CPU@48C thermal@47.75C Tboard@48C AO@46.5C GPU@48C Tdiode@49.5C PMIC@50C GPU 1708mW/4204mW CPU 1863mW/4622mW SOC 2640mW/3176mW CV 0mW/0mW VDDRQ 310mW/840mW SYS5V 3400mW/3627mW
02-11-2025 09:25:59 RAM 9199/30991MB (lfb 2355x4MB) SWAP 0/15495MB (cached 0MB) CPU [7%@2263,15%@2264,0%@2263,7%@2259,0%@2263,0%@2264,8%@2264,0%@2256] EMC_FREQ 7%@2133 GR3D_FREQ 0%@[1377] VIC_FREQ 115 APE 150 AUX@47C CPU@48C thermal@47.75C Tboard@48C AO@46.5C GPU@48C Tdiode@49.5C PMIC@50C GPU 1553mW/4094mW CPU 1709mW/4500mW SOC 2641mW/3154mW CV 0mW/0mW VDDRQ 310mW/818mW SYS5V 3400mW/3618mW
02-11-2025 09:25:59 RAM 9199/30991MB (lfb 2355x4MB) SWAP 0/15495MB (cached 0MB) CPU [0%@2264,0%@2264,0%@2264,0%@2264,0%@2259,0%@2264,0%@2264,8%@2265] EMC_FREQ 6%@2133 GR3D_FREQ 0%@[1377] VIC_FREQ 115 APE 150 AUX@47C CPU@48C thermal@47.75C Tboard@48C AO@46.5C GPU@48C Tdiode@49.5C PMIC@50C GPU 1398mW/3986mW CPU 1553mW/4383mW SOC 2641mW/3133mW CV -310mW/-12mW VDDRQ 310mW/798mW SYS5V 3400mW/3609mW
02-11-2025 09:25:59 RAM 9199/30991MB (lfb 2355x4MB) SWAP 0/15495MB (cached 0MB) CPU [8%@2264,15%@2263,0%@2264,0%@2262,0%@2262,0%@2264,0%@2264,25%@2261] EMC_FREQ 5%@2133 GR3D_FREQ 0%@[1377] VIC_FREQ 115 APE 150 AUX@47C CPU@48.5C thermal@47.75C Tboard@48C AO@46.5C GPU@47.5C Tdiode@49.25C PMIC@50C GPU 1243mW/3880mW CPU 1553mW/4274mW SOC 2641mW/3114mW CV 0mW/-11mW VDDRQ 310mW/779mW SYS5V 3400mW/3601mW
02-11-2025 09:25:59 RAM 9200/30991MB (lfb 2355x4MB) SWAP 0/15495MB (cached 0MB) CPU [0%@2262,8%@2263,7%@2262,0%@2264,0%@2260,0%@2254,0%@2262,8%@2264] EMC_FREQ 5%@2133 GR3D_FREQ 0%@[1377] VIC_FREQ 115 APE 150 AUX@46.5C CPU@48C thermal@47.75C Tboard@48C AO@46.5C GPU@48C Tdiode@49.25C PMIC@50C GPU 1243mW/3783mW CPU 1399mW/4167mW SOC 2642mW/3097mW CV 0mW/-11mW VDDRQ 310mW/762mW SYS5V 3400mW/3594mW
02-11-2025 09:25:59 RAM 9199/30991MB (lfb 2355x4MB) SWAP 0/15495MB (cached 0MB) CPU [8%@2264,8%@2264,0%@2265,0%@2264,46%@2262,0%@2264,0%@2264,25%@2264] EMC_FREQ 5%@2133 GR3D_FREQ 0%@[1377] VIC_FREQ 115 APE 150 AUX@47C CPU@48.5C thermal@47.75C Tboard@48C AO@46.5C GPU@47.5C Tdiode@49.5C PMIC@50C GPU 1088mW/3686mW CPU 1709mW/4079mW SOC 2641mW/3080mW CV 0mW/-11mW VDDRQ 310mW/745mW SYS5V 3400mW/3587mW
02-11-2025 09:25:59 RAM 9199/30991MB (lfb 2355x4MB) SWAP 0/15495MB (cached 0MB) CPU [0%@2263,8%@2264,0%@2264,0%@2262,0%@2263,0%@2264,0%@2266,0%@2263] EMC_FREQ 4%@2133 GR3D_FREQ 0%@[1377] VIC_FREQ 115 APE 150 AUX@46.5C CPU@48C thermal@47.4C Tboard@48C AO@46.5C GPU@47.5C Tdiode@49.5C PMIC@50C GPU 1088mW/3597mW CPU 1554mW/3992mW SOC 2642mW/3065mW CV 0mW/-10mW VDDRQ 310mW/730mW SYS5V 3360mW/3579mW
02-11-2025 09:25:59 RAM 9199/30991MB (lfb 2355x4MB) SWAP 0/15495MB (cached 0MB) CPU [15%@2262,15%@2258,0%@2265,7%@2260,0%@2264,0%@2268,7%@2264,7%@2265] EMC_FREQ 4%@2133 GR3D_FREQ 0%@[1377] VIC_FREQ 115 APE 150 AUX@46.5C CPU@48C thermal@47.4C Tboard@48C AO@46.5C GPU@47.5C Tdiode@49.5C PMIC@50C GPU 1088mW/3513mW CPU 1399mW/3906mW SOC 2642mW/3051mW CV 0mW/-10mW VDDRQ 310mW/716mW SYS5V 3360mW/3572mW
02-11-2025 09:25:59 RAM 9199/30991MB (lfb 2355x4MB) SWAP 0/15495MB (cached 0MB) CPU [0%@2263,0%@2263,0%@2262,0%@2264,0%@2263,0%@2263,8%@2262,0%@2261] EMC_FREQ 3%@2133 GR3D_FREQ 0%@[1377] VIC_FREQ 115 APE 150 AUX@46.5C CPU@48C thermal@47.4C Tboard@48C AO@46.5C GPU@47.5C Tdiode@49.5C PMIC@50C GPU 1088mW/3435mW CPU 1399mW/3825mW SOC 2642mW/3038mW CV 0mW/-10mW VDDRQ 310mW/703mW SYS5V 3360mW/3565mW
02-11-2025 09:26:00 RAM 9199/30991MB (lfb 2355x4MB) SWAP 0/15495MB (cached 0MB) CPU [0%@2264,0%@2262,7%@2264,0%@2265,18%@2264,7%@2258,0%@2264,0%@2263] EMC_FREQ 3%@2133 GR3D_FREQ 2%@[1377] VIC_FREQ 115 APE 150 AUX@46.5C CPU@48C thermal@47.4C Tboard@48C AO@46.5C GPU@47.5C Tdiode@49.5C PMIC@50C GPU 1088mW/3361mW CPU 1399mW/3749mW SOC 2642mW/3026mW CV 0mW/-9mW VDDRQ 310mW/691mW SYS5V 3360mW/3558mW
02-11-2025 09:26:00 RAM 9199/30991MB (lfb 2355x4MB) SWAP 0/15495MB (cached 0MB) CPU [8%@2264,7%@2265,8%@2264,14%@2263,0%@2263,0%@2261,0%@2256,0%@2264] EMC_FREQ 3%@2133 GR3D_FREQ 0%@[1377] VIC_FREQ 115 APE 150 AUX@46.5C CPU@48C thermal@47.4C Tboard@48C AO@46.5C GPU@47.5C Tdiode@49.5C PMIC@50C GPU 932mW/3288mW CPU 1399mW/3678mW SOC 2642mW/3014mW CV 0mW/-9mW VDDRQ 310mW/679mW SYS5V 3360mW/3552mW
02-11-2025 09:26:00 RAM 9189/30991MB (lfb 2356x4MB) SWAP 0/15495MB (cached 0MB) CPU [0%@2264,8%@2261,0%@2261,0%@2264,7%@2264,0%@2269,7%@2269,0%@2264] EMC_FREQ 3%@2133 GR3D_FREQ 0%@[1377] VIC_FREQ 115 APE 150 AUX@46.5C CPU@48C thermal@47.4C Tboard@47C AO@46.5C GPU@47.5C Tdiode@49.5C PMIC@50C GPU 932mW/3219mW CPU 1243mW/3606mW SOC 2642mW/3003mW CV 0mW/-9mW VDDRQ 310mW/668mW SYS5V 3360mW/3547mW
02-11-2025 09:26:00 RAM 9189/30991MB (lfb 2356x4MB) SWAP 0/15495MB (cached 0MB) CPU [8%@2263,15%@2263,0%@2262,0%@2264,0%@2262,0%@2266,0%@2263,15%@2264] EMC_FREQ 2%@2133 GR3D_FREQ 0%@[1377] VIC_FREQ 115 APE 150 AUX@46.5C CPU@48C thermal@47.4C Tboard@47C AO@46.5C GPU@47.5C Tdiode@49.5C PMIC@50C GPU 932mW/3153mW CPU 1243mW/3539mW SOC 2642mW/2993mW CV 0mW/-8mW VDDRQ 310mW/658mW SYS5V 3360mW/3541mW
02-11-2025 09:26:00 RAM 9189/30991MB (lfb 2356x4MB) SWAP 0/15495MB (cached 0MB) CPU [7%@2264,7%@2265,0%@2262,7%@2264,0%@2264,0%@2264,0%@2260,0%@2264] EMC_FREQ 2%@2133 GR3D_FREQ 0%@[1377] VIC_FREQ 115 APE 150 AUX@46.5C CPU@48C thermal@47.4C Tboard@47C AO@46C GPU@47.5C Tdiode@49.25C PMIC@50C GPU 932mW/3091mW CPU 1243mW/3475mW SOC 2642mW/2983mW CV 0mW/-8mW VDDRQ 310mW/649mW SYS5V 3360mW/3536mW
02-11-2025 09:26:00 RAM 9189/30991MB (lfb 2356x4MB) SWAP 0/15495MB (cached 0MB) CPU [0%@2264,0%@2264,0%@2263,0%@2262,8%@2257,7%@2264,9%@2263,0%@2264] EMC_FREQ 2%@2133 GR3D_FREQ 0%@[1377] VIC_FREQ 115 APE 150 AUX@46.5C CPU@47.5C thermal@47.4C Tboard@47C AO@46.5C GPU@47.5C Tdiode@49.25C PMIC@50C GPU 932mW/3033mW CPU 1243mW/3415mW SOC 2642mW/2974mW CV 0mW/-8mW VDDRQ 155mW/635mW SYS5V 3360mW/3531mW
02-11-2025 09:26:00 RAM 9189/30991MB (lfb 2356x4MB) SWAP 0/15495MB (cached 0MB) CPU [15%@2262,8%@2265,8%@2263,14%@2262,0%@2264,0%@2264,7%@2264,0%@2263] EMC_FREQ 2%@2133 GR3D_FREQ 0%@[1377] VIC_FREQ 115 APE 150 AUX@46.5C CPU@48C thermal@47.4C Tboard@47C AO@46.5C GPU@47.5C Tdiode@49.25C PMIC@50C GPU 932mW/2978mW CPU 1243mW/3357mW SOC 2642mW/2965mW CV 0mW/-8mW VDDRQ 155mW/623mW SYS5V 3360mW/3527mW
02-11-2025 09:26:00 RAM 9189/30991MB (lfb 2356x4MB) SWAP 0/15495MB (cached 0MB) CPU [0%@2264,0%@2264,0%@2263,0%@2263,0%@2264,8%@2263,0%@2264,7%@2263] EMC_FREQ 2%@2133 GR3D_FREQ 0%@[1377] VIC_FREQ 115 APE 150 AUX@46.5C CPU@47.5C thermal@47.25C Tboard@47C AO@46.5C GPU@47.5C Tdiode@49.25C PMIC@50C GPU 933mW/2925mW CPU 1243mW/3303mW SOC 2642mW/2957mW CV 0mW/-7mW VDDRQ 155mW/611mW SYS5V 3360mW/3523mW
02-11-2025 09:26:01 RAM 9189/30991MB (lfb 2356x4MB) SWAP 0/15495MB (cached 0MB) CPU [8%@2263,8%@2263,8%@2263,0%@2264,0%@2264,0%@2262,0%@2264,0%@2263] EMC_FREQ 1%@2133 GR3D_FREQ 0%@[1377] VIC_FREQ 115 APE 150 AUX@46.5C CPU@48C thermal@47.25C Tboard@47C AO@46.5C GPU@47.5C Tdiode@49.25C PMIC@50C GPU 933mW/2876mW CPU 1243mW/3252mW SOC 2642mW/2949mW CV 0mW/-7mW VDDRQ 310mW/603mW SYS5V 3360mW/3519mW
02-11-2025 09:26:01 RAM 9189/30991MB (lfb 2356x4MB) SWAP 0/15495MB (cached 0MB) CPU [8%@2264,0%@2268,0%@2264,8%@2264,0%@2262,0%@2264,0%@2263,8%@2262] EMC_FREQ 1%@2133 GR3D_FREQ 0%@[1377] VIC_FREQ 115 APE 150 AUX@46.5C CPU@48C thermal@47.25C Tboard@47C AO@46.5C GPU@47.5C Tdiode@49.25C PMIC@50C GPU 933mW/2828mW CPU 1088mW/3199mW SOC 2642mW/2941mW CV 0mW/-7mW VDDRQ 155mW/592mW SYS5V 3360mW/3515mW
02-11-2025 09:26:01 RAM 9189/30991MB (lfb 2356x4MB) SWAP 0/15495MB (cached 0MB) CPU [8%@2264,7%@2264,0%@2264,0%@2263,0%@2264,0%@2263,0%@2258,0%@2264] EMC_FREQ 1%@2133 GR3D_FREQ 0%@[1377] VIC_FREQ 115 APE 150 AUX@46.5C CPU@47.5C thermal@47.25C Tboard@47C AO@46.5C GPU@47.5C Tdiode@49.25C PMIC@50C GPU 932mW/2783mW CPU 1088mW/3149mW SOC 2642mW/2934mW CV 0mW/-7mW VDDRQ 155mW/582mW SYS5V 3360mW/3511mW
02-11-2025 09:26:01 RAM 9189/30991MB (lfb 2356x4MB) SWAP 0/15495MB (cached 0MB) CPU [0%@2262,0%@2259,0%@2264,21%@2264,0%@2265,0%@2263,0%@2261,0%@2261] EMC_FREQ 1%@2133 GR3D_FREQ 0%@[1377] VIC_FREQ 115 APE 150 AUX@47C CPU@47.5C thermal@47.25C Tboard@47C AO@46.5C GPU@47.5C Tdiode@49.25C PMIC@50C GPU 932mW/2740mW CPU 1088mW/3101mW SOC 2642mW/2927mW CV -310mW/-14mW VDDRQ 310mW/575mW SYS5V 3360mW/3507mW
02-11-2025 09:26:01 RAM 9189/30991MB (lfb 2356x4MB) SWAP 0/15495MB (cached 0MB) CPU [0%@2263,0%@2263,0%@2266,0%@2264,0%@2263,0%@2269,0%@2263,0%@2264] EMC_FREQ 1%@2133 GR3D_FREQ 0%@[1377] VIC_FREQ 115 APE 150 AUX@46.5C CPU@48C thermal@47.25C Tboard@47C AO@46.5C GPU@47.5C Tdiode@49.25C PMIC@50C GPU 932mW/2699mW CPU 1088mW/3055mW SOC 2642mW/2921mW CV 0mW/-14mW VDDRQ 155mW/566mW SYS5V 3360mW/3504mW
02-11-2025 09:26:01 RAM 9189/30991MB (lfb 2356x4MB) SWAP 0/15495MB (cached 0MB) CPU [9%@2267,15%@2266,0%@2257,30%@2264,46%@2263,15%@2263,0%@2260,0%@2263] EMC_FREQ 1%@2133 GR3D_FREQ 0%@[1377] VIC_FREQ 115 APE 150 AUX@47C CPU@48C thermal@47.25C Tboard@47C AO@46.5C GPU@47.5C Tdiode@49.25C PMIC@50C GPU 932mW/2660mW CPU 1399mW/3018mW SOC 2642mW/2915mW CV 0mW/-13mW VDDRQ 310mW/560mW SYS5V 3360mW/3501mW
