02-19-2025 10:19:26 RAM 11325/30991MB (lfb 2941x4MB) SWAP 0/15495MB (cached 0MB) CPU [41%@2264,76%@2264,66%@2264,28%@2265,36%@2264,100%@2264,75%@2265,35%@2264] EMC_FREQ 4%@2133 GR3D_FREQ 35%@[1377] VIC_FREQ 115 APE 150 AUX@47.5C CPU@50.5C thermal@48.1C Tboard@47C AO@47C GPU@49.5C Tdiode@50C PMIC@50C GPU 2791mW/2791mW CPU 4031mW/4031mW SOC 2946mW/2946mW CV 0mW/0mW VDDRQ 620mW/620mW SYS5V 3560mW/3560mW
02-19-2025 10:19:26 RAM 11314/30991MB (lfb 2941x4MB) SWAP 0/15495MB (cached 0MB) CPU [83%@2265,41%@2265,75%@2265,46%@2265,30%@2264,91%@2264,92%@2265,41%@2263] EMC_FREQ 5%@2133 GR3D_FREQ 36%@[1377] VIC_FREQ 115 APE 150 AUX@47.5C CPU@51C thermal@48.1C Tboard@47C AO@47C GPU@50C Tdiode@50C PMIC@50C GPU 3407mW/3099mW CPU 4956mW/4493mW SOC 3097mW/3021mW CV 0mW/0mW VDDRQ 774mW/697mW SYS5V 3640mW/3600mW
02-19-2025 10:19:26 RAM 11298/30991MB (lfb 2941x4MB) SWAP 0/15495MB (cached 0MB) CPU [53%@2263,46%@2264,60%@2264,75%@2264,30%@2264,64%@2264,66%@2265,33%@2269] EMC_FREQ 7%@2133 GR3D_FREQ 48%@[1377] VIC_FREQ 115 APE 150 AUX@47.5C CPU@51C thermal@48.1C Tboard@47C AO@47.5C GPU@50C Tdiode@50.25C PMIC@50C GPU 4023mW/3407mW CPU 5571mW/4852mW SOC 3249mW/3097mW CV 0mW/0mW VDDRQ 928mW/774mW SYS5V 3680mW/3626mW
02-19-2025 10:19:27 RAM 11291/30991MB (lfb 2941x4MB) SWAP 0/15495MB (cached 0MB) CPU [20%@2265,50%@2263,25%@2265,45%@2265,41%@2263,50%@2269,41%@2257,50%@2264] EMC_FREQ 8%@2133 GR3D_FREQ 33%@[1377] VIC_FREQ 115 APE 150 AUX@47.5C CPU@51C thermal@49.3C Tboard@47C AO@47.5C GPU@50C Tdiode@50.25C PMIC@50C GPU 4640mW/3715mW CPU 5568mW/5031mW SOC 3404mW/3174mW CV 0mW/0mW VDDRQ 1082mW/851mW SYS5V 3720mW/3650mW
02-19-2025 10:19:27 RAM 11294/30991MB (lfb 2941x4MB) SWAP 0/15495MB (cached 0MB) CPU [50%@2264,81%@2266,8%@2264,57%@2264,66%@2264,69%@2263,25%@2265,16%@2265] EMC_FREQ 10%@2133 GR3D_FREQ 33%@[1377] VIC_FREQ 115 APE 150 AUX@47.5C CPU@51C thermal@49.3C Tboard@47C AO@47C GPU@50C Tdiode@50.25C PMIC@50C GPU 5102mW/3992mW CPU 5721mW/5169mW SOC 3401mW/3219mW CV 0mW/0mW VDDRQ 1082mW/897mW SYS5V 3760mW/3672mW
02-19-2025 10:19:27 RAM 11293/30991MB (lfb 2941x4MB) SWAP 0/15495MB (cached 0MB) CPU [25%@2263,63%@2264,25%@2264,36%@2263,38%@2262,33%@2264,38%@2263,33%@2262] EMC_FREQ 11%@2133 GR3D_FREQ 33%@[1377] VIC_FREQ 115 APE 150 AUX@47.5C CPU@51C thermal@49.3C Tboard@47C AO@47.5C GPU@50C Tdiode@50.25C PMIC@50C GPU 5411mW/4229mW CPU 5409mW/5209mW SOC 3556mW/3275mW CV 0mW/0mW VDDRQ 1236mW/953mW SYS5V 3800mW/3693mW
02-19-2025 10:19:27 RAM 11294/30991MB (lfb 2941x4MB) SWAP 0/15495MB (cached 0MB) CPU [8%@2264,30%@2259,0%@2264,38%@2265,41%@2264,50%@2264,41%@2258,46%@2265] EMC_FREQ 12%@2133 GR3D_FREQ 44%@[1377] VIC_FREQ 115 APE 150 AUX@47.5C CPU@51C thermal@49.3C Tboard@47C AO@47.5C GPU@50C Tdiode@50.5C PMIC@50C GPU 5721mW/4442mW CPU 5255mW/5215mW SOC 3556mW/3315mW CV 0mW/0mW VDDRQ 1236mW/994mW SYS5V 3840mW/3714mW
02-19-2025 10:19:27 RAM 11294/30991MB (lfb 2941x4MB) SWAP 0/15495MB (cached 0MB) CPU [16%@2263,0%@2264,50%@2264,58%@2263,41%@2264,25%@2261,41%@2264,50%@2264] EMC_FREQ 13%@2133 GR3D_FREQ 38%@[1377] VIC_FREQ 115 APE 150 AUX@48C CPU@51C thermal@49.3C Tboard@47C AO@47.5C GPU@50.5C Tdiode@50.5C PMIC@50C GPU 6027mW/4640mW CPU 5100mW/5201mW SOC 3554mW/3345mW CV 0mW/0mW VDDRQ 1236mW/1024mW SYS5V 3840mW/3730mW
02-19-2025 10:19:27 RAM 11295/30991MB (lfb 2941x4MB) SWAP 0/15495MB (cached 0MB) CPU [41%@2262,66%@2265,7%@2264,33%@2265,38%@2264,30%@2263,36%@2261,35%@2261] EMC_FREQ 14%@2133 GR3D_FREQ 34%@[1377] VIC_FREQ 115 APE 150 AUX@48C CPU@51C thermal@49.3C Tboard@47C AO@47.5C GPU@50.5C Tdiode@50.25C PMIC@50C GPU 6182mW/4811mW CPU 4945mW/5172mW SOC 3556mW/3368mW CV 0mW/0mW VDDRQ 1236mW/1047mW SYS5V 3840mW/3742mW
02-19-2025 10:19:27 RAM 11295/30991MB (lfb 2941x4MB) SWAP 0/15495MB (cached 0MB) CPU [81%@2265,25%@2264,0%@2265,46%@2265,8%@2265,36%@2265,38%@2263,38%@2262] EMC_FREQ 15%@2133 GR3D_FREQ 38%@[1377] VIC_FREQ 115 APE 150 AUX@47.5C CPU@51C thermal@49.3C Tboard@47C AO@47.5C GPU@50.5C Tdiode@50.25C PMIC@50C GPU 6336mW/4964mW CPU 4945mW/5150mW SOC 3554mW/3387mW CV 0mW/0mW VDDRQ 1236mW/1066mW SYS5V 3840mW/3752mW
02-19-2025 10:19:27 RAM 11294/30991MB (lfb 2941x4MB) SWAP 0/15495MB (cached 0MB) CPU [58%@2263,50%@2263,0%@2264,33%@2264,7%@2263,38%@2263,41%@2263,20%@2263] EMC_FREQ 16%@2133 GR3D_FREQ 34%@[1377] VIC_FREQ 115 APE 150 AUX@47.5C CPU@51C thermal@49.3C Tboard@47C AO@47.5C GPU@50C Tdiode@50.75C PMIC@50C GPU 6491mW/5102mW CPU 4791mW/5117mW SOC 3709mW/3416mW CV 0mW/0mW VDDRQ 1236mW/1082mW SYS5V 3840mW/3760mW
