02-19-2025 09:39:54 RAM 10949/30991MB (lfb 3076x4MB) SWAP 0/15495MB (cached 0MB) CPU [60%@2264,69%@2265,33%@2264,18%@2266,33%@2266,23%@2265,90%@2265,61%@2264] EMC_FREQ 4%@2133 GR3D_FREQ 33%@[1377] VIC_FREQ 115 APE 150 AUX@46.5C CPU@50.5C thermal@47.4C Tboard@47C AO@46.5C GPU@49C Tdiode@49.5C PMIC@50C GPU 2946mW/2946mW CPU 4185mW/4185mW SOC 2945mW/2945mW CV 0mW/0mW VDDRQ 620mW/620mW SYS5V 3560mW/3560mW
02-19-2025 09:39:54 RAM 10952/30991MB (lfb 3076x4MB) SWAP 0/15495MB (cached 0MB) CPU [58%@2259,41%@2264,66%@2262,42%@2257,53%@2262,33%@2265,61%@2263,66%@2263] EMC_FREQ 5%@2133 GR3D_FREQ 47%@[1377] VIC_FREQ 115 APE 150 AUX@46.5C CPU@50.5C thermal@47.4C Tboard@47C AO@46.5C GPU@49C Tdiode@49.5C PMIC@50C GPU 3562mW/3254mW CPU 4801mW/4493mW SOC 3097mW/3021mW CV 0mW/0mW VDDRQ 774mW/697mW SYS5V 3600mW/3580mW
02-19-2025 09:39:54 RAM 10950/30991MB (lfb 3076x4MB) SWAP 0/15495MB (cached 0MB) CPU [50%@2264,36%@2265,84%@2263,58%@2268,72%@2264,46%@2264,33%@2264,50%@2263] EMC_FREQ 6%@2133 GR3D_FREQ 20%@[1377] VIC_FREQ 115 APE 150 AUX@47C CPU@50C thermal@47.4C Tboard@47C AO@46.5C GPU@49C Tdiode@49.75C PMIC@50C GPU 4180mW/3562mW CPU 5263mW/4749mW SOC 3251mW/3097mW CV 0mW/0mW VDDRQ 928mW/774mW SYS5V 3640mW/3600mW
02-19-2025 09:39:54 RAM 10957/30991MB (lfb 3076x4MB) SWAP 0/15495MB (cached 0MB) CPU [36%@2264,46%@2264,61%@2265,61%@2264,57%@2264,41%@2264,50%@2265,50%@2264] EMC_FREQ 7%@2133 GR3D_FREQ 33%@[1377] VIC_FREQ 115 APE 150 AUX@47C CPU@50.5C thermal@47.4C Tboard@47C AO@46.5C GPU@49.5C Tdiode@49.75C PMIC@50C GPU 4642mW/3832mW CPU 5568mW/4954mW SOC 3248mW/3135mW CV 0mW/0mW VDDRQ 928mW/812mW SYS5V 3720mW/3630mW
02-19-2025 09:39:54 RAM 10957/30991MB (lfb 3076x4MB) SWAP 0/15495MB (cached 0MB) CPU [46%@2265,46%@2265,90%@2264,66%@2264,42%@2264,41%@2264,53%@2264,54%@2265] EMC_FREQ 8%@2133 GR3D_FREQ 21%@[1377] VIC_FREQ 115 APE 150 AUX@47C CPU@50.5C thermal@47.4C Tboard@47C AO@46.5C GPU@49.5C Tdiode@49.75C PMIC@50C GPU 4795mW/4025mW CPU 5721mW/5107mW SOC 3403mW/3188mW CV 0mW/0mW VDDRQ 927mW/835mW SYS5V 3720mW/3648mW
02-19-2025 09:39:54 RAM 10961/30991MB (lfb 3076x4MB) SWAP 0/15495MB (cached 0MB) CPU [57%@2264,35%@2263,63%@2257,75%@2264,46%@2263,66%@2264,46%@2262,41%@2264] EMC_FREQ 9%@2133 GR3D_FREQ 32%@[1377] VIC_FREQ 115 APE 150 AUX@47C CPU@50C thermal@47.4C Tboard@47C AO@47C GPU@49C Tdiode@49.75C PMIC@50C GPU 4947mW/4178mW CPU 5875mW/5235mW SOC 3401mW/3224mW CV 0mW/0mW VDDRQ 1082mW/876mW SYS5V 3760mW/3666mW
02-19-2025 09:39:54 RAM 10961/30991MB (lfb 3076x4MB) SWAP 0/15495MB (cached 0MB) CPU [36%@2264,63%@2263,50%@2262,46%@2264,58%@2265,33%@2265,57%@2263,45%@2265] EMC_FREQ 10%@2133 GR3D_FREQ 32%@[1377] VIC_FREQ 115 APE 150 AUX@47C CPU@50.5C thermal@47.4C Tboard@47C AO@47C GPU@49.5C Tdiode@49.75C PMIC@50C GPU 5257mW/4332mW CPU 5875mW/5326mW SOC 3401mW/3249mW CV 0mW/0mW VDDRQ 1081mW/905mW SYS5V 3760mW/3680mW
02-19-2025 09:39:54 RAM 10964/30991MB (lfb 3076x4MB) SWAP 0/15495MB (cached 0MB) CPU [64%@2265,46%@2265,66%@2264,61%@2265,36%@2263,46%@2263,45%@2262,50%@2265] EMC_FREQ 11%@2133 GR3D_FREQ 18%@[1377] VIC_FREQ 115 APE 150 AUX@47C CPU@50.5C thermal@47.4C Tboard@47C AO@47C GPU@49.5C Tdiode@49.75C PMIC@50C GPU 5257mW/4448mW CPU 6027mW/5414mW SOC 3401mW/3268mW CV 0mW/0mW VDDRQ 1081mW/927mW SYS5V 3760mW/3690mW
02-19-2025 09:39:55 RAM 10968/30991MB (lfb 3076x4MB) SWAP 0/15495MB (cached 0MB) CPU [63%@2265,45%@2265,46%@2261,53%@2264,66%@2265,41%@2265,58%@2265,50%@2264] EMC_FREQ 12%@2133 GR3D_FREQ 38%@[1377] VIC_FREQ 115 APE 150 AUX@47C CPU@51C thermal@48.8C Tboard@47C AO@47C GPU@49.5C Tdiode@49.75C PMIC@50C GPU 5411mW/4555mW CPU 6182mW/5499mW SOC 3400mW/3283mW CV 0mW/0mW VDDRQ 1081mW/944mW SYS5V 3760mW/3697mW
02-19-2025 09:39:55 RAM 10967/30991MB (lfb 3076x4MB) SWAP 0/15495MB (cached 0MB) CPU [66%@2263,46%@2265,23%@2265,23%@2263,45%@2263,66%@2264,75%@2264,50%@2264] EMC_FREQ 12%@2133 GR3D_FREQ 33%@[1377] VIC_FREQ 115 APE 150 AUX@47C CPU@50.5C thermal@48.8C Tboard@47C AO@47C GPU@49.5C Tdiode@49.75C PMIC@50C GPU 5564mW/4656mW CPU 6182mW/5567mW SOC 3554mW/3310mW CV 0mW/0mW VDDRQ 1081mW/958mW SYS5V 3760mW/3704mW
02-19-2025 09:39:55 RAM 10970/30991MB (lfb 3076x4MB) SWAP 0/15495MB (cached 0MB) CPU [54%@2264,45%@2264,63%@2258,41%@2265,36%@2265,53%@2264,83%@2265,46%@2263] EMC_FREQ 13%@2133 GR3D_FREQ 21%@[1377] VIC_FREQ 115 APE 150 AUX@47C CPU@50.5C thermal@48.8C Tboard@47C AO@47C GPU@49.5C Tdiode@50C PMIC@50C GPU 5564mW/4738mW CPU 6182mW/5623mW SOC 3554mW/3332mW CV 0mW/0mW VDDRQ 1081mW/969mW SYS5V 3760mW/3709mW
