02-07-2025 09:48:16 RAM 8346/30991MB (lfb 2860x4MB) SWAP 0/15495MB (cached 0MB) CPU [69%@2264,78%@2265,100%@2266,81%@2265,76%@2264,100%@2265,84%@2265,83%@2264] EMC_FREQ 5%@2133 GR3D_FREQ 29%@[1377] VIC_FREQ 1036 APE 150 AUX@47C CPU@51C thermal@47.6C Tboard@47C AO@47C GPU@49C Tdiode@49.75C PMIC@50C GPU 2945mW/2945mW CPU 6045mW/6045mW SOC 3100mW/3100mW CV 0mW/0mW VDDRQ 774mW/774mW SYS5V 3560mW/3560mW
02-07-2025 09:48:17 RAM 8368/30991MB (lfb 2859x4MB) SWAP 0/15495MB (cached 0MB) CPU [30%@2264,15%@2262,75%@2264,50%@2265,45%@2264,38%@2264,54%@2261,36%@2264] EMC_FREQ 14%@2133 GR3D_FREQ 35%@[1377] VIC_FREQ 1036 APE 150 AUX@47.5C CPU@50.5C thermal@48.8C Tboard@47C AO@47C GPU@49.5C Tdiode@50C PMIC@50C GPU 5725mW/4835mW CPU 5725mW/6408mW SOC 3404mW/3352mW CV 0mW/0mW VDDRQ 1083mW/1031mW SYS5V 3760mW/3713mW
02-07-2025 09:48:17 RAM 8369/30991MB (lfb 2859x4MB) SWAP 0/15495MB (cached 0MB) CPU [61%@2264,18%@2261,53%@2264,66%@2264,25%@2264,46%@2263,36%@2264,46%@2262] EMC_FREQ 14%@2133 GR3D_FREQ 29%@[1377] VIC_FREQ 1036 APE 150 AUX@47.5C CPU@50.5C thermal@48.8C Tboard@47C AO@47C GPU@49.5C Tdiode@50C PMIC@50C GPU 5571mW/4892mW CPU 5571mW/6344mW SOC 3405mW/3356mW CV 0mW/0mW VDDRQ 1083mW/1035mW SYS5V 3720mW/3713mW
02-07-2025 09:48:17 RAM 8372/30991MB (lfb 2859x4MB) SWAP 0/15495MB (cached 0MB) CPU [60%@2265,76%@2264,18%@2267,38%@2264,33%@2266,16%@2265,25%@2264,41%@2265] EMC_FREQ 14%@2133 GR3D_FREQ 30%@[1377] VIC_FREQ 1036 APE 150 AUX@47.5C CPU@50.5C thermal@48.8C Tboard@47C AO@47.5C GPU@50C Tdiode@50C PMIC@50C GPU 5725mW/4951mW CPU 5571mW/6289mW SOC 3404mW/3360mW CV 0mW/0mW VDDRQ 1083mW/1038mW SYS5V 3720mW/3714mW
02-07-2025 09:48:18 RAM 8374/30991MB (lfb 2859x4MB) SWAP 0/15495MB (cached 0MB) CPU [46%@2264,61%@2261,38%@2265,53%@2264,0%@2265,33%@2265,46%@2263,58%@2264] EMC_FREQ 15%@2133 GR3D_FREQ 39%@[1377] VIC_FREQ 1036 APE 150 AUX@47.5C CPU@50.5C thermal@48.8C Tboard@47C AO@47.5C GPU@49.5C Tdiode@50C PMIC@50C GPU 5725mW/5003mW CPU 5416mW/6230mW SOC 3404mW/3363mW CV 0mW/0mW VDDRQ 1083mW/1041mW SYS5V 3720mW/3714mW
02-07-2025 09:48:18 RAM 8379/30991MB (lfb 2859x4MB) SWAP 0/15495MB (cached 0MB) CPU [63%@2264,81%@2265,66%@2264,61%@2263,9%@2263,38%@2264,7%@2264,0%@2264] EMC_FREQ 15%@2133 GR3D_FREQ 34%@[1377] VIC_FREQ 1036 APE 150 AUX@47.5C CPU@50.5C thermal@48.8C Tboard@47C AO@47.5C GPU@50C Tdiode@50C PMIC@50C GPU 5725mW/5048mW CPU 5416mW/6180mW SOC 3404mW/3365mW CV 0mW/0mW VDDRQ 1083mW/1044mW SYS5V 3720mW/3715mW
02-07-2025 09:48:18 RAM 8386/30991MB (lfb 2859x4MB) SWAP 0/15495MB (cached 0MB) CPU [57%@2264,41%@2264,25%@2264,33%@2263,66%@2260,33%@2266,50%@2259,41%@2264] EMC_FREQ 15%@2133 GR3D_FREQ 32%@[1377] VIC_FREQ 1036 APE 150 AUX@47.5C CPU@50.5C thermal@48.8C Tboard@47C AO@47.5C GPU@49.5C Tdiode@50C PMIC@50C GPU 5725mW/5088mW CPU 5416mW/6135mW SOC 3404mW/3367mW CV 0mW/0mW VDDRQ 1083mW/1046mW SYS5V 3720mW/3715mW
02-07-2025 09:48:18 RAM 8386/30991MB (lfb 2859x4MB) SWAP 0/15495MB (cached 0MB) CPU [25%@2263,16%@2263,50%@2264,36%@2264,25%@2265,53%@2264,54%@2261,58%@2265] EMC_FREQ 15%@2133 GR3D_FREQ 28%@[1377] VIC_FREQ 1036 APE 150 AUX@47.5C CPU@50.5C thermal@48.8C Tboard@47C AO@47.5C GPU@50C Tdiode@50.25C PMIC@50C GPU 5728mW/5123mW CPU 5263mW/6086mW SOC 3405mW/3370mW CV 0mW/0mW VDDRQ 1083mW/1048mW SYS5V 3720mW/3715mW
02-07-2025 09:48:18 RAM 8398/30991MB (lfb 2859x4MB) SWAP 0/15495MB (cached 0MB) CPU [81%@2265,10%@2260,38%@2259,33%@2266,46%@2263,33%@2264,72%@2264,41%@2264] EMC_FREQ 15%@2133 GR3D_FREQ 20%@[1377] VIC_FREQ 1036 APE 150 AUX@47.5C CPU@51C thermal@48.8C Tboard@47C AO@47.5C GPU@50C Tdiode@50.25C PMIC@50C GPU 5725mW/5155mW CPU 5416mW/6051mW SOC 3404mW/3371mW CV 0mW/0mW VDDRQ 1083mW/1050mW SYS5V 3760mW/3717mW
02-07-2025 09:48:18 RAM 8393/30991MB (lfb 2859x4MB) SWAP 0/15495MB (cached 0MB) CPU [53%@2264,46%@2263,90%@2263,28%@2263,28%@2264,8%@2263,45%@2264,83%@2267] EMC_FREQ 16%@2133 GR3D_FREQ 32%@[1377] VIC_FREQ 1036 APE 150 AUX@47C CPU@51C thermal@49.3C Tboard@47C AO@47.5C GPU@50C Tdiode@50.25C PMIC@50C GPU 5880mW/5191mW CPU 5416mW/6019mW SOC 3404mW/3373mW CV 0mW/0mW VDDRQ 1083mW/1051mW SYS5V 3760mW/3720mW
02-07-2025 09:48:18 RAM 8394/30991MB (lfb 2859x4MB) SWAP 0/15495MB (cached 0MB) CPU [30%@2265,25%@2263,38%@2265,36%@2264,70%@2264,63%@2264,35%@2264,18%@2264] EMC_FREQ 16%@2133 GR3D_FREQ 32%@[1377] VIC_FREQ 1036 APE 150 AUX@47.5C CPU@50.5C thermal@49.3C Tboard@47C AO@47.5C GPU@50C Tdiode@50.25C PMIC@50C GPU 5880mW/5224mW CPU 5416mW/5990mW SOC 3404mW/3374mW CV 0mW/0mW VDDRQ 1083mW/1053mW SYS5V 3720mW/3720mW
02-07-2025 09:48:18 RAM 8398/30991MB (lfb 2859x4MB) SWAP 0/15495MB (cached 0MB) CPU [58%@2264,66%@2262,36%@2265,25%@2266,18%@2265,38%@2265,53%@2264,30%@2265] EMC_FREQ 16%@2133 GR3D_FREQ 31%@[1377] VIC_FREQ 1036 APE 150 AUX@47C CPU@50.5C thermal@49.3C Tboard@47C AO@47.5C GPU@50C Tdiode@50.25C PMIC@50C GPU 5880mW/5254mW CPU 5416mW/5964mW SOC 3404mW/3376mW CV 0mW/0mW VDDRQ 1083mW/1054mW SYS5V 3720mW/3720mW
02-07-2025 09:48:19 RAM 8400/30991MB (lfb 2859x4MB) SWAP 0/15495MB (cached 0MB) CPU [61%@2265,25%@2264,84%@2264,8%@2264,46%@2262,66%@2265,41%@2257,36%@2262] EMC_FREQ 16%@2133 GR3D_FREQ 32%@[1377] VIC_FREQ 1036 APE 150 AUX@47.5C CPU@50.5C thermal@49.3C Tboard@47C AO@47.5C GPU@50C Tdiode@50.25C PMIC@50C GPU 5880mW/5281mW CPU 5416mW/5940mW SOC 3404mW/3377mW CV 0mW/0mW VDDRQ 1083mW/1055mW SYS5V 3760mW/3721mW
02-07-2025 09:48:19 RAM 8405/30991MB (lfb 2859x4MB) SWAP 0/15495MB (cached 0MB) CPU [27%@2265,33%@2265,50%@2264,46%@2264,72%@2264,8%@2264,41%@2262,33%@2264] EMC_FREQ 16%@2133 GR3D_FREQ 29%@[1377] VIC_FREQ 1036 APE 150 AUX@47C CPU@50.5C thermal@49.3C Tboard@47C AO@47.5C GPU@50C Tdiode@50.25C PMIC@50C GPU 5880mW/5306mW CPU 5416mW/5918mW SOC 3404mW/3378mW CV 0mW/0mW VDDRQ 1083mW/1057mW SYS5V 3760mW/3723mW
02-07-2025 09:48:19 RAM 8406/30991MB (lfb 2859x4MB) SWAP 0/15495MB (cached 0MB) CPU [61%@2264,75%@2265,23%@2255,8%@2263,63%@2262,33%@2261,41%@2264,41%@2265] EMC_FREQ 17%@2133 GR3D_FREQ 25%@[1377] VIC_FREQ 1036 APE 150 AUX@47.5C CPU@51C thermal@49.3C Tboard@47C AO@47.5C GPU@50C Tdiode@50.25C PMIC@50C GPU 5880mW/5329mW CPU 5416mW/5898mW SOC 3404mW/3379mW CV 0mW/0mW VDDRQ 1083mW/1058mW SYS5V 3760mW/3724mW
02-07-2025 09:48:19 RAM 8412/30991MB (lfb 2859x4MB) SWAP 0/15495MB (cached 0MB) CPU [53%@2262,30%@2267,38%@2264,23%@2265,41%@2265,76%@2269,41%@2268,71%@2264] EMC_FREQ 17%@2133 GR3D_FREQ 43%@[1377] VIC_FREQ 1036 APE 150 AUX@47.5C CPU@51C thermal@49.3C Tboard@47C AO@47.5C GPU@50C Tdiode@50.25C PMIC@50C GPU 6035mW/5356mW CPU 5416mW/5880mW SOC 3404mW/3380mW CV 0mW/0mW VDDRQ 1083mW/1059mW SYS5V 3760mW/3726mW
02-07-2025 09:48:19 RAM 8415/30991MB (lfb 2859x4MB) SWAP 0/15495MB (cached 0MB) CPU [50%@2263,41%@2264,58%@2264,81%@2264,33%@2264,21%@2264,45%@2264,50%@2264] EMC_FREQ 17%@2133 GR3D_FREQ 43%@[1377] VIC_FREQ 1036 APE 150 AUX@47.5C CPU@51C thermal@49.3C Tboard@47C AO@47.5C GPU@50C Tdiode@50.25C PMIC@50C GPU 6035mW/5381mW CPU 5571mW/5868mW SOC 3404mW/3381mW CV 0mW/0mW VDDRQ 1083mW/1059mW SYS5V 3760mW/3727mW
02-07-2025 09:48:19 RAM 8416/30991MB (lfb 2859x4MB) SWAP 0/15495MB (cached 0MB) CPU [33%@2260,33%@2263,41%@2262,84%@2265,36%@2264,9%@2264,27%@2264,66%@2262] EMC_FREQ 17%@2133 GR3D_FREQ 28%@[1377] VIC_FREQ 1036 APE 150 AUX@47.5C CPU@51C thermal@49.3C Tboard@47C AO@47.5C GPU@50C Tdiode@50.5C PMIC@50C GPU 6035mW/5404mW CPU 5571mW/5858mW SOC 3559mW/3387mW CV 0mW/0mW VDDRQ 1083mW/1060mW SYS5V 3760mW/3728mW
02-07-2025 09:48:19 RAM 8417/30991MB (lfb 2859x4MB) SWAP 0/15495MB (cached 0MB) CPU [58%@2263,50%@2265,25%@2264,81%@2264,58%@2264,46%@2261,16%@2263,28%@2265] EMC_FREQ 17%@2133 GR3D_FREQ 41%@[1377] VIC_FREQ 1036 APE 150 AUX@47.5C CPU@50.5C thermal@49.1C Tboard@47C AO@47.5C GPU@50C Tdiode@50.5C PMIC@50C GPU 6035mW/5426mW CPU 5571mW/5848mW SOC 3559mW/3393mW CV 0mW/0mW VDDRQ 1083mW/1061mW SYS5V 3760mW/3729mW
02-07-2025 09:48:19 RAM 8420/30991MB (lfb 2859x4MB) SWAP 0/15495MB (cached 0MB) CPU [50%@2264,46%@2262,54%@2264,81%@2266,8%@2267,20%@2264,0%@2270,27%@2264] EMC_FREQ 17%@2133 GR3D_FREQ 32%@[1377] VIC_FREQ 1036 APE 150 AUX@47.5C CPU@50.5C thermal@49.1C Tboard@47C AO@47.5C GPU@49.5C Tdiode@50.25C PMIC@50C GPU 5725mW/5436mW CPU 5416mW/5833mW SOC 3404mW/3393mW CV 0mW/0mW VDDRQ 1083mW/1062mW SYS5V 3720mW/3729mW
02-07-2025 09:48:20 RAM 8424/30991MB (lfb 2859x4MB) SWAP 0/15495MB (cached 0MB) CPU [25%@2262,41%@2264,33%@2265,66%@2260,33%@2264,38%@2264,8%@2265,16%@2264] EMC_FREQ 16%@2133 GR3D_FREQ 1%@[1377] VIC_FREQ 1036 APE 150 AUX@47.5C CPU@50.5C thermal@49.1C Tboard@47C AO@47.5C GPU@49.5C Tdiode@50.25C PMIC@50C GPU 5263mW/5430mW CPU 5108mW/5810mW SOC 3405mW/3394mW CV 0mW/0mW VDDRQ 928mW/1057mW SYS5V 3720mW/3729mW
02-07-2025 09:48:20 RAM 8421/30991MB (lfb 2859x4MB) SWAP 0/15495MB (cached 0MB) CPU [30%@2263,41%@2264,15%@2264,7%@2264,66%@2263,50%@2269,30%@2264,33%@2264] EMC_FREQ 16%@2133 GR3D_FREQ 32%@[1377] VIC_FREQ 1036 APE 150 AUX@47.5C CPU@50.5C thermal@49.1C Tboard@47C AO@47.5C GPU@49.5C Tdiode@50.25C PMIC@50C GPU 4801mW/5411mW CPU 4956mW/5783mW SOC 3252mW/3389mW CV 0mW/0mW VDDRQ 929mW/1053mW SYS5V 3680mW/3727mW
02-07-2025 09:48:20 RAM 8422/30991MB (lfb 2859x4MB) SWAP 0/15495MB (cached 0MB) CPU [16%@2265,8%@2262,25%@2263,41%@2264,50%@2261,46%@2263,18%@2267,66%@2263] EMC_FREQ 15%@2133 GR3D_FREQ 31%@[1377] VIC_FREQ 1036 APE 150 AUX@47.5C CPU@50.5C thermal@49.1C Tboard@47C AO@47.5C GPU@49.5C Tdiode@50.25C PMIC@50C GPU 4493mW/5383mW CPU 4803mW/5754mW SOC 3253mW/3385mW CV 0mW/0mW VDDRQ 929mW/1050mW SYS5V 3640mW/3724mW
02-07-2025 09:48:20 RAM 8426/30991MB (lfb 2859x4MB) SWAP 0/15495MB (cached 0MB) CPU [8%@2265,15%@2262,41%@2261,54%@2263,45%@2264,50%@2265,23%@2262,38%@2264] EMC_FREQ 15%@2133 GR3D_FREQ 0%@[1377] VIC_FREQ 1036 APE 150 AUX@47.5C CPU@50C thermal@49.1C Tboard@47C AO@47C GPU@49C Tdiode@50.25C PMIC@50C GPU 4338mW/5352mW CPU 4648mW/5721mW SOC 3253mW/3381mW CV -309mW/-9mW VDDRQ 929mW/1046mW SYS5V 3640mW/3722mW
02-07-2025 09:48:20 RAM 8423/30991MB (lfb 2859x4MB) SWAP 0/15495MB (cached 0MB) CPU [8%@2263,15%@2270,50%@2264,33%@2262,33%@2264,75%@2265,9%@2267,23%@2260] EMC_FREQ 15%@2133 GR3D_FREQ 31%@[1377] VIC_FREQ 1036 APE 150 AUX@47.5C CPU@50C thermal@49.1C Tboard@47C AO@47C GPU@49.5C Tdiode@50.25C PMIC@50C GPU 4338mW/5323mW CPU 4648mW/5690mW SOC 3253mW/3378mW CV -309mW/-17mW VDDRQ 774mW/1038mW SYS5V 3640mW/3720mW
02-07-2025 09:48:20 RAM 8431/30991MB (lfb 2859x4MB) SWAP 0/15495MB (cached 0MB) CPU [16%@2262,38%@2264,61%@2264,50%@2264,41%@2265,53%@2264,23%@2264,33%@2265] EMC_FREQ 14%@2133 GR3D_FREQ 25%@[1377] VIC_FREQ 1036 APE 150 AUX@47.5C CPU@50.5C thermal@49.1C Tboard@47C AO@47C GPU@49C Tdiode@50.25C PMIC@50C GPU 4183mW/5292mW CPU 4803mW/5666mW SOC 3253mW/3374mW CV 0mW/-17mW VDDRQ 774mW/1031mW SYS5V 3640mW/3717mW
02-07-2025 09:48:20 RAM 8422/30991MB (lfb 2859x4MB) SWAP 0/15495MB (cached 0MB) CPU [64%@2263,38%@2266,27%@2264,50%@2264,36%@2263,10%@2264,18%@2263,18%@2264] EMC_FREQ 14%@2133 GR3D_FREQ 32%@[1377] VIC_FREQ 1036 APE 150 AUX@47.5C CPU@50.5C thermal@49.1C Tboard@47C AO@47.5C GPU@49C Tdiode@50.25C PMIC@50C GPU 4030mW/5257mW CPU 4805mW/5642mW SOC 3098mW/3367mW CV 0mW/-16mW VDDRQ 774mW/1024mW SYS5V 3640mW/3715mW
02-07-2025 09:48:20 RAM 8421/30991MB (lfb 2859x4MB) SWAP 0/15495MB (cached 0MB) CPU [66%@2264,45%@2264,46%@2264,33%@2263,33%@2263,18%@2265,0%@2260,7%@2261] EMC_FREQ 13%@2133 GR3D_FREQ 33%@[1377] VIC_FREQ 1036 APE 150 AUX@47.5C CPU@50C thermal@49.1C Tboard@47C AO@47.5C GPU@49C Tdiode@50C PMIC@50C GPU 3875mW/5221mW CPU 4650mW/5616mW SOC 3100mW/3360mW CV 0mW/-16mW VDDRQ 775mW/1017mW SYS5V 3640mW/3713mW
02-07-2025 09:48:21 RAM 8423/30991MB (lfb 2859x4MB) SWAP 0/15495MB (cached 0MB) CPU [23%@2264,50%@2263,58%@2263,54%@2264,30%@2264,38%@2265,8%@2263,15%@2263] EMC_FREQ 13%@2133 GR3D_FREQ 31%@[1377] VIC_FREQ 1036 APE 150 AUX@47.5C CPU@50C thermal@48.7C Tboard@47C AO@47C GPU@49C Tdiode@50C PMIC@50C GPU 3875mW/5187mW CPU 4495mW/5588mW SOC 3100mW/3353mW CV 0mW/-15mW VDDRQ 775mW/1011mW SYS5V 3600mW/3710mW
02-07-2025 09:48:21 RAM 8424/30991MB (lfb 2859x4MB) SWAP 0/15495MB (cached 0MB) CPU [9%@2264,8%@2263,61%@2262,50%@2259,25%@2263,25%@2265,16%@2267,81%@2265] EMC_FREQ 13%@2133 GR3D_FREQ 16%@[1377] VIC_FREQ 1036 APE 150 AUX@47.5C CPU@50.5C thermal@48.7C Tboard@47C AO@47.5C GPU@49.5C Tdiode@50.25C PMIC@50C GPU 3875mW/5154mW CPU 4495mW/5560mW SOC 3100mW/3347mW CV -310mW/-23mW VDDRQ 775mW/1005mW SYS5V 3600mW/3708mW
02-07-2025 09:48:21 RAM 8425/30991MB (lfb 2859x4MB) SWAP 0/15495MB (cached 0MB) CPU [50%@2265,23%@2265,54%@2263,50%@2265,38%@2264,38%@2261,16%@2263,30%@2265] EMC_FREQ 13%@2133 GR3D_FREQ 33%@[1377] VIC_FREQ 1036 APE 150 AUX@47C CPU@50C thermal@48.7C Tboard@47C AO@47C GPU@49C Tdiode@50.25C PMIC@50C GPU 3875mW/5123mW CPU 4650mW/5538mW SOC 3100mW/3341mW CV 0mW/-22mW VDDRQ 775mW/1000mW SYS5V 3600mW/3705mW
02-07-2025 09:48:21 RAM 8423/30991MB (lfb 2859x4MB) SWAP 0/15495MB (cached 0MB) CPU [9%@2264,21%@2263,50%@2259,46%@2263,27%@2264,76%@2259,16%@2263,25%@2265] EMC_FREQ 13%@2133 GR3D_FREQ 34%@[1377] VIC_FREQ 1036 APE 150 AUX@47.5C CPU@50C thermal@48.7C Tboard@47C AO@47C GPU@49.5C Tdiode@50.25C PMIC@50C GPU 3875mW/5093mW CPU 4650mW/5517mW SOC 3100mW/3335mW CV 0mW/-22mW VDDRQ 775mW/994mW SYS5V 3600mW/3702mW
02-07-2025 09:48:21 RAM 8421/30991MB (lfb 2859x4MB) SWAP 0/15495MB (cached 0MB) CPU [16%@2264,8%@2262,58%@2264,46%@2264,61%@2264,18%@2262,46%@2264,28%@2264] EMC_FREQ 12%@2133 GR3D_FREQ 6%@[1377] VIC_FREQ 1036 APE 150 AUX@47C CPU@50C thermal@48.7C Tboard@47C AO@47.5C GPU@49.5C Tdiode@50.25C PMIC@50C GPU 3721mW/5061mW CPU 4497mW/5493mW SOC 3101mW/3329mW CV 0mW/-21mW VDDRQ 775mW/989mW SYS5V 3600mW/3700mW
02-07-2025 09:48:21 RAM 8421/30991MB (lfb 2859x4MB) SWAP 0/15495MB (cached 0MB) CPU [23%@2267,9%@2262,81%@2264,61%@2264,0%@2263,0%@2265,25%@2264,27%@2264] EMC_FREQ 12%@2133 GR3D_FREQ 32%@[1377] VIC_FREQ 1036 APE 150 AUX@47C CPU@50C thermal@48.7C Tboard@47C AO@47C GPU@49C Tdiode@50C PMIC@50C GPU 3721mW/5030mW CPU 4342mW/5467mW SOC 3101mW/3324mW CV 0mW/-21mW VDDRQ 775mW/984mW SYS5V 3600mW/3698mW
02-07-2025 09:48:21 RAM 8425/30991MB (lfb 2859x4MB) SWAP 0/15495MB (cached 0MB) CPU [35%@2265,21%@2264,63%@2264,54%@2264,30%@2265,0%@2264,30%@2265,41%@2256] EMC_FREQ 12%@2133 GR3D_FREQ 0%@[1377] VIC_FREQ 1036 APE 150 AUX@47C CPU@50C thermal@48.7C Tboard@47C AO@47C GPU@49C Tdiode@50C PMIC@50C GPU 3721mW/5001mW CPU 4342mW/5442mW SOC 3101mW/3319mW CV 0mW/-20mW VDDRQ 775mW/980mW SYS5V 3600mW/3696mW
02-07-2025 09:48:21 RAM 8426/30991MB (lfb 2859x4MB) SWAP 0/15495MB (cached 0MB) CPU [18%@2263,16%@2265,41%@2262,58%@2265,0%@2265,0%@2265,76%@2264,41%@2264] EMC_FREQ 12%@2133 GR3D_FREQ 32%@[1377] VIC_FREQ 1036 APE 150 AUX@47C CPU@50.5C thermal@48.7C Tboard@47C AO@47C GPU@49C Tdiode@50C PMIC@50C GPU 3566mW/4970mW CPU 4342mW/5418mW SOC 3101mW/3314mW CV 0mW/-20mW VDDRQ 775mW/975mW SYS5V 3600mW/3693mW
