02-14-2025 08:42:28 RAM 7817/30991MB (lfb 2701x4MB) SWAP 0/15495MB (cached 0MB) CPU [46%@2263,66%@2264,15%@2264,15%@2262,36%@2262,16%@2260,18%@2264,84%@2264] EMC_FREQ 5%@2133 GR3D_FREQ 33%@[1377] VIC_FREQ 115 APE 150 AUX@48.5C CPU@52C thermal@49.55C Tboard@48C AO@48.5C GPU@50C Tdiode@51.25C PMIC@50C GPU 2169mW/2169mW CPU 5113mW/5113mW SOC 2943mW/2943mW CV 0mW/0mW VDDRQ 619mW/619mW SYS5V 3520mW/3520mW
02-14-2025 08:42:28 RAM 7818/30991MB (lfb 2701x4MB) SWAP 0/15495MB (cached 0MB) CPU [33%@2264,40%@2263,14%@2264,21%@2264,35%@2263,30%@2264,54%@2264,76%@2264] EMC_FREQ 5%@2133 GR3D_FREQ 7%@[1377] VIC_FREQ 115 APE 150 AUX@48.5C CPU@52C thermal@49.85C Tboard@48C AO@48.5C GPU@50C Tdiode@51.25C PMIC@50C GPU 2478mW/2323mW CPU 5111mW/5112mW SOC 2942mW/2942mW CV 0mW/0mW VDDRQ 619mW/619mW SYS5V 3520mW/3520mW
02-14-2025 08:42:28 RAM 7819/30991MB (lfb 2701x4MB) SWAP 0/15495MB (cached 0MB) CPU [50%@2264,61%@2262,9%@2264,25%@2264,23%@2265,38%@2263,25%@2259,72%@2264] EMC_FREQ 5%@2133 GR3D_FREQ 32%@[1377] VIC_FREQ 115 APE 150 AUX@48.5C CPU@52C thermal@49.85C Tboard@48C AO@48.5C GPU@50C Tdiode@51C PMIC@50C GPU 2632mW/2426mW CPU 5111mW/5111mW SOC 2942mW/2942mW CV 0mW/0mW VDDRQ 619mW/619mW SYS5V 3520mW/3520mW
02-14-2025 08:42:28 RAM 7815/30991MB (lfb 2701x4MB) SWAP 0/15495MB (cached 0MB) CPU [27%@2264,42%@2264,61%@2265,54%@2263,50%@2264,41%@2265,38%@2263,54%@2263] EMC_FREQ 6%@2133 GR3D_FREQ 18%@[1377] VIC_FREQ 115 APE 150 AUX@48.5C CPU@52C thermal@49.85C Tboard@48C AO@48.5C GPU@50C Tdiode@51C PMIC@50C GPU 2941mW/2555mW CPU 5573mW/5227mW SOC 3096mW/2980mW CV 0mW/0mW VDDRQ 619mW/619mW SYS5V 3560mW/3530mW
02-14-2025 08:42:29 RAM 7809/30991MB (lfb 2701x4MB) SWAP 0/15495MB (cached 0MB) CPU [46%@2266,45%@2264,66%@2264,58%@2263,41%@2263,20%@2263,40%@2265,57%@2264] EMC_FREQ 6%@2133 GR3D_FREQ 19%@[1377] VIC_FREQ 115 APE 150 AUX@48.5C CPU@52C thermal@49.85C Tboard@48C AO@48.5C GPU@50.5C Tdiode@51C PMIC@50C GPU 3096mW/2663mW CPU 5725mW/5326mW SOC 3096mW/3003mW CV 0mW/0mW VDDRQ 619mW/619mW SYS5V 3560mW/3536mW
02-14-2025 08:42:29 RAM 7809/30991MB (lfb 2701x4MB) SWAP 0/15495MB (cached 0MB) CPU [38%@2263,45%@2264,61%@2264,53%@2263,45%@2263,42%@2264,50%@2265,53%@2264] EMC_FREQ 6%@2133 GR3D_FREQ 4%@[1377] VIC_FREQ 115 APE 150 AUX@49C CPU@52C thermal@49.85C Tboard@48C AO@48C GPU@50C Tdiode@51C PMIC@50C GPU 3096mW/2735mW CPU 5880mW/5418mW SOC 3096mW/3019mW CV 0mW/0mW VDDRQ 619mW/619mW SYS5V 3560mW/3540mW
02-14-2025 08:42:29 RAM 7809/30991MB (lfb 2701x4MB) SWAP 0/15495MB (cached 0MB) CPU [41%@2264,45%@2264,54%@2264,33%@2264,33%@2263,33%@2264,45%@2263,45%@2265] EMC_FREQ 7%@2133 GR3D_FREQ 13%@[1377] VIC_FREQ 115 APE 150 AUX@48.5C CPU@52C thermal@49.85C Tboard@48C AO@48.5C GPU@50C Tdiode@51.25C PMIC@50C GPU 3251mW/2809mW CPU 5880mW/5484mW SOC 3096mW/3030mW CV 0mW/0mW VDDRQ 619mW/619mW SYS5V 3560mW/3542mW
02-14-2025 08:42:29 RAM 7812/30991MB (lfb 2701x4MB) SWAP 0/15495MB (cached 0MB) CPU [54%@2264,64%@2264,54%@2265,66%@2264,61%@2264,53%@2263,53%@2264,63%@2263] EMC_FREQ 7%@2133 GR3D_FREQ 43%@[1377] VIC_FREQ 115 APE 150 AUX@49C CPU@52C thermal@49.85C Tboard@48C AO@48.5C GPU@50C Tdiode@51.25C PMIC@50C GPU 3249mW/2864mW CPU 6035mW/5553mW SOC 3095mW/3038mW CV 0mW/0mW VDDRQ 773mW/638mW SYS5V 3560mW/3545mW
02-14-2025 08:42:29 RAM 7812/30991MB (lfb 2701x4MB) SWAP 0/15495MB (cached 0MB) CPU [53%@2262,36%@2265,50%@2264,50%@2265,41%@2264,58%@2264,58%@2266,36%@2264] EMC_FREQ 7%@2133 GR3D_FREQ 33%@[1377] VIC_FREQ 115 APE 150 AUX@48.5C CPU@52C thermal@49.85C Tboard@48C AO@48.5C GPU@50C Tdiode@51.25C PMIC@50C GPU 3249mW/2906mW CPU 6035mW/5607mW SOC 3095mW/3044mW CV 0mW/0mW VDDRQ 773mW/653mW SYS5V 3600mW/3551mW
02-14-2025 08:42:29 RAM 7813/30991MB (lfb 2701x4MB) SWAP 0/15495MB (cached 0MB) CPU [36%@2264,27%@2259,50%@2264,33%@2264,58%@2270,42%@2261,40%@2264,53%@2264] EMC_FREQ 7%@2133 GR3D_FREQ 1%@[1377] VIC_FREQ 115 APE 150 AUX@48.5C CPU@52C thermal@49.85C Tboard@48C AO@48.5C GPU@50C Tdiode@51.25C PMIC@50C GPU 3404mW/2956mW CPU 5880mW/5634mW SOC 3095mW/3049mW CV -309mW/-30mW VDDRQ 773mW/665mW SYS5V 3600mW/3556mW
02-14-2025 08:42:29 RAM 7812/30991MB (lfb 2701x4MB) SWAP 0/15495MB (cached 0MB) CPU [58%@2264,30%@2264,36%@2263,38%@2264,42%@2264,58%@2264,46%@2263,46%@2264] EMC_FREQ 7%@2133 GR3D_FREQ 1%@[1377] VIC_FREQ 115 APE 150 AUX@48.5C CPU@52C thermal@50.15C Tboard@48C AO@48.5C GPU@50C Tdiode@51.25C PMIC@50C GPU 3404mW/2997mW CPU 5880mW/5656mW SOC 3096mW/3053mW CV 0mW/-28mW VDDRQ 619mW/661mW SYS5V 3560mW/3556mW
02-14-2025 08:42:29 RAM 7810/30991MB (lfb 2701x4MB) SWAP 0/15495MB (cached 0MB) CPU [40%@2264,61%@2263,54%@2264,50%@2267,54%@2264,58%@2263,58%@2264,40%@2263] EMC_FREQ 8%@2133 GR3D_FREQ 1%@[1377] VIC_FREQ 115 APE 150 AUX@48.5C CPU@52.5C thermal@50.15C Tboard@48C AO@48.5C GPU@50C Tdiode@51.5C PMIC@50C GPU 3249mW/3018mW CPU 6190mW/5701mW SOC 3095mW/3057mW CV 0mW/-25mW VDDRQ 773mW/670mW SYS5V 3600mW/3560mW
02-14-2025 08:42:30 RAM 7810/30991MB (lfb 2701x4MB) SWAP 0/15495MB (cached 0MB) CPU [53%@2262,16%@2263,16%@2264,27%@2264,18%@2264,42%@2264,23%@2264,72%@2258] EMC_FREQ 8%@2133 GR3D_FREQ 33%@[1377] VIC_FREQ 115 APE 150 AUX@48.5C CPU@51.5C thermal@50.15C Tboard@48C AO@48.5C GPU@50.5C Tdiode@51.5C PMIC@50C GPU 3405mW/3047mW CPU 5725mW/5702mW SOC 3096mW/3060mW CV 0mW/-23mW VDDRQ 773mW/678mW SYS5V 3600mW/3563mW
02-14-2025 08:42:30 RAM 7811/30991MB (lfb 2701x4MB) SWAP 0/15495MB (cached 0MB) CPU [16%@2265,58%@2262,16%@2263,54%@2263,9%@2262,54%@2272,45%@2263,35%@2263] EMC_FREQ 8%@2133 GR3D_FREQ 1%@[1377] VIC_FREQ 115 APE 150 AUX@49C CPU@52C thermal@50.15C Tboard@48C AO@48.5C GPU@50C Tdiode@51.25C PMIC@50C GPU 3405mW/3073mW CPU 5571mW/5693mW SOC 3096mW/3062mW CV 0mW/-22mW VDDRQ 619mW/674mW SYS5V 3560mW/3562mW
02-14-2025 08:42:30 RAM 7810/30991MB (lfb 2701x4MB) SWAP 0/15495MB (cached 0MB) CPU [36%@2264,38%@2265,38%@2264,55%@2263,23%@2261,7%@2264,16%@2263,75%@2263] EMC_FREQ 8%@2133 GR3D_FREQ 1%@[1377] VIC_FREQ 115 APE 150 AUX@48.5C CPU@51.5C thermal@50.15C Tboard@48C AO@48.5C GPU@50C Tdiode@51.25C PMIC@50C GPU 3560mW/3105mW CPU 5418mW/5675mW SOC 3096mW/3065mW CV 0mW/-20mW VDDRQ 619mW/670mW SYS5V 3560mW/3562mW
02-14-2025 08:42:30 RAM 7812/30991MB (lfb 2701x4MB) SWAP 0/15495MB (cached 0MB) CPU [54%@2265,9%@2267,41%@2264,64%@2264,9%@2263,8%@2263,0%@2266,61%@2263] EMC_FREQ 8%@2133 GR3D_FREQ 31%@[1377] VIC_FREQ 115 APE 150 AUX@49C CPU@52C thermal@50.15C Tboard@48C AO@48.5C GPU@50.5C Tdiode@51.25C PMIC@50C GPU 3562mW/3134mW CPU 5108mW/5639mW SOC 3096mW/3066mW CV 0mW/-19mW VDDRQ 619mW/667mW SYS5V 3560mW/3562mW
02-14-2025 08:42:30 RAM 7812/30991MB (lfb 2701x4MB) SWAP 0/15495MB (cached 0MB) CPU [46%@2264,25%@2263,63%@2264,27%@2264,23%@2263,16%@2263,27%@2261,54%@2265] EMC_FREQ 8%@2133 GR3D_FREQ 13%@[1377] VIC_FREQ 115 APE 150 AUX@48.5C CPU@52C thermal@50.15C Tboard@48C AO@48C GPU@50.5C Tdiode@51.25C PMIC@50C GPU 3560mW/3159mW CPU 5108mW/5608mW SOC 3096mW/3068mW CV 0mW/-18mW VDDRQ 619mW/664mW SYS5V 3560mW/3562mW
