02-07-2025 09:39:00 RAM 8187/30991MB (lfb 2948x4MB) SWAP 0/15495MB (cached 0MB) CPU [50%@2264,25%@2264,75%@2265,50%@2264,61%@2265,53%@2264,41%@2263,85%@2264] EMC_FREQ 4%@2133 GR3D_FREQ 43%@[522] VIC_FREQ 1036 APE 150 AUX@47.5C CPU@50.5C thermal@48.1C Tboard@47C AO@47C GPU@48C Tdiode@50C PMIC@50C GPU 931mW/931mW CPU 3881mW/3881mW SOC 2950mW/2950mW CV 0mW/0mW VDDRQ 621mW/621mW SYS5V 3480mW/3480mW
02-07-2025 09:39:00 RAM 8187/30991MB (lfb 2948x4MB) SWAP 0/15495MB (cached 0MB) CPU [70%@2264,66%@2263,10%@2263,54%@2262,54%@2264,50%@2264,25%@2264,100%@2264] EMC_FREQ 5%@2133 GR3D_FREQ 64%@[522] VIC_FREQ 1036 APE 150 AUX@47C CPU@51C thermal@48.1C Tboard@47C AO@47C GPU@48C Tdiode@50C PMIC@50C GPU 1241mW/1086mW CPU 4811mW/4346mW SOC 3104mW/3027mW CV 0mW/0mW VDDRQ 775mW/698mW SYS5V 3520mW/3500mW
02-07-2025 09:39:00 RAM 8184/30991MB (lfb 2948x4MB) SWAP 0/15495MB (cached 0MB) CPU [46%@2261,64%@2264,25%@2264,41%@2265,75%@2264,46%@2265,50%@2265,100%@2265] EMC_FREQ 6%@2133 GR3D_FREQ 73%@[522] VIC_FREQ 1036 APE 150 AUX@47.5C CPU@51C thermal@48.1C Tboard@47C AO@47C GPU@48C Tdiode@50C PMIC@50C GPU 1396mW/1189mW CPU 5427mW/4706mW SOC 3101mW/3051mW CV 0mW/0mW VDDRQ 775mW/723mW SYS5V 3600mW/3533mW
02-07-2025 09:39:00 RAM 8189/30991MB (lfb 2948x4MB) SWAP 0/15495MB (cached 0MB) CPU [53%@2264,40%@2260,33%@2263,40%@2267,25%@2263,18%@2264,9%@2264,100%@2265] EMC_FREQ 7%@2133 GR3D_FREQ 98%@[522] VIC_FREQ 1036 APE 150 AUX@47.5C CPU@51C thermal@48.1C Tboard@47C AO@47C GPU@48C Tdiode@50C PMIC@50C GPU 1550mW/1279mW CPU 5582mW/4925mW SOC 3256mW/3102mW CV 0mW/0mW VDDRQ 930mW/775mW SYS5V 3600mW/3550mW
02-07-2025 09:39:00 RAM 8192/30991MB (lfb 2948x4MB) SWAP 0/15495MB (cached 0MB) CPU [18%@2264,30%@2264,45%@2262,41%@2266,50%@2261,50%@2264,28%@2262,100%@2261] EMC_FREQ 8%@2133 GR3D_FREQ 62%@[522] VIC_FREQ 1036 APE 150 AUX@47.5C CPU@51C thermal@48.1C Tboard@47C AO@47C GPU@48C Tdiode@50C PMIC@50C GPU 1550mW/1333mW CPU 5582mW/5056mW SOC 3256mW/3133mW CV 0mW/0mW VDDRQ 930mW/806mW SYS5V 3640mW/3568mW
02-07-2025 09:39:00 RAM 8203/30991MB (lfb 2945x4MB) SWAP 0/15495MB (cached 0MB) CPU [54%@2264,28%@2263,33%@2262,33%@2264,38%@2262,25%@2263,50%@2263,100%@2264] EMC_FREQ 8%@2133 GR3D_FREQ 89%@[522] VIC_FREQ 1036 APE 150 AUX@47.5C CPU@51C thermal@48.1C Tboard@47C AO@47C GPU@48C Tdiode@50C PMIC@50C GPU 1705mW/1395mW CPU 5735mW/5169mW SOC 3255mW/3153mW CV 0mW/0mW VDDRQ 930mW/826mW SYS5V 3640mW/3580mW
02-07-2025 09:39:00 RAM 8191/30991MB (lfb 2948x4MB) SWAP 0/15495MB (cached 0MB) CPU [15%@2264,8%@2263,25%@2262,15%@2264,45%@2263,18%@2264,27%@2267,100%@2264] EMC_FREQ 9%@2133 GR3D_FREQ 59%@[522] VIC_FREQ 1036 APE 150 AUX@47.5C CPU@50.5C thermal@48.55C Tboard@47C AO@47C GPU@48C Tdiode@50C PMIC@50C GPU 1860mW/1461mW CPU 5580mW/5228mW SOC 3255mW/3168mW CV 0mW/0mW VDDRQ 930mW/841mW SYS5V 3640mW/3588mW
02-07-2025 09:39:01 RAM 8198/30991MB (lfb 2948x4MB) SWAP 0/15495MB (cached 0MB) CPU [27%@2264,0%@2262,0%@2262,8%@2260,66%@2264,41%@2262,0%@2262,100%@2264] EMC_FREQ 9%@2133 GR3D_FREQ 62%@[522] VIC_FREQ 1036 APE 150 AUX@47.5C CPU@50.5C thermal@48.55C Tboard@47C AO@47C GPU@48C Tdiode@50C PMIC@50C GPU 1860mW/1511mW CPU 5272mW/5233mW SOC 3256mW/3179mW CV 0mW/0mW VDDRQ 930mW/852mW SYS5V 3640mW/3595mW
02-07-2025 09:39:01 RAM 8203/30991MB (lfb 2948x4MB) SWAP 0/15495MB (cached 0MB) CPU [71%@2262,27%@2262,8%@2264,0%@2262,8%@2262,18%@2264,0%@2256,100%@2264] EMC_FREQ 10%@2133 GR3D_FREQ 52%@[522] VIC_FREQ 1036 APE 150 AUX@47.5C CPU@51C thermal@48.55C Tboard@47C AO@47C GPU@48C Tdiode@50C PMIC@50C GPU 1860mW/1550mW CPU 5117mW/5220mW SOC 3256mW/3187mW CV 0mW/0mW VDDRQ 930mW/861mW SYS5V 3600mW/3595mW
02-07-2025 09:39:01 RAM 8207/30991MB (lfb 2948x4MB) SWAP 0/15495MB (cached 0MB) CPU [60%@2267,25%@2263,8%@2264,0%@2263,8%@2262,25%@2259,0%@2263,100%@2259] EMC_FREQ 10%@2133 GR3D_FREQ 70%@[522] VIC_FREQ 1036 APE 150 AUX@47.5C CPU@51C thermal@48.55C Tboard@47C AO@47C GPU@48C Tdiode@50C PMIC@50C GPU 1861mW/1581mW CPU 4962mW/5194mW SOC 3256mW/3194mW CV 0mW/0mW VDDRQ 930mW/868mW SYS5V 3600mW/3596mW
02-07-2025 09:39:01 RAM 8210/30991MB (lfb 2948x4MB) SWAP 0/15495MB (cached 0MB) CPU [73%@2264,92%@2264,78%@2264,76%@2264,85%@2265,86%@2264,71%@2264,100%@2264] EMC_FREQ 10%@2133 GR3D_FREQ 25%@[522] VIC_FREQ 1036 APE 150 AUX@47.5C CPU@51.5C thermal@48.55C Tboard@47C AO@47C GPU@48C Tdiode@50C PMIC@50C GPU 1860mW/1606mW CPU 6045mW/5272mW SOC 3255mW/3200mW CV 0mW/0mW VDDRQ 930mW/873mW SYS5V 3600mW/3596mW
