02-19-2025 10:25:28 RAM 11533/30991MB (lfb 2892x4MB) SWAP 0/15495MB (cached 0MB) CPU [50%@2265,66%@2264,83%@2265,54%@2265,100%@2265,30%@2268,21%@2265,25%@2263] EMC_FREQ 4%@2133 GR3D_FREQ 32%@[1377] VIC_FREQ 115 APE 150 AUX@47C CPU@50C thermal@47.75C Tboard@47C AO@47C GPU@49C Tdiode@49.5C PMIC@50C GPU 2637mW/2637mW CPU 4031mW/4031mW SOC 2946mW/2946mW CV 0mW/0mW VDDRQ 620mW/620mW SYS5V 3520mW/3520mW
02-19-2025 10:25:28 RAM 11531/30991MB (lfb 2892x4MB) SWAP 0/15495MB (cached 0MB) CPU [76%@2264,45%@2265,23%@2260,64%@2264,100%@2260,30%@2264,60%@2265,0%@2265] EMC_FREQ 5%@2133 GR3D_FREQ 34%@[1377] VIC_FREQ 115 APE 150 AUX@47C CPU@50C thermal@47.75C Tboard@47C AO@46.5C GPU@49C Tdiode@49.75C PMIC@50C GPU 3255mW/2946mW CPU 4493mW/4262mW SOC 3098mW/3022mW CV 0mW/0mW VDDRQ 774mW/697mW SYS5V 3600mW/3560mW
02-19-2025 10:25:28 RAM 11533/30991MB (lfb 2892x4MB) SWAP 0/15495MB (cached 0MB) CPU [72%@2264,33%@2265,25%@2264,45%@2263,100%@2265,0%@2263,23%@2266,57%@2261] EMC_FREQ 6%@2133 GR3D_FREQ 28%@[1377] VIC_FREQ 115 APE 150 AUX@47C CPU@50C thermal@47.75C Tboard@47C AO@47C GPU@49C Tdiode@49.75C PMIC@50C GPU 3872mW/3254mW CPU 4801mW/4441mW SOC 3097mW/3047mW CV 0mW/0mW VDDRQ 774mW/722mW SYS5V 3640mW/3586mW
02-19-2025 10:25:28 RAM 11535/30991MB (lfb 2892x4MB) SWAP 0/15495MB (cached 0MB) CPU [46%@2264,61%@2264,33%@2264,8%@2262,100%@2264,0%@2265,63%@2265,33%@2265] EMC_FREQ 7%@2133 GR3D_FREQ 35%@[1377] VIC_FREQ 115 APE 150 AUX@47C CPU@50.5C thermal@47.75C Tboard@47C AO@47C GPU@49.5C Tdiode@49.75C PMIC@50C GPU 4489mW/3563mW CPU 5106mW/4607mW SOC 3251mW/3098mW CV 0mW/0mW VDDRQ 928mW/774mW SYS5V 3680mW/3610mW
02-19-2025 10:25:28 RAM 11536/30991MB (lfb 2892x4MB) SWAP 0/15495MB (cached 0MB) CPU [41%@2264,81%@2265,25%@2264,18%@2260,100%@2262,8%@2264,50%@2269,40%@2265] EMC_FREQ 9%@2133 GR3D_FREQ 36%@[1377] VIC_FREQ 115 APE 150 AUX@47C CPU@50.5C thermal@47.75C Tboard@47C AO@47C GPU@49.5C Tdiode@49.75C PMIC@50C GPU 4797mW/3810mW CPU 5259mW/4738mW SOC 3249mW/3128mW CV 0mW/0mW VDDRQ 928mW/804mW SYS5V 3720mW/3632mW
02-19-2025 10:25:28 RAM 11536/30991MB (lfb 2892x4MB) SWAP 0/15495MB (cached 0MB) CPU [18%@2264,33%@2263,27%@2265,53%@2263,100%@2264,7%@2264,84%@2265,41%@2264] EMC_FREQ 10%@2133 GR3D_FREQ 34%@[1377] VIC_FREQ 115 APE 150 AUX@47C CPU@50.5C thermal@47.75C Tboard@47C AO@47C GPU@49.5C Tdiode@50C PMIC@50C GPU 5259mW/4051mW CPU 5411mW/4850mW SOC 3403mW/3174mW CV 0mW/0mW VDDRQ 1082mW/851mW SYS5V 3720mW/3646mW
02-19-2025 10:25:28 RAM 11534/30991MB (lfb 2892x4MB) SWAP 0/15495MB (cached 0MB) CPU [41%@2265,9%@2264,38%@2264,53%@2264,100%@2262,0%@2264,63%@2265,58%@2264] EMC_FREQ 11%@2133 GR3D_FREQ 36%@[1377] VIC_FREQ 115 APE 150 AUX@47.5C CPU@50.5C thermal@47.75C Tboard@47C AO@47C GPU@49.5C Tdiode@50C PMIC@50C GPU 5411mW/4245mW CPU 5566mW/4952mW SOC 3401mW/3206mW CV 0mW/0mW VDDRQ 1082mW/884mW SYS5V 3760mW/3662mW
02-19-2025 10:25:28 RAM 11535/30991MB (lfb 2892x4MB) SWAP 0/15495MB (cached 0MB) CPU [9%@2262,33%@2264,61%@2261,9%@2265,100%@2264,7%@2264,83%@2258,53%@2265] EMC_FREQ 11%@2133 GR3D_FREQ 42%@[1377] VIC_FREQ 115 APE 150 AUX@47C CPU@50.5C thermal@48.8C Tboard@47C AO@47C GPU@49.5C Tdiode@49.75C PMIC@50C GPU 5566mW/4410mW CPU 5564mW/5028mW SOC 3401mW/3230mW CV 0mW/0mW VDDRQ 1082mW/908mW SYS5V 3760mW/3675mW
02-19-2025 10:25:28 RAM 11535/30991MB (lfb 2892x4MB) SWAP 0/15495MB (cached 0MB) CPU [9%@2263,0%@2265,36%@2265,54%@2264,100%@2263,9%@2265,53%@2264,81%@2262] EMC_FREQ 12%@2133 GR3D_FREQ 34%@[1377] VIC_FREQ 115 APE 150 AUX@47C CPU@51C thermal@48.8C Tboard@47C AO@47C GPU@49.5C Tdiode@49.75C PMIC@50C GPU 5566mW/4539mW CPU 5718mW/5105mW SOC 3556mW/3266mW CV 0mW/0mW VDDRQ 1081mW/927mW SYS5V 3800mW/3688mW
02-19-2025 10:25:29 RAM 11534/30991MB (lfb 2892x4MB) SWAP 0/15495MB (cached 0MB) CPU [50%@2265,15%@2265,50%@2265,46%@2265,100%@2264,0%@2265,66%@2263,53%@2264] EMC_FREQ 13%@2133 GR3D_FREQ 34%@[1377] VIC_FREQ 115 APE 150 AUX@47C CPU@50.5C thermal@48.8C Tboard@47C AO@47C GPU@49.5C Tdiode@50C PMIC@50C GPU 5873mW/4672mW CPU 5718mW/5166mW SOC 3554mW/3295mW CV 0mW/0mW VDDRQ 1081mW/943mW SYS5V 3800mW/3700mW
02-19-2025 10:25:29 RAM 11531/30991MB (lfb 2892x4MB) SWAP 0/15495MB (cached 0MB) CPU [33%@2264,23%@2265,63%@2264,76%@2264,100%@2264,7%@2264,50%@2265,10%@2272] EMC_FREQ 13%@2133 GR3D_FREQ 35%@[1377] VIC_FREQ 115 APE 150 AUX@47.5C CPU@50.5C thermal@48.8C Tboard@47C AO@47C GPU@50C Tdiode@50C PMIC@50C GPU 5718mW/4767mW CPU 5718mW/5216mW SOC 3554mW/3319mW CV 0mW/0mW VDDRQ 1236mW/969mW SYS5V 3800mW/3709mW
