02-11-2025 09:50:29 RAM 9929/30991MB (lfb 2136x4MB) SWAP 0/15495MB (cached 0MB) CPU [61%@2261,35%@2264,54%@2263,61%@2263,58%@2262,58%@2263,58%@2264,66%@2262] EMC_FREQ 4%@2133 GR3D_FREQ 12%@[1377] VIC_FREQ 115 APE 150 AUX@48C CPU@51C thermal@48.75C Tboard@48C AO@47.5C GPU@50C Tdiode@50.5C PMIC@50C GPU 2791mW/2791mW CPU 4185mW/4185mW SOC 2945mW/2945mW CV 0mW/0mW VDDRQ 620mW/620mW SYS5V 3560mW/3560mW
02-11-2025 09:50:30 RAM 9934/30991MB (lfb 2136x4MB) SWAP 0/15495MB (cached 0MB) CPU [50%@2264,50%@2265,25%@2264,81%@2264,64%@2265,46%@2264,50%@2264,36%@2265] EMC_FREQ 5%@2133 GR3D_FREQ 33%@[1377] VIC_FREQ 115 APE 150 AUX@48C CPU@51C thermal@48.75C Tboard@48C AO@47.5C GPU@50C Tdiode@50.5C PMIC@50C GPU 3562mW/3176mW CPU 4646mW/4415mW SOC 3097mW/3021mW CV 0mW/0mW VDDRQ 774mW/697mW SYS5V 3600mW/3580mW
02-11-2025 09:50:30 RAM 9932/30991MB (lfb 2136x4MB) SWAP 0/15495MB (cached 0MB) CPU [76%@2264,38%@2264,46%@2265,46%@2263,50%@2264,45%@2263,46%@2264,46%@2263] EMC_FREQ 6%@2133 GR3D_FREQ 34%@[1377] VIC_FREQ 115 APE 150 AUX@48C CPU@51C thermal@48.75C Tboard@48C AO@48C GPU@50.5C Tdiode@50.5C PMIC@50C GPU 4025mW/3459mW CPU 5108mW/4646mW SOC 3251mW/3097mW CV 0mW/0mW VDDRQ 928mW/774mW SYS5V 3640mW/3600mW
02-11-2025 09:50:30 RAM 9935/30991MB (lfb 2136x4MB) SWAP 0/15495MB (cached 0MB) CPU [54%@2263,54%@2263,41%@2265,25%@2260,71%@2263,42%@2260,63%@2263,30%@2264] EMC_FREQ 7%@2133 GR3D_FREQ 34%@[1377] VIC_FREQ 115 APE 150 AUX@48C CPU@51.5C thermal@49.65C Tboard@48C AO@48C GPU@50.5C Tdiode@50.75C PMIC@50C GPU 4333mW/3677mW CPU 5416mW/4838mW SOC 3249mW/3135mW CV 0mW/0mW VDDRQ 928mW/812mW SYS5V 3680mW/3620mW
02-11-2025 09:50:30 RAM 9940/30991MB (lfb 2136x4MB) SWAP 0/15495MB (cached 0MB) CPU [50%@2265,50%@2264,45%@2264,46%@2260,81%@2265,54%@2264,35%@2263,46%@2264] EMC_FREQ 8%@2133 GR3D_FREQ 47%@[1377] VIC_FREQ 115 APE 150 AUX@48C CPU@51C thermal@49.65C Tboard@48C AO@48C GPU@50.5C Tdiode@50.75C PMIC@50C GPU 4795mW/3901mW CPU 5568mW/4984mW SOC 3248mW/3158mW CV 0mW/0mW VDDRQ 928mW/835mW SYS5V 3680mW/3632mW
02-11-2025 09:50:30 RAM 9940/30991MB (lfb 2136x4MB) SWAP 0/15495MB (cached 0MB) CPU [61%@2262,38%@2264,33%@2264,27%@2264,54%@2262,69%@2265,58%@2264,28%@2264] EMC_FREQ 9%@2133 GR3D_FREQ 34%@[1377] VIC_FREQ 115 APE 150 AUX@48C CPU@51.5C thermal@49.65C Tboard@48C AO@48C GPU@50C Tdiode@50.75C PMIC@50C GPU 4950mW/4076mW CPU 5566mW/5081mW SOC 3401mW/3198mW CV 0mW/0mW VDDRQ 927mW/850mW SYS5V 3720mW/3646mW
02-11-2025 09:50:30 RAM 9941/30991MB (lfb 2136x4MB) SWAP 0/15495MB (cached 0MB) CPU [91%@2264,41%@2263,38%@2264,46%@2262,38%@2263,38%@2264,63%@2261,54%@2263] EMC_FREQ 10%@2133 GR3D_FREQ 25%@[1377] VIC_FREQ 115 APE 150 AUX@48C CPU@51.5C thermal@49.65C Tboard@48C AO@48C GPU@50.5C Tdiode@50.75C PMIC@50C GPU 4947mW/4200mW CPU 5721mW/5172mW SOC 3401mW/3227mW CV 0mW/0mW VDDRQ 1082mW/883mW SYS5V 3720mW/3657mW
02-11-2025 09:50:30 RAM 9946/30991MB (lfb 2136x4MB) SWAP 0/15495MB (cached 0MB) CPU [53%@2263,66%@2263,30%@2265,50%@2258,53%@2263,23%@2264,41%@2264,42%@2264] EMC_FREQ 11%@2133 GR3D_FREQ 36%@[1377] VIC_FREQ 115 APE 150 AUX@48C CPU@51C thermal@49.65C Tboard@48C AO@48C GPU@50.5C Tdiode@50.75C PMIC@50C GPU 5257mW/4332mW CPU 5721mW/5241mW SOC 3401mW/3249mW CV 0mW/0mW VDDRQ 1082mW/908mW SYS5V 3720mW/3665mW
02-11-2025 09:50:30 RAM 9946/30991MB (lfb 2136x4MB) SWAP 0/15495MB (cached 0MB) CPU [22%@2265,45%@2264,69%@2263,50%@2258,63%@2264,33%@2264,36%@2265,58%@2264] EMC_FREQ 11%@2133 GR3D_FREQ 16%@[1377] VIC_FREQ 115 APE 150 AUX@48C CPU@51.5C thermal@49.65C Tboard@48C AO@48C GPU@50.5C Tdiode@50.75C PMIC@50C GPU 5257mW/4435mW CPU 5875mW/5311mW SOC 3401mW/3266mW CV 0mW/0mW VDDRQ 1081mW/927mW SYS5V 3720mW/3671mW
02-11-2025 09:50:30 RAM 9950/30991MB (lfb 2136x4MB) SWAP 0/15495MB (cached 0MB) CPU [69%@2263,36%@2262,61%@2264,58%@2265,69%@2264,27%@2264,30%@2265,38%@2264] EMC_FREQ 12%@2133 GR3D_FREQ 32%@[1377] VIC_FREQ 115 APE 150 AUX@48C CPU@51.5C thermal@49.65C Tboard@48C AO@48C GPU@50.5C Tdiode@50.75C PMIC@50C GPU 5409mW/4532mW CPU 5873mW/5367mW SOC 3400mW/3279mW CV 0mW/0mW VDDRQ 1081mW/943mW SYS5V 3760mW/3680mW
02-11-2025 09:50:31 RAM 9950/30991MB (lfb 2136x4MB) SWAP 0/15495MB (cached 0MB) CPU [36%@2264,38%@2263,58%@2264,58%@2263,54%@2263,16%@2265,53%@2264,61%@2262] EMC_FREQ 12%@2133 GR3D_FREQ 24%@[1377] VIC_FREQ 115 APE 150 AUX@48C CPU@51.5C thermal@49.65C Tboard@48C AO@48C GPU@50.5C Tdiode@50.75C PMIC@50C GPU 5409mW/4612mW CPU 5873mW/5413mW SOC 3400mW/3290mW CV 0mW/0mW VDDRQ 1081mW/955mW SYS5V 3760mW/3687mW
